"ID";"Case Number";"How Received";"Date Opened";"Violations[Regulation]";"Resolution Action";;;;
1012663;"2019-1000";"Complaints";"10/16/2019";"46-Responsibilities of Provider & Substitute- Supervision - [19a-87b-10(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1532167;"2021-701";"Self-Reported";"10/01/2021";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017891;"2022-245";"Complaints";"04/19/2022";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1311001;"2020-423";"Complaints";"10/06/2020";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1490043;"2021-281";"Complaints";"05/10/2021";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017270;"2022-169";"Complaints";"03/17/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017694;"2019-715";"Self-Reported";"08/12/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017694;"2020-53";"Self-Reported";"01/21/2020";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017694;"2021-414";"Self-Reported";"07/08/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017542;"2021-862";"Complaints";"12/02/2021";"36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2158231;"2021-883";"Complaints";"12/10/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 60-Under Three Endorsement- Linens, clothing & bedding - [19a-79-10(f)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2158231;"2022-220";"Self-Reported";"04/07/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2158231;"2022-76";"Complaints";"02/14/2022";"24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017014;"2021-866";"Complaints";"12/06/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017877;"2019-1102";"Complaints";"11/20/2019";"58-Under Three Endorsement- Special equipment - [19a-79-10(d)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1330192;"2019-657";"Complaints";"07/29/2019";"46-Responsibilities of Provider & Substitute- Supervision - [19a-87b-10(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1330192;"2021-652";"Complaints";"09/21/2021";"051-Pets - [19a-87b-9(o)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015608;"2019-1100";"Self-Reported";"11/19/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015608;"2019-746";"Complaints";"08/14/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015608;"2020-102";"Self-Reported";"02/05/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015608;"2020-124";"Self-Reported";"02/14/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015608;"2022-116";"Self-Reported";"03/01/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1341844;"2021-733";"Self-Reported";"10/12/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1602352;"2019-1078";"Self-Reported";"11/07/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1602352;"2020-2";"Self-Reported";"01/03/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1614778;"2022-309";"Complaints";"05/06/2022";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1620946;"2019-644";"Self-Reported";"07/26/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1620946;"2021-234";"Self-Reported";"04/22/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1620946;"2022-179";"Self-Reported";"03/23/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017915;"2019-1049";"Complaints";"10/29/2019";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017915;"2020-163";"Complaints";"03/03/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 23-Staffing- Group size - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";;;;;
1007683;"2020-227";"Complaints";"05/18/2020";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1010828;"2021-146";"Complaints";"03/19/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017609;"2020-210";"Complaints";"03/30/2020";"41-Physical Plant- Equipment - [19a-79-7a(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017609;"2021-702";"Self-Reported";"10/01/2021";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 24-Staffing- Supervision - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1294631;"2019-646";"Complaints";"07/26/2019";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 36-Physical Plant- General requirements - [19a-79-7a(c)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1294631;"2021-29";"Complaints";"01/19/2021";"42-Physical Plant- Outdoor play space - [19a-79-7a(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1294631;"2021-337";"Complaints";"06/07/2021";"36-Physical Plant- General requirements - [19a-79-7a(c)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] 42-Physical Plant- Outdoor play space - [19a-79-7a(h)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1294631;"2021-379";"Complaints";"06/25/2021";"36-Physical Plant- General requirements - [19a-79-7a(c)] 58-Under Three Endorsement- Special equipment - [19a-79-10(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1294631;"2022-46";"Self-Reported";"01/26/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017749;"2022-52";"Complaints";"01/31/2022";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1299006;"2020-5";"Self-Reported";"01/03/2020";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1299006;"2021-746";"Complaints";"10/19/2021";"45-Educational Requirements- Plan - [19a-79-8a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017618;"2021-51";"Complaints";"01/28/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1007728;"2022-178";"Complaints";"03/22/2022";"20-Staffing- Staff records - [19a-79-4a(b)] 36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017652;"2020-161";"Self-Reported";"03/02/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017652;"2021-730";"Self-Reported";"10/08/2021";"24-Staffing- Supervision - [19a-79-4a(c)] 47-Administration of Medications- Policies & procedures - [19a-79-9a] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017652;"2021-779";"Self-Reported";"11/02/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1167842;"2019-609";"Complaints";"07/23/2019";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1167842;"2019-863";"Complaints";"09/03/2019";"20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1167842;"2020-80";"Complaints";"01/30/2020";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2094187;"2021-237";"Complaints";"04/26/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2094187;"2021-268";"Complaints";"05/06/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2094187;"2021-330";"Complaints";"06/02/2021";"37-Physical Plant- Basic requirements - [19a-79-7a(d)] [Reference regulation link above.]";"Referred to Legal Division";;;;
2094187;"2021-438";"Self-Reported";"07/16/2021";"22-Staffing- Ratios - [19a-79-4a(c)] 24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
2094187;"2022-152";"Complaints";"03/14/2022";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017369;"2019-856";"Complaints";"08/29/2019";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017462;"2020-316";"Complaints";"08/04/2020";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017462;"2021-98";"Complaints";"02/24/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1134723;"2020-452";"Complaints";"10/22/2020";"09-Terms of the Registration- Notification of change - [19a-87b-5(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2080839;"2021-236";"Complaints";"04/22/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2255107;"2022-249";"Complaints";"04/20/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015610;"2019-687";"Complaints";"08/01/2019";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1047903;"2019-1092";"Complaints";"11/18/2019";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1047903;"2021-856";"Complaints";"11/30/2021";"61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1130330;"2019-936";"Self-Reported";"09/24/2019";"20-Staffing- Staff records - [19a-79-4a(b)] 24-Staffing- Supervision - [19a-79-4a(c)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1130330;"2020-345";"Complaints";"08/27/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1679561;"2020-377";"Complaints";"09/08/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 67-School Age Endorsement- Endorsement - [19a-79-11(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017388;"2019-1105";"Complaints";"11/21/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017388;"2021-548";"Self-Reported";"08/26/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1431689;"2019-1017";"Self-Reported";"10/22/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1431689;"2019-935";"Self-Reported";"09/24/2019";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 24-Staffing- Supervision - [19a-79-4a(c)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1431689;"2021-10";"Complaints";"01/08/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1431689;"2021-260";"Self-Reported";"05/05/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1431689;"2022-196";"Complaints";"03/29/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016801;"2021-199";"Complaints";"04/12/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016682;"2021-432";"Complaints";"07/15/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017305;"2020-146";"Self-Reported";"02/25/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1015480;"2019-1160";"Self-Reported";"12/12/2019";"05-Terms of the Registration- Capacity - [19a-87b-5(d)] 46-Responsibilities of Provider & Substitute- Supervision - [19a-87b-10(h)] 49-Responsibilities of Provider & Substitute- Failure to report - [19a-87b-10(j)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1626890;"2021-125";"Complaints";"03/10/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1626890;"2021-780";"Complaints";"11/02/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016877;"2021-676";"Complaints";"09/27/2021";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016886;"2022-374";"Complaints";"06/01/2022";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 31-Health & Safety- Food service - [19a-79-6a(a)] 36-Physical Plant- General requirements - [19a-79-7a(c)] 41-Physical Plant- Equipment - [19a-79-7a(g)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017558;"2022-106";"Self-Reported";"02/24/2022";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017558;"2022-132";"Complaints";"03/07/2022";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017558;"2022-222";"Self-Reported";"04/07/2022";"20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017558;"2022-238";"Complaints";"04/13/2022";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017558;"2022-259";"Complaints";"04/25/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017003;"2019-668";"Self-Reported";"07/30/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 52-Administration of Medications- Medications other than nonprescription topical -Required records - [19a-79-9a(b)] 53-Administration of Medications- Medications other than nonprescription topical -Storage & labeling - [19a-79-9a(b)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017003;"2021-355";"Complaints";"06/15/2021";"57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017003;"2021-847";"Self-Reported";"11/23/2021";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017003;"2022-301";"Self-Reported";"05/05/2022";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1309656;"2020-103";"Self-Reported";"02/06/2020";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017832;"2021-724";"Complaints";"10/07/2021";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017724;"2021-738";"Complaints";"10/15/2021";"45-Educational Requirements- Plan - [19a-79-8a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1460045;"2021-699";"Complaints";"09/30/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1254626;"2019-1106";"Complaints";"11/21/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1254626;"2020-465";"Complaints";"11/06/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016860;"2021-434";"Self-Reported";"07/15/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016860;"2021-801";"Self-Reported";"11/08/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016860;"2022-143";"Self-Reported";"03/10/2022";"30-Record Keeping- Responsibility for maintain children's records - [19a-79-5a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016860;"2022-310";"Self-Reported";"05/06/2022";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1010769;"2020-250";"Complaints";"06/11/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1245087;"2020-447";"Complaints";"10/21/2020";"19-Members of the household- Household environment - [19a-87b-7(e)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017929;"2021-321";"Complaints";"05/26/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1018006;"2021-546";"Self-Reported";"08/26/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1018006;"2021-654";"Self-Reported";"09/21/2021";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1018006;"2021-904";"Complaints";"12/21/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1007842;"2021-721";"Self-Reported";"10/06/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1018005;"2019-649";"Complaints";"07/26/2019";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1018005;"2019-709";"Complaints";"08/06/2019";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] 19-Staffing- Staff file on premise - [19a-79-4a(a)] 24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Referred to Legal Division";;;;
1017076;"2021-685";"Self-Reported";"09/29/2021";"08-Administration- Child protection - [19a-79-3a(b)(8)(C)] 21-Staffing- Adequate staff - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017875;"2021-605";"Self-Reported";"09/14/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017875;"2021-739";"Self-Reported";"10/15/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017875;"2021-822";"Complaints";"11/15/2021";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017875;"2022-357";"Self-Reported";"05/25/2022";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017875;"2022-85";"Self-Reported";"02/15/2022";"22-Staffing- Ratios - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017536;"2020-239";"Self-Reported";"06/05/2020";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1016755;"2022-223";"Self-Reported";"04/07/2022";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1233721;"2020-486";"Self-Reported";"11/20/2020";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 20-Staffing- Staff records - [19a-79-4a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1443113;"2019-706";"Self-Reported";"08/06/2019";"11-Administration-Policies, plans and procedures - [19a-79-3a(d)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1443113;"2019-945";"Self-Reported";"09/25/2019";"04-Administration- Failure to Report - [19a-79-3a(b)(8)(E)] 11-Administration-Policies, plans and procedures - [19a-79-3a(d)] 24-Staffing- Supervision - [19a-79-4a(c)] 36-Physical Plant- General requirements - [19a-79-7a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1273676;"2019-947";"Complaints";"09/26/2019";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1273676;"2021-691";"Complaints";"09/29/2021";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2035048;"2021-80";"Complaints";"02/16/2021";"09-Terms of the Registration- Notification of change - [19a-87b-5(j)] 16-Members of the Household- Health - [19a-87b-7(a)] 17-Members of the household- Criminal record check - [19a-87b-7(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1198761;"2021-37";"Complaints";"01/25/2021";"21-Qualifications of Staff- Emergency caregiver - [19a-87b-8(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017549;"2021-161";"Self-Reported";"03/25/2021";"24-Staffing- Supervision - [19a-79-4a(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017841;"2021-183";"Complaints";"04/05/2021";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] 08-Administration- Child protection - [19a-79-3a(b)(8)(C)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017841;"2022-129";"Complaints";"03/07/2022";"06-Administration- Responsibility of overall management & operation - [19a-79-3a(b)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2164645;"2022-2";"Complaints";"01/03/2022";"11b-Administration-Daily Attendance Records - [19a-79-3a(d)(1)] 12-Administration-Postings - [19a-79-3a(e)] 22-Staffing- Ratios - [19a-79-4a(c)] 37-Physical Plant- Basic requirements - [19a-79-7a(d)] 38-Physical Plant- Environmental requirements - [19a-79-7a(e)] 42-Physical Plant- Outdoor play space - [19a-79-7a(h)] 59-Under Three Endorsement- Diapering & toileting - [19a-79-10(e)] 61-Under Three Endorsement- Sleep arrangements - [19a-79-10(g)] [Reference regulation link above.]";"Corrective Action Plan";;;;
2164645;"2022-355";"Complaints";"05/25/2022";"25-Staffing- Requirements of staff - [19a-79-4a(d)] 41-Physical Plant- Equipment - [19a-79-7a(g)] 57-Under Three Endorsement- Infant/toddler (ratio, group size, barrier) - [19a-79-10(c)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017507;"2019-690";"Complaints";"08/01/2019";"07-Administration- Managing Child Behavior - [19a-79-3a(b)(8)(A)] [Reference regulation link above.]";"Corrective Action Plan";;;;
1017452;"2020-424";"Complaints";"10/06/2020";"05-Administration- Ensuring the safety, health & development of children - [19a-79-3a(a)] [Reference regulation link above.]";"Corrective Action Plan";;;;
