cost_ctr_no;id;ctr_desc;addr;addr2;city;state;zip;area_cd;phone;Director Name;time_open;time_close;URL;welcome message;programs;condensed programs;Age Range
301082;660889;Wenonah KinderCare;645 Georgetown Rd.;;Wenonah;NJ;08090-1250;856;468-6740;Andrew Hunter;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/wenonah/nj/301353/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Andrew Hunter, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301042;661270;KinderCare at Flemington;4 Royal Rd.;;Flemington;NJ;8822;908;284-9699;Debra Agabiti;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/flemington/nj/301520/?cid=ref_childcarecenter_us;"Welcome to Flemington KinderCare in Flemington New Jersey. We are very excited to meet with you and your family. We believe in developing the whole child with an emphasis on assisting your child's growth with their social, emotional, cognitive, and physical development. 
Here at Flemington KinderCare, our parent's consider us to be an extension of their families. Your child will not only have a safe, secure, and stimulating environment to learn in, but will have support from a team of child development experts who have a true passion for educating and nurturing children. We are one of the very few centers in Hunterdon County that have achieved the highest national accreditation through NAEYC! We are extremely proud of this accomplishment!";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 6 Years
301040;661322;E Windsor Knowledge Beginnings;300 D Princeton-Hightstown Rd.;;East Windsor;NJ;8520;609;448-4333;Shannon Simonelli;6:30 AM;7:00 PM;http://www.kindercare.com/our-centers/east-windsor/nj/070221/?cid=ref_childcare_us;Welcome to Knowledge Beginnings of East Windsor. We thank you for your interest in our facility.  Our staff is here to guide you through making the best possible decision for your child.  We are happy to meet with you for a tour of the facility.  Then we can focus on your specific needs and discuss your childcare options.  We are much more than a Preschool…we are Family!;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301069;661438;Princeton Knowledge Beginnings;450 College Rd. East;;Princeton;NJ;8540;609;720-0045;Hilda Hager;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/princeton/nj/074022/?cid=ref_childcare_us;Welcome to Knowledge Beginnings in Princeton. Here at Knowledge Beginnings we strive to provide your child with an  safe, caring, fun and  stimulating environment. Our teachers are caring and qualified individuals who will implement a curriculum filled with activities that are  carefully structured for your child's individual developmental needs to foster her well-being, self-esteem and personal development.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301076;661459;Robbinsville KinderCare;2285 State Hwy Route 33;;Trenton;NJ;8690;609;689-9900;Desiree Shpungin;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/trenton/nj/000664/?cid=ref_childcarecenter_us;Welcome to KinderCare in Robbinsville.  Our goal is to give your child every opportunity to develop in a safe, stimulating environment that nurtures his or her every need.  Whether your child has first words or first grade on the horizon, we're excited to show you how everything in our center is designed for learning!;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301084;661539;West Windsor KinderCare;One Kinder Court;;West Windsor;NJ;8550;609;799-8787;Liz Wysokowski;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/west-windsor/nj/301514/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Liz Wysokowski, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301039;661582;KinderCare at East Brunswick;610 Cranbury Rd.;;East Brunswick;NJ;8816;732;613-1886;Adalet Kamil;6:30 AM;7:00 PM;http://www.kindercare.com/our-centers/east-brunswick/nj/301467/?cid=ref_childcarecenter_us;Welcome to KinderCare at East Brunswick where everything we do is designed for learning!;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301065;661761;KinderCare at Old Bridge;83 Ferry Rd.;;Old Bridge;NJ;8857;732;360-0155;Krissy Kaufmann;6:30 AM;7:00 PM;http://www.kindercare.com/our-centers/old-bridge/nj/301552/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Krissy Kaufmann, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301061;661842;KinderCare at South Brunswick;15 Stouts Lane;;Monmouth Jct.;NJ;8852;732;274-1435;Tiffany Maderazo;6:30 AM;7:00 PM;http://www.kindercare.com/our-centers/monmouth-jct-/nj/301836/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Tiffany Maderazo, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Summer Programs;6 Weeks - 12 Years
301027;661868;Aberdeen KinderCare;1330 Highway 34;;Aberdeen;NJ;7747;732;817-0200;Jackie Pulaski;6:30 AM;7:00 PM;http://www.kindercare.com/our-centers/aberdeen/nj/000102/?cid=ref_childcarecenter_us;Welcome to KinderCare in Aberdeen.  Together, we work to inspire confidence, growth, creativity, and curiosity.  We are very excited to show you how our classroom learning environments provide the building blocks for your child’s success now and in the future.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301028;661890;KinderCare at Middletown;245 Leonardville Rd.;;Belford;NJ;07718-1107;732;787-7000;Angela Nelson;6:30 AM;7:00 PM;http://www.kindercare.com/our-centers/belford/nj/300226/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Angela Nelson, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301035;661896;KinderCare at Millstone Twp.;36 Trenton-Lakewood Rd.;;Clarksburg;NJ;8510;609;259-2488;Jennifer Smith;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/clarksburg/nj/301559/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Jennifer Smith, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301041;661910;KinderCare at Eatontown;60 Industrial Way East;;Eatontown;NJ;7724;732;544-5440;Dina Altschuler;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/eatontown/nj/301575/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Dina Altschuler, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301043;661941;Freehold KinderCare at W Main;315 W Main St;;Freehold;NJ;7728;732;683-0505;Karen Conwell;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/freehold/nj/000289/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Karen Conwell, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301044;661942;KinderCare at Freehold;205 Elton Adelphia Rd.;;Freehold;NJ;07728-8020;732;577-9254;Bonnie Carolan;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/freehold/nj/301096/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Bonnie Carolan, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301056;662019;KinderCare at Manalapan;293 Gordon's Corner Rd.;;Manalapan;NJ;07726-3301;732;536-9162;Dawn Cabarcas;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/manalapan/nj/300832/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Dawn Cabarcas, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301057;662033;Wall KinderCare;2401 Atlantic Ave.;;Manasquan;NJ;8736;732;223-6210;Dena Rios;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/manasquan/nj/301549/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Dena Rios, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301031;662181;Cedar Knolls KinderCare;13 Wing Dr.;;Cedar Knolls;NJ;7927;973;539-2886;Erin Edwards;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/cedar-knolls/nj/301530/?cid=ref_childcarecenter_us;Our center is a very large and spacious building which gives your child a sense of freedom and encourages them to explore. The lobby has a community board which has information about events, Monthly Newsletters, Spirit Calendar and a wall of Customer Service Awards. Our classrooms are divided into each age group that offers the children a warm and friendly environment. There are two common areas for special events, parent networking and children interaction during drop off and pick up time. We have three age appropriate playgrounds in the rear of the building which are gated and child safety locked at all times.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Summer Programs;6 Weeks - 12 Years
301038;662208;Denville KinderCare;162 East Main St.;;Denville;NJ;7834;973;625-4555;Karen Meehan;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/denville/nj/074053/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Karen Meehan, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301050;662278;Lincoln Park KinderCare;146 Main St.;;Lincoln Park;NJ;07035-1739;973;694-6433;Kristy Ascone;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/lincoln-park/nj/301170/?cid=ref_childcarecenter_us;"Finding the right place — and the right people — for your child’s education and care is a big decision. To help your family with this choice, I’d love for you to meet our teachers, see our classrooms, and learn more about our center and our programs.
Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning. 

Our center is of a smaller size which allows our staff to really focus on individualized attention. The staff knows each and every child, as well as each and every parent--and even grandparents, too! Our center has 'family' appeal to it and we would love to make you a part of it.";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301064;662334;Mt. Arlington KinderCare;181 Howard Blvd.;;Mt. Arlington;NJ;7856;973;601-9440;Alissa Schmid;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/mt--arlington/nj/303067/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Alissa Schmid, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301085;662429;Whippany KinderCare;45 Whippany Rd.;;Whippany;NJ;7981;973;428-3724;Michele Taglia;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/whippany/nj/301759/?cid=ref_childcarecenter_us;Thank you for your interest in Whippany KinderCare! We look forward to supporting your journey into education with our professionally trained and qualified staff members. We invite you to visit our center by scheduling a Center Tour! Please call the center at anytime for more information. :);Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301048;662498;Jackson Township KinderCare;10 S New Prospect Rd.;;Jackson;NJ;8527;732;961-1500;Jessica Greenberg;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/jackson/nj/000378/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Jessica Greenberg, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
301073;662574;Toms River KinderCare;915 Hazelwood Rd.;;Toms River;NJ;08753-3983;732;929-3010;Marge Boyle;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/toms-river/nj/300914/?cid=ref_childcarecenter_us;Welcome to KinderCare Learning Center in Toms River. We are proud to offer one of the BEST Early Educational Programs in the Country. From Infants to Kindergarten and our After School Programs too,  we believe a whole child is a happy child!!!;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), School Advisory Council Member, Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, School Advisory Council Member, Summer Programs;6 Weeks - 12 Years
301080;662815;KinderCare at Wayne;23 Barbour Pond Dr.;;Wayne;NJ;7470;973;628-0222;Kristine Stauffer;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/wayne/nj/301532/?cid=ref_childcarecenter_us;"Our center in Wayne opened in 1999 and has been one of the top-rated childcare facilities in the area. Our staff is first rate and we are happy to say some of our staff members have been here for over ten years! Our curriculum is based on the Early Foundations program created by our Education Department. It combines fun and learning in an enriching environment. All of our staff is trained on the curriculum as well as all policies and procedures both through our company and through the state. You will see evidence of great curriculum in each room you tour!
Our center capacity is 187 children. The smaller size allows our staff to really focus on individualized attention. The staff knows each and every child, as well as each and every parent. The center definitely has a very 'family' appeal to it and we would love to make you a part of it.";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
