Id;Letter Grade;Name;School Type;Street;City;State;Zip;Phone;Email;Mon;Tue;Wed;Thu;Fri;Website;Twitter;Facebook;District Name;Principal;License Type;License Number;Transportation;Before Care;After Care;CCAP;Star Rating;Grades Available;Enrollment;Capacity;Academic Offerings;Music Art;Opportunities & Clubs;Sports
956001;;Montessori Educational Center;Licensed Center;4209 North Bolton Avenue;Alexandria;LA;71303;318-445-0138;mec@mecalex.org;7:30 am to 5:30 pm;7:30 am to 5:30 pm;7:30 am to 5:30 pm;7:30 am to 5:30 pm;7:30 am to 5:30 pm;;;;Rapides Parish;Ms. Joelle Y Flaherty;I;15954;No;;Yes;;;Toddler (ages 1-2), PK (ages 3-4);;46;;;;
EE-16219;;Ms Laurie's Learning Center;Licensed Center;518 South Evangeline Street;New Iberia;LA;70560;337-967-0054;mslauriesprek@gmail.com;;7:15am to 5:30pm;7:15am to 5:30pm;7:15am to 5:30pm;;;;;Iberia Parish;Mrs. Laurie Viator;II;16219;No;;Yes;;;Toddler (ages 1-2), PK (ages 3-4);;30;;;;
EE-13582;;Milestones Child Development Center LLC;Licensed Center;8332 Lafitte Ct.;Chalmette;LA;70043;504-279-5454;milestonescdc@yahoo.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;St. Bernard Parish;Ms. Serena M Carollo;II;13582;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;108;;;;
EE-1158;;Little Gators Learning Center;Licensed Center;5708 Airline Drive;Metairie;LA;70003;504-407-0974;mwood@littlegators.net;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;;;;Jefferson Parish;Meredith Wood;I;1158;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;73;;;;
EE-11889;;My Friends and Yours Learning Land;Licensed Center;1275 South Estate Drive;New Iberia;LA;70563;337-364-0150;nicole.gaspard@yahoo.com;6:30 am to 6:00pm;6:30 am to 6:00pm;6:30 am to 6:00pm;6:30 am to 6:00pm;6:30 am to 6:00pm;;;;Iberia Parish;Ms. Nicole M Gaspard;I;11889;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;39;;;;
8006;A;Benton High School;Traditional public school;449 Fairburn Avenue;Benton;LA;71006;318-759-2580;;;;;;;http://www.bentonhighschool.com;;https://www.facebook.com/BentonTigerPride/;Bossier Parish;Teri Howe;;;;;;;;Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;1266;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming, Other;Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis
8020;B;Parkway High School;Traditional public school;2010 Colleen Drive;Bossier City;LA;71112;318-759-2200;;;;;;;http://parkway.bossierschools.org;http://twitter.com/ParkwayPics;https://www.facebook.com/parkwayhighpanthers/;Bossier Parish;Waylon Bates;;;;;;;;Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;1294;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Other;Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis, Other Sports
992001;;Union Christian Academy;Scholarship;110 West Hill Street;Farmerville;LA;71241;318-368-8890;;;;;;;http://www.unionchristianacademy.org/;;;Union Christian Academy;Kay Hicks;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;71;;;;Athletics;Football, Softball, Outdoor Track and Field, Other Sports
EE-1689;;The Children's Chalet, Inc.;Licensed Center;1991 N. Causeway Boulevard;Mandeville;LA;70471;985-624-8668;tracy@childrenschaletpreschool.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;St. Tammany Parish;Ms. tracy delatte;II;1689;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;100;;;;
EE-1387;;Sandy's Playhouse;Licensed Center;111 Moonraker Drive;Slidell;LA;70458;985-643-8693;sandykey2@yahoo.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;St. Tammany Parish;Mrs. Sandy Key;I;1387;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;18;;;;
EE-1215;;Covenant Preschool Ministries;Licensed Center;300 E Martial Avenue;Lafayette;LA;70508;337-988-3962;amy@covenantum.org;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;7:30am to 4:30pm;;;;Lafayette Parish;Ms. Amy F Rizzuto;I;1215;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;153;;;;
EE-12971;;Glad Tidings Preschool;Licensed Center;3400 Texas Street;Lake Charles;LA;70607;337-478-9241;pdirector@gladtidingschurch.com;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30pm;6:00am to 5:30am;6:00am to 5:30pm;;;;Calcasieu Parish;Mrs. Dana A Pete;II;12971;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;225;;;;
8017;B;Haughton High School;Traditional public school;210 East McKinley Street;Haughton;LA;71037;318-549-5450;;;;;;;http://haughtonh.bossierschools.org;;;Bossier Parish;David Haynie;;;;;;;;Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;1255;;Advanced Placement Details, Dual enrollment (college credit) Details, Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming;Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis, Other Sports
8028;D;Rusheon Middle School;Traditional public school;2401 Old Minden Road;Bossier City;LA;71112;318-549-6610;;;;;;;http://rusheon.bossierschools.org;;;Bossier Parish;Reginald Williams;;;;;;;;Grade 6, Grade 7, Grade 8;536;;Gifted programs;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming, Other;Cross-Country, Football, Soccer, Basketball, Softball, Outdoor Track and Field, Spirit
EE-224;;Broadmoor United Methodist Preschool (Children Learning Center);Licensed Center;10230 Mollylea Drive;Baton Rouge;LA;70815;225-926-5243;ccoats@broadmoormethodist.org;07:00am to 05:45pm;07:00am to 05:45pm;07:00am to 05:45pm;07:00am to 05:45pm;07:00am to 05:45pm;;;;East Baton Rouge Parish;Mrs. Cheri S Coats;I;224;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;300;;;;
EE-13511;;Cypress Run Child Development Center;Licensed Center;119 Bayou Crossing Drive;Bossier;LA;71111;318-742-9060;cypressruncdc@aol.com;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;;;;Bossier Parish;Ms. Christi Ganey;I;13511;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;438;;;;
EE-13567;;Best Child Care;Licensed Center;15134 Old Hammond Highway;Baton Rouge;LA;70816;225-275-6272;bestcare@brcoxmail.com;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;6:00am to 6:00pm;;;;East Baton Rouge Parish;Mrs. Denise Sehring;I;13567;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;165;;;;
8024;B;Platt Elementary School;Traditional public school;4680 East Highway 80;Haughton;LA;71037;318-549-5870;;;;;;;http://platt.bossierschools.org;;http://www.facebook.com/PESCowboys/;Bossier Parish;Cathy L Turner;;;;;;;;Grade 2, Grade 3;477;;;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Peer Tutoring or Mentoring, Affinity Associations, Other;Other Sports
8046;C;Haughton Elementary School;Traditional public school;395 South Elm Street;Haughton;LA;71037;318-549-7400;;;;;;;http://haughtone.bossierschools.org/;;;Bossier Parish;Andrea Spinney;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;575;;;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Music, STEM, Peer Tutoring or Mentoring, Affinity Associations, School Community Organizations, Career Focus;Spirit, Other Sports
EE-1404;;Country Day School of Baton Rouge;Licensed Center;7424 Highland Road;Baton Rouge;LA;70808;225-766-1159;cdshighland@gmail.com;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;;;;East Baton Rouge Parish;Ms. Megan Gray;II;1404;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;90;;;;
EE-367;;First Baptist Church Weekday Early Education;Licensed Center;301 Pennsylvania Ave;Minden;LA;71055;318-377-4495;fbcweekday@firstminden.org;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;;;;Webster Parish;Mrs. Kim D James;I;367;YES;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;99;;;;
EE-14214;;Little Imaginations Development & Learning Center, LLC;Licensed Center;4706 Highway 311;Houma;LA;70360;985-223-4242;lidl2001@aol.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Terrebonne Parish;Mrs. Michelle D Barrett;II;14214;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;120;;;;
9;;Caddo Parish;;;;;;;;;;;;;;;;Caddo Parish;;;;;;;;;;;;;;;
876001;;Torah Academy;Scholarship;5210 West Esplanade Avenue;Metairie;LA;70006;504-456-6429;;;;;;;http://www.torahacademynola.com/;;;Jefferson Parish;N/A;;;;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);6;;;;;
EE-14708;;Play and Learn Northshore Academy;Licensed Center;2433 Monroe Street;Mandeville;LA;70448;985-674-7744;sfscheckler@plnacademy.com;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;7:00 am to 6:00 pm;;;;St. Tammany Parish;Ms. Stephanie Scheckler;II;14708;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;42;;;;
EE-14310;;Little People LLC;Licensed Center;3817 W Main Street;Gray;LA;70359;985-223-1515;littlepeopledepot@gmail.com;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;6:30am to 5:45pm;;;;Terrebonne Parish;Mrs. CHERYL R LEBLANC;I;14310;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;60;;;;
EE-4279;;Albany Early Learning Center;Licensed Center;30220 Hwy 43 North;Albany;LA;70711;225-567-2084;lvicknair1@gmail.com;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;6:00 am to 6:00 pm;;;;Livingston Parish;Ms. Linette A Vicknair;I;4279;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;50;;;;
9006;B;Blanchard Elementary School;Traditional public school;402 Birch Avenue;Shreveport;LA;71107;318-929-2691;;;;;;;http://www.blanchardelementary.org;;;Caddo Parish;Sharon Burgess;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4;438;;Gifted programs;Music, Art;Clubs, Drama, Theater and Dance, Music, Visual Arts, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, National or Statewide Leadership Associations, School Community Organizations, Career Focus;
9002;F;Arthur Circle Elementary School;Traditional public school;261 Arthur Avenue;Shreveport;LA;71105;318-861-3537;;;;;;;http://www.arthurcircle.org;;;Caddo Parish;Sommer Picou;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;404;;;Music, Art;Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Career Focus, Games and Gaming, Other;Soccer, Outdoor Track and Field, Other Sports
EE-14863;;Lolli-Pop Ranch Christian Pre-School & Daycare;Licensed Center;59334 North Pearl Drive;Slidell;LA;70461;985-641-3785;info@lolli-popranch.com;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;St. Tammany Parish;Ms. Amanda J Skiles;I;14863;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;105;;;;
EE-441;;Nanny's Preschool and Child Development Center, Inc.;Licensed Center;1415 Peterman Drive;Alexandria;LA;71301;318-445-6857;nannyspreschool@aol.com;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;6:30am to 5:30pm;;;;Rapides Parish;Mrs. Tami C Hughes;II;441;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;96;;;;
EE-14872;;Lee's Over the Rainbow;Licensed Center;740 Albertson Parkway;Broussard;LA;70518;337-837-3030;over.rainbow@aol.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Lafayette Parish;Ms. LEE BURLEY;I;14872;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;70;;;;
EE-4586;;JBC Caring & Learning Center;Licensed Center;32416 Walker N. Rd;Walker;LA;70785;225-664-2657;jbcdaycare@gmail.com;6:30am to 6:00pm;6:30am to 6:00am;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Livingston Parish;Mrs. Elizabeth Snee;I;4586;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;180;;;;
EE-15028;;Little Footprints Schoolhouse LLC;Licensed Center;70263 L Street;Covington;LA;70433;985-871-1010;littlefootprintss@gmail.com;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;7:30am to 5:30pm;;;;St. Tammany Parish;Mrs. Gaye O Eberhardt;II;15028;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;30;;;;
EE-50054;;Bluebird Learning Center;Licensed Center;708 West Railroad Avenue;Slaughter;LA;70777;225-654-5303;bluebirdlearning15@Gmail.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;East Feliciana Parish;Mrs. Amy Manuel;II;50054;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;77;;;;
EE-15370;;Amana Christian Fellowship Preschool;Licensed Center;310 Milton Road;Maurice;LA;70555;337-456-9023;amanapreschool@gmail.com;8:30am to 2:30pm;8:30am to 2:30pm;8:30am to 2:30pm;8:30am to 2:30pm;8:30am to 3:30pm;;;;Vermilion Parish;Ms. Pamela J Chauvin;I;15370;No;;;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;54;;;;
EE-50157;;John Curtis Development Center;Licensed Center;10931 Jefferson Highway;River Ridge;LA;70123;504-737-0208;acurtis@johncurtis.com;8:00am to 3:30pm;8:00am to 3:30pm;8:00am to 3:30pm;8:00am to 3:30pm;8:00am to 3:30pm;;;;Jefferson Parish;Mrs. Allison Curtis;II;50157;No;;;;;Toddler (ages 1-2), PK (ages 3-4);;54;;;;
EE-50223;;Waldorf School of New Orleans;Licensed Center;2010 Peniston St.;New Orleans;LA;70115;504-345-2366;facilitiesmanager@waldorfnola.org;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Orleans Parish;Olive Henzel;II;50223;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;28;;;;
EE-50287;;Pine Knoll Learning Center;Licensed Center;79225 Hwy 40;Covington;LA;70435;985-893-7368;pine.knoll@yahoo.com;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;St. Tammany Parish;Ms. Megan Daughdrill;II;50287;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;33;;;;
EE-50296;;St. Clement of Rome Early Learning Center;Licensed Center;3978 W. Esplanade Avenue;Metairie;LA;70002;504-888-0386;stclementsch@arch-no.org;6:45am to 6:00pm;6:45am to 6:00pm;6:45am to 6:00pm;6:45am to 6:00pm;6:45am to 6:00pm;;;;Jefferson Parish;Kimberly Downes;I;50296;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;17;;;;
EE-50368;;Barbara L Hall;Exempt Center;602 Ogden St;Winnfield;LA;71483;318-628-7976;BHALL713@YAHOO.COM;5:00am to 6:00pm;5:00am to 6:00pm;5:00am to 6:00pm;5:00am to 6:00pm;5:00am to 6:00pm;;;;Winn Parish;Information Coming Soon!;R (Family Home);50368;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50379;;Betty Washington Landix;Exempt Center;317 Travis Drive;Avondale;LA;70094;504-491-8173;BETTYWASHINGTON675@GMAIL.COM;08:00am to 06:00pm;08:00am to 06:00pm;06:00am to 06:00pm;08:00am to 06:00pm;08:00am to 06:00pm;;;;Jefferson Parish;Information Coming Soon!;R (Family Home);50379;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50398;;Cecelia J Bias;Exempt Center;1304 W Hutchinson Ave;Crowley;LA;70526;337-458-6632;YOSHA100@GMAIL.COM;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;;;;Acadia Parish;Information Coming Soon!;R (Family Home);50398;No;Yes;;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50455;;Elaine Thompson;Exempt Center;416 Butler Drive;Avondale;LA;70094;504-436-2412;ANGELS0922@COX.NET;07:00am to 06:00pm;07:00am to 06:00pm;07:00am to 06:00pm;07:00am to 06:00pm;07:00am to 06:00pm;;;;Jefferson Parish;Information Coming Soon!;R (Family Home);50455;No;;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50504;;Jerlean Varice Fowler;Exempt Center;1406 Avon Ave;Ruston;LA;71270;318-251-3309;JERLEANF_2000@YAHOO.COM;06:00am to 11:45pm;06:00am to 11:45pm;06:00am to 11:45pm;06:00am to 11:45pm;06:00am to 11:45pm;;;;Lincoln Parish;Information Coming Soon!;R (Family Home);50504;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50527;;Kathy Regina Dixon;Exempt Center;3736 Red Cedar Ln;Harvey;LA;70058;504-340-4007;kathydixon0777@gmail.com;07:00am to 05:00pm;07:00am to 05:00pm;07:00am to 05:00pm;07:00am to 05:00pm;07:00am to 05:00pm;;;;Jefferson Parish;Information Coming Soon!;R (Family Home);50527;No;;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50547;;Laura Champ Zeigler;Exempt Center;505 Half South 3Rd Street;Monroe;LA;71202;318-737-7923;LAURAZEIGLER29@GMAIL.COM;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;06:00am to 06:00am;;;;Ouachita Parish;Information Coming Soon!;R (Family Home);50547;No;Yes;;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50556;;Linda Faye Mills;Exempt Center;104 Mill Road;Jonesville;LA;71343;318-339-9241;WCHCWOODSL@BELLSOUTH.NET;07:00am to 11:00pm;07:00am to 11:00pm;07:00am to 11:00pm;07:00am to 11:00pm;07:00am to 11:00pm;;;;Catahoula Parish;Information Coming Soon!;R (Family Home);50556;No;;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-50574;;Lydia H Smith;Exempt Center;2608 Milan Street;New Orleans;LA;70115;504-251-0425;LATASHAMARIE.DAYCARE@GMAIL.COM;06:30am to 05:30pm;06:30am to 05:30pm;06:30am to 05:30pm;06:30am to 05:30pm;06:30am to 05:30pm;;;;Orleans Parish;Information Coming Soon!;R (Family Home);50574;No;Yes;Yes;YES;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;6;;;;
EE-14762;;LaPetite Nursery and  Preschool Prep;Licensed Center;1608 Hesiod Street;Metairie;LA;70005;504-833-1327;lapetitenurseryabc@gmail.com;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Jefferson Parish;Ms. Maria Cloke;I;14762;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;64;;;;
EE-13614;;Horseshoe Drive Methodist Day School;Licensed Center;1600 Horseshoe Drive;Alexandria;LA;71301;318-442-1900;kdupuy.hdumd@gmail.com;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;7:00am to 6:00pm;;;;Rapides Parish;Mrs. Kelli M Dupuy;I;13614;YES;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;32;;;;
9025;C;Green Oaks Performing Arts Academy;Traditional public school;2550 Thomas E. Howard Drive;Shreveport;LA;71107;318-425-3411;;;;;;;http://www.gogreenoaks.com;;;Caddo Parish;Steven C Grant;;;;;;;;Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;603;;Advanced Placement Details, Foreign Language Details, Jump Start Pathways (career focused) Details;Band Details, Dance, Music, Art;Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Career Focus;Cross-Country, Football, Basketball, Softball, Outdoor Track and Field, Spirit
9013;B;Captain Shreve High School;Traditional public school;6115 East Kings Highway;Shreveport;LA;71105;318-865-7137;;;;;;;http://captainshreve.com;http://www.twitter.com/CSHSGators;http://Captain Shreve PTSA facebook;Caddo Parish;Ginger Gustavson;;;;;;;;Grade 9, Grade 10, Grade 11, Grade 12;1634;;Advanced Placement Details, Foreign Language Details, Gifted programs, Jump Start Pathways (career focused) Details;Band Details, Music, Theatre, Art;Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming, Other;Volleyball, Cross-Country, Swimming, Football, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis, Other Sports
9061;D;E.B. Williams Stoner Hill Elementary School;Traditional public school;2127 C. E. Galloway Boulevard;Shreveport;LA;71104;318-222-5317;;;;;;;http://ebwsh.caddoschools.org;;;Caddo Parish;Michelle L Franklin;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;227;;;Music, Art;Athletics, Clubs, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations;Basketball
EE-50580;;St. Peter Chanel School and Daycare;Licensed Center;2590 LA Highway 44;Paulina;LA;70763;225-869-8601;ppoche@stpchanel.org;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;7:00am to 5:30pm;;;;St. James Parish;Mrs. Paula Poche;I;50580;No;;Yes;;;Toddler (ages 1-2), PK (ages 3-4);;33;;;;
EE-15617;;Children's Place LTD;Licensed Center;6317 Argonne Blvd.;New Orleans;LA;70124;504-281-4182;CP@CHILDRENSPLACENOLA.COM;7:30am to 6:00pm;7:30am to 6:00pm;7:30am to 6:00pm;7:30am to 6:00pm;7:30am to 6:00pm;;;;Orleans Parish;Ms. Jill Bonner;II;15617;No;;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;72;;;;
A02003;F;Southside Alternative High School;Alternative school;4701 South Grand St.;Monroe;LA;71202;318-651-4841;;;;;;;;;;Office of Juvenile Justice;William Lee;;;;;;;;Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12;121;;Foreign Language Details, Jump Start Pathways (career focused) Details;;;
EE-15265;;Tabbi's House Early Learning Center;Licensed Center;611 Deer Cross Court East;Madisonville;LA;70447;985-892-9922;tabbishouse@att.net;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;St. Tammany Parish;Mrs. Tabitha F Perilloux;II;15265;No;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;41;;;;
EE-13776;;Principal's List Preschool;Licensed Center;7659 Johnston Street;Maurice;LA;70555;337-989-5055;GWCAHEE@BELLSOUTH.NET;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;6:30am to 6:00pm;;;;Vermilion Parish;Ms. Melinda N Young;I;13776;YES;Yes;Yes;;;Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4);;188;;;;
9040;D;Mooringsport Elementary School;Traditional public school;602 Latimer Street;Mooringsport;LA;71060;318-222-5214;;;;;;;http://mooringsport.wixsite.com;;;Caddo Parish;Debra S Kurkiewicz;;;;;;;;PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5;316;;;Music, Art;Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, Politics and Government, School Community Organizations, Games and Gaming;
9021;D;Eighty-First Street ECE Center;Traditional public school;8108 Fairfield Avenue;Shreveport;LA;71106;318-865-3596;;;;;;;http://81stece.com;;;Caddo Parish;Deborah Alexander;;;;;;;;PK (ages 3-4), Kindergarten;143;;;;Clubs, Visual Arts, Literature and the Humanities, Honor Society;
