"Id";"Letter Grade";"Name";"School Type";"Street";"City";"State";"Zip";"Phone";"Email";"Mon";"Tue";"Wed";"Thu";"Fri";"Website";"Twitter";"Facebook";"District Name";"Principal";"License Type";"License Number";"Transportation";"Before Care";"After Care";"CCAP";"Star Rating";"Grades Available";"Enrollment";"Capacity";"Academic Offerings";"Music Art";"Opportunities & Clubs";"Sports"
"EE-50398";;"Cecelia J Bias";"Exempt Center";"1304 W Hutchinson Ave";"Crowley";"LA";70526;"337-398-1333";"YOSHA100@GMAIL.COM";"06:00am to 06:00am";"06:00am to 06:00am";"06:00am to 06:00am";"06:00am to 06:00am";"06:00am to 06:00am";;;;"Acadia Parish";"Information Coming Soon!";"R (Family Home)";;"No";"Yes";;"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50455";;"Elaine Thompson";"Exempt Center";"416 Butler Drive";"Avondale";"LA";70094;"504-436-2412";"ANGELS0922@COX.NET";"07:00am to 06:00pm";"07:00am to 06:00pm";"07:00am to 06:00pm";"07:00am to 06:00pm";"07:00am to 06:00pm";;;;"Jefferson Parish";"Information Coming Soon!";"R (Family Home)";;"No";;"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50504";;"Jerlean Varice Fowler";"Exempt Center";"1406 Avon Ave";"Ruston";"LA";71270;"318-251-3309";"JERLEANF_2000@YAHOO.COM";"06:00am to 10:00pm";"06:00am to 10:00pm";"06:00am to 10:00pm";"06:00am to 10:00pm";"06:00am to 10:00pm";;;;"Lincoln Parish";"Information Coming Soon!";"R (Family Home)";;"No";"Yes";"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50527";;"Kathy Regina Dixon";"Exempt Center";"3736 Red Cedar Ln";"Harvey";"LA";70058;"504-340-4007";"kathydixon0777@gmail.com";"07:00am to 05:00pm";"07:00am to 05:00pm";"07:00am to 05:00pm";"07:00am to 05:00pm";"07:00am to 05:00pm";;;;"Jefferson Parish";"Information Coming Soon!";"R (Family Home)";;"No";;"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50556";;"Linda Faye Mills";"Exempt Center";"104 Mill Road";"Jonesville";"LA";71343;"318-339-9241";"WCHCWOODSL@BELLSOUTH.NET";"7:00am to 11:00pm";"3:00pm to 11:00pm";"3:00pm to 11:00pm";"3:00pm to 11:00pm";"3:00pm to 11:00pm";;;;"Catahoula Parish";"Information Coming Soon!";"R (Family Home)";;"No";;"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50574";;"Lydia H Smith";"Exempt Center";"2608 Milan Street";"New Orleans";"LA";70115;"504-251-0425";"LATASHAMARIE.DAYCARE@GMAIL.COM";"06:30am to 05:30pm";"06:30am to 05:30pm";"06:30am to 05:30pm";"06:30am to 05:30pm";"06:30am to 05:30pm";;;;"Orleans Parish";"Information Coming Soon!";"R (Family Home)";;"No";"Yes";"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50580";;"St. Peter Chanel School and Daycare";"Licensed Center";"2590 LA Highway 44";"Paulina";"LA";70763;"225-869-8601";"ppoche@stpchanel.org";"7:00am to 5:30pm";"7:00am to 5:30pm";"7:00am to 5:30pm";"7:00am to 5:30pm";"7:00am to 5:30pm";;;;"St. James Parish";"Mrs. Paula Poche";"I";;"No";;"Yes";;;"Toddler (ages 1-2), PK (ages 3-4)";;33;;;;
"EE-50646";;"Peggy E Jackson";"Exempt Center";"1323 Julia Street";"Baton Rouge";"LA";70802;"225-344-9523";"PEGGYJ473@GMAIL.COM";"06:00am to 05:00pm";"06:00am to 05:00pm";"06:00am to 05:00pm";"06:00am to 05:00pm";"06:00am to 05:00pm";;;;"East Baton Rouge Parish";"Information Coming Soon!";"R (Family Home)";;"No";"Yes";"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50712";;"Patricia Lattier Holmes";"Exempt Center";"809 York Street";"Shreveport";"LA";71106;"318-869-3315";"PLATTIER@BELLSOUTH.NET";"07:00am to 05:30pm";"07:00am to 05:30pm";"07:00am to 05:30pm";"07:00am to 05:30pm";"07:00am to 05:30pm";;;;"Caddo Parish";"Information Coming Soon!";"R (Family Home)";;"No";;"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50755";;"Tracey L Thompson";"Exempt Center";"3619 Paul St";"New Orleans";"LA";70131;"504-392-5430";"T.THOMPSON69@COX.NET";"06:00am to 12:00am";"06:00am to 12:00am";"06:00am to 12:00am";"06:00am to 12:00am";"06:00am to 12:00am";;;;"Orleans Parish";"Information Coming Soon!";"R (Family Home)";;"No";"Yes";;"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50776";;"Penny Stearns";"Exempt Center";"1418 Southport Boulevard";"New Iberia";"LA";70560;"337-579-7103";"pennystearns771@gmail.com";"05:00am to 05:00am";"05:00am to 05:00am";"05:00am to 05:00am";"05:00am to 05:00am";"05:00am to 05:00am";;;;"Iberia Parish";"Information Coming Soon!";"R (Family Home)";;"No";"Yes";;"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50894";;"LSU HSC HDC Early Learning Center";"Licensed Center";"411 South Prieur Street";"New Orleans";"LA";70112;"504-556-7593";"elc@lsuhsc.edu";"7:30am to 4:30pm";"7:30am to 4:30pm";"7:30am to 4:30pm";"7:30am to 4:30pm";"7:30am to 4:30pm";;;;"Orleans Parish";"Ms. Kisha Petty, Ms. Susie Jones";"II";;"No";;"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;48;;;;
"EE-15750";;"City On A Hill Learning Center";"Licensed Center";"612 Highway 531";"Minden";"LA";71055;"318-268-7850";"bowerst69@yahoo.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"Webster Parish";"Ms. Teresa W Bowers, Karen Harrison";"I";;"YES";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;126;;;;
"EE-14476";;"3 Steps, Inc.";"Licensed Center";"10935 Laird Lane";"Denham Springs";"LA";70726;"225-791-1185";"kell_2114@yahoo.com";"6:00 am to 6:00 pm";"6:00 am to 6:00 pm";"6:00 am to 6:00 pm";"6:00 am to 6:00 pm";"6:00 am to 6:00 pm";;;;"Livingston Parish";"Ms. Kelly Juban, Ms. Saton Walton";"II";;"YES";"Yes";"Yes";;;"Toddler (ages 1-2), PK (ages 3-4)";;90;;;;
9;;"Caddo Parish";;;;;;;;;;;;;;;;"Caddo Parish";;;;;;;;;;;;;;;
905001;;"QuesTECH Learning";"Scholarship";"2401 Oliver Road";"Monroe";"LA";71201;"318-322-6000";;;;;;;"http://questechlearning.org/";;"https://www.facebook.com/questechlearning";"QuesTECH Learning";"Donna Underwood";;;;;;;;"Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";73;;;;"Clubs, Adult Mentoring";
9061;"D";"E.B. Williams Stoner Hill Elementary School";"Traditional public school";"2127 C. E. Galloway Boulevard";"Shreveport";"LA";71104;"318-222-5317";;;;;;;"http://ebwsh.caddoschools.org";;;"Caddo Parish";"Michelle L Franklin";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";239;;;"Music, Art";"Athletics, Clubs, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations";"Basketball"
"EE-50908";;"Stepping Stones Daycare and Preschool";"Licensed Center";"1401 Westgate";"Lafayette";"LA";70506;"337-456-7575";"stepstonescott1@aol.com";"6:30am to 5:45pm";"6:30am to 5:45pm";"6:30am to 5:45pm";"6:30am to 5:45pm";"6:30am to 5:45pm";;;;"Lafayette Parish";"Mrs. Tiffany Guillory-Babino, Mrs. Linda Tauzin";"II";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;84;;;;
"EE-50102";;"Green Trees Early Childhood  Village";"Licensed Center";"1820 Soniat Street";"New Orleans";"LA";70115;"504-896-6440";"ellenmartinez@newmanschool.org";"7:30am to 5:30pm";"7:30am to 5:30pm";"7:30am to 5:30pm";"7:30am to 5:30pm";"7:30am to 5:30pm";;;;"Orleans Parish";"Jennifer Flinn, Mrs. Ellen Martinez";"II";;"No";;"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;154;;;;
956001;;"Montessori Educational Center";"Licensed Center";"4209 North Bolton Avenue";"Alexandria";"LA";71303;"N/A";;;;;;;"http:";;;"Rapides Parish";"N/A";;;;;"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";168;;;;;
"EE-15776";;"Les Enfants at Trinity";"Licensed Center";"1200 Josephine Street";"New Orleans";"LA";70130;"504-525-8661";"bjeter@trinitynola.com";"7:45 am to 5:30 pm";"7:45 am to 5:30 pm";"7:45 am to 5:30 pm";"7:45 am to 5:30 pm";"7:45 am to 5:30 pm";;;;"Orleans Parish";"Ms. Brenda L Jeter, Ms. Angelina Edrington";"I";;"No";;"Yes";;;"Toddler (ages 1-2), PK (ages 3-4)";;109;;;;
"EE-15302";;"Westbank Cathedral Preschool";"Licensed Center";"7301 Lapalco Blvd";"Marrero";"LA";70072;"504-304-8373";"info@westbankcathedralpreschool.com";"6:30 am to 5:30 pm";"6:30 am to 5:30 pm";"6:30 am to 5:30 pm";"6:30 am to 5:30 pm";"6:30 am to 5:30 pm";;;;"Jefferson Parish";"Ms. Stacey Schouest";"I";;"No";"Yes";"Yes";;;"Toddler (ages 1-2), PK (ages 3-4)";;108;;;;
9006;"B";"Blanchard Elementary School";"Traditional public school";"402 Birch Avenue";"Shreveport";"LA";71107;"318-929-2691";;;;;;;"http://www.blanchardelementary.org";;;"Caddo Parish";"Sharon Burgess";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3";390;;"Gifted programs";"Music, Art";"Clubs, Drama, Theater and Dance, Music, Visual Arts, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, National or Statewide Leadership Associations, School Community Organizations, Career Focus";
9064;"F";"Sunset Acres Elementary School";"Traditional public school";"6514 West Canal Boulevard";"Shreveport";"LA";71108;"318-631-7121";;;;;;;"http://www.sunsetacres.caddoschools.org";;;"Caddo Parish";"William Fields";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";270;;;"Art";"Clubs, Music, Peer Tutoring or Mentoring, School Community Organizations";
9070;"F";"Werner Park Elementary School";"Traditional public school";"2715 Corbitt Street";"Shreveport";"LA";71108;"318-635-9633";;;;;;;"http://wernerparkacademy.org";;;"Caddo Parish";"Shunda M Huff";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";280;;;"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other";"Football, Soccer, Basketball, Spirit"
"EE-50973";;"Fundamentals Early Learning Center";"Licensed Center";"27340 Walker Rd S";"Walker";"LA";70785;"225-791-0555";"thenobelfamily@att.net";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"Livingston Parish";"Mrs. Tonya Barnes";"II";;"YES";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;84;;;;
"EE-50216";;"Green Preschool @JCDS";"Licensed Center";"3747 W. Esplanade";"Metairie";"LA";70002;"504-887-4091";"aloss@jcdsnola.org";"7:30am to 6:00pm";"7:30am to 6:00pm";"7:30am to 6:00pm";"7:30am to 6:00pm";"7:30am to 5:00pm";;;;"Jefferson Parish";"Mrs. Avery T Loss";"I";;"No";;"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;52;;;;
992001;;"Union Christian Academy";"Traditional public school";"110 West Hill Street";"Farmerville";"LA";71241;"318-368-8890";;;;;;;"http://www.unionchristianacademy.org/";;;"Union Christian Academy";"Eric Carter";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";190;;;;"Athletics";"Football, Softball, Outdoor Track and Field, Other Sports"
"EE-176";;"Sarah's Daycare Center, Inc";"Licensed Center";"218 N. Domingue Avenue";"Lafayette";"LA";70506;"337-988-0137";"Sarahs.dcc.inc@gmail.com";"7:00am to 5:45pm";"7:00am to 5:45pm";"7:00am to 5:45pm";"7:00am to 5:45pm";"7:00am to 5:45pm";;;;"Lafayette Parish";"Mr. Joseph W Aycock";"I";;"YES";;"Yes";;;"Toddler (ages 1-2), PK (ages 3-4)";;99;;;;
"EE-15369";;"The Learning Curve Daycare";"Licensed Center";"28635 James Chapel Road North";"Holden";"LA";70744;"225-567-0000";"jbaker@thelearningcurvedaycare.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30pm to 6:00pm";"6:30pm to 6:00pm";"6:30am to 6:00pm";;;;"Livingston Parish";"Ms. Jessica H Baker, Ms. April H Morgan";"I";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;154;;;;
9025;"C";"Green Oaks Performing Arts Academy";"Traditional public school";"2550 Thomas E. Howard Drive";"Shreveport";"LA";71107;"318-425-3411";;;;;;;"http://www.gogreenoaks.com";;;"Caddo Parish";"Steven C Grant";;;;;;;;"Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";555;;"Jump Start Pathways (career focused) Details";"Band Details, Dance, Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Career Focus";"Cross-Country, Football, Basketball, Softball, Outdoor Track and Field, Spirit"
9068;"C";"Walnut Hill Elementary/Middle School";"Traditional public school";"9360 Woolworth Road";"Shreveport";"LA";71129;"318-687-6610";;;;;;;"http://www.walnuthillhornets.com";;;"Caddo Parish";"Lynette Hampton";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";1630;;"Gifted programs";"Band Details, Music, Art";"Athletics, Clubs, Music, Literature and the Humanities, Affinity Associations, Honor Society, School Community Organizations, Career Focus";"Football, Basketball, Softball, Outdoor Track and Field, Spirit"
9106;"D";"Magnolia School of Excellence";"Public charter school";"2290 Clyde Fant Parkway Service Road";"Shreveport";"LA";71105;"318-703-5585";;;;;;;"http://magnoliacharter.org";;;"Caddo Parish";"Kim Derrick";;;;;;;;"Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";1024;;"Advanced Placement Details, Gifted programs, Jump Start Pathways (career focused) Details";"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming, Other";"Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Gymnastics, Golf, Outdoor Track and Field, Baseball, Bowling, Tennis, Other Sports"
"EE-51038";;"Helen Lewis";"Exempt Center";"2904 Lakeshore Drive";"Shreveport";"LA";71109;"318-425-1010";"HM9LEWIS@ATT.NET";"12:00am to 11:00pm";"12:00am to 11:00pm";"12:00am to 11:00pm";"12:00am to 11:00pm";"12:00am to 11:00pm";;;;"Caddo Parish";"Information Coming Soon!";"R (Family Home)";;"No";;"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-50225";;"Audubon Primary Preschool";"Licensed Center";"7818 Earhart Blvd";"New Orleans";"LA";70125;"504-304-3077";"audubonprimary@gmail.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"Orleans Parish";"Ms. Jewel Stafford";"II";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;134;;;;
"A02003";"F";"Southside Alternative High School";"Alternative school";"4701 South Grand St.";"Monroe";"LA";71202;"318-651-4841";;;;;;;"http:";;;"Office of Juvenile Justice";"William Lee";;;;;;;;"Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";87;;"Jump Start Pathways (career focused) Details";;;
"EE-4222";;"Dutchtown Child Development Center";"Licensed Center";"13271 Hwy. 73";"Geismar";"LA";70734;"225-673-4270";"dcdcchildcare@yahoo.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"Ascension Parish";"Mr. Patrick W Lipoma";"I";;"No";"Yes";"Yes";;;"Infant (Under 1)";;117;;;;
"EE-15467";;"Play & Learn";"Licensed Center";"600 Old Spanish Trail";"Scott";"LA";70583;"337-233-2220";"lane@playandlearnllc.com";"7:00am to 5:30 pm";"7:00am to 5:30 pm";"7:00am to 5:30 pm";"7:00am to 5:30pm";"7:00 am to 5:30pm";;;;"Lafayette Parish";"Ms. Lane A Hebert, Ms. Desiree V Boudreaux";"I";;"YES";;"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;164;;;;
9040;"D";"Mooringsport Elementary School";"Traditional public school";"602 Latimer Street";"Mooringsport";"LA";71060;"318-222-5214";;;;;;;"http://mooringsport.wixsite.com";;;"Caddo Parish";"Debra S Kurkiewicz";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";319;;"Gifted programs";"Music, Art";"Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, Politics and Government, School Community Organizations, Games and Gaming";
907001;;"Brighter Horizon School of Baton Rouge";"Scholarship";"1896 Wooddale Boulevard";"Baton Rouge";"LA";70806;"225-927-2521";;;;;;;"http://www.brighterhorizonschool.org/";;;"Brighter Horizon School";"Naser Elayan";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";88;;;;;
958001;;"Montessori School of Baton Rouge";"Licensed Center";"8227 Wimbledon Avenue";"Baton Rouge";"LA";70810;"N/A";;;;;;;"http:";;;"East Baton Rouge Parish";"N/A";;;;;"Yes";;;"Toddler (ages 1-2), PK (ages 3-4)";51;;;;;
"EE-51389";;"Little Tykes Learning Center";"Licensed Center";"13344 Highway 44";"Gonzales";"LA";70737;"225-644-5437";"littletykes2019@gmail.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"Ascension Parish";"Ms. Shelby Gautreau, Ms. Tara L Wilde";"II";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;147;;;;
"EE-50280";;"Corban Early Childhood Center";"Licensed Center";"37291 Enterprise Avenue";"Prairieville";"LA";70769;"225-313-4341";"lesley.corban@cox.net";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";;;;"Ascension Parish";"Ms. Lesley Corban, Ms. Katrina Magee";"II";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;194;;;;
"EE-10931";;"Joan's Daycare & PreSchool";"Licensed Center";"1708 Carrollwood Dr";"LaPlace";"LA";70068;"985-652-2221";"joansdaycarela@gmail.com";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";;;;"St. John the Baptist Parish";"Mrs. Joan Ancker";"I";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;90;;;;
"EE-50012";;"Little Wonders Learning Center, LLC";"Licensed Center";"78495 Highway 437";"Covington";"LA";70435;"985-898-1060";"littlewonders2015@yahoo.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"St. Tammany Parish";"Ms. Cassandra S Wiltberger, Ms. Emelda Corales";"II";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;52;;;;
"EE-15803";;"Kinder Kollege Learning Center";"Licensed Center";"537 Evangeline Trail";"Breaux Bridge";"LA";70517;"337-332-5444";"kinderkollegellc@yahoo.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"St. Martin Parish";"Ms. Brandy K Potier";"I";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;100;;;;
9051;"D";"Queensborough Elementary School";"Traditional public school";"2701 Catherine Street";"Shreveport";"LA";71109;"318-631-8784";;;;;;;"http:";;;"Caddo Parish";"Marco French";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";247;;;"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, STEM, Peer Tutoring or Mentoring, Adult Mentoring, School Community Organizations, Other";"Basketball, Golf, Spirit, Other Sports"
9075;"D";"Turner Elementary Middle School";"Traditional public school";"5904 West 70th Street";"Shreveport";"LA";71129;"318-688-4380";;;;;;;"http://www.turnerlive.org";"http://twitter.com/turnerpride2017";;"Caddo Parish";"Darrell L Webb";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";1445;;"Gifted programs";"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming";"Football, Soccer, Basketball, Softball, Outdoor Track and Field, Spirit, Tennis, Other Sports"
"9BG001";;"Madison STEAM Academy";"Scholarship";"1012 Beech Street";"Tallulah";"LA";71282;"318-493-5068";;;;;;;"http:";;;"Step by Step Performing Arts Academy";"Janet Kline-Clark";;;;;;;;"Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";68;;;;"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus";"Football, Basketball, Golf, Spirit, Bowling"
"EE-51398";;"Kehoe-France Northshore Children Center";"Licensed Center";"25 Patricia Drive";"Covington";"LA";70433;"985-892-4415";"lmichener@kf-ns.com";"7:00 am to 5:30 pm";"7:00 am to 5:30 pm";"7:00 am to 5:30 pm";"7:00 am to 5:30 pm";"7:00 am to 5:30 pm";;;;"St. Tammany Parish";"Mr. Kyle M France, Mr. Robert B Humphreys";"II";;"No";;"Yes";;;"Infant (Under 1), Toddler (ages 1-2)";;144;;;;
"EE-50336";;"Alison G Jones Lee";"Exempt Center";"22571 Oneil Road";"Plaquemine";"LA";70764;"225-687-1748";"NANNYGALE@COX.NET";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";"6:00am to 6:00pm";;;;"Iberville Parish";"Information Coming Soon!";"R (Family Home)";;"No";"Yes";"Yes";"YES";;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;6;;;;
"EE-11703";;"Ascension Christian Early Learning Center";"Licensed Center";"10473 Airline Hwy";"Gonzales";"LA";70737;"225-644-3110";"nreed@aclions.org";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"Ascension Parish";"Ms. Nicole D Reed";"I";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;235;;;;
"EE-50101";;"Benton Preschool and Childcare";"Licensed Center";"183 Burt Boulevard";"Benton";"LA";71006;"318-965-0900";"bentonpreschool@yahoo.com; crow4976@aol.com";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";"6:30am to 6:00pm";;;;"Bossier Parish";"Ms. Kaylie Glovier";"II";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;132;;;;
"EE-16193";;"First Baptist Church dba Covenant Christian Preschool";"Licensed Center";"4863 West Park Ave";"Houma";"LA";70364;"985-876-2447";"melissa@fbchouma.com";"7:30am to 5:30pm";"7:30am to 5:30pm";"7:30am to 5:30pm";"7:30am to 5:30pm";"7:30am to 5:30pm";;;;"Terrebonne Parish";"Mrs. Melissa B Valure";"I";;"No";;"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;97;;;;
9062;"D";"Summer Grove Elementary School";"Traditional public school";"2955 Bert Kouns Industrial Loop";"Shreveport";"LA";71118;"318-686-1754";;;;;;;"http://www.summergroveelementary.com";;;"Caddo Parish";"Pamela S Bloomer";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";606;;;"Music, Art";"Clubs, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, School Community Organizations, Speech and Debate, Games and Gaming";
9079;"D";"Keithville Elementary/Middle School";"Traditional public school";"12201 Mansfield Road";"Keithville";"LA";71047;"318-925-1005";;;;;;;"http://kemseagles.com";;;"Caddo Parish";"Billy G Williams";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";989;;"Gifted programs";"Music, Art";"Athletics, Clubs, Music, Literature and the Humanities, STEM, Affinity Associations, Honor Society, School Community Organizations, Career Focus";"Football, Basketball, Softball, Outdoor Track and Field, Spirit"
"EE-10497";;"CHASE Ministries";"Licensed Center";"9856 Royal Street";"St Francisville";"LA";70775;"225-784-0024";"chase_ministries@bellsouth.net";"6:30am to 6:15pm";"6:30am to 6:15pm";"6:30am to 6:15pm";"6:30am to 6:15pm";"6:30am to 6:15pm";;;;"West Feliciana Parish";"Ms. Ann F Andries";"I";;"No";"Yes";"Yes";;;"Infant (Under 1), Toddler (ages 1-2), PK (ages 3-4)";;47;;;;
