"Faciliy Num";"Visit Date";"Visit_Description"
6214;"08/04/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Education, training and experience, including a copy of the General Education Diploma (GED) or high school diploma (If these documents are no longer available, proof of reasonable effort to obtain the documentation is acceptable) Clarification: Training hours will be counted on a calendar year basis or by the facility’s operating schedule if they do not operate year- round;"
6214;"08/04/2023";"All new staff, including volunteers who are counted in the ratios, shall receive the following orientation within three (3) months of employment (and every three (3) years thereafter) and shall not be left alone with children until this is completed.Introduction (eight (8) clock hours) a. Proper supervision of children; b. Behavioral guidance practices; c. Safe sleep practices for infants; d. Shaken baby syndrome; which includes prevention (Carter’s Law, Act 1208); e. Appropriately responding to a crying or fussy infant or child; f. Emergency procedures in the event of severe weather, or fire, including evacuation procedures and routes, and location and use of fire extinguishers; g. Mandated reporter training; h. Administering medication; i. Caring for children with special needs or care plans; j. Transportation and car seat safety; k. Policies regarding release of children to authorized individuals; l. Prevention and control of infectious diseases; m. Building and physical premises safety, including the identification of, and protection from, hazards, bodies of water, and vehicular traffic; n. Nutrition and physical activities; o. Prevention and response to food sensitivities and allergic reactions; p. Basic child development; and q. The handling and storage of hazardous materials and the appropriate disposal of bio contaminants. See Division website for a list of courses, that the Division maintains contracts for, which meet the above requirements."
6214;"04/11/2023";"No Violations Cited"
6214;"03/07/2023";"Equipment shall not have protrusion hazards. (A protrusion is a projection which, when tested, is found to be a hazard having the potential to cause bodily injury to a user who impacts it.)"
6214;"03/07/2023";"All detergents and cleaning supplies shall be kept out of the reach of children. (This does not include hand soap in children’s or staff bathrooms.)"
6214;"03/07/2023";"Use zone protective surfacing depths shall be as follows: Minimum compressed loose-fill protective surfacing depths9 inches- Pea Gravel - Protects to Fall Height of 5 feet"
6214;"03/07/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Verification of First Aid or Cardiopulmonary Resuscitation (CPR) for applicable staff (copy must be on site); and"
6214;"03/07/2023";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Documented training or continuing education; i.e., orientation, in-service training, and workshop documentation, which shall include title of workshop, presenter, hours of training and date;"
6214;"03/07/2023";"The child care facility shall maintain a record for each child in care which shall be on site. Records for children no longer enrolled may be maintained off site. Children’s records shall contain the following information:An authorized record of up-to-date immunizations or documentation of a religious, medical, or philosophical exemption from the Arkansas Department of Health (ADH) (Updated immunization schedules will be provided as changes are received from the ADH);"
6214;"11/29/2022";"Staff records may be maintained off site, unless otherwise noted, and shall contain the following:Education, training and experience, including a copy of the General Education Diploma (GED) or high school diploma (If these documents are no longer available, proof of reasonable effort to obtain the documentation is acceptable) Clarification: Training hours will be counted on a calendar year basis or by the facility’s operating schedule if they do not operate year- round;"
22882;"08/22/2023";"No Violations Cited"
22882;"03/30/2023";"No Violations Cited"
22882;"03/29/2023";"No Violations Cited"
22882;"11/28/2022";"No Violations Cited"
10335;"06/21/2023";"No Violations Cited"
10335;"02/24/2023";"No Violations Cited"
10335;"11/10/2022";"No Violations Cited"
10335;"11/08/2022";"Pillows (including nursing or “boppy” pillows), bumpers and bumper pads, and stuffed animals shall not be placed in cribs."
10335;"11/08/2022";"Bibs, necklaces, and garments with ties or hoods shall be removed from infants prior to rest and naptime to reduce the risk of entanglement and strangulation while the child is sleeping."
28859;"08/22/2023";"No Violations Cited"
28859;"04/17/2023";"No Violations Cited"
28859;"03/08/2023";"No Violations Cited"
28859;"11/09/2022";"No Violations Cited"
47950;"08/16/2023";"No Violations Cited"
47950;"05/30/2023";"No Violations Cited"
47950;"05/23/2023";"No Violations Cited"
47834;"10/03/2023";"No Violations Cited"
47834;"08/21/2023";"No Violations Cited"
47834;"06/27/2023";"No Violations Cited"
47834;"05/04/2023";"No Violations Cited"
35890;"08/28/2023";"No Violations Cited"
35890;"06/28/2023";"No Violations Cited"
35890;"05/30/2023";"No Violations Cited"
35890;"05/17/2023";"No Violations Cited"
35890;"04/24/2023";"No Violations Cited"
35890;"03/17/2023";"No Violations Cited"
35890;"01/20/2023";"No Violations Cited"
35890;"10/13/2022";"No Violations Cited"
15486;"08/29/2023";"No Violations Cited"
15486;"05/18/2023";"No Violations Cited"
15486;"04/11/2023";"No Violations Cited"
15486;"11/30/2022";"No Violations Cited"
30779;"06/27/2023";"No Violations Cited"
30779;"03/17/2023";"No Violations Cited"
30779;"02/24/2023";"No Violations Cited"
30779;"11/10/2022";"No Violations Cited"
28775;"06/28/2023";"No Violations Cited"
28775;"04/13/2023";"No Violations Cited"
28775;"11/10/2022";"No Violations Cited"
31106;"05/18/2023";"No Violations Cited"
31106;"02/06/2023";"No Violations Cited"
31106;"01/10/2023";"No Violations Cited"
26097;"09/07/2023";"No Violations Cited"
26097;"09/07/2023";"No Violations Cited"
26097;"05/23/2023";"No Violations Cited"
26097;"05/23/2023";"No Violations Cited"
26097;"02/17/2023";"No Violations Cited"
26097;"12/12/2022";"No Violations Cited"
26097;"12/01/2022";"No Violations Cited"
26097;"11/29/2022";"No Violations Cited"
48609;"10/10/2023";"No Violations Cited"
48609;"08/28/2023";"No Violations Cited"
48609;"07/21/2023";"No Violations Cited"
48609;"07/14/2023";"No Violations Cited"
29324;"05/30/2023";"No Violations Cited"
29324;"03/22/2023";"No Violations Cited"
29324;"11/14/2022";"No Violations Cited"
28858;"08/31/2023";"No Violations Cited"
28858;"05/18/2023";"No Violations Cited"
28858;"01/05/2023";"No Violations Cited"
28516;"07/17/2023";"No Violations Cited"
28516;"05/18/2023";"No Violations Cited"
28516;"02/07/2023";"Subparts 1 and 2(A) An EIDT must comply with all requirements of the applicable Minimum Licensing Standards for Child Care Centers. (B) A violation of the applicable Minimum Licensing Standards for Child Care Centers constitutes a violation of these standards."
28516;"02/07/2023";"The following activities or threats of such activities are unacceptable as behavior guidance measures and shall not be used for children. These include, but are not limited to the following:Inflicting physical pain, hitting, pinching, pulling hair, slapping, kicking, twisting arms, biting or biting back, spatting, swatting, etc.;"
28516;"01/11/2023";"No Violations Cited"
46385;"01/03/2023";"No Violations Cited"
46385;"01/03/2023";"No Violations Cited"
35678;"10/10/2023";"No Violations Cited"
35678;"06/28/2023";"No Violations Cited"
35678;"04/10/2023";"No Violations Cited"
35678;"10/13/2022";"No Violations Cited"
36435;"08/22/2023";"No Violations Cited"
36435;"04/13/2023";"No Violations Cited"
36435;"01/26/2023";"No Violations Cited"
36435;"01/11/2023";"No Violations Cited"
36435;"01/05/2023";"No Violations Cited"
36435;"11/09/2022";"No Violations Cited"
36435;"10/13/2022";"No Violations Cited"
8006;"08/21/2023";"No Violations Cited"
8006;"04/24/2023";"No Violations Cited"
8006;"04/10/2023";"No Violations Cited"
8006;"12/09/2022";"No Violations Cited"
6994;"04/12/2023";"No Violations Cited"
6994;"12/09/2022";"No Violations Cited"
1922;"08/17/2023";"No Violations Cited"
1922;"03/22/2023";"No Violations Cited"
1922;"11/09/2022";"No Violations Cited"
26478;"08/31/2023";"No Violations Cited"
26478;"05/09/2023";"No Violations Cited"
26478;"04/11/2023";"No Violations Cited"
26478;"10/24/2022";"No Violations Cited"
26477;"08/31/2023";"No Violations Cited"
26477;"05/09/2023";"No Violations Cited"
48187;"10/10/2023";"No Violations Cited"
48187;"08/16/2023";"No Violations Cited"
48187;"08/01/2023";"No Violations Cited"
48187;"06/09/2023";"No Violations Cited"
48183;"08/09/2023";"No Violations Cited"
47683;"06/27/2023";"No Violations Cited"
47683;"05/17/2023";"No Violations Cited"
47683;"05/01/2023";"No Violations Cited"
30491;"09/18/2023";"No Violations Cited"
30491;"02/16/2023";"No Violations Cited"
29295;"03/07/2023";"No Violations Cited"
29295;"02/15/2023";"No Violations Cited"
29295;"12/07/2022";"No Violations Cited"
29294;"04/19/2023";"No Violations Cited"
29294;"03/07/2023";"No Violations Cited"
29294;"02/22/2023";"Medicine shall be kept out of the reach of the children when dispensing and shall be stored in a locked area at all other times."
29294;"02/15/2023";"No Violations Cited"
29294;"12/07/2022";"No Violations Cited"
6018;"05/01/2023";"No Violations Cited"
27133;"09/07/2023";"No Violations Cited"
27133;"01/31/2023";"No Violations Cited"
27133;"10/19/2022";"No Violations Cited"
38238;"06/29/2023";"No Violations Cited"
38238;"05/01/2023";"No Violations Cited"
38238;"03/15/2023";"No Violations Cited"
38238;"02/16/2023";"No Violations Cited"
38238;"12/07/2022";"No Violations Cited"
38238;"11/21/2022";"No Violations Cited"
38238;"10/19/2022";"No Violations Cited"
29905;"06/29/2023";"No Violations Cited"
29905;"03/15/2023";"No Violations Cited"
29905;"02/16/2023";"No Violations Cited"
29905;"01/30/2023";"No Violations Cited"
29905;"12/07/2022";"No Violations Cited"
29905;"11/21/2022";"No Violations Cited"
29905;"10/19/2022";"No Violations Cited"
46308;"09/21/2023";"No Violations Cited"
46308;"08/22/2023";"No Violations Cited"
46308;"07/12/2023";"No Violations Cited"
45658;"08/30/2023";"No Violations Cited"
45658;"08/08/2023";"No Violations Cited"
45658;"06/29/2023";"No Violations Cited"
45658;"06/02/2023";"No Violations Cited"
45658;"05/18/2023";"No Violations Cited"
45658;"04/26/2023";"No Violations Cited"
45658;"03/15/2023";"No Violations Cited"
45658;"02/07/2023";"No Violations Cited"
24103;"09/18/2023";"All new Directors and Assistant Directors or Site Supervisors shall attend New Directors Orientation, Program Administration Scale (PAS), and Environment Rating Scale (ERS) training (or other approved tools that are considered equivalent) in the states Quality Rating and Improvement System (QRIS) within six (6) months of employment. This is an orientation class sponsored by the Division. Proof of attendance shall be maintained in the Director’s file."
24103;"09/18/2023";"All new staff, including volunteers who are counted in the ratios, shall receive the following orientation within three (3) months of employment (and every three (3) years thereafter) and shall not be left alone with children until this is completed.Introduction (eight (8) clock hours) a. Proper supervision of children; b. Behavioral guidance practices; c. Safe sleep practices for infants; d. Shaken baby syndrome; which includes prevention (Carter’s Law, Act 1208); e. Appropriately responding to a crying or fussy infant or child; f. Emergency procedures in the event of severe weather, or fire, including evacuation procedures and routes, and location and use of fire extinguishers; g. Mandated reporter training; h. Administering medication; i. Caring for children with special needs or care plans; j. Transportation and car seat safety; k. Policies regarding release of children to authorized individuals; l. Prevention and control of infectious diseases; m. Building and physical premises safety, including the identification of, and protection from, hazards, bodies of water, and vehicular traffic; n. Nutrition and physical activities; o. Prevention and response to food sensitivities and allergic reactions; p. Basic child development; and q. The handling and storage of hazardous materials and the appropriate disposal of bio contaminants. See Division website for a list of courses, that the Division maintains contracts for, which meet the above requirements."
24103;"09/07/2023";"No Violations Cited"
24103;"02/07/2023";"No Violations Cited"
48456;"09/21/2023";"No Violations Cited"
48456;"07/14/2023";"No Violations Cited"
31215;"03/15/2023";"No Violations Cited"
31215;"02/28/2023";"No Violations Cited"
11129;"10/06/2023";"No Violations Cited"
11129;"02/28/2023";"No Violations Cited"
11129;"02/13/2023";"No Violations Cited"
11129;"12/07/2022";"No Violations Cited"
26519;"09/26/2023";"No Violations Cited"
26519;"05/05/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 2 ½ - 3 years Number of Staff: 1 Number of Children: 12"
26519;"05/05/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 4 years Number of Staff: 1 Number of Children: 15"
26519;"03/02/2023";"No Violations Cited"
26519;"02/16/2023";"No Violations Cited"
26519;"12/07/2022";"No Violations Cited"
24955;"03/02/2023";"No Violations Cited"
24955;"02/13/2023";"No Violations Cited"
24955;"12/07/2022";"No Violations Cited"
21773;"10/09/2023";"No Violations Cited"
21773;"10/05/2023";"No Violations Cited"
21773;"03/28/2023";"No Violations Cited"
21773;"02/28/2023";"No Violations Cited"
21773;"11/03/2022";"No Violations Cited"
29743;"10/06/2023";"No Violations Cited"
29743;"03/02/2023";"No Violations Cited"
29743;"02/13/2023";"No Violations Cited"
23862;"07/05/2023";"No Violations Cited"
23862;"05/04/2023";"No Violations Cited"
23862;"01/26/2023";"No Violations Cited"
24951;"03/15/2023";"No Violations Cited"
24951;"03/02/2023";"No Violations Cited"
48585;"09/28/2023";"No Violations Cited"
48585;"08/18/2023";"No Violations Cited"
48585;"07/28/2023";"No Violations Cited"
36601;"08/16/2023";"No Violations Cited"
36601;"04/20/2023";"No Violations Cited"
30649;"09/22/2023";"No Violations Cited"
30649;"09/06/2023";"No Violations Cited"
30649;"06/05/2023";"No Violations Cited"
30649;"02/28/2023";"No Violations Cited"
30649;"12/06/2022";"No Violations Cited"
27870;"09/01/2023";"All new staff, including volunteers who are counted in the ratios, shall receive the following orientation within three (3) months of employment (and every three (3) years thereafter) and shall not be left alone with children until this is completed.Introduction (eight (8) clock hours) a. Proper supervision of children; b. Behavioral guidance practices; c. Safe sleep practices for infants; d. Shaken baby syndrome; which includes prevention (Carter’s Law, Act 1208); e. Appropriately responding to a crying or fussy infant or child; f. Emergency procedures in the event of severe weather, or fire, including evacuation procedures and routes, and location and use of fire extinguishers; g. Mandated reporter training; h. Administering medication; i. Caring for children with special needs or care plans; j. Transportation and car seat safety; k. Policies regarding release of children to authorized individuals; l. Prevention and control of infectious diseases; m. Building and physical premises safety, including the identification of, and protection from, hazards, bodies of water, and vehicular traffic; n. Nutrition and physical activities; o. Prevention and response to food sensitivities and allergic reactions; p. Basic child development; and q. The handling and storage of hazardous materials and the appropriate disposal of bio contaminants. See Division website for a list of courses, that the Division maintains contracts for, which meet the above requirements."
27870;"06/29/2023";"No Violations Cited"
27870;"06/29/2023";"No Violations Cited"
27870;"02/28/2023";"No Violations Cited"
27870;"11/03/2022";"Bibs, necklaces, and garments with ties or hoods shall be removed from infants prior to rest and naptime to reduce the risk of entanglement and strangulation while the child is sleeping."
27870;"11/03/2022";"All space used by a center shall be kept clean and free of hazardous or potentially hazardous objects. (These objects include, but are not limited to, poisonous substances, firearms, explosives, broken toys or equipment, or other objects that could be harmful or dangerous, if they are determined to be accessible to children.)"
38007;"09/06/2023";"No Violations Cited"
38007;"06/05/2023";"No Violations Cited"
38007;"02/28/2023";"No Violations Cited"
38007;"12/06/2022";"No Violations Cited"
11154;"09/07/2023";"No Violations Cited"
11154;"08/16/2023";"No Violations Cited"
11154;"04/20/2023";"No Violations Cited"
11154;"12/07/2022";"No Violations Cited"
24443;"10/10/2023";"No Violations Cited"
24443;"02/23/2023";"No Violations Cited"
31167;"09/15/2023";"No Violations Cited"
31167;"01/13/2023";"No Violations Cited"
35255;"03/09/2023";"All detergents and cleaning supplies shall be kept out of the reach of children. (This does not include hand soap in children’s or staff bathrooms.)"
35255;"11/28/2022";"No Violations Cited"
10407;"01/13/2023";"No Violations Cited"
23557;"10/10/2023";"No Violations Cited"
23557;"01/20/2023";"No Violations Cited"
11863;"08/07/2023";"No Violations Cited"
11863;"02/23/2023";"No Violations Cited"
30336;"09/15/2023";"No Violations Cited"
30336;"07/11/2023";"No Violations Cited"
30336;"06/20/2023";"No Violations Cited"
30336;"06/02/2023";"No Violations Cited"
30336;"05/17/2023";"No Violations Cited"
30336;"04/21/2023";"No Violations Cited"
30336;"03/14/2023";"No Violations Cited"
30508;"05/16/2023";"No Violations Cited"
30508;"01/23/2023";"No Violations Cited"
30508;"01/10/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.All volunteers, therapists, and student observers, who Prior to providing services or participating in have routine contact with children center activities and every two (2) years thereafter"
30508;"01/10/2023";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: 18 months – 36 months Number of Staff: 1 Number of Children: 8"
30508;"11/28/2022";"The following staff child ratios shall be maintained: Ages of Children Number of Staff Number of ChildrenAges of Children: Birth – 18 months Number of Staff: 1 Number of Children: 5"
30508;"11/28/2022";"All detergents and cleaning supplies shall be kept out of the reach of children. (This does not include hand soap in children’s or staff bathrooms.)"
35808;"02/09/2023";"No Violations Cited"
35808;"11/22/2022";"Subparts 1 and 2(A) An EIDT must comply with all requirements of the applicable Minimum Licensing Standards for Child Care Centers. (B) A violation of the applicable Minimum Licensing Standards for Child Care Centers constitutes a violation of these standards."
35808;"11/22/2022";"The following activities or threats of such activities are unacceptable as behavior guidance measures and shall not be used for children. These include, but are not limited to the following:Placing child in dark area;"
35808;"11/22/2022";"The following activities or threats of such activities are unacceptable as behavior guidance measures and shall not be used for children. These include, but are not limited to the following:Inflicting physical pain, hitting, pinching, pulling hair, slapping, kicking, twisting arms, biting or biting back, spatting, swatting, etc.;"
28505;"09/15/2023";"No Violations Cited"
28505;"05/25/2023";"No Violations Cited"
28505;"03/09/2023";"No Violations Cited"
27715;"08/07/2023";"No Violations Cited"
27715;"08/07/2023";"No Violations Cited"
27715;"03/09/2023";"No Violations Cited"
15000;"06/09/2023";"No Violations Cited"
15000;"02/23/2023";"No Violations Cited"
45282;"02/10/2023";"No Violations Cited"
45282;"01/19/2023";"No Violations Cited"
45282;"01/19/2023";"No Violations Cited"
16238;"09/12/2023";"No Violations Cited"
16238;"08/23/2023";"No Violations Cited"
16238;"04/14/2023";"No Violations Cited"
16238;"03/06/2023";"No Violations Cited"
45362;"09/28/2023";"No Violations Cited"
45362;"07/20/2023";"No Violations Cited"
45362;"05/12/2023";"No Violations Cited"
45362;"04/03/2023";"No Violations Cited"
45362;"01/24/2023";"No Violations Cited"
45362;"12/12/2022";"No Violations Cited"
45362;"11/28/2022";"No Violations Cited"
45362;"10/28/2022";"No Violations Cited"
8604;"08/23/2023";"No Violations Cited"
8604;"03/06/2023";"No Violations Cited"
8604;"02/06/2023";"No Violations Cited"
29352;"09/28/2023";"No Violations Cited"
29352;"07/20/2023";"No Violations Cited"
29352;"02/15/2023";"No Violations Cited"
29352;"01/24/2023";"No Violations Cited"
45472;"09/22/2023";"No Violations Cited"
45472;"07/20/2023";"No Violations Cited"
45472;"05/31/2023";"No Violations Cited"
45472;"03/08/2023";"No Violations Cited"
45472;"01/23/2023";"No Violations Cited"
45472;"12/21/2022";"No Violations Cited"
45472;"12/09/2022";"No Violations Cited"
31111;"05/24/2023";"No Violations Cited"
31111;"02/22/2023";"No Violations Cited"
8531;"09/12/2023";"No Violations Cited"
8531;"09/12/2023";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
8531;"06/28/2023";"No Violations Cited"
8531;"05/23/2023";"No Violations Cited"
8531;"05/17/2023";"The use of cell phones by staff while supervising children shall be prohibited except in emergency situations."
8531;"04/19/2023";"No Violations Cited"
8531;"03/29/2023";"No Violations Cited"
8531;"03/16/2023";"No Violations Cited"
8531;"03/16/2023";"No Violations Cited"
8531;"02/22/2023";"No Violations Cited"
30366;"09/22/2023";"No Violations Cited"
30366;"08/03/2023";"No Violations Cited"
30366;"03/14/2023";"No Violations Cited"
30366;"03/14/2023";"No Violations Cited"
30366;"12/16/2022";"At no time shall children be left unsupervised or unattended. The child care center shall provide additional staff for any temporary absence of primary child caring staff for activities such as breaks, meal preparation, transportation, etc."
14232;"09/22/2023";"No Violations Cited"
14232;"08/03/2023";"No Violations Cited"
14232;"04/03/2023";"The following persons shall be required to have their background reviewed through an Arkansas Child Maltreatment Central Registry Check. Prospective owners, household members who are ten (10) years of age or older, and employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a child maltreatment background check in any states where they resided during the past five (5) years.Each applicant to own or operate a licensed home - at application and every two (2) years thereafter"
14232;"04/03/2023";"The following persons shall apply to the Identification Bureau of the Arkansas State Police for a nationwide criminal records check, to be conducted by the Federal Bureau of Investigation (FBI), which shall include a fingerprint check: (The individual is responsible for the cost of the nationwide check.) Fingerprints submitted will be used to check the criminal history records of the FBI. Individuals with results showing a prohibited offense shall be advised to contact the Licensing Unit for procedures to obtain the results and for procedures to update or make corrections to the record of their individual history.Each applicant to own or operate a Licensed Home At initial application and every five (5) years thereafter"
29806;"08/22/2023";"No Violations Cited"
29806;"03/08/2023";"No Violations Cited"
29806;"11/30/2022";"No Violations Cited"
30560;"09/21/2023";"No Violations Cited"
30560;"08/28/2023";"No Violations Cited"
30560;"04/03/2023";"Infants no longer held for feeding shall either sit in low chairs at low tables or in infant seats with trays, or in high chairs with wide bases. Safety straps shall be used if directed by the manufacturer."
30560;"10/26/2022";"No Violations Cited"
8464;"08/14/2023";"No Violations Cited"
8464;"05/11/2023";"No Violations Cited"
28806;"09/01/2023";"No Violations Cited"
28806;"05/10/2023";"No Violations Cited"
21947;"03/15/2023";"No Violations Cited"
26731;"08/23/2023";"No Violations Cited"
26731;"06/16/2023";"No Violations Cited"
26731;"04/19/2023";"No Violations Cited"
26731;"02/06/2023";"No Violations Cited"
26731;"12/05/2022";"No Violations Cited"
47086;"09/22/2023";"No Violations Cited"
47086;"08/14/2023";"No Violations Cited"
47086;"08/03/2023";"No Violations Cited"
29369;"03/08/2023";"No Violations Cited"
29369;"11/30/2022";"No Violations Cited"
5768;"04/03/2023";"No Violations Cited"
5768;"11/30/2022";"No Violations Cited"
27179;"08/23/2023";"No Violations Cited"
27179;"02/24/2023";"No Violations Cited"
7874;"03/08/2023";"Food and drinks which are not available to the children shall not be consumed by staff in the children's presence."
7874;"02/06/2023";"No Violations Cited"
7874;"11/22/2022";"No Violations Cited"
31136;"09/20/2023";"No Violations Cited"
31136;"03/08/2023";"No Violations Cited"
31136;"01/11/2023";"No Violations Cited"
31136;"12/02/2022";"No Violations Cited"
31136;"11/29/2022";"There shall be no sharp points, corners, edges, or splinters."
31136;"11/29/2022";"Use zone protective surfacing depths shall be as follows: Minimum compressed loose-fill protective surfacing depths9 inches- Pea Gravel - Protects to Fall Height of 5 feet"
30182;"10/02/2023";"No Violations Cited"
30182;"09/08/2023";"No Violations Cited"
30182;"08/23/2023";"No Violations Cited"
30182;"08/16/2023";"No Violations Cited"
30182;"01/09/2023";"No Violations Cited"
30182;"12/08/2022";"No Violations Cited"
30182;"11/22/2022";"No Violations Cited"
28607;"09/26/2023";"No Violations Cited"
28607;"01/12/2023";"No Violations Cited"
28607;"12/09/2022";"No Violations Cited"
28607;"11/22/2022";"No Violations Cited"
2102;"08/09/2023";"No Violations Cited"
2102;"04/04/2023";"No Violations Cited"
2102;"04/04/2023";"No Violations Cited"
2102;"12/09/2022";"No Violations Cited"
31213;"05/09/2023";"No Violations Cited"
31213;"11/30/2022";"No Violations Cited"
29807;"09/19/2023";"The following activities or threats of such activities are unacceptable as behavior guidance measures and shall not be used for children. These include, but are not limited to the following:Shaming, humiliating, frightening, labeling, physically, or mentally harming children; and"
29807;"09/19/2023";"The caregiver shall assist children in toilet routine and hygiene practices."
29807;"09/19/2023";"The following methods shall not be used in toilet learning:Leaving a child unsupervised on toilet."
29807;"09/19/2023";"The following methods shall not be used in toilet learning:Placing child on toilet or potty chair for prolonged time periods;"
29807;"02/24/2023";"No Violations Cited"
29807;"12/07/2022";"No Violations Cited"
28964;"05/26/2023";"No Violations Cited"
28964;"01/26/2023";"No Violations Cited"
28964;"01/17/2023";"No Violations Cited"
28964;"10/25/2022";"No Violations Cited"
27298;"02/22/2023";"No Violations Cited"
27298;"12/07/2022";"No Violations Cited"
23653;"09/29/2023";"Any child who is injured shall have immediate attention. Parents shall be notified of all injuries. Injuries that require the attention of medical personnel shall be reported to the parent immediately and to the Licensing Unit within one (1) business day."
23653;"02/24/2023";"No Violations Cited"
23653;"12/07/2022";"No Violations Cited"
46271;"09/12/2023";"No Violations Cited"
46271;"08/23/2023";"No Violations Cited"
46271;"08/23/2023";"No Violations Cited"
46271;"07/24/2023";"No Violations Cited"
46271;"06/12/2023";"No Violations Cited"
46271;"06/05/2023";"No Violations Cited"
46271;"05/12/2023";"No Violations Cited"
46271;"04/18/2023";"No Violations Cited"
46271;"03/24/2023";"No Violations Cited"
46271;"02/13/2023";"No Violations Cited"
10668;"06/16/2023";"No Violations Cited"
10668;"06/16/2023";"No Violations Cited"
10668;"06/05/2023";"No Violations Cited"
10668;"01/19/2023";"No Violations Cited"
10668;"11/22/2022";"No Violations Cited"
24554;"05/12/2023";"No Violations Cited"
24554;"11/17/2022";"No Violations Cited"
30966;"04/12/2023";"No Violations Cited"
30966;"02/10/2023";"No Violations Cited"
36639;"09/11/2023";"No Violations Cited"
36639;"02/10/2023";"No Violations Cited"
36639;"01/25/2023";"No Violations Cited"
36639;"10/17/2022";"No Violations Cited"
13346;"08/21/2023";"No Violations Cited"
13346;"04/27/2023";"No Violations Cited"
13346;"12/19/2022";"No Violations Cited"
48129;"10/04/2023";"No Violations Cited"
48129;"08/17/2023";"No Violations Cited"
48129;"07/24/2023";"No Violations Cited"
48129;"06/30/2023";"No Violations Cited"
16271;"04/10/2023";"Arkansas State Police Criminal Background Check The following persons shall be required to have their background reviewed through a fingerprint criminal records check including the Arkansas Sexual Offender Registry, conducted by the Arkansas State Police. A prospective staff member may not begin work until the Arkansas State Police criminal record check result has been returned as satisfactory. Following receipt of the satisfactory result, this individual must be supervised at all times, pending completion of all of the required background check components, by a staff member who has successfully completed all required background checks. Prospective employees who have not lived in the State of Arkansas during the preceding five (5) years will be subject to current federal guidelines regarding conducting a criminal background check and sexual offender registry check in any states where they resided during the past five (5) years. (A National Sexual Offender Registry check will also be conducted on prospective employees.)All household members who are eighteen (18) years of age or older At application; upon residency and every five (5) years thereafter"
16271;"12/09/2022";"No Violations Cited"
12512;"09/18/2023";"All detergents and cleaning supplies shall be kept out of the reach of children. (This does not include hand soap in children’s or staff bathrooms.)"
12512;"05/24/2023";"No Violations Cited"
12512;"04/17/2023";"No Violations Cited"
12512;"12/12/2022";"No Violations Cited"
28962;"05/25/2023";"No Violations Cited"
28962;"04/11/2023";"No Violations Cited"
394;"09/20/2023";"No Violations Cited"
394;"05/25/2023";"No Violations Cited"
394;"04/12/2023";"No Violations Cited"
27038;"09/14/2023";"No Violations Cited"
27038;"08/02/2023";"No Violations Cited"
27038;"05/25/2023";"No Violations Cited"
27038;"04/27/2023";"All new staff, including volunteers who are counted in the ratios, shall receive the following orientation within three (3) months of employment (and every three (3) years thereafter) and shall not be left alone with children until this is completed.Introduction (eight (8) clock hours) a. Proper supervision of children; b. Behavioral guidance practices; c. Safe sleep practices for infants; d. Shaken baby syndrome; which includes prevention (Carter’s Law, Act 1208); e. Appropriately responding to a crying or fussy infant or child; f. Emergency procedures in the event of severe weather, or fire, including evacuation procedures and routes, and location and use of fire extinguishers; g. Mandated reporter training; h. Administering medication; i. Caring for children with special needs or care plans; j. Transportation and car seat safety; k. Policies regarding release of children to authorized individuals; l. Prevention and control of infectious diseases; m. Building and physical premises safety, including the identification of, and protection from, hazards, bodies of water, and vehicular traffic; n. Nutrition and physical activities; o. Prevention and response to food sensitivities and allergic reactions; p. Basic child development; and q. The handling and storage of hazardous materials and the appropriate disposal of bio contaminants. See Division website for a list of courses, that the Division maintains contracts for, which meet the above requirements."
27038;"04/27/2023";"Staff transporting children shall meet the following requirements:At least one (1) adult on the vehicle shall be certified in Cardiopulmonary Resuscitation (CPR) and First Aid."
27038;"01/20/2023";"Staff shall not engage in behavior that could be viewed as sexual, dangerous, exploitative, or physically harmful to children. A caregiver shall not use profanity or speak in an abusive manner when children are present."
27038;"01/20/2023";"No Violations Cited"
25193;"09/13/2023";"No Violations Cited"
25193;"04/20/2023";"No Violations Cited"
25193;"10/27/2022";"No Violations Cited"
46174;"08/03/2023";"No Violations Cited"
46174;"06/14/2023";"No Violations Cited"
46174;"04/28/2023";"No Violations Cited"
46174;"02/28/2023";"No Violations Cited"
46174;"01/23/2023";"No Violations Cited"
46174;"12/09/2022";"No Violations Cited"
46174;"11/08/2022";"No Violations Cited"
46002;"09/27/2023";"No Violations Cited"
46002;"07/21/2023";"No Violations Cited"
46002;"06/15/2023";"No Violations Cited"
