id;name;facility_type;address;email;state;zip;phone;capacity;accepts_vouchers;food_program;serves_infant;serves_toddler;serves_preschool;serves_school_age;capital_quality_designation;accreditation_type;accreditation_expires;service_schedule;schedule_monday;schedule_tuesday;schedule_wednesday;schedule_thursday;schedule_friday;schedule_saturday;schedule_sunday;ages_served;license_type;license_type_definition;current_license_begin_date;current_license_expiration_date;facility_type_short;contact;languages_spoken;accreditation;mission_statement;original_license_issuance_date;url;lat;lng;region;capital_quality_participant;nontraditional;montessori;PreK_enhancement;early_childhood_education;home_provider;expanded_home_provider;faith_based;charter_school;before_and_after_program;employer_supported;quality_improved_network;early_head_start;head_start;federal_government_facility;dc_government_facility;private_school;private_elementary_and_middle_school;dcps;homeless;play_based_nursery_school
2781;Khadijah Thomas/Ngegha Beginner Child Care;Child Development Home Expanded;1890 Alabama Avenue;khathomas@yahoo.com;DC;20020;(202) 375-8623;7;;1;Yes;Yes;Yes;Yes;Not Participating;;;All Year;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;06:00 AM-05:00 AM;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 10, 2020;September 30, 2023;CDX;Khadijah Thomas;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;September 10, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2781;38.8504114;-76.9765157;SE;;1;;;;1;;;;;;;;;;;;;;;
2186;Kiddie Academy Of DC - West End;Child Development Center;1227 25th ST;dcwestend@kiddieacademy.net;DC;20037;(202) 803-2494;90;1;;Yes;Yes;Yes;Yes;Not Participating;NAEYC;April 01, 2024;All Year;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 08, 2017;January 28, 2021;CDC;DORCAS ROCO;English;;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;February 18, 2014;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2186;38.9059986;-77.052764;NW;;;;;;;;;;;;;;;;;;;;;
2254;Kiddie University Capitol Hill, LLC;Child Development Center;728 F ST;pmcfadden@kiddieuniversity.com;DC;20002;(202) 544-4544;42;;;Yes;Yes;Yes;No;Preliminary;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;March 07, 2018;February 28, 2021;CDC;Patricia Burton-McFadden;English;None;This facility has no mission statement at this time.;December 24, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2254;38.897573;-76.9951681;NE;1;;;;;;;;;;;;;;;;;;;;
2613;Kiddie University H Street;Child Development Center;806 H ST;info@kiddieuniversity.com;DC;20002;(202) 853-9144;50;;;Yes;Yes;Yes;No;Preliminary;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;April 01, 2019;October 28, 2020;CDC;April Nelson;English;None;This facility has no mission statement at this time.;June 14, 2017;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2613;38.9004495;-76.9945045;NE;1;1;;;;;;;;;;;;;;;;;;;
1806;Kiddies Kollege;Child Development Center;1130 Varney ST;info@kiddieskollege.org;DC;20032;(202) 581-1745;94;1;1;Yes;Yes;Yes;No;Progressing;NAEYC;April 01, 2022;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 02, 2017;December 31, 2020;CDC;Bianca Smith;English;;Kiddies Kollege Child Development Center provides support in reaching our students’ highest development in social, emotional, physical and academic potential. It provides and maintains a developmentally appropriate and stimulating learning environment that enables each individual’s unique qualities and potentials. It commits to excellence, diversity and inclusion, lifelong learning, partnership and collaboration, professionalism, and respect.;November 01, 2002;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1806;38.8368375;-76.9880607;SE;1;;;;1;;;;;;;;;;;;;;;;
1965;Kids Are People Too CDC II;Child Development Center;408 61st ST;kaptcdc@gmail.com;DC;20019;(202) 397-1099;21;1;1;No;Yes;Yes;No;High-Quality;NAEYC;October 01, 2016;All Year;05:30 AM-12:00 AM;05:30 AM-12:00 AM;05:30 AM-12:00 AM;05:30 AM-12:00 AM;05:30 AM-12:00 AM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 16, 2018;January 31, 2021;CDC;Denise Ray;English;;MISSION STATEMENT KAPT CDC is dedicated to serving the needs of young children by providing a high-quality, culturally diverse early childhood program within a safe, nurturing environment. The Child Development Center will encourage the physical, social emotional, creative and cognitive development of each child through the use of Developmentally Appropriate Practice.;July 23, 2008;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1965;38.894892;-76.914033;NE;1;;;1;;;;;;;;;;;;;;;;;
2078;Kids Are People Too CDC IV;Child Development Center;2279 Savannah ST;kaptcdc@gmail.com;DC;20020;(202) 450-3496;13;1;1;Yes;Yes;No;No;Quality;NAEYC;January 01, 2018;All Year;05:30 AM-04:30 AM;05:30 AM-04:30 AM;05:30 AM-04:30 AM;05:30 AM-04:30 AM;05:30 AM-04:30 AM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 19, 2018;January 31, 2021;CDC;Kala Taylor;English;;This facility has no mission statement at this time.;February 27, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2078;38.8476691;-76.971443;SE;1;1;;;;;;;;;;;;;;;;;;;
2141;Kids Are People Too CDC V;Child Development Center;4315 Nannie Helen Burroughs AVE;kidsarepeople2@aol.com;DC;20019;(202) 397-1200;100;1;1;Yes;Yes;Yes;No;Quality;NAEYC;January 01, 0001;All Year;05:30 AM-11:59 PM;05:30 AM-11:59 PM;05:30 AM-11:59 PM;05:30 AM-11:59 PM;05:30 AM-11:59 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 16, 2018;January 31, 2021;CDC;Shevone Edmunds;English;;KAPT CDC is dedicated to serving the needs of young children by providing a high-quality, culturally diverse early childhood program within a safe, nurturing environment. The Child Development Center will encourage the physical, social emotional, creative and cognitive development of each child through the use of Developmentally Appropriate Practice.;February 06, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2141;38.9008959;-76.9405835;NE;1;1;;;;;;;;;;1;;;;;;;;;
2008;KIDS ARE PEOPLE TOO III;Child Development Center;2275 Savannah ST;kaptcdc@gmail.com;DC;20020;(202) 450-3496;44;1;1;Yes;Yes;Yes;No;Quality;NAEYC;January 01, 2018;All Year;05:30 AM-04:30 AM;05:30 AM-04:30 AM;05:30 AM-04:30 AM;05:30 AM-04:30 AM;05:30 AM-04:30 AM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;December 03, 2019;January 31, 2021;CDC;Kala Taylor;English;;KAPT CDC is dedicated to serving the needs of young children by providing a high-quality, culturally diverse early childhood program within safe, nurturing environment. The Child Development Center will encourage physical, social emotional, creative and cognitive development of each child through the use of Developmentally Appropriate Practice.;February 03, 2010;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2008;38.8476207;-76.9715505;SE;1;1;;;;;;;;;;;;;;;;;;;
1851;Kids Are Us Learning Center;Child Development Center;1236 Southern AVE;Lynitakaulc@aol.com;DC;20032;(202) 561-0290;60;1;1;Yes;Yes;Yes;No;Progressing;NAEYC;February 28, 2021;All Year;06:30 AM-12:00 AM;06:30 AM-12:00 AM;06:30 AM-12:00 AM;06:30 AM-12:00 AM;06:30 AM-12:00 AM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 29, 2017;October 31, 2020;CDC;Lynita Law;English;;Kids Are Us Learning Centers (KAULC) strives to provide an environment where children and their families are safe, enriched and empowered. Opportunities will be provided for children and their families to: • Build self-esteem • Enhance strengths • Stimulate creativity • Promote self-sufficiency • Learn to be successful • Be a part of community learning, where all staff, children, parents and management are continually learning and seeking knowledge. Working in partnership with parents, the Centers operate as an extension of the family and child rearing becomes a collaborative endeavor. Together we can and will shape the future.;February 18, 1999;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1851;38.8357412;-76.9869576;SE;1;1;;1;1;;;;;;;;;;;;;;;;
1919;Kids Are Us Learning Center;Child Development Center;800 Southern AVE;kaulc@aol.com;DC;20032;(202) 562-7118;13;1;1;Yes;Yes;No;No;Quality;NAEYC;February 01, 2020;All Year;06:30 AM-12:00 AM;06:30 AM-12:00 AM;06:30 AM-12:00 AM;06:30 AM-12:00 AM;06:30 AM-12:00 AM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 12, 2017;November 30, 2020;CDC;Lynita Law-Reid;English;;Kids Are Us Learning Centers (KAULC) strives to provide an environment where children and their families are safe, enriched and empowered. Opportunities will be provided for children and their families to: • Build self-esteem • Enhance strengths • Stimulate creativity • Promote self-sufficiency • Learn to be successful • Be a part of community learning, where all staff, children, parents and management are continually learning and seeking knowledge. Working in partnership with parents, the Centers operate as an extension of the family and child rearing becomes a collaborative endeavor. Together we can and will shape the future.;April 15, 2005;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1919;38.8273533;-76.9946183;SE;1;1;;;;;;;;;;;;;;;;;;;
2039;Kids Come First;Child Development Center;1720 Minnesota AVE;mdaviskcf@gmail.com;DC;20020;(202) 678-1100;56;1;1;Yes;Yes;Yes;No;Progressing;None;January 01, 0001;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 09, 2018;December 31, 2020;CDC;Monique Davis;English;;Kids Come First Child Development Center provides a clean, safe, friendly environment to all children. At Kids Come First CDC we believe in focusing on interrelated areas of development: • Emotional, social, intellectual and physical • Helping children to be competent and joyful at their present stage of development • Providing time to explore and discover during group and individual activities initiated by the teacher or the child • Setting boundaries and teaching acceptable behavior;December 20, 2010;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2039;38.8691805;-76.9799024;SE;1;;;;1;;;;;;;;;;;;;;;;
2095;Kids Come First - Unit 2;Child Development Center;200 K ST;cdysonkcf@gmail.com;DC;20001;(202) 733-1213;25;1;1;No;Yes;No;No;Developing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;5 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;March 15, 2018;February 28, 2021;CDC;Chiquita Dyson;English;None;Kids Come First Child Development Center provides a clean, safe, friendly environment to all children. At Kids Come First CDC we believe in focusing on interrelated areas of development. • Emotional, social, intellectual and physical • Helping children to be competent and joyful at their present stage of development • Providing time to be explore and discover during group and individual activities initiated by the teacher or child • Setting boundaries and teaching acceptable behavior;March 27, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2095;38.9022014;-77.0144521;NW;1;;;;1;;;;;;;;;;;;;;;;
2097;Kids Come First - Unit 5;Child Development Center;200 K ST;cdysonkcf@gmail.com;DC;20001;(202) 733-1213;22;1;1;Yes;Yes;No;No;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 3 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 31, 2018;December 31, 2020;CDC;Chiquita Dyson;English;None;Kids Come First Child Development Center provides a clean, safe, friendly environment to all children. At Kids Come First CDC we believe in focusing on interrelated areas of development. • Emotional, social, intellectual and physical • Helping children to be competent and joyful at their present stage of development • Providing time to be explore and discover during group and individual activities initiated by the teacher or child • Setting boundaries and teaching acceptable behavior;March 27, 2012;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2097;38.9022014;-77.0144521;NW;1;;;;1;;;;;;;;;;;;;;;;
2252;Kids Come First IV;Child Development Center;1310 Ridge PL;ibettertonkidscome1st@gmail.com;DC;20020;(202) 889-4000;61;1;1;Yes;Yes;Yes;No;Progressing;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 16, 2018;December 31, 2020;CDC;Imani Betterton;English;None;Kids Come First Child Development Center provides a clean, safe, friendly environment to all children. At Kids Come First CDC we believe in focusing on interrelated areas of development: • Emotional, social, intellectual and physical • Helping children to be competent and joyful at their present stage of development • Providing time to explore and discover during group and individual activities initiated by the teacher or the child • Setting boundaries and teaching acceptable behavior;December 24, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2252;38.8690113;-76.9863764;SE;1;;;;1;;;;;;;;;;;;;;;;
1894;Kids Corner Daycare, Inc;Child Development Center;2200 California ST;kidscornerdcc@yahoo.com;DC;20008;(202) 797-1555;80;1;;Yes;Yes;Yes;Yes;Quality;NAEYC Accreditation;February 01, 2025;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;November 27, 2017;November 30, 2020;CDC;Amalia Barravino;English;;Kids’ Corner is a bilingual, non-profit organization, founded on May 30, 2003, with the mission to provide children with a sensitive, secure, healthy and inclusive environment. In an effort to provide for their comprehensive development, the Center offers the children life-enrichment skills and encourages their families to participate in activities at the Center that reflect the diverse cultures in the Washington, D.C. Metropolitan area.;May 30, 2003;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=1894;38.9158158;-77.0492676;NW;1;;;;;;;;;;;;;;;;;;;;
2149;Kids Village Learning Center;Child Development Center;7750 16th ST;kidsvillagelc@gmail.com;DC;20012;(202) 450-3582;18;;;No;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;1 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;April 28, 2018;November 30, 2020;CDC;Ana R. Jones;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;March 26, 2013;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2149;38.9852825;-77.0368872;NW;;;;;;;;;;;;;;;;;;;;;
2750;Kidz Care Unlimited Child Development Center;Child Development Center;128 M ST;lwilson@kidzcareunlimited.com;DC;20001;(202) 525-5140;100;1;;Yes;Yes;Yes;Yes;Not Participating;;;All Year;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;07:00 AM-07:00 PM;Closed;Closed;0 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 30, 2019;October 31, 2022;CDC;La'Shawn E. Wilson;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;October 03, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2750;38.9053798;-77.0133507;;;;;;;;;;;;;;;;;;;;;;
2755;Kimberly Clarke;Child Development Home Expanded;1324 Michigan AVE;kimberlyajclarke@gmail.com;DC;20017;(202) 907-8183;8;;;Yes;Yes;Yes;No;Not Participating;;;;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;08:00 AM-06:00 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 26, 2020;February 28, 2023;CDX;Kimberly Clarke;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;February 26, 2020;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2755;38.9422104;-76.9866584;NE;;;;;;;;;;;;;;;;;;;;;
2660;KinderCare Learning Center @ Watergate East;Child Development Center;2530 Virginia AVE;kliverette@kindercare.com;DC;20037;(202) 333-0769;94;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;07:30 AM-06:30 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 04, 2018;May 31, 2021;CDC;Kristina Liverette;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;May 04, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2660;38.8986031;-77.0543921;NW;;;;;;;;;;;;;;;;;;;;;
2718;KinderCare Champions @ Anacostia Elementary Campus;Child Development Center;1409 V ST;jtracey@klcorp.com;DC;20020;(301) 891-1145;157;1;1;No;No;Yes;Yes;Not Participating;;;All Year;04:00 PM-06:00 PM;04:00 PM-06:00 PM;04:00 PM-06:00 PM;04:00 PM-06:00 PM;04:00 PM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 05, 2019;August 31, 2022;CDC;Jim Tracey;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 07, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2718;38.8646462;-76.9847324;SE;;;;;;;;;1;;;;;;;;;;;;
2719;KinderCare Champions @ Benning Elementary Campus;Child Development Center;100 41st ST;jtracey@klcorp.com;DC;20019;(240) 988-4923;108;1;1;No;No;Yes;Yes;Not Participating;;;All Year;02:00 PM-06:00 PM;Closed;02:00 PM-06:00 PM;02:00 PM-06:00 PM;02:00 PM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 26, 2019;August 31, 2022;CDC;Cedrik Love;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 07, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2719;38.8910218;-76.9448214;NE;;;;;;;;;1;;;;;;;;;;;;
2720;KinderCare Champions @ Edgewood Elementary Campus;Child Development Center;707 Edgewood ST;jtracey@klcorp.com;DC;20017;(240) 381-7138;165;1;1;No;No;Yes;Yes;Not Participating;;;All Year;02:00 PM-06:00 PM;02:00 PM-06:00 PM;02:00 PM-06:00 PM;02:00 PM-06:00 PM;02:00 PM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 09, 2020;July 31, 2022;CDC;Cedrik Love;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;August 07, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2720;38.9241829;-76.9955967;NE;;;;;;;;;1;;;;;;;;;;;;
2726;KinderCare Champions @ Excel Academy;Child Development Center;2501 Martin Luther King Jr. AVE;Brittany.Morrison@discoverchampions.com;DC;20020;(301) 891-1145;94;1;;No;No;Yes;Yes;Not Participating;;;School Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;January 28, 2020;November 30, 2022;CDC;Brittney Morrison;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;November 19, 2019;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2726;38.859762;-76.9953545;SE;;;;;;;;;;;;;;;;;;;;;
2667;KinderCare Champions @ Tubman;Child Development Center;3101 13th ST;JTracey@klcorp.com;DC;20010;(301) 237-2005;98;1;;No;No;Yes;Yes;Developing;;;School Year;06:30 AM-06:30 AM;06:30 AM-06:30 AM;06:30 AM-06:30 AM;06:30 AM-06:30 AM;06:30 AM-06:30 AM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 17, 2018;August 31, 2021;CDC;Melanie Wynn;English;None;This facility has no mission statement at this time.;August 17, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2667;38.9291985;-77.0294433;NW;1;;;;;;;;;;;;;;;;;;;;
2617;KinderCare Education Champions @ J.O. Wilson;Child Development Center;660 K ST;jtracey@discoverchampions.com;DC;20002;(301) 891-1145;108;1;;No;No;Yes;Yes;Developing;;;School Year;03:00 PM-06:00 PM;03:00 PM-06:00 PM;03:00 PM-06:00 PM;03:00 PM-06:00 PM;03:00 PM-06:00 PM;Closed;Closed;3 - 5+ years;Restricted;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 19, 2020;November 18, 2020;CDC;James Tracey;English;None;This facility has no mission statement at this time.;June 07, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2617;38.902758;-76.996589;NE;1;;;;;;;;;;;;;;;;;;;;
2615;KinderCare Education Champions LLC @ Cooke Elementary;Child Development Center;2525 17th ST;jtracey@klcorp.com;DC;20009;(202) 904-8131;150;1;;No;No;Yes;Yes;Developing;;;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 14, 2020;January 28, 2021;CDC;Brandy Arana;English;None;This facility has no mission statement at this time.;September 06, 2017;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2615;38.9239998;-77.0385386;NW;1;;;;;;;;;;;;;;;;;;;;
2241;KinderCare Education Champions LLC @ Lamond School;Child Development Center;6200 Kansas AVE;jtracey@klcorp.com;DC;20011;(202) 412-6270;60;1;1;No;No;Yes;Yes;Developing;;;School Year;03:45 PM-06:00 PM;03:45 PM-06:00 PM;03:45 PM-06:00 PM;03:45 PM-06:00 PM;03:45 PM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;June 07, 2018;January 31, 2021;CDC;Tameisha Williams;English;None;This facility has no mission statement at this time.;September 01, 2015;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2241;38.9658439;-77.008637;NE;1;;;;;;;;1;;;;;;;;;;;;
2022;KinderCare Education Champions LLC - Tolson;Child Development Center;2917 8th ST;brittany.morrison@discoverchampions.com;DC;20017;(202) 832-7370;100;1;1;No;No;Yes;Yes;Developing;;;All Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;August 09, 2019;December 31, 2020;CDC;Jonathan Pannell;English;None;This facility has no mission statement at this time.;November 10, 2010;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2022;38.9270334;-76.9946349;NE;1;;;;;;;;1;;;;;;;;;;;;
2547;KinderCare Education Champions LLC @ Bruce Monroe Elementary School;Child Development Center;3560 Warder ST;jtracey@discoverchampions.com;DC;20010;(301) 588-0368;200;1;;No;No;Yes;Yes;Developing;;;School Year;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;06:30 AM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;October 16, 2017;December 29, 2020;CDC;Jim Tracy;English;None;This facility has no mission statement at this time.;August 26, 2016;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2547;38.9343811;-77.0213801;NW;1;;;;1;;;;;;;;;;;;;;;;
2011;KinderCare Education Champions LLC @ Dorothy Heights School;Child Development Center;1300 Allison ST;jtracey@klcorp.com;DC;20011;(202) 706-0034;108;1;;No;No;Yes;Yes;Developing;;;All Year;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;06:30 AM-06:30 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;February 14, 2020;January 31, 2021;CDC;Robert McKinzie;English;None;This facility has no mission statement at this time.;January 27, 2010;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2011;38.9447004;-77.0305406;NW;1;;;;;;;;;;;;;;;;;;;;
2681;KinderCare Education Champions, LLC @ Bancroft;Child Development Center;1755 Newton ST;jtracey@klcorp.com;DC;20010;(301) 237-2005;183;1;;No;No;Yes;Yes;Preliminary;;;School Year;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;07:00 AM-06:00 PM;Closed;Closed;3 - 5+ years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;September 05, 2019;September 30, 2021;CDC;Tiana McFarlane;English;None;This facility has no mission statement at this time.;September 14, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2681;38.9343183;-77.0405534;NW;1;;;;;;;;;;;;;;;1;;;;;
2646;KinderCare Learning Center @ 9th Street;Child Development Center;401 9th ST;301914@kc-education.com;DC;20004;(202) 637-3269;96;;;Yes;Yes;Yes;No;Not Participating;;;All Year;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;07:00 AM-06:30 PM;Closed;Closed;0 - 5 years;Full License;A full license is issued when an applicant has demonstrated substantial complliance with the child development facilities regulations.;May 20, 2019;April 30, 2021;CDC;Stephanie Strother;English;None;This facility does not currently participate in the Capital Quality program. Learn more about Capital Quality here.;April 10, 2018;https://childcareconnections.osse.dc.gov/MychildCare/FacilityProfile?FacilityId=2646;38.8954478;-77.0236436;NW;;;;;;;;;;;;;;;;;;;;;
