"FacilityId";"Name";"Type";"Address";"City";"State";"Zip";"Phone";"Capacity";"Accepts Vouchers";"CACFP";"Infant";"Toddler";"Pre-School";"School Age";"Quality Rating";"Accreditation Type";"Expiration Date";"Schedule";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Other Hours";"License Type";"License Definition";"License Begin Date";"License Expiration Date"
2169;"Palisades Montessori LLC";"CDC (Child Development Center)";"2828 Hurst TER, NW";"Washington";"D.C.";20016;"(202) 537-6807";24;;;"No";"No";"Yes";"No";"N/A";;;"School Year";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"9:00AM - 12:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 08, 2018";"Jan 31, 2021"
2544;"St. Albans Early Childhood Center";"CDC (Child Development Center)";"4404 Wisconsin AVE, NW";"Washington ";"D.C.";20016;"(202) 363-7380";172;1;;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Dec 01, 2022";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 14, 2017";"Jul 31, 2020"
1755;"St. Columba's Nursery School";"CDC (Child Development Center)";"4201 Albemarle ST, NW";"Washington";"D.C.";20016;"(202) 742-1980";90;;;"No";"Yes";"Yes";"No";"N/A";"NAYEYC";"Jun 01, 2021";"School Year";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"7:30AM - 4:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 18, 2018";"Dec 31, 2020"
1760;"The Community Preschool Of Palisades, Inc.";"CDC (Child Development Center)";"5200 Cathedral AVE, NW";"Washington";"D.C.";20016;"(202) 364-8424";50;;;"No";"No";"Yes";"No";"N/A";;;"School Year";"8:00AM - 2:00PM";"8:00AM - 2:00PM";"8:00AM - 2:00PM";"8:00AM - 2:00PM";"8:00AM - 2:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 13, 2017";"Sep 30, 2020"
2732;"The Socratic School of Language";"CDC (Child Development Center)";"4605 Massachusett AVE, NW";"Washington";"D.C.";20016;"(202) 380-9636";20;;;"No";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 17, 2019";"Nov 12, 2019"
2707;"Two Birds Tenleytown";"CDC (Child Development Center)";"4001 Brandywine ST, NW";"Washington";"D.C.";20016;"(202) 627-2142";46;1;;"Yes";"Yes";"Yes";"No";"Preliminary";;;"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 13, 2019";"Apr 30, 2022"
1793;"Washington Hebrew Congregation";"CDC (Child Development Center)";"3935 Macomb ST, NW";"Washington";"D.C.";20016;"(202) 895-6334";130;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 17, 2019";"Apr 30, 2020"
2684;"Wonders Extended Day at Horace Mann";"CDC (Child Development Center)";"4430 Newark ST, NW";"Washington";"D.C.";20016;"(301) 654-5339";76;1;;"No";"No";"No";"Yes";"Preliminary";;;"All Year";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"7:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 25, 2018";"Oct 31, 2021"
2296;"Alice Burt";"CDH (Child Development Home)";"5026 14th ST, NE";"Washington";"D.C.";20017;"(202) 526-6809";6;;1;"Yes";"Yes";"Yes";"Yes";"N/A";"NAFCC";"Dec 02, 2018";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 09, 2018";"Dec 31, 2020"
1961;"Bennett Babies ll";"CDC (Child Development Center)";"701 Michigan AVE, NE";"Washington";"D.C.";20017;"(202) 526-1440 x41";47;1;;"No";"Yes";"Yes";"No";"Quality";"NAEYC";"Dec 01, 2022";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 16, 2018";"Jan 31, 2021"
1926;"Bennett Babies, Inc.";"CDC (Child Development Center)";"700 Monroe ST, NE";"Washington";"D.C.";20017;"(202) 526-1400 x41";63;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Dec 01, 2022";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 22, 2019";"Jan 31, 2021"
1812;"I-Care Child Development Center";"CDC (Child Development Center)";"3737 12th ST, NE";"Washington";"D.C.";20017;"(202) 832-0905";55;1;;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 02, 2017";"May 31, 2020"
1787;"Institute Of Our Lady Of Mt. Carmel CDC";"CDC (Child Development Center)";"4407 8TH ST, NE";"Washington";"D.C.";20017;"(202) 526-5106";65;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 29, 2017";"Jun 30, 2020"
1765;"Kennedy Child Development Center";"CDC (Child Development Center)";"801 Buchanan ST, NE";"Washington";"D.C.";20017;"(202) 529-7600";70;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"Council On Accreditation";"Sep 30, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 19, 2018";"Jan 31, 2021"
2534;"Kimberly Clarke";"CDH (Child Development Home)";"1324 Michigan AVE, NE";"Washington";"D.C.";20017;"(202) 907-8183";6;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 22, 2018";"Jun 30, 2020"
2720;"KinderCare Champions @ Edgewood Elementary Campus";"CDC (Child Development Center)";"707 Edgewood ST, NE";"Washington";"D.C.";20017;"(240) 381-7138";108;;;"No";"No";"Yes";"Yes";"N/A";;;"All Year";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"2:00PM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 26, 2019";"Aug 31, 2022"
2022;"KinderCare Education Champions LLC - Tolson";"CDC (Child Development Center)";"2917 8th ST, NE";"Washington";"D.C.";20017;"(202) 832-7370";100;1;;"No";"No";"No";"Yes";"Developing";;;"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 09, 2019";"Dec 31, 2020"
2336;"La'Vel P. Jackson";"CDH (Child Development Home)";"4017 13th ST, NE";"Washington";"D.C.";20017;"(202) 469-2782";5;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Restricted";"A restricted license is issued as an alternative to suspending or revoking an existing license when a licensed facility has one or more deficiencies. A Facility shall not enroll additional children under this provision.";"Sep 11, 2019";"Dec 10, 2019"
2268;"Monica Lester";"CDH (Child Development Home)";"1440 Kearney ST, NE";"Washington";"D.C.";20017;"(202) 635-0464";6;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 27, 2018";"Feb 28, 2021"
2282;"Nellie Sydnor";"CDH (Child Development Home)";"4403 6th PL, NE";"Washington";"D.C.";20017;"(202) 269-4283";6;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 25, 2017";"Oct 31, 2020"
2664;"Nido Nurturing Center";"CDC (Child Development Center)";"3501 12th ST, NE";"Washington ";"D.C.";20017;"(202) 412-7576";16;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"7:45AM - 6:00PM";"7:45AM - 6:00PM";"7:45AM - 6:00PM";"7:45AM - 6:00PM";"7:45AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 31, 2018";"May 31, 2021"
2109;"Petit Scholars";"CDC (Child Development Center)";"2940 12th ST, NE";"Washington";"D.C.";20017;"(202) 506-3357";33;;;"Yes";"Yes";"Yes";"No";"N/A";"None";;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 09, 2019";"Oct 31, 2020"
2533;"Petit Scholars North Campus";"CDC (Child Development Center)";"3740 10th ST, NE";"Washington";"D.C.";20017;"(202) 529-3357";19;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 11, 2017";"Apr 30, 2020"
1997;"UPO @ Edgewood Child Development Center";"CDC (Child Development Center)";"601 Edgewood ST, NE";"Washington";"D.C.";20017;"(202) 529-1582";32;1;1;"Yes";"Yes";"No";"No";"Quality";"NAEYC";"Dec 01, 2022";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 15, 2018";"Apr 30, 2021"
2045;"UPO @ Luke C. Moore Academy";"CDC (Child Development Center)";"1001 Monroe ST, NE";"Washington";"D.C.";20017;"(202) 671-6313";8;1;1;"Yes";"Yes";"No";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 05, 2017";"Dec 31, 2020"
2679;"Washington Yu Ying";"CDC (Child Development Center)";"220 Taylor ST, NE";"Washington ";"D.C.";20017;"(202) 635-1950";8;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"7:30AM - 5:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 22, 2018";"Aug 31, 2021"
1942;"All About Me Christian Child Development Center";"CDC (Child Development Center)";"1825 Michigan AVE, NE";"Washington";"D.C.";20018;"(202) 258-4242";104;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 09, 2017";"Oct 31, 2020"
2570;"Altagracia Y. Sanchez/Mundo De Fantasias";"CDX (Child Development Home Expanded)";"2610 10th ST, NE";"Washington";"D.C.";20018;"(202) 834-1111";9;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 21, 2017";"Sep 30, 2020"
2625;"Angelia Knight-Sansbury/This Little Light CDH, Inc.";"CDH (Child Development Home)";"2344 13th PL, NE";"Washington ";"D.C.";20018;"(202) 656-8210";6;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"7:30AM - 5:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 13, 2017";"Dec 31, 2020"
2579;"Basics ABA Therapy, LLC DBA Beyond the Basics";"CDC (Child Development Center)";"100 Gallatin ST, NE";"Washington ";"D.C.";20018;"(202) 650-2083";121;1;;"No";"No";"Yes";"Yes";"Developing";;;"School Year";"3:30PM - 6:30PM";"3:30PM - 6:30PM";"3:30PM - 6:30PM";"3:30PM - 6:30PM";"3:30PM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 20, 2017";"Sep 30, 2020"
2236;"Bright Future Early Learning Center";"CDC (Child Development Center)";"2535 Bladensburg RD, NE";"Washington";"D.C.";20018;"(202) 269-9400";32;1;;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 17, 2017";"Sep 30, 2020"
2569;"Children Of The Future CDC";"CDC (Child Development Center)";"2003 Bunker Hill RD, NE";"Washington ";"D.C.";20018;"(202) 526-5000";22;1;;"Yes";"Yes";"No";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 07, 2017";"Nov 30, 2020"
1933;"Friendship Public Charter School @ Woodridge";"CDC (Child Development Center)";"2959 Carlton AVE, NE";"Washington";"D.C.";20018;"(202) 355-2739";200;1;;"No";"No";"Yes";"Yes";"Quality";"NAEYC";"Aug 01, 2020";"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 18, 2017";"Sep 30, 2020"
2239;"Gatari Child Development Center";"CDC (Child Development Center)";"2628 Bladensburg RD, NE";"Washington";"D.C.";20018;"(202) 838-9880";36;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 24, 2019";"Dec 31, 2020"
2094;"Growth Spurts Child Learning Center @ Judah";"CDC (Child Development Center)";"1715 Rhode Island AVE, NE";"Washington";"D.C.";20018;"(202) 258-5220";31;1;;"No";"No";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 12, 2017";"May 31, 2020"
1884;"Happy Faces Early Learning Academy";"CDC (Child Development Center)";"1905 9th ST, NE";"Washington";"D.C.";20018;"(202) 529-5437 x104";145;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Nov 01, 2016";"All Year";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"6:00AM - 5:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 14, 2018";"Dec 31, 2020"
1832;"Israel Baptist Church CDC";"CDC (Child Development Center)";"1251 Saratoga AVE, NE";"Washington";"D.C.";20018;"(202) 269-5090";97;1;;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Dec 22, 2017";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 03, 2019";"Jun 30, 2020"
2692;"LaLeLo Beautiful Beginnings Child Development Center";"CDC (Child Development Center)";"3414 18th ST, NE";"Washington ";"D.C.";20018;"(202) 258-7354";8;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 14, 2019";"Jun 30, 2022"
2607;"Mestawet Dejene";"CDH (Child Development Home)";"2545 Baldwin Cresent, NE";"Washington ";"D.C.";20018;"(202) 262-5054";6;1;;"Yes";"Yes";"No";"No";"Preliminary";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 07, 2017";"Jun 30, 2020"
2193;"Mindbloom Preschool";"CDC (Child Development Center)";"2420 Rhode Island AVE, NE";"Washington";"D.C.";20018;"(202) 248-2520";28;;;"No";"No";"Yes";"No";"N/A";;;"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 18, 2017";"Oct 31, 2020"
2620;"Petit Scholars @ RIA";"CDC (Child Development Center)";"2066 Rhode Island AVE, NE";"Washington ";"D.C.";20018;"(202) 269-0727";39;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 02, 2018";"Dec 14, 2019"
1798;"YMCA Calomiris Center";"CDC (Child Development Center)";"1906 Allison ST, NE";"Washington";"D.C.";20018;"(202) 526-4233";75;1;1;"No";"No";"Yes";"Yes";"Developing";;;"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 07, 2018";"Mar 31, 2021"
2003;"YMCA Calomiris II";"CDC (Child Development Center)";"1918 Allison ST, NE";"Washington";"D.C.";20018;"(202) 526-4089";32;1;;"No";"No";"No";"Yes";"Developing";;;"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 16, 2017";"May 31, 2020"
1856;"All My Children Child CDC I";"CDC (Child Development Center)";"510 59th ST, NE";"Washington";"D.C.";20019;"(202) 388-0374";15;1;1;"No";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"7:00AM - 5:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 03, 2017";"Nov 30, 2020"
2725;"AlphaBEST Education @ KIPP DC Smilow Campus";"CDC (Child Development Center)";"5300 Blaine ST, NE";"Washington";"D.C.";20019;"(703) 659-3092";147;1;;"No";"No";"Yes";"Yes";"Preliminary";;;"School Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";"BEFORE CARE 6:30AM-8:00AM AFTER CARE 4:00PM-6:30PM";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 31, 2019";"Aug 31, 2022"
2292;"Artimitia J. Mitchell";"CDH (Child Development Home)";"3341 Dubois PL, SE";"Washington";"D.C.";20019;"(202) 582-4226";6;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 5:00AM";"7:00AM - 5:00AM";"7:00AM - 5:00AM";"7:00AM - 5:00AM";"7:00AM - 5:00AM";"CLOSED";"CLOSED";"23 hours facility.";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 13, 2017";"Jul 31, 2020"
2004;"Assembly Of The Saints CDC";"CDC (Child Development Center)";"4605 Kane PL, NE";"Washington";"D.C.";20019;"(202) 399-5091";39;1;;"No";"Yes";"Yes";"Yes";"Developing";"NAEYC";"Oct 01, 2017";"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 05, 2018";"Feb 28, 2021"
2354;"Brenda Ganey";"CDH (Child Development Home)";"111 42nd ST, NE";"Washington";"D.C.";20019;"(202) 399-0088";6;1;1;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 26, 2018";"Jan 31, 2021"
2399;"Chantelle Coles";"CDH (Child Development Home)";"4980 Just ST, NE";"Washington";"D.C.";20019;"(202) 399-1682";6;1;1;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 26, 2019";"Apr 30, 2021"
2385;"Charlene Edmondson";"CDH (Child Development Home)";"5538 B ST, SE";"Washington";"D.C.";20019;"(202) 584-8352";5;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 01, 2018";"Jan 31, 2021"
1853;"Community Educational Research Group";"CDC (Child Development Center)";"1105 50th ST, NE";"Washington";"D.C.";20019;"(202) 397-8754";100;1;1;"No";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Jul 01, 2018";"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 04, 2018";"Jun 30, 2021"
1756;"Community Educational Research Group";"CDC (Child Development Center)";"4021 Minnesota AVE, NE";"Washington";"D.C.";20019;"(202) 397-1170";100;1;1;"No";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Jul 01, 2018";"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 30, 2018";"Mar 31, 2021"
2051;"Deliverance Child Care Center";"CDC (Child Development Center)";"441 Chaplin ST, SE";"Washington";"D.C.";20019;"(202) 583-5700";43;1;;"Yes";"Yes";"No";"No";"Quality";"None";;"All Year";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 16, 2017";"Dec 31, 2020"
