"ProviderID";"Name";"Type";"PTQ Level";"State";"County";"City";"ZIP";"Address";"Status";"License Start Date";"License End Date";"License Status";"Child Care Ages";"Capacity";"Accreditations";"Programs";"Applicants";"Phone";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday"
549090;"Pirate Preschool-Greensburg Elementary School";"Unlicensed CCDF Certified Center/School";;"IN";"DECATUR";"Greensburg";47240;"900 Big Blue Ave.";"Open";"2/23/2021";"3/31/2022";"CCDF Certified";;;;"CCDF Provider";"Greensburg Community School Corporation";"812-663-8112";;"8:30 AM-2:30 PM";"8:30 AM-2:30 PM";"8:30 AM-2:30 PM";"8:30 AM-2:30 PM";"8:30 AM-2:30 PM";
166890;"Decatur County Head Start";"Licensed Center";3;"IN";"DECATUR";"Greensburg";47240;"422 E Central Ave";"Open";"1/1/2020";"12/31/2021";"Regular";"Three-Six";20;;;"Aimee Nichalson";"812-663-4450";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
167008;"Precious Cargo Daycare";"Licensed Home";1;"IN";"DECATUR";;47240;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Cris Allen";"812-716-1200";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
166779;"St. Mary's Play House";"Unlicensed Registered Ministry";;"IN";"DECATUR";"Greensburg";47240;"1331 East Hunter Robbins Way";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"St. Mary's School";"812-663-2804";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
366367;"ABC Academy";"Licensed Home";;"IN";"DECATUR";;47240;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Claire Smith";"812-593-5271";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
366395;"Decatur County Family YMCA";"Licensed Center";3;"IN";"DECATUR";"Greensburg";47240;"1 YMCA Way";"Open";"7/1/2020";"3/31/2022";"Regular";"30 Months-Seven";45;;"CCDF Provider";"DONNA DYKES";"812-663-9622";;"9:00 AM-6:00 PM";"9:00 AM-6:00 PM";"9:00 AM-6:00 PM";"9:00 AM-6:00 PM";"9:00 AM-6:00 PM";
458660;"Emily's Clubhouse";"Licensed Home";;"IN";"HENRY";;46148;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";12;;;"Emily Pence";"765-524-1337";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
169284;"PATTI'S DAY CARE";"Licensed Home";1;"IN";"HENRY";;46148;;"Open";"7/1/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"PATRICIA RIVERS";"765-571-0220";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
422559;"Knightstown Elementary Preschool";"Unlicensed CCDF Certified Center/School";3;"IN";"HENRY";"Knightstown";46148;"8632 South State Road 109";"Open";"5/18/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Charles A Beard Memorial School Corporation";"765-345-2151";;"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";
166692;"RUGRATS CHILD CARE";"Licensed Home";1;"IN";"WAYNE";;47370;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"TONI SHANK";"765-478-4657";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
170062;"Community Child Center";"Licensed Center";3;"IN";"UNION";"Liberty";47353;"302 Harrison Street";"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Two; Three-Six";62;;"CCDF Provider";"Jennifer English";"765-458-7491";;"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";
514689;"Liberty Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"WAYNE";"Liberty";47353;"501 Eaton Street";"Open";"8/14/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider";"Richmond Family YMCA - Young Men's Christian Associates";"765-458-5521";;"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";"3:00 PM-6:00 PM";
602270;"Building Blocks Daycare Site 2";"Licensed Home";;"IN";"FRANKLIN";;47012;;"Open";"8/1/2021";"12/31/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Angela Harrelson";"765-914-4225";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
169665;"Rainbow Day Care and Preschool";"Licensed Home";;"IN";"FRANKLIN";;47012;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Kehlie Orschell";"513-518-3796";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
169004;"All 4 Kids LLC";"Licensed Home";3;"IN";"FRANKLIN";;47012;;"Open";"2/1/2021";"9/30/2022";"Regular";"Two-Twelve";16;;"CCDF Provider; On My Way Pre-K";"Michelle Roberts-Schneider";"765-647-2569";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
169315;"Building Blocks Daycare";"Licensed Home";3;"IN";"FRANKLIN";;47012;;"Open";"7/1/2021";"3/31/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Angela Harrelson";"765-647-7151";;"12:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";
167889;"All 4 Kids LLC";"Licensed Home";3;"IN";"FRANKLIN";;47012;;"Open";"2/1/2021";"12/31/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Michelle Roberts-Schneider";"765-647-6260";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
571079;"Creative Kids  at Eastview";"Unlicensed CCDF Certified Center/School";;"IN";"FAYETTE";"Connersville";47331;"401 South Fountain Street";"Open";"12/2/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider";"Living Waters Assembly of God, Inc.";"765-825-2287";;"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";"2:30 PM-6:00 PM";
168361;"LITTLE HANDS & FEET";"Licensed Home";;"IN";"FRANKLIN";;47016;;"Open";"4/1/2020";"3/31/2022";"Regular";"Two-Twelve";12;;"CCDF Provider";"NICOLE BLADES";"765-647-6215";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
167921;"Little Luv Bugs Daycare 3";"Licensed Home";1;"IN";"WAYNE";;47330;;"Open";"7/1/2020";"6/30/2022";"Regular";"16 Months-Three";16;;"CCDF Provider";"Debbie Heppeard";"765-935-6330";;"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";
167844;"Little LuvBugs Daycare";"Licensed Home";1;"IN";"WAYNE";;47330;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Toddler";16;;"CCDF Provider";"Debbie Heppeard";"765-965-9417";;"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";
168055;"Tate's Tots";"Licensed Home";3;"IN";"WAYNE";;47374;;"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Twelve";12;"National Association for Family Child Care (NAFCC)";"CCDF Provider";"Vicki Tate";"765-977-4212";;"4:00 AM-5:30 PM";"4:00 AM-5:30 PM";"4:00 AM-5:30 PM";"4:00 AM-5:30 PM";"4:00 AM-5:30 PM";
172558;"Busy Bees Daycare";"Licensed Home";1;"IN";"WAYNE";;47374;;"Open";"4/1/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Tracy Amyx";"765-914-3667";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
169287;"CAECI Early Head Start";"Licensed Center";3;"IN";"WAYNE";"Richmond";47374;"1900 South ""L"" Street";"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Two";32;;;"Ashley R. Stephen";"765-935-3509";;"7:30 AM-2:00 PM";"7:30 AM-2:00 PM";"7:30 AM-2:00 PM";"7:30 AM-2:00 PM";"7:30 AM-2:00 PM";
516979;"Childrens' Cottage";"Licensed Home";;"IN";"VERMILLION";;47928;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Willard Williams";"765-492-2000";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
514697;"North Vermillion Head Start";"Licensed Center";;"IN";"VERMILLION";"Cayuga";47928;"114 N Division St";"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Six";20;;"CCDF Provider";"Lori L. Brewer";"765-492-7319";;"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";
169294;"Fountain - Warren Head Start";"Licensed Center";3;"IN";"FOUNTAIN";"Covington";47932;"1327 2nd Street";"Open";"4/1/2020";"3/31/2022";"Regular";"Three-Five";44;;;"Lori Brewer";"765-793-0473";;"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";
169773;"Agape Daycare Ministries";"Unlicensed Registered Ministry";;"IN";"VERMILLION";"Newport";47966;"140 South Main Street";"Open";"1/1/2021";"12/31/2022";"Registration";;;;;"Newport Church of God";"765-492-4739";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
562619;"Lester B. Sommer Elementary School";"Unlicensed CCDF Certified Center/School";3;"IN";"MONTGOMERY";"Crawfordsville";47933;"3794 W. US Hwy 136 (A)";"Open";"8/14/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Anthony Tharp";"765-362-3979";;"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";
517114;"Sommer Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"MONTGOMERY";"Crawfordsville";47933;"3794 W. US Hwy 136";"Open";"9/4/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider";"AYS, Inc";"765-362-3979";;"2:00 PM-6:00 PM";"2:00 PM-6:00 PM";"2:00 PM-6:00 PM";"2:00 PM-6:00 PM";;
458658;"Southeast Fountain Elementary School";"Unlicensed CCDF Certified Center/School";3;"IN";"FOUNTAIN";"Veedersburg";47987;"780 E US HWY 136";"Open";"9/23/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Southeast Fountain School Corporation";"765-794-2216";;"7:30 AM-3:00 PM";"7:30 AM-3:00 PM";"7:30 AM-3:00 PM";"7:30 AM-3:00 PM";"7:30 AM-3:00 PM";
366081;"Precious Lambs Daycare";"Licensed Home";;"IN";"MONTGOMERY";;47933;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Trinaty Carr";"765-307-2338";;"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";
167717;"The Story Book House";"Licensed Home";;"IN";"MONTGOMERY";;47933;;"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Linda Graham";"765-918-4197";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
362451;"Crawfordsville Head Start";"Licensed Center";3;"IN";"MONTGOMERY";"Crawfordsville";47933;"2985 Industrial Blvd";"Open";"1/1/2021";"12/31/2022";"Regular";"18 Months-35 Months; Three-Five";70;;"CCDF Provider";"Lori L. Brewer";"765-361-0863";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
165893;"Little Creations Daycare Ministries";"Unlicensed Registered Ministry";;"IN";"MONTGOMERY";"Crawfordsville";47933;"1047 State Road 47 South";"Open";"10/1/2020";"9/30/2022";"Registration";;;;;"River of Life Church Crawfordsville";"765-364-6966";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
538796;"Rainbows & Rhymes Preschool and Child Care";"Unlicensed Registered Ministry";1;"IN";"MONTGOMERY";"Crawfordsville";47933;"212 E Wabash Ave.";"Open";"12/23/2019";"9/30/2021";"Registration";;;;"CCDF Provider";;"765-362-4817";;"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";
594722;"Hand in Hand Creative Learning";"Unlicensed Registered Ministry";;"IN";"MONTGOMERY";"Crawfordsville";47933;"211 S. Walnut St.";"Open";"12/15/2020";"9/30/2022";"Registration";;;;"CCDF Provider";;"765-367-1727";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
517042;"Pleasant Hill";"Unlicensed CCDF Certified Center/School";;"IN";"MONTGOMERY";"Crawfordsville";47933;"6895 North 100 West, (Suite 1)";"Open";"9/4/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider";"AYS Inc,";"765-339-4405";;"2:00 PM-6:00 PM";"2:00 PM-6:00 PM";"2:00 PM-6:00 PM";"2:00 PM-6:00 PM";"2:00 PM-6:00 PM";
530482;"Pleasant Hill Elementary School";"Unlicensed CCDF Certified Center/School";3;"IN";"MONTGOMERY";"Crawfordsville";47933;"6895 N 100 W";"Open";"11/17/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Anthony Tharp";"765-301-0617";;"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";
459608;"New Hope Christian Preschool";"Unlicensed Registered Ministry";;"IN";"MONTGOMERY";"Crawfordsville";47933;"2746 South US Hwy 231";"Open";"10/1/2019";"9/30/2021";"Registration";;;;;"New Hope Christian Church";"765-362-0092";;"7:15 AM-3:00 PM";"8:15 AM-3:00 PM";"8:15 AM-3:00 PM";"8:15 AM-3:00 PM";"8:15 AM-3:00 PM";
166816;"HappyTown Day Care";"Licensed Home";1;"IN";"MONTGOMERY";;47933;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Jennifer Pruett";"765-364-1307";;"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";
168121;"New Beginnings Child Care";"Unlicensed Registered Ministry";;"IN";"MONTGOMERY";"Crawfordsville";47933;"1601 East College Street";"Open";"10/1/2020";"9/30/2022";"Registration";;;;;"Woodland Heights Christian Church";"765-362-5277";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
166700;"Giggles N Grins";"Licensed Home";1;"IN";"MONTGOMERY";;47933;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Lori Perigo";"765-376-0079";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
166063;"Country Kids Family Childcare";"Licensed Home";;"IN";"PARKE";;47832;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Marci Graves";"765-498-8181";;"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";
586817;"Attica Early Learning Center";"Unlicensed Registered Ministry";;"IN";"FOUNTAIN";"Attica";47918;"500 E Washington St";"Open";"11/13/2020";"3/31/2022";"Registration";;;;"CCDF Provider";;"317-408-3884";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
168581;"Williamsport Day School";"Licensed Center";1;"IN";"WARREN";"Williamsport";47993;"448 East Fourth Street";"Open";"1/1/2021";"12/31/2022";"Regular";"Toddler; Two-Twelve";93;;"CCDF Provider";"Melynda Leak";"765-762-0520";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
167378;"Busy Hands Daycare";"Licensed Home";1;"IN";"PUTNAM";;46172;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Brandi Holtze";"765-522-1632";;"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";
366709;"Pendleton Home Daycare";"Licensed Home";3;"IN";"TIPPECANOE";;47909;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Six";10;;"CCDF Provider";"Teri Pendleton";"765-250-8599";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";;"12:00 AM-11:59 PM"
491440;"Romack Daycare 3B";"Licensed Home";;"IN";"TIPPECANOE";;47909;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Angela Romack";"765-404-7836";;"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";
169156;"Fellowship Friends Daycare Ministry";"Unlicensed Registered Ministry";;"IN";"BOONE";"Advance";46102;"208 East Wall Street";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Parkside Christian School / dba Trinity Christian School ";"765-676-5874";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
167983;"Fellowship Friends Daycare I";"Licensed Home";1;"IN";"BOONE";;46071;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Jennifer  Bucy";"765-436-7327";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
166088;"Fellowship Friends Daycare II";"Licensed Home";1;"IN";"BOONE";;46071;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Jennifer Bucy";"765-459-3662";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
507038;"Walnut Elementary School - Little Mountie Preschool";"Unlicensed CCDF Certified Center/School";3;"IN";"MONTGOMERY";"New Ross";47968;"3548 South County Road 775 East";"Open";"6/23/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"South Montgomery Community School Corporation";"765-362-0542";;"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";"7:45 AM-3:15 PM";
556160;"Sugar Creek Elementary School";"Unlicensed CCDF Certified Center/School";3;"IN";"MONTGOMERY";"Crawfordsville";47933;"4702 East County rd. 300 North";"Open";"8/14/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Anthony Tharp";"765-794-4855";;"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";"8:00 AM-3:00 PM";
168810;"KELLY'S KIDS";"Licensed Home";1;"IN";"BOONE";;46052;;"Open";"4/1/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"KELLY REYNOLDS";"765-894-5356";;"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";"6:30 AM-5:00 PM";
169656;"Just Be Kids Learning Center";"Licensed Center";4;"IN";"BOONE";"Lebanon";46052;"356 North Mt. Zion Road";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Toddler; Two-Twelve";116;"National Early Childhood Program Accreditation (NECPA)";"CCDF Provider; On My Way Pre-K";"Barbara Judson";"765-481-9975";;"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";
172556;"Rise and Shine Childcare";"Licensed Home";3;"IN";"BOONE";;46052;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Shonta Osborne";"765-335-3055";;"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";
179262;"Witham Family YMCA Preschool";"Unlicensed Registered Ministry";1;"IN";"BOONE";"Lebanon";46052;"2791 North Lebanon Street";"Open";"4/1/2021";"3/31/2023";"Registration";;;;"CCDF Provider";"Witham Family YMCA";"765-483-9622";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
168930;"LOLLIPOPS AND TOTS";"Licensed Home";1;"IN";"BOONE";;46052;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"LINDA PAYNE";"765-482-2071";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
166080;"Presbyterian Preschool Ministry";"Unlicensed Registered Ministry";4;"IN";"BOONE";"Lebanon";46052;"128 East Main Street";"Open";"2/25/2021";"3/31/2023";"Registration";;;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"First Presbyterian Church";"765-482-8198";;"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";"7:00 AM-5:00 PM";
168427;"Pixie Playhouse Day Care Center";"Licensed Center";;"IN";"BOONE";"Lebanon";46052;"924 South Meridian Street";"Open";"4/1/2021";"3/31/2023";"Regular";"Two-Eight";115;;;"Rebecca Albano Miller";"765-482-3385";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
166328;"Little Creations Daycare Ministries";"Unlicensed Registered Ministry";;"IN";"MONTGOMERY";"Crawfordsville";47933;"1047 State Road 47 South (Building B)";"Open";"10/1/2020";"9/30/2022";"Registration";;;;;"River of Life Church Crawfordsville";"765-364-6966";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
365929;"Little Angels LLC";"Licensed Center";3;"IN";"BOONE";"Lebanon";46052;"925 Hendricks Dr";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Toddler; Two-Twelve";57;;"CCDF Provider; On My Way Pre-K";"Holly Maxwell";"765-481-2703";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
168716;"Laughter and Love Daycare, LLC";"Licensed Home";1;"IN";"BOONE";;46052;;"Open";"4/1/2020";"3/31/2022";"Regular";"Infant-Six";12;;"CCDF Provider";"Beth Forsythe";"765-891-0243";;"6:45 AM-5:15 PM";"6:45 AM-5:15 PM";"6:45 AM-5:15 PM";"6:45 AM-5:15 PM";"6:45 AM-5:15 PM";
168299;"Fuzzy Bear Ministry Preschool & Daycare";"Unlicensed Registered Ministry";3;"IN";"MONTGOMERY";"Ladoga";47954;"300 North Washington";"Open";"10/1/2019";"9/30/2021";"Registration";;;;"CCDF Provider; On My Way Pre-K";"Growing in God Church";"765-942-2909";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
513022;"Bauer Early Care and Education Hawthorne Hall";"Licensed Center";2;"IN";"CLINTON";"Frankfort";46041;"2120 S SR 39";"Open";"7/1/2020";"6/30/2022";"Regular";"Three-Six";60;;"CCDF Provider";"Shannon Staller";"765-742-4848";;"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";
165752;"TENDER HEARTS DAYCARE";"Licensed Home";1;"IN";"PUTNAM";;46172;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Twelve";10;;"CCDF Provider";"Connie Edwards";"765-522-1781";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
168143;"Berry Patch Daycare";"Licensed Home";1;"IN";"HENDRICKS";;46149;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Stephanie Berry";"317-892-3212";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
617634;"Blue Ridge Early Learning Center";"Unlicensed CCDF Certified Center/School";;"IN";"CLINTON";"Frankfort";46041;"1910 S Jackson St.";"Open";"6/4/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Eric Farley";"765-654-5585";;"8:00 AM-3:30 PM";"8:00 AM-3:30 PM";"8:00 AM-3:30 PM";"8:00 AM-3:30 PM";"8:00 AM-3:30 PM";
474353;"Bauer Early Care and Education Green Meadows";"Licensed Center";3;"IN";"CLINTON";"Frankfort";46041;"1900 S Jackson St";"Open";"7/1/2020";"6/30/2022";"Regular";"Three-Six";24;;"CCDF Provider";"Shannon Staller";"765-742-4848";"12:00 AM-11:59 PM";"7:45 AM-3:20 PM";"7:45 AM-3:20 PM";"7:45 AM-3:20 PM";"7:45 AM-3:20 PM";"7:45 AM-3:20 PM";"12:00 AM-11:59 PM"
