"ServiceType";"ProviderName";"Building";"Street1";"Street2";"City";"State";"ZipCode";"Building(Mailing)";"Street1(Mailing)";"Street2(Mailing)";"City(Mailing)";"State(Mailing)";"ZipCode(Mailing)";"ContactPerson";"Phone";"LicenseNo";"LicenseName";"Capacity";"MinimumAge";"MaximumAge";"ExpirationDate";"Island";"Area"
"GCC";"CALVARY CHAPEL WEST OAHU";;"91-928 FT WEAVER RD";;"EWA BEACH";"HI";"96706";;"91-928 FT WEAVER RD";;"EWA BEACH";"HI";"96706";"SAYOKO YAMAGUCHI";"808-689-3444";"15307";"CALVARY CHAPEL WEST OAHU PRESCHOOL";49;"2 years";"6 years";"20220131";"Oahu";"Ewa Beach"
"GCC";"OLIVET BAPTIST CHURCH";;"1775 S BERETANIA ST";;"HONOLULU";"HI";"96826";;"1775 S BERETANIA ST";;"HONOLULU";"HI";"96826";"EUNICE COWIN";"808-949-7548";"13450";"OLIVET BAPTIST PRESCHOOL";75;"2 years";"6 years";"20211031";"Oahu";"Punahou"
"GCC";"OUR LADY OF GOOD COUNSEL CHURCH";;"1530 HOOLANA ST";;"PEARL CITY";"HI";"96782";;"1530 HOOLANA ST";;"PEARL CITY";"HI";"96782";"CINDY OLASO";"808-455-4533";"14059";"OUR LADY OF GOOD COUNSEL PRESCHOOL";58;"3 years";"6 years";"20220216";"Oahu";"Momilani"
"GCC";"OUR SAVIOR LUTHERAN CHURCH";;"98-1098 MOANALUA RD";;"AIEA";"HI";"96701";;"98-1098 MOANALUA RD";;"AIEA";"HI";"96701";"ERIK KUSTER";"808-488-0000";"15279";"OUR SAVIOR LUTHERAN PRESCHOOL";70;"2 years";"6 years";"20211130";"Oahu";"Pearlridge"
"GCC";"PALISADES BAPTIST CHURCH";;"2251 AUHUHU ST";;"PEARL CITY";"HI";"96782";;"2251 AUHUHU ST";;"PEARL CITY";"HI";"96782";"KIMBERLY INAFUKU";"808-456-9066";"14072";"PALISADES BAPTIST CHURCH PRESCHOOL";35;"2 years 6 months";"6 years";"20210731";"Oahu";"Pacific Palisades"
"GCC";"PALI VIEW BAPTIST CHURCH";;"45-510 HALEKOU RD";;"KANEOHE";"HI";"96744";;"45-510 HALEKOU RD";;"KANEOHE";"HI";"96744";"ANGALEE MCKEAGUE";"808-235-2271";"14071";"PALI VIEW BAPTIST PRESCHOOL";75;"2 years";"7 years";"20210930";"Oahu";"Kaneohe"
"GCC";"PARENT PARTICIPATION NURSERY SCHOOL";;"92 KANEOHE BAY DR";;"KAILUA";"HI";"96734";;"92 KANEOHE BAY DR";;"KAILUA";"HI";"96734";"NADEGE POWERS";"808-254-8833";"13488";"PARENT PARTICIPATION NURSERY SCHOOL";30;"2 years 8 months";"7 years";"20210630";"Oahu";"Aikahi"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"1121 MIDDLE ST";;"HONOLULU";"HI";"96819";;"1485 LINAPUNI ST";"105";"HONOLULU";"HI";"96819";"LORI-LEI TAGAMI";"808-792-9769";"15213";"PACT FERN PREPLUS HEAD START";20;"2 years";"6 years";"20201231";"Oahu";"Kalihi"
"GCC";"PARENTS AND CHILDREN TOGETHER";;"2471 KULA KOLEA DR";"A15  A16";"HONOLULU";"HI";"96819";;"1485 LINAPUNI ST";"105";"HONOLULU";"HI";"96819";"LORI-LEI TAGAMI";"808-842-5996";"13467";"PACT KALIHI ELEMENTARY HEAD START A LICENSED DP";40;"2 years";"6 years";"20210131";"Oahu";"Kalihi"
"GCC";"PSI CHILD CENTERS";;"175 KIHAPAI ST";;"KAILUA";"HI";"96734";;"175 KIHAPAI ST";;"KAILUA";"HI";"96734";"MARGARETE KEEGAN";"808-261-8278";"13603";"SUNSHINE SCHOOL";49;"2 years 6 months";"9 years";"20210317";"Oahu";"Kailua Town"
"GCC";"THE CHILDRENS HOUSE";;"1840 KOMO MAI DR";;"PEARL CITY";"HI";"96782";;"1840 KOMO MAI DR";;"PEARL CITY";"HI";"96782";"TODD LOS BANOS";"808-455-4131";"13696";"THE CHILDRENS HOUSE PRESCHOOL";210;"2 years 6 months";"6 years";"20220222";"Oahu";"Pearl City"
"GCC";"THE EARLY SCHOOL";;"2510 BINGHAM ST";;"HONOLULU";"HI";"96826";;"2510 BINGHAM ST";;"HONOLULU";"HI";"96826";"STEPHANY CECIL";"808-944-1992";"13620";"THE EARLY SCHOOL";45;"2 years 9 months";"7 years";"20220531";"Oahu";"Moiliili"
"GCC";"THE SALVATION ARMY";;"75223 KALANI ST";;"KAILUA-KONA";"HI";"96740";;"PO BOX 1358";;"KAILUA-KONA";"HI";"96745";"RODELLE SMITH";"808-326-7780EXT 1";"12092";"THE SALVATION ARMY OHANA KEIKI DAY CARE CENTER";49;"2 years 8 months";"12 years";"20220331";"Hawaii";"Kailua-Kona"
"GCC";"THE TODDLER PROGRAM";;"3509 PAHOA AVE";;"HONOLULU";"HI";"96816";;"3509 PAHOA AVE";;"HONOLULU";"HI";"96816";"KASEY MURAOKA";"808-735-3197";"13626";"THE TODDLER PROGRAM";32;"2 years";"6 years";"20210131";"Oahu";"Waialae"
"GCC";"TRINITY CHRISTIAN CHURCH";;"875 AULOA RD";;"KAILUA";"HI";"96734";;"875 AULOA RD";;"KAILUA";"HI";"96734";"IRENE KANO";"808-262-8501ext 110";"13636";"TRINITY CHRISTIAN SCHOOL";66;"3 years";"7 years";"20210831";"Oahu";"Maunawili"
"GCC";"TRINITY LUTHERAN CHURCH";;"1611 CALIFORNIA AVE";;"WAHIAWA";"HI";"96786";;"1611 CALIFORNIA AVE";;"WAHIAWA";"HI";"96786";"CORISSA SHEETS";"808-621-6033";"14197";"TRINITY LUTHERAN SCHOOL PRESCHOOL PROGRAM";49;"3 years";"6 years";"20201213";"Oahu";"Wahiawa Town"
"GCC";"UNITED CHURCH OF CHRIST JUDD ST";;"467 N JUDD ST";;"HONOLULU";"HI";"96817";;"467 N JUDD ST";;"HONOLULU";"HI";"96817";"KALEI DEMELLO";"808-777-2773";"13480";"PALI PRESCHOOL";190;"2 years";"9 years";"20201231";"Oahu";"Liliha"
"GCC";"UNITY SCHOOL";;"3608 DIAMOND HD CIR";;"HONOLULU";"HI";"96815";;"3608 DIAMOND HD CIR";;"HONOLULU";"HI";"96815";"RANDI ROBERTS";"808-735-7666";"13641";"UNITY SCHOOL";80;"2 years";"6 years";"20210331";"Oahu";"Diamond Head"
"GCC";"RAINBOW SCHOOL";;"300 ALA MOANA BLVD";"1-108";"HONOLULU";"HI";"96850";;"PO BOX 50043";;"HONOLULU";"HI";"96850";"SARAH DESUACIDO";"808-541-1701";"13517";"RAINBOW SCHOOL HONOLULU";75;"2 years";"6 years";"20201231";"Oahu";"DT Business District"
"GCC";"RAINBOW SCHOOL";;"56-463 KAMEHAMEHA HWY";;"KAHUKU";"HI";"96731";;"56-463 KAMEHAMEHA HWY";;"KAHUKU";"HI";"96731";"ELLEN VIERRA";"808-293-9341EXT 102";"14103";"RAINBOW SCHOOL KAHUKU";75;"2 years";"6 years";"20211027";"Oahu";"Kahuku"
"GCC";"RAINBOW SCHOOL";;"95-1361 MEHEULA PKWY";;"MILILANI TOWN";"HI";"96789";;"95-1361 MEHEULA PKWY";;"MILILANI TOWN";"HI";"96789";"PAMELA LANIAS";"808-623-3955";"14105";"RAINBOW SCHOOL - MILILANI, A LICENSED DEMONSTRATION PROJECT";62;"2 years";"6 years";"20201014";"Oahu";"Mililani Town"
"GCC";"RAINBOW SCHOOL";;"108 CALIFORNIA AVE";;"WAHIAWA";"HI";"96786";;"108 CALIFORNIA AVE";;"WAHIAWA";"HI";"96786";"SARAH DESCUCIADO";"808-621-3933";"14656";"RAINBOW SCHOOL - WAHIAWA";49;"2 years";"6 years";"20210614";"Oahu";"Wahiawa Town"
"GCC";"ST ANTHONY'S CHURCH";;"1627 B MILL ST";;"WAILUKU";"HI";"96793";;"1627 B MILL ST";;"WAILUKU";"HI";"96793";"CARLENE SANTOS";"808-242-9024";"14733";"ST ANTHONY PRESCHOOL";48;"3 years";"7 years";"20210131";"Maui";"Wailuku"
"GCC";"SEAGULL SCHOOLS INC";;"1300 KAILUA RD";;"KAILUA";"HI";"96734";;"1300 KAILUA RD";;"KAILUA";"HI";"96734";"JAYNE ARASAKI";"808-261-8534";"13554";"SEAGULL SCHOOL OF KAILUA";74;"2 years";"6 years";"20201231";"Oahu";"Kailua Town"
"GCC";"SEAGULL SCHOOLS INC";;"531 FARRINGTON HWY";;"KAPOLEI";"HI";"96707";;"531 FARRINGTON HWY";;"KAPOLEI";"HI";"96707";"JAYNE ARASAKI";"808-674-1444";"14137";"SEAGULL SCHOOL AT KAPOLEI";240;"2 years";"12 years";"20220301";"Oahu";"Kapolei"
"GCC";"SEAGULL SCHOOLS INC";;"1130 ALAPAI ST";;"HONOLULU";"HI";"96813";;"1130 ALAPAI STREET";;"HONOLULU";"HI";"96813";"LISA UYEHARA";"808-533-0004";"13618";"THE EARLY EDUCATION CENTER";236;"2 years";"8 years";"20210131";"Oahu";"DT Business District"
"GCC";"ST ANTHONY PARRISH SCHOOL";;"148 MAKAWAO ST";;"KAILUA";"HI";"96734";;"148 MAKAWAO ST";;"KAILUA";"HI";"96734";"BRIDGET OLSEN";"808-261-3331";"13581";"ST ANTHONY SCHOOL EARLY LEARNING CENTER";80;"2 years";"6 years";"20210630";"Oahu";"Kailua Town"
"GCC";"STAR OF THE SEA SCHOOLS";;"4470 ALIIKOA ST";"100";"HONOLULU";"HI";"96821";;"4470 ALIIKOA ST";"100";"HONOLULU";"HI";"96821";"LISA FOSTER";"808-734-3840";"13593";"MARY, STAR OF THE SEA EARLY LEARNING CENTER";250;"2 years";"7 years";"20201031";"Oahu";"Kahala"
"GCC";"ST CATHERINE SCHOOL";;"5021 KAWAIHAU RD";;"KAPAA";"HI";"96746";;"5021 KAWAIHAU RD";;"KAPAA";"HI";"96746";"FATHER ANTHONY RAPOZO";"808-822-4212";"14317";"ST CATHERINE PRESCHOOL";49;"2 years 8 months";"6 years";"20201229";"Kauai";"Kapa'a"
"GCC";"ST JOHN APOSTLE AND EVANGELIST CHURCH";;"95-370 KUAHELANI AVE";;"MILILANI TOWN";"HI";"96789";;"95-370 KUAHELANI AVE";;"MILILANI TOWN";"HI";"96789";"AMYTES QUIASON";"808-744-9538";"14156";"ST JOHNS CATHOLIC PRESCHOOL";24;"2 years 8 months";"6 years";"20210119";;
"GCC";"ST JOHN VIANNEY SCHOOL";;"940 KEOLU DR";;"KAILUA";"HI";"96734";;"940 KEOLU DR";;"KAILUA";"HI";"96734";"CARYN DEMELLO";"808-262-8317";"14918";"ST JOHN VIANNEY EARLY LEARNING CENTER";49;"3 years";"7 years";"20220131";"Oahu";"Kailua Town"
"GCC";"ST JOSEPH SCHOOL";;"94-651 FARRINGTON HWY";;"WAIPAHU";"HI";"96797";;"94-651 FARRINGTON HWY";;"WAIPAHU";"HI";"96797";"BEVERLY SANDOBAL";"808-677-4475";"14157";"ST JOSEPH SCHOOL PRE-KINDERGARTEN";24;"3 years 5 months";"6 years";"20210331";"Oahu";"Waipahu"
"GCC";"SAINT MICHAEL SCHOOL";;"67-340 HAONA ST";;"WAIALUA";"HI";"96791";;"67-340 HAONA ST";;"WAIALUA";"HI";"96791";"KAINOA FUKUMOTO";"808-637-7772";"14160";"SAINT MICHAEL SCHOOL";48;"2 years 9 months";"6 years";"20210228";"Oahu";"Waialua"
"GCC";"ST PHILOMENA EARLY LEARNING CENTER";;"3300 ALA LAULANI ST";;"HONOLULU";"HI";"96818";;"3300 ALA LAULANI ST";;"HONOLULU";"HI";"96818";"PETER TEDTAOTAO";"808-833-8080";"14162";"ST PHILOMENA EARLY LEARNING CENTER - PRESCHOOL PROGRAM";185;"2 years";"8 years";"20211231";"Oahu";"Salt Lake"
"GCC";"WAIKIKI COMMUNITY CENTER";;"310 PAOAKALANI AVE";;"HONOLULU";"HI";"96815";;"310 PAOAKALANI AVE";;"HONOLULU";"HI";"96815";"PAMELA SEELIG";"808-922-2098";"13651";"WAIKIKI COMMUNITY CENTER PRESCHOOL - GCC";98;"2 years";"7 years";"20220131";"Oahu";"Waikiki"
"GCC";"WAOLANI JUDD NAZARENE SCHOOL";;"408 NORTH JUDD ST";;"HONOLULU";"HI";"96817";;"408 NORTH JUDD ST";;"HONOLULU";"HI";"96817";"SANDY PASELIO";"808-531-5251EXT 303";"13658";"WAOLANI-JUDD NAZARENE SCHOOL";84;"2 years 8 months";"6 years";"20210131";"Oahu";"Alewa Heights"
"GCC";"WESLEY CHILDRENS PROGRAMS";;"1350 HUNAKAI ST";;"HONOLULU";"HI";"96816";;"1350 HUNAKAI ST";;"HONOLULU";"HI";"96816";"LORI-LEI TAGAMI";"808-732-3273";"13660";"WESLEY CHILDRENS PROGRAMS ENRICHMENT";34;"2 years";"6 years";"20211114";"Oahu";"Waialae"
"GCC";"CHRISTIAN LIBERTY ACADEMY";;"16-675 MILO STREET";;"KEAAU";"HI";"96749";;"16-675 MILO STREET";;"KEAAU";"HI";"96749";"DIANA PEREIRA";"808-966-8866(ELEM)";"10772";"CHRISTIAN LIBERTY PRESCHOOL";45;"3 years";"6 years";"20210819";"Hawaii";"Keaau"
"GCC";"CREATIVE DAY PRESCHOOL INC";;"744981 PALANI RD";;"KAILUA-KONA";"HI";"96740";;"PO BOX 2531";;"KAILUA-KONA";"HI";"96745";"JAN ACHAY";"808-329-1323";"14657";"CREATIVE DAY PRESCHOOL";150;"2 years";"9 years";"20211031";"Hawaii";"Kailua-Kona"
"GCC";"E MAKA'ALA SCHOOL";;"440 W. LANIKAULA STREET";;"HILO";"HI";"96720";;"440 W. LANIKAULA STREET";;"HILO";"HI";"96720";"LYNDELL LINDSEY";"808-961-3633";"10939";"E MAKA'ALA PRESCHOOL PROGRAM";72;"2 years";"6 years";"20210604";"Hawaii";"Hilo"
"GCC";"LIFEWATER CHURCH";;"816614 MAMALAHOA HWY";;"KEALAKEKUA";"HI";"96750";;"PO BOX 676";;"KEALAKEKUA";"HI";"96750";"LORI KAHAWAII";"808-323-2463";"12569";"SON SHINE PRESCHOOL & DAY CARE CENTER";49;"2 years";"8 years";"20220310";"Hawaii";"Kealakekua"
"GCC";"YWCA OF HAWAII ISLAND";;"145 ULULANI STREET";;"HILO";"HI";"96720";;"1382 KILAUEA AVENUE";;"HILO";"HI";"96720";"MICHELLE FLEMMING";"808-935-7141EXT203";"11177";"YWCA OF HAWAII ISLAND DEVELOPMENTAL PRESCHOOL";115;"2 years";"6 years";"20210802";"Hawaii";"Hilo"
"GCC";"HAWAII MONTESSORI INC.";;"74978 MANAWALEA STREET";;"KAILUA-KONA";"HI";"96740";;"74978 MANAWALEA STREET";;"KAILUA-KONA";"HI";"96740";"LISA KAHAWAII";"808-329-0700";"14602";"HAWAII MONTESSORI SCHOOLS, KONA CAMPUS - PRIMARY PROGRAM";56;"2 years";"8 years";"20220928";"Hawaii";"Kailua-Kona"
"GCC";"KAUAI INDEPENDENT DAYCARE SERVICES INC";;"1346 INIA ST";;"KAPAA";"HI";"96746";;"1346 INIA ST";;"KAPAA";"HI";"96746";"JANIS MARDONADA";"808-822-0262";"11537";"KAUAI INDEPENDENT DAYCARE SERVICES";84;"3 years";"8 years";"20201215";"Kauai";"Kapa'a"
"GCC";"KEIKI ALOHA PRESCHOOL";;"98-027 HEKAHA ST";"47";"AIEA";"HI";"96701";;"98-027 HEKAHA ST";"47";"AIEA";"HI";"96701";"TROY CYPRIANO";"808-488-5585";"11581";"KEIKI ALOHA PRESCHOOL";48;"2 years";"6 years";"20210228";"Oahu";"Waimalu"
"GCC";"MALAMALAMA WALDORF SCHOOL";;"15-1834 MAKUU DRIVE";;"KEAAU";"HI";"96749";;"HC 3 BOX 13068";;"KEAAU";"HI";"96749";"ALLYSON ANTHONY";"808-982-7701";"11801";"MALAMALAMA WALDORF SCHOOL KINDERHALE";49;"3 years";"7 years";"20220319";"Hawaii";"Keaau"
"GCC";"ST THERESA SCHOOL";;"8311 KAUMUALII HWY";;"KEKAHA";"HI";"96752";;"PO BOX 277";;"KEKAHA";"HI";"96752";"KACIE CADIENTE";"808-337-1351EXT. 24";"12626";"ST THERESA EARLY LEARNING ACADEMY";39;"2 years 8 months";"6 years";"20220420";"Kauai";"Kekaha"
"GCC";"JIKOEN HONGWANJI MISSION";;"1731 N SCHOOL STREET";;"HONOLULU";"HI";"96819";;"1731 N SCHOOL STREET";;"HONOLULU";"HI";"96819";"SUZUE NISHIYAMA";"808-845-7720";"13318";"JIKOEN HONGWANJI LUMBINI PRESCHOOL";68;"2 years";"6 years";"20201031";"Oahu";"Kalihi"
"GCC";"MAKAWAO HONGWANJI";;"223 HIWALANI LP";;"PUKALANI";"HI";"96788";;"223 HIWALANI LP";;"PUKALANI";"HI";"96788";"IRIS VALENTE";"808-572-7883";"14426";"MAKAWAO HONGWANJI PRESCHOOL";45;"3 years";"6 years";"20201031";"Maui";"Pukalani"
"GCC";"THE CHILDREN'S CENTER INC";;"2651A PALI HWY";;"HONOLULU";"HI";"96817";;"2651A PALI HWY";;"HONOLULU";"HI";"96817";"TERRY STONE";"808-595-6341";"13616";"THE CHILDRENS CENTER, INC.";60;"2 years";"7 years";"20201231";"Oahu";"Nuuanu"
"GCC";"BRIGHT BEGINNING LEARNING CENTER";;"54-109 KAWAIPUNA ST";;"HAUULA";"HI";"96717";;"PO BOX 638";;"HAUULA";"HI";"96717";"LARA WASSON";"808-293-1801";"14769";"BRIGHT BEGINNING LEARNING CENTER";42;"3 years";"5 years";"20220813";"Oahu";"Hauula"
"GCC";"AIEA HONGWANJI MISSION";;"99-186 PUAKALA ST";;"AIEA";"HI";"96701";;"99-186 PUAKALA ST";;"AIEA";"HI";"96701";"CLAIRE TAMAMOTO";"808-488-0404";"14777";"AIEA HONGWANJI PRESCHOOL";105;"2 years";"6 years";"20201228";"Oahu";"Aiea Heights"
"GCC";"INTERNATIONAL CHRISTIAN SCHOOLS KONA HAWAII CAMPUS INC";;"755851 KUAKINI HWY";;"KAILUA-KONA";"HI";"96740";;"755851 KUAKINI HWY";;"KAILUA-KONA";"HI";"96740";"FUANUU LAAPUI";"808-326-4411";"12765";"UNIVERSITY OF THE NATIONS PRESCHOOL";88;"2 years 8 months";"8 years";"20220429";"Hawaii";"Kailua-Kona"
"GCC";"FIRST BAPTIST CHURCH OF WAHIAWA";;"1233 CALIFORNIA AVE";;"WAHIAWA";"HI";"96786";;"1233 CALIFORNIA AVE";;"WAHIAWA";"HI";"96786";"BELINDA CATINGUB";"808-622-2454";"14204";"WAHIAWA BAPTIST PRESCHOOL";61;"2 years";"6 years";"20210517";"Oahu";"Wahiawa Town"
"GCC";"SMALL WORLD PRESCHOOL";;"65 1253 KAWAIHAE ROAD";;"KAMUELA";"HI";"96743";;"P O BOX 636";;"KAMUELA";"HI";"96743";"BARBARA OZAKI";"808-885-4388";"12551";"SMALL WORLD PRESCHOOL";49;"2 years";"7 years";"20211108";"Hawaii";"Kamuela"
"GCC";"EMMANUEL LUTHERAN CHURCH AND SCHOOLS";;"520 WEST ONE ST";;"KAHULUI";"HI";"96732";;"520 WEST ONE ST";;"KAHULUI";"HI";"96732";"DANA LIHAU LEWIS";"808-873-6339";"14390";"EMMANUEL LUTHERAN PRESCHOOL";42;"3 years";"6 years";"20210228";"Maui";"Kahului"
"GCC";"PAHALA PRESCHOOL";"PAHALA UNITED METHODIST";"961225 HUAPALA ST";;"PAHALA";"HI";"96777";;"PO BOX 366";;"PAHALA";"HI";"96777";"KATHY ANDRADE";"808-928-8541";"12150";"PAHALA PRESCHOOL";24;"2 years 8 months";"6 years";"20210430";"Hawaii";"Pahala"
"GCC";"AHA PUNANA LEO INC";;"16-120 'OPUKAHA'IA STREET";;"KEAAU";"HI";"96749";;"96 PU'UHONU PLACE";;"HILO";"HI";"96720";"KAYLA ASING";"808-982-8870";"12302";"PUNANA LEO O HILO";41;"2 years";"6 years";"20201031";"Hawaii";"Keaau"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"315 KUULEI";"G105";"KAILUA";"HI";"96734";;"1132 BISHOP ST.";"STE 100";"HONOLULU";"HI";"96813";"ALLISON YOKOYAMA";"808-847-2400";"14869";"KAILUA ELEMENTARY PRE-PLUS HEAD START";20;"3 years";"6 years";"20210228";"Oahu";"Kailua Town"
"GCC";"KAMAAINA CARE INC";;"1425 KEOLU DR";;"KAILUA";"HI";"96734";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"NICOLE SHODAHL";"808-263-5554";"13222";"KAMAAINA KIDS ENCHANTED LAKE";80;"2 years";"13 years";"20210625";"Oahu";"Keolu Hills"
"GCC";"KAMAAINA CARE INC";;"50 S PAPA AVENUE";;"KAHULUI";"HI";"96732";;"156C HAMAKUA DRIVE";;"KAILUA";"HI";"96734";"HEATHER NELSON";"808-877-7256";"14677";"KAMAAINA KIDS KAHULUI PRESCHOOL";55;"2 years";"10 years";"20220430";"Maui";"Kahului"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"1601 N SCHOOL ST";"BLDG F4";"HONOLULU";"HI";"96817";;"1132 BISHOP STREET";"SUITE 100";"HONOLULU";"HI";"96813";"<NO NAME>";"808-521-4531";"13421";"KAPALAMA ELEMENTARY HEAD START";20;"3 years";"6 years";"20201231";"Oahu";"Kapalama"
"GCC";"KAMEHAMEHA SCHOOLS";;"845574 HONAUNAU BEACH RD";;"CAPTAIN COOK";"HI";"96704";;"P O BOX 1659";;"KAILUA-KONA";"HI";"96745";"COLLEEN FRATINARDO";"808-334-0599EXT 223";"14642";"KAMEHAMEHA SCHOOLS - HONAUNAU PRESCHOOL";22;"3 years";"6 years";"20201030";"Hawaii";"Captain Cook"
"GCC";"ARK OF SAFETY CHRISTIAN FELLOWSHIP";;"86-120 FARRINGTON HWY";"A109 & A110";"WAIANAE";"HI";"96792";;"86-120 FARRINGTON HWY";"A109 & A110";"WAIANAE";"HI";"96792";"JADEEN TUINEI";"808-696-8928";"15031";"ARK OF SAFETY CHRISTIAN ACADEMY";42;"2 years 6 months";"6 years";"20220131";"Oahu";"Waianae"
"GCC";"NEW HOPE LEEWARD";;"94-050 FARRINGTON HWY";"C-2";"WAIPAHU";"HI";"96797";;"94-050 FARRINGTON HWY";"C-2";"WAIPAHU";"HI";"96797";"KAREN MALUO";"808-678-3776";"16011";"NEW HOPE CHRISTIAN SCHOOL";123;"2 years";"6 years";"20201202";"Oahu";"Waipahu"
"GCC";"KAMAAINA CARE INC";;"45-520 KEAAHALA ROAD";;"KANEOHE";"HI";"96744";;"156C HAMAKUA DR";;"KAILUA";"HI";"96734";"NEVITRA WHORLINE";"808-247-0718";"15798";"KAMAAINA KIDS KANEOHE PRESCHOOL";59;"2 years";"10 years";"20210731";"Oahu";"Kaneohe"
"GCC";"STEPPING STONES ACADEMY";;"98-761 OIHANA PL";"STE 1";"AIEA";"HI";"96701";;"98-761 OIHANA PL";"STE 1";"AIEA";"HI";"96701";"DIANA SAKURAI";"808-485-1010";"15779";"STEPPING STONES ACADEMY PRESCHOOL";70;"2 years 6 months";"6 years";"20210828";"Oahu";"Waimalu"
"GCC";"KAMAAINA CARE INC";;"553 WAINEE STREET";;"LAHAINA";"HI";"96761";;"156C HAMAKUA DRIVE";;"KAILUA";"HI";"96734";"STACY CLARK";"808-667-0422";"15697";"KAMAAINA KIDS LAHAINA PRESCHOOL";48;"2 years";"10 years";"20220731";"Maui";"Lahaina"
"GCC";"NISEI VETERANS MEMORIAL CENTER";;"3 GO FOR BROKE PLACE";;"WAILUKU";"HI";"96793";;"PO BOX 969";;"WAILUKU";"HI";"96793";"JENNA CARROLL";"808-242-5437";"15708";"KANSHA PRESCHOOL";16;"2 years 8 months";"6 years";"20210430";"Maui";"Wailuku"
"GCC";"KAMEHAMEHA SCHOOLS";;"275 AAPUEO PARKWAY";;"MAKAWAO";"HI";"96768";;"661 KAUMUALII STREET";;"WAILUKU";"HI";"96793";"LISA PAHUKOA";"808-760-5000";"16022";"KAMEHAMEHA AAPUEO PRESCHOOL";30;"3 years";"6 years";"20210930";"Maui";"Makawao"
"GCC";"WAIKOLOA BAPTIST KEIKILAND";;"683670 PANIOLO AVE";;"WAIKOLOA";"HI";"96738";;"PO BOX 384330";;"WAIKOLOA";"HI";"96738";"MELISSA MACION";"808-883-8202";"12820";"WAIKOLOA BAPTIST KEIKILAND";49;"2 years";"8 years";"20201114";"Hawaii";"Waikoloa"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"91-1280 RENTON RD";;"EWA BEACH";"HI";"96706";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"JASON TAKIMOTO";"808-847-2400";"15666";"HCAP HEAD START EWA ELEMENTARY PRE-PLUS";20;"3 years";"6 years";"20210331";"Oahu";"Ewa Beach"
"GCC";"KAMAAINA CARE INC";;"5919 KALANIANAOLE HWY";;"HONOLULU";"HI";"96821";;"156 HAMAKUA DR";"C";"KAILUA";"HI";"96734";"SHIRENA LEONG";"808-394-6055";"16514";"KAMAAINA KIDS HOLY TRINITY PRESCHOOL";38;"2 years";"10 years";"20210131";"Oahu";"Aina Haina"
"GCC";"SEAGULL SCHOOLS INC";;"91-203 KAIMELE PL";;"EWA BEACH";"HI";"96706";;"91-203 KAIMELE PL";;"EWA BEACH";"HI";"96706";"MELISSA KASIK-REQUILMAN";"808-689-6021";"15803";"SEAGULL SCHOOL AT OCEAN POINTE";238;"2 years";"7 years";"20210131";"Oahu";"Ewa Beach"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"91-1280 RENTON RD";;"EWA BEACH";"HI";"96706";;"94-810 MOLOALO ST";"SUITE 200";"WAIPAHU";"HI";"96797";"MAYASA RICHARDS";"808-699-2017";"16032";"HCAP HEAD START EWA I & II";40;"3 years";"6 years";"20210401";"Oahu";"Ewa Beach"
"GCC";"KAMEHAMEHA SCHOOLS";;"15-1906 20TH AVENUE";;"KEAAU";"HI";"96749";;"101 AUPUNI STREET";"STE 227";"HILO";"HI";"96720";"PEGGY KALALAU";"808-935-2165";"14695";"KAMEHAMEHA PRESCHOOL-KEAAU";20;"3 years";"6 years";"20201020";"Hawaii";"Keaau"
"GCC";"PEARL HARBOR CHRISTIAN ACADEMY";;"94-1044 WAIPIO UKA ST";;"WAIPAHU";"HI";"96797";;"94-1044 WAIPIO UKA ST";;"WAIPAHU";"HI";"96797";"CAROLINA WILLIAMS";"808-678-3997";"15994";"PEARL HARBOR CHRISTIAN ACADEMY PRESCHOOL";31;"2 years 8 months";"6 years";"20210303";"Oahu";"Waipio"
"GCC";"EDITH KANAKAOLE FOUNDATION(FORMERLY LAUHUKI)";;"1500 KALANIANAOLE AVENUE";;"HILO";"HI";"96720";;"1500 KALANIANAOLE AVENUE";;"HILO";"HI";"96720";"UILANI BRANDT";"808-961-5242";"14593";"KULA KAMALI'I O HI'IKEAKAIKAMALAMA";25;"3 years";"6 years";"20201007";"Hawaii";"Hilo"
"GCC";"HONOLULU COMMUNITY ACTION PROGRAM INC";;"2759 SOUTH KING STREET";;"HONOLULU";"HI";"96826";;"1132 BISHOP STREET";"SUITE 100";"HONOLULU";"HI";"96813";"SPENCER TENGAN";"808-843-4309";"15679";"KUHIO ELEMENTARY PREPLUS HEAD START";20;"3 years";"6 years";"20201031";"Oahu";"Moiliili"
"GCC";"ST ANDREWS PRIORY SCHOOL";;"3019 PALI HWY";;"HONOLULU";"HI";"96817";;"3019 PALI HWY";;"HONOLULU";"HI";"96817";"SUSAN OKOGA";"808-595-4686";"13514";"QUEEN EMMA PRESCHOOL";158;"2 years";"6 years";"20201130";"Oahu";"Nuuanu"
