ServiceType;ProviderName;Building;Street1;Street2;City;State;ZipCode;Building(Mailing);Street1(Mailing);Street2(Mailing);City(Mailing);State(Mailing);ZipCode(Mailing);ContactPerson;Phone;LicenseNo;LicenseName;Capacity;MinimumAge;MaximumAge;LicensePeriodStart;LicensePeriodEnd
FCC;CHANG, PERRILYNN;;;;HONOLULU;HI;96819;;;;HONOLULU;HI;96819;;808-842-5522;15825;PERRI AND RUSSELL CHANG;6;6 weeks;13 years;05/01/2017;04/30/2019
FCC;PACHECO, MARJORIE L;;;;KAILUA;HI;96734;;;;KAILUA;HI;96734;;808-261-6476;14999;MARJORIE & RANDAL PACHECO;6;1 day;13 years;10/29/2017;10/28/2019
FCC;OKAMURA, BETH M;;;;KAILUA;HI;96734;;;;KAILUA;HI;96734;;808-263-2397;13448;BETH & CLEVE OKAMURA;6;1 day;13 years;02/01/2018;01/31/2020
FCC;MARTIN, CHEYNE M;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-959-8419;16700;CHEYNE AND MICHAEL MARTIN;3;1 year;6 years;09/16/2016;09/15/2018
FCC;HOOPII, IPOLANI T;;;;CAPTAIN COOK;HI;96704;;PO BOX 45;;KEALAKEKUA;HI;96750;;808-315-8813;16493;IPOLANI AND SMOKEY HOOPII, DBA ;6;2 weeks;13 years;12/01/2017;11/30/2019
FCC;MAKANE'OLE, DONI-MAE;;;;MOUNTAINVIEW;HI;96771;;P O BOX 711456;;MOUNTAINVIEW;HI;96771;;808-968-7672;15909;DONI-MAE MAKANE'OLE, LITTLE ;6;1 year 3 months;4 years;08/16/2017;05/20/2019
FCC;FISHER, ROBIN A;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-329-0720;14618;ROBIN AND DONALD FISHER, DBA ;6;1 week;13 years;03/28/2018;03/27/2020
FCC;CHIN, ROSALIND L;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-244-3543;15960;ROSALIND & LARRY CHIN;6;1 day;7 years;04/01/2018;03/31/2020
FCC;BALKOVEKVIERNES, COURTNEY N;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-344-5276;16107;COURTNEY BALKOVEK VIERNES & ;6;1 year;12 years;12/01/2016;11/30/2018
FCC;KAINOA, KUUIPO L;;;;KAMUELA;HI;96743;;;;KAMUELA;HI;96743;;808-885-4603;15660;KUUIPO AND GODFREY KAINOA JR, DBA ;6;6 weeks;7 years;06/12/2017;06/11/2019
FCC;REDEROS, LAURA J;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-640-6666;15373;LAURA AND HENRY REDEROS JR;6;6 weeks;6 years;02/28/2017;02/27/2019
FCC;RICHARDS, SHIRYLENE H;;;;KAMUELA;HI;96743;;PO BOX 2014;;KAMUELA;HI;96743;;808-937-8473(CELL);16122;SHIRYLENE AND FLOYD RICHARDS, DBA ;6;6 weeks;13 years;03/19/2017;03/18/2019
FCC;RAYMOND, TOMA M;;;;KAPAAU;HI;96755;;PO BOX 752;;KAPAAU;HI;96755;;808-889-0604;15937;TOMA AND DARRINGER RAYMOND;6;4 weeks;13 years;07/25/2017;07/24/2019
FCC;VILLAFANIA, DIAHNN F;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-355-8662;15354;DIAHNN & JEFFREY VILLAFANIA, DBA ;6;1 week;11 years;01/28/2017;01/27/2019
FCC;KALEIOHI, ANDREA D;;;;KILAUEA;HI;96754;;;;KILAUEA;HI;96754;;808-346-1421;16596;JARED AND ANDREA KALEIOHI;6;6 weeks;12 years;11/03/2016;11/02/2018
FCC;BRAUN, DOROTHY D;;;;LIHUE;HI;96766;;;;LIHUE;HI;96766;;808-635-2594;14259;NORMAN & DOROTHY BRAUN;6;1 day;12 years;05/29/2017;05/28/2019
FCC;BALLESTEROS, BRENDA A;;;;MILILANI TOWN;HI;96789;;;;MILILANI TOWN;HI;96789;;808-626-8753;15479;BRENDA AND HAPHIL BALLESTEROS;6;6 weeks;13 years;09/26/2017;09/25/2019
FCC;HEE, PRISCILLA Y;;;;HONOLULU;HI;96817;;;;HONOLULU;HI;96817;;808-386-6228;16529;PRISCILLA & BRADLEY HEE;6;1 month;13 years;09/14/2016;09/13/2018
FCC;DOLE, SHYAMA R;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-214-6989;16660;SHYAMA AND TUAN DOLE;6;1 day;13 years;02/01/2018;01/31/2020
FCC;KALER, FLORENCE M;;;;MOUNTAINVIEW;HI;96771;;P.O. BOX 711642;;MOUNTAINVIEW;HI;96771;;808-937-2786;16667;FLORENCE MAE KALER;6;2 years 6 months;12 years;02/04/2017;04/11/2019
FCC;KALILI, KRYSTAL L;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-960-3759;16441;KRYSTAL AND KEOLAOKALANI  KALILI;6;2 months;13 years;02/18/2017;02/05/2019
FCC;VIDINHA, CHERYL K;;;;KALAHEO;HI;96741;;;;KALAHEO;HI;96741;;808-332-8791;16128;TOBY & CHERYL VIDINHA;6;1 day;12 years;02/25/2018;02/24/2020
FCC;BECK, MARAU K;;;;HANALEI;HI;96714;;PO BOX 371;;HANALEI;HI;96714;;808-826-7832;16189;HOBEY AND MARAU BECK;6;2 years;6 years;06/02/2017;06/01/2019
FCC;TECSON, MIKIALAPUA M;;;;KAPAA;HI;96746;;;;KAPAA;HI;96746;;808-651-9977;15944;MIKIALAPUA TECSON;5;3 weeks;6 years;12/21/2016;09/20/2018
FCC;MOLETA, DARLENE L;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-772-4364;16316;DARLENE AND CHET MOLETA;6;2 weeks;8 years;11/17/2016;11/16/2018
FCC;KANAELE, YVETTE P;;;;MAKAWAO;HI;96768;;;;MAKAWAO;HI;96768;;808-281-4529;16341;YVETTE & LEIGHTON KANAELE;6;1 year 6 months;6 years;10/01/2016;09/30/2018
FCC;LAGUNDINO, FE G;;;;WAIANAE;HI;96792;;;;WAIANAE;HI;96792;;808-668-2499;16243;FE AND NESTOR LAGUNDINO;6;1 month;11 years;07/29/2016;07/28/2018
FCC;EWING, HEIDI;;;;PAAUILO;HI;96776;;PO BOX 760515;;PAAUILO;HI;96776;;808-776-1363;16244;HEIDI EWING AND THEODORE MERRELL;6;6 months;5 years;07/26/2017;07/25/2018
FCC;FREITAS, KITTY L;;;;LIHUE;HI;96766;;;;LIHUE;HI;96766;;808-482-1289;16242;KITTY FREITAS;6;1 month;12 years;07/02/2017;07/01/2019
FCC;JOHNSON, PRISCILLA G;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-674-1427;16251;PRISCILLA GAYLE JOHNSON;6;2 months;8 years;09/18/2017;09/17/2019
FCC;MEDINA, CLARA M;;;;KEAAU;HI;96749;;HCR 1 BOX 5483;;KEAAU;HI;96749;;808-982-6463;16253;JOSEPH AND CLARA MEDINA DBA JC ;6;1 day;5 years;09/04/2016;09/03/2018
FCC;TAMASHIRO, SHARLENE C;;;;MILILANI TOWN;HI;96789;;;;MILILANI TOWN;HI;96789;;808-623-8699;14182;SHARLENE & NOLAN TAMASHIRO;6;1 month;12 years;11/01/2017;10/31/2019
FCC;FERNANDEZ, MARILYN M;;;;LIHUE;HI;96766;;;;LIHUE;HI;96766;;808-651-8460;15784;MELVIN & MARILYN FERNANDEZ;6;1 month;12 years;07/18/2017;07/17/2019
FCC;GALLARDO, NORNETTE P;;;;KAPAA;HI;96746;;PO BOX 2;;KAPAA;HI;96746;;808-822-0083;15065;JEFFREY & NORNETTE GALLARDO;6;1 day;12 years;02/25/2017;02/24/2019
FCC;LIMASA, KIMBERLEY A;;;;KAPOLEI;HI;96707;;PO BOX 75615;;KAPOLEI;HI;96707;;808-330-3131;16114;KIMBERLEY AND LAURENCE LIMASA JR;6;4 weeks;13 years;03/27/2018;03/26/2020
FCC;GOODMAN, CATHERINE J;;;;HILO;HI;96720;;PO BOX 1715;;HILO;HI;96721;;808-938-6783;16270;CATHERINE GOODMAN;6;1 month;13 years;08/19/2017;08/18/2019
FCC;LEE, TYRA K;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-959-7674;16119;TYRA AND TYSON LEE;6;1 day;5 years;05/02/2017;05/01/2019
FCC;SILVA, LILY-ANN K;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-989-8974;15984;MAURICE AND LILY-ANN SILVA;6;7 months;5 years;08/01/2017;07/31/2019
FCC;MAKANEOLE, FRANCI S;;;;WAIMANALO;HI;96795;;;;WAIMANALO;HI;96795;;808-292-4581;16426;FRANCI MAKANEOLE;6;2 months;6 years;06/01/2018;05/31/2020
FCC;BECKER, HEATHER A;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-348-2467;16420;HEATHER BECKER;6;6 weeks;12 years;02/19/2018;02/18/2020
FCC;KAPELA, SANDY L;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-597-4704;16288;SANDY KAPELA;6;2 months;7 years;03/04/2017;03/03/2019
FCC;BERG, SYLVIE;;;;HAIKU;HI;96708;;;;HAIKU;HI;96708;;808-264-9287;16084;SYLVIE BERG;6;1 year;13 years;02/01/2018;01/31/2020
FCC;ZANE, JIE;;;;HONOLULU;HI;96816;;;;HONOLULU;HI;96816;;808-664-9982;16300;JIE & GORDON ZANE;6;2 months;12 years;01/01/2017;12/31/2018
FCC;RIVERA, TRISH A;;;;ANAHOLA;HI;96703;;PO BOX 19;;ANAHOLA;HI;96703;;808-823-8551;16354;WENTWORTH II & TRISH RIVERA;6;4 weeks;12 years;12/03/2016;12/02/2018
FCC;ALULI, SHAVON N;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-630-0554;17087;SHAVON ALULI;4;1 month;13 years;01/03/2017;01/02/2019
FCC;YAMURA, LEILANI M;;;;PEARL CITY;HI;96782;;;;PEARL CITY;HI;96782;;808-232-8035;17044;LEILANI AND SAI YAMURA;6;2 months;12 years;08/23/2017;08/22/2019
FCC;IWASAKI, DANEL N;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-482-1644;17089;DANEL AND SCOTT IWASAKI;6;1 month;8 years;03/11/2018;03/10/2020
FCC;SUEOKA, ANGELA ANN A;;;;HONOLULU;HI;96817;;;;HONOLULU;HI;96817;;808-265-7293;17092;ANGELA & KEITH SUEOKA;6;6 weeks;11 years;11/01/2017;10/31/2019
FCC;NAKATSUKASA, AUBREY V;;;;MILILANI TOWN;HI;96789;;;;MILILANI TOWN;HI;96789;;808-384-2835;17093;AUBREY AND TODD NAKATSUKASA;5;2 months;12 years;12/18/2016;12/17/2018
FCC;KNIGHT, MARYANN K;;;;LAWAI;HI;96765;;PO BOX 934;;LAWAI;HI;96765;;808-634-1234;16999;WAYNE & MARYANN KNIGHT SR;6;1 month;12 years;08/28/2017;08/27/2018
FCC;DULAN-AKIMA, HENRILYN L;;;;HILO;HI;96720;;P.O. BOX 794;;KAPAAU;HI;96755;;808-969-9279(HILO HOME);17051;HENRILYN DULAN-AKIMA AND GARY ;6;1 day;12 years;09/11/2017;09/10/2019
FCC;KEOHOHOU, TIHANEI J;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-753-9162;17057;TIHANEI AND GLENN KEOHOHOU, JR;4;4 weeks;9 years;10/19/2017;10/18/2018
FCC;NISHIMURA, NANA;;;;HONOLULU;HI;96816;;;;HONOLULU;HI;96816;;808-753-8407;16968;NANA NISHIMURA & DAMIAN ZUKERAN;5;6 weeks;3 years;04/02/2018;04/01/2020
FCC;ABILAY, LUANA;;;;KIHEI;HI;96753;;;;KIHEI;HI;96753;;808-298-6131;17062;LUANA & CHAD ABILAY;6;1 day;13 years;02/01/2018;01/31/2020
FCC;PASCUA, JULIE A;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-258-7331;17012;JULIE AND RONALD PASCUA;6;3 months;11 years;04/11/2018;04/10/2020
FCC;KUWAYE, HELENE M;;;;HONOLULU;HI;96816;;;;HONOLULU;HI;96816;;808-737-6430;17065;HELENE KUWAYE;6;1 year 1 month;6 years;11/05/2016;11/04/2018
FCC;CLARK, INGRID R;;;;HAWI;HI;96719;;PO BOX 361;;HAWI;HI;96719;;808-889-6139;17022;INGRID AND ROBERT CLARK, DBA HAPPY ;6;1 year;13 years;08/29/2016;08/28/2018
FCC;DRUMMONDO, EVA;;;;KANEOHE;HI;96744;;;;KANEOHE;HI;96744;;808-239-7798;17023;EVA & FRANCIS DRUMMONDO JR;6;1 month;10 years;10/01/2017;09/30/2019
FCC;TOYA, MAKIKO;;;;HONOLULU;HI;96816;;;;HONOLULU;HI;96816;;808-391-0771;17066;MAKIKO & JACOB TOYA;5;6 weeks;13 years;02/04/2017;02/03/2019
FCC;TAKARA, SANDRA M;;;;PEARL CITY;HI;96782;;;;PEARL CITY;HI;96782;;808-282-1430;16981;SANDRA AND STEVEN TAKARA;6;6 weeks;13 years;03/21/2017;03/20/2019
FCC;ADAMS, MICHELLE A;;;;KAMUELA;HI;96743;;PO BOX 2612;;KAMUELA;HI;96743;;808-557-0672;17069;MICHELLE AND CHARLES ADAMS, DBA ;6;6 weeks;12 years;02/11/2017;02/10/2019
FCC;ASATO, VERA MARIE M;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-688-2525;17071;VERA AND VERNON ASATO;6;6 weeks;13 years;10/29/2016;10/28/2018
FCC;IHU, TRACY K;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-283-3012;17072;TRACY AND PATRICK IHU;6;3 months;5 years;01/01/2018;12/31/2019
FCC;KODANI, DOREEN K;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-920-5072;17038;DOREEN AND RONALD KODANI;6;1 year;4 years;04/14/2017;04/13/2019
FCC;TOLENTINO, ELORENA K;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-222-8726;17115;ELORENA AND NELSON TOLENTINO;6;4 weeks;12 years;04/19/2017;04/18/2019
FCC;MCCARTNEY, ANTOINETTE M;;;;KAPAA;HI;96746;;;;KAPAA;HI;96746;;808-631-3759;16986;KEVIN & ANTOINETTE MCCARTNEY;6;2 months;12 years;05/03/2018;05/02/2020
FCC;GONSALES, ANNA M;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-671-0375;17039;ANNA AND RANDOLPH GONSALES;6;1 year 6 months;6 years;07/28/2017;07/27/2019
FCC;MATEO, KATERINA E;;;;LAWAI;HI;96765;;PO BOX 1313;;LAWAI;HI;96765;;808-652-8143;17041;KATERINA MATEO;6;1 year;5 years;09/05/2017;09/04/2019
FCC;LIBRANDOLACNO, LORI L;;;;MAKAWAO;HI;96768;;;;MAKAWAO;HI;96768;;808-573-2041;16917;LORI & MICHAEL LACNO;6;3 years;6 years;09/01/2016;08/31/2018
FCC;GOMME, LIKO E;;;;KIHEI;HI;96753;;;;KIHEI;HI;96753;;808-874-5978;16859;LIKO GOMME;6;1 day;13 years;05/01/2018;04/30/2020
FCC;KENDRICK, MARIA FE;;;;AIEA;HI;96701;;;;AIEA;HI;96701;;808-286-9363;16860;MARIA FE AND GARY KENDRICK;5;1 month;12 years;03/17/2018;03/16/2020
FCC;LEWITSKY, MIRANDA S;;;;HONOKAA;HI;96727;;;;HONOKAA;HI;96727;;808-339-3044;16863;MIRANDA LEWITSKY HEARTLIGHT ;6;2 years;14 years;03/30/2017;03/31/2019
FCC;OSHIRO, YUJI;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-677-5797;16810;YUJI AND KATHERINE OSHIRO;6;2 weeks;13 years;11/01/2016;10/31/2018
FCC;CAIRNS, ELENA R;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-937-4051;16922;ELENA AND DANE CAIRNS DBA AKAMAI ;6;4 weeks;18 years;10/31/2016;10/30/2018
FCC;DUMLAO, CHIHARU T;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-276-7566;16870;CHIHARU & RODOLFO DUMLAO;6;1 day;13 years;07/01/2018;03/31/2020
FCC;PAIO, SHEENA E;;;;KULA;HI;96790;;;;KULA;HI;96790;;808-342-5739;16827;SHEENA & CHAZ PAIO;6;1 day;6 years;12/01/2017;11/30/2019
FCC;NEUHART, ARINEE M;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-386-1413;16927;ARINEE & ERIC NEUHART;6;1 year 6 months;7 years;11/01/2016;10/31/2018
FCC;TODASEBASTIAN, RAYMI S;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-357-9360;16750;RAYMI TODA SEBASTIAN & DERICK ;6;6 weeks;12 years;08/01/2016;07/31/2018
FCC;ROMERO, CISSY B;;;;KAILUA;HI;96734;;;;KAILUA;HI;96734;;808-779-2476;16828;CISSY & GARY ROMERO;6;6 weeks;13 years;05/01/2017;04/30/2019
FCC;RAPOZA, DELORSE J;;;;AIEA;HI;96701;;;;AIEA;HI;96701;;808-488-6689;16880;DELORSE & PAUL RAPOZA;6;1 day;13 years;06/01/2017;05/31/2019
FCC;DAHILIG, DIANA J;;;;MAKAWAO;HI;96768;;;;MAKAWAO;HI;96768;;808-268-2185;16733;DIANA & EDWIN DAHILIG;6;1 day;13 years;09/01/2017;08/31/2019
FCC;MALABANAN, CELIA;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-688-2552;16830;CELIA AND RICHARD MALABANAN;6;3 months;12 years;01/14/2017;01/13/2019
FCC;AGUALO, JAME U;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-778-9909;16831;JAME AND GREG AGUALO;6;2 months;13 years;03/01/2018;02/28/2020
FCC;THEUS, RENEE J;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-600-5249;16834;RENEE AND FLOYD THEUS;6;6 weeks;13 years;12/29/2017;12/28/2019
FCC;GASPAR, MELANIE M;;;;KIHEI;HI;96753;;;;KIHEI;HI;96753;;808-250-0753;16885;MELANIE AND STEVEN GASPAR;6;1 day;11 years;07/01/2018;06/30/2020
FCC;WINGATE CHUNG, DAPHNE W;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-216-3638;16886;DAPHNE WINGATE-CHUNG & CLAYTON ;6;1 day;13 years;06/02/2018;06/01/2020
FCC;EMELIANO, DANIELLE K;;;;HONOLULU;HI;96813;;;;HONOLULU;HI;96813;;808-384-6064;16840;DANIELLE EMELIANO;6;3 months;6 years;03/01/2018;02/29/2020
FCC;NAKAISHI, LYNN L;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-959-2019;16895;LYNN AND CRAIG NAKAISHI;6;6 weeks;7 years;06/22/2018;06/21/2019
FCC;ARIAL, ROBERT W;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-829-9565(3/17);16945;ROBERT AND SHARON ARIAL;6;1 year;6 years;10/24/2017;10/23/2018
FCC;CANNE, ELIZABETH;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-386-5077627-2906 218-1464;16899;ELIZABETH AND REYNALDO CANNE;6;2 months;12 years;04/01/2017;03/31/2019
FCC;ISAAKO, JOLENE N;;;;AIEA;HI;96701;;;;AIEA;HI;96701;;808-226-5465;16724;JOLENE ISAAKO AND DEAN CLEMENTE;5;2 months;8 years;06/16/2017;06/15/2019
FCC;KAM, CHERILYN Y;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-754-2413;16725;CHERILYN AND ERNEST KAM;5;6 weeks;6 years;10/28/2016;10/27/2018
FCC;RECAMARA, ELIZABETH P;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-672-3191;16793;ELIZABETH AND CHARLES RECAMARA;6;3 months;12 years;09/06/2016;09/05/2018
FCC;LORENZO, LORNA ANN P;;;;KAMUELA;HI;96743;;P.O. BOX 2313;;KAMUELA;HI;96743;;808-896-2177;16858;LORNA LORENZO AND BRAD FELICIANO;6;1 week;13 years;04/04/2017;04/03/2019
FCC;KELIIPAAKAUA, SHAYE M;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-936-4377;17408;SHAYE AND KIMO KELIIPAAKAUA;6;6 weeks;5 years;09/29/2017;09/28/2018
FCC;HULLINGER, MARYJANE E;;;;KANEOHE;HI;96744;;;;KANEOHE;HI;96744;;808-421-8875;17411;MARY JANE HULLINGER;6;2 months;4 years;11/09/2017;11/08/2018
FCC;HAMMOND, JENNIFER L;;;;HONOLULU;HI;96821;;;;HONOLULU;HI;96821;;808-384-2179;17506;JENNIFER & GEORGE HAMMOND;6;6 weeks;13 years;12/12/2017;12/11/2018
FCC;MONIZ, SHERI A;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-489-1848;17489;SHERI & STEVEN MONIZ, JR;6;6 months;6 years;12/05/2017;12/04/2018
FCC;ONNAGAN, SHELLY B;;;;KIHEI;HI;96753;;;;KIHEI;HI;96753;;808-298-3312;17527;SHELLY ONNAGAN AND ABRAHAM RUIZ;6;1 year;7 years;10/01/2017;09/30/2018
FCC;BROWN, JUSTINA K;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-785-9474;17524;JUSTINA AND SIDRA BROWN;6;1 year;12 years;07/17/2018;07/16/2019
FCC;ALAKAI, JACQUELINE R;;;;PEARL CITY;HI;96782;;;;PEARL CITY;HI;96782;;808-541-7126;17536;JACQUELINE & JOSEPH ALAKAI;5;1 day;12 years;03/02/2018;03/01/2019
FCC;SMITH, SHERRY S;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-779-2865;17515;SHERRY & CLARENCE SMITH, III;6;3 months;13 years;04/19/2018;04/18/2019
FCC;BALA, LEILANI V;;;;PEARL CITY;HI;96782;;;;PEARL CITY;HI;96782;;808-330-8225;16752;LEILANI AND LOUIE BALA;6;2 months;13 years;07/12/2017;07/11/2019
FCC;CONMY, VICTORIA;;;;KULA;HI;96790;;;;KULA;HI;96790;;808-280-5354;17602;VICTORIA & PETER CONMY;6;2 years;6 years;08/01/2017;07/31/2018
FCC;REYES, CHERLYN L;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-797-7106;17423;CHERLYN & JERRICK REYES;6;1 day;13 years;12/02/2017;12/01/2018
FCC;MARROTTE, SHERYL ANNE C;;;;PAHOA;HI;96778;;P.O. BOX 1077;;KEAAU;HI;96749;;808-769-4532;17492;SHERYL ANNE AND CLIFFORD MARROTTE;6;2 years;10 years;08/30/2017;08/29/2018
FCC;VIERRA, LORNA L;;;;HONOLULU;HI;96813;;;;HONOLULU;HI;96813;;808-520-8422;17499;LORNA & HERBERT VIERRA;6;2 months;13 years;10/17/2017;10/16/2018
FCC;SCHUTTE, KIMBERLY K;;;;KAMUELA;HI;96743;;PO BOX 1685;;KAMUELA;HI;96743;;808-345-7590;17597;KIMBERLY AND BARNEY SCHUTTE;6;2 months;13 years;07/28/2017;07/27/2018
FCC;RITTECORPUZ, LIANA L;;;;HOOLEHUA;HI;96729;;PO BOX 376;;HOOLEHUA;HI;96729;;808-385-3371;17425;LI-ANA RITTE-CORPUZ AND FROILAN ;6;2 months;13 years;03/01/2018;02/28/2019
FCC;KUNISHIGE, GENOVIEVE H;;;;HILO;HI;96720;;;;HILO;HI;96720;;808-640-3727;17428;GENOVIEVE AND CRAIG KUNISHIGE;6;6 months;9 years;01/13/2018;01/12/2019
FCC;RHODEN, JULLIET S;;;;HONOLULU;HI;96816;;;;HONOLULU;HI;96816;;808-285-7308;17498;JULLIET RHODEN;6;6 months;6 years;10/01/2017;09/30/2018
FCC;FERENCE, DANA J;;;;EWA BEACH;HI;96706;;;;EWA BEACH;HI;96706;;808-636-1368;17600;DANA & JAMES FERENCE;6;1 year 1 month;10 years;08/10/2017;08/09/2018
FCC;BLACKBURN, MICHELLE L;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-870-9011;17494;MICHELLE & JOSEPH BLACKBURN;6;2 years;6 years;07/01/2018;05/31/2019
FCC;KUAHUIA, CHEYENNE M;;;;KAPOLEI;HI;96707;;;;KAPOLEI;HI;96707;;808-640-5817;17540;CHEYENNE KUAHUIA & JAMES KANE;6;2 weeks;13 years;12/08/2017;12/07/2018
FCC;ZAGOURAS, KELLINA C;;;;MAKAWAO;HI;96768;;;;MAKAWAO;HI;96768;;808-214-6020;17616;KELLINA & KONSTANDINOS ZAGOURAS;6;3 years;7 years;12/11/2017;11/30/2018
FCC;BERNADES, THERESA K;;;;WAIPAHU;HI;96797;;;;WAIPAHU;HI;96797;;808-450-9182;17435;THERESA BERNADES;5;2 weeks;13 years;03/02/2018;03/01/2019
FCC;PECK, MARSHEAL B;;;;KAILUA-KONA;HI;96740;;;;KAILUA-KONA;HI;96740;;808-355-8129;17436;MARSHEAL AND BRIAN PECK;6;6 weeks;12 years;02/16/2018;02/15/2019
FCC;KREC, EVONNA I;;;;KAHULUI;HI;96732;;;;KAHULUI;HI;96732;;808-856-1685;17521;EVONNA AND LECH KREC;6;2 years;7 years;11/01/2017;10/31/2018
FCC;TACTAY, CATHERINE T;;;;AIEA;HI;96701;;;;AIEA;HI;96701;;808-342-7228;17495;CATHERINE AND MARK TACTAY;6;1 day;13 years;11/21/2017;11/20/2018
FCC;WALKER, LORRIE;;;;WAIMEA;HI;96796;;PO BOX 49;;WAIMEA;HI;96796;;808-639-9344;17553;MATTHEW AND LORRIE WALKER;4;2 months;13 years;05/11/2018;05/10/2019
FCC;KAPANUI, JOHANNA M;;;;WAIANAE;HI;96792;;;;WAIANAE;HI;96792;;808-636-0466;17556;JOHANNA & KEANUENUE KAPANUI;6;4 weeks;10 years;02/28/2018;02/27/2019
FCC;DEPONTE, NANETTE U;;;;KEAAU;HI;96749;;PO BOX 135;;KEAAU;HI;96749;;808-982-3868;17557;NANETTE AND STANLEY DEPONTE;6;1 year 6 months;5 years;01/09/2018;07/27/2018
FCC;GRADY, CHRYSTAL T;;;;KAPAA;HI;96746;;;;KAPAA;HI;96746;;808-652-0596;17586;TOMIO AND CHRYSTAL GRADY;5;1 day;14 years;06/09/2018;06/08/2019
FCC;SARSONA, RAMONA H;;;;KAPAA;HI;96746;;;;KAPAA;HI;96746;;808-635-6536;17594;PETER AND RAMONA SARSONA;6;1 year;11 years;06/30/2018;06/29/2019
FCC;BALI, DEBRA A;;;;HONOLULU;HI;96817;;;;HONOLULU;HI;96817;;808-536-9661;15327;DEBRA BALI;4;1 year;12 years;01/17/2018;01/16/2020
FCC;SILVA, RASIKA N;;;;HONOLULU;HI;96822;;;;HONOLULU;HI;96822;;808-521-4454;15346;RASIKA AND WASANTHA SILVA;6;3 months;12 years;04/18/2017;04/17/2019
FCC;RICKARD, TESSIE R;;;;KANEOHE;HI;96744;;;;KANEOHE;HI;96744;;808-235-0718;15766;TESSIE & WALTER RICKARD JR;6;6 weeks;5 years;11/22/2016;11/21/2018
FCC;SUNKE, MICHELLE L;;;;LANAI CITY;HI;96763;;PO BOX 631492;;LANAI CITY;HI;96763;;808-649-0991;17444;MICHELLE SUNKE;6;2 years 6 months;10 years;03/01/2018;02/28/2019
FCC;RUST, TANYA K;;;;WAILUKU;HI;96793;;;;WAILUKU;HI;96793;;808-244-1574;17484;TANYA RUST;6;1 day;6 years;09/01/2017;08/31/2018
FCC;JIMENEZ, ZOYA S;;;;KILAUEA;HI;96754;;PO BOX 446;;KILAUEA;HI;96754;;808-652-4899;17559;RONALD AND ZOYA JIMENEZ;5;1 month;12 years;05/16/2018;05/15/2019
FCC;KALILIKANE, SHANEL K;;;;PAAUILO;HI;96776;;PO BOX 370;;PAAUILO;HI;96776;;808-960-3015;17561;SHANEL KALILIKANE;6;2 months;10 years;04/12/2018;04/11/2019
