"Provider Name";"Address";"City";"State";"Zip";"Telephone";"License Type";"License Number";"E-Mail";"Web Site";"Progamm Type";"Enrolled in Subsidized Child Care Program";"County";"ID";"DetailsURL"
"PRECIOUS CHILD ACADEMY III";"9935 PACKARD ROAD";"PINEVILLE";"NC";28134;"(704) 552-2427";"Five Star Center License";60002276;"preciouschildacademy@hotmail.com";"Not Available";"Child Care Center";"Yes";"Mecklenburg";60002276;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60002276"
"SOUTH CHARLOTTE BAPTIST CHURCH AND ACADEMY";"12416 LANCASTER HIGHWAY";"PINEVILLE";"NC";28134;"(704) 542-5536";"GS 110-106";60002520;"nate.rideout@scbacademy.org";"Not Available";"Child Care Center";"No";"Mecklenburg";60002520;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60002520"
"STERLING ELEMENTARY";"9701 CHINA GROVE CHURCH ROAD";"CHARLOTTE";"NC";28134;"(980) 343-3636";"Five Star Center License";60003467;"tracyl.theiry@cms.k12.nc.us";"Not Available";"Child Care Center";"No";"Mecklenburg";60003467;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=60003467"
"ANSON CHILDREN'S CENTER";"383 COTTON STREET";"POLKTON";"NC";28135;"(704) 272-7076";"Five Star Center License";4000210;"gjohnson@rhanet.org";"Not Available";"Child Care Center";"Yes";"Anson";4000210;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=04000210"
"RICHFIELD CHILD DEVELOPMENT CENTER. INC.";"233 CULP ROAD";"RICHFIELD";"NC";28137;"(704) 463-7166";"Five Star Center License";84000086;"kelleyhuff2003@yahoo.com";"Not Available";"Child Care Center";"Yes";"Stanly";84000086;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=84000086"
"GRACE ACADEMY";"6725 HWY 152 E";"ROCKWELL";"NC";28138;"(704) 279-6683";"GS 110-106";80000198;"tcale@graceacademyrockwell.com";"www.gracebiblec.org";"Child Care Center";"Yes";"Rowan";80000198;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000198"
"NANNY'S DAY CARE HOME";"125 MISTY LANE";"ROCKWELL";"NC";28138;"(704) 279-5305";"Two Star Family CC Home License";80000116;"cczibere@aol.com";"Not Available";"Family Child Care Home";"No";"Rowan";80000116;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000116"
"SHIVE ELEMENTARY PRE-K";"655 HOLSHOUSER ROAD";"ROCKWELL";"NC";28138;"(704) 279-2899";"Five Star Center License";80000355;"zebbie.bondurant@rss.k12.nc.us";"Not Available";"Child Care Center";"No";"Rowan";80000355;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000355"
"CHOICE CARE PLAYSCHOOL, LLC.";"123 PARK LANE DRIVE";"RUTHERFORDTON";"NC";28139;"(828) 375-0156";"Five Star Center License";81000289;"ealane135@aol.com";"Not Available";"Child Care Center";"Yes";"Rutherford";81000289;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000289"
"GENA'S CHILDCARE";"415 GREEN STREET";"RUTHERFORDTON";"NC";28139;"(828) 287-0627";"Three Star Family CC Home License";81000302;"genacarpenter41@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Rutherford";81000302;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000302"
"KIDS 'R' US II, CAROUSEL";"200 N CLEGHORN STREET";"RUTHERFORDTON";"NC";28139;"(828) 286-9979";"Four Star Center License";81000224;"mspatskids0817@yahoo.com";"Not Available";"Child Care Center";"Yes";"Rutherford";81000224;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000224"
"NEE NEE'S LITTLE LEARNERS";"174 HARRIS HOLLY SPRINGS ROAD";"RUTHERFORDTON";"NC";28139;"(828) 245-0513";"Two Star Family CC Home License";81000212;"Drifter28@bellsouth.net";"Not Available";"Family Child Care Home";"No";"Rutherford";81000212;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000212"
"PINNACLE ELEMENTARY MORE AT FOUR PROGRAM";"1204 PAINTER GAP ROAD";"RUTHERFORDTON";"NC";28139;"(828) 287-8037";"Five Star Center License";81000202;"plewis@rcsnc.org";"Not Available";"Child Care Center";"No";"Rutherford";81000202;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000202"
"RUTHERFORDTON ELEMENTARY PRESCHOOL";"201 BOB HARDIN ROAD";"RUTHERFORDTON";"NC";28139;"(828) 287-3778";"Five Star Center License";81000280;"plewis@rcsnc.org";"Not Available";"Child Care Center";"No";"Rutherford";81000280;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=81000280"
"TRINITY PRESCHOOL";"299 DETER ST";"RUTHERFORDTON";"NC";28139;"(828) 287-5544";"GS 110-106";8159003;"saustin@trinityschoolnc.com";"Not Available";"Child Care Center";"Yes";"Rutherford";8159003;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=8159003"
"A MOTHER'S CHOICE CHILDCARE CENTER";"1319 STANDISH STREET";"SALISBURY";"NC";28144;"(980) 330-3011";"Three Star Center License";80000384;"chimezie1958@yahoo.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000384;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000384"
"FIRST UNITED METHODIST CHILD DEVELOPMENT CENTER";"217 S CHURCH STREET";"SALISBURY";"NC";28144;"(704) 636-3121";"Prov License";8053483;"salohen52@gmail.com";"Not Available";"Child Care Center";"Yes";"Rowan";8053483;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=8053483"
"FORD'S CHILD CARE";"200 WEST 12TH STREET";"SALISBURY";"NC";28144;"(704) 249-2066";"Five Star Family CC Home License";80000361;"teachr6@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Rowan";80000361;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000361"
"GOD'S LITTLE BLESSINGS";"1056 GLOCK CT";"SALISBURY";"NC";28144;"(704) 640-1889";"Four Star Family CC Home License";80000164;"debbieneely1056@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Rowan";80000164;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000164"
"HALEY'S FUTURE LEADERS";"727 EAST LIBERTY STREET";"SALISBURY";"NC";28144;"(704) 637-3000";"Four Star Center License";80000325;"haleysfutureleaders@yahoo.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000325;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000325"
"KIDDIE LAND KINDERGARTEN, INC.";"1000 S LONG STREET E S";"SALISBURY";"NC";28144;"(704) 633-9589";"Five Star Center License";80000138;"kiddielandkindergartendirector@gmail.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000138;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000138"
"LIVINGSTONE HEAD START";"414 PARTEE STREET";"SALISBURY";"NC";28144;"(704) 637-3278";"Five Star Center License";80000258;"enchantiecovington@srcaa.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000258;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000258"
"NOAH'S PLAYLOFT PRESCHOOL I";"305 S LINK AVE";"SALISBURY";"NC";28144;"(704) 636-8118";"Five Star Center License";80000161;"noahsplayloft@gmail.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000161;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000161"
"NORTH HILLS CHRISTIAN SCHOOL";"2970 W INNES STREET";"SALISBURY";"NC";28144;"(704) 636-3005";"Four Star Center License";8059004;"scolosanti@northhillschristian.com";"Not Available";"Child Care Center";"No";"Rowan";8059004;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=8059004"
"PARTNERS IN LEARNING CHILD DEV. & FRC AT NOVANT";"519 BEST STREET";"SALISBURY";"NC";28144;"(704) 216-1502";"Five Star Center License";80000386;"norma@epartnersinlearning.org";"Not Available";"Child Care Center";"Yes";"Rowan";80000386;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000386"
"PARTNERS IN LEARNING CHILD DEV. & FAMILY RESOURCE";"2386 ROBIN ROAD";"SALISBURY";"NC";28144;"(704) 638-9020";"Five Star Center License";80000073;"info@epartnersinlearning.org";"Not Available";"Child Care Center";"Yes";"Rowan";80000073;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000073"
"PRICE HEAD START CENTER";"1300 W BANK STREET";"SALISBURY";"NC";28144;"(704) 636-1360";"Five Star Center License";8051857;"jacquelineclick@srcaa.com";"Not Available";"Child Care Center";"Yes";"Rowan";8051857;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=8051857"
"ST. JOHN'S CHILD DEVELOPMENT CENTER";"300 WEST INNES ST";"SALISBURY";"NC";28144;"(704) 636-6756";"Five Star Center License";80000130;"Lonna@Stjohns-salisbury.org";"Not Available";"Child Care Center";"Yes";"Rowan";80000130;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000130"
"WILEY LASH HEAD START CENTER";"632 MARTIN LUTHER KING AVENUE S";"SALISBURY";"NC";28144;"(704) 637-7853";"Four Star Center License";80000067;"janetwoodruff@srcaa.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000067;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000067"
"WOT FLEMING EARLY HEAD START";"412 W 15TH STREET";"SALISBURY";"NC";28144;"(704) 637-8662";"Five Star Center License";80000012;"shelbyrush@srcaa.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000012;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000012"
"CORNERSTONE CHILD DEVELOPMENT CENTER EAST";"125 EASTVILLE DRIVE";"SALISBURY";"NC";28146;"(704) 279-1255";"Five Star Center License";80000275;"east@cornerstonecdc.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000275;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000275"
"CORNERSTONE CHILD DEVELOPMENT CENTER-CITY";"1325 FAITH ROAD";"SALISBURY";"NC";28146;"(704) 633-0016";"Five Star Center License";80000266;"city@cornerstonecdc.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000266;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000266"
"GRANITE QUARRY ELEMENTARY PRE-K";"118 SOUTH WALNUT GQ STREET";"SALISBURY";"NC";28146;"(704) 279-2154";"Five Star Center License";80000264;"april.spry@rss.k12.nc.us";"Not Available";"Child Care Center";"No";"Rowan";80000264;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000264"
"LITTLE ANGELS HOME CHILD CARE";"3460 FAITH RD";"SALISBURY";"NC";28146;"(704) 918-3803";"Four Star Family CC Home License";80000139;"66angiecofer@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Rowan";80000139;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000139"
"TINY TOTS PLAYLAND";"2730 LONG FERRY RD";"SALISBURY";"NC";28146;"(704) 633-3508";"Three Star Family CC Home License";8005057;"carmenroseman@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Rowan";8005057;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=8005057"
"YADKIN PATH MONTESSORI";"2135 BRINGLE FERRY ROAD";"SALISBURY";"NC";28146;"(704) 642-2211";"One Star Center License";80000377;"yadkinpath@gmail.com";"Not Available";"Child Care Center";"No";"Rowan";80000377;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000377"
"CORNERSTONE CHILD DEVELOPMENT CENTER";"315 WEBB RD";"SALISBURY";"NC";28147;"(704) 855-1218";"Five Star Center License";80000154;"main@cornerstonecdc.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000154;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000154"
"JOY'S TENDERLOVING HOME CARE";"235 N OAKHURST DR";"SALISBURY";"NC";28147;"(704) 636-3865";"Five Star Family CC Home License";80000120;"jerryjoy23@att.net";"Not Available";"Family Child Care Home";"Yes";"Rowan";80000120;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000120"
"JOY-N-THE MORNING HOME CHILDCARE";"1275 GHEEN ROAD";"SALISBURY";"NC";28147;"(704) 633-4209";"Five Star Family CC Home License";80000121;"Denise.Lyerly00@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Rowan";80000121;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000121"
"LEARNING 2 ACHIEVE SUCCESS ACADEMY";"433 WILLOW ROAD";"SALISBURY";"NC";28147;"(704) 431-7998";"Five Star Center License";80000368;"lsavage25@gmail.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000368;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000368"
"NOAH'S ARK DAYCARE";"125 DAPPLER LANE";"SALISBURY";"NC";28147;"(704) 320-0718";"Four Star Center License";80000395;"noahsarkdaycare@ymail.com";"Not Available";"Child Care Center";"Yes";"Rowan";80000395;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000395"
"SANDRA'S PLAYHOUSE";"1024 WILDFLOWER LANE";"SALISBURY";"NC";28147;"(704) 855-9485";"Four Star Family CC Home License";80000274;"sandramccorkle14@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Rowan";80000274;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=80000274"
"ANOINTED CHILDREN CHILDCARE ACADEMY, LLC";"915 FALLSTON ROAD";"SHELBY";"NC";28150;"(704) 419-2377";"Five Star Center License";23000458;"sharnelle05tate@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000458;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000458"
"BELIEVE 2 ACHIEVE CHILD DEVELOPMENT CENTER, LLC";"925 NORTH LAFAYETTE STREET";"SHELBY";"NC";28150;"(704) 419-2304";"Three Star Center License";23000484;"believeandachieve704@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000484;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000484"
"BERRYLAND CLUBHOUSE I";"514 S DEKALB ST";"SHELBY";"NC";28150;"(704) 482-5108";"Five Star Center License";23000354;"berrylandclubhouse@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000354;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000354"
"BERRYLAND CLUBHOUSE II";"512 S DEKALB ST";"SHELBY";"NC";28150;"(704) 482-5102";"Five Star Center License";23000328;"berrylandclubhouse@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000328;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000328"
"CONNECTED KIDS CHILD DEVELOPMENT CENTER";"600 NORTH MORGAN STREET";"SHELBY";"NC";28150;"(704) 487-5792";"Five Star Center License";23000471;"berrylandclubhouse@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000471;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000471"
"FIRST BAPTIST CHURCH CHILD CARE";"120 NORTH LAFAYETTE STREET";"SHELBY";"NC";28150;"(704) 482-3460";"Five Star Center License";2355013;"childcare@fbcshelby.org";"Not Available";"Child Care Center";"Yes";"Cleveland";2355013;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2355013"
"GRAHAM ELEMENTARY SCHOOL";"1100 BLANTON STREET";"SHELBY";"NC";28150;"(704) 476-8386";"Five Star Center License";23000422;"vwokelley@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000422;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000422"
"HIGHER LEARNING CHILD CARE ACADEMY, INC.";"1260 AIRPORT RD";"SHELBY";"NC";28150;"(704) 484-9001";"Four Star Center License";23000357;"barbaraborders1@gmail.com";"www.higherlearningchildcare.com";"Child Care Center";"Yes";"Cleveland";23000357;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000357"
"JEFFERSON ELEMENTARY SCHOOL";"1166 WYKE ROAD";"SHELBY";"NC";28150;"(704) 476-8390";"Five Star Center License";23000424;"jablanton@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000424;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000424"
"KELLI'S LITTLE ANGELS EARLY CHILDHOOD DEV. CTR. #1";"909 WRIGHT ST";"SHELBY";"NC";28150;"(704) 481-0809";"Five Star Center License";23000158;"mandksmith@carolina.rr.com";"kellislittleangels.org";"Child Care Center";"Yes";"Cleveland";23000158;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000158"
"KELLI'S LITTLE ANGELS EARLY CHILDHOOD DEV. CTR. #2";"911 WRIGHT ST";"SHELBY";"NC";28150;"(704) 481-0809";"Five Star Center License";23000159;"mandksmith@carolina.rr.com";"kellislittleangels.org";"Child Care Center";"Yes";"Cleveland";23000159;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000159"
"KIDS WORLD CHILD DEVELOPMENT CENTER";"1152 WYKE ROAD";"SHELBY";"NC";28150;"(704) 471-1717";"Four Star Center License";23000181;"kidsworld01@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000181;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000181"
"LITTLE GEMS CHILD DEVELOPMENT CENTER, INC.";"1316 NORTH POST RD";"SHELBY";"NC";28150;"(704) 484-0001";"Four Star Center License";23000154;"georgianaelise@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000154;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000154"
"LITTLE HANDS OF LOVE PRESCHOOL INC";"2770 CARLA DRIVE";"SHELBY";"NC";28150;"(704) 538-0918";"Three Star Center License";23000294;"littlehandsoflove@gmail.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000294;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000294"
"LITTLE KINGS AND QUEENS CHILD DEVELOPMENT CENTER,";"709 E GROVER ST";"SHELBY";"NC";28150;"(704) 480-0873";"Five Star Center License";23000390;"twamarie@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000390;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000390"
"MARION ELEMENTARY SCHOOL";"410 FOREST HILL DRIVE";"SHELBY";"NC";28150;"(704) 476-8381";"Five Star Center License";23000423;"hself@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000423;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000423"
"RESTORATION LEARNING ACADEMY";"414 MILLSAP ROAD";"SHELBY";"NC";28150;"(704) 471-2495";"Five Star Center License";23000377;"tmintz@carolina.rr.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000377;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000377"
"SHELBY CHILD CARE DEVELOPMENT CENTER INC";"124 WEST SUMTER STREET";"SHELBY";"NC";28150;"(704) 471-1144";"Five Star Center License";23000308;"shelbychildcare@msn.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000308;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000308"
"TLC CENTER";"3504 ARTEE ROAD";"SHELBY";"NC";28150;"(704) 434-6839";"Three Star Center License";23000261;"kathy.hipps@hotmail.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000261;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000261"
"UNION ELEMENTARY SCHOOL";"1440 UNION CHURCH ROAD";"SHELBY";"NC";28150;"(704) 481-8001";"Five Star Center License";23000417;"jewilson@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000417;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000417"
"UNIQUE AND DIVINE";"201 WARE ST";"SHELBY";"NC";28150;"(704) 974-3295";"Five Star Family CC Home License";23000478;"vincentshawna2002@yahoo.com";"Not Available";"Family Child Care Home";"Yes";"Cleveland";23000478;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000478"
"UNIQUE KIDS CHILD DEVELOPMENT CENTER, INC.";"1829 STONEY POINT ROAD";"SHELBY";"NC";28150;"(704) 435-2920";"Five Star Center License";23000489;"uniquekidscdc@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000489;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000489"
"WASHINGTON ELEMENTARY SCHOOL";"1907 STONEY POINT ROAD";"SHELBY";"NC";28150;"(704) 435-9521";"Five Star Center License";23000426;"cshall@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000426;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000426"
"ALONG CAME A SCHOLAR";"1633 SOUTH LAFAYETTE STREET";"SHELBY";"NC";28152;"(704) 466-3584";"Four Star Center License";23000466;"alongcameascholar@gmail.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000466;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000466"
"APPLES OF GOLD PRESCHOOL";"1633 SOUTH POST ROAD";"SHELBY";"NC";28152;"(704) 481-9265";"Five Star Center License";23000115;"applesofgoldsouth@gmail.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000115;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000115"
"APPLES OF GOLD TOO";"1633 SOUTH POST ROAD";"SHELBY";"NC";28152;"(704) 481-9265";"Five Star Center License";23000307;"applesofgoldsouth@gmail.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000307;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000307"
"BLOOM AT BLC";"1415 COLLEGE AVENUE";"SHELBY";"NC";28152;"(704) 313-7019";"Temporary License";23000487;"berrylandclubhouse@yahoo.com";"Not Available";"Child Care Center";"No";"Cleveland";23000487;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000487"
"BOILING SPRINGS ELEMENTARY SCHOOL";"1522 PATRICK AVENUE";"SHELBY";"NC";28152;"(704) 476-8361";"Five Star Center License";23000420;"tmgoforth@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000420;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000420"
"BUILDING DREAMS CHILD DEVELOPMENT";"231 SOUTH FORK DRIVE";"SHELBY";"NC";28152;"(704) 406-9679";"Four Star Family CC Home License";23000457;"smpressley@aol.com";"Not Available";"Family Child Care Home";"Yes";"Cleveland";23000457;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000457"
"CREATIVE KIDZ PRESCHOOL INC.";"1139 POPLAR SPRINGS CH RD";"SHELBY";"NC";28152;"(704) 482-9161";"Three Star Center License";23000324;"bmanscowgirl@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000324;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000324"
"ESPECIALLY FOR KIDS";"813 SKINNER RD";"SHELBY";"NC";28152;"(704) 434-8173";"Four Star Family CC Home License";23000084;"ambradobbins@hotmail.com";"Not Available";"Family Child Care Home";"Yes";"Cleveland";23000084;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000084"
"FREIDA'S DAY CARE";"916 BEAU ROAD";"SHELBY";"NC";28152;"(704) 480-1199";"Three Star Family CC Home License";23000129;"fhlane@hotmail.com";"Not Available";"Family Child Care Home";"Yes";"Cleveland";23000129;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000129"
"JAMES LOVE ELEMENTARY SCHOOL";"309 JAMES LOVE SCHOOL ROAD";"SHELBY";"NC";28152;"(704) 476-8385";"Five Star Center License";23000421;"kkepner@clevelandcountyschools.org";"Not Available";"Child Care Center";"No";"Cleveland";23000421;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000421"
"JUMP START DAY CARE";"137 HILLCREST ST";"SHELBY";"NC";28152;"(704) 313-2051";"Four Star Family CC Home License";23000470;"danaleegill50@gmail.com";"Not Available";"Family Child Care Home";"Yes";"Cleveland";23000470;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000470"
"KAREN BRADLEY DAY CARE HOME";"1954 MAPLE SPRINGS CHURCH RD";"SHELBY";"NC";28152;"(704) 434-2697";"Four Star Family CC Home License";23000024;"kay_bradley@hotmail.com";"Not Available";"Family Child Care Home";"Yes";"Cleveland";23000024;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000024"
"KIDDIELAND CHILD DEVELOPMENT CENTER";"2231 S POST ROAD";"SHELBY";"NC";28152;"(704) 487-7005";"Five Star Center License";23000093;"kiddie01@bellsouth.net";"Not Available";"Child Care Center";"Yes";"Cleveland";23000093;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000093"
"KIDSTUFF FAMILY CHILD CARE HOME";"2325 FLINT HILL CHURCH ROAD";"SHELBY";"NC";28152;"(704) 434-2791";"Four Star Family CC Home License";23000253;"angiefox@hotmail.com";"Not Available";"Family Child Care Home";"Yes";"Cleveland";23000253;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000253"
"LA PETITE ACADEMY";"1203 CHARLES ROAD";"SHELBY";"NC";28152;"(704) 482-6819";"Four Star Center License";2355040;"lynnel.hogencamp@lapetite.com";"Not Available";"Child Care Center";"Yes";"Cleveland";2355040;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=2355040"
"LITTLE GEMS LEARNING ACADEMY";"607 MCBRAYER HOMESTEAD ROAD";"SHELBY";"NC";28152;"(704) 313-7735";"Five Star Center License";23000452;"georgianaelise@yahoo.com";"Not Available";"Child Care Center";"Yes";"Cleveland";23000452;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000452"
"MAMA LISSA'S TINY TOT UNIVERSITY";"107 VALENTINE DRIVE";"SHELBY";"NC";28152;"(704) 476-0089";"Five Star Center License";23000341;"mlttu@att.net";"Not Available";"Child Care Center";"Yes";"Cleveland";23000341;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000341"
"MINNE MIRACLE LEARNING ACADEMY";"800 S POST ROAD";"SHELBY";"NC";28152;"(980) 404-0573";"Temporary License";23000491;"kmmla20@gmail.com";"Not Available";"Child Care Center";"No";"Cleveland";23000491;"http://ncchildcaresearch.dhhs.state.nc.us/Main_info.asp?Facility_ID=23000491"
