ID;Title;Notice;Type;License_ID;Contact_Name;Street_Address;City;State;Zip;Lat;Lon;Phone;Url;Ages_Served;Monday_Hours;Tuesday_Hours;Wednesday_Hours;Thursday_Hours;Friday_Hours;Saturday_Hours;Sunday_Hours;Regulation;Total_Capacity;Licensed_Capacity;In_Operation;Total_Openings;Openings_As_Of;Staff_Languages_Offered;Environment;Meals;Program_Elements/Offerings;Provider_Primary_Language;Policies;Schedule;Year_Schedule;Extended_Hour_Care;Behavior_Related;Special_Needs;Special_Skills;Transportation;DHS_Subsidy;Spark_Rating
1525910;Kidco Head Start Periwinkle Center;Accepting Children During COV19 Reopen;License Center;CC501929;;6500 Pacific Boulevard SW;Albany;OR;97321;44.5884944;-123.1157674;(541) 451-1581;http://www.kidcoheadstart.org;0 Years 1 Months - 5 Years 6 Months;;;;;;;;Licensed Child Care Center;68;68;10 Years and 8 Months;5;10/28/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Center With Separate Preschool Enrollment;;Written Policies;Full-time, Temp/Emergency, Part-time;School Year Only;;Autism, ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Wheelchair Access, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Accessible Bathroom, Asthma, Hearing Impaired, Socialization Supports, Medication Monitoring, Specialized Equipment;Inclusion training, Domestic violence/abuse training, Behavioral issues training;Near public transportation;;5 Star Program
1525061;Sweet Pea Littles;Accepting Children During COV19 Reopen;Licensed Home;RF056264;Penny;;Albany;OR;97321;;;(541) 653-4386;;0 Years 3 Months - 11 Years 12 Months;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;;;Registered Family Child Care;10;10;7 Years and 8 Months;1;7/22/2020;;Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Provides Lunch;Additional Lessons, Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, After School;Full Year;Occasional early morning, Occasional evening;ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Nursing Care, Accessible Bathroom, Medication Monitoring;Behavioral issues training;Walking distance to school;Willing to accept DHS, DHS listed;3 Star Program
1526651;CAP Lafayette;Accepting Children During COV19 Reopen;License Center;CC000832;;3122 Madison Street SE;Albany;OR;97321;44.6126619;-123.0918047;(541) 967-9322;http://www.communityafterschoolprogram.org;5 Years 0 Months - 11 Years 12 Months;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;;;;Licensed Child Care Center;60;60;14 Years and 9 Months;0;9/1/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Outdoor Play Area;USDA Food Program, Snacks Provided;Homework Assistance;;Charges a Late Fee, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;School Year Only;;Autism, ADD/ADHD, No Experience/Willing To Learn;Diabetes, Asthma, Medication Monitoring;;;Willing to accept DHS, DHS listed;C2Q
1525856;CAP Takena;Accepting Children During COV19 Reopen;License Center;CC000895;;1210 SW 12th Avenue;Albany;OR;97321;44.6267654;-123.1194377;(541) 967-9322;http://www.communityafterschoolprogram.org;5 Years 0 Months - 11 Years 12 Months;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;;;;Licensed Child Care Center;60;60;32 Years and 4 Months;0;9/1/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Outdoor Play Area;USDA Food Program, Snacks Provided;Scheduled Activities, Homework Assistance;;Charges a Late Fee, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;School Year Only;;Autism, ADD/ADHD, No Experience/Willing To Learn;Diabetes, Asthma, Medication Monitoring;;Near school bus;Willing to accept DHS, DHS listed;C2Q
1526134;First United Methodist Early Learning Center;Accepting Children During COV19 Reopen;License Center;CC000740;;1115 28th Avenue SW;Albany;OR;97321;44.6161519;-123.1167918;(541) 928-4363;http://www.albanymethodist.org/preschool-2/;2 Years 6 Months - 8 Years 6 Months;7:15am - 5:30pm;7:15am - 5:30pm;7:15am - 5:30pm;7:15am - 5:30pm;7:15am - 5:30pm;;;Licensed Child Care Center;35;35;32 Years and 6 Months;0;9/9/2020;;Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Scheduled Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Must Be Potty Trained, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Rotating;Full Year;;ADD/ADHD, No Experience/Willing To Learn;Diabetes, Asthma, Socialization Supports;;Walking distance to school;Willing to accept DHS, DHS listed;C2Q
1527098;Sundborn Children's House;Accepting Children During COV19 Reopen;License Center;CC001757;;1015 7th Avenue SE;Albany;OR;97321;44.6342896;-123.0920816;(541) 924-9480;http://www.sundborn.org;2 Years 6 Months - 6 Years 0 Months;8:00am - 5:00pm;8:00am - 5:00pm;8:00am - 5:00pm;8:00am - 5:00pm;8:00am - 5:00pm;;;Licensed Child Care Center;59;59;21 Years and 11 Months;2;7/23/2020;Spanish;No Dogs, Covered Outdoor Play, Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard;Snacks Provided, Parent Must Bring Meal;Scheduled Activities, Organized Outdoor Activities;;Charges a Late Fee, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Vision Impaired, Accessible Bathroom, Asthma, Socialization Supports;;;Willing to accept DHS, DHS listed;C2Q
1525291;The Children's Place at UPC;Accepting Children During COV19 Reopen;License Center;CC001357;;330 5th Avenue SW;Albany;OR;97321;44.6337138;-123.107425;(541) 926-3183;http://www.upcchildrensplace.com;0 Years 1 Months - 5 Years 6 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Licensed Child Care Center;64;64;28 Years and 5 Months;2;8/4/2020;Spanish;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;ADD/ADHD, No Experience/Willing To Learn;Diapering/Toileting Assistance, Wheelchair Access, Communication Supports, Accessible Bathroom, Asthma, Medication Monitoring;;Near public transportation, Transports to/from Sports/Activities, Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
1531572;(ECC-SD) Liberty Elementary School;Accepting Children During COV19 Reopen;License Exempt Center;RA3274;;2345 Liberty St SW;Albany;OR;97321;44.6190454;-123.118327;(541) 967-4578;;6 Years 0 Months - 12 Years 0 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;;20;20;8 Months;10;4/22/2020;;;;;;;Full-time, Temp/Emergency;Full Year;;;;;;;
1526799;Albany Christian Preschool;Accepting Children During COV19 Reopen;License Center;CC000530;;420 3rd Avenue SE;Albany;OR;97321;44.6359831;-123.1000914;(541) 928-1110;http://www.albanychristian.org/preschool-admissions.html;2 Years 6 Months - 12 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Licensed Child Care Center;100;100;32 Years and 6 Months;8;11/12/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Snacks Provided, Provides Lunch;Scheduled Activities, Preschool Curriculum, Center With Separate Preschool Enrollment;;Charges a Late Fee, Written Contract, Must Be Potty Trained, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;;ADD/ADHD;Asthma, Medication Monitoring;;;Willing to accept DHS, DHS listed;
1529838;Bunny Hop Child Care;Accepting Children During COV19 Reopen;Licensed Home;RF534451;Amber;;Albany;OR;97321;;;(541) 908-1264;;0 Years 1 Months - 5 Years 0 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Registered Family Child Care;10;10;1 Years and 10 Months;0;8/4/2020;;No Dogs, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in;Full Year;;;;;Near school bus;NOT willing to accept DHS;
1526490;CAP North Albany;Accepting Children During COV19 Reopen;License Center;CC503476;;815 E Thornton Lake Drive;Albany;OR;97321;44.6507454;-123.1148538;(541) 967-9322;http://www.communityafterschoolprogram.org;5 Years 6 Months - 11 Years 12 Months;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;;;;Licensed Child Care Center;112;112;29 Years and 2 Months;0;9/1/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Homework Assistance;;Charges a Late Fee, Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;School Year Only;;No Experience/Willing To Learn;;;;Willing to accept DHS, DHS listed;
1528309;CAP Oak Grove;Accepting Children During COV19 Reopen;License Center;CC503110;;1500 Oak Grove Drive NW;Albany;OR;97321;44.6575021;-123.1482849;(541) 967-9322;http://communityafterschoolprogram.org/;5 Years 0 Months - 11 Years 12 Months;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;7:30am - 4:30pm;;;;Licensed Child Care Center;75;75;5 Years and 4 Months;0;9/1/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Outdoor Play Area;USDA Food Program, Snacks Provided;Homework Assistance;;Written Contract, Liability Insurance, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diabetes, Communication Supports, Asthma, Socialization Supports, Medication Monitoring;;;Willing to accept DHS, DHS listed;
1529551;Dandelion Early Learners;Accepting Children During COV19 Reopen;Licensed Home;CF503225;Aimee;;Albany;OR;97321;;;(503) 927-7873;;0 Years 1 Months - 12 Years 0 Months;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;7:00am - 6:00pm;;;Certified Family Child Care;16;16;2 Years and 3 Months;0;11/23/2020;;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Additional Lessons, Field Trips, Organized Outdoor Activities, Preschool Curriculum;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Written Policies;Full-time, Temp/Emergency;Full Year;Occasional early morning, Occasional evening, Flexible am, Flexible pm;Autism, ADD/ADHD, No Experience/Willing To Learn, Challenging Behavior Supervision/Supports;Communication Supports, Socialization Supports;;;Willing to accept DHS, DHS listed;
1531620;Growing Leaders Early Learning Center;Accepting Children During COV19 Reopen;License Exempt Center;CC503880;;1054 29th Ave SW;Albany;OR;97321;44.612927;-123.1142294;(541) 928-4488;;3 Years 0 Months - 5 Years 12 Months;6:30am - 7:00pm;6:30am - 7:00pm;6:30am - 7:00pm;6:30am - 7:00pm;6:30am - 7:00pm;;;;94;94;4 Months;10;8/27/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Preschool Curriculum;;Written Contract, Must Be Potty Trained, Liability Insurance, Pay When Child Is In Care Or Not, Written Policies;Full-time, Part-time;Full Year;Evening (after 6:30 pm);Autism, ADD/ADHD;;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Medical support training, Diversity training;;Willing to accept DHS;
1526873;Hey Diddle Diddle Learning Center;Accepting Children During COV19 Reopen;License Center;CC001187;;553 SE Main Street;Albany;OR;97321;44.6378131;-123.0920504;(541) 926-4423;http://www.childcareofalbany.com;1 Years 6 Months - 12 Years 0 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Licensed Child Care Center;49;49;29 Years and 9 Months;4;10/26/2020;;No Dogs, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Preschool Curriculum;;Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not;Full-time, Temp/Emergency, Part-time, Before School, Rotating, Open Holidays, After School;Full Year;;Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Communication Supports, Mobility Assistance, Physical Therapy, Accessible Bathroom, Socialization Supports;Inclusion training;Near public transportation, Near school bus;Willing to accept DHS, DHS listed;
1531599;Mid-Willamette Family YMCA;Accepting Children During COV19 Reopen;License Exempt Center;RA3205;;3201 SW Pacific Blvd.;Albany;OR;97321;44.6113754;-123.1111205;(541) 926-4488;http://www.ymcaalbany.org/;3 Years 0 Months - 12 Years 0 Months;6:30am - 7:00pm;6:30am - 7:00pm;6:30am - 7:00pm;6:30am - 7:00pm;6:30am - 7:00pm;;;;70;70;7 Months;0;12/3/2020;;No Pets At All;Provides Breakfast, Provides Lunch;Scheduled Activities, Support Distance Learning;;;Full-time, Part-time;Full Year;;;;;;Willing to accept DHS;
1529304;Nana's Day Care & Preschool;Accepting Children During COV19 Reopen;Licensed Home;CF503136;Silvia;;Albany;OR;97321;;;(541) 974-5513;;0 Years 1 Months - 8 Years 0 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;Certified Family Child Care;10;10;2 Years and 7 Months;2;7/29/2020;Spanish;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Homework Assistance;Spanish;Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, After School;Full Year;Occasional early morning, Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend, Flexible am, Flexible pm;No Experience/Willing To Learn;Diapering/Toileting Assistance;Domestic violence/abuse training, Behavioral issues training;Near school bus;Willing to accept DHS, DHS listed;
1530575;Nita's Family Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF535696;Juanita;;Albany;OR;97321;;;(541) 730-1910;;1 Years 6 Months - 12 Years 0 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Registered Family Child Care;10;10;9 Months;7;6/18/2020;Spanish;Pets Separate From Children, No Cats, Completely Fenced Yard, Outdoor Play Area;Snacks Provided, Parent Must Bring Meal;Scheduled Activities, Homework Assistance;;Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;Flexible am, Flexible pm;;Medication Monitoring;;Near school bus;;
1525497;North Albany Learning Center;Accepting Children During COV19 Reopen;License Center;CC501526;;920 NW Peacock Lane;Albany;OR;97321;44.6465431;-123.1116576;(541) 791-4800;http://www.childcareofalbany.com;0 Years 2 Months - 6 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Licensed Child Care Center;39;39;14 Years and 3 Months;6;10/26/2020;;No Dogs, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Diabetes, Communication Supports, Mobility Assistance, Asthma, Hearing Impaired, Socialization Supports;Inclusion training;Near school bus;Willing to accept DHS, DHS listed;
1529233;Rissa's Home Daycare;Accepting Children During COV19 Reopen;Licensed Home;RF533745;Charissa;;Albany;OR;97321;;;(541) 221-8221;http://N/A;0 Years 6 Months - 9 Years 12 Months;5:30am - 7:00pm;5:30am - 7:00pm;5:30am - 7:00pm;5:30am - 7:00pm;5:30am - 7:00pm;;;Registered Family Child Care;10;10;2 Years and 9 Months;2;8/4/2020;;Pets Separate From Children, No Cats, Completely Fenced Yard, Outdoor Play Area;Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Homework Assistance;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;Occasional overnight, Early Morning (Between 3am and 5:59am), Evening (after 6:30 pm), Occasional early morning, Occasional evening, Occasional weekend, Flexible am, Flexible pm;ADD/ADHD;Asthma;;Near school bus;Willing to accept DHS, DHS listed;
1528245;Stepping Stones Early Learning Center;Accepting Children During COV19 Reopen;License Center;CC503072;;325 Pacific Boulevard SW;Albany;OR;97321;44.6282948;-123.1061337;(541) 497-5350;;0 Years 1 Months - 10 Years 0 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Licensed Child Care Center;40;40;5 Years and 6 Months;3;3/27/2020;American Sign;No Dogs, Covered Outdoor Play, No Pets At All, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Have Backup (substitute), Charges a Late Fee, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;;Autism, ADD/ADHD, Challenging Behavior Supervision/Supports;Diapering/Toileting Assistance, Vision Impaired, Communication Supports, Asthma, Hearing Impaired, Medication Monitoring;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Diversity training;Near public transportation, Walking distance to school;Willing to accept DHS, DHS listed;
1525471;Sweet Peas & Pods Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF517864;Melissa;;Albany;OR;97321;;;(503) 949-0705;;1 Years 0 Months - 12 Years 12 Months;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;7:30am - 5:30pm;;;Registered Family Child Care;10;10;15 Years and 7 Months;1;10/27/2020;;Covered Outdoor Play, Completely Fenced Yard, Outdoor Play Area;Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance;Full-time, Temp/Emergency, Part-time, Drop-in, Before School, Rotating, After School;Full Year;Flexible am;ADD/ADHD;Diapering/Toileting Assistance;;Near school bus;Willing to accept DHS, DHS listed;
1529084;Teddi's Daycare;Accepting Children During COV19 Reopen;Licensed Home;RF054803;Teddi;;Albany;OR;97321;;;(541) 926-5905;;0 Years 1 Months - 12 Years 0 Months;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;6:00am - 6:00pm;;;Registered Family Child Care;10;10;3 Years and 3 Months;0;8/25/2020;;Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities;;Have Backup (substitute), Have References, Written Contract, Written Policies;Full-time, Temp/Emergency, Before School, After School;Full Year;;No Experience/Willing To Learn;;;Walking distance to school;Willing to accept DHS;
1527426;Denese;Accepting Children During COV19 Reopen;Licensed Home;RF516811;Denese;;Albany;OR;97322;;;(541) 928-4438;;0 Years 3 Months - 3 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Registered Family Child Care;10;10;16 Years and 10 Months;0;10/27/2020;;No Dogs, Covered Outdoor Play, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency;Full Year;;;Asthma;;Walking distance to school, Near school bus;NOT willing to accept DHS;3 Star Program
1528261;Consuelo Lemus-Sanchez;Accepting Children During COV19 Reopen;Licensed Home;RF523646;Consuelo Lemus-Sanchez;;Albany;OR;97322;;;(541) 224-1921;;0 Years 3 Months - 4 Years 12 Months;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;5:30am - 5:30pm;;;Registered Family Child Care;10;10;5 Years and 5 Months;3;9/1/2020;Spanish;No Dogs, Pets Separate From Children, Outdoor Play Structure, No Cats, Completely Fenced Yard, Outdoor Play Area;Breastfeeding Supported, Parent Must Bring Meal;Scheduled Activities, Organized Outdoor Activities, Homework Assistance;Spanish;Charges a Late Fee, Have References, Written Contract, Must Be Potty Trained, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time;Full Year;Occasional early morning, Flexible am, Flexible pm;No Experience/Willing To Learn;;Domestic violence/abuse training;Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;3 Star Program
1525285;Maria del Rocio Aviles;Accepting Children During COV19 Reopen;Licensed Home;CF503570;Maria del Rocio Aviles;;Albany;OR;97322;;;(541) 730-7084;;0 Years 3 Months - 10 Years 12 Months;5:30am - 6:00pm;5:30am - 6:00pm;5:30am - 6:00pm;5:30am - 6:00pm;5:30am - 6:00pm;;;Certified Family Child Care;12;12;18 Years and 8 Months;3;12/16/2020;Spanish;Pets Separate From Children, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities;Spanish;Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, After School;Full Year;Flexible am, Flexible pm;No Experience/Willing To Learn;;;;Willing to accept DHS, DHS listed;3 Star Program
1525283;Sanchez;Accepting Children During COV19 Reopen;Licensed Home;RF056648;Eduviges;;Albany;OR;97322;;;(541) 791-8122;;0 Years 6 Months - 10 Years 12 Months;6:00am - 9:30pm;6:00am - 9:30pm;6:00am - 9:30pm;6:00am - 9:30pm;6:00am - 9:30pm;6:00am - 9:30pm;;Registered Family Child Care;10;10;19 Years and 4 Months;7;5/15/2020;Spanish;No Dogs, No Pets At All, No Cats, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Provides Breakfast, Snacks Provided, Provides Lunch;Scheduled Activities, Organized Outdoor Activities;Spanish;Have References, Written Contract;Full-time, Temp/Emergency, Part-time, Before School, Rotating, After School;Full Year;Evening (after 6:30 pm), Weekend (regular care on Saturday and/or Sunday), Occasional evening, Occasional weekend;No Experience/Willing To Learn;;;Walking distance to school;Willing to accept DHS, DHS listed;3 Star Program
1528311;Marnie;Accepting Children During COV19 Reopen;Licensed Home;RF523678;Marnie;;Albany;OR;97322;;;(541) 704-8288;;0 Years 1 Months - 5 Years 12 Months;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;7:00am - 5:30pm;;;Registered Family Child Care;10;10;5 Years and 4 Months;2;10/1/2020;;No Dogs, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;Special Meal Requests Accommodated, Snacks Provided, Breastfeeding Supported, Provides Lunch;Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum;;Charges a Late Fee, Have References, Written Contract, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Drop-in, Before School, After School;Full Year;;No Experience/Willing To Learn;;Inclusion training, Domestic violence/abuse training, Behavioral issues training, Diversity training;Near school bus;NOT willing to accept DHS;C2Q
1528596;Andrea Family Childcare;Accepting Children During COV19 Reopen;Licensed Home;RF524025;Andrea;;Albany;OR;97322;;;(541) 979-1285;;0 Years 6 Months - 5 Years 12 Months;7:00am - 7:00pm;7:00am - 7:00pm;7:00am - 7:00pm;7:00am - 7:00pm;7:00am - 7:00pm;;;Registered Family Child Care;10;10;4 Years and 8 Months;1;10/22/2020;;Pets Separate From Children;Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Breastfeeding Supported, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Homework Assistance;;Have Backup (substitute), Have References, Written Contract, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Rotating, Open Holidays, After School;Full Year;Occasional overnight, Occasional early morning, Occasional evening, Occasional weekend, Flexible am, Flexible pm;;Diapering/Toileting Assistance, Accessible Bathroom, Medication Monitoring;;Near school bus;Willing to accept DHS, DHS listed;C2Q
1525413;Awesome Blossom Childcare;Accepting Children During COV19 Reopen;Licensed Home;CF502988;Blanca;;Albany;OR;97322;;;(541) 974-8437;;2 Years 0 Months - 12 Years 12 Months;5:00am - 5:30pm;5:00am - 5:30pm;5:00am - 5:30pm;5:00am - 5:30pm;5:00am - 5:30pm;;;Certified Family Child Care;14;14;8 Years and 2 Months;0;5/15/2020;Spanish;No Dogs, Covered Outdoor Play, Pets Separate From Children, Outdoor Play Structure, Completely Fenced Yard, Outdoor Play Area;USDA Food Program, Provides Dinner, Special Meal Requests Accommodated, Provides Breakfast, Snacks Provided, Provides Lunch;Field Trips, Scheduled Activities, Organized Outdoor Activities, Preschool Curriculum, Homework Assistance;;Have Backup (substitute), Charges a Late Fee, Have References, Written Contract, Liability Insurance, Pay When Child Is In Care Or Not, Needs Payment In Advance, Written Policies;Full-time, Temp/Emergency, Part-time, Before School, Open Holidays, After School;Full Year;Early Morning (Between 3am and 5:59am), Occasional early morning, Occasional evening;ADD/ADHD, Challenging Behavior Supervision/Supports;;;Walking distance to school, Near school bus;Willing to accept DHS, DHS listed;C2Q
