"License Number";"License Type";"Name of Program";"AddressLine1";"AddressLine2";"AddressLine3";"City";"State";"Zip";"County";"Phone";"License Status";"License Holder";"Capacity";"Type Of License";"Restrictions";"Services";"Licensing Authority";"Initial Effective Date";"Current Effective Date";"Expiration Date";"License Holder Lives Onsite"
810732;"Child Care Center";"Kinderberry Hill Child Development Center ";"185 Cheshire Lane";;;"Plymouth";"MN";55441;"Hennepin";"(763) 404-1070";"Active";"New Horizon Academy";144;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1996";"01/01/2020";"12/31/2020";"   "
805962;"Child Care Center";"Kinderberry Hill Child Development Center";"1205 Woodbury Dr";;;"Woodbury";"MN";55129;"Washington";"(651) 209-6690";"Active";"New Horizon Academy";172;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/05/1993";"01/01/2020";"12/31/2020";"   "
1051451;"Child Care Center";"Kinderberry Hill Child Development Center";"10160 Hennepin Town Road";;;"Eden Prairie";"MN";55347;"Hennepin";"(952) 345-8012";"Active";"New Horizon Academy";140;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/29/2008";"01/01/2020";"12/31/2020";"   "
1088564;"Child Care Center";"Kinderberry Hill Child Development Center";"1457 GRAND AVE";;;"Saint Paul";"MN";"55105-2206";"Ramsey";"(651) 436-1003";"Active";"KHD II Inc";144;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/06/2017";"01/01/2020";"12/31/2020";"   "
801288;"Child Care Center";"Kinderberry Hill Child Development Center, II";"3950 70th St W";;;"Edina";"MN";55435;"Hennepin";"(952) 925-5881";"Active";"New Horizon Academy";152;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/10/1986";"01/01/2020";"12/31/2020";"   "
801289;"Child Care Center";"KinderCare Learning Center ";"17701 Excelsior Blvd";;;"Minnetonka";"MN";55345;"Hennepin";"(952) 474-9592";"Active";"KinderCare Education LLC";97;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1987";"01/01/2020";"12/31/2020";"   "
801285;"Child Care Center";"KinderCare Learning Center";"4475 Hwy 169 N";;;"Plymouth";"MN";55442;"Hennepin";"(763) 553-7775";"Active";"KinderCare Education LLC";115;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/24/1986";"01/01/2020";"12/31/2020";"   "
801286;"Child Care Center";"KinderCare Learning Center";"7691 145th St W";;;"Apple Valley";"MN";55124;"Dakota";"(952) 431-3511";"Active";"KinderCare Education LLC";89;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/01/1980";"01/01/2020";"12/31/2020";"   "
1025224;"Child Care Center";"KinderCare Learning Center";"2800 Corporate Place";;;"Chanhassen";"MN";55317;"Carver";"(952) 466-2273";"Active";"KinderCare Education LLC";150;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/20/2003";"01/01/2020";"12/31/2020";"   "
1025410;"Child Care Center";"KinderCare Learning Center";"4732 Excelsior Blvd";;;"St Louis Park";"MN";55416;"Hennepin";"(952) 920-8548";"Active";"KinderCare Education LLC";168;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/19/2003";"01/01/2020";"12/31/2020";"   "
801254;"Child Care Center";"KinderCare Learning Center";"3620 Krestwood Ln";;;"Eagan";"MN";55123;"Dakota";"(651) 681-1968";"Active";"KinderCare Education LLC";114;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/15/1988";"01/01/2020";"12/31/2020";"   "
801255;"Child Care Center";"KinderCare Learning Center";"6270 Sycamore Lane";;;"Maple Grove";"MN";55369;"Hennepin";"(763) 553-7852";"Active";"KinderCare Education LLC";107;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/01/1988";"01/01/2020";"12/31/2020";"   "
801257;"Child Care Center";"KinderCare Learning Center";"1000 Meadowlands Dr";;;"White Bear Lake";"MN";55127;"Ramsey";"(651) 429-6316";"Active";"KinderCare Education LLC";131;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/06/1989";"01/01/2020";"12/31/2020";"   "
801258;"Child Care Center";"KinderCare Learning Center";"17455 Kenrick Ave.";;;"Lakeville";"MN";55044;"Dakota";"(952) 898-1200";"Active";"KinderCare Education LLC";126;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/13/1990";"01/01/2020";"12/31/2020";"   "
801261;"Child Care Center";"KinderCare Learning Center ";"10851 Jefferson St NE";;;"Blaine";"MN";55434;"Anoka";"(763) 757-8893";"Active";"KinderCare Education LLC";93;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/26/1980";"01/01/2020";"12/31/2020";"   "
801262;"Child Care Center";"KinderCare Learning Center ";"1800 Coon Rapids Blvd";;;"Coon Rapids";"MN";55433;"Anoka";"(763) 755-0010";"Active";"KinderCare Education LLC";96;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/30/1981";"01/01/2020";"12/31/2020";"   "
801267;"Child Care Center";"KinderCare Learning Center ";"7964 Xerxes Ave N";;;"Brooklyn Park";"MN";55444;"Hennepin";"(763) 566-0688";"Pending Reopening";"KinderCare Education LLC";92;;"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1982";"01/01/2020";"12/31/2020";"   "
801268;"Child Care Center";"KinderCare Learning Center ";"4650 Hodgson Rd";;;"Shoreview";"MN";55126;"Ramsey";"(651) 482-9598";"Active";"KinderCare Education LLC";96;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/01/1982";"01/01/2020";"12/31/2020";"   "
801270;"Child Care Center";"KinderCare Learning Center ";"8425 City Centre Dr";;;"Woodbury";"MN";55125;"Washington";"(651) 735-0037";"Active";"KinderCare Education LLC";170;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/01/1983";"01/01/2020";"12/31/2020";"   "
801271;"Child Care Center";"KinderCare Learning Center";"7924 Brooklyn Blvd";;;"Brooklyn Park";"MN";55445;"Hennepin";"(763) 425-1126";"Active";"KinderCare Education LLC";96;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/07/1983";"01/01/2020";"12/31/2020";"   "
801273;"Child Care Center";"KinderCare Learning Center";"8453 E Point Douglas Rd";;;"Cottage Grove";"MN";55016;"Washington";"(651) 458-1781";"Active";"KinderCare Education LLC";118;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1984";"01/07/2020";"12/31/2020";"   "
801274;"Child Care Center";"KinderCare Learning Center";"1925 E County Road D";;;"Maplewood ";"MN";55109;"Ramsey";"(651) 777-5133";"Active";"KinderCare Education LLC";118;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/10/1985";"06/17/2020";"12/31/2020";"   "
1019012;"Child Care Center";"KinderCare Learning Center";"1308 Greenwood Ct";;;"Shakopee";"MN";55379;"Scott";"(952) 403-6862";"Active";"KinderCare Education LLC";158;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/26/2002";"01/01/2020";"12/31/2020";"   "
1015164;"Child Care Center";"KinderCare Learning Center";"7380 10th St N";" ";" ";"Oakdale";"MN";55128;"Washington";"(651) 735-3711";"Active";"KinderCare Education LLC";170;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/03/2002";"01/01/2020";"12/31/2020";"   "
1028644;"Child Care Center";"KinderCare Learning Center";"2460 Clare Ln NE";;;"Rochester";"MN";55906;"Olmsted";"(507) 529-8034";"Active";"KinderCare Education LLC";146;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/07/2004";"01/01/2020";"12/31/2020";"   "
1003549;"Child Care Center";"KinderCare Learning Center";"1888 E 134th St";;;"Burnsville";"MN";55337;"Dakota";"(952) 891-3800";"Active";"KinderCare Education LLC";175;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/11/2000";"01/01/2020";"12/31/2020";"   "
1049204;"Child Care Center";"KinderCare Learning Center";"14080 Northdale Blvd";;;"Rogers";"MN";55374;"Hennepin";"(763) 428-8973";"Active";"KinderCare Education LLC";126;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/03/2007";"01/01/2020";"12/31/2020";"   "
804129;"Child Care Center";"KinderCare Learning Center";"1755 121st Ave NW";;;"Coon Rapids";"MN";55448;"Anoka";"(763) 754-5522";"Active";"KinderCare Education LLC";107;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/26/1991";"01/01/2020";"12/31/2020";"   "
1053423;"Child Care Center";"KinderCare Learning Center";"17420 Dodd Blvd";;;"Lakeville";"MN";55044;"Dakota";"(952) 469-6005";"Active";"KinderCare Education LLC";138;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/13/2009";"01/01/2020";"12/31/2020";"   "
809234;"Child Care Center";"KinderCare Learning Center";"202 E Hayden Lk Rd";;;"Champlin";"MN";55316;"Hennepin";"(763) 323-8300";"Active";"KinderCare Education LLC";85;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/22/1995";"01/01/2020";"12/31/2020";"   "
809238;"Child Care Center";"KinderCare Learning Center ";"10790 University Ave NW";;;"Coon Rapids";"MN";55448;"Anoka";"(763) 755-9067";"Active";"KinderCare Education LLC";88;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/22/1995";"01/01/2020";"12/31/2020";"   "
830317;"Child Care Center";"KinderCare Learning Center";"1865 Plaza Dr";;;"Eagan";"MN";"55122-5534";"Dakota";"(651) 452-1616";"Active";"KinderCare Education LLC";166;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/18/1997";"01/01/2020";"12/31/2020";"   "
830318;"Child Care Center";"KinderCare Learning Center";"6435 Lake Road Terrace";;;"Woodbury";"MN";55125;"Washington";"(651) 714-1078";"Active";"KinderCare Education LLC";152;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/02/1997";"01/01/2020";"12/31/2020";"   "
830178;"Child Care Center";"KinderCare Learning Center";"14100 St Francis Blvd";;;"Ramsey";"MN";55303;"Anoka";"(763) 576-9586";"Active";"KinderCare Education LLC";112;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/21/1997";"01/01/2020";"12/31/2020";"   "
830685;"Child Care Center";"KinderCare Learning Center";"15080 Shannon Pkwy";;;"Rosemount";"MN";55068;"Dakota";"(651) 322-1998";"Active";"KinderCare Education LLC";158;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/13/1998";"01/01/2020";"12/31/2020";"   "
830686;"Child Care Center";"KinderCare Learning Center";"15755 Rockford Rd";;;"Plymouth";"MN";55446;"Hennepin";"(763) 694-0769";"Active";"KinderCare Education LLC";166;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/19/1998";"01/01/2020";"12/31/2020";"   "
830573;"Child Care Center";"KinderCare Learning Center";"1485 Bunker Lake Blvd NW";;;"Andover";"MN";55304;"Anoka";"(763) 862-3710";"Active";"KinderCare Education LLC";143;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/19/1998";"01/01/2020";"12/31/2020";"   "
1062684;"Child Care Center";"KinderCare Learning Center";"9700 Schreiber Terrace";;;"Brooklyn Park";"MN";55443;"Hennepin";"(763) 424-0267";"Active";"KinderCare Education LLC";151;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/19/2012";"01/01/2020";"12/31/2020";"   "
1097632;"Child Care Center";"Kindercare Learning Center";"8245 CROSSINGS BLVD";;;"Shakopee";"MN";"55379-8122";"Scott";"(952) 445-3778";"Active";"KinderCare Education LLC";142;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/28/2019";"07/09/2020";"12/31/2020";"   "
1097633;"Child Care Center";"KinderCare Learning Center";"11544 THEATRE DR N";;;"Champlin";"MN";"55316-2749";"Hennepin";"(763) 421-9580";"Active";"KinderCare Education LLC";119;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"05/28/2019";"06/12/2020";"12/31/2020";"   "
1102042;"Child Care Center";"KinderCare Learning Center";"19881 IDEALIC AVE";;;"Lakeville";"MN";"55044-2005";"Dakota";"(952) 683-9801";"Active";"KinderCare Education LLC";142;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/24/2020";"03/24/2020";"12/31/2020";"   "
800431;"Child Care Center";"KinderCare Learning Center";"13033 Valley View Rd";;;"Eden Prairie";"MN";55344;"Hennepin";"(952) 934-5634";"Active";"KinderCare Education LLC";110;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/03/1985";"01/01/2020";"12/31/2020";"   "
800434;"Child Care Center";"KinderCare Learning Center";"8825 Aztec Dr";;;"Eden Prairie";"MN";55347;"Hennepin";"(952) 944-3801";"Active";"KinderCare Education LLC";125;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/06/1986";"01/01/2020";"12/31/2020";"   "
800435;"Child Care Center";"KinderCare Learning Center";"7660 Kentucky Ave N";;;"Brooklyn Park";"MN";55428;"Hennepin";"(763) 560-5534";"Active";"KinderCare Education LLC";143;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/01/1989";"01/01/2020";"12/31/2020";"   "
800436;"Child Care Center";"KinderCare Learning Center";"4545 N Hamline Ave";;;"Arden Hills";"MN";55112;"Ramsey";"(651) 631-8728";"Active";"KinderCare Education LLC";126;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/01/1988";"01/02/2020";"12/31/2020";"   "
800440;"Child Care Center";"KinderCare Learning Center";"3420 Lexington Ave N";;;"Shoreview";"MN";55126;"Ramsey";"(651) 482-7689";"Active";"KinderCare Education LLC";95;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/20/1985";"01/01/2020";"12/31/2020";"   "
800443;"Child Care Center";"KinderCare Learning Center";"4012 ADAIR AVE N";;;"Robbinsdale";"MN";"55422-1619";"Hennepin";"(763) 535-4300";"Active";"KinderCare Education LLC";67;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/22/1970";"01/01/2020";"12/31/2020";"   "
800444;"Child Care Center";"KinderCare Learning Center";"3050 Fernbrook Lane N";;;"Plymouth";"MN";55441;"Hennepin";"(763) 553-7960";"Active";"KinderCare Education LLC";120;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/01/1986";"01/01/2020";"12/31/2020";"   "
800446;"Child Care Center";"KinderCare Learning Center";"1815 Green View Place SW ";;;"Rochester";"MN";55902;"Olmsted";"(507) 287-0747";"Active";"KinderCare Education LLC";112;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1985";"01/01/2020";"12/31/2020";"   "
800450;"Child Care Center";"KinderCare Learning Center";"525 Huron Blvd SE";;;"Minneapolis";"MN";55414;"Hennepin";"(612) 623-4642";"Active";"KinderCare Education LLC";103;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/15/1983";"08/24/2020";"12/31/2020";"   "
800453;"Child Care Center";"KinderCare Learning Center";"6020 Earle Brown Dr";;;"Brooklyn Center";"MN";55430;"Hennepin";"(763) 561-7013";"Active";"KinderCare Education LLC";111;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/31/1987";"01/01/2020";"12/31/2020";"   "
800455;"Child Care Center";"KinderCare Learning Center";"8800 Old Cedar Ave So";;;"Bloomington";"MN";55425;"Hennepin";"(952) 854-5905";"Active";"KinderCare Education LLC";116;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/26/1973";"01/01/2020";"12/31/2020";"   "
800456;"Child Care Center";"KinderCare Learning Center";"1101 Town Centre Dr";;;"Eagan";"MN";55123;"Dakota";"(651) 452-7884";"Active";"KinderCare Education LLC";109;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/30/1985";"01/01/2020";"12/31/2020";"   "
800457;"Child Care Center";"KinderCare Learning Center";"5310 Monroe St NE";;;"Fridley";"MN";55421;"Anoka";"(763) 572-1323";"Active";"KinderCare Education LLC";100;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/20/1972";"01/01/2020";"12/31/2020";"   "
800458;"Child Care Center";"KinderCare Learning Center";"2036 East County Rd D";;;"Maplewood ";"MN";55109;"Ramsey";"(651) 770-1239";"Active";"KinderCare Education LLC";108;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/28/1980";"01/01/2020";"12/31/2020";"   "
800461;"Child Care Center";"KinderCare Learning Center";"402 NW 14th St";;;"Rochester";"MN";55901;"Olmsted";"(507) 282-5676";"Active";"KinderCare Education LLC";90;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/06/1984";"01/01/2020";"12/31/2020";"   "
800462;"Child Care Center";"KinderCare Learning Center";"2186 Fairview Ave N";;;"Roseville";"MN";55113;"Ramsey";"(651) 631-0735";"Active";"KinderCare Education LLC";82;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1977";"01/01/2020";"12/31/2020";"   "
800463;"Child Care Center";"KinderCare Learning Center";"181 W County Rd B2";;;"Roseville";"MN";55113;"Ramsey";"(651) 490-1403";"Active";"KinderCare Education LLC";101;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/01/1987";"01/01/2020";"12/31/2020";"   "
800466;"Child Care Center";"KinderCare Learning Center";"2070 Burns ave";;;"Saint Paul";"MN";55119;"Ramsey";"(651) 731-1815";"Active";"KinderCare Education LLC";116;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"01/01/1983";"01/01/2020";"12/31/2020";"   "
800467;"Child Care Center";"KinderCare Learning Center";"101 N Blake Rd";;;"Hopkins";"MN";55343;"Hennepin";"(952) 935-4410";"Active";"KinderCare Education LLC";94;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/28/1972";"01/01/2020";"12/31/2020";"   "
800468;"Child Care Center";"KinderCare Learning Center";"1541 Humboldt Ave";;;"West St Paul";"MN";55118;"Dakota";"(651) 451-2772";"Active";"KinderCare Education LLC";92;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"02/01/1978";"01/02/2020";"12/31/2020";"   "
800469;"Child Care Center";"KinderCare Learning Center";"3708 W 44th St";;;"Minneapolis";"MN";55410;"Hennepin";"(612) 922-6727";"Active";"KinderCare Education LLC";85;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/02/1971";"09/08/2020";"12/31/2020";"   "
801250;"Child Care Center";"KinderCare Learning Center";"10801 Rhode Island Ave S";;;"Bloomington";"MN";55438;"Hennepin";"(952) 941-7817";"Active";"KinderCare Education LLC";99;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"10/19/1987";"01/01/2020";"12/31/2020";"   "
801252;"Child Care Center";"KinderCare Learning Center";"2791 Hwy 10";;;"Mounds View";"MN";55112;"Ramsey";"(763) 780-4304";"Active";"KinderCare Education LLC";97;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/09/1985";"01/01/2020";"12/31/2020";"   "
801253;"Child Care Center";"KinderCare Learning Center ";"8950 France Ave S";;;"Bloomington";"MN";55431;"Hennepin";"(952) 835-4955";"Active";"KinderCare Education LLC";140;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/03/1985";"01/01/2020";"12/31/2020";"   "
1034870;"Child Care Center";"KinderGardens Child Development Center";"14665 Mercantile Drive N";;;"Hugo";"MN";55038;"Washington";"(651) 204-5101";"Active";"KinderGardens, LLC";155;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"06/27/2005";"01/01/2020";"12/31/2020";"   "
1101526;"Child Care Center";"Kindergrove Early Learning Center LLC";"2130 BROADWAY AVE S";;;"Rochester";"MN";"55904-5559";"Olmsted";"(507) 322-6277";"Active";"Kindergrove Early Learning Center LLC";78;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/30/2020";"07/30/2020";"12/31/2020";"   "
801291;"Child Care Center";"Kinderhaus Montessori School";"3115 Victoria St N";" ";" ";"Roseville";"MN";"55113-1935";"Ramsey";"(651) 482-7925";"Pending Reopening";"Kinderhaus Montessori School";30;;"None";"Child Care Center";"Minnesota Department of Human Services";"12/03/1981";"01/03/2020";"12/31/2020";"   "
805826;"Child Care Center";"Kinderplatz";"5600 W American Blvd ";"Suites 180, 160, 150";;"Bloomington";"MN";55437;"Hennepin";"(612) 725-3481";"Active";"Kinderplatz";128;"Infants     Toddlers     Preschool     School-Age       ";"School-age only present from June to September; School-age is only allowed on the license from June through September.";"Child Care Center";"Minnesota Department of Human Services";"04/05/1993";"01/01/2020";"12/31/2020";"   "
1034581;"Child Care Center";"Kinderstube German Immersion Preschool c/o Mayflower Church";"106 E Diamond Lake Rd";;;"Minneapolis";"MN";"55419-1988";"Hennepin";"(612) 501-5240";"Active";"Germanic-American Institute";38;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"03/07/2005";"01/01/2020";"12/31/2020";"   "
1037325;"Child Care Center";"Kinderstube German Immersion Preschool Germanic American Institute";"301 Summit Ave";;;"Saint Paul";"MN";55102;"Ramsey";"(651) 222-7027";"Active";"Germanic-American Institute";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/06/2005";"01/01/2020";"12/31/2020";"   "
801297;"Child Care Center";"King of Grace Preschool";"6000 Duluth St";;;"Golden Valley";"MN";"55422-3927";"Hennepin";"(763) 546-3131";"Active";"King of Grace Lutheran Church";36;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1980";"01/01/2020";"12/31/2020";"   "
1053543;"Child Care Center";"King of Kings Lutheran Church and School";"2330 North Dale Street";;;"Roseville";"MN";55113;"Ramsey";"(651) 484-9206";"Active";"King of Kings Lutheran Church and School";39;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/01/2009";"01/01/2020";"12/31/2020";"   "
801301;"Child Care Center";"King's Kids";"1980 Silver Lk Rd";;;"New Brighton";"MN";55112;"Ramsey";"(651) 633-2240";"Active";"Atonement Lutheran Church of New Brighton";20;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"12/13/1972";"01/01/2020";"12/31/2020";"   "
804046;"Child Care Center";"King's Kids Preschool";"1040 South Grade Road";"PO Box 369";;"Hutchinson";"MN";55350;"McLeod";"(320) 484-3254";"Active";"Christ The King Lutheran Church";40;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"04/19/1990";"01/01/2020";"12/31/2020";"   "
1011051;"Child Care Center";"Kingdom Kids";"4400 55th St NW";;;"Rochester";"MN";55901;"Olmsted";"(507) 282-5569";"Active";"Christ Community Church";178;"Infants     Toddlers     Preschool     School-Age       Service: Drop-In child care Ages Served: Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"07/31/2001";"01/01/2020";"12/31/2020";"   "
1035820;"Child Care Center";"Kingdom Kids Child Care Center";"260 State Hwy 55 N";;;"Glenwood";"MN";56334;"Pope";"(320) 634-4271";"Active";"Kingdom Kids Child Care Center";108;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/19/2005";"01/01/2020";"12/31/2020";"   "
801299;"Child Care Center";"Kings Kids";"206 E 39th St";;;"Hibbing";"MN";55746;"St. Louis";"(218) 262-6550";"Closed";"Victory Christian Academy, Inc";40;;"None";"Child Care Center";"Minnesota Department of Human Services";"09/15/1989";"01/01/2020";"12/31/2020";"   "
1011992;"Child Care Center";"Knowledge Beginnings #071702";"570 Oak Grove Pkwy";;;"Vadnais Heights";"MN";55127;"Ramsey";"(651) 765-0555";"Active";"KinderCare Education LLC";184;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/28/2001";"01/01/2020";"12/31/2020";"   "
1011981;"Child Care Center";"Knowledge Beginnings #071703";"8445 Seasons Parkway";;;"Woodbury";"MN";55125;"Washington";"(651) 739-1399";"Active";"KinderCare Education LLC";162;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/13/2001";"01/01/2020";"12/31/2020";"   "
1011983;"Child Care Center";"Knowledge Beginnings #071704";"4155 Lexington Ave";;;"Eagan";"MN";55123;"Dakota";"(651) 994-4588";"Active";"KinderCare Education LLC";170;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/29/2001";"01/01/2020";"12/31/2020";"   "
1011982;"Child Care Center";"Knowledge Beginnings #071706";"2801 Superior Dr NW";;;"Rochester";"MN";55901;"Olmsted";"(507) 289-5006";"Active";"KinderCare Education LLC";196;"Infants     Toddlers     Preschool     School-Age       ";"None";"Child Care Center";"Minnesota Department of Human Services";"08/31/2001";"01/01/2020";"12/31/2020";"   "
801347;"Child Care Center";"Koala Bear Child Care";"4559 SHORELINE DR";;;"Spring Park";"MN";"55384-4431";"Hennepin";"(952) 471-5050";"Active";"Presbyterian Homes and Services";61;"Infants     Toddlers     Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"11/19/1988";"01/01/2020";"12/31/2020";"   "
801305;"Child Care Center";"Koenen's Country Preschool";"17168 County Road 65 NE";" ";" ";"Miltona";"MN";56354;"Douglas";"(218) 943-6781";"Active";"Karen Koenen";10;"Preschool       ";"None";"Child Care Center";"Minnesota Department of Human Services";"09/01/1977";"01/01/2020";"12/31/2020";"   "
