"Faclity ID";"Visit Type";"Visit Date";"Visit Result";"Document URL"
"CCCB-00993";"Renewal";"12/13/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00993_12132018+Visit.pdf&document_id=0902a1e3800372c9"
"CCCB-00993";"Licensed Complaint";"5/1/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00993_05012018+Visit.pdf&document_id=0902a1e380028333"
"CCCB-00993";"Monitoring";"9/1/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00993_09012017+Visit.pdf&document_id=0902a1e38001ce52"
"CCCB-06934";"Licensed Complaint";"8/12/2020";"Violations Found-SOF Issued";
"CCCB-06934";"Revision";"7/24/2020";"No Violations Found";
"CCCB-06934";"New";"1/6/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06934_01062020+Visit.pdf&document_id=0902a1e38005aba3"
"CCCB-06899";"Permit to Full";"1/6/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06899_01062020+Visit.pdf&document_id=0902a1e38005c417"
"CCCB-06899";"New";"7/15/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06899_07152019+Visit.pdf&document_id=0902a1e380046ac2"
"CCCB-00912";"Licensed Complaint";"2/10/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00912_02102020+Visit.pdf&document_id=0902a1e38006d2a0"
"CCCB-00912";"Monitoring";"7/29/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00912_07292019+Visit.pdf&document_id=0902a1e38004bc74"
"CCCB-00912";"Renewal";"10/8/2018";"Violations Found-SOF Issued";
"CCCB-00912";"Monitoring";"12/4/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00912_12042017+Visit.pdf&document_id=0902a1e380024cce"
"CCCB-00912";"Licensed Complaint";"10/5/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00912_10052016+Visit.pdf&document_id=0902a1e380017ec4"
"CCCB-05819";"Renewal";"1/28/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05819_01282019+Visit.pdf&document_id=0902a1e380038e24"
"CCCB-05819";"Monitoring";"11/5/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05819_11052018+Visit.pdf&document_id=0902a1e38003334d"
"CCCB-05819";"Monitoring";"1/20/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05819_01202017+Visit.pdf&document_id=0902a1e380017d88"
"CCCB-05819";"Renewal";"3/30/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05819_03302016+Visit.pdf&document_id=0902a1e380003846"
"CCCB-02599";"Monitoring";"8/26/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02599_08262019+Visit.pdf&document_id=0902a1e38004d2f2"
"CCCB-02599";"Renewal";"5/1/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02599_05012018+Visit.pdf&document_id=0902a1e38002722d"
"CCCB-02599";"Monitoring";"12/29/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02599_12292017+Visit.pdf&document_id=0902a1e380024cd3"
"CCCB-02599";"Monitoring";"11/7/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02599_11072016+Visit.pdf&document_id=0902a1e380016b9f"
"CCCB-05016";"Monitoring";"1/15/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05016_01152020+Visit.pdf&document_id=0902a1e38006cb40"
"CCCB-05016";"Monitoring";"1/15/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05016_01152019+Visit.pdf&document_id=0902a1e380036d09"
"CCCB-05016";"Renewal";"5/16/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05016_05162018+Visit.pdf&document_id=0902a1e38002a6ac"
"CCCB-05016";"Monitoring";"9/20/2017";"NCSOF Issued";
"CCCB-05016";"Monitoring";"12/21/2016";"NCSOF Issued";
"CCCB-00742";"Monitoring";"10/6/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00742_10062020+Visit.pdf&document_id=0902a1e38009d6e5"
"CCCB-00742";"Monitoring";"10/28/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00742_10282019+Visit.pdf&document_id=0902a1e380053dce"
"CCCB-00742";"Renewal";"4/9/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00742_04092018+Visit.pdf&document_id=0902a1e380026b4b"
"CCCB-00742";"Monitoring";"9/20/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00742_09202017+Visit.pdf&document_id=0902a1e38001d403"
"CCCB-00742";"Monitoring";"9/21/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00742_09212016+Visit.pdf&document_id=0902a1e380015bdc"
"CCCB-00696";"Monitoring";"1/28/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00696_01282019+Visit.pdf&document_id=0902a1e380037b74"
"CCCB-00696";"Monitoring";"6/20/2018";"Violations Found-SOF Issued";
"CCCB-00696";"Renewal";"9/12/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00696_09122017+Visit.pdf&document_id=0902a1e38001d4f8"
"CCCB-00696";"Monitoring";"3/30/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00696_03302016+Visit.pdf&document_id=0902a1e38000386a"
"CCCB-01693";"Monitoring";"6/10/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01693_06102019+Visit.pdf&document_id=0902a1e380047129"
"CCCB-01693";"Renewal";"8/20/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01693_08202018+Visit.pdf&document_id=0902a1e38002c716"
"CCCB-01693";"Monitoring";"10/27/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01693_10272017+Visit.pdf&document_id=0902a1e38001d874"
"CCCB-01693";"Monitoring";"12/28/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01693_12282016+Visit.pdf&document_id=0902a1e380018618"
"CCCB-06956";"New";"8/14/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06956_08142020+Visit.pdf&document_id=0902a1e3800928c2"
"CCCB-06622";"Monitoring";"10/6/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06622_10062020+Visit.pdf&document_id=0902a1e38009d670"
"CCCB-06622";"Renewal";"8/26/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06622_08262019+Visit.pdf&document_id=0902a1e38004dc91"
"CCCB-06622";"Monitoring";"7/16/2018";"No Violations Found";
"CCCB-06622";"Monitoring";"1/23/2017";"NCSOF Issued";
"CCCB-06622";"Renewal";"8/9/2016";"NCSOF Issued";
"CCCB-01016";"Licensed Complaint";"4/8/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01016_04082019+Visit.pdf&document_id=0902a1e380043409"
"CCCB-01016";"Monitoring";"3/5/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01016_03052019+Visit.pdf&document_id=0902a1e38003ad72"
"CCCB-01016";"Renewal";"4/18/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01016_04182018+Visit.pdf&document_id=0902a1e3800287fa"
"CCCB-01016";"Monitoring";"10/4/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01016_10042017+Visit.pdf&document_id=0902a1e38001fecf"
"CCCB-01016";"Monitoring";"11/8/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01016_11082016+Visit.pdf&document_id=0902a1e3800180d4"
"CCCB-06591";"Renewal";"12/5/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06591_12052019+Visit.pdf&document_id=0902a1e38005a941"
"CCCB-06591";"Monitoring";"11/14/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06591_11142018+Visit.pdf&document_id=0902a1e3800347fe"
"CCCB-06591";"Renewal";"4/19/2017";"Violations Found-SOF Issued";
"CCCB-06591";"Monitoring";"2/3/2016";"Violations Found-SOF Issued";
"CCCB-06730";"Monitoring";"10/28/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06730_10282019+Visit.pdf&document_id=0902a1e38005aa6f"
"CCCB-06730";"Renewal";"5/16/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06730_05162018+Visit.pdf&document_id=0902a1e3800298a1"
"CCCB-06730";"Monitoring";"12/20/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06730_12202017+Visit.pdf&document_id=0902a1e3800233d5"
"CCCB-06730";"Permit to Full";"2/9/2016";"Violations Found-SOF Issued";
"CCCB-06890";"Permit to Full";"1/14/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06890_01142020+Visit.pdf&document_id=0902a1e3800983d5"
"CCCB-06890";"New";"8/12/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06890_08122019+Visit.pdf&document_id=0902a1e380049a5d"
"CCCB-06748";"Monitoring";"2/24/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06748_02242020+Visit.pdf&document_id=0902a1e380066c4c"
"CCCB-06748";"Renewal";"4/3/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06748_04032019+Visit.pdf&document_id=0902a1e38003cf0d"
"CCCB-06748";"Monitoring";"6/19/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06748_06192018+Visit.pdf&document_id=0902a1e38002cdc0"
"CCCB-06748";"Permit to Full";"1/10/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06748_01102017+Visit.pdf&document_id=0902a1e38001786b"
"CCCB-06748";"New";"5/19/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06748_05192016+Visit.pdf&document_id=0902a1e380014dee"
"CCFB-01842";"Monitoring";"10/22/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01842_10222020+Visit.pdf&document_id=0902a1e38009ff2b"
"CCFB-01842";"Monitoring";"6/12/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01842_06122019+Visit.pdf&document_id=0902a1e38004422c"
"CCFB-01842";"Renewal";"10/10/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01842_10102018+Visit.pdf&document_id=0902a1e3800329b2"
"CCFB-01842";"Monitoring";"4/5/2017";"No Violations Found";
"CCFB-01842";"Monitoring";"9/8/2016";"NCSOF Issued";
"CCCB-05732";"Monitoring";"1/16/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05732_01162019+Visit.pdf&document_id=0902a1e3800362d4"
"CCCB-05732";"Renewal";"5/8/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05732_05082018+Visit.pdf&document_id=0902a1e38002c96e"
"CCCB-05732";"Monitoring";"1/26/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05732_01262017+Visit.pdf&document_id=0902a1e380018c75"
"CCCB-05732";"Monitoring";"4/13/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05732_04132016+Visit.pdf&document_id=0902a1e380015328"
"CCCB-05722";"Monitoring";"9/25/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05722_09252020+Visit.pdf&document_id=0902a1e38009ad7c"
"CCCB-05722";"Monitoring";"2/25/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05722_02252019+Visit.pdf&document_id=0902a1e380039d9e"
"CCCB-05722";"Renewal";"6/5/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05722_06052018+Visit.pdf&document_id=0902a1e38002b715"
"CCCB-05722";"Monitoring";"1/26/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05722_01262017+Visit.pdf&document_id=0902a1e380018234"
"CCCB-05722";"Monitoring";"4/13/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05722_04132016+Visit.pdf&document_id=0902a1e380014aa5"
"CCCB-01290";"Renewal";"3/4/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01290_03042020+Visit.pdf&document_id=0902a1e38006c136"
"CCCB-01290";"Monitoring";"10/30/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01290_10302019+Visit.pdf&document_id=0902a1e3800564db"
"CCCB-01290";"Monitoring";"10/16/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01290_10162018+Visit.pdf&document_id=0902a1e380031c61"
"CCCB-01290";"Licensed Complaint";"5/9/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01290_05092017+Visit.pdf&document_id=0902a1e38001af2a"
"CCCB-01290";"Renewal";"3/21/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01290_03212017+Visit.pdf&document_id=0902a1e3800195cb"
"CCCB-06656";"Monitoring";"5/14/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06656_05142019+Visit.pdf&document_id=0902a1e380045b1e"
"CCCB-06656";"Monitoring";"10/22/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06656_10222018+Visit.pdf&document_id=0902a1e380032463"
"CCCB-06656";"Renewal";"6/15/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06656_06152017+Visit.pdf&document_id=0902a1e38001a214"
"CCCB-06656";"Monitoring";"12/21/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06656_12212016+Visit.pdf&document_id=0902a1e380017963"
"CCCB-06174";"Renewal";"8/4/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06174_08042020+Visit.pdf&document_id=0902a1e380098b2f"
"CCCB-06174";"Monitoring";"7/24/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06174_07242019+Visit.pdf&document_id=0902a1e38004b844"
"CCCB-06174";"Monitoring";"11/8/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06174_11082018+Visit.pdf&document_id=0902a1e3800352f8"
"CCCB-06174";"Renewal";"5/25/2017";"Violations Found-SOF Issued";
"CCCB-06174";"Monitoring";"1/7/2016";"Violations Found-SOF Issued";
"CCCB-06725";"Monitoring";"1/27/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06725_01272020+Visit.pdf&document_id=0902a1e380066f65"
"CCCB-06725";"Monitoring";"3/21/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06725_03212019+Visit.pdf&document_id=0902a1e38003b88e"
"CCCB-06725";"Renewal";"6/11/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06725_06112018+Visit.pdf&document_id=0902a1e380029ffd"
"CCCB-06725";"Monitoring";"12/5/2017";"Violations Found-SOF Issued";
"CCCB-06725";"Permit to Full";"1/28/2016";"NCSOF Issued";
"CCCB-06022";"Monitoring";"6/19/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06022_06192019+Visit.pdf&document_id=0902a1e380048dba"
"CCCB-06022";"Renewal";"8/6/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06022_08062018+Visit.pdf&document_id=0902a1e38002b78b"
"CCCB-06022";"Monitoring";"10/4/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06022_10042017+Visit.pdf&document_id=0902a1e38001d9c3"
"CCCB-06022";"Monitoring";"5/25/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06022_05252016+Visit.pdf&document_id=0902a1e380014ebc"
"CCCB-05390";"Monitoring";"10/15/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05390_10152020+Visit.pdf&document_id=0902a1e38009e4fd"
"CCCB-05390";"Monitoring";"10/17/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05390_10172019+Visit.pdf&document_id=0902a1e380052f29"
"CCCB-05390";"Renewal";"4/18/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05390_04182018+Visit.pdf&document_id=0902a1e38002717c"
"CCCB-05390";"Monitoring";"10/4/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05390_10042017+Visit.pdf&document_id=0902a1e38001c717"
"CCCB-05390";"Monitoring";"5/25/2016";"NCSOF Issued";
"CCCB-01566";"Monitoring";"10/15/2019";"Violations Found-SOF Issued";
"CCCB-01566";"Renewal";"5/16/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01566_05162018+Visit.pdf&document_id=0902a1e380029236"
"CCCB-01566";"Monitoring";"9/15/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01566_09152017+Visit.pdf&document_id=0902a1e38001b99e"
"CCCB-01566";"Monitoring";"2/19/2016";"No Violations Found";
"CCCB-06186";"Renewal";"8/19/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06186_08192020+Visit.pdf&document_id=0902a1e38009be97"
"CCCB-06186";"Monitoring";"9/11/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06186_09112019+Visit.pdf&document_id=0902a1e38004fa43"
"CCCB-06186";"Monitoring";"10/3/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06186_10032018+Visit.pdf&document_id=0902a1e380035244"
"CCCB-06186";"Licensed Complaint";"10/31/2017";"Violations Found-SOF Issued";
"CCCB-06186";"Renewal";"9/19/2017";"Violations Found-SOF Issued";
"CCCB-06186";"Monitoring";"1/7/2016";"NCSOF Issued";
"CCCB-04993";"Monitoring";"10/15/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04993_10152020+Visit.pdf&document_id=0902a1e38009ffd3"
"CCCB-04993";"Monitoring";"1/4/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04993_01042019+Visit.pdf&document_id=0902a1e3800397f5"
"CCCB-04993";"Renewal";"2/27/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04993_02272018+Visit.pdf&document_id=0902a1e380025f32"
"CCCB-04993";"Monitoring";"10/12/2017";"No Violations Found";
"CCCB-04993";"Monitoring";"1/28/2016";"No Violations Found";
"CCCB-06347";"Monitoring";"10/2/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06347_10022020+Visit.pdf&document_id=0902a1e38009d734"
"CCCB-06347";"Revision";"9/4/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06347_09042020+Visit.pdf&document_id=0902a1e380094b9f"
"CCCB-06347";"Monitoring";"10/21/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06347_10212019+Visit.pdf&document_id=0902a1e3800527a9"
"CCCB-06347";"Renewal";"6/19/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06347_06192018+Visit.pdf&document_id=0902a1e38002af00"
"CCCB-06347";"Monitoring";"12/14/2017";"Violations Found-SOF Issued";
"CCCB-05767";"Monitoring";"1/24/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05767_01242020+Visit.pdf&document_id=0902a1e38006f547"
"CCCB-05767";"Monitoring";"4/10/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05767_04102019+Visit.pdf&document_id=0902a1e38003faeb"
"CCCB-05767";"Renewal";"8/7/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05767_08072018+Visit.pdf&document_id=0902a1e380032a76"
"CCCB-05767";"Monitoring";"12/21/2017";"Violations Found-SOF Issued";
"CCCB-05767";"Monitoring";"7/25/2016";"Violations Found-SOF Issued";
"CCCB-06850";"Monitoring";"9/11/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06850_09112020+Visit.pdf&document_id=0902a1e38009be9c"
"CCCB-06850";"Revision";"11/20/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06850_11202019+Visit.pdf&document_id=0902a1e38005dfb7"
"CCCB-06850";"Licensed Complaint";"8/16/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06850_08162019+Visit.pdf&document_id=0902a1e38004e582"
"CCCB-06850";"Permit to Full";"1/11/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06850_01112019+Visit.pdf&document_id=0902a1e38003654e"
"CCCB-06850";"New";"8/17/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06850_08172018+Visit.pdf&document_id=0902a1e38002c350"
"CCCB-00585";"Monitoring";"2/27/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00585_02272020+Visit.pdf&document_id=0902a1e3800763ed"
"CCCB-00585";"Renewal";"9/25/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00585_09252019+Visit.pdf&document_id=0902a1e3800506aa"
"CCCB-00585";"Licensed Complaint";"6/6/2019";"NCSOF Issued";
"CCCB-00585";"Monitoring";"3/1/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00585_03012018+Visit.pdf&document_id=0902a1e3800246c8"
"CCCB-00585";"Monitoring";"4/13/2017";"Violations Found-SOF Issued";
"CCCB-00585";"Renewal";"9/7/2016";"NCSOF Issued";
"CCCB-06856";"Monitoring";"1/24/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06856_01242020+Visit.pdf&document_id=0902a1e380062585"
"CCCB-06856";"Revision";"9/25/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06856_09252019+Visit.pdf&document_id=0902a1e38004eab2"
"CCCB-06856";"Permit to Full";"3/1/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06856_03012019+Visit.pdf&document_id=0902a1e38003ca17"
"CCCB-06856";"New";"8/17/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06856_08172018+Visit.pdf&document_id=0902a1e38002d655"
"CCCB-01019";"Monitoring";"10/7/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01019_10072020+Visit.pdf&document_id=0902a1e38009e9a5"
"CCCB-01019";"Monitoring";"5/2/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01019_05022019+Visit.pdf&document_id=0902a1e380058b53"
"CCCB-01019";"Renewal";"10/25/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01019_10252018+Visit.pdf&document_id=0902a1e380035375"
"CCCB-01019";"Monitoring";"1/4/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01019_01042017+Visit.pdf&document_id=0902a1e380017b6c"
"CCCB-01019";"Revision";"4/7/2016";"No Violations Found";
"CCCB-01019";"Licensed Complaint";"3/3/2016";"Violations Found-SOF Issued";
"CCCB-06758";"Monitoring";"2/19/2020";"NCSOF Issued";
"CCCB-06758";"Renewal";"7/11/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06758_07112019+Visit.pdf&document_id=0902a1e380049809"
"CCCB-06758";"Revision";"5/18/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06758_05182018+Visit.pdf&document_id=0902a1e380028c9e"
"CCCB-06758";"Monitoring";"2/13/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06758_02132018+Visit.pdf&document_id=0902a1e380023756"
"CCCB-06758";"Permit to Full";"1/4/2017";"No Violations Found";
"CCCB-06758";"New";"8/15/2016";"No Violations Found";
"CCCB-00003";"Monitoring";"8/17/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00003_08172020+Visit.pdf&document_id=0902a1e380098b41"
"CCCB-00003";"Revision";"2/12/2020";"No Violations Found";
"CCCB-00003";"Monitoring";"4/3/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00003_04032019+Visit.pdf&document_id=0902a1e38004009a"
"CCCB-00003";"Quality Assurance Review";"6/4/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00003_06042018+Visit.pdf&document_id=0902a1e38002a5f9"
"CCCB-00003";"Renewal";"2/9/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00003_02092018+Visit.pdf&document_id=0902a1e380025602"
"CCCB-00003";"Monitoring";"4/13/2017";"NCSOF Issued";
"CCCB-00003";"Revision";"2/3/2017";"NCSOF Issued";
"CCCB-00003";"Monitoring";"9/14/2016";"Violations Found-SOF Issued";
"CCCB-02819";"Monitoring";"8/31/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02819_08312020+Visit.pdf&document_id=0902a1e380095897"
"CCCB-02819";"Renewal";"2/6/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02819_02062019+Visit.pdf&document_id=0902a1e380038cbd"
"CCCB-02819";"Monitoring";"6/6/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02819_06062018+Visit.pdf&document_id=0902a1e380029a9c"
"CCCB-02819";"Monitoring";"3/6/2017";"No Violations Found";
"CCCB-02819";"Renewal";"3/11/2016";"Violations Found-SOF Issued";
"CCCB-02213";"Monitoring";"8/16/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02213_08162019+Visit.pdf&document_id=0902a1e38004cb01"
