"Facility ID";"Name";"Programm Type";"City";"Phone";"County";"Zip";"Addess";"Addess1";"Email";"License Status"
"CCCB-01292";"Country View Day School";"Center Based Program License";"Laconia";6035288557;"Belknap";"'03246";"89 Valley Street";;;"Active"
"CCCB-06882";"Elm Street Before and After School Program";"Center Based Program License";"Laconia";6035241235;"Belknap";"'03246";"478 Elm Street";;;"Active"
"CCCB-06891";"Laconia Early Learning Center";"Center Based Program License";"Laconia";;"Belknap";"'03246";"22 Strafford Street, Unit #4";;;"Active"
"CCCB-00793";"Lakes Region Family Center/Head Start/Early Head Start";"Center Based Program License";"Laconia";6035285334;"Belknap";"'03246";"121 Belmont Road";;;"Active"
"CCCB-06151";"Open Door Preschool and Childcare Center";"Center Based Program License";"Laconia";6035242004;"Belknap";"'03246";"651 Union Avenue";;;"Active"
"CCCB-06883";"Pleasant Street Before and After School Program";"Center Based Program License";"Laconia";6035241235;"Belknap";"'03246";"334 Elm Street";;;"Active"
"CCCB-06892";"River's Edge Early Learning Center";"Center Based Program License";"Laconia";6033938132;"Belknap";"'03246";"126 Union Avenue";;;"Active"
"CCCB-06884";"Woodland Heights Before and After School Program";"Center Based Program License";"Laconia";6035241235;"Belknap";"'03246";"225 Winter Street";;;"Active"
"CCFB-00770";"Children's Garden Daycare";"Family Based Program License";"Gilford";6035281857;"Belknap";"'03249";"546 Morrill Street";;;"Active"
"CCFB-06178";"Mary's Child Care";"Family Based Program License";"Gilford";6035243979;"Belknap";"'03249";"21 Belknap Mountain Road";;;"Active"
"CCCB-06936";"Ready, Set, Grow! Children's Learning Center";"Center Based Program License";"Gilford";6039032461;"Belknap";"'03249";"401 Gilford Avenue, Suite 203";;;"Active"
"CCCB-06728";"Under His Wings Preschool";"Center Based Program License";"Gilford";6037176321;"Belknap";"'03249";"2 Airport Road";;;"Active"
"CCCB-00949";"Village Nursery School";"Center Based Program License";"Gilford";6035247444;"Belknap";"'03249";"19 Potter Hill Road";;;"Active"
"CCCB-04328";"Lincoln-Woodstock Community Child Care Center";"Center Based Program License";"Lincoln";6037452200;"Grafton";"'03251";"194 Pollard Road";;;"Active"
"CCFB-05252";"Noah's Ark Day Care";"Family Based Program License";"Lincoln";6037453279;"Grafton";"'03251";"31 Hanson Farm Road";;;"Active"
"CCFB-02408";"Northern Shores Day Care";"Family Based Program License";"Lochmere";6035283294;"Belknap";"'03252";"11 Dublin Drive";;;"Active"
"CCCB-04811";"Weeping Willow Day Care Center";"Center Based Program License";"Lochmere";6035246316;"Belknap";"'03252";"34 Silver Lake Road";;;"Active"
"CCCB-00571";"Inter-Lakes Day Care Center And Nursery School";"Center Based Program License";"Meredith";6032798903;"Belknap";"'03253";"The Bixby House, 36 Lang Street";;;"Active"
"CCCB-04890";"Kidworks Learning Center";"Center Based Program License";"Meredith";6032796633;"Belknap";"'03253";"37 Reservoir Road";;;"Active"
"CCCB-06090";"Imaginations...A Child's Place";"Center Based Program License";"Moultonborough";6034768400;"Carroll";"'03254";"903 Whittier Highway";;;"Active"
"CCCB-06580";"Moultonborough Learning Center";"Center Based Program License";"Moultonborough";6037076233;"Carroll";"'03254";"1018 & 1026 Whittier Highway";;;"Active"
"CCFB-06931";"Hope's Haven";"Family Based Program License";"Newbury";6034142911;"Merrimack";"'03255";"356 Chalk Pond Road";;;"Active"
"CCCB-01816";"ABC's Child Care Center";"Center Based Program License";"New London";6035265242;"Merrimack";"'03257";"273 County Road";;;"Active"
"CCCB-06574";"New London Early Learning Center";"Center Based Program License";"New London";6035262650;"Merrimack";"'03257";"24 Pleasant Street";;;"Active"
"CCCB-06633";"Windy Hill School";"Center Based Program License";"New London";6035263774;"Merrimack";"'03257";"541 Main Street";;;"Active"
"CCFB-06678";"Anne's Daycare";"Family Based Program License";"Chichester";6037985536;"Merrimack";"'03258";"33 Towle Road";;;"Active"
"CCCB-06896";"KCE Champions LLC @ Northwood";"Center Based Program License";"Northwood";6035210605;"Rockingham";"'03261";"511 1st. NH Turnpike";;;"Active"
"CCCB-06907";"Little Blessings Pre-School @ St. Joseph's Church";"Center Based Program License";"Northwood";6038173571;"Rockingham";"'03261";"844 1st. NH Turnpike";;;"Active"
"CCFB-06301";"Magical Moments Daycare";"Family Based Program License";"Northwood";6039428645;"Rockingham";"'03261";"97 Ridge Road";;"eliza_farrar@yahoo.com";"Active"
"CCCB-00660";"Blueberry Express Day Care Center";"Center Based Program License";"Pittsfield";6034356149;"Merrimack";"'03263";"8 Catamount Street";;;"Active"
"CCCB-04197";"Pittsfield Head Start";"Center Based Program License";"Pittsfield";6034356618;"Merrimack";"'03263";"23 Oneida Street";;;"Active"
"CCCB-06673";"Heather's Little Angels";"Center Based Program License";"Plymouth";6035362332;"Grafton";"'03264";"12 Yeaton Road, Suite C8";;;"Active"
"CCCB-06112";"Mid-State Children's Learning Center";"Center Based Program License";"Plymouth";6035363898;"Grafton";"'03264";"101 Fairgounds Road";;;"Active"
"CCFB-06676";"Miss Amber's Daycare LLC";"Family Based Program License";"Plymouth";6032543904;"Grafton";"'03264";"19 Page Street";;;"Active"
"CCRB-05691";"MPA at Plymouth: CAST";"Residential Based Program License";"Plymouth";6035361102;"Grafton";"'03264";"350 Main Street";;;"Active"
"CCCB-06368";"Pemi Youth Center";"Center Based Program License";"Plymouth";6035367264;"Grafton";"'03264";"111 Main Street";;;"Active"
"CCCB-00987";"Plymouth Area Headstart";"Center Based Program License";"Plymouth";6035361393;"Grafton";"'03264";"258 Highland Street";;;"Active"
"CCCB-04637";"Plymouth State University Center for Young Children and Families";"Center Based Program License";"Plymouth";6035352299;"Grafton";"'03264";"35 Langdon Street";;;"Active"
"CCFB-06865";"The Learning Tree Daycare";"Family Based Program License";"Plymouth";6034865910;"Grafton";"'03264";"25 Wentworth Street";;;"Active"
"CCRB-06690";"MPA at Rumney";"Residential Based Program License";"Rumney";6037869216;"Grafton";"'03266";"1765 Route 25";;;"Active"
"CCCB-05586";"Kids With Spirit";"Center Based Program License";"Salisbury";6036486100;"Merrimack";"'03268";"13 Franklin Road";;;"Active"
"CCCB-05685";"Sanbornton Recreation";"Center Based Program License";"Sanbornton";6032862659;"Belknap";"'03269";"Sanbornton Central School";"16 Hunkins Pond Road";;"Active"
"CCCB-06792";"Saplings, A Forest and Nature Preschool";"Center Based Program License";"Sanbornton";6036305450;"Belknap";"'03269";"266 Upper Bay Road";;;"Active"
"CCCB-06867";"Children's Center for Creative Learning - Sutton";"Center Based Program License";"South Sutton";6039382546;"Merrimack";"'03273";"30 Route 114";;;"Active"
"CCCB-06853";"Boys & Girls Clubs of Central New Hampshire - Suncook Unit";"Center Based Program License";"Suncook";6034105847;"Merrimack";"'03275";"8 Whitten Street";;;"Active"
"CCCB-05635";"First Choice For Children";"Center Based Program License";"Suncook";6034858613;"Merrimack";"'03275";"304 Pembroke Street";;;"Active"
"CCCB-01750";"Hurney's Nursery and Day Care";"Center Based Program License";"Suncook";6034859483;"Merrimack";"'03275";"4 Colonial Drive";;;"Active"
"CCCB-06921";"It Takes A Village Child Care";"Center Based Program License";"Suncook";6032196301;"Merrimack";"'03275";"617B Buck Street";;;"Permit Issued"
"CCCB-04307";"Peace Of Mind After School Care";"Center Based Program License";"Suncook";6038488499;"Merrimack";"'03275";"30 Main Street";;;"Active"
"CCRB-01073";"Pine Haven Boys Center";"Residential Based Program License";"Suncook";6034857141;"Merrimack";"'03275";"133 River Road";;;"Active"
"CCCB-02686";"Tender Years Child Care And Learning Center";"Center Based Program License";"Suncook";6034858932;"Merrimack";"'03275";"3 Chester Turnpike";;;"Active"
"CCCB-06942";"Three Krazy Kids";"Center Based Program License";"Suncook";6032287529;"Merrimack";"'03275";"60 Sheep Davis Road";;;"Active"
"CCCB-06909";"Boys & Girls Club - Winnisquam";"Center Based Program License";"Tilton";6032241061;"Belknap";"'03276";"76 Winter Street";;;"Active"
"CCCB-06776";"Pines Community Center";"Center Based Program License";"Tilton";6032868653;"Belknap";"'03276";"61 Summer Street";;;"Active"
"CCRB-01078";"Spaulding Academy & Family Services";"Residential Based Program License";"Tilton";6032868901;"Belknap";"'03276";"130 Shedd Road";;;"Active"
"CCCB-05251";"The Ark Christian Nursery and Learning Center";"Center Based Program License";"Tilton";6032869966;"Belknap";"'03276";"410 West Main Street";;;"Active"
"CCCB-06798";"Whole Child Center";"Center Based Program License";"Tilton";6032867077;"Belknap";"'03276";"523 West Main Street";;;"Active"
"CCCB-06547";"Boys & Girls Clubs of Greater Concord - Warner Unit";"Center Based Program License";"Warner";6032241061;"Merrimack";"'03278";"14 Church Street";;;"Active"
"CCCB-00956";"Warner Head Start";"Center Based Program License";"Warner";6034562208;"Merrimack";"'03278";"49 Main Street";;;"Active"
"CCRB-06822";"MPA at Warren";"Residential Based Program License";"Warren";6037266837;"Grafton";"'03279";"254 NH Route 25";;;"Active"
"CCCB-06834";"Boys & Girls Clubs of Central New Hampshire - Weare Unit";"Center Based Program License";"Weare";6032241061;"Hillsborough";"'03281";"16 East Road";;;"Active"
"CCCB-06464";"New Morning Before and After School Programs @ Center Woods";"Center Based Program License";"Weare";6036693591;"Hillsborough";"'03281";"14 Center Road";;;"Active"
"CCCB-00858";"Sugar And Spice Preschool";"Center Based Program License";"Weare";6035292036;"Hillsborough";"'03281";"8 High Street";;;"Active"
"CCCB-06674";"Weare Village Kidz Academy";"Center Based Program License";"Weare";6035290006;"Hillsborough";"'03281";"92 Woodbury Road";;;"Active"
"CCCB-06837";"Weare We Grow Child Care";"Center Based Program License";"Weare";6035290698;"Hillsborough";"'03281";"111 South Stark Highway, Suite 5";;;"Active"
"CCCB-06641";"Weare We Grow Childcare";"Center Based Program License";"Weare";6035290697;"Hillsborough";"'03281";"425 South Stark Highway";;;"Active"
"CCFB-06874";"Sweet Beginnings Daycare";"Family Based Program License";"Wilmot";6035684530;"Merrimack";"'03287";"5 Tannery Lane";;;"Active"
"CCCB-00968";"Wilmot Learning Place";"Center Based Program License";"Wilmot";6035264569;"Merrimack";"'03287";"64 Village Road";;;"Active"
"CCCB-06916";"All Aboard Early Learning Center";"Center Based Program License";"Nottingham";6037344023;"Rockingham";"'03290";"106 Church Street";;;"Active"
"CCCB-05934";"All Aboard Preschool & Child Care Center";"Center Based Program License";"Nottingham";6036799555;"Rockingham";"'03290";"249 Stage Road";;;"Active"
"CCFB-06910";"Growing With Grace";"Family Based Program License";"West Nottingham";6033034274;"Rockingham";"'03291";"374 Stage Road";;;"Active"
"CCCB-06835";"Boys & Girls Clubs of Central New Hampshire - Eastman Unit";"Center Based Program License";"Concord";6032241061;"Merrimack";"'03301";"15 Shawmut Street";;;"Active"
"CCCB-06411";"Boys & Girls Clubs of Greater Concord - Bradley Street Unit";"Center Based Program License";"Concord";6032241061;"Merrimack";"'03301";"55 Bradley Street";;;"Active"
"CCCB-06558";"Boys & Girls Clubs of Greater Concord - Christa McAuliffe Unit";"Center Based Program License";"Concord";6032241061;"Merrimack";"'03301";"17 North Spring Street";;;"Active"
"CCCB-06911";"Concord Early Enrichment Center";"Center Based Program License";"Concord";6032243282;"Merrimack";"'03301";"16 Chenell Drive";;;"Active"
"CCCB-00705";"Concord Family YMCA Child Development Center";"Center Based Program License";"Concord";6032289622;"Merrimack";"'03301";"15 North State Street";;;"Active"
"CCCB-00910";"Concord Head Start, Early Head Start And Community Child Care";"Center Based Program License";"Concord";6032246492;"Merrimack";"'03301";"67 Old Loudon Road";;;"Active"
"CCCB-02831";"East Side Learning Center";"Center Based Program License";"Concord";6032242717;"Merrimack";"'03301";"164 East Side Drive";;;"Active"
"CCCB-00993";"First Start Children's Center";"Center Based Program License";"Concord";"6032281341ext 4203";"Merrimack";"'03301";"17 Knight Street";;;"Active"
"CCCB-06934";"Inspiring Minds Childcare And Learning Center";"Center Based Program License";"Concord";6034199118;"Merrimack";"'03301";"40 Thorndike Street";;;"Permit Issued"
"CCCB-06899";"Little Learners Family Center";"Center Based Program License";"Concord";6037155168;"Merrimack";"'03301";"3 Garrison Street";;;"Active"
"CCCB-00912";"Merrimack Valley Day Care Service";"Center Based Program License";"Concord";6032241632;"Merrimack";"'03301";"19 North Fruit Street";;;"Active"
"CCCB-05819";"Merrimack Valley Day Care Service @ Jennings Drive";"Center Based Program License";"Concord";6032241632;"Merrimack";"'03301";"19 Jennings Drive, Haller Center";;;"Active"
"CCCB-02599";"Merrimack Valley Day Care Service @ NH Hospital";"Center Based Program License";"Concord";6032715790;"Merrimack";"'03301";"97 Pleasant Street, Thayer Building";;;"Active"
"CCCB-05016";"Merrimack Valley Day Care Service At Eagle's Bluff";"Center Based Program License";"Concord";6032254305;"Merrimack";"'03301";"2 Quincy Street";;;"Active"
"CCCB-00742";"Ralph Waldo Emerson School For Preschoolers";"Center Based Program License";"Concord";6032248218;"Merrimack";"'03301";"274 Pleasant Street";;"jensign@emersonschool.comcastbiz.net";"Active"
"CCCB-00696";"The Children's Place and Parent Education Center";"Center Based Program License";"Concord";6032249920;"Merrimack";"'03301";"27 Burns Avenue";;;"Active"
"CCCB-01693";"The Learning Center at Concord Hospital";"Center Based Program License";"Concord";6032240590;"Merrimack";"'03301";"139 Langley Parkway";;;"Active"
"CCCB-06956";"The Mary Stuart Gile Early Learning Center at CFDC";"Center Based Program License";"Concord";6032241061;"Merrimack";"'03301";"31 College Drive";;;"Permit Issued"
"CCCB-06622";"The Tot Spot";"Center Based Program License";"Concord";6032240404;"Merrimack";"'03301";"60 West Street";;;"Active"
"CCCB-01016";"The Woodside School";"Center Based Program License";"Concord";6032248418;"Merrimack";"'03301";"114 & 126 South Fruit Street";;;"Active"
"CCCB-06591";"The Y @ 21C/Abbot Downing School";"Center Based Program License";"Concord";6032907000;"Merrimack";"'03301";"152 South Street";;;"Active"
"CCCB-06730";"The Y @ 21C/Beaver Meadow School";"Center Based Program License";"Concord";6037831129;"Merrimack";"'03301";"40 Sewalls Fall Road";;;"Active"
"CCCB-06890";"With One Heart Early Learning Center";"Center Based Program License";"Concord";6032240277;"Merrimack";"'03301";"213 North Main Street";;;"Active"
"CCCB-06748";"Woodside at St. Paul's School";"Center Based Program License";"Concord";6032295576;"Merrimack";"'03301";"Sawmill Road";;;"Active"
"CCFB-01842";"Care A Lot Family Child Care";"Family Based Program License";"Concord";6037465702;"Merrimack";"'03303";"292 Tyler Road";;;"Active"
"CCCB-05732";"Concord Family YMCA School Age Program at Boscawen";"Center Based Program License";"Concord";"6032289622X133";"Merrimack";"'03303";"1 Best Avenue";;;"Active"
"CCCB-05722";"Merrimack Valley Day Care Service @ MCNH";"Center Based Program License";"Concord";6037966467;"Merrimack";"'03303";"333 Daniel Webster Highway";;;"Active"
"CCCB-01290";"Penacook Community Center Child Care Program";"Center Based Program License";"Concord";6037539700;"Merrimack";"'03303";"76 Community Drive";;;"Active"
"CCCB-06656";"Penacook Community Center Child Care Program @ P.E.S";"Center Based Program License";"Concord";6037539700;"Merrimack";"'03303";"60 Village Street";;;"Active"
"CCCB-06174";"Bow Youth Center";"Center Based Program License";"Bow";6038567245;"Merrimack";"'03304";"21 Bow Center";;;"Active"
"CCCB-06725";"Bow Youth Center @ Bow Elementary School";"Center Based Program License";"Bow";6038567245;"Merrimack";"'03304";"20 Bow Center Road";;;"Active"
"CCCB-06022";"Casa dei Bambini Montessori Children's Center";"Center Based Program License";"Bow";6032279300;"Merrimack";"'03304";"507 A South Street";;;"Active"
"CCCB-05390";"Celebrating Children";"Center Based Program License";"Bow";6032282214;"Merrimack";"'03304";"10 Grandview Road";;;"Active"
"CCCB-01566";"Joyful Noise Preschool and Learning Center";"Center Based Program License";"Bow";6032246069;"Merrimack";"'03304";"6 & 8 Branch Londonderry Turnpike East";;;"Active"
"CCCB-06186";"Little Sprouts Children's Center";"Center Based Program License";"Bow";6032241818;"Merrimack";"'03304";"3 Robinson Road A-1";;;"Active"
"CCCB-04993";"Rockwood Acres Daycare";"Center Based Program License";"Bow";6032256990;"Merrimack";"'03304";"3 Clough Road";;;"Active"
"CCCB-06347";"Concord Family YMCA KydStop @ Loudon Elementary";"Center Based Program License";"Loudon";6032289622;"Merrimack";"'03307";"33 Staniels Road";;;"Active"
"CCCB-05767";"Footsteps Day Care And Learning Center";"Center Based Program License";"Keene";6033571475;"Cheshire";"'03431";"407 Winchester Street";;;"Active"
"CCCB-06850";"Growing Minds Preschool & Daycare";"Center Based Program License";"Keene";6033543977;"Cheshire";"'03431";"69 Washington Street";;;"Active"
"CCCB-00585";"Keene Day Care Center";"Center Based Program License";"Keene";6033522129;"Cheshire";"'03431";"86 Wood Street";;;"Active"
"CCCB-06856";"Keene Family YMCA - JD Site";"Center Based Program License";"Keene";6033526002;"Cheshire";"'03431";"227 Maple Avenue";;;"Active"
"CCCB-01019";"Keene Family YMCA Children's Learning Center";"Center Based Program License";"Keene";;"Cheshire";"'03431";"200 Summit Road";;;"Active"
"CCCB-06758";"Keene Family YMCA Maple Avenue Learning Center";"Center Based Program License";"Keene";6033132719;"Cheshire";"'03431";"105 Maple Avenue";;;"Active"
"CCCB-00003";"Keene Montessori School";"Center Based Program License";"Keene";6033524052;"Cheshire";"'03431";"125 Railroad Street";;;"Active"
"CCCB-02819";"Montessori Schoolhouse Of Cheshire County";"Center Based Program License";"Keene";6033523301;"Cheshire";"'03431";"28 Hurricane Road";;;"Active"
"CCCB-02213";"Rise...For Baby And Family";"Center Based Program License";"Keene";6033571395;"Cheshire";"'03431";"147 Washington Street";;;"Active"
"CCCB-06389";"Sophia's Hearth Family Center";"Center Based Program License";"Keene";6033573755;"Cheshire";"'03431";"700 Court Street";;;"Active"
"CCCB-00851";"Southwestern Community Services - Keene Head Start";"Center Based Program License";"Keene";6037194175;"Cheshire";"'03431";"64 Dunbar Street";;;"Active"
"CCCB-04270";"The Children's Learning Center @ CMC/DHK";"Center Based Program License";"Keene";6033545434;"Cheshire";"'03431";"548 Court Street";;;"Active"
"CCCB-00792";"Keene State College Child Development Center";"Center Based Program License";"Keene";6033582232;"Cheshire";"'03435";"229 Main Street";;;"Active"
"CCCB-06965";"Boys & Girls Club-Antrim Extension";"Center Based Program License";"Antrim";6038016001;"Hillsborough";"'03440";"10 School Street";;;"Permit Issued"
"CCCB-05902";"The Learning Vine";"Center Based Program License";"Antrim";6035882620;"Hillsborough";"'03440";"4 Aiken Street";;;"Active"
"CCCB-04575";"Southwestern Community Services-Ashuelot Headstart";"Center Based Program License";"Ashuelot";6032398228;"Cheshire";"'03441";"161 Main Street";;;"Active"
"CCCB-00732";"Dublin Community Preschool And Child Care Center";"Center Based Program License";"Dublin";6035638508;"Cheshire";"'03444";"1281c Main Street";;"Cathy@dublinpreschool.org";"Active"
"CCFB-06812";"Honey Bee Hollow";"Family Based Program License";"Swanzey";6038529244;"Cheshire";"'03446";"83 Ash HIll Road";;;"Active"
"CCCB-00574";"Jack And Jill Cooperative Nursery School";"Center Based Program License";"Swanzey";6033578550;"Cheshire";"'03446";"679 Old Homestead Highway";;;"Active"
"CCCB-05328";"Southwestern Community Services - Swanzey Head Start";"Center Based Program License";"Swanzey";6033527254;"Cheshire";"'03446";"37 West Street";;;"Active"
"CCCB-06680";"Little Learners Daycare";"Center Based Program License";"Fitzwilliam";9788558089;"Cheshire";"'03447";"27 Route 12 South";;;"Active"
"CCFB-04884";"Tammy's Play House";"Family Based Program License";"Hancock";6035254008;"Hillsborough";"'03449";"214 Forest Road";;;"Active"
"CCCB-01571";"Harrisville Children's Center";"Center Based Program License";"Harrisville";6038273905;"Cheshire";"'03450";"66 Main Street";;;"Active"
"CCFB-05719";"Elizabeth Murdough Family Daycare";"Family Based Program License";"Hinsdale";6032563025;"Cheshire";"'03451";"9 Streeter Lane";;;"Active"
"CCFB-02692";"Nanny's Daycare";"Family Based Program License";"Hinsdale";6033365415;"Cheshire";"'03451";"50 Indian Acres";;;"Active"
"CCFB-06317";"The Little Imaginative Learners Daycare";"Family Based Program License";"Hinsdale";8022587986;"Cheshire";"'03451";"434 Plain Road";;;"Active"
"CCCB-04390";"Kids Club";"Center Based Program License";"Jaffrey";6035326543;"Cheshire";"'03452";"49 Squantum Road";;;"Active"
"CCCB-05205";"Southwestern Community Services - Jaffrey Head Start";"Center Based Program License";"Jaffrey";6035324135;"Cheshire";"'03452";"35 Oak Street";;;"Active"
"CCFB-06888";"Whirlybirds Early Care and Education";"Family Based Program License";"Jaffrey";6037229271;"Cheshire";"'03452";"154 Nutting Road";;;"Active"
"CCFB-06767";"Ready, Set...Grow! Childcare & Learning";"Family Based Program License";"Marlow";6034463524;"Cheshire";"'03456";"173 NH Rte 123";;;"Active"
"CCCB-00555";"Happy Valley School";"Center Based Program License";"Peterborough";6039247362;"Hillsborough";"'03458";"132 Gulf Road";;;"Active"
"CCCB-00914";"Monadnock Community Early Learning Center";"Center Based Program License";"Peterborough";6035326021;"Hillsborough";"'03458";"Route 202 South 5 Community Lane";;;"Active"
"CCCB-06688";"Robin's Nest Nature Preschool";"Center Based Program License";"Peterborough";6035625892;"Hillsborough";"'03458";"277 A Union Street";;;"Active"
"CCCB-04702";"School Kids In Peterborough";"Center Based Program License";"Peterborough";6039247050;"Hillsborough";"'03458";"14 Vine Street";;;"Active"
"CCFB-06791";"Children's Garden Family Daycare";"Family Based Program License";"Rindge";6038997455;"Cheshire";"'03461";"81 Meadow View Road";;;"Active"
"CCCB-06928";"Village Children's Center of Chesterfield";"Center Based Program License";"Spofford";6033634226;"Cheshire";"'03462";"43 Church Street";;;"Active"
"CCCB-06897";"Boys & Girls Clubs of Central NH-Stoddard Unit";"Center Based Program License";"Stoddard";6032241061;"Cheshire";"'03464";"200 School Street";;;"Active"
"CCFB-06654";"Stacie's Child Care";"Family Based Program License";"Winchester";6032396529;"Cheshire";"'03470";"20 Fatima Way";;;"Active"
"CCCB-05513";"The Winchester Learning Center";"Center Based Program License";"Winchester";6032397347;"Cheshire";"'03470";"109 Keene Road";;"roycewlc@gmail.com";"Active"
"CCCB-01017";"Littleton Head Start";"Center Based Program License";"Littleton";6034446022;"Grafton";"'03561";"646 Union Street";;;"Active"
"CCCB-06021";"Shining Lights Learning Center & Child Care At FCC";"Center Based Program License";"Littleton";6034447379;"Grafton";"'03561";"189 Main Street";;;"Active"
"CCFB-04794";"The Child-Care Express";"Family Based Program License";"Littleton";6034446334;"Grafton";"'03561";"26 McBean Circle";;;"Active"
"CCCB-00656";"Berlin Head Start";"Center Based Program License";"Berlin";6037527138;"Coos";"'03570";"610 Sullivan Street";;;"Active"
"CCCB-04077";"Day By Day Child Care Center";"Center Based Program License";"Berlin";6037525166;"Coos";"'03570";"283 Pleasant Street";;;"Active"
"CCCB-02270";"Kids Only Day Care";"Center Based Program License";"Berlin";6037525564;"Coos";"'03570";"1023 Main Street";;;"Active"
"CCCB-06585";"Project Youth - Berlin Middle School";"Center Based Program License";"Berlin";6034665190;"Coos";"'03570";"550 Willard Street & 2 High Street";;;"Active"
"CCCB-05683";"Project Youth - Berlin Elementary School";"Center Based Program License";"Berlin";6037525311;"Coos";"'03570";"220 State Street";;;"Active"
"CCCB-05938";"Gale River Cooperative Preschool";"Center Based Program License";"Bethlehem";6038239995;"Grafton";"'03574";"231 Gale River Road";;;"Active"
"CCCB-06948";"All About Kids LLC";"Center Based Program License";"Colebrook";6032371160;"Coos";"'03576";"68 Parsons Street";;;"Permit Issued"
"CCCB-06876";"Colebrook Community Child Care";"Center Based Program License";"Colebrook";6032374350;"Coos";"'03576";"21 Couture Street";;;"Active"
"CCCB-05701";"Colebrook Head Start";"Center Based Program License";"Colebrook";6032378190;"Coos";"'03576";"53 Park Street";;;"Active"
"CCCB-00754";"Franconia Children's Center";"Center Based Program License";"Franconia";6038235643;"Grafton";"'03580";"73 Main Street";;;"Active"
"CCCB-00767";"Gorham Community Learning Center";"Center Based Program License";"Gorham";6034665766;"Coos";"'03581";"123 Main Street";;;"Active"
"CCCB-04997";"Mother Goose Child Care Center";"Center Based Program License";"Gorham";6037525403;"Coos";"'03581";"1 Wentworth Avenue";;;"Active"
"CCCB-06777";"Country Kids Learning Center";"Center Based Program License";"Northumberland";6036365130;"Coos";"'03582";"13 Main Street Unit 2";;;"Active"
"CCCB-00779";"Groveton Headstart";"Center Based Program License";"Northumberland";6036362625;"Coos";"'03582";"7 Preble Street";;;"Active"
"CCRB-05425";"Easter Seals - Lancaster";"Residential Based Program License";"Lancaster";6037880911;"Coos";"'03584";"525 Prospect Street";;;"Active"
"CCFB-06919";"Lancaster Cottage";"Family Based Program License";"Lancaster";8017358723;"Coos";"'03584";"59 Elm Street";;;"Active"
"CCCB-00985";"Lancaster Play And Learn Center";"Center Based Program License";"Lancaster";6037884005;"Coos";"'03584";"3 Cemetery Street";;;"Active"
"CCCB-06336";"Sunnybrook Montessori School";"Center Based Program License";"Lancaster";6037883884;"Coos";"'03584";"142 Main Street";;;"Active"
"CCCB-05247";"Whitefield Head Start";"Center Based Program License";"Whitefield";6037527138;"Coos";"'03598";"34 Jefferson Road";;;"Active"
"CCFB-06444";"Cheryl Bailey's Daycare";"Family Based Program License";"Charlestown";6035427395;"Sullivan";"'03603";"44 Cardinal Lane";;;"Active"
"CCCB-05480";"Dagmar's Place";"Center Based Program License";"Charlestown";6038263263;"Sullivan";"'03603";"801 Meany Road";;;"Active"
"CCFB-05114";"Deb's Day Care";"Family Based Program License";"Charlestown";6038265733;"Sullivan";"'03603";"44 Old Claremont Road";;;"Active"
"CCCB-06602";"One Step Ahead Daycare";"Center Based Program License";"Charlestown";6038264180;"Sullivan";"'03603";"402 Old Claremont Road";;;"Active"
"CCCB-06824";"Y-Aspire @ Charlestown Primary School";"Center Based Program License";"Charlestown";8024634769;"Sullivan";"'03603";"84 East Street";;;"Active"
"CCCB-05057";"Southwestern Community Services-Drewsville Headstart";"Center Based Program License";"Drewsville";6034452595;"Cheshire";"'03604";"27 Old Cheshire Turnpike";;;"Active"
"CCCB-06145";"Home Away From Home";"Center Based Program License";"Walpole";6037563550;"Cheshire";"'03608";"11 Maplewood Circle";;;"Active"
"CCCB-00954";"Walpole Village School";"Center Based Program License";"Walpole";6037564246;"Cheshire";"'03608";"75 Westminster Street";;;"Active"
"CCFB-06744";"Michele's Day Care";"Family Based Program License";"North Walpole";6034452161;"Cheshire";"'03609";"26 Church Street";;;"Active"
"CCFB-05679";"Kelly's Little Friends Daycare";"Family Based Program License";"Canaan";6035238875;"Grafton";"'03741";"45 Grafton Turnpike Road";;;"Active"
"CCFB-06946";"Ashley Goss Childcare";"Family Based Program License";"Claremont";6039951522;"Sullivan";"'03743";"31 Buena Vista Road";;;"Permit Issued"
"CCCB-06839";"Best Before and After School Program";"Center Based Program License";"Claremont";6035421733;"Sullivan";"'03743";"140 North Street";;;"Active"
"CCCB-06043";"Green Mountain Children's Center - Claremont";"Center Based Program License";"Claremont";6035430391;"Sullivan";"'03743";"90 Charlestown Road";;;"Active"
"CCCB-06518";"Green Mountain Children's Center - Disnard";"Center Based Program License";"Claremont";6035430391;"Sullivan";"'03743";"160 Hanover Street";;;"Active"
"CCCB-06507";"Green Mountain Children's Center - Maple Ave";"Center Based Program License";"Claremont";6035430391;"Sullivan";"'03743";"210 Maple Avenue";;;"Active"
"CCFB-06713";"Maccioli Day Care";"Family Based Program License";"Claremont";6035422741;"Sullivan";"'03743";"41 Lilac Lane";;"saramac74@yahoo.com";"Active"
"CCCB-06785";"One-4-All Child Care";"Center Based Program License";"Claremont";2877120;"Sullivan";"'03743";"169 Main Street";;;"Active"
"CCFB-05800";"Picard's Family Day Care";"Family Based Program License";"Claremont";6035422047;"Sullivan";"'03743";"165 A Sugar River Drive";;;"Active"
"CCCB-05235";"Pleasant Preschool";"Center Based Program License";"Claremont";6035433288;"Sullivan";"'03743";"72 Pleasant Street";;;"Active"
