Name;Credential Type;Credential Number;Status;Expiration Date;Disciplinary Action;Address;State;City;Zip;Phone#;First Issue Date;Primary Contact Name;Primary Contact Role;County
KINDERCARE LEARNING CENTERS - TORREY PINES;CENTER;1251-19;Active;05/31/2019;No;4050 S. TORREY PINES DR;NV;LAS VEGAS;89103;702-367-0822;08/01/2015;TIFFANY PIACENTE;Director;CLARK
KINDERLAND NURSERY SCHOOL;CENTER (PROVISIONAL);733-18;Active;12/31/2018;No;1002 N. CURRY ST;NV;CARSON CITY;89703;775-882-2850;02/01/2015;ROSETTA MCFADDEN;Director;CARSON CITY
KOFE INSTITUTE;EXTENDED ACCOMMODATION;2087-18;Active;09/30/2019;N/A;2225 C RENAISSANCE DRIVE #431;NV;LAS VEGAS;89119;;09/27/2018;LEAH KIRKWOOD;Director;CLARK
KOUNTRY KIDS KORNER;GROUP CARE;2139-18;Active;10/31/2019;N/A;43 ASH DRIVE;NV;YERINGTON;89447;775-221-4087;01/26/2017;LISA TIBBALS;Person in Charge;LYON
KRISTINE PURCELL;FAMILY CARE;1039-19;Active;01/31/2020;No;8517 COPPER MINE AVE;NV;LAS VEGAS;89129;702-255-3274;02/01/2015;KRISTINE PURCELL;Person in Charge;CLARK
KRISTINE STEWART;FAMILY CARE;876-18;Active;05/31/2019;No;6117 TAMAR CT;NV;LAS VEGAS;89130;702-296-5025;06/01/2015;KRISTINE STEWART;Director;CLARK
KRN4KDS;FAMILY CARE;981-18;Active;09/30/2019;No;5305 WIND PRAIRIE ST;NV;LAS VEGAS;89130;702-658-7633;11/01/2015;KAREN DAVIS;Owner;CLARK
KUMI'S DAYCARE;FAMILY CARE;1459-18;Active;09/30/2019;No;9925 SPARROW RIDGE AVE;NV;LAS VEGAS;89117;702-243-6723;12/08/2016;KUMUDINI GAMAGE;Person in Charge;CLARK
LA PETITE ACADEMY - BOSECK;CENTER;986-18;Active;10/31/2019;No;8451 BOSECK DR;NV;LAS VEGAS;89145;702-255-9252;11/01/2013;VIANCA SOLIMANO;Director;CLARK
LA PETITE ACADEMY - CENTENNIAL;CENTER;819-18;Active;10/31/2019;No;2645 W. CENTENNIAL PKWY;NV;NORTH LAS VEGAS;89084;702-395-0969;11/01/2016;KIMBERLY RAAB;Director;CLARK
LA PETITE ACADEMY - E. WARM SPRINGS;CENTER;1137-18;Active;09/30/2019;No;680 E. WARM SPRINGS RD;NV;LAS VEGAS;89119;702-616-9550;11/01/2013;STEPHANIE ALDAN;Director;CLARK
LA PETITE ACADEMY - HARBOR ISLAND;CENTER;991-18;Active;10/31/2019;No;2121 HARBOR ISLAND DR;NV;LAS VEGAS;89128;702-255-5657;11/01/2013;DEANNE MCMAHAN;Person in Charge;CLARK
LA PETITE ACADEMY - PECOS;CENTER;246-18;Active;06/30/2019;No;76 N. PECOS RD;NV;HENDERSON;89074;702-897-0171;07/01/2014;DARA STUBBS;Director;CLARK
LA PETITE ACADEMY - SIMMONS;CENTER;536-19;Active;02/28/2020;No;4425 SIMMONS ST;NV;NORTH LAS VEGAS;89031;702-638-7862;05/01/2017;EMILY HOOKS;Director;CLARK
LA PETITE ACADEMY - TECH CENTER;CENTER;1041-19;Active;01/31/2020;No;2401 TECH CENTER CT;NV;LAS VEGAS;89128;702-233-1077;02/01/2014;STEPAHNIE ALDAN;Other;CLARK
LA PETITE ACADEMY - W. WARM SPRINGS;CENTER;528-19;Active;12/31/2019;No;1551 W. WARM SPRINGS RD;NV;HENDERSON;89014;702-451-2660;01/01/2015;CRIS YEPEZ;Director;CLARK
LADYBUGS DAY CARE;FAMILY CARE;2016-18;Active;07/31/2019;N/A;680 ANN WAY;NV;GARDNERVILLE;89460;775-901-2091;08/04/2016;TIFFANY WATSON;Owner;DOUGLAS
LAKE MEAD CHRISTIAN ACADEMY (NORTH CAMPUS);CENTER;2027-18;Active;07/31/2019;N/A;655 E LAKE MEAD PARKWAY;NV;HENDERSON;89015;702-565-5831;08/17/2016;THERESA HEHN;Director;CLARK
LAKE MEAD CHRISTIAN ACADEMY - EARLY EDUCATION;CENTER (PROVISIONAL);788-17;Active;08/31/2018;No;540 E. LAKE MEAD PKWY;NV;HENDERSON;89015;565-583-1155;10/01/2015;LEAH WHITEHEAD;Director;CLARK
LANDER COUNTY KIDS CLUB PRESCHOOL;CENTER (PROVISIONAL);2028-17;Active;09/30/2018;N/A;150 W. THIRD ST.;NV;BATTLE MOUNTAIN;89820;775-635-9288;10/26/2016;CHRISTIAN WOODS;Director;LANDER
LAS VEGAS ATHLETIC CLUB - DECATUR;ACCOMMODATION;1488-19;Active;04/30/2020;No;6050 N. DECATUR BLVD;NV;NORTH LAS VEGAS;89031;702-734-8944;05/01/2017;SARA PROKO;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - E. FLAMINGO;ACCOMMODATION;1255-19;Active;01/31/2020;No;3830 E. FLAMINGO RD;NV;LAS VEGAS;89121;702-734-8944;02/01/2016;SARA PALLUCK;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - EASTERN;ACCOMMODATION;1257-19;Active;01/31/2020;No;9065 S. EASTERN AVE;NV;LAS VEGAS;89123;702-853-5848;02/01/2015;SARA PROKO;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - MARYLAND PKWY;ACCOMMODATION;1256-19;Active;01/31/2020;No;2655 S. MARYLAND PKWY;NV;LAS VEGAS;89109;702-894-4225;04/01/2017;SARA PROKO;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - RAINBOW;ACCOMMODATION;954-18;Active;08/31/2019;No;1725 N. RAINBOW BLVD;NV;LAS VEGAS;89108;702-835-5822;09/01/2015;SARA PROKO;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - SAHARA;ACCOMMODATION;1013-19;Active;12/31/2019;No;5200 W. SAHARA AVE;NV;LAS VEGAS;89146;702-364-5822;03/16/2015;SARA PROKO;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - W. FLAMINGO;ACCOMMODATION;1258-18;Active;05/31/2019;No;9615 W. FLAMINGO RD;NV;LAS VEGAS;89147;702-853-6655;06/01/2016;SARA PALLUCK;Person in Charge;CLARK
LAS VEGAS CHINESE SCHOOL;CENTER;1388-19;Active;12/31/2019;No;6284 SPRING MOUNTAIN RD;NV;LAS VEGAS;89146;702-476-9888;01/01/2017;HSIAO-CHIN (CATHY) ENDY;Director;CLARK
LAS VEGAS DAY SCHOOL;CENTER;1126-18;Active;07/31/2019;No;3275 RED ROCK ST;NV;LAS VEGAS;89146;702-362-1180;08/01/2017;NEIL DASELER;Director;CLARK
LEAP INTO LEARNING;CENTER;1295-19;Active;11/30/2019;No;6395 E. RUSSELL RD;NV;LAS VEGAS;89122;702-256-5327;02/01/2015;JAMIE STEVENS;Director;CLARK
LEARNING JUNGLE LONE MOUNTAIN;CENTER;2236-19;Active;04/30/2020;N/A;6863 W LONE MOUNTAIN RD;NV;LAS VEGAS;89108;702-395-7333;05/12/2017;ALYSHA MCCORD;Director;CLARK
LEARNING LADDER;CENTER;1221-18;Active;09/30/2019;No;4550 GRASS VALLEY ROAD;NV;WINNEMUCCA;89445;775-623-9006;11/01/2015;HEATHER FRYDENDALL;Director;HUMBOLDT
LEE LEE'S BUSY BEES FAMILY CHILD CARE;GROUP CARE;2420-19;Active;01/31/2020;N/A;6609 FORT WILLIAM ST;NV;NORTH LAS VEGAS;89084;;02/13/2018;CARMALIETHA ALLEN-WARD;Person in Charge;CLARK
LEOPARD CUBS PRESCHOOL;CENTER (PROVISIONAL);1407-18;Active;08/31/2019;No;1378 LAKE AVENUE;NV;WELLS;89835;775-752-2345;09/01/2015;SUSAN DUFFY;Director;ELKO
LIFE TIME ATHLETIC;ACCOMMODATION (PROVISIONAL);1316-18;Active;04/30/2019;No;10721 W. CHARLESTON BLVD;NV;LAS VEGAS;89135;702-228-2611;08/01/2016;ANITA HEUYARD;Director;CLARK
LIFE TIME ATHLETIC - GREEN VALLEY;ACCOMMODATION;1464-19;Active;10/31/2019;No;121 CARNEGIE ST;NV;HENDERSON;89074;702-802-7351;01/01/2017;LEANNE FELL;Director;CLARK
LIGHTHOUSE ACADEMY;CENTER;682-18;Active;07/31/2019;No;2520 W. HORIZON RIDGE PKWY., STE 10;NV;HENDERSON;89052;702-616-6767;09/01/2015;MARY WATANABE;Other;CLARK
LIL' RASCALS HOME DAYCARE L.L.C.;GROUP CARE;1919-19;Active;01/31/2020;No;2163 SABRINAS WAY;NV;FALLON;89406;775-427-7594;02/02/2016;CAROLYNNE DANIELS;Person in Charge;CHURCHILL
LITTLE BUDDIES SCHOOL-HOUSE;FAMILY CARE;422-18;Active;10/31/2019;No;1903 ALLEN GROVE COURT;NV;HENDERSON;89074;702-456-7905;11/01/2013;DOLORES VARGAS;Person in Charge;CLARK
LITTLE DISCOVERIES EARLY LEARNING CENTER;CENTER;1502-18;Active;08/31/2019;No;1671 HWY 395;NV;MINDEN;89423;775-392-4244;09/01/2015;WENDY SINGER;Director;DOUGLAS
LITTLE FEET DAYCARE;CENTER (PROVISIONAL);2228-17;Active;09/30/2018;N/A;806 RANDELL DR.;NV;CARSON CITY;89701;307-840-1197;10/31/2017;TERESA GATENBEIN;Owner;CARSON CITY
LITTLE GENIUS;GROUP CARE;2056-19;Active;07/31/2019;N/A;1372 HAVEN GREEN CT;NV;HENDERSON;89012;702-708-3320;08/17/2016;ELVIRA WEINTRAUB;Owner;CLARK
LITTLE GENIUS LEARNING ACADEMY;CENTER;2597-19;Active;03/31/2020;N/A;5355 W OAKEY BLVD;NV;LAS VEGAS;89146;818-261-7393;04/04/2019;SAMVEL GEVORGYAN;Owner;CLARK
LITTLE GRUBBIES;FAMILY CARE;1127-19;Active;12/31/2019;No;9037 UNION GAP RD;NV;LAS VEGAS;89123;702-897-6420;01/01/2016;AMY MORGAN;Owner;CLARK
LITTLE HEARTS CHILD CARE;CENTER;1370-18;Active;08/31/2019;No;5055 S. DUNEVILLE ST;NV;LAS VEGAS;89118;702-433-2825;11/01/2015;LOUIZA NACER;Director;CLARK
LITTLE HOUSE DAY SCHOOL;CENTER;414-18;Active;08/31/2019;No;2300 HARRIGAN ROAD;NV;FALLON;89406;775-423-4148;09/01/2015;MICHELLE PEARCE;Director;CHURCHILL
LITTLE LAMBS OF GOD;CENTER;953-18;Active;08/31/2019;No;6220 N. JONES BLVD;NV;LAS VEGAS;89130;702-645-5229;09/01/2017;RITA PURSWELL;Director;CLARK
LITTLE LAMBS PRESCHOOL MINISTRY IN BC;CENTER;557-19;Active;08/31/2019;No;1401 FIFTH ST;NV;BOULDER CITY;89005;702-293-4332;04/01/2017;JESSICA STETSON;Person in Charge;CLARK
LITTLE PEOPLE'S EARLY HEAD START;CENTER;583-19;Active;12/31/2019;No;435 SOUTH 13TH STREET;NV;ELY;89301;775-289-6113;02/01/2015;CASSIE CARLSTROM;Other;WHITE PINE
LITTLE PEOPLE'S HEAD START;CENTER;40-19;Active;12/31/2019;No;435 SOUTH 13TH STREET;NV;ELY;89301;775-289-6113;02/01/2015;CASSIE CARLSTROM;Other;WHITE PINE
LITTLE PEOPLES IN HOME;FAMILY CARE;1278-19;Active;03/31/2020;No;3757 LONGFELLOW ST;NV;LAS VEGAS;89115;702-651-6200;05/01/2017;DESIREE DEVANEY;Person in Charge;CLARK
LITTLE RED CABOOSE;CENTER;1406-18;Active;08/31/2019;No;552 8TH STREET;NV;CARLIN;89822;775-754-6317;10/01/2015;WHITNEY ARMSTRONG;Director;ELKO
LITTLE ROUND UP PRESCHOOL & DAY CARE CENTER;CENTER;1058-19;Active;03/31/2020;No;3700 VEGAS DR;NV;LAS VEGAS;89108;702-648-6655;04/01/2016;SHAMALI SEDERA;Director;CLARK
LITTLE SPROUT DAY CARE;FAMILY CARE;2222-18;Active;05/31/2019;N/A;3135 FLORENTINE DR;NV;CARSON CITY;89701;619-746-2485;06/16/2017;MARIA ARREOLA;Person in Charge;CARSON CITY
LITTLE STAR ACADEMY AND CHILDCARE LLC;CENTER;2111-19;Active;10/31/2019;N/A;1081 S. MT. CHARLESTON DRIVE;NV;PAHRUMP;89048;702-521-0620;10/25/2017;LUALHATI MERCADO RAZON;Director;NYE
LITTLE STARS DAYCARE;FAMILY CARE;2384-19;Active;03/31/2020;N/A;7816 MEADOWROBIN AVE;NV;LAS VEGAS;89131;702-539-9475;03/29/2019;RAINBOW CONN;Owner;CLARK
LITTLE STEPS EARLY LEARNING ACADEMY;GROUP CARE;2132-19;Active;01/31/2020;N/A;2620 TIMID TIGER AVE;NV;NORTH LAS VEGAS;89086;702-324-8141;02/13/2017;KIMBER WRIGHT-FAIRMAN;Owner;CLARK
LITTLE TIMBERS ACADEMY;CENTER;1467-19;Active;12/31/2019;No;151 E PARK ST;NV;CARSON CITY;89703;775-841-2223;01/01/2015;PIA WOOD;Owner;CARSON CITY
LITTLE TIMBERS ACADEMY - HOT SPRINGS;CENTER;2283-18;Active;08/31/2019;N/A;1987 HOT SPRINGS ROAD;NV;CARSON CITY;89701;775-885-7527;09/14/2017;CAROL STROBLE;Director;CARSON CITY
LITTLEFOOT FAMILY CHILD CARE;FAMILY CARE;2579-18;Active;10/31/2019;N/A;1707 PALOMA AVE;NV;LAUGHLIN;89029;702-420-1003;11/02/2018;ARACELY OCEGEURA;Person in Charge;CLARK
LOVE LAUGH AND LEARN;FAMILY CARE;2553-18;Active;07/31/2019;N/A;243 CORRAL DR.;NV;DAYTON;89403;;08/30/2018;BRITTANY RYAN;Owner;LYON
LUCKY KIDS DAYCARE;CENTER;2127-19;Active;12/31/2019;N/A;3153 SOUTH EASTERN AVE;NV;LAS VEGAS;89169;818-824-0329;01/19/2017;ROCIO TARAMONA;Owner;CLARK
LVVWD CARE AND EDUCATION;CENTER;891-18;Active;06/30/2019;No;853 S. VALLEY VIEW BLVD;NV;LAS VEGAS;89153;702-822-8550;03/01/2017;TRACY ORBAN;Director;CLARK
MAGIC CARPET PRESCHOOL;CENTER;41-19;Active;08/31/2019;No;108 W. MINERAL DRIVE;NV;ELY;89301;775-289-3732;10/01/2015;NATALIE ORTON;Director;WHITE PINE
MARSHA'S MINI SCHOOL - COYOTE KIDS;CENTER;169-18;Active;09/30/2019;No;1021 GREENWAY RD BUILDING #1&2;NV;HENDERSON;89002;702-565-1950;10/01/2017;MARSHA JEFFERIES;Director;CLARK
MARY'S LIL DAYCARE;FAMILY CARE;920-18;Active;07/31/2019;No;5217 SUN GEM CT;NV;LAS VEGAS;89130;702-655-6094;08/01/2016;MARY GOODSPEED;Director;CLARK
MATER PRE-K ACADEMY;CENTER;1509-18;Active;08/31/2019;No;3445 MOUNTAIN VISTA;NV;LAS VEGAS;89121;702-379-2736;06/01/2017;AMY RIVERA;Director;CLARK
MATER PRE-K ACADEMY - BONANZA;CENTER;2326-18;Active;07/31/2019;N/A;4760 EAST BONANZA ROAD;NV;LAS VEGAS;89110;702-431-6260;08/25/2017;RENEE & AMY FAIRLESS & RIVERA;Director;CLARK
MCCARRAN INTERNATIONAL CHILD DEVELOPMENT CENTER;CENTER (PROVISIONAL);1970-18;Active;10/31/2019;N/A;1788 LANDING STRIP AVE.;NV;LAS VEGAS;89119;702-436-3000;06/01/2017;NICOLAS DELBASO;Owner;CLARK
MERRYHILL PRESCHOOL - ALTA;CENTER;925-18;Active;07/31/2019;No;10050 ALTA DR;NV;LAS VEGAS;89145;702-221-6337;08/01/2015;LISA FITZGERALD;Director;CLARK
MERRYHILL PRESCHOOL - DURANGO;CENTER;1129-18;Active;07/31/2019;No;5055 S. DURANGO DR;NV;LAS VEGAS;89113;702-252-3945;08/01/2016;MARIA ZACCHEO;Director;CLARK
MERRYHILL PRESCHOOL - GRAND TETON;CENTER;886-19;Active;05/31/2019;No;7605 GRAND TETON;NV;LAS VEGAS;89131;702-645-1814;06/01/2015;DEBORAH GEISLER;Director;CLARK
MERRYHILL PRESCHOOL - SNOW TRAIL;CENTER;967-18;Active;09/30/2019;No;2150 SNOW TRAIL;NV;LAS VEGAS;89134;702-242-3230;10/01/2016;JAMI YINGLING;Director;CLARK
MERRYHILL PRESCHOOL - WINDMILL;CENTER;413-18;Active;08/31/2019;No;2150 WINDMILL PKWY;NV;HENDERSON;89014;702-896-0781;09/01/2016;MELODY LUTHER;Director;CLARK
MESQUITE LUTHERAN CHILD CARE CENTER;CENTER;813-18;Active;07/31/2019;No;450 TURTLEBACK RD;NV;MESQUITE;89027;702-346-3954;08/01/2014;JOANNE ANDERSON;Director;CLARK
MIDBAR KODESH TEMPLE EARLY CHILDHOOD CENTER;CENTER;624-18;Active;07/31/2019;No;1940 PASEO VERDE PKWY;NV;HENDERSON;89012;702-454-4848;10/01/2015;WENDY ROSELINSKY;Director;CLARK
MIMI HOME DAYCARE;GROUP CARE;2265-18;Active;05/31/2019;N/A;8741 HARVEST VALLEY AVENUE;NV;LAS VEGAS;89129;702-360-2268;06/08/2017;CHERYL MCDAVID;Owner;CLARK
MIRABELLI COMMUNITY CENTER;CENTER;1026-19;Active;03/31/2020;No;6200 HARGROVE AVE;NV;LAS VEGAS;89107;702-229-6359;04/01/2013;BRIDGET THOMAS;Director;CLARK
MISS ANNIE'S GROUP CARE;GROUP CARE;974-18;Active;09/30/2019;No;5704 ALTA DR;NV;LAS VEGAS;89107;702-822-1679;10/01/2016;REBECCA MALLET;Person in Charge;CLARK
MISS LORI'S PRESCHOOL;FAMILY CARE;1110-19;Active;08/31/2019;No;11013 NAPA RIDGE DR;NV;LAS VEGAS;89144;702-228-6532;12/01/2016;LORI ZENQUIS;Owner;CLARK
MISS MARSHA'S MINI SCHOOL LLC;CENTER;798-19;Active;12/31/2019;No;596 OLDHAM AVE;NV;HENDERSON;89014;702-458-4566;01/01/2016;JOSEPHINE FALCONE;Director;CLARK
MITTIE IN HOME FAMILY CARE;FAMILY CARE;989-18;Active;10/31/2019;No;3113 BUDDING BLOSSOM CT;NV;LAS VEGAS;89108;702-240-0403;11/01/2013;CHERYL POLK;Person in Charge;CLARK
MOJAVE SPRINGS SCHOOL;CENTER;2253-18;Active;07/31/2019;N/A;1951 S. RAINBOW BLV;NV;LAS VEGAS;89146;702-870-3185;08/14/2017;JACQUELYN TRUMBULL;Person in Charge;CLARK
MOMMY'S ANGELS CHILDCARE;CENTER;2632-19;Active;04/30/2020;N/A;4270 S RAINBOW BLVD;NV;LAS VEGAS;89103;714-600-3241;05/01/2019;DARINE & NESRINE FARRAJ & ABELLA;Owner;CLARK
MONTESSORI HOUSE OF CHILDREN;FAMILY CARE;1042-19;Active;01/31/2020;No;125 CLIFTON HEIGHTS;NV;LAS VEGAS;89145;702-562-2647;02/01/2014;JAYANTHA WICKRAMATILLAKE;Owner;CLARK
MONTESSORI VISIONS ACADEMY - SUNSET;CENTER;1282-18;Active;10/31/2019;No;3551 E. SUNSET RD;NV;LAS VEGAS;89120;702-451-9801;09/29/2016;LORI BOSSY;Director;CLARK
MONTESSORI VISIONS ACADEMY - WARM SPRINGS;CENTER;1468-19;Active;12/31/2019;No;1905 E. WARM SPRINGS RD;NV;LAS VEGAS;89119;702-433-2287;01/05/2015;LORI BOSSY;Director;CLARK
MOUNTAIN HEIGHTS MONTESSORI;CENTER;1371-18;Active;07/31/2019;No;3412 S. DECATUR BLVD;NV;LAS VEGAS;89102;702-475-8348;08/01/2014;LANA STRONG;Director;CLARK
MOUNTAIN VIEW CHRISTIAN PRESCHOOL;CENTER;882-18;Active;05/31/2019;No;3900 E. BONANZA RD;NV;LAS VEGAS;89110;702-452-1300;06/01/2014;KELSEY NELLIS;Director;CLARK
MOUNTAIN VIEW LUTHERAN PRESCHOOL;CENTER;1038-19;Active;01/31/2020;No;9550 W. CHEYENNE AVE;NV;LAS VEGAS;89129;702-233-9323;11/01/2016;DONNA EINSPAHR;Director;CLARK
MRS. PAM'S GROUP CHILD CARE;GROUP CARE;2549-18;Active;10/31/2019;N/A;1316 CACTUS GROVE COURT;NV;NORTH LAS VEGAS;89084;702-399-5315;11/01/2018;PAMELA HANK;Owner;CLARK
MS. GAYLE'S LITTLE SCHOOL;FAMILY CARE;1227-18;Active;07/31/2019;No;4502 PALM MESA DR;NV;LAS VEGAS;89120;702-434-4305;08/01/2015;GAYLE MARIE THOMSEN;Owner;CLARK
MY LITTLE MARGIES;CENTER;1066-19;Active;04/30/2020;No;3707 W. VEGAS DR;NV;LAS VEGAS;89108;702-646-1133;04/19/2016;NILANTHI PANIKKAR;Director;CLARK
MY LITTLE MONSTERS;FAMILY CARE;2164-18;Active;08/31/2019;N/A;1316 RAELINE LN;NV;MINDEN;89423;775-232-9720;09/22/2017;KIMBERLY OREN;Person in Charge;DOUGLAS
NAE NAE'S APPLE SEEDS;GROUP CARE;2428-18;Active;04/30/2019;N/A;3728 BEACON POINT STREET;NV;LAS VEGAS;89129;702-428-7471;05/10/2018;RENAE MOORE;Owner;CLARK
NANCY'S HOUSE DAYCARE;GROUP CARE;746-19;Active;12/31/2019;No;350 CAMBRIDGE COURT;NV;CARSON CITY;89701;775-287-0049;01/01/2015;NANCY DAVIS;Person in Charge;CARSON CITY
NCA LEARNING CENTER;CENTER;2128-19;Active;11/30/2019;N/A;3435 LINDELL ROAD;NV;LAS VEGAS;89146;702-290-9936;02/22/2017;YUYING FAN;Director;CLARK
NEW HORIZONS ACADEMY PRESCHOOL;CENTER;932-18;Active;07/31/2019;No;6701 W. CHARLESTON BLVD;NV;LAS VEGAS;89146;702-880-7594;08/01/2014;ARLENE AMBRIZ QUEVEDO;Director;CLARK
NEW SONG CHRISTIAN ACADEMY;CENTER;938-18;Active;07/31/2019;No;1291 CORNET AVE;NV;HENDERSON;89052;702-492-1771;08/01/2015;JACQUELINE ANNE;Director;CLARK
NOAH'S ARK;CENTER;2572-18;Active;09/30/2019;N/A;1737 SEWELL DR;NV;ELKO;89801;775-738-9155;10/01/2018;CRISTINA GIAMMALVA;Director;ELKO
NOAH'S LITTLE ARK;GROUP CARE;2216-19;Active;04/30/2020;N/A;3509 SAPPHIRE SEA CT;NV;NORTH LAS VEGAS;89031-7288;702-562-9252;05/10/2017;BLONDELL JOHNSON;Person in Charge;CLARK
NORTHSHORE LEARNING TREE;CENTER;1052-19;Active;02/28/2020;No;7901 W. GOWAN RD;NV;LAS VEGAS;89129;702-396-7011;04/01/2014;ANN FRIARY;Director;CLARK
OAKLANE PRESCHOOL ACADEMY;CENTER;009-18;Active;08/31/2019;No;1308 WYOMING ST;NV;BOULDER CITY;89005;702-293-5188;02/01/2016;CAROLE GORDON;Director;CLARK
OUR LADY OF LAS VEGAS;CENTER;1051-18;Active;02/28/2019;No;3046 ALTA DR;NV;LAS VEGAS;89107;702-802-2323;03/01/2016;DARLA BOLEKY;Other;CLARK
PAHRUMP COMMUNITY CHURCH PRESCHOOL;CENTER;116-19;Active;01/31/2020;No;1061 E. WILSON RD;NV;PAHRUMP;89048;775-727-5384;11/01/2016;JULIE CARRINGTON;Director;NYE
PARADISE PARK RECREATION CENTER;CENTER;1166-18;Active;03/31/2019;No;4775 MCLEOD DR;NV;LAS VEGAS;89121;702-455-7513;02/01/2016;SHARON STEELE;Person in Charge;CLARK
PEACE GARDEN CHILDCARE;CENTER;2463-18;Active;07/31/2019;N/A;5447 S. RAINBOW BLVD.;NV;LAS VEGAS;89118;702-508-1315;08/31/2018;NYDIA SANCHEZ;Owner;CLARK
PEAS AND CARROTS CHILD CARE;FAMILY CARE;714-18;Active;06/30/2019;No;280 WAGON WHEEL ROAD;NV;DAYTON;89403;775-241-0722;07/01/2015;MARY ROCHA;Person in Charge;LYON
PEGGY'S CHILDCARE;FAMILY CARE;1444-18;Active;07/31/2019;No;8116 CALICO WIND ST;NV;LAS VEGAS;89131;702-232-7123;09/01/2015;PEGGY PETER;Person in Charge;CLARK
PLAYING IS LEARNING;GROUP CARE;1947-19;Active;10/31/2019;N/A;5459 MOUNTAIN VISTA ST;NV;LAS VEGAS;89120;702-834-6424;11/04/2016;ESTUARDO GASCA;Director;CLARK
PLAYSCHOOL AT TIFFANY'S;FAMILY CARE;554-18;Active;07/31/2019;No;805 ADAGIO ST;NV;HENDERSON;89052;702-454-2536;08/01/2015;STACEY HAFNER;Owner;CLARK
POOH KORNER - WEST;FAMILY CARE;956-18;Active;08/31/2019;No;7504 BARBIE AVE;NV;LAS VEGAS;89131;702-395-7902;09/01/2013;ANNELIES DAVIS;Director;CLARK
RAINBOW DAYCARE;GROUP CARE;2118-19;Active;01/31/2020;N/A;6975 O'BANNON DRIVE;NV;LAS VEGAS;89117;702-724-0314;02/17/2017;ALENA TSYBULSKAYA;Person in Charge;CLARK
RHODES RANCH KINDERCARE;CENTER;2551-19;Active;12/31/2019;N/A;7380 S BUFFALO DR;NV;LAS VEGAS;89113;702-382-0071;01/01/2019;SHELLY BOLOOR;Director;CLARK
RISING STAR PRESCHOOL AND CHILDCARE;CENTER;1473-19;Active;01/31/2020;No;8889 S. EASTERN AVE., STE 160;NV;LAS VEGAS;89123;702-209-2781;02/01/2015;TINA SHAPLEY;Director;CLARK
RISING STAR PRESCHOOL AND CHILDCARE - HORIZON;CENTER;2438-19;Active;03/31/2020;N/A;300 EAST HORIZON DRIVE;NV;HENDERSON;89015;702-566-1966;04/27/2018;TINA FOX;Owner;CLARK
"ROBERT E ""BOB"" PRICE RECREATION CENTER";CENTER;1349-19;Active;10/31/2019;No;2050 BONNIE LANE;NV;LAS VEGAS;89156;702-455-7600;11/01/2013;ROBYN MOODY;Person in Charge;CLARK
ROBIN'S NEST;CENTER;1367-18;Active;05/31/2019;No;510 E. JOHN STREET;NV;CARSON CITY;89706;775-883-6766;07/01/2015;HEATHER GORBY;Director;CARSON CITY
ROOTS AND WINGS;CENTER;604-19;Active;12/31/2019;No;236 KINGSBURY GRADE;NV;STATELINE;89449;775-586-7271;01/01/2015;MICHELE MARTINEZ;Director;DOUGLAS
ROOTS AND WINGS DAYCARE;FAMILY CARE;973-18;Active;09/30/2019;No;68 LOGAN ST;NV;LAS VEGAS;89110;702-459-0704;10/01/2013;LAURIE CIARDULLO;Owner;CLARK
SCF EHS CITY IMPACT;CENTER;2339-19;Active;01/31/2020;N/A;950 E. ST. LOUIS AVE;NV;LAS VEGAS;89104;702-724-0557;02/07/2018;PAMELA MCCARRY;Director;CLARK
SEKURITIE CHILD CARE;FAMILY CARE;1383-18;Active;10/31/2019;No;7644 DOVE CANYON ST;NV;LAS VEGAS;89123;702-361-5822;12/01/2017;RONNECE BRIGHT;Person in Charge;CLARK
SETON ACADEMY WEST;CENTER;1972-19;Active;04/30/2020;N/A;3801 N. CAMPBELL ROAD;NV;LAS VEGAS;89129;702-233-2069;07/01/2016;FELEICIA WALKER;Director;CLARK
SETON ACADEMY, INC.;CENTER;1991-18;Active;05/31/2019;N/A;9975 PLACID STREET;NV;LAS VEGAS;89183;702-736-4246;06/01/2016;MARY & SANDRA EREKSON & CRAMER;Other;CLARK
SHADOW HILLS PRESCHOOL;CENTER;1055-19;Active;03/31/2020;No;7811 VEGAS DR;NV;LAS VEGAS;89128;702-360-3550;05/02/2016;KRISTINE SPIVEY;Director;CLARK
SHELLY BELLIES DAY CARE;CENTER;1334-18;Active;07/31/2019;No;2210 LONE MOUNTAIN DRIVE;NV;CARSON CITY;89706;775-883-2627;08/01/2015;MICHELLE AYRAULT;Director;CARSON CITY
SHEPHERD OF THE HILLS LUTHERAN;CENTER;2556-19;Active;12/31/2019;N/A;6520 N. DAPPLE GRAY ROAD;NV;LAS VEGAS;89149;702-722-3071;01/10/2019;JESSIE STIBB;Director;CLARK
SIERRA VISTA CHILDREN'S ACADEMY;CENTER;745-19;Active;12/31/2019;No;503 E. TELEGRAPH STREET;NV;CARSON CITY;89701;775-883-5248;02/01/2015;WENDY VAN WORTH;Director;CARSON CITY
