Name;Credential Type;Credential Number;Status;Expiration Date;Disciplinary Action;Address;State;City;Zip;Phone#;First Issue Date;Primary Contact Name;Primary Contact Role;County
LA PETITE ACADEMY - TECH CENTER;CENTER;1041-22;Active;01/31/2023;N;2401 TECH CENTER CT;NV;LAS VEGAS;89128;702-233-1077;02/01/2014;GRETCHEN LEE;Director;CLARK
LA PETITE ACADEMY - W. WARM SPRINGS;CENTER;528-22;Active;12/31/2022;N;1551 W. WARM SPRINGS RD;NV;HENDERSON;89014;702-451-2660;01/01/2015;CRIS DENNIS;Director;CLARK
LADYBUGS DAY CARE;FAMILY CARE (PROVISIONAL);2016-22;Active;11/30/2022;N;680 ANN WAY;NV;GARDNERVILLE;89460;775-901-2091;08/04/2016;TIFFANY WATSON;Owner;DOUGLAS
LAKE MEAD CHRISTIAN ACADEMY - EARLY EDUCATION;CENTER (PROVISIONAL);788-22;Active;11/30/2022;N;540 E. LAKE MEAD PKWY;NV;HENDERSON;89015;565-583-1155;10/01/2015;THERESA HEHN;Director;CLARK
LANDER COUNTY KIDS CLUB PRESCHOOL;CENTER (PROVISIONAL);2028-22;Active;11/30/2022;N;150 W. THIRD ST.;NV;BATTLE MOUNTAIN;89820;775-635-9288;10/26/2016;DANNEL HULL-TAYLOR;Person in Charge;LANDER
LAS VEGAS ATHLETIC CLUB - DECATUR;ACCOMMODATION;1488-22;Active;04/30/2023;N;6050 N. DECATUR BLVD NORTH;NV;LAS VEGAS;89031;702-734-8944;05/01/2017;SARA PALLUCK AND HEATHER EASTVELD PALLUCK;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - EASTERN;ACCOMMODATION;1257-22;Active;01/31/2023;N;9065 S. EASTERN AVE;NV;LAS VEGAS;89123;702-853-5848;02/01/2015;SARA PALLUCK;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - MARYLAND PKWY;ACCOMMODATION;1256-22;Active;01/31/2023;N;2655 S. MARYLAND PKWY;NV;LAS VEGAS;89109;702-894-4225;04/01/2017;SARA PALLUCK;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - RAINBOW;ACCOMMODATION (PROVISIONAL);954-22;Active;10/31/2022;N;1725 N. RAINBOW BLVD;NV;LAS VEGAS;89108;702-835-5822;09/01/2015;SARA & HEATHER PALLUCK & EASTVELD;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - SAHARA;ACCOMMODATION;1013-22;Active;12/31/2022;N;5200 W. SAHARA AVE;NV;LAS VEGAS;89146;702-364-5822;03/16/2015;SARA PALLUCK AND HEATHER EASTVELD PALLUCK;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUB - W. FLAMINGO;ACCOMMODATION;1258-22;Active;11/30/2022;N;9615 W. FLAMINGO RD;NV;LAS VEGAS;89147;702-853-6655;06/01/2016;SARA PALLUCK AND HEATHER EASTVELD PALLUCK;Person in Charge;CLARK
LAS VEGAS ATHLETIC CLUBS;ACCOMMODATION;2705-22;Active;11/30/2022;N;1195 WELLNESS PLACE;NV;HENDERSON;89011;;09/05/2019;SARA PALLUCK AND HEATHER EASTVELD PALLUCK;Other;CLARK
LAS VEGAS CHINESE SCHOOL;CENTER;1388-22;Active;03/31/2023;N;6284 SPRING MOUNTAIN RD;NV;LAS VEGAS;89146;702-476-9888;01/01/2017;MINLI WANG;Director;CLARK
LAS VEGAS DAY SCHOOL;CENTER;1126-22;Active;07/31/2023;N;3275 RED ROCK ST;NV;LAS VEGAS;89146;702-362-1180;08/01/2017;NEIL & KYLE DASELER & DASELER;Director;CLARK
LEAP INTO LEARNING;CENTER (PROVISIONAL);1295-22;Active;11/30/2022;N;6395 E. RUSSELL RD;NV;LAS VEGAS;89122;702-256-5327;02/01/2015;JAMIE STEVENS;Director;CLARK
LEAP INTO LEARNING PRESCHOOL - ANNIE OAKLEY;CENTER (PROVISIONAL);3257-22;Active;11/30/2022;N;6531 ANNIE OAKLEY DR;NV;HENDERSON;89014;702-878-5327;08/10/2021;JAIME STEVENS;Owner;CLARK
LEARNING JUNGLE LONE MOUNTAIN;CENTER;2236-22;Active;04/30/2023;N;6863 W LONE MOUNTAIN RD;NV;LAS VEGAS;89108;702-395-7333;05/12/2017;NICOLE MUSALLAM;Director;CLARK
LEARNING LADDER;CENTER (PROVISIONAL);1221-22;Active;10/31/2022;N;4550 GRASS VALLEY ROAD;NV;WINNEMUCCA;89445;775-623-9006;11/01/2015;HEATHER FRYDENDALL;Director;HUMBOLDT
LEARNING SPACE ACADEMY, LLC;CENTER;3015-22;Active;06/30/2023;N;2253 E. DESERT INN RD.;NV;LAS VEGAS;89169;702-451-1633;07/22/2022;NYDIA KIMP;Owner;CLARK
LEE-LEE'S BUSY BEES FAMILY CHILD CARE;GROUP CARE (PROVISIONAL);2693-22;Active;11/30/2022;N;7072 APPALOOSA RIDGE AVE;NV;LAS VEGAS;89131;;07/16/2019;CARMALIETHA ALLEN-WARD;Owner;CLARK
LEOPARD CUBS PRESCHOOL;CENTER;1407-22;Active;08/31/2023;N;1378 LAKE AVENUE;NV;WELLS;89835;775-752-2345;09/01/2015;VALERIE BOYER;Director;ELKO
LIFE TIME ATHLETIC;ACCOMMODATION;1316-22;Active;04/30/2023;N;10721 W. CHARLESTON BLVD;NV;LAS VEGAS;89135;702-228-2611;08/01/2016;ANITA HEUYARD;Person in Charge;CLARK
LIFE TIME ATHLETIC - GREEN VALLEY;ACCOMMODATION (PROVISIONAL);1464-22;Active;11/30/2022;N;121 CARNEGIE ST;NV;HENDERSON;89074;702-802-7351;01/01/2017;SARAH FINLEY;Other;CLARK
LIL STEPS DAYCARE;FAMILY CARE;2752-22;Active;01/31/2023;N;8050 BOARDWALK WAY;NV;LAS VEGAS;89123;;02/16/2022;MONET BELL;Owner;CLARK
LITTLE BUDDIES SCHOOL-HOUSE;FAMILY CARE (PROVISIONAL);422-22;Active;11/30/2022;N;1903 ALLEN GROVE COURT;NV;HENDERSON;89074;702-456-7905;11/01/2013;DOLORES VARGAS;Person in Charge;CLARK
LITTLE DISCOVERIES EARLY LEARNING CENTER;CENTER;1502-22;Active;08/31/2023;N;1671 HWY 395;NV;MINDEN;89423;775-392-4244;09/01/2015;WENDY SINGER;Director;DOUGLAS
LITTLE EINSTEINS MONTESSORI AND DAYCARE;GROUP CARE;3217-22;Active;05/31/2023;N;6508 W COUGAR AVE;NV;LAS VEGAS;89139;702-305-4704;06/08/2022;DINUSHA NANAYAKKARA;Owner;CLARK
LITTLE FISH EARLY LEARNING;FAMILY CARE;3049-21;Active;11/30/2022;N;1216 FOX GROVE CT NORTH;NV;LAS VEGAS;89031;725-205-5449;12/17/2021;SHEENA FISHER;Owner;CLARK
LITTLE GENIUS LEARNING ACADEMY;CENTER;2597-22;Active;03/31/2023;N;5355 W OAKEY BLVD;NV;LAS VEGAS;89146;818-261-7393;04/04/2019;SAMVEL GEVORGYAN;Owner;CLARK
LITTLE GENIUSES PLAY & LEARN LLC;GROUP CARE;3182-22;Active;08/31/2023;N;9527 RAINFALL AVE;NV;LAS VEGAS;89147;702-499-9619;09/19/2022;HASMIK SARGSYAN;Owner;CLARK
LITTLE HEARTS CHILD CARE;CENTER;1370-22;Active;11/30/2022;N;5055 S. DUNEVILLE ST;NV;LAS VEGAS;89118;702-433-2825;11/01/2015;LOUIZA NACER;Director;CLARK
LITTLE HOUSE DAY SCHOOL;CENTER;414-22;Active;08/31/2023;N;2300 HARRIGAN ROAD;NV;FALLON;89406;775-423-4148;09/01/2015;MICHELLE PEARCE;Director;CHURCHILL
LITTLE LAMBS OF GOD;CENTER;953-22;Active;11/30/2022;N;6220 N. JONES BLVD;NV;LAS VEGAS;89130;702-645-5229;09/01/2017;ROBIN DAVILA;Director;CLARK
LITTLE LAMBS PRESCHOOL MINISTRY IN BC;CENTER;557-22;Active;08/31/2023;N;1401 FIFTH ST;NV;BOULDER CITY;89005;702-293-4332;04/01/2017;DONNA KENT;Director;CLARK
LITTLE PEOPLE'S EARLY HEAD START;CENTER (PROVISIONAL);583-22;Active;11/30/2022;N;435 SOUTH 13TH STREET;NV;ELY;89301;775-289-6113;02/01/2015;JESEE MEYERS;Person in Charge;WHITE PINE
LITTLE PEOPLE'S HEAD START;CENTER;40-22;Active;12/31/2022;N;435 SOUTH 13TH STREET;NV;ELY;89301;775-289-6113;02/01/2015;JESEE MEYERS;Person in Charge;WHITE PINE
LITTLE ROUND UP PRESCHOOL & DAY CARE CENTER;CENTER;1058-22;Active;03/31/2023;N;3700 VEGAS DR;NV;LAS VEGAS;89108;702-648-6655;04/01/2016;SHAMALI SEDERA;Director;CLARK
LITTLE SPROUT DAY CARE;FAMILY CARE;2222-22;Active;05/31/2023;N;3135 FLORENTINE DR;NV;CARSON CITY;89701;619-746-2485;06/16/2017;MARIA ARREOLA;Person in Charge;CARSON CITY
LITTLE STAR ACADEMY AND CHILDCARE LLC;CENTER (PROVISIONAL);2111-22;Active;11/30/2022;N;1877 EAST MT. CHARLESTON DRIVE;NV;PAHRUMP;89048;702-521-0620;10/25/2017;LUALHATI MERCADO RAZON;Director;NYE
LITTLE STEPS EARLY LEARNING ACADEMY;CENTER;2631-22;Active;04/30/2023;N;4220 W. CRAIG RD. NORTH;NV;LAS VEGAS;89032;702-483-0092;05/29/2020;KIMBER WRIGHT;Owner;CLARK
LITTLE TIMBERS ACADEMY;CENTER;1467-22;Active;12/31/2022;N;151 E PARK ST;NV;CARSON CITY;89703;775-841-2223;01/01/2015;TRAVIS WOOD;Owner;CARSON CITY
LOGOS CHRISTIAN ACADEMY;CENTER (PROVISIONAL);2723-22;Active;11/30/2022;N;665 SHECKLER ROAD;NV;FALLON;89406;775-428-1825;08/11/2020;BRANDIE DIXON;Director;CHURCHILL
LUCKY KIDS  DAYCARE;CENTER;2127-22;Active;12/31/2022;N;3153 SOUTH EASTERN AVE;NV;LAS VEGAS;89169;818-824-0329;01/19/2017;ROCIO TARAMONA;Owner;CLARK
LUCKY KIDS DAYCARE 2;CENTER;3434-22;Active;04/30/2023;N;3163 SOUTH EASTERN AVENUE;NV;LAS VEGAS;89169;(702) 202-6900;05/13/2022;JAZMIN GAMONAL;Owner;CLARK
LULU'S KIDS CARE;GROUP CARE;3043-22;Active;01/31/2023;N;3687 BADURA AVE;NV;LAS VEGAS;89118;(702) 202-6900;02/12/2021;ORLY ADANI;Owner;CLARK
LVVWD CARE AND EDUCATION;CENTER;891-22;Active;06/30/2023;N;853 S. VALLEY VIEW BLVD;NV;LAS VEGAS;89153;702-822-8550;03/01/2017;NIKIA JENKINS;Director;CLARK
MAGIC CARPET PRESCHOOL;CENTER;41-22;Active;08/31/2023;N;108 W. MINERAL DRIVE;NV;ELY;89301;775-289-3732;10/01/2015;AMANDA TUCKER;Director;WHITE PINE
MARSHA'S MINI SCHOOL/ COYOTE KIDS;CENTER;3354-22;Active;02/28/2023;N;1021 GREENWAY RD;NV;HENDERSON;89002;702-565-1950;03/01/2022;LINDA SCHLUETER;Owner;CLARK
MARY'S LIL DAYCARE;FAMILY CARE (PROVISIONAL);920-22;Active;11/30/2022;N;5217 SUN GEM CT;NV;LAS VEGAS;89130;702-655-6094;08/01/2016;MARY GOODSPEED;Director;CLARK
MARY'S LITTLE LAMB LEARNING CENTER 2 LLC;GROUP CARE (PROVISIONAL);3100-22;Active;11/30/2022;N;3836 PRAIRIE ORCHID AVE NORTH;NV;LAS VEGAS;89081;;05/21/2021;LATASHA MITCHELL;Owner;CLARK
MARY'S LITTLE LAMB LEARNING FACILITY LLC;GROUP CARE;2807-22;Active;12/31/2022;N;6212 HARDGATE ST NORTH;NV;LAS VEGAS;89031;702-502-2504;01/14/2020;MARY MITCHELL;Owner;CLARK
MERRYHILL MOUNTAINS EDGE;CENTER;3038-21;Active;11/30/2022;N;9055 BLUE DIAMOND ROAD;NV;LAS VEGAS;89178;709-970-7302;11/01/2020;MARISOL LOUIS-JACQUES;Other;CLARK
MERRYHILL PRESCHOOL - ALTA;CENTER (PROVISIONAL);925-22;Active;11/30/2022;N;10050 ALTA DR;NV;LAS VEGAS;89145;702-221-6337;08/01/2015;LISA FITZGERALD;Director;CLARK
MERRYHILL PRESCHOOL - DURANGO;CENTER (PROVISIONAL);1129-22;Active;11/30/2022;N;5055 S. DURANGO DR;NV;LAS VEGAS;89113;702-252-3945;08/01/2016;MARIA ZACCHEO;Director;CLARK
MERRYHILL PRESCHOOL - GRAND TETON;CENTER;886-22;Active;05/31/2023;N;7605 GRAND TETON;NV;LAS VEGAS;89131;702-645-1814;06/01/2015;DEBORAH GEISLER;Director;CLARK
MERRYHILL PRESCHOOL - SNOW TRAIL;CENTER (PROVISIONAL);967-22;Active;11/30/2022;N;2150 SNOW TRAIL;NV;LAS VEGAS;89134;702-242-3230;10/01/2016;ERIKA VAN RHYN;Director;CLARK
MERRYHILL PRESCHOOL - WINDMILL;CENTER (PROVISIONAL);413-22;Active;11/30/2022;N;2150 WINDMILL PKWY;NV;HENDERSON;89014;702-896-0781;09/01/2016;KAREN L. BAUTE;Other;CLARK
MESQUITE LUTHERAN CHILD CARE CENTER;CENTER (PROVISIONAL);813-22;Active;11/30/2022;N;450 TURTLEBACK RD;NV;MESQUITE;89027;702-346-3954;08/01/2014;BRANDY TEMPLETON;Director;CLARK
MI CASITA FAMILY DAYCARE;GROUP CARE;2881-22;Active;06/30/2023;N;1300 WINTERGREEN DR;NV;LAS VEGAS;89128;;07/23/2020;VERONICA DIEGUEZ;Owner;CLARK
MIDBAR KODESH TEMPLE EARLY CHILDHOOD CENTER;CENTER (PROVISIONAL);624-22;Active;11/30/2022;N;1940 PASEO VERDE PKWY;NV;HENDERSON;89012;702-454-4848;10/01/2015;WENDY ROSELINSKY;Director;CLARK
MILESTONE ACADEMY;CENTER;3192-22;Active;11/30/2022;N;9859 W. DEER SPRINGS;NV;LAS VEGAS;89149;702-275-1626;12/17/2021;PENNIE AND CHRISETTA DONLIN AND RUSH;Person in Charge;CLARK
MILESTONE ACADEMY FORT APACHE;CENTER;1485-22;Active;04/30/2023;N;5970 S. FORT APACHE RD. STE 103;NV;LAS VEGAS;89148;702-798-7314;06/01/2016;VENESSIA BUMPAS;Director;CLARK
MIRABELLI COMMUNITY CENTER;CENTER;1026-22;Active;03/31/2023;N;6200 HARGROVE AVE;NV;LAS VEGAS;89107;702-229-6359;04/01/2013;BRIDGET THOMAS;Director;CLARK
MISS ANNIE'S GROUP CARE;GROUP CARE (PROVISIONAL);974-22;Active;11/30/2022;N;5704 ALTA DR;NV;LAS VEGAS;89107;702-822-1679;10/01/2016;REBECCA MALLET;Person in Charge;CLARK
MISS LORI'S PRESCHOOL;GROUP CARE;3491-22;Active;09/30/2023;N;11013 NAPA RIDGE DRIVE;NV;LAS VEGAS;89144;;10/24/2022;LORI ZENQUIS;Owner;CLARK
MISS MARSHA'S MINI SCHOOL LLC;CENTER;798-22;Active;12/31/2022;N;596 OLDHAM AVE;NV;HENDERSON;89014;702-458-4566;01/01/2016;JOSEPHINE FALCONE;Director;CLARK
MISSION POSSIBLE MONTESSORI SCHOOL;GROUP CARE;3070-22;Active;11/30/2022;N;5765 W WIGWAM AVE;NV;LAS VEGAS;89139;954-444-1714;06/23/2021;RANDI GLUNT;Owner;CLARK
MITTIE IN HOME FAMILY CARE;GROUP CARE;3422-22;Active;04/30/2023;N;3113 BUDDING BLSSOM CT;NV;LAS VEGAS;89108;702-240-0403;05/26/2022;CHERYL POLK;Owner;CLARK
MOJAVE SPRINGS SCHOOL LAS VEGAS;CENTER (PROVISIONAL);2763-22;Active;11/30/2022;N;6440 W. DESERT INN ROAD;NV;LAS VEGAS;89146;(725) 203-1999;08/29/2019;ALEXANDRA CANNADY;Director;CLARK
MOMMY'S ANGELS CHILDCARE;CENTER;2632-22;Active;04/30/2023;N;4270 S RAINBOW BLVD;NV;LAS VEGAS;89103;702-201-1525;05/01/2019;DARINE & NESRINE FARRAJ & ABELLA;Owner;CLARK
MONTESSORI VISIONS ACADEMY - SUNSET;CENTER;1282-22;Active;11/30/2022;N;3551 E. SUNSET RD;NV;LAS VEGAS;89120;702-451-9801;09/29/2016;LORI BOSSY;Director;CLARK
MONTESSORI VISIONS ACADEMY - WARM SPRINGS;CENTER;1468-22;Active;12/31/2022;N;1905 E. WARM SPRINGS RD;NV;LAS VEGAS;89119;702-433-2287;01/05/2015;LORI BOSSY;Director;CLARK
MOON & FRIENDS CHILD CARE LLC;FAMILY CARE;3039-22;Active;02/28/2023;N;5138 FIJI ISLAND CT NORTH;NV;LAS VEGAS;89031;702-375-3475;03/31/2021;MARIA RAMOS;Owner;CLARK
MOSAIC KIDS ACADEMY;CENTER;3470-22;Active;08/31/2023;N;9220 MANHATTAN RD;NV;HENDERSON;89074;702-616-6767;09/07/2022;MICHELE FLAZER;Director;CLARK
MOUNTAIN VIEW CHRISTIAN SCHOOLS;CENTER;2994-22;Active;07/31/2023;N;301 SOUTH MARYLAND PARKWAY;NV;LAS VEGAS;89101;702-384-6106;08/11/2020;KELSEY NELLIS;Director;CLARK
MOUNTAIN VIEW LUTHERAN PRESCHOOL;CENTER;1038-22;Active;01/31/2023;N;9550 W. CHEYENNE AVE;NV;LAS VEGAS;89129;702-233-9323;11/01/2016;DONNA EINSPAHR;Director;CLARK
MS. GAYLE'S LITTLE SCHOOL;FAMILY CARE (PROVISIONAL);3154-22;Active;11/30/2022;N;5770 HEDGEHAVEN COURT;NV;LAS VEGAS;89120;702-292-8928;05/26/2021;GAYLE THOMSEN;Owner;CLARK
MY LITTLE ANGEL’S  HOME DAYCARE LLC;FAMILY CARE (PROVISIONAL);2907-22;Active;11/30/2022;N;6044 RIVER BELLE ST NORTH;NV;LAS VEGAS;89031;701-301-2241;04/01/2021;ANGEL CHADWICK;Owner;CLARK
MY LITTLE MARGIES;CENTER;1066-22;Active;04/30/2023;N;3707 W. VEGAS DR;NV;LAS VEGAS;89108;702-646-1133;04/19/2016;NILANTHI PANIKKAR;Director;CLARK
NAE NAE'S APPLE SEEDS;GROUP CARE;2428-22;Active;04/30/2023;N;3728 BEACON POINT STREET;NV;LAS VEGAS;89129;702-428-7471;05/10/2018;RENAE MOORE;Owner;CLARK
NANCY'S HOUSE DAYCARE;GROUP CARE;746-22;Active;12/31/2022;N;350 CAMBRIDGE COURT;NV;CARSON CITY;89701;775-287-0049;01/01/2015;NANCY DAVIS;Director;CARSON CITY
NCA LEARNING CENTER;CENTER;2128-22;Active;11/30/2022;N;3435 LINDELL ROAD;NV;LAS VEGAS;89146;702-290-9936;02/22/2017;MINLI WANG;Director;CLARK
NEVADA STATE EARLY CHILDHOOD EDUCATION CENTER;CENTER;3373-22;Active;01/31/2023;N;1300 NEVADA STATE DRIVE;NV;HENDERSON;89002;702-992-2595;02/16/2022;TARA WILLIAMS;Director;CLARK
NEW FUTURE LEARNING DAYCARE CENTER;CENTER;3352-22;Active;02/28/2023;N;4610 MONTERREY AVE;NV;LAS VEGAS;89121;702-610-7649;03/10/2022;RAOUF AYOUB;Director;CLARK
NEW HORIZONS ACADEMY PRESCHOOL;CENTER;932-22;Active;11/30/2022;N;6701 W. CHARLESTON BLVD;NV;LAS VEGAS;89146;702-880-7594;08/01/2014;GINA SFERRA;Person in Charge;CLARK
NEW SONG CHRISTIAN ACADEMY;CENTER;938-22;Active;11/30/2022;N;1291 CORNET AVE;NV;HENDERSON;89052;702-819-9090;08/01/2015;HOPE MANLEY;Director;CLARK
NOAH'S ARK;CENTER (PROVISIONAL);2572-22;Active;11/30/2022;N;1737 SEWELL DR;NV;ELKO;89801;775-738-9155;10/01/2018;CRISTINA GIAMMALVA;Director;ELKO
NOAH'S LITTLE ARK;GROUP CARE;2216-22;Active;04/30/2023;N;3509 SAPPHIRE SEA CT NORTH;NV;LAS VEGAS;89031-7288;702-562-9252;05/10/2017;BLONDELL JOHNSON;Owner;CLARK
NORTHSHORE LEARNING CENTER;CENTER;3103-22;Active;12/31/2022;N;7901 W. GOWAN ROAD;NV;LAS VEGAS;89129;(702) 396-7011;01/22/2021;SHASHANI, KRISTINA PAHALAGAMA, DAWES;Owner;CLARK
NOURISHING HANDS CHILD CARE;GROUP CARE (PROVISIONAL);2713-22;Active;11/30/2022;N;542 ANA RAQUEL NORTH;NV;LAS VEGAS;89031;702-423-6458;10/31/2019;VANESSA WILLIAMS;Person in Charge;CLARK
OUR LADY OF LAS VEGAS;CENTER (PROVISIONAL);1051-22;Active;11/30/2022;N;3046 ALTA DR;NV;LAS VEGAS;89107;702-802-2323;03/01/2016;DARLA BOLEKY;Director;CLARK
PAHRUMP COMMUNITY CHURCH PRESCHOOL;CENTER;116-22;Active;01/31/2023;N;1061 E. WILSON RD;NV;PAHRUMP;89048;775-727-5384;11/01/2016;JULIE CARRINGTON;Director;NYE
PARADISE PARK RECREATION CENTER;CENTER;1166-22;Active;01/31/2023;N;4775 MCLEOD DR;NV;LAS VEGAS;89121;702-455-7513;02/01/2016;BRIDGET THOMAS;Person in Charge;CLARK
PEACE GARDEN CHILDCARE CENTER;CENTER;3196-22;Active;04/30/2023;N;5447 S RAINBOW BLVD;NV;LAS VEGAS;89118;702-331-4594;05/26/2021;VICTORIA HALEY;Director;CLARK
PEAS AND CARROTS CHILD CARE;FAMILY CARE;714-22;Active;06/30/2023;N;280 WAGON WHEEL ROAD;NV;DAYTON;89403;775-241-0722;07/01/2015;MARY ROCHA;Person in Charge;LYON
PEGGY'S CHILDCARE;FAMILY CARE;3118-22;Active;04/30/2023;N;4446 MELINE AVENUE NORTH;NV;LAS VEGAS;89084;702-232-7123;05/26/2021;PEGGY PETER;Owner;CLARK
PERFORM TO LEARN LP;CENTER;3190-22;Active;04/30/2023;N;9850 W. SKYE CANYON PARK DRIVE;NV;LAS VEGAS;89166;702-515-1430;05/27/2022;ALEXIS LOWE;Director;CLARK
POOH KORNER - WEST;FAMILY CARE (PROVISIONAL);956-22;Active;11/30/2022;N;7504 BARBIE AVE;NV;LAS VEGAS;89131;702-395-7902;09/01/2013;ANNELIES DAVIS;Director;CLARK
PRESTIGIOUS ACADEMY OF LAS VEGAS;CENTER;3172-22;Active;05/31/2023;N;3710 S SANDHILL RD;NV;LAS VEGAS;89121;702-547-1222;06/24/2022;MYSHA MCCLAIN;Owner;CLARK
PRIDE AND JOY LEARNING CENTER;CENTER;2740-22;Active;03/31/2023;N;4990 POWELL AVE.;NV;LAS VEGAS;89121;(702) 561-6748;04/25/2022;MYISHA BONNER;Owner;CLARK
RISING STAR PRESCHOOL AND CHILDCARE;CENTER;1473-22;Active;01/31/2023;N;8889 S. EASTERN AVE. STE 160;NV;LAS VEGAS;89123;702-209-2781;02/01/2015;TINA FOX;Director;CLARK
RISING STAR PRESCHOOL AND CHILDCARE - HORIZON;CENTER;2438-22;Active;03/31/2023;N;300 EAST HORIZON DRIVE;NV;HENDERSON;89015;702-566-1966;04/27/2018;TINA FOX;Owner;CLARK
"ROBERT E ""BOB"" PRICE RECREATION CENTER";CENTER (PROVISIONAL);1349-22;Active;11/30/2022;N;2050 BONNIE LANE;NV;LAS VEGAS;89156;702-455-7600;11/01/2013;JOZELLE DELOS REYES;Person in Charge;CLARK
ROBIN'S NEST;CENTER;1367-22;Active;05/31/2023;N;510 E. JOHN STREET;NV;CARSON CITY;89706;775-883-6766;07/01/2015;HEATHER GORBY;Director;CARSON CITY
ROOTS AND WINGS;CENTER;604-22;Active;12/31/2022;N;236 KINGSBURY GRADE;NV;STATELINE;89449;775-586-7271;01/01/2015;MICHELE MARTINEZ;Director;DOUGLAS
SEKURITIE CHILD CARE;FAMILY CARE (PROVISIONAL);1383-22;Active;11/30/2022;N;7644 DOVE CANYON ST;NV;LAS VEGAS;89123;702-361-5822;12/01/2017;RONNECE BRIGHT;Person in Charge;CLARK
SETON ACADEMY WEST;CENTER (PROVISIONAL);1972-22;Active;11/30/2022;N;3801 N. CAMPBELL ROAD;NV;LAS VEGAS;89129;702-233-2069;07/01/2016;MARY EREKSON;Person in Charge;CLARK
SETON ACADEMY, INC.;CENTER (PROVISIONAL);1991-22;Active;11/30/2022;N;9975 PLACID STREET;NV;LAS VEGAS;89183;702-736-4246;06/01/2016;MARY & SANDRA EREKSON & CRAMER;Other;CLARK
SHADOW HILLS PRESCHOOL;CENTER;1055-22;Active;03/31/2023;N;7811 VEGAS DR;NV;LAS VEGAS;89128;702-360-3550;05/02/2016;REBECCA MCLEMORE;Director;CLARK
SHELLY BELLIES CHILDCARE;CENTER;3412-22;Active;06/30/2023;N;2901 S CARSON ST.;NV;CARSON CITY;89701;(775) 883-2627;07/15/2022;MICHELLE AYRAULT;Owner;CARSON CITY
SHEPHERD OF THE HILLS LUTHERAN;CENTER (PROVISIONAL);2556-22;Active;11/30/2022;N;6520 N. DAPPLE GRAY ROAD;NV;LAS VEGAS;89149;702-722-3071;01/10/2019;JACQUELINE UNKIE;Director;CLARK
SIERRA VISTA CHILDREN'S ACADEMY;CENTER (PROVISIONAL);745-22;Active;11/30/2022;N;503 E. TELEGRAPH STREET;NV;CARSON CITY;89701;775-883-5248;02/01/2015;MARY MACHADO;Person in Charge;CARSON CITY
SKYLUNA;EXTENDED ACCOMMODATION;3345-22;Active;06/30/2023;N;6593 S LAS VEGAS BLVD.;NV;LAS VEGAS;89119;702-405-0212;07/29/2022;BRIANA CARROLL;Owner;CLARK
SMALL BLESSINGS PRESCHOOL;CENTER;742-22;Active;12/31/2022;N;212 N. DIVISION STREET;NV;CARSON CITY;89703;775-884-1600;11/01/2015;ALLISON COOPER;Director;CARSON CITY
SMALL WONDER'S EARLY LEARNING CENTER;CENTER;3312-21;Active;09/30/2022;N;806 RANDELL DR;NV;CARSON CITY;89701;775-461-3173;10/22/2021;DAVID SINGER;Owner;CARSON CITY
SMALL WONDERS PRESCHOOL AND CHILD CARE;GROUP CARE;1512-21;Active;11/30/2022;N;460 ARON COURT;NV;WINNEMUCCA;89445;775-722-2247;11/01/2015;SYNTHIA KENISON;Owner;HUMBOLDT
SMALLER BLESSINGS PRESCHOOL;CENTER;3237-22;Active;12/31/2022;N;213 N. MINNESOTA ST;NV;CARSON CITY;89703;775-884-1600;08/20/2021;ALLISON COOPER;Director;CARSON CITY
SMOKY VALLEY CHILD CARE;CENTER;1294-22;Active;11/30/2022;N;40 ELECTRUM DRIVE;NV;ROUND MOUNTAIN;89045;775-377-3333;06/01/2015;ANDREA FRENCH;Director;NYE
SOURCE ACADEMY AND EARLY LEARNING CENTER;CENTER;2073-22;Active;12/31/2022;N;10 N. 28TH ST.;NV;LAS VEGAS;89101;702-386-1006;01/20/2017;TOYYA & JEREK LOZANO & HOUGH;Director;CLARK
SOURCE ACADEMY AND EARLY LEARNING CENTER - CIMARRON;CENTER;2485-22;Active;11/30/2022;N;7511 N. CIMARRON RD;NV;LAS VEGAS;89131;702-538-7788;06/28/2018;TOYYA & JEREK LOZANO & HOUGH;Director;CLARK
SOUTHERN HIGHLANDS PREPARATORY SCHOOL;CENTER;1132-22;Active;02/28/2023;N;11500 SOUTHERN HIGHLANDS PKWY;NV;LAS VEGAS;89141;702-617-1184;03/01/2012;GABRIELLE JACKSON-MCGEE;Director;CLARK
SPRING VALLEY MONTESSORI;CENTER;1180-22;Active;03/31/2023;N;6940 EDNA AVE;NV;LAS VEGAS;89117;702-362-9739;01/01/2016;JESUSA ALCANTARA;Director;CLARK
SPRINGSTONE LAKES MONTESSORI SCHOOL;CENTER;1400-22;Active;06/30/2023;N;2750 LAKE SAHARA DR;NV;LAS VEGAS;89117;702-255-4440;07/01/2014;KAMERINE ACOSTA;Director;CLARK
SPRINGSTONE MONTESSORI SCHOOL;CENTER;1133-22;Active;01/31/2023;N;7373 MONTESSOURI ST;NV;LAS VEGAS;89113;702-450-1010;02/01/2014;MARISSA CORRALES;Other;CLARK
