"PID";"LID";"Date";"Type";"InspectionForm";"InspectionResult"
10605399;30629;"03/02/20";"Self-reported incident";;"010605399_2020-03-02_InspectionResults.pdf"
10605399;30629;"12/18/19";"Self-reported incident";;"010605399_2019-12-18_InspectionResults.pdf"
10605399;30629;"12/12/19";"Self-reported incident";;"010605399_2019-12-12_InspectionResults.pdf"
10605399;30629;"11/08/19";"Complaint Inspection";;"010605399_2019-11-08_InspectionResults.pdf"
10605399;30629;"10/03/19";"Program Inspection";"010605399_2019-10-03_InspectionForm.pdf";"010605399_2019-10-03_InspectionResults.pdf"
10605399;30629;"09/18/19";"Self-reported incident";;"010605399_2019-09-18_InspectionResults.pdf"
10605399;30629;"07/08/19";"Facility Safety Inspection";"010605399_2019-07-08_InspectionForm.pdf";"010605399_2019-07-08_InspectionResults.pdf"
10605399;30629;"06/05/19";"Self-reported incident";;"010605399_2019-06-05_InspectionResults.pdf"
10605399;30629;"08/22/18";"Program Inspection";"010605399_2018-08-22_InspectionForm.pdf";"010605399_2018-08-22_InspectionResults.pdf"
10605399;30629;"06/28/18";"Facility Safety Inspection";"010605399_2018-06-28_InspectionForm.pdf";"010605399_2018-06-28_InspectionResults.pdf"
10605399;30629;"05/23/18";"Complaint Inspection";;"010605399_2018-05-23_InspectionResults.pdf"
18043003;30471;"07/24/20";"Program Inspection";"018043003_2020-07-24_InspectionForm.pdf";"018043003_2020-07-24_InspectionResults.pdf"
18043003;30471;"07/16/20";"Facility Safety Inspection";"018043003_2020-07-16_InspectionForm.pdf";"018043003_2020-07-16_InspectionResults.pdf"
18042171;29301;"04/24/20";"Program Inspection";"018042171_2020-04-24_InspectionForm.pdf";"018042171_2020-04-24_InspectionResults.pdf"
18042171;29301;"10/15/19";"Program Inspection";"018042171_2019-10-15_InspectionForm.pdf";"018042171_2019-10-15_InspectionResults.pdf"
18042171;29301;"11/19/18";"Complaint Inspection";;"018042171_2018-11-19_InspectionResults.pdf"
18042171;29301;"04/09/18";"Program Inspection";"018042171_2018-04-09_InspectionForm.pdf";"018042171_2018-04-09_InspectionResults.pdf"
16536367;30305;"06/11/20";"Program Inspection";"016536367_2020-06-11_InspectionForm.pdf";"016536367_2020-06-11_InspectionResults.pdf"
16536367;30305;"09/19/19";"Program Inspection";"016536367_2019-09-19_InspectionForm.pdf";"016536367_2019-09-19_InspectionResults.pdf"
16536367;30305;"03/23/18";"Program Inspection";"016536367_2018-03-23_InspectionForm.pdf";"016536367_2018-03-23_InspectionResults.pdf"
18042820;30675;"10/19/20";"Complaint Inspection";;"018042820_2020-10-19_InspectionResults.pdf"
18042820;30675;"06/22/20";"Complaint Inspection";;"018042820_2020-06-22_InspectionResults.pdf"
18042820;30675;"06/01/20";"Program Inspection";"018042820_2020-06-01_InspectionForm.pdf";"018042820_2020-06-01_InspectionResults.pdf"
18042820;30675;"01/15/20";"Facility Safety Inspection";"018042820_2020-01-15_InspectionForm.pdf";"018042820_2020-01-15_InspectionResults.pdf"
18042820;30675;"08/19/19";"Self-reported incident";;"018042820_2019-08-19_InspectionResults.pdf"
18042820;30675;"07/26/19";"Program Inspection";"018042820_2019-07-26_InspectionForm.pdf";"018042820_2019-07-26_InspectionResults.pdf"
18042820;30675;"04/12/19";"Facility Safety Inspection";"018042820_2019-04-12_InspectionForm.pdf";"018042820_2019-04-12_InspectionResults.pdf"
18042820;30675;"04/05/19";"Complaint Inspection";;"018042820_2019-04-05_InspectionResults.pdf"
18042820;30675;"05/30/18";"Facility Safety Inspection";"018042820_2018-05-30_InspectionForm.pdf";"018042820_2018-05-30_InspectionResults.pdf"
18042656;30135;"05/19/20";"Program Inspection";"018042656_2020-05-19_InspectionForm.pdf";"018042656_2020-05-19_InspectionResults.pdf"
18042656;30135;"02/19/20";"Facility Safety Inspection";"018042656_2020-02-19_InspectionForm.pdf";"018042656_2020-02-19_InspectionResults.pdf"
18042656;30135;"05/08/19";"Program Inspection";"018042656_2019-05-08_InspectionForm.pdf";"018042656_2019-05-08_InspectionResults.pdf"
18042656;30135;"04/12/19";"Facility Safety Inspection";"018042656_2019-04-12_InspectionForm.pdf";"018042656_2019-04-12_InspectionResults.pdf"
18042656;30135;"04/09/19";"Self-reported incident";;"018042656_2019-04-09_InspectionResults.pdf"
18042656;30135;"12/18/18";"Complaint Inspection";;"018042656_2018-12-18_InspectionResults.pdf"
18042656;30135;"08/28/18";"Program Inspection";"018042656_2018-08-28_InspectionForm.pdf";"018042656_2018-08-28_InspectionResults.pdf"
18042656;30135;"05/15/18";"Facility Safety Inspection";"018042656_2018-05-15_InspectionForm.pdf";"018042656_2018-05-15_InspectionResults.pdf"
18042457;29320;"05/28/20";"Program Inspection";"018042457_2020-05-28_InspectionForm.pdf";"018042457_2020-05-28_InspectionResults.pdf"
18042457;29320;"03/11/20";"Facility Safety Inspection";"018042457_2020-03-11_InspectionForm.pdf";"018042457_2020-03-11_InspectionResults.pdf"
18042457;29320;"03/19/19";"Facility Safety Inspection";"018042457_2019-03-19_InspectionForm.pdf";"018042457_2019-03-19_InspectionResults.pdf"
18042457;29320;"02/08/19";"Program Inspection";"018042457_2019-02-08_InspectionForm.pdf";"018042457_2019-02-08_InspectionResults.pdf"
18042457;29320;"10/25/18";"Complaint Inspection";;"018042457_2018-10-25_InspectionResults.pdf"
18042457;29320;"07/09/18";"Complaint Inspection";;"018042457_2018-07-09_InspectionResults.pdf"
18042457;29320;"06/14/18";"Program Inspection";"018042457_2018-06-14_InspectionForm.pdf";"018042457_2018-06-14_InspectionResults.pdf"
18042457;29320;"04/05/18";"Facility Safety Inspection";"018042457_2018-04-05_InspectionForm.pdf";"018042457_2018-04-05_InspectionResults.pdf"
10602017;30528;"06/17/20";"Facility Safety Inspection";"010602017_2020-06-17_InspectionForm.pdf";"010602017_2020-06-17_InspectionResults.pdf"
10602017;30528;"02/26/20";"Program Inspection";"010602017_2020-02-26_InspectionForm.pdf";"010602017_2020-02-26_InspectionResults.pdf"
10602017;30528;"04/12/19";"Facility Safety Inspection";"010602017_2019-04-12_InspectionForm.pdf";"010602017_2019-04-12_InspectionResults.pdf"
10602017;30528;"02/04/19";"Program Inspection";"010602017_2019-02-04_InspectionForm.pdf";"010602017_2019-02-04_InspectionResults.pdf"
10602017;30528;"05/01/18";"Facility Safety Inspection";"010602017_2018-05-01_InspectionForm.pdf";"010602017_2018-05-01_InspectionResults.pdf"
10602017;30528;"04/11/18";"Program Inspection";"010602017_2018-04-11_InspectionForm.pdf";"010602017_2018-04-11_InspectionResults.pdf"
18042981;29734;"08/17/20";"Program Inspection";"018042981_2020-08-17_InspectionForm.pdf";"018042981_2020-08-17_InspectionResults.pdf"
18042981;29734;"09/13/19";"Program Inspection";"018042981_2019-09-13_InspectionForm.pdf";"018042981_2019-09-13_InspectionResults.pdf"
18042944;28969;"03/06/20";"Program Inspection";"018042944_2020-03-06_InspectionForm.pdf";"018042944_2020-03-06_InspectionResults.pdf"
18042944;28969;"01/07/20";"Facility Safety Inspection";"018042944_2020-01-07_InspectionForm.pdf";"018042944_2020-01-07_InspectionResults.pdf"
18042944;28969;"11/06/19";"Self-reported incident";;"018042944_2019-11-06_InspectionResults.pdf"
18042944;28969;"01/07/19";"Facility Safety Inspection";"018042944_2019-01-07_InspectionForm.pdf";"018042944_2019-01-07_InspectionResults.pdf"
18042944;28969;"01/03/19";"Program Inspection";"018042944_2019-01-03_InspectionForm.pdf";"018042944_2019-01-03_InspectionResults.pdf"
10605581;22646;"10/21/19";"Program Inspection";"010605581_2019-10-21_InspectionForm.pdf";"010605581_2019-10-21_InspectionResults.pdf"
10605581;22646;"06/27/18";"Program Inspection";"010605581_2018-06-27_InspectionForm.pdf";"010605581_2018-06-27_InspectionResults.pdf"
18042242;19092;"07/11/19";"Program Inspection";"018042242_2019-07-11_InspectionForm.pdf";"018042242_2019-07-11_InspectionResults.pdf"
18041901;30462;"08/19/20";"Program Inspection";"018041901_2020-08-19_InspectionForm.pdf";"018041901_2020-08-19_InspectionResults.pdf"
18041901;30462;"07/16/20";"Facility Safety Inspection";"018041901_2020-07-16_InspectionForm.pdf";"018041901_2020-07-16_InspectionResults.pdf"
18041901;30462;"06/12/19";"Facility Safety Inspection";"018041901_2019-06-12_InspectionForm.pdf";"018041901_2019-06-12_InspectionResults.pdf"
18041901;30462;"02/22/19";"Program Inspection";"018041901_2019-02-22_InspectionForm.pdf";"018041901_2019-02-22_InspectionResults.pdf"
18041901;30462;"06/15/18";"Facility Safety Inspection";"018041901_2018-06-15_InspectionForm.pdf";"018041901_2018-06-15_InspectionResults.pdf"
18041901;30462;"04/05/18";"Program Inspection";"018041901_2018-04-05_InspectionForm.pdf";"018041901_2018-04-05_InspectionResults.pdf"
18042120;29297;"07/22/20";"Facility Safety Inspection";"018042120_2020-07-22_InspectionForm.pdf";"018042120_2020-07-22_InspectionResults.pdf"
18042120;29297;"03/11/20";"Program Inspection";"018042120_2020-03-11_InspectionForm.pdf";"018042120_2020-03-11_InspectionResults.pdf"
18042120;29297;"12/04/19";"Complaint Inspection";;"018042120_2019-12-04_InspectionResults.pdf"
18042120;29297;"06/26/19";"Facility Safety Inspection";"018042120_2019-06-26_InspectionForm.pdf";"018042120_2019-06-26_InspectionResults.pdf"
18042120;29297;"02/11/19";"Program Inspection";"018042120_2019-02-11_InspectionForm.pdf";"018042120_2019-02-11_InspectionResults.pdf"
18042120;29297;"07/10/18";"Program Inspection";"018042120_2018-07-10_InspectionForm.pdf";"018042120_2018-07-10_InspectionResults.pdf"
18042120;29297;"06/27/18";"Facility Safety Inspection";"018042120_2018-06-27_InspectionForm.pdf";"018042120_2018-06-27_InspectionResults.pdf"
18038530;29727;"08/18/20";"Program Inspection";"018038530_2020-08-18_InspectionForm.pdf";"018038530_2020-08-18_InspectionResults.pdf"
18038530;29727;"01/08/20";"Facility Safety Inspection";"018038530_2020-01-08_InspectionForm.pdf";"018038530_2020-01-08_InspectionResults.pdf"
18038530;29727;"05/22/19";"Program Inspection";"018038530_2019-05-22_InspectionForm.pdf";"018038530_2019-05-22_InspectionResults.pdf"
18038530;29727;"01/08/19";"Facility Safety Inspection";"018038530_2019-01-08_InspectionForm.pdf";"018038530_2019-01-08_InspectionResults.pdf"
18038530;29727;"08/30/18";"Program Inspection";"018038530_2018-08-30_InspectionForm.pdf";"018038530_2018-08-30_InspectionResults.pdf"
18038530;29727;"08/14/18";"Complaint Inspection";;"018038530_2018-08-14_InspectionResults.pdf"
18038530;29727;"05/17/18";"Facility Safety Inspection";"018038530_2018-05-17_InspectionForm.pdf";"018038530_2018-05-17_InspectionResults.pdf"
18042612;30791;"06/01/20";"Facility Safety Inspection";"018042612_2020-06-01_InspectionForm.pdf";"018042612_2020-06-01_InspectionResults.pdf"
18042612;30791;"08/02/19";"Program Inspection";"018042612_2019-08-02_InspectionForm.pdf";"018042612_2019-08-02_InspectionResults.pdf"
18042612;30791;"04/01/19";"Facility Safety Inspection";"018042612_2019-04-01_InspectionForm.pdf";"018042612_2019-04-01_InspectionResults.pdf"
18042612;30791;"12/04/18";"Program Inspection";"018042612_2018-12-04_InspectionForm.pdf";"018042612_2018-12-04_InspectionResults.pdf"
18042612;30791;"04/25/18";"Facility Safety Inspection";"018042612_2018-04-25_InspectionForm.pdf";"018042612_2018-04-25_InspectionResults.pdf"
18042607;28939;"07/13/20";"Facility Safety Inspection";"018042607_2020-07-13_InspectionForm.pdf";"018042607_2020-07-13_InspectionResults.pdf"
18042607;28939;"06/13/19";"Facility Safety Inspection";"018042607_2019-06-13_InspectionForm.pdf";"018042607_2019-06-13_InspectionResults.pdf"
18042607;28939;"05/09/19";"Program Inspection";"018042607_2019-05-09_InspectionForm.pdf";"018042607_2019-05-09_InspectionResults.pdf"
18042607;28939;"06/15/18";"Facility Safety Inspection";"018042607_2018-06-15_InspectionForm.pdf";"018042607_2018-06-15_InspectionResults.pdf"
18042755;30958;"09/03/20";"Program Inspection";"018042755_2020-09-03_InspectionForm.pdf";"018042755_2020-09-03_InspectionResults.pdf"
18042755;30958;"02/27/19";"Program Inspection";"018042755_2019-02-27_InspectionForm.pdf";"018042755_2019-02-27_InspectionResults.pdf"
18042755;30958;"09/21/18";"Program Inspection";"018042755_2018-09-21_InspectionForm.pdf";"018042755_2018-09-21_InspectionResults.pdf"
18042304;22412;"09/30/20";"Program Inspection";"018042304_2020-09-30_InspectionForm.pdf";"018042304_2020-09-30_InspectionResults.pdf"
18042304;22412;"10/02/19";"Program Inspection";"018042304_2019-10-02_InspectionForm.pdf";"018042304_2019-10-02_InspectionResults.pdf"
18042304;22412;"10/23/18";"Program Inspection";"018042304_2018-10-23_InspectionForm.pdf";"018042304_2018-10-23_InspectionResults.pdf"
18042650;28946;"07/07/20";"Program Inspection";"018042650_2020-07-07_InspectionForm.pdf";"018042650_2020-07-07_InspectionResults.pdf"
18042650;28946;"02/12/19";"Program Inspection";"018042650_2019-02-12_InspectionForm.pdf";"018042650_2019-02-12_InspectionResults.pdf"
18042340;29451;"04/29/20";"Program Inspection";"018042340_2020-04-29_InspectionForm.pdf";"018042340_2020-04-29_InspectionResults.pdf"
18042340;29451;"07/30/19";"Program Inspection";"018042340_2019-07-30_InspectionForm.pdf";"018042340_2019-07-30_InspectionResults.pdf"
18042340;29451;"11/07/18";"Program Inspection";"018042340_2018-11-07_InspectionForm.pdf";"018042340_2018-11-07_InspectionResults.pdf"
18028715;30657;"02/19/20";"Facility Safety Inspection";"018028715_2020-02-19_InspectionForm.pdf";"018028715_2020-02-19_InspectionResults.pdf"
18028715;30657;"10/28/19";"Program Inspection";"018028715_2019-10-28_InspectionForm.pdf";"018028715_2019-10-28_InspectionResults.pdf"
18028715;30657;"02/27/19";"Facility Safety Inspection";"018028715_2019-02-27_InspectionForm.pdf";"018028715_2019-02-27_InspectionResults.pdf"
18028715;30657;"10/11/18";"Program Inspection";"018028715_2018-10-11_InspectionForm.pdf";"018028715_2018-10-11_InspectionResults.pdf"
18031240;25247;"02/05/20";"Program Inspection";"018031240_2020-02-05_InspectionForm.pdf";"018031240_2020-02-05_InspectionResults.pdf"
18031240;25247;"03/18/19";"Program Inspection";"018031240_2019-03-18_InspectionForm.pdf";"018031240_2019-03-18_InspectionResults.pdf"
18031240;25247;"02/23/18";"Program Inspection";"018031240_2018-02-23_InspectionForm.pdf";"018031240_2018-02-23_InspectionResults.pdf"
10601030;30974;"07/09/20";"Program Inspection";"010601030_2020-07-09_InspectionForm.pdf";"010601030_2020-07-09_InspectionResults.pdf"
10601030;30974;"07/30/19";"Program Inspection";"010601030_2019-07-30_InspectionForm.pdf";"010601030_2019-07-30_InspectionResults.pdf"
10601030;30974;"08/16/18";"Program Inspection";"010601030_2018-08-16_InspectionForm.pdf";"010601030_2018-08-16_InspectionResults.pdf"
18042443;18552;"01/08/20";"Program Inspection";"018042443_2020-01-08_InspectionForm.pdf";"018042443_2020-01-08_InspectionResults.pdf"
18042443;18552;"05/20/19";"Program Inspection";"018042443_2019-05-20_InspectionForm.pdf";"018042443_2019-05-20_InspectionResults.pdf"
18042443;18552;"10/24/18";"Program Inspection";"018042443_2018-10-24_InspectionForm.pdf";"018042443_2018-10-24_InspectionResults.pdf"
18042410;22414;"08/06/20";"Program Inspection";"018042410_2020-08-06_InspectionForm.pdf";"018042410_2020-08-06_InspectionResults.pdf"
18042410;22414;"04/05/19";"Program Inspection";"018042410_2019-04-05_InspectionForm.pdf";"018042410_2019-04-05_InspectionResults.pdf"
18042410;22414;"03/28/18";"Program Inspection";"018042410_2018-03-28_InspectionForm.pdf";"018042410_2018-03-28_InspectionResults.pdf"
14503895;29166;"10/13/20";"Program Inspection";"014503895_2020-10-13_InspectionForm.pdf";"014503895_2020-10-13_InspectionResults.pdf"
14503895;29166;"06/03/19";"Program Inspection";"014503895_2019-06-03_InspectionForm.pdf";"014503895_2019-06-03_InspectionResults.pdf"
14503895;29166;"12/05/18";"Program Inspection";"014503895_2018-12-05_InspectionForm.pdf";"014503895_2018-12-05_InspectionResults.pdf"
18042482;29634;"02/13/20";"Complaint Inspection";;"018042482_2020-02-13_InspectionResults.pdf"
18042482;29634;"02/03/20";"Complaint Inspection";;"018042482_2020-02-03_InspectionResults.pdf"
18042482;29634;"09/10/19";"Complaint Inspection";;"018042482_2019-09-10_InspectionResults.pdf"
18042482;29634;"03/13/19";"Program Inspection";"018042482_2019-03-13_InspectionForm.pdf";"018042482_2019-03-13_InspectionResults.pdf"
18042482;29634;"07/13/18";"Program Inspection";"018042482_2018-07-13_InspectionForm.pdf";"018042482_2018-07-13_InspectionResults.pdf"
18042862;29344;"05/19/20";"Program Inspection";"018042862_2020-05-19_InspectionForm.pdf";"018042862_2020-05-19_InspectionResults.pdf"
18042862;29344;"08/21/19";"Compliance Monitoring";;"018042862_2019-08-21_InspectionResults.pdf"
18042862;29344;"08/07/19";"Complaint Inspection";;"018042862_2019-08-07_InspectionResults.pdf"
18042862;29344;"06/27/19";"Facility Safety Inspection";"018042862_2019-06-27_InspectionForm.pdf";"018042862_2019-06-27_InspectionResults.pdf"
18042862;29344;"04/30/19";"Complaint Inspection";;"018042862_2019-04-30_InspectionResults.pdf"
18042862;29344;"04/17/19";"Program Inspection";"018042862_2019-04-17_InspectionForm.pdf";"018042862_2019-04-17_InspectionResults.pdf"
18042862;29344;"06/27/18";"Facility Safety Inspection";"018042862_2018-06-27_InspectionForm.pdf";"018042862_2018-06-27_InspectionResults.pdf"
18042978;29373;"09/27/19";"Program Inspection";"018042978_2019-09-27_InspectionForm.pdf";"018042978_2019-09-27_InspectionResults.pdf"
10604618;18041;"07/08/20";"Program Inspection";"010604618_2020-07-08_InspectionForm.pdf";"010604618_2020-07-08_InspectionResults.pdf"
10604618;18041;"05/22/19";"Program Inspection";"010604618_2019-05-22_InspectionForm.pdf";"010604618_2019-05-22_InspectionResults.pdf"
10604618;18041;"07/10/18";"Program Inspection";"010604618_2018-07-10_InspectionForm.pdf";"010604618_2018-07-10_InspectionResults.pdf"
10604845;21979;"09/28/20";"Program Inspection";"010604845_2020-09-28_InspectionForm.pdf";"010604845_2020-09-28_InspectionResults.pdf"
10604845;21979;"09/17/19";"Program Inspection";"010604845_2019-09-17_InspectionForm.pdf";"010604845_2019-09-17_InspectionResults.pdf"
10604845;21979;"08/09/18";"Program Inspection";"010604845_2018-08-09_InspectionForm.pdf";"010604845_2018-08-09_InspectionResults.pdf"
18042555;30790;"01/22/20";"Program Inspection";"018042555_2020-01-22_InspectionForm.pdf";"018042555_2020-01-22_InspectionResults.pdf"
18042555;30790;"08/19/19";"Program Inspection";"018042555_2019-08-19_InspectionForm.pdf";"018042555_2019-08-19_InspectionResults.pdf"
18042555;30790;"06/24/19";"Facility Safety Inspection";"018042555_2019-06-24_InspectionForm.pdf";"018042555_2019-06-24_InspectionResults.pdf"
18042555;30790;"10/02/18";"Program Inspection";"018042555_2018-10-02_InspectionForm.pdf";"018042555_2018-10-02_InspectionResults.pdf"
18042555;30790;"06/26/18";"Facility Safety Inspection";"018042555_2018-06-26_InspectionForm.pdf";"018042555_2018-06-26_InspectionResults.pdf"
18042093;29293;"07/16/20";"Facility Safety Inspection";"018042093_2020-07-16_InspectionForm.pdf";"018042093_2020-07-16_InspectionResults.pdf"
18042093;29293;"02/18/20";"Program Inspection";"018042093_2020-02-18_InspectionForm.pdf";"018042093_2020-02-18_InspectionResults.pdf"
18042093;29293;"10/02/19";"Program Inspection";"018042093_2019-10-02_InspectionForm.pdf";"018042093_2019-10-02_InspectionResults.pdf"
18042093;29293;"06/20/19";"Facility Safety Inspection";"018042093_2019-06-20_InspectionForm.pdf";"018042093_2019-06-20_InspectionResults.pdf"
18042093;29293;"10/10/18";"Program Inspection";"018042093_2018-10-10_InspectionForm.pdf";"018042093_2018-10-10_InspectionResults.pdf"
18042093;29293;"06/21/18";"Facility Safety Inspection";"018042093_2018-06-21_InspectionForm.pdf";"018042093_2018-06-21_InspectionResults.pdf"
18042215;28913;"03/04/20";"Program Inspection";"018042215_2020-03-04_InspectionForm.pdf";"018042215_2020-03-04_InspectionResults.pdf"
18042215;28913;"01/09/20";"Facility Safety Inspection";"018042215_2020-01-09_InspectionForm.pdf";"018042215_2020-01-09_InspectionResults.pdf"
18042215;28913;"08/05/19";"Program Inspection";"018042215_2019-08-05_InspectionForm.pdf";"018042215_2019-08-05_InspectionResults.pdf"
18042215;28913;"06/18/19";"Facility Safety Inspection";"018042215_2019-06-18_InspectionForm.pdf";"018042215_2019-06-18_InspectionResults.pdf"
18042215;28913;"11/20/18";"Program Inspection";"018042215_2018-11-20_InspectionForm.pdf";"018042215_2018-11-20_InspectionResults.pdf"
18042215;28913;"06/14/18";"Facility Safety Inspection";"018042215_2018-06-14_InspectionForm.pdf";"018042215_2018-06-14_InspectionResults.pdf"
18041885;30660;"07/14/20";"Facility Safety Inspection";"018041885_2020-07-14_InspectionForm.pdf";"018041885_2020-07-14_InspectionResults.pdf"
18041885;30660;"04/17/20";"Complaint Inspection";;"018041885_2020-04-17_InspectionResults.pdf"
18041885;30660;"03/05/20";"Program Inspection";"018041885_2020-03-05_InspectionForm.pdf";"018041885_2020-03-05_InspectionResults.pdf"
18041885;30660;"07/08/19";"Facility Safety Inspection";"018041885_2019-07-08_InspectionForm.pdf";"018041885_2019-07-08_InspectionResults.pdf"
18041885;30660;"01/16/19";"Program Inspection";"018041885_2019-01-16_InspectionForm.pdf";"018041885_2019-01-16_InspectionResults.pdf"
18041885;30660;"06/28/18";"Facility Safety Inspection";"018041885_2018-06-28_InspectionForm.pdf";"018041885_2018-06-28_InspectionResults.pdf"
18041885;30660;"02/27/18";"Program Inspection";"018041885_2018-02-27_InspectionForm.pdf";"018041885_2018-02-27_InspectionResults.pdf"
18042468;30670;"07/14/20";"Facility Safety Inspection";"018042468_2020-07-14_InspectionForm.pdf";"018042468_2020-07-14_InspectionResults.pdf"
18042468;30670;"03/05/20";"Program Inspection";"018042468_2020-03-05_InspectionForm.pdf";"018042468_2020-03-05_InspectionResults.pdf"
18042468;30670;"08/19/19";"Facility Safety Inspection";"018042468_2019-08-19_InspectionForm.pdf";"018042468_2019-08-19_InspectionResults.pdf"
18042468;30670;"01/16/19";"Program Inspection";"018042468_2019-01-16_InspectionForm.pdf";"018042468_2019-01-16_InspectionResults.pdf"
18042468;30670;"06/28/18";"Facility Safety Inspection";"018042468_2018-06-28_InspectionForm.pdf";"018042468_2018-06-28_InspectionResults.pdf"
18042468;30670;"02/27/18";"Program Inspection";"018042468_2018-02-27_InspectionForm.pdf";"018042468_2018-02-27_InspectionResults.pdf"
18042586;22636;"11/04/20";"Program Inspection";"018042586_2020-11-04_InspectionForm.pdf";"018042586_2020-11-04_InspectionResults.pdf"
18042586;22636;"10/15/19";"Program Inspection";"018042586_2019-10-15_InspectionForm.pdf";"018042586_2019-10-15_InspectionResults.pdf"
18042586;22636;"12/04/18";"Program Inspection";"018042586_2018-12-04_InspectionForm.pdf";"018042586_2018-12-04_InspectionResults.pdf"
18042366;31288;"09/28/20";"Program Inspection";"018042366_2020-09-28_InspectionForm.pdf";"018042366_2020-09-28_InspectionResults.pdf"
18042366;31288;"08/29/19";"Program Inspection";"018042366_2019-08-29_InspectionForm.pdf";"018042366_2019-08-29_InspectionResults.pdf"
18042366;31288;"09/26/18";"Program Inspection";"018042366_2018-09-26_InspectionForm.pdf";"018042366_2018-09-26_InspectionResults.pdf"
18039999;29278;"06/15/20";"Facility Safety Inspection";"018039999_2020-06-15_InspectionForm.pdf";"018039999_2020-06-15_InspectionResults.pdf"
18039999;29278;"01/13/20";"Program Inspection";"018039999_2020-01-13_InspectionForm.pdf";"018039999_2020-01-13_InspectionResults.pdf"
18039999;29278;"06/10/19";"Program Inspection";"018039999_2019-06-10_InspectionForm.pdf";"018039999_2019-06-10_InspectionResults.pdf"
18039999;29278;"04/15/19";"Facility Safety Inspection";"018039999_2019-04-15_InspectionForm.pdf";"018039999_2019-04-15_InspectionResults.pdf"
18039999;29278;"06/20/18";"Program Inspection";"018039999_2018-06-20_InspectionForm.pdf";"018039999_2018-06-20_InspectionResults.pdf"
18039999;29278;"05/21/18";"Facility Safety Inspection";"018039999_2018-05-21_InspectionForm.pdf";"018039999_2018-05-21_InspectionResults.pdf"
18038755;29689;"07/13/20";"Program Inspection";"018038755_2020-07-13_InspectionForm.pdf";"018038755_2020-07-13_InspectionResults.pdf"
18038755;29689;"01/22/20";"Facility Safety Inspection";"018038755_2020-01-22_InspectionForm.pdf";"018038755_2020-01-22_InspectionResults.pdf"
18038755;29689;"04/16/19";"Program Inspection";"018038755_2019-04-16_InspectionForm.pdf";"018038755_2019-04-16_InspectionResults.pdf"
18038755;29689;"01/14/19";"Facility Safety Inspection";"018038755_2019-01-14_InspectionForm.pdf";"018038755_2019-01-14_InspectionResults.pdf"
18038755;29689;"11/13/18";"Program Inspection";"018038755_2018-11-13_InspectionForm.pdf";"018038755_2018-11-13_InspectionResults.pdf"
18042976;29371;"08/13/19";"Program Inspection";"018042976_2019-08-13_InspectionForm.pdf";"018042976_2019-08-13_InspectionResults.pdf"
11515392;29513;"11/09/20";"Program Inspection";"011515392_2020-11-09_InspectionForm.pdf";"011515392_2020-11-09_InspectionResults.pdf"
11515392;29513;"05/23/19";"Program Inspection";"011515392_2019-05-23_InspectionForm.pdf";"011515392_2019-05-23_InspectionResults.pdf"
11515392;29513;"06/26/18";"Program Inspection";"011515392_2018-06-26_InspectionForm.pdf";"011515392_2018-06-26_InspectionResults.pdf"
18042753;16075;"07/30/19";"Program Inspection";"018042753_2019-07-30_InspectionForm.pdf";"018042753_2019-07-30_InspectionResults.pdf"
18029478;29880;"11/03/20";"Program Inspection";"018029478_2020-11-03_InspectionForm.pdf";"018029478_2020-11-03_InspectionResults.pdf"
18029478;29880;"04/01/19";"Program Inspection";"018029478_2019-04-01_InspectionForm.pdf";"018029478_2019-04-01_InspectionResults.pdf"
18042644;29336;"07/08/20";"Program Inspection";"018042644_2020-07-08_InspectionForm.pdf";"018042644_2020-07-08_InspectionResults.pdf"
18042644;29336;"01/04/19";"Program Inspection";"018042644_2019-01-04_InspectionForm.pdf";"018042644_2019-01-04_InspectionResults.pdf"
18042644;29336;"08/16/18";"Program Inspection";"018042644_2018-08-16_InspectionForm.pdf";"018042644_2018-08-16_InspectionResults.pdf"
18042254;26870;"01/14/20";"Program Inspection";"018042254_2020-01-14_InspectionForm.pdf";"018042254_2020-01-14_InspectionResults.pdf"
18042254;26870;"05/16/19";"Program Inspection";"018042254_2019-05-16_InspectionForm.pdf";"018042254_2019-05-16_InspectionResults.pdf"
18042254;26870;"08/09/18";"Program Inspection";"018042254_2018-08-09_InspectionForm.pdf";"018042254_2018-08-09_InspectionResults.pdf"
18042391;30558;"06/09/20";"Program Inspection";"018042391_2020-06-09_InspectionForm.pdf";"018042391_2020-06-09_InspectionResults.pdf"
18042391;30558;"06/09/20";"Complaint Inspection";;"018042391_2020-06-09_InspectionResults.pdf"
18042391;30558;"01/23/20";"Facility Safety Inspection";"018042391_2020-01-23_InspectionForm.pdf";"018042391_2020-01-23_InspectionResults.pdf"
18042391;30558;"12/11/19";"Complaint Inspection";;"018042391_2019-12-11_InspectionResults.pdf"
18042391;30558;"01/11/19";"Facility Safety Inspection";"018042391_2019-01-11_InspectionForm.pdf";"018042391_2019-01-11_InspectionResults.pdf"
18042391;30558;"08/30/18";"Program Inspection";"018042391_2018-08-30_InspectionForm.pdf";"018042391_2018-08-30_InspectionResults.pdf"
18042391;30558;"08/29/18";"Facility Safety Inspection";"018042391_2018-08-29_InspectionForm.pdf";"018042391_2018-08-29_InspectionResults.pdf"
18042543;30172;"09/08/20";"Program Inspection";"018042543_2020-09-08_InspectionForm.pdf";"018042543_2020-09-08_InspectionResults.pdf"
