"rundate";"subtype";"ZIP";"LEGALNAME";"ADDRESS";"LICENSE";"LICENSE_EFFECTIVE";"LICENSE_EXPIRATION";"CITY";"COUNTY";"TELEPHONE";"FAXPHONE";"CAPACITY";"FACID";"N_LON";"N_LAT";"N_MCODE";"N_LCODE";"N_BLOCK";"FACTYPE";"state";"INFANT";"ONES";"TWOS";"THREE_TO_FIVE";"SCHOOL_AGE";"EMAIL"
12/1/2020;"CHILD CARE CENTER";"85364";"Y KIDZ - GARY KNOX";"2926 SOUTH 21ST DRIVE";"CDC-11707";2/1/2020;1/31/2023;"YUMA";"YUMA";"(928)317-0522";"(928)726-5476";59;"CDC11707";-114.657613;32.689803;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"edith.benavides@vosymca.org"
12/1/2020;"CHILD CARE CENTER";"85395";"Y KIDZ - SOUTHWEST VALLEY Y M C A";"2919 NORTH LITCHFIELD ROAD";"CDC-12001";5/1/2018;4/30/2021;"GOODYEAR";"MARICOPA";"(623)935-5193";"(623)536-0593";43;"CDC12001";-112.358236;33.477694;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"dcasem@yosymca.org"
12/1/2020;"CHILD CARE CENTER";"85705";"Y.E.S. - CENTENNIAL";"2200 WEST WETMORE ROAD";"CDC-3234";2/1/2018;1/31/2021;"TUCSON";"PIMA";"(520)293-8210";"(520)888-7962";59;"CDC3234";-111.01423;32.287219;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"martha@fwepinc.com"
12/1/2020;"CHILD CARE CENTER";"85741";"Y.E.S. - HENDRICKS";"3400 WEST ORANGE GROVE RD";"CDC-6282";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)531-0953";"(520)888-7962";80;"CDC6282";-111.037361;32.323359;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"martha@fwepinc.com"
12/1/2020;"CHILD CARE CENTER";"85705";"Y.E.S. - HOMER DAVIS - YOUTH ENRICHMENT SERVICES";"4250 NORTH ROMERO ROAD";"CDC-1708";9/1/2020;8/31/2023;"TUCSON";"PIMA";"(520)330-6022";"(   )   -";59;"CDC1708";-111.003264;32.284537;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"martha@fwepinc.com"
12/1/2020;"CHILD CARE CENTER";"85741";"Y.E.S. - RICHARDSON - YOUTH ENRICHMENT SERVICES";"6901 NORTH CAMINO DE LA TIERRA";"CDC-1711";9/1/2020;8/31/2023;"TUCSON";"PIMA";"(520)742-0438";"(520)888-7962";59;"CDC1711";-111.037869;32.331802;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"martha@fwepinc.com"
12/1/2020;"CHILD CARE CENTER";"85324";"Y.M.C.A. - CANON ELEMENTARY";"34630 SOUTH SCHOOL LOOP ROAD";"CDC-18769";3/13/2020;2/28/2023;"BLACK CANYON CITY";"YAVAPAI";"(480)596-9622";"(   )   -";59;"CDC18769";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"Clayton.flesner@vosymca.org"
12/1/2020;"CHILD CARE CENTER";"85706";"Y.M.C.A. - MULCAHY CITY";"5085 SOUTH NOGALES HWY";"CDC-3120";5/1/2020;4/30/2023;"TUCSON";"PIMA";"(520)294-1449";"(520)294-1586";279;"CDC3120";-110.96699;32.160069;;;;"C11";"AZ";"N/A";"29";"N/A";"N/A";"LICENSED";"brittneyt@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85710";"Y.M.C.A. - OTT/ Y KIDS";"401 SOUTH PRUDENCE";"CDC-3860";5/1/2019;4/30/2022;"TUCSON";"PIMA";"(520)885-2317";"(602)252-4469";145;"CDC3860";-110.832224;32.214458;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"oliviag@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85715";"Y.M.C.A. - SACC - FRUCHTHENDLER";"7470 EAST CLOUD ROAD";"CDC-4705";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)795-9725";"(602)252-4469";105;"CDC4705";-110.833021;32.268855;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"herreras@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85705";"Y.M.C.A. - SACC - JACOBS CITY";"1010 WEST LIND";"CDC-3956";11/1/2018;10/31/2021;"TUCSON";"PIMA";"(520)888-7716";"(602)252-4469";165;"CDC3956";-110.988427;32.266762;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kendraw@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85712";"Y.M.C.A. - SACC - LIGHTHOUSE";"2900 NORTH COLUMBUS BLVD";"CDC-3421";3/1/2018;2/28/2021;"TUCSON";"PIMA";"(520)795-9725";"(602)252-4469";225;"CDC3421";-110.900887;32.25984;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"oliviag@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85710";"Y.M.C.A. - WHEELER ELEMENTARY";"1818 SOUTH AVE DEL SOL";"CDC-1834";5/1/2018;4/30/2021;"TUCSON";"PIMA";"(520)885-2317";"(602)252-4469";59;"CDC1834";-110.849671;32.198949;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"aimeev@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85715";"Y.M.C.A. ACADEMY OF TUCSON ELEMENTARY SCHOOL";"9209 E WRIGHTSTOWN RD";"CDC-15558";9/1/2019;8/31/2022;"TUCSON";"PIMA";"(520)885-2317";"(520)885-6667";59;"CDC15558";-110.795825;32.242824;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"debbies@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85747";"Y.M.C.A. AT DESERT WILLOW SCHOOL";"9400 E ESMOND LOOP";"CDC-13468";7/1/2019;6/30/2022;"TUCSON";"PIMA";"(520)419-1521";"(   )   -";59;"CDC13468";-110.789174;32.111853;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"ErikaH@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85710";"Y.M.C.A. AT KELLOND ELEMENTARY";"6606 EAST LEHIGH DRIVE";"CDC-18547";5/28/2019;4/30/2022;"TUCSON";"PIMA";"(520)885-2317";"(   )   -";105;"CDC18547";;;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"erikah@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85641";"Y.M.C.A. AT OCOTILLO RIDGE";"10170 S WHITE LIGHTNING LANE";"CDC-14492";8/1/2020;7/31/2023;"VAIL";"PIMA";"(520)419-4886";"(   )   -";59;"CDC14492";-110.702175;32.068837;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"oliviag@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85747";"Y.M.C.A. OF METROPOLITAN TUCSON";"9950 EAST REES LOOP";"CDC-14265";7/1/2020;6/30/2023;"TUCSON";"PIMA";"(520)885-2317";"(520)885-6667";105;"CDC14265";-110.778378;32.094506;;;;"C11";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"oliviag@tucsonymca.org"
12/1/2020;"CHILD CARE CENTER";"85283";"YAD B YAD CHILDREN'S CENTER";"5801 SOUTH RURAL ROAD";"CDC-17901";8/1/2020;7/31/2023;"TEMPE";"MARICOPA";"(480)249-4557";"(480)838-2192";153;"CDC17901";;;;;;"C11";"AZ";"16";"12";"LICENSED";"LICENSED";"LICENSED";"tanyastabinsky.yby@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85004";"YELLOW BRICK ROAD PRESCHOOLS";"392 EAST WINDSOR AVENUE";"CDC-14254";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)265-9424";"(602)265-9452";105;"CDC14254";-112.065537;33.478107;;;;"C11";"AZ";"15";"18";"LICENSED";"LICENSED";"LICENSED";"ashok.patel@cox.net"
12/1/2020;"CHILD CARE CENTER";"85390";"YESHUA'S INTERNATIONAL SCHOOL FOR EDUCATION";"160 WEST WICKENBURG WAY";"CDC-18738";3/16/2020;12/31/2022;"WICKENBURG";"MARICOPA";"(602)574-0333";"(   )   -";29;"CDC18738";;;;;;"C11";"AZ";"N/A";"9";"LICENSED";"LICENSED";"LICENSED";"yeshuasinternationalschool@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85938";"YOU ARE MY SUNSHINE DAYCARE INC.";"119 WEST SILVA LANE";"CDC-18692";10/14/2019;9/30/2022;"SPRINGERVILLE";"APACHE";"(928)551-2084";"(   )   -";59;"CDC18692";;;;;;"C11";"AZ";"N/A";"8";"LICENSED";"LICENSED";"LICENSED";"youaremysunshinedaycare2017@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85710";"YOUNG EXPLORERS SCHOOL";"1201 SOUTH AVENIDA SIRIO";"CDC-18300";7/2/2018;6/30/2021;"TUCSON";"PIMA";"(520)747-1816";"(520)885-5526";81;"CDC18300";;;;;;"C11";"AZ";"10";"20";"LICENSED";"LICENSED";"LICENSED";"tdiverde@gmail.com"
12/1/2020;"CHILD CARE CENTER";"85028";"YOUNG MIND COMMUNITY CENTER";" 3202 EAST MOUNTAIN VIEW ROAD";"CDC-18291";10/15/2018;9/30/2021;"PHOENIX";"MARICOPA";"(602)237-6653";"(602)957-3600";59;"CDC18291";;;;;;"C11";"AZ";"N/A";"14";"LICENSED";"LICENSED";"LICENSED";"office@youngmindcenter.org"
12/1/2020;"CHILD CARE CENTER";"86426";"YOUNG SCHOLAR'S ACADEMY";"1501 EAST VALENCIA";"CDC-8000";12/1/2019;11/30/2022;"BULLHEAD CITY";"MOHAVE";"(928)704-1100";"(928)704-1177";31;"CDC8000";-114.596027;35.033498;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"ysacs@ctaz.com"
12/1/2020;"CHILD CARE CENTER";"85365";"YUMA LUTHERAN SCHOOL";"2555 ENGLER AVENUE";"CDC-1514";9/1/2018;8/31/2021;"YUMA";"YUMA";"(928)726-8410";"(   )   -";59;"CDC1514";-114.594285;32.680967;;;;"C11";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"shinojosa@yumalutheranschool.org"
12/1/2020;"CHILD CARE CENTER";"85364";"YUMA PRESCHOOL";"870 WEST 32ND STREET";"CDC-3223";8/1/2020;7/31/2023;"YUMA";"YUMA";"(928)344-0670";"(   )   -";85;"CDC3223";-114.630864;32.669549;;;;"C11";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"yumapreschool@gmail.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85625";"A.C.E.S.D.#53 - SHEPARDS COTTAGE";"6460 E HWY 181";"CDC-13766";3/1/2020;2/28/2023;"PEARCE";"COCHISE";"(520)824-3340";"(520)824-0505";10;"CDC13766";-109.599868;31.876039;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"WranglerZZZ@hotmail.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85338";"A.E.S.D.#44 -  CENTERRA MIRAGE SCHOOL";"15151 WEST CENTERRA DRIVE SOUTH";"CDC-16302";6/3/2018;7/31/2021;"GOODYEAR";"MARICOPA";"(623)772-4800";"(623)772-4851";209;"CDC16302";-112.385455;33.441983;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";" jschoet@avondale.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85338";"A.E.S.D.#44 -  COPPER TRAILS SCHOOL";"16875 WEST CANYON TRAILS BLVD";"CDC-16300";7/1/2018;6/30/2021;"GOODYEAR";"MARICOPA";"(623)772-4158";"(623)772-4120";305;"CDC16300";-112.421326;33.443319;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"kdyrhaug@chooseAESD.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85338";"A.E.S.D.#44 -  DESERT STAR SCHOOL";"2131 SOUTH 157TH AVENUE";"CDC-16301";7/1/2018;6/30/2021;"GOODYEAR";"MARICOPA";"(623)772-4620";"(623)772-4620";225;"CDC16301";-112.397385;33.428555;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";" jschoet@avondale.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85338";"A.E.S.D.#44 -  DESERT THUNDER SCHOOL";"16750 WEST GARFIELD STREET";"CDC-16303";7/1/2018;6/30/2021;"GOODYEAR";"MARICOPA";"(623)772-4700";"(623)772-4720";116;"CDC16303";-112.419619;33.455843;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"jschoet@avondale.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85338";"A.E.S.D.#44 -  WILDFLOWER SCHOOL";"325 SOUTH WILDFLOWER DRIVE";"CDC-16304";7/1/2018;6/30/2021;"GOODYEAR";"MARICOPA";"(480)729-4142";"(623)772-5220";185;"CDC16304";-112.407555;33.444307;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";" jschoet@avondale.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85320";"A.E.S.D.#63 - AGUILA ELEMENTARY SCHOOL";"50023 NORTH 514TH AVENUE";"CDC-15982";11/1/2020;10/31/2023;"AGUILA";"MARICOPA";"(928)685-2222";"(928)685-2433";20;"CDC15982";-113.174261;33.938674;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"awannemacher@aguilaschool.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85015";"A.E.S.D.#68 - ALHAMBRA HEAD START - WESTWOOD";"4711 NORTH 23RD AVENUE";"CDC-6172";10/1/2020;9/30/2023;"PHOENIX";"MARICOPA";"(602)336-2042";"(623)849-1944";65;"CDC6172";-112.108219;33.506186;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"margaritarodriguez@alhambraesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85031";"A.E.S.D.#68 - ALHAMBRA PRESCHOOL ACADEMY";"4730 WEST CAMPBELL AVENUE";"CDC-18586";7/26/2019;6/30/2022;"PHOENIX";"MARICOPA";"(602)246-5155";"(   )   -";245;"CDC18586";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"margaritaherrera@Alhambraesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85017";"A.E.S.D.#68 - ALHAMBRA TRADITIONAL SCHOOL";"5725 NORTH 27TH AVENUE";"CDC-18360";8/6/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)484-8816";"(602)484-8952";210;"CDC18360";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"julianagonzales@alhambraaesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85017";"A.E.S.D.#68 - CORDOVA MIDDLE SCHOOL";"5631 NORTH 35TH AVENUE";"CDC-17677";9/1/2019;8/31/2022;"PHOENIX";"MARICOPA";"(602)841-0704";"(602)973-8416";52;"CDC17677";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"Koleenriggs@alhambraesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85017";"A.E.S.D.#68 - HEAD START - GRANADA PRIMARY SCHOOL";"3232 WEST CAMPBELL AVENUE";"CDC-14314";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)246-5155";"(623)389-1944";59;"CDC14314";-112.128501;33.502333;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"patriciarobles@alhambraesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85019";"A.E.S.D.#68 - HEAD START - SEVILLA PRIMARY SCHOOL";"3801 WEST MISSOURI AVENUE";"CDC-14313";8/1/2020;7/31/2023;"PHOENIX";"MARICOPA";"(602)242-0281";"(623)849-1944";59;"CDC14313";-112.141123;33.516574;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"margaritahererra@alhambraesd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85120";"A.J.U.S.D.#43 - THE EARLY LEARNING CENTER DAYCARE";"2805 SOUTH IRONWOOD DRIVE";"CDC-12361";4/1/2018;3/31/2021;"APACHE JUNCTION";"PINAL";"(480)982-1110";"(480)982-1274";249;"CDC12361";-111.563211;33.389311;;;;"C51";"AZ";"9";"15";"LICENSED";"LICENSED";"N/A";"mperalta@goaj.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85704";"A.U.S.D.#10 - CANYON DEL ORO EARLY CHILDHOOD CENTER";"25 WEST CALLE CONCORDIA";"CDC-9983";8/1/2020;7/31/2023;"TUCSON";"PIMA";"(520)696-5649";"(520)696-5590";25;"CDC9983";-110.970335;32.373483;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"N/A";"jatteberry@amphi.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85755";"A.U.S.D.#10 - IMAGINE PRESCHOOL AT INNOVATION ACADEMY";"825 WEST DESERT FAIRWAYS";"CDC-17985";8/1/2020;7/31/2023;"ORO VALLEY";"PIMA";"(520)269-4638";"(520)269-4620";25;"CDC17985";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"rlewis@amphi.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85755";"A.U.S.D.#10 - IMAGINE PRESCHOOL AT PAINTED SKY ELEMENTARY";"12620 NORTH WOODBURNE AVENUE";"CDC-18296";8/7/2018;7/31/2021;"ORO VALLEY";"PIMA";"(520)696-3800";"(   )   -";45;"CDC18296";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"RLOPEZ@AMPHI.COM"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85321";"A.U.S.D.#15 - AJO ELEMENTARY";"111 NORTH WELL ROAD";"CDC-15998";11/1/2020;10/31/2023;"AJO";"PIMA";"(520)387-5618";"(520)387-6545";20;"CDC15998";-112.85898;32.373367;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"bdooley@tabletoptelephone.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85736";"A.V.S.D.#51 - ROBLES ELEMENTARY PRESCHOOL";"10105 SOUTH SASABE RD";"CDC-15694";4/1/2020;3/31/2023;"TUCSON";"PIMA";"(520)822-9418";"(   )   -";59;"CDC15694";-111.317511;32.066644;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"lconner@avsd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85641";"ACACIA EARLY CHILDHOOD AND SCHOOL AGE ENRICHMENT PROGRAM";"12955 EAST COLOSSAL CAVE";"CDC-6485";3/1/2018;2/28/2021;"VAIL";"PIMA";"(520)879-2268";"(   )   -";134;"CDC6485";-110.716271;32.041327;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kubiakl@vailschooldistrict.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86429";"B.C.E.S.D.#15 - BULLHEAD CITY ELEMENTARY PRESCHOOL - SUNRISE";"2645 LANDON DRIVE";"CDC-17365";8/1/2018;7/31/2021;"BULLHEAD CITY";"MOHAVE";"(928)754-1815";"(928)754-1820";20;"CDC17365";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"aburroughs@bullheadschools.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86442";"B.C.E.S.D.#15 - BULLHEAD CITY ELEMENTARY PRESCHOOL-DIAMONDBACK";"2550 TESOTA WAY";"CDC-16784";10/1/2019;9/30/2022;"BULLHEAD CITY";"MOHAVE";"(928)758-6858";"(928)758-5202";23;"CDC16784";-114.562709;35.093087;"S80";"AS0";"040159515022000";"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"aburroughs@bullheadschools.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86442";"B.C.E.S.D.#15 - BULLHEAD ELEMENTARY PRESCHOOL";"1820 LAKESIDE DRIVE";"CDC-15954";7/1/2020;6/30/2023;"BULLHEAD CITY";"MOHAVE";"(928)758-4909";"(928)758-8670";85;"CDC15954";-114.612711;35.106218;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"aburroughs@bullheadschools.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86335";"B.C.E.S.D.#26 - BEAVER CREEK DEVELOPMENTAL PRESCHOOL & SCHOOL AGE DAYCARE";"4810 EAST BEAVER CREEK ROAD";"CDC-14751";5/1/2018;4/30/2021;"RIMROCK";"YAVAPAI";"(928)567-4631";"(928)567-5347";59;"CDC14751";-111.766469;34.653744;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"kward@bcs.k12.az.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85325";"B.E.S.D.#26 - BOUSE ELEMENTARY SCHOOL";"44936 JOSHUA DRIVE";"CDC-16091";3/1/2018;2/28/2021;"BOUSE";"LA PAZ";"(928)851-2213";"(928)851-2986";10;"CDC16091";-113.99406;33.91331;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"rmcclenning@rocketmail.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85008";"B.E.S.D.#31 - ORANGEDALE EARLY LEARNING CENTER";"5048 EAST OAK STREET";"CDC-14937";6/1/2018;5/31/2021;"PHOENIX";"MARICOPA";"(602)629-6821";"(602)628-6815";145;"CDC14937";-111.971602;33.472974;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"kowen-jones@balsz.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85326";"B.E.S.D.#33 - BUCKEYE ELEMENTARY - PRESCHOOL AT JASINSKI";"4280 SOUTH 246TH AVENUE";"CDC-18030";8/1/2020;7/31/2023;"BUCKEYE";"MARICOPA";"(623)925-3921";"(   )   -";85;"CDC18030";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"EBoettcher@besd33.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85326";"B.E.S.D.#33 - BUCKEYE ELEMENTARY SCHOOL DISTRICT PRESCHOOL";"640 WEST CENTRE AVENUE";"CDC-15514";9/1/2019;8/31/2022;"BUCKEYE";"MARICOPA";"(623)925-3333";"(623)386-6219";275;"CDC15514";-112.582946;33.367013;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"eboettcher@bwsd33.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85326";"B.U.H.S.D.#201 - YOUNGKER HIGH SCHOOL COOP CHILDCARE CENTER";"3000 SOUTH APACHE ROAD";"CDC-15919";7/1/2020;6/30/2023;"BUCKEYE";"MARICOPA";"(623)474-0255";"(623)474-0200";59;"CDC15919";-112.573794;33.431815;;;;"C51";"AZ";"5";"16";"LICENSED";"LICENSED";"LICENSED";"cassie.kinney@hotmail.com"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86321";"B.U.S.D.#20 - BAGDAD SPECIAL NEEDS PRESCHOOL";"200 SULTAN WAY";"CDC-18581";7/12/2019;6/30/2022;"BAGDAD";"YAVAPAI";"(928)633-4101";"(928)633-2541";25;"CDC18581";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"haenflerr@bagdadschools.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85602";"B.U.S.D.#9 - BOBCAT CITIZEN PRESCHOOL";"200 WEST UNION STREET";"CDC-17759";10/1/2019;9/30/2022;"BENSON";"COCHISE";"(520)720-6750";"(520)720-6708";59;"CDC17759";;;;;;"C51";"AZ";"N/A";"N/A";"LICENSED";"LICENSED";"LICENSED";"jjansson@bensonusd.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"86021";"C.C.U.S.D.#14 - COTTONWOOD PRESCHOOL";"55 NORTH CARLING STREET";"CDC-18687";3/16/2020;10/31/2022;"COLORADO CITY";"MOHAVE";"(928)875-9060";"(928)875-9055";129;"CDC18687";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"N/A";"michelle@ccschools.us"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85262";"C.C.U.S.D.#93 - BLACK MOUNTAIN ELEMENTARY SCHOOL";"33606 NORTH 60TH STREET";"CDC-12761";8/1/2018;7/31/2021;"SCOTTSDALE";"MARICOPA";"(480)575-2039";"(480)575-2076";125;"CDC12761";-111.95222;33.791578;;;;"C51";"AZ";"N/A";"N/A";"N/A";"N/A";"LICENSED";"eking@ccusd93.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85262";"C.C.U.S.D.#93 - DESERT SUN ACADEMY";"27880 NORTH 64TH STREET";"CDC-18361";8/1/2018;7/31/2021;"SCOTTSDALE";"MARICOPA";"(480)575-2900";"(480)502-2364";65;"CDC18361";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"arlehr@ccusd93.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85327";"C.C.U.S.D.#93 - DESERT SUN ELEMENTARY SCHOOL";"27880 NORTH 64TH STREET";"CDC-8430";1/1/2018;12/31/2020;"CAVE CREEK";"MARICOPA";"(480)575-2414";"(   )   -";85;"CDC8430";-111.944082;33.737716;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"tking@ccusd93.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85331";"C.C.U.S.D.#93 - DESERT WILLOW ELEMENTARY";"4322 EAST DESERT WILLOW PKWY";"CDC-8429";9/1/2020;8/31/2023;"CAVE CREEK";"MARICOPA";"(480)575-2000";"(480)579-7265";348;"CDC8429";-111.988113;33.768476;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"tking@ccusdaz.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85085";"C.C.U.S.D.#93 - HORSESHOE TRAILS ELEMENTARY";"5405 EAST PINNACLE VISTA DR";"CDC-12003";10/1/2020;9/30/2023;"PHOENIX";"MARICOPA";"(480)272-8500";"(480)907-6643";205;"CDC12003";-111.957705;33.698591;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"tking@ccusd93.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85331";"C.C.U.S.D.#93 - LONE MOUNTAIN ELEMENTARY SCHOOL";"5250 EAST MONTGOMERY ROAD";"CDC-9954";8/1/2020;7/31/2023;"CAVE CREEK";"MARICOPA";"(480)437-3000";"(480)595-1312";345;"CDC9954";-111.964561;33.763057;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"LICENSED";"tking@ccusd93.org"
12/1/2020;"CHILD CARE PUBLIC SCHOOL";"85008";"C.E.S.D.#14 - GATEWAY SCHOOL";"1100 NORTH 35TH STREET";"CDC-18311";8/1/2018;7/31/2021;"PHOENIX";"MARICOPA";"(602)381-4665";"(602)381-4662";110;"CDC18311";;;;;;"C51";"AZ";"N/A";"N/A";"N/A";"LICENSED";"N/A";"khartsuff@creightonschools.org"
