"FacilityID";"Name";"State";"County";"City";"Zip";"Address";"Phone";"Fax";"Licensee";"License Number";"Facility Type";"FacilityUrl"
"CDC13413";"GARDEN LAKES CHRISTIAN ACADEMY";"AZ";"Maricopa";"AVONDALE";85323;"2517 NORTH 107TH AVENUE";"(623) 936-9147";"(623) 907-4754";"GARDEN LAKES CHRISTIAN ACADEMY, L.L.C.";"CDC-13413";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16074";"IMAGINE AVONDALE ELEMENTARY INC.";"AZ";"Maricopa";"AVONDALE";85323;"950 NORTH ELISEO C FELIX JR WAY";"(623) 344-1730";"(623) 344-1740";"IMAGINE AVONDALE ELEMENTARY INC.";"CDC-16074";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC7516";"L.E.S.D.#65 - LITTLETON ELEMENTARY SCHOOL PRESCHOO";"AZ";"Maricopa";"AVONDALE";85323;"1252 SOUTH AVONDALE BOULEVARD";"(623) 478-5700";"(623) 478-5625";"LITTLETON ELEMENTARY SCHOOL DISTRICT # 65";"CDC-7516";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC12996";"LATTIE COOR HEAD START";"AZ";"Maricopa";"AVONDALE";85323;"220 WEST LA CANADA BOULEVARD";"(602) 287-6199";"(623) 486-9988";"CATHOLIC CHARITIES COMMUNITY SERVICES INC";"CDC-12996";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH18954";"LEE'S DAYCARE";"AZ";"Maricopa";"AVONDALE";85323;"11913 WEST JEFFERSON STREET";"(443) 619-9298";"( ) -";"LEE'S, LLC";"SGH-18954";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18946";"LITTLETON - CATHOLIC CHARITIES COMMUNITY SERVICES";"AZ";"Maricopa";"AVONDALE";85323;"1252 SOUTH AVONDALE BOULEVARD";"(602) 396-0935";"( ) -";"CATHOLIC CHARITIES COMMUNITY SERVICES, INC.";"CDC-18946";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10913";"LOVING CARE DAY CARE CENTER";"AZ";"Maricopa";"AVONDALE";85323;"150 NORTH CENTRAL AVENUE";"(623) 932-5190";"(623) 932-3406";"LOVING CARE DAY CARE CENTER INCORPORATED";"CDC-10913";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC9141";"LOVING CARE DAY CARE I I";"AZ";"Maricopa";"AVONDALE";85323;"300 NORTH CENTRAL AVENUE";"(623) 932-0616";"(623) 932-3406";"LOVING CARE DAY CARE CENTER, INCORPORATED";"CDC-9141";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15117";"MICHAEL ANDERSON HEAD START";"AZ";"Maricopa";"AVONDALE";85323;"45 SOUTH 3RD AVENUE";"(623) 722-5100";"(623) 486-9988";"CATHOLIC CHARITIES COMMUNITY SERVICES INC";"CDC-15117";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14050";"SONSHINE LEARNING CENTER";"AZ";"Maricopa";"BLACK CANYON CITY";85324;"34595 SOUTH PHYLLIS STREET";"(623) 680-2323";"( ) -";"BLACK CANYON COMMUNITY CHURCH";"CDC-14050";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18769";"Y.M.C.A. - CANON ELEMENTARY";"AZ";"Maricopa";"BLACK CANYON CITY";85324;"34630 SOUTH SCHOOL LOOP ROAD";"(928) 487-1135";"( ) -";"VALLEY OF THE SUN YOUNG MEN'S CHRISTIAN ASSOCIATIO";"CDC-18769";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18030";"B.E.S.D.#33 - BUCKEYE ELEMENTARY - PRESCHOOL AT JA";"AZ";"Maricopa";"BUCKEYE";85326;"4280 SOUTH 246TH AVENUE";"(623) 925-3921";"( ) -";"BUCKEYE ELEMENTARY SCHOOL DISTRICT #33";"CDC-18030";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15514";"B.E.S.D.#33 - BUCKEYE ELEMENTARY SCHOOL DISTRICT P";"AZ";"Maricopa";"BUCKEYE";85326;"640 WEST CENTRE AVENUE";"(623) 925-3333";"(623) 386-6219";"BUCKEYE ELEMENTARY SCHOOL DISTRICT #33";"CDC-15514";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15919";"B.U.H.S.D.#201 - YOUNGKER HIGH SCHOOL COOP CHILDC";"AZ";"Maricopa";"BUCKEYE";85326;"3000 SOUTH APACHE ROAD";"(623) 269-1630";"(623) 266-1325";"BUCKEYE UNION HIGH SCHOOL DISTRICT # 201";"CDC-15919";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC13963";"BUCKEYE ELEMENTARY HEAD START";"AZ";"Maricopa";"BUCKEYE";85326;"405 SOUTH 7TH STREET";"(623) 327-0128";"(623) 486-9988";"CATHOLIC CHARITIES COMMUNITY SERVICES, INC.";"CDC-13963";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC1955";"BUCKEYE HEAD START";"AZ";"Maricopa";"BUCKEYE";85326;"113 EAST CENTRE AVENUE";"(623) 386-2105";"(623) 486-9988";"CATHOLIC CHARITIES COMMUNITY SERVICES, INC.";"CDC-1955";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC1407";"CHILD ENRICHMENT CENTER";"AZ";"Maricopa";"BUCKEYE";85326;"405 NORTH 3RD STREET";"(623) 386-5820";"( ) -";"FIRST SOUTHERN BAPTIST CHURCH OF BUCKEYE, INC.";"CDC-1407";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC12918";"CITY OF BUCKEYE - BALES ELEMENTARY";"AZ";"Maricopa";"BUCKEYE";85326;"24500 WEST MARICOPA";"(623) 349-6350";"(623) 349-6356";"CITY OF BUCKEYE";"CDC-12918";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15085";"CITY OF BUCKEYE - INCA ELEMENTARY";"AZ";"Maricopa";"BUCKEYE";85326;"23601 WEST DURANGO STREET";"(623) 349-6350";"(623) 349-6356";"CITY OF BUCKEYE";"CDC-15085";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC13505";"CITY OF BUCKEYE - JASINSKI ELEMENTARY";"AZ";"Maricopa";"BUCKEYE";85326;"4280 SOUTH 246TH AVE";"(623) 349-6350";"(623) 349-6356";"TOWN OF BUCKEYE";"CDC-13505";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19113";"CITY OF BUCKEYE - JOHN S. MCCAIN III ELEMENTARY SC";"AZ";"Maricopa";"BUCKEYE";85326;"3170 SOUTH 247TH AVENUE";"(623) 349-6350";"(623) 349-6355";"CITY OF BUCKEYE";"CDC-19113";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18015";"CITY OF BUCKEYE - MARIONNEAUX ELEMENTARY";"AZ";"Maricopa";"BUCKEYE";85326;"24155 WEST ROESER";"(623) 349-6350";"( ) -";"CITY OF BUCKEYE";"CDC-18015";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC12651";"CITY OF BUCKEYE - SUNDANCE ELEMENTARY";"AZ";"Maricopa";"BUCKEYE";85326;"23800 WEST HADLEY ROAD";"(623) 349-6350";"(623) 349-6356";"CITY OF BUCKEYE";"CDC-12651";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19036";"CITY OF BUCKEYE WESTPARK ELEMENTARY";"AZ";"Maricopa";"BUCKEYE";85326;"2700 SOUTH 257TH DRIVE";"(623) 349-6350";"( ) -";"CITY OF BUCKEYE";"CDC-19036";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15153";"DR. SAIDE RECREATION CENTER";"AZ";"Maricopa";"BUCKEYE";85326;"1003 EAST EASON AVENUE";"(623) 349-6350";"(623) 349-6356";"TOWN OF BUCKEYE";"CDC-15153";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16208";"GARDEN CITY CHILD DEVELOPMENT CENTER - BUCKEYE";"AZ";"Maricopa";"BUCKEYE";85326;"406 NORTH 1ST STREET";"(623) 386-2246";"( ) -";"STILLPOINTE EARLY EDUCATION SERVICES L L C";"CDC-16208";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC12373";"GRACE FELLOWSHIP PRESCHOOL & CHILD CARE";"AZ";"Maricopa";"BUCKEYE";85326;"1300 NORTH MILLER ROAD";"(623) 393-8883";"(623) 393-8389";"GRACE FELLOWSHIP CHURCH OF BUCKEYE";"CDC-12373";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19116";"IMAGINE SCHOOLS AT BUCKEYE";"AZ";"Maricopa";"BUCKEYE";85326;"2400 SOUTH 247TH AVENUE";"(623) 250-4570";"(623) 250-4571";"WEST GILBERT CHARTER ELEMENTARY SCHOOL, INC.";"CDC-19116";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH18481";"KELLY RAY";"AZ";"Maricopa";"BUCKEYE";85326;"22653 W MOHAVE STREET";"(480) 886-7136";"( ) -";"KELLY RAY";"SGH-18481";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18669";"L.E.S.D.#25 - FREEDOM ELEMENTARY";"AZ";"Maricopa";"BUCKEYE";85326;"22150 WEST SUNDANCE PARKWAY SOUTH";"(623) 474-6623";"(623) 474-6629";"LIBERTY ELEMENTARY SCHOOL DISTRICT #25";"CDC-18669";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10857";"TENDER CARE CREATIVE CENTER";"AZ";"Maricopa";"BUCKEYE";85326;"705 EAST BASELINE ROAD";"(623) 386-3477";"(623) 386-3477";"J. & G. ROBERTS LLC";"CDC-10857";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18013";"THE ILIAD ACADEMY PRESCHOOL";"AZ";"Maricopa";"BUCKEYE";85326;"20909 WEST YUMA ROAD";"(623) 474-6328";"( ) -";"THE ODYSSEY PREPARATORY ACADEMY, INC";"CDC-18013";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC8430";"C.C.U.S.D.#93 - DESERT SUN ELEMENTARY SCHOOL";"AZ";"Maricopa";"CAVE CREEK";85327;"27880 NORTH 64TH STREET";"(480) 575-2414";"( ) -";"CAVE CREEK UNIFIED SCHOOL DISTRICT #93";"CDC-8430";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC13613";"BEST PALS NEIGHBORHOOD PRESCHOOL";"AZ";"Maricopa";"CAVE CREEK";85331;"30845 NORTH CAVE CREEK ROAD #117";"(480) 342-7170";"(480) 342-7175";"MY NEIGHBORHOOD SCHOOLS, INC.";"CDC-13613";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC8429";"C.C.U.S.D.#93 - DESERT WILLOW ELEMENTARY";"AZ";"Maricopa";"CAVE CREEK";85331;"4322 EAST DESERT WILLOW PKWY";"(480) 575-2000";"(480) 579-7265";"CAVE CREEK UNIFIED SCHOOL DISTRICT #93";"CDC-8429";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC9954";"C.C.U.S.D.#93 - LONE MOUNTAIN ELEMENTARY SCHOOL";"AZ";"Maricopa";"CAVE CREEK";85331;"5250 EAST MONTGOMERY ROAD";"(480) 437-3000";"(480) 595-1312";"CAVE CREEK UNIFIED SCHOOL DISTRICT #93";"CDC-9954";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC7912";"CAVE CREEK MONTESSORI";"AZ";"Maricopa";"CAVE CREEK";85331;"29209 NORTH 56TH STREET";"(480) 563-2929";"(480) 563-2939";"CAVE CREEK MONTESSORI INC.";"CDC-7912";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10875";"DYNAMITE MONTESSORI SCHOOL";"AZ";"Maricopa";"CAVE CREEK";85331;"28807 NORTH 53RD STREET";"(480) 563-5710";"(480) 515-4407";"DYNAMITE MONTESSORI, INC.";"CDC-10875";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18837";"MONTESSORI ROOM";"AZ";"Maricopa";"CAVE CREEK";85331;"7202 EAST CAREFREE DRIVE - BUILDING 2";"(602) 538-3636";"( ) -";"MONTESSORI ROOM LLC";"CDC-18837";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16441";"PRIMROSE SCHOOL AT TATUM";"AZ";"Maricopa";"CAVE CREEK";85331;"4747 EAST DYNAMITE BOULEVARD";"(480) 513-2900";"(480) 513-3304";"LAKE PLEASANT SCHOOL 2 L L C";"CDC-16441";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19195";"QUALITY INTERACTIVE MONTESSORI PRESCHOOL";"AZ";"Maricopa";"CAVE CREEK";85331;"38424 NORTH SPUR CROSS ROAD";"(480) 595-5280";"( ) -";"MILL AVENUE SCHOOL, LLC";"CDC-19195";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19196";"QUALITY INTERACTIVE PRESCHOOL & MONTESSORI";"AZ";"Maricopa";"CAVE CREEK";85331;"33212 NORTH 56TH STREET";"(520) 416-5888";"( ) -";"MILL AVENUE SCHOOL, LLC";"CDC-19196";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17829";"THE GODDARD SCHOOL";"AZ";"Maricopa";"CAVE CREEK";85331;"4060 EAST PEAK VIEW ROAD";"(480) 430-1000";"( ) -";"THOMPSON AND ASSOCIATES L.L.C.";"CDC-17829";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14204";"TUTOR TIME CHILD CARE/ LEARNING CENTERS";"AZ";"Maricopa";"CAVE CREEK";85331;"4710 EAST LONE MOUNTAIN ROAD";"(480) 488-9091";"(602) 241-1039";"TUTOR TIME LEARNING CENTERS, LLC";"CDC-14204";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC3671";"W.A.C.O.G. - EHRENBERG HEAD START";"AZ";"Maricopa";"EHRENBERG";85334;"49241 EHRENBERG POSTON HWY";"(928) 923-9866";"(928) 923-7016";"WESTERN ARIZONA COUNCIL OF GOVERNMENTS (WACOG)";"CDC-3671";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16334";"D.U.S.D.#89 - EL MIRAGE ELEMENTARY";"AZ";"Maricopa";"EL MIRAGE";85335;"13500 NORTH EL MIRAGE ROAD";"(623) 876-7875";"(623) 876-7208";"DYSART UNIFIED SCHOOL DISTRICT, #89";"CDC-16334";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16333";"D.U.S.D.#89 - RIVERVIEW ELEMENTARY";"AZ";"Maricopa";"EL MIRAGE";85335;"12701 NORTH MAIN STREET";"(623) 523-8950";"(623) 523-8961";"DYSART UNIFIED SCHOOL DISTRICT, #89";"CDC-16333";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC12872";"D.U.S.D.#89 - SURPRISE ELEMENTARY";"AZ";"Maricopa";"EL MIRAGE";85335;"12907 WEST GREENWAY ROAD";"(623) 876-7875";"(623) 876-7053";"DYSART UNIFIED SCHOOL DISTRICT, #89";"CDC-12872";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16331";"D.U.S.D.#89 - THOMPSON RANCH ELEMENTARY";"AZ";"Maricopa";"EL MIRAGE";85335;"11800 WEST THOMPSON RANCH ROAD";"(623) 523-8400";"(623) 523-8411";"DYSART UNIFIED SCHOOL DISTRICT, #89";"CDC-16331";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17055";"EL MIRAGE HEAD START";"AZ";"Maricopa";"EL MIRAGE";85335;"13500 NORTH EL MIRAGE ROAD";"(602) 876-7200";"( ) -";"CATHOLIC CHARITIES COMMUNITY SERVICES, INC.";"CDC-17055";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC11335";"LA HACIENDA CHILD CARE CENTER";"AZ";"Maricopa";"EL MIRAGE";85335;"14506 ALTO STREET";"(623) 815-7334";"(623) 815-7334";"HERMALINDA PRADO";"CDC-11335";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC11337";"LITTLE ONES LEARNING CENTER";"AZ";"Maricopa";"EL MIRAGE";85335;"11905 WEST THUNDERBIRD ROAD";"(623) 933-4351";"(623) 583-6433";"LITTLE ONES LEARNING CENTER INC";"CDC-11337";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19007";"NORTHWEST VALLEY YMCA";"AZ";"Maricopa";"EL MIRAGE";85335;"12450 WEST CINNABAR AVENUE";"(602) 688-5335";"( ) -";"VALLEY OF THE SUN Y M C A";"CDC-19007";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC11261";"VALLEY CHILD CARE & LEARNING CENTER";"AZ";"Maricopa";"EL MIRAGE";85335;"14085 NORTH DYSART ROAD";"(623) 486-7600";"(623) 933-3225";"VALLEY CHILD CARE AND LEARNING CENTER 1009, L.L.C.";"CDC-11261";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC12323";"G.B.S.D.#24 - GILA BEND SCHOOL DISTRICT PRESCHOOL";"AZ";"Maricopa";"GILA BEND";85337;"777 NORTH LOGAN";"(928) 683-2225";"( ) -";"GILA BEND SCHOOL DISTRICT #24";"CDC-12323";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16002";"P.E.S.D.#94 - PALOMA PRESCHOOL";"AZ";"Maricopa";"GILA BEND";85337;"38739 W I -8";"(928) 683-2588";"(928) 683-2093";"PALOMA ELEMENTARY SCHOOL DISTRICT";"CDC-16002";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17384";"A GREAT BEGINNING, INC.";"AZ";"Maricopa";"GOODYEAR";85338;"13380 WEST VAN BUREN STREET";"(623) 932-9940";"(623) 882-1172";"A GREAT BEGINNING INC.";"CDC-17384";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16302";"A.E.S.D.#44 - CENTERRA MIRAGE SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"15151 WEST CENTERRA DRIVE SOUTH";"(623) 772-4800";"(623) 772-4851";"AVONDALE ELEMENTARY SCHOOL DISTRICT #44";"CDC-16302";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16300";"A.E.S.D.#44 - COPPER TRAILS SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"16875 WEST CANYON TRAILS BLVD";"(623) 772-4158";"(623) 772-4120";"AVONDALE ELEMENTARY SCHOOL DISTRICT #44";"CDC-16300";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16301";"A.E.S.D.#44 - DESERT STAR SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"2131 SOUTH 157TH AVENUE";"(623) 772-4620";"(623) 772-4620";"AVONDALE ELEMENTARY SCHOOL DISTRICT #44";"CDC-16301";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16303";"A.E.S.D.#44 - DESERT THUNDER SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"16750 WEST GARFIELD STREET";"(623) 772-4700";"(623) 772-4720";"AVONDALE ELEMENTARY SCHOOL DISTRICT #44";"CDC-16303";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16304";"A.E.S.D.#44 - WILDFLOWER SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"325 SOUTH WILDFLOWER DRIVE";"(480) 729-4142";"(623) 772-5220";"AVONDALE ELEMENTARY SCHOOL DISTRICT";"CDC-16304";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH18626";"AGAPE PREPARATORY LEARNING ACADEMY, LLC";"AZ";"Maricopa";"GOODYEAR";85338;"15887 WEST LINDEN STREET";"(623) 235-9865";"( ) -";"AGAPE PREPARATORY LEARNING ACADEMY, LLC";"SGH-18626";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18632";"CREME DE LA CREME - GOODYEAR";"AZ";"Maricopa";"GOODYEAR";85338;"15370 WEST VAN BUREN STREET";"(623) 299-9574";"( ) -";"CDLC GOODYEAR, INC";"CDC-18632";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10999";"ESTRELLA MOUNTAIN PRESCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"10485 SOUTH ESTRELLA PARKWAY";"(623) 476-5578";"(623) 393-0328";"ESTRELLA MOUNTAIN CHURCH";"CDC-10999";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC13164";"KINDERCARE LEARNING CENTER";"AZ";"Maricopa";"GOODYEAR";85338;"15630 WEST VAN BUREN STREET";"(623) 882-0870";"(623) 882-0564";"KUEHG CORP.";"CDC-13164";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17379";"KNIGHT ACADEMY";"AZ";"Maricopa";"GOODYEAR";85338;"560 NORTH ESTRELLA PARKWAY SUITE B15";"(623) 777-9122";"(623) 505-2703";"KNIGHT TUTORING L.L.C.";"CDC-17379";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC11589";"L.E.S.D.#25 - ESTRELLA MOUNTAIN ELEMENTARY SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"10301 SOUTH SAN MIGUEL";"(623) 327-2820";"(623) 474-6669";"LIBERTY ELEMENTARY SCHOOL DISTRICT #25";"CDC-11589";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17285";"L.E.S.D.#25 - LAS BRISAS ACADEMY";"AZ";"Maricopa";"GOODYEAR";85338;"18211 WEST LAS BRISAS DRIVE";"(623) 327-2860";"(623) 474-6629";"LIBERTY ELEMENTARY SCHOOL DISTRICT #25";"CDC-17285";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC11588";"L.E.S.D.#25 - WESTAR ELEMENTARY SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"17777 WEST WESTAR DRIVE";"(623) 696-7370";"(623) 474-6669";"LIBERTY ELEMENTARY SCHOOL DISTRICT #25";"CDC-11588";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15044";"PALM VALLEY MONTESSORI L L C";"AZ";"Maricopa";"GOODYEAR";85338;"629 NORTH SARIVAL AVENUE";"(623) 986-9516";"( ) -";"PALM VALLEY MONTESSORI L.L.C.";"CDC-15044";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15590";"PHOENIX CHILDREN'S ACADEMY PRIVATE PRESCHOOL # 229";"AZ";"Maricopa";"GOODYEAR";85338;"17670 WEST ELLIOT ROAD";"(602) 396-5990";"(602) 396-5991";"CADENCE EDUCATION, INC.";"CDC-15590";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14342";"ST. JOHN VIANNEY CATHOLIC PRESCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"539 LA PASADA BOULEVARD";"(623) 932-2434";"(623) 925-0094";"ST. JOHN VIANNEY ROMAN CATHOLIC PARISH GOODYEAR";"CDC-14342";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17988";"THE LEARNING LAB";"AZ";"Maricopa";"GOODYEAR";85338;"15450 GOODYEAR BLVD NORTH SUITE 135";"(612) 344-4565";"( ) -";"GPS HOLDINGS, INC THE LEARNING LAB (FN)";"CDC-17988";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH16849";"VISION ONE C D C";"AZ";"Maricopa";"GOODYEAR";85338;"15070 WEST FILLMORE STREET";"(623) 882-9445";"( ) -";"VISION ONE CDC, LLC";"SGH-16849";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16981";"WEST VALLEY CHRISTIAN SCHOOL";"AZ";"Maricopa";"GOODYEAR";85338;"16260 WEST VAN BUREN STREET";"(623) 234-2100";"( ) -";"WEST VALLEY CHRISTIAN SCHOOL INC";"CDC-16981";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH17816";"A TEDDY BEARS LEARNING CHILD CARE & PRESCHOOL";"AZ";"Maricopa";"LAVEEN";85339;"4237 WEST MAGDALENA LANE";"(818) 720-5825";"( ) -";"A TEDDY BEAR LEARNING CHILD CARE & PRESCHOOL";"SGH-17816";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
