"id";"name";"address";"city";"state";"phone";"main website";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4"
126459;"MONTESSORI WEST PREPARATORY SCHOOL LLC";"13034 WEST SOLANO DRIVE";"LITCHFIELD PARK";"AZ";"(623)935-2017";"http://www.montessoriwest.com/";"http://www.montessoriwest.com/";;;;"http://www.montessoriwest.com/admission.html";;"n";"n";"y";"y";"n";"n";;;;;
126458;"ALPINE ACADEMY PRE-SCHOOL";"5200 EAST CORTLAND BOULEVARD A-22";"FLAGSTAFF";"AZ";"(928)526-3200";"http://www.alpineacademypreschool.com/alpinecontactus.html";;;;;;;;;;;;;;;;;
126452;"TOTS UNLIMITED - SOUTHERN";"1245 EAST SOUTHERN AVENUE #22";"MESA";"AZ";"(480)813-5606";"http://totsunlimited.com/location_mesa6.html";;;;;;;;;;;;;;;;;
126449;"GRAYSMARK ACADEMY";"44400 HONEYCUTT #105";"MARICOPA";"AZ";"(520)568-5750";"http://graysmarkacademy.com/";"http://graysmarkacademy.com/";;;"http://graysmarkacademy.com/employment.htm";"http://graysmarkacademy.com/docs/Student%20Application%20and%20Directions.pdf";;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;"http://graysmarkacademy.com/photos.htm";;;
126451;"CHILDREN ONLY";"850 SOUTH IRONWOOD DRIVE #114";"APACHE JUNCTION";"AZ";"(480)288-9625";"http://childrenonlydaycare.lbu.com/index.html";"http://childrenonlydaycare.lbu.com/index.html";;"5:00am to 6:00pm";;;;"y";"y";"y";"y";"y";"n";;"http://childrenonlydaycare.lbu.com/images/common/daycare1.jpg";"http://childrenonlydaycare.lbu.com/images/common/daycare2.jpg";;
126446;"BRIGHTER ANGELS LEARNING CENTER L L C";"10740 WEST LOWER BUCKEYE ROAD #101";"AVONDALE";"AZ";"(623)907-8911";"http://www.brighterangels.com/avondale.html";"http://www.brighterangels.com/avondale.html";;"6am-6pm";"http://www.brighterangels.com/employment.html";"http://www.brighterangels.com/enrollment_waiting_list.html";"http://www.brighterangels.com/pdf/parent_handbook.pdf";"n";"n";"y";"y";"y";"n";"http://www.brighterangels.com/Menu/menu%20items/menu.gif";"http://www.brighterangels.com/photos.html";;;
1036198;"Transported After school Kids";"1908 E. McKellips. Rd. suite 102";"mesa";"AZ";"480-9801743";"www.task4mesa.com";;;;;;;;;;;;;;;;;
831260;"Blessed Beginnings Christian Preschool";"11735 North Scottsdale Road";"Scottsdale";"AZ";"480-313-1364";"www.blessedbeginningscp.com";"www.blessedbeginningscp.com";;;;;;"n";"n";"y";"y";"n";"n";;"http://www.blessedbeginningscp.com/images/cimg9601.jpg";"http://www.blessedbeginningscp.com/images/100_0796.jpg";"http://www.blessedbeginningscp.com/images/165_h9ht.jpg";"http://www.blessedbeginningscp.com/images/016_crop.jpg"
943399;"LITTLE SUNSHINES PLAYHOUSE AND PRESCHOOL";"20977 NORTH PIMA ROAD SUITE  B140";"SCOTTSDALE";"AZ";"(480) 585-7000";"http://littlesunshine.com/index-4.html";"http://littlesunshine.com/index-4.html";"http://www.facebook.com/littlesunshinesplayhouse";;"http://littlesunshine.com/Careers.html";;;"y";"y";"y";"y";"n";"n";"http://littlesunshine.com/images/LSP-Heading.gif";"http://littlesunshine.com/images/Infants.png";"http://littlesunshine.com/images/Twos.png";"http://littlesunshine.com/images/Threes.png";"http://littlesunshine.com/images/Pre-K.png"
943400;"INSPIRE KIDS MONTESSORI PRESCHOOL";"4425 EAST AGAVE ROAD BUILDING 8  SUITE 144";"PHOENIX";"AZ";"(480) 659-9402";"http://inspirekidsmontessori.com/";"http://inspirekidsmontessori.com/";;;;"http://inspirekidsmontessori.com/admissions";;"n";"n";"y";"y";"n";"n";;"http://inspirekidsmontessori.com/clients/inspirekids/images/admissions.jpg";"http://inspirekidsmontessori.com/uploads/inspirekids/images/p1020021.jpg";"http://inspirekidsmontessori.com/uploads/inspirekids/images/p1010976.jpg";"http://inspirekidsmontessori.com/uploads/inspirekids/images/p1020589.jpg"
943402;"CPLC/EHS RANCHO VIEJO";"930 S AVENUE C";"YUMA";"AZ";"(928) 657-5050";"http://www.cplc.org/about-us/locations.aspx";"http://www.cplc.org/about-us/locations.aspx";;;"http://www.cplc.org/about-us/employment-opportunities.aspx";;;"n";"n";"y";"y";"n";"n";"http://www.cplc.org/Common/Img/chicanos-por-la-causa.gif";"http://www.cplc.org/Common/Img/Education%20-%20Banner.jpg";;;
943403;"CPLC/EHS LAS CASITAS";"541 6TH AVENUE";"SAN LUIS";"AZ";"(928) 627-5050";"http://www.cplc.org/about-us/locations.aspx";"http://www.cplc.org/about-us/locations.aspx";;;"http://www.cplc.org/about-us/employment-opportunities.aspx";;;"n";"n";"y";"y";"n";"n";"http://www.cplc.org/Common/Img/chicanos-por-la-causa.gif";"http://www.cplc.org/Common/Img/Education%20-%20Banner.jpg";;;
943404;"CPLC/EHS BIENSTAR FIRST STEP";"690 N 10TH AVENUE";"SAN LUIS";"AZ";"(928) 627-5050";"http://www.cplc.org/about-us/locations.aspx";"http://www.cplc.org/about-us/locations.aspx";;;"http://www.cplc.org/about-us/employment-opportunities.aspx";;;"n";"n";"y";"y";"n";"n";"http://www.cplc.org/Common/Img/chicanos-por-la-causa.gif";"http://www.cplc.org/Common/Img/Education%20-%20Banner.jpg";;;
943406;"ROSS FARNSWORTH EAST VALLEY Y M C A";"1807 SOUTH SUNVIEW";"MESA";"AZ";"(480) 649-9622";"http://www.valleyymca.org/eastvalley/";"http://www.valleyymca.org/eastvalley/";"http://www.facebook.com/ValleyYMCA";;;;;"n";"n";"y";"y";"y";"y";"http://www.valleyymca.org/images/Y_logo_red_170x130.png";;;;
943407;"THE FRENCH AMERICAN SCHOOL OF ARIZONA";"2222 SOUTH PRICE ROAD";"TEMPE";"AZ";"(480) 334-9655";"http://frencham.org/FrenchAm/Home.html";"http://frencham.org/FrenchAm/Home.html";;;;"http://frencham.org/FrenchAm/Downloads_files/2012-13%20Application%20for%20Admission.pdf";;"n";"y";"y";"y";"y";"n";"http://frencham.org/FrenchAm/Home_files/shapeimage_1.png";"http://frencham.org/FrenchAm/About_Us_files/shapeimage_1.png";"http://frencham.org/FrenchAm/Beyond_Academics_files/shapeimage_2.png";"http://frencham.org/FrenchAm/Contact_Us_files/shapeimage_1.png";"http://frencham.org/FrenchAm/Academics_files/shapeimage_1.png"
943408;"MONTESSORI ON BROADWAY";"1923 EAST BROADWAY ROAD";"PHOENIX";"AZ";"(602) 232-4840";"http://montessorionbroadway.com/";"http://montessorionbroadway.com/";;" Monday - Friday

6:00 am - 6:30 pm";;"http://montessorionbroadway.com/Enroll1.html";;"n";"y";"y";"y";"y";"y";"http://montessorionbroadway.com/images/Logo1.jpg";"http://montessorionbroadway.com/pic/pic1.jpg";"http://montessorionbroadway.com/pic/pic2.jpg";"http://montessorionbroadway.com/pic/pic3.jpg";
943411;"MONTESSORI IN THE PARK";"1832 NORTH LITCHFIELD ROAD";"GOODYEAR";"AZ";"(602) 535-4863";"http://mipschool.org/contact";"http://mipschool.org/contact";;;;"http://mipschool.org/admissions/";;"n";"n";"y";"y";"y";"n";"http://mipschool.org/wp-content/uploads/2012/09/menu-bar2.png";;;;
943412;"SCOTTSDALE CHRISTIAN ACADEMY / EARLY CHILDHOOD";"14400 NORTH TATUM BLVD";"PHOENIX";"AZ";"(602) 992-5100";"http://www.scottsdalechristian.org/";"http://www.scottsdalechristian.org/";;;"http://www.scottsdalechristian.org/employment.html";"http://www.scottsdalechristian.org/admissions.html";;"n";"n";"n";"y";"y";"n";"http://www.scottsdalechristian.org/img/SCA_Home_HEADER.jpg";"http://www.scottsdalechristian.org/img/02-Blessings.jpg";"http://www.scottsdalechristian.org/img/03-Friends.jpg";"http://www.scottsdalechristian.org/img/04-Teamwork.jpg";"http://www.scottsdalechristian.org/img/05-Determination.jpg"
943413;"YMCA AT HENRY ELEMENTARY SCHOOL";"650 N IGO WAY";"TUCSON";"AZ";"(520) 885-2317";"http://edweb.tusd.k12.az.us/henry/";"http://edweb.tusd.k12.az.us/henry/";"http://www.facebook.com/media/set/?set=a.433718006666173.91339.141925512512092&type=1";"7:15 A.M. - 3:45 P.M. ";;"http://tusd.k12.az.us/contents/distinfo/enroll.html";;"n";"n";"n";"y";"y";"n";;"http://edweb.tusd.k12.az.us/henry/images/HenrySchool.jpg";;;
943417;"SIERRA MONTANA RECREATION CENTER";"14861 WEST SPRING LANE";"SURPRISE";"AZ";"623.222.2233";"http://www.surpriseaz.gov/index.aspx?NID=2445";;;;;;;;;;;;;;;;;
943419;"MONTESSORI ACADEMY";"6050 NORTH INVERGORDON ROAD";"PARADISE VALLEY";"AZ";"(480) 945-1121";"http://azma.org/";"http://azma.org/";;;;"http://www.montessoriacademyaz.org/enrollment.html";"http://www.montessoriacademyaz.org/enrollment.html";"n";"n";"n";"y";"y";"n";"http://www.montessoriacademyaz.org/_img/header_emboss1.jpg";"http://www.montessoriacademyaz.org/_img/left8.jpg";"http://www.montessoriacademyaz.org/_img/left0.jpg";"http://www.montessoriacademyaz.org/_img/left9.jpg";"http://www.montessoriacademyaz.org/_img/left3.jpg"
943422;"MESA EDUCATION CENTER";"855 WEST 8TH AVENUE";"MESA";"AZ";"(480) 472-7250";"http://www.mpsaz.org/commed/programs/kids_corner/";"http://www.mpsaz.org/commed/programs/kids_corner/";;;;"http://www.mpsaz.org/commed/programs/kids_corner/files/kidscornerbrochure12-13.pdf";"http://www.mpsaz.org/commed/programs/kids_corner/files/kcparentmanual2012-13r1.pdf";"n";"n";"y";"y";"y";"n";;"http://www.mpsaz.org/preschool/images/hulahoop2.jpg";"http://www.mpsaz.org/preschool/programs/cdc/images/magnifying_glasses.jpg";"http://www.mpsaz.org/preschool/images/playhouse.jpg";"http://www.mpsaz.org/preschool/programs/prek/images/letters.jpg"
943424;"PRECIOUS TREASURES CHILDCARE";"4939 WEST RAY ROAD # 21";"CHANDLER";"AZ";"(480) 893-7774";"http://www.precioustreasures.org/index.html";"http://www.precioustreasures.org/index.html";;;"http://www.precioustreasures.org/precious-treasures-careers.html";;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"http://www.precioustreasures.org/images/Revised-Home-Header5.jpg";"http://www.precioustreasures.org/images/interior/two-kids.gif";;;
943427;"PINE GROVE PRESCHOOL & AFTERCARE, LLC";"217 GROVE AVENUE";"PRESCOTT";"AZ";"(928) 277-1424";"http://pinegrovepreschool.com/About%20Us.htm";;;;;;;;;;;;;;;;;
943429;"GRACE 4 KIDS";"12036 NORTH 67TH AVENUE";"PEORIA";"AZ";"(623) 344-0350";"http://grace4kids.com/contact.html";;;;;;;;;;;;;;;;;
943430;"TUSD #1 COLLIER ELEMENTARY SCHOOL";"3900 N BEAR CANYON RD";"TUCSON";"AZ";"(520) 584-4800";"http://edweb.tusd.k12.az.us/Collier/";"http://edweb.tusd.k12.az.us/Collier/";;"Monday, Tuesday, Thursday, Friday: 9:00 am – 3:10 pm

Wednesday: 9:00 am – 2:10 pm";;;"http://edweb.tusd.k12.az.us/Collier/Handbooknew.html";"n";"n";"n";"y";"y";"n";;"http://edweb.tusd.k12.az.us/Collier/images/index.1.jpg";;;
943431;"KIDZ KREATIONZ";"2747 WEST SOUTHERN AVENUE STE 4";"TEMPE";"AZ";"(602) 438-6815";"http://kidzkreationzdaycare.com/About.html";;;;;;;;;;;;;;;;;
943432;"TOTSPOT PRESCHOOL L L C";"4844 SOUTH VAL VISTA DRIVE STE A105";"GILBERT";"AZ";"(480) 584-4064";"http://www.totspotpreschool.com/";"http://www.totspotpreschool.com/";;;;"http://www.totspotpreschool.com/enrollment-forms/";;"n";"n";"y";"y";"n";"n";"http://www.totspotpreschool.com/wordpress/wp-content/uploads/2011/08/logo-final.png";;;;
943433;"MARICOPA COUNTY HUMAN SERV HEAD START ZERO - FIVE";"460 SOUTH BELLVIEW STREET";"MESA";"AZ";"(480) 733-3815";"http://www.hsd.maricopa.gov/headstart/";"http://www.hsd.maricopa.gov/headstart/";"http://www.facebook.com/pages/Maricopa-County-Human-Services-Department/111298682241353";"8am-4pm";;;;"n";"n";"y";"y";"n";"n";"http://myhsd.maricopa.gov/getmedia/e1ddb36b-ceb6-4db7-a170-cc94daa3db59/logo.aspx";;;;
943435;"KIDSPACE LEARNING CENTER";"949 EAST BELL ROAD";"PHOENIX";"AZ";"(602) 424-5222";"http://www.kidspaceaz.com/4.html";"http://www.kidspaceaz.com/4.html";;"6:00 a.m. to 6:00 p.m. ";;"http://www.kidspaceaz.com/2.html";;"n";"n";"y";"y";"n";"n";;"http://www.kidspaceaz.com/resources/_wsb_348x524_shutterstock_10219786.jpg";"http://www.kidspaceaz.com/resources/_wsb_403x269_shutterstock_42807508.jpg";;
943437;"MARICOPA COUNTY HUMAN SERVICES - GUERRERO HEAD STA";"463 SOUTH ALMA SCHOOL ROAD";"MESA";"AZ";"(480) 472-9158";"http://www.hsd.maricopa.gov/headstart/";"http://www.hsd.maricopa.gov/headstart/";"http://www.facebook.com/pages/Maricopa-County-Human-Services-Department/111298682241353";"8am-4pm";;;;"n";"n";"y";"y";"n";"n";"http://myhsd.maricopa.gov/getmedia/e1ddb36b-ceb6-4db7-a170-cc94daa3db59/logo.aspx";;;;
943438;"MARICOPA COUNTY HUMAN SERVICES - THEW HEAD START";"2130 EAST HOWE AVENUE";"TEMPE";"AZ";"(480) 894-5574";"http://www.hsd.maricopa.gov/headstart/";"http://www.hsd.maricopa.gov/headstart/";"http://www.facebook.com/pages/Maricopa-County-Human-Services-Department/111298682241353";"8am-4pm";;;;"n";"n";"y";"y";"n";"n";"http://myhsd.maricopa.gov/getmedia/e1ddb36b-ceb6-4db7-a170-cc94daa3db59/logo.aspx";;;;
943439;"INSPIRE ACADEMY PRESCHOOL";"19602 NORTH 23RD AVENUE";"PHOENIX";"AZ";"(623) 587-9394";"http://www.missioninspire.org/";"http://www.missioninspire.org/";;;"http://www.missioncharter.org/docs/employform.pdf";"http://www.missioninspire.org/forms/MICS-enrollment.pdf";;"n";"n";"n";"y";"y";"n";;;;;
943441;"H K CUMMINGS COMMUNITY CENTER - ESTRELLA VISTA EL";"11905 WEST COCOPAH CIRCLE";"AVONDALE";"AZ";"623-772-2760";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.facebook.com/childhelp";;"http://childhelp.applicantstack.com/x/openings";"http://childhelp.3cdn.net/fd579f6919853fea17_j5m6bn7i7.pdf";;"n";"n";"n";"y";"y";"n";;"http://www.childhelp.org/page/-/images/programs/students.png";;;
943442;"H.K. CUMMINGS COMMUNITY CENTER - QUENTIN ELEMENTAR";"11050 WEST WHYMAN AVENUE";"AVONDALE";"AZ";"623-772-2760";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.facebook.com/childhelp";;"http://childhelp.applicantstack.com/x/openings";"http://childhelp.3cdn.net/fd579f6919853fea17_j5m6bn7i7.pdf";;"n";"n";"n";"y";"y";"n";;"http://www.childhelp.org/page/-/images/programs/students.png";;;
943443;"H K CUMMINGS COMMUNITY CENTER - TRES RIO ELEMENTA";"5025 SOUTH 103RD AVENUE";"TOLLESON";"AZ";"623-772-2760";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.facebook.com/childhelp";;"http://childhelp.applicantstack.com/x/openings";"http://childhelp.3cdn.net/fd579f6919853fea17_j5m6bn7i7.pdf";;"n";"n";"n";"y";"y";"n";;"http://www.childhelp.org/page/-/images/programs/students.png";;;
943444;"H K CUMMINGS COMMUNITY CENTER - COLLIER ELEMENTAR";"350 SOUTH 118TH AVENUE";"AVONDALE";"AZ";"623-772-2760";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.facebook.com/childhelp";;"http://childhelp.applicantstack.com/x/openings";"http://childhelp.3cdn.net/fd579f6919853fea17_j5m6bn7i7.pdf";;"n";"n";"n";"y";"y";"n";;"http://www.childhelp.org/page/-/images/programs/students.png";;;
943445;"MARICOPA COUNTY HUMAN SERVICES HEADSTART - MAXWELL";"1455 SOUTH STAPLEY DRIVE";"MESA";"AZ";"(480) 926-0894";"http://www.hsd.maricopa.gov/headstart/";"http://www.hsd.maricopa.gov/headstart/";"http://www.facebook.com/pages/Maricopa-County-Human-Services-Department/111298682241353";"8am-4pm";;;;"n";"n";"y";"y";"n";"n";"http://myhsd.maricopa.gov/getmedia/e1ddb36b-ceb6-4db7-a170-cc94daa3db59/logo.aspx";;;;
943447;"H K CUMMINGS COMMUNITY CENTER- COUNTRY PLACE ELEM";"10207 WEST COUNTRY PLACE BOULEVARD";"TOLLESON";"AZ";"623-772-2760";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.facebook.com/childhelp";;"http://childhelp.applicantstack.com/x/openings";"http://childhelp.3cdn.net/fd579f6919853fea17_j5m6bn7i7.pdf";;"n";"n";"n";"y";"y";"n";;"http://www.childhelp.org/page/-/images/programs/students.png";;;
943448;"GREATER PHOENIX URBAN LEAGUE HEAD START - DUNBAR S";"707 WEST GRANT STREET";"PHOENIX";"AZ";"(602) 276-9305";"http://www.gphxul.org/?page_id=85";"http://www.gphxul.org/?page_id=85";;;"http://www.gphxul.org/?page_id=87";;;"n";"n";"y";"y";"n";"n";"http://www.gphxul.org/wp-content/themes/urbanleague/images/logo.png";;;;
943449;"GREATER PHOENIX URBAN LEAGUE HEAD START - TRAVIS W";"4732 SOUTH CENTRAL AVENUE";"PHOENIX";"AZ";"(602) 276-9305";"http://www.gphxul.org/?page_id=85";"http://www.gphxul.org/?page_id=85";;;"http://www.gphxul.org/?page_id=87";;;"n";"n";"y";"y";"n";"n";"http://www.gphxul.org/wp-content/themes/urbanleague/images/logo.png";;;;
943450;"COMMUNITY OF HOPE PRESCHOOL";"3141 W IRONWOOD HILL DRIVE";"TUCSON";"AZ";"(520) 743-7359";"http://www.cohtucson.org/index.cfm?i=4829&mid=1";;;;;;;;;;;;;;;;;
943454;"MARICOPA HEAD START";"44931 WEST EDWARDS DRIVE";"MARICOPA";"AZ";"(520) 568-2577";"http://www.pgccs.org/services.asp";;;;;;;;;;;;;;;;;
943455;"PRIMROSE SCHOOL OF SOUTH GILBERT";"3293 EAST WILLIAMS FIELD ROAD";"GILBERT";"AZ";"(602) 555-5555";"http://www.primroseschools.com/OurSchools/Arizona/Phoenix/Gilbert/SouthGilbert";"http://www.primroseschools.com/OurSchools/Arizona/Phoenix/Gilbert/SouthGilbert";;"M-F 6:30AM - 6:30PM";;;;"y";"y";"y";"y";"y";"y";;"http://www.primroseschools.com/sites/default/files/styles/school_homepage_featured_news_full/public/100_2459_0.JPG";"http://www.primroseschools.com/sites/default/files/styles/school_homepage_featured_news_full/public/LR%20121117_027.jpg";"http://www.primroseschools.com/sites/default/files/styles/school_homepage_featured_news_full/public/100_2336_3.JPG";"http://www.primroseschools.com/sites/default/files/styles/school_homepage_featured_news_full/public/100_0165_2.JPG"
943456;"YMCA ACADEMY OF TUCSON ELEMENTARY SCHOOL";"9209 E WRIGHTSTOWN RD";"TUCSON";"AZ";"(520) 886-6076";"http://www.academyoftucson.com/elementary";"http://www.academyoftucson.com/elementary";;;;"http://academyoftucson.com/elementary/admissions";;"n";"n";"n";"y";"y";"n";;;;;
943457;"FAY LANDRUM CHILD DEVELOPMENT CENTER";"1902 WEST ROESER ROAD";"PHOENIX";"AZ";"(602) 237-6030";"http://faylandrum.org/index.php?option=com_content&view=article&id=172&Itemid=214";;;;;;;;;;;;;;;;;
943458;"WINTERS' WELL HEAD START";"35220 WEST BUCKEYE ROAD";"PEORIA";"AZ";"(623) 474-5391";"http://winterswell.smusd90.org/";;;;;;;;;;;;;;;;;
943460;"H K CUMMINGS COMMUNITY CENTER - SUNSET RIDGE ELEME";"8490 WEST MISSOURI AVENUE";"GLENDALE";"AZ";"623-772-2760";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.childhelp.org/programs/entry/childhelp-h.k.-cummings-community-center/";"http://www.facebook.com/childhelp";;"http://childhelp.applicantstack.com/x/openings";"http://childhelp.3cdn.net/fd579f6919853fea17_j5m6bn7i7.pdf";;"n";"n";"n";"y";"y";"n";;"http://www.childhelp.org/page/-/images/programs/students.png";;;
943464;"PHOENIX CHILDRENS ACADEMY PRIVATE PRESCHOOL # 229";"17670 WEST ELLIOT ROAD";"GOODYEAR";"AZ";"602-635-6375";"http://www.pcapreschool.com/locations/?from=85296&radius=Search+Distance";"http://www.pcapreschool.com/locations/?from=85296&radius=Search+Distance";;"Monday - Friday, 6:00 am - 6:30 pm";"http://www.pcapreschool.com/about-us/the-pca-family/career/";"http://www.pcapreschool.com/about-us/admissions/";;"y";"y";"y";"y";"y";"n";"http://www.pcapreschool.com/wp-content/themes/phoenix/images/phoenix_logo.gif";"http://www.pcapreschool.com/wp-content/uploads/2010/08/ToddlersIndividual-Care111-150x150.jpg";"http://www.pcapreschool.com/wp-content/uploads/2010/08/ToddlersPlay311.jpg";"http://www.pcapreschool.com/wp-content/uploads/2010/08/Preschool-Reading111.jpg";"http://www.pcapreschool.com/wp-content/uploads/2010/08/Kindergarten-Readiness-Reading11.jpg"
943465;"CARDEN COUGARS EXTENDED CARE";"5260 ROYAL PALM DR";"TUCSON";"AZ";"(520) 293-6661";"http://cardenoftucson.org/category/general/";"http://cardenoftucson.org/category/general/";"https://www.facebook.com/CardenSchool";"Mon - Fri: 8:00 am - 4:00 pm";"http://cardenoftucson.org/about/";;;"n";"n";"n";"y";"y";"n";;"http://cardenoftucson.org/wp-content/uploads/2013/02/photo.jpg";"http://cardenoftucson.org/wp-content/themes/moondog-carden/images/parents01.jpg";"http://cardenoftucson.org/wp-content/uploads/2011/06/home3-300x197.jpg";"http://cardenoftucson.org/wp-content/themes/moondog-carden/images/parents01.jpg"
943466;"LIFEPRINTS CHILDCARE";"9510 NORTH 75TH AVENUE";"PEORIA";"AZ";"(623) 773-9952";"http://www.lifeprintscclc.com/";;;;;;;;;;;;;;;;;
943468;"ANDERSON PREPARATORY ACADEMY L L C";"14235 NORTH 7TH STREET";"PHOENIX";"AZ";"(602) 938-3114";"http://www.andersonprep.com/";;;;;;;;;;;;;;;;;
943469;"TENDER MOMENTS CHILD CARE";"7040 FIR DRIVE";"SHOW LOW";"AZ";"(928) 537-8003";"http://www.tendermomentscare.com/contact.htm";;;;;;;;;;;;;;;;;
943471;"KIDS LAND ACADEMY";"2600 W 24TH ST";"YUMA";"AZ";"928-539-7272";"http://www.kidslandyuma.com/";;;;;;;;;;;;;;;;;
943472;"BRIDGES PRESCHOOL";"7570 SOUTH WILLOW DRIVE";"TEMPE";"AZ";"(480) 345-5555";"http://www.bridgespreschool.com/";"http://www.bridgespreschool.com/";"https://www.facebook.com/bridges.preschool?ref=ts";;;;;"n";"n";"y";"y";"y";"y";"http://www.bridgespreschool.com/images/layout/logo01.jpg";"http://www.bridgespreschool.com/images/photos/home01.gif";"http://www.bridgespreschool.com/images/photos/calendar01.gif";"http://www.bridgespreschool.com/images/photos/summer01.gif";"http://www.bridgespreschool.com/images/photos/kindergarten01.gif"
943474;"LITTLE DIPPER ENRICHMENT CENTER";"294 W PIMA AVENUE";"COOLIDGE";"AZ";"(502) 203-8484";"http://littledipperschool.com/";"http://littledipperschool.com/";"http://www.facebook.com/pages/Little-Dipper-Enrichment-Center/319045534781796";"8:00 AM – 3:30 PM";;"http://littledipperschool.com/images/enrollment.pdf";"http://littledipperschool.com/images/colorhandbook.pdf";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";;"http://littledipperschool.com/photo-tour";;;
943477;"ST FRANCIS XAVIER ROMAN CATHOLIC PARISH";"4715 NORTH CENTRAL AVENUE";"PHOENIX";"AZ";"(602) 266-5364";"http://www.sfxphx.org/st_Francis/index.html";;;;;;;;;;;;;;;;;
943482;"SAFARI KIDS";"15425 NORTH SCOTTSDALE STE 120";"SCOTTSDALE";"AZ";"(480) 609-8280";"http://safarikidcare.com/about/";;;;;;;;;;;;;;;;;
943485;"CHICANOS POR LA CAUSA, INC/ ELOY MIGRANT & SEASONA";"201 NORTH SUNSHINE BOULEVARD";"ELOY";"AZ";"(520) 466-3438";"http://www.cplc.org/about-us/locations.aspx";"http://www.cplc.org/about-us/locations.aspx";;;"http://www.cplc.org/about-us/employment-opportunities.aspx";;;"n";"n";"y";"y";"n";"n";"http://www.cplc.org/Common/Img/chicanos-por-la-causa.gif";"http://www.cplc.org/Common/Img/Education%20-%20Banner.jpg";;;
943536;"THE VILLAGE PRESCHOOL, INCORPORATED";"2156 EAST LIBERTY LANE";"PHOENIX";"AZ";"480-221-5404";"http://www.desertfoothills.org/#/home/the-village-preschool";"http://www.desertfoothills.org/#/home/the-village-preschool";;;;;;"n";"n";"y";"y";"n";"n";;;;;
943539;"KHALSA MONTESSORI";"2536 NORTH 3RD STREET";"PHOENIX";"AZ";"(602) 252-3759";"http://www.khalsamontessori.org/";"http://www.khalsamontessori.org/";;;;"http://www.khalsamontessori.org/enroll/index.html";;"n";"n";"y";"y";"y";"n";"http://www.khalsamontessori.org/assets/shared/sidelogo.gif";"http://www.khalsamontessori.org/pix/600/2005primarynorth03.jpg";"http://www.khalsamontessori.org/pix/600/2005lowersouth13.jpg";"http://www.khalsamontessori.org/pix/600/2005lowersouth14.jpg";"http://www.khalsamontessori.org/pix/600/2005lowersouth15.jpg"
943542;"EASTER SEALS BLAKE FOUNDATION PALOMITA CHILDRENS C";"250 WEST 15TH STREET";"SAFFORD";"AZ";"(928) 428-0363";"http://blakefoundation.easterseals.com/site/PageServer?pagename=AZTU_homepage";;;;;;;;;;;;;;;;;
943550;"K.E.S.D.#28 - KYRENE KIDS CLUB - COLINA";"13612 SOUTH 36TH STREET";"PHOENIX";"AZ";"(480) 783-2643/";"http://www.kyrene.org/Page/1337";"http://www.kyrene.org/Page/1337";"http://www.facebook.com/KyreneSchoolDistrict";"Mon-Fri, 6:30a.m. – 6:30 p.m.";;"http://www.kyrene.org/Page/1184";"http://www.kyrene.org/Page/18668";"n";"n";"y";"y";"y";"y";"http://www.kyrene.org/cms/lib2/AZ01001083/Centricity/Template/10/logos/kyrene.png";;;;
943551;"K.E.S.D.#28 - KYRENE KIDS CLUB - MONTE VISTA";"15221 SOUTH RAY ROAD";"PHOENIX";"AZ";"(480) 783-1570";"http://www.kyrene.org/Page/1337";"http://www.kyrene.org/Page/1337";"http://www.facebook.com/KyreneSchoolDistrict";"Mon-Fri, 6:30a.m. – 6:30 p.m.";;"http://www.kyrene.org/Page/1184";"http://www.kyrene.org/Page/18668";"n";"n";"y";"y";"y";"y";"http://www.kyrene.org/cms/lib2/AZ01001083/Centricity/Template/10/logos/kyrene.png";;;;
