"OBJECTID";"Provider OBJECTID";"Type";"Date";"Result";"Conclusion"
191;234;"Complaint";"01-11-2017";"Substantiated";"On December 5, 2016, a complaint was received alleging Child #1 was fed food they were not allowed to have. On December 13, 2016, this LS conducted an investigation. This complaint is substantiated because during the visit, it was determined that Child #1 was fed juice, and multiple classrooms were out of proper staff-to-child ratio."
226;288;"Complaint";"09-01-2020";"Substantiated";"On July 31, 2020, OCCL received a complaint regarding staff not following all applicable state laws and regulations including Phase II Child Care Requirements to exclude children from care, use face coverings, social distancing in the lobby, not exceed maximum group size, and for business owners to provide face coverings and cleaning and sanitizing supplies. An investigation was conducted on August 3, 2020. This complaint is substantiated for improper use of face coverings, improper cleaning and sanitation, improper staff-to-child ratios, and improper group sizes because Ms. Miller, Staff #1, and Staff #2 were observed wearing face masks under their noses or chins while working. Staff #5 was observed without a face covering in a classroom and stated she was without a face covering since beginning work. In addition, one classroom was observed without soap and water for proper cleaning and sanitation. According to attendance records, Staff #6 was alone with 16 children for five minutes i [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
229;288;"Complaint";"08-21-2018";"Substantiated";"A complaint was received on August 8, 2018, regarding improper discipline and improper staff-to-child ratios.  An investigation was conducted on August 14, 2018. The complaint is substantiated because the Reporter and a staff member reported Staff #2 is rough with children.  Additionally, attendance records verify proper staff-to-child ratios and maximum group size requirements were not followed in the younger two-year-olds classroom from August 6-10, 2018."
227;288;"Complaint";"02-19-2019";"Substantiated";"A complaint was received on February 6, 2019, regarding accident and injury procedures not being followed. An investigation was conducted on February 11, 2019. There is no evidence to support the claim that a child’s parent was not notified of an accident/injury. However, the complaint is substantiated because the center did not notify OCCL within one business day of a child receiving outside medical care from an incident that occurred at the center."
230;288;"Complaint";"10-30-2017";"Substantiated";"A complaint was received on October 13, 2017, regarding a staff member failing to handle breast milk properly and wasting it. An investigation was conducted on October 24, 2017. This complaint is substantiated because although Staff #1 was responsible for feeding breast milk to a child, she was not trained in the proper handling, storage, preparation, and feeding of breast milk."
231;288;"Complaint";"08-17-2016";"Substantiated";"A complaint was received on July 21, 2016, regarding lack of supervision.  An investigation was conducted on August 2, 2016.  This complaint is substantiated for lack of supervision because Staff #1 sat in front of the children and could not see all of the children during the movie."
228;288;"Complaint";"12-13-2018";"Substantiated";"A complaint was received on December 6, 2018, regarding improper discipline. An investigation was conducted on December 10, 2018. The complaint is substantiated because the Reporter and a staff member reported Administrator Miller grabbed Child #1 by the arm.  The center also issued Administrator Miller a Performance Correction Notice for handling a child inappropriately"
232;290;"Complaint";"10-16-2018";"Substantiated";"A complaint was received on August 28, 2018, regarding Ms. Harvey transporting children in her car and leaving them unsupervised for long periods of time and allowing children to play outside unsupervised.  An investigation was conducted on August 31, 2018.  The complaint is substantiated because the substitute and two children confirmed Ms. Harvey occasionally transports the children, even though Ms. Harvey had previously reported she does not offer transportation.  There is no evidence to substantiate the complaint regarding lack of supervision because it was not confirmed the children play outside alone.  Other concerns noted were lack of attendance records for children and the substitute and incomplete children’s files."
241;297;"Complaint";"01-25-2019";"Substantiated";"A complaint was received on January 9, 2019, regarding undisclosed household members.  An investigation was conducted on January 16, 2019.  The complaint is substantiated because Ms. Harris stated Adult #1, Child #1 and Child #2 are currently staying in her house and Ms. Harris failed to report this change in household composition to OCCL within five business days. An additional concern noted was that Adult #1 had not been fingerprinted."
240;297;"Complaint";"10-21-2019";"Substantiated";"A complaint was received on September 30, 2019, regarding an unapproved substitute or volunteer being present, improper discipline, and lack of supervision.  An investigation was conducted on October 10, 2019.  The complaint is substantiated for using an unapproved volunteer because Volunteer #1 was present in the FCCH helping with the children and she has not been fingerprinted or submitted an adult health appraisal with a TB risk assessment or testing.  There is no evidence to substantiate the allegation of children being placed upstairs when they cry because Ms. Harris denied this.  A concern noted was Ms. Harris was over capacity.  There were 10 children present preschool age and younger."
344;387;"Complaint";"11-28-2017";"Substantiated";"On November 16, 2017, the office of Child Care Licensing received a complaint regarding attendance not being recorded and retained in addition to a child sleeping on the carpet without a mat or top and bottom covers. An investigation was conducted on November 17, 2017. This complaint is substantiated because the provider recalled a child sleeping on the carpet without a mat or top and bottom covers and the provider did not have attendance records as required per DELACARE Regulations."
375;430;"Complaint";"09-27-2017";"Substantiated";"A complaint was received on September 21, 2017, regarding eight preschool-age children being cared for at one time in a FCCH.  An investigation was conducted on September 26, 2017.  This complaint is substantiated for overcapacity because LS Flint observed nine children in care and Ms. Stephens admitted to caring for eight preschool-age children at on time."
372;430;"Complaint";"02-13-2019";"Substantiated";"A complaint was received on January 14, 2019, regarding attendance records.  An investigation was conducted on February 6, 2019.  The complaint is substantiated because Ms. Stephens did not have daily attendance records showing the time the children arrive and depart.  The records that were available, POC and CACFP, showed children were claimed for meals reimbursement through CACFP, however they were absent. In addition, on January 4, 2019, Ms. Stephens claimed nine children were fed on her CACFP paperwork. However, she reported to her licensing specialist she was closed that day and her specialist did not observe any children while visiting the home on that date.  A concern noted was Ms. Stephens had seven children preschool-age or younger present, when only six are allowed.  This complaint will be forwarded to POC and CACFP for investigation."
374;430;"Complaint";"02-28-2018";"Substantiated";"A complaint was received on February 20, 2018, regarding over capacity.  An investigation was conducted on February 22, 2018.  This complaint is substantiated for over capacity because Licensing Specialist Flint observed eight children preschool-age and younger in care at Ms. Stephens’ Family Child Care Home."
373;430;"Complaint";"01-11-2019";"Substantiated";"A complaint was received on December 14, 2018, regarding inappropriate napping equipment.  An investigation was conducted on January 4, 2019.  The complaint is substantiated because Purchase of Care Monitor #1 and Purchase of Care Monitor #2 observed children napping without mats or cots on two occasions."
419;484;"Complaint";"08-28-2020";"Unsubstantiated with Concern";"On August 17, 2020, OCCL received a complaint regarding the center not having running water during the hours of operation on Friday, August 14, 2020. An investigation was conducted on August 17, 2020. This complaint was unsubstantiated with concern because upon inspection, all sinks and toilets were operational, and the administrator, curriculum coordinator, and a staff member denied experiencing an interruption of running water during the hours of operation. The concerns noted during this investigation were the following: one staff member was observed not wearing a mask; another staff member was observed wearing her mask below her nose; a third staff member was observed allowing a child in care to reposition the staff member’s mask by pulling it below her nose and mouth several times as the child sat on the staff member’s lap; and the toilet seat in the girls’ bathroom was torn and was no longer cleanable or non-absorbent."
420;484;"Complaint";"01-23-2020";"Substantiated";"A complaint was received on December 23, 2019, regarding improper discipline.  An investigation was conducted on January 15, 2020.  The complaint is substantiated for improper discipline because Staff #1 stated she said, “Look, now they are all jumping on you because they are tired of you hitting them,” to Child #1 when two children kicked him.”"
422;484;"Complaint";"10-12-2018";"Substantiated";"A complaint was received on September 26, 2018, regarding improper staff-to-child ratios, lack of administrative staffing, not following appropriate food service policies, and lack of supervision and interactions with children for investigation.  An investigation was conducted on October 5, 2018.  The complaint is substantiated for improper staff-to-child ratios and staffing because LS Vandewater observed two classrooms over ratio during the investigation and the center is not documenting the times the administrators are present at the center.  There is no evidence to substantiate the allegations regarding not following appropriate food service policies, or lack of supervision and interactions with children, or that the parking lot sink hole was a hazard to children."
421;484;"Complaint";"05-20-2019";"No Evidence to Substantiate with Concern";"A complaint was received on April 30, 2019, regarding not providing accident reports, unsafe fencing and outdoor play equipment, insect infestation, and staff not having an understanding for children's needs by leaving scissors accessible to children.  An investigation was conducted on May 10, 2019.  There is no evidence to substantiate this complaint because an accident report was provided and LS Vandewater did not observe any evidence of unsafe fencing and outdoor play equipment, insect infestation or keep out of reach items in the children’s reach.  A concern noted was the parent/guardian was not notified immediately after first aid was administered when a serious or potential serious injury occurred in care."
466;544;"Complaint";"03-18-2019";"Substantiated";"A complaint was received on February 28, 2019, regarding a child in care being hit on more than one occasion by another child, staff members not being aware of the incidents or providing incident reports, and a staff member allowing a parent to address concerns with a child in care.  A complaint investigation was conducted on March 7, 2019. This complaint is substantiated for lack of supervision, lack of positive behavior management, and lack of following children safety policies. Staff members did not observe two incidents of fighting. One staff did not model positive behavior or conduct by replying, “I don’t want to hear it,” to a child who tried to describe an altercation with another child. In addition, a staff member had a parent discipline another parent’s child after identifying the child to the parent."
530;603;"Complaint";"08-27-2019";"Substantiated";"A complaint was received on August 2, 2019, regarding a three-year-old child only being fed rice and popcorn while in care and an infant having a bottle propped for feeding.  An investigation was conducted on August 12, 2019.  This complaint is substantiated for meal pattern requirements not being followed because the provider did not have a current menu available for review and the menu from the previous week was incomplete.  There is no evidence to substantiate the allegations regarding meal components appropriate to a child’s age not being followed and infant feeding requirements not being followed.  The provider reported she does not serve popcorn to children and popcorn was not listed on the partially completed menu.  The provider reported she holds infants for bottle-feeding and denied propping bottles."
558;637;"Complaint";"12-17-2018";"No Evidence to Substantiate with Concern";"A complaint was received on September 24, 2018, regarding the provider smoking marijuana while caring for children and having her school-age child care for the younger children in care while she smoked. This complaint was also called into the child abuse report line and accepted for investigation.  An investigation was conducted on September 7, 2018. There was no evidence to substantiate this complaint because the provider denied smoking marijuana, there was no smell detected in the home, and according to the IA investigator, the school-age child mentioned in the complaint denied having to watch children while the provider smokes. Other concerns noted were children being allowed to nap without nap mats or covers, no record of daily attendance, having a visitor during child care hours, not having enough space for free movement for children in care, and the safety concern of having wooden bar stools on the kitchen table that could be pulled off and injure a child."
583;661;"Complaint";"06-20-2017";"Substantiated";"A complaint was received on June 12, 2017, regarding the large family child care not obtaining permission to take children to Silver Lake Park.  This complaint is substantiated because Ms. Penuela stated she did not obtain parent permission to take children to the park."
663;710;"Complaint";"10-05-2016";"Substantiated";"A complaint was received on September 15, 2016, regarding incorrect staff-to-child ratios.  Investigations were conducted on September 12, 2016, and September 28, 2016. This complaint is substantiated for incorrect staff-to-child ratios because attendance sheets collected shows ratios are not compliant with DELACARE Regulations on both visits. In addition, on September 28, 2016, there were 14 children with one staff member. The youngest child present was three."
662;710;"Complaint";"03-09-2017";"Substantiated";"A complaint was received on March 7, 2017 regarding the main and secondary entrance and or exit doors to the center being open without staff members present to observe who enters. This complaint is substantiated because the open doors were observed by the fire marshal."
661;710;"Complaint";"03-30-2017";"Substantiated";"A complaint was received on March 6, 2017 regarding incorrect staff-to-child ratios. An investigation was conducted on March 8, 2017, this complaint is substantiated for incorrect staff-to-to child ratios because on March 6, 7 and 8, three classrooms had incorrect staff-to-child ratios as indicated on the daily attendance forms. Additionally, a staff member qualified as an intern was left alone with 13 children for two hours and daily attendance sheets were not correctly and completely filled out."
717;734;"Complaint";"08-03-2018";"Substantiated";"On June 5, 2018, a complaint was received regarding the large family provider leaving an unqualified person who had not been fingerprinted alone with children, and the provider transporting a child, who is not enrolled at the large family child care home, to and from school with other children from the home.  An investigation was conducted on June 8, 2018.  This complaint is substantiated because Ms. Fuller confirmed she left her daughter alone with children in her child care on June 5, 2018, when her assistant went home for the day and she left to pick children up from school.  Ms. Fuller’s daughter, who was visiting from another state, is not qualified to be alone with children, nor had she been fingerprinted for the home.  Ms. Fuller also stated she transports a child who is not enrolled at the home to and from a licensed child care center.  Other concerns noted were parents did not provide written permission for children to accompany Ms. Fuller on bus rides and children and staff’s [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
719;737;"Complaint";"09-01-2020";"Substantiated";"A complaint was received on August 26, 2020, regarding lack of supervision.  An investigation was conducted on August 27, 2020.  The complaint is substantiated because on August 24, 2020, a two-year-old child was left unattended on the playground for 14 minutes."
721;737;"Complaint";"10-01-2019";"Substantiated";"A complaint was received on September 19, 2019, regarding improper staff-to-child ratios and unsafe physical environment. An investigation was conducted on September 25, 2019.  This complaint is substantiated because LS Vandewater observed the power cord hanging within the children’s reach and attendance documentation for September 24, 2019, showed the one-year-old classroom was not within proper staff-to-child ratios."
722;737;"Complaint";"04-09-2019";"Substantiated";"A complaint was received on March 27, 2019, regarding improper staff-to-child ratios, not modeling respectful communication interactions, and not following adult health requirements.  An investigation was conducted on March 28, 2019.  The complaint is substantiated for improper staff-to-child ratios because an unqualified staff was alone with eight children and for staff not modeling respectful communication interactions because several staff reported Curriculum Coordinator Maureen Kurek is rude to staff and has cussed in front of the children.  There is no evidence to substantiate the allegation of not following adult health requirements because the majority of staff stated they were not aware of any staff working while sick. An additional concern was an infant was sleeping on a boppy on the floor rather than in approved sleeping equipment."
723;737;"Complaint";"01-25-2019";"Substantiated";"A complaint was received on January 22, 2019, regarding a lack of proper classroom temperatures. An investigation was conducted on January 22, 2019. The complaint is substantiated because several classrooms were observed under the minimum required temperature of 68 degrees F. Additional concerns noted were lack of supervision and improper ratio because two groups of children in separate classrooms and only one staff person was available to supervise them. The staff member would leave one group completely unattended while checking on the other group."
720;737;"Complaint";"08-20-2020";"Substantiated";"A complaint was received on July 28, 2020, regarding improper staff-to-child ratios and unqualified staff alone with children. An investigation was conducted on July 30, 2020. The complaint is substantiated for improper staff-to-child ratios because three staff who have not been fingerprinted and determined eligible were observed alone with a group of children in the three-year-old classroom, older one-year-old classroom, and the infant classroom. These staff members were not qualified to be left alone because they must be supervised by another staff until the center receives the results of their background checks."
726;741;"Complaint";"09-11-2018";"Substantiated";"On August 10, 2018, the Office of Child Care Licensing received a complaint regarding incorrect staff-to-child ratio, lack of supervision at nap time, and unauthorized use of a volunteer. An investigation was conducted on August 15, 2018. This complaint was substantiated for lack of supervision and unauthorized use of a volunteer. At nap time one staff member was supervising two classrooms. Mrs. Davis acknowledged Staff #2 was volunteering at the center without meeting the regulation requirements.  This specialist reviewed attendance from August 13, 2018 - August 15, 2018, and the center maintained correct staff-to-child ratios."
763;760;"Complaint";"09-22-2018";"Unsubstantiated with Concern";"A complaint was received on August 20, 2018, regarding a parent not being notified verbally of an injury and not being given a written accident report upon arrival to the center. An investigation was completed on August 31, 2018. This complaint is unsubstantiated with concern because upon the Caller’s arrival staff were not aware of an incident, therefore; would not have written an accident report or provided notification.  Concerns noted were staff members were not signed in/out of the classroom correctly, and due to the L-shape of the classroom adequate supervision was not provided on the day of the incident. Staff #2 was not able to supervise the other side of the classroom while reprimanding a child at the door."
762;760;"Complaint";"09-06-2019";"Substantiated";"On August 7, 2019, the Office of Child Care Licensing received a complaint regarding improper staff-to-child ratios, food being taken away from a child as punishment, a child being dragged across the floor, and failure to provide an accident/injury report. Investigations were conducted by Specialist Rasin-Benn on August 9, 2019, August 20, 2019, and August 30, 2019. This complaint is substantiated for improper discipline because the child was denied butter unless she asked for it herself and used a nice tone. The child was clearly upset about not being able to sit where she wanted and when the staff member denied her butter, the child lost control and began kicking and screaming. The child was unable to eat because she was out of control. The child smacked a staff and was removed from the classroom due to her behavior. There is no evidence to substantiate this complaint for improper staff-to-child ratios based on attendance records. There is no evidence to substantiate that the child w [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
764;760;"Complaint";"01-03-2018";"Substantiated";"A complaint was received on December 22, 2017, regarding too many children being grouped together.  An investigation was conducted on December 28, 2017.  This complaint is substantiated for incorrect maximum group size because LS Flint observed 27 children, including three-year-old children, in one classroom.  Other concerns observed were unsupervised children, security procedures not being followed, a broken safety gate in one-year-old classroom, overcapacity in one classroom, and a staff member playing rap music loudly in the one-year-old classroom."
765;760;"Complaint";"06-02-2017";"Substantiated";"A complaint was received on May 3, 2017, regarding lack of supervision and improper discipline. An investigation was conducted on May 18, 2017.  This complaint is substantiated for improper discipline because a staff member was heard using an inappropriate tone with children while this licensing specialist was in the center. There is no evidence that shows children were left unsupervised according to staff and children."
847;805;"Complaint";"03-20-2019";"Substantiated";"A complaint was received on March 6, 2019, regarding improper staff-to-child ratios, inaccurate attendance records, and the administrator/curriculum coordinator not being physically present the required amount of time. An investigation was conducted on March 6, 2019.  The complaint is substantiated for improper staff-to-child ratios and inaccurate attendance records because the attendance records for the day indicated the center was not following staff-to-child ratios or maximum group size in the morning and staff and child attendance was not accurately documented.  An additional concern was the center was caring for toddlers and preschool-age children outside of the first 90 minutes of the center’s operation. The center opens at 6:30 a.m. and toddlers and preschool-age children were cared for in the same area until 9:50 am.  There is no evidence to substantiate the allegation of the administrator/curriculum coordinator not being physically present the required amount of time because M [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
846;805;"Complaint";"03-20-2019";"Substantiated";"A complaint was received on March 13, 2019, regarding inaccurate attendance records and improper staff-to-child ratios.  An investigation was conducted on March 13, 2019.  The complaint is substantiated because upon arrival, one staff was observed alone with 12 children, ages three and four, and according to Mrs. Ikwuagwu the attendance record in the two-year-room was inaccurate because she was signed in at 9:30 a.m., but stated she was present in the room at 9:00 a.m.  In addition, according to attendance records, one staff was alone with nine children, the youngest being one-year-old, from 7:22 a.m. to 7:30 a.m Other concerns noted were Mrs. Ikwuagwu was observed pulling a child by one arm."
857;805;"Complaint";"02-08-2016";"Substantiated";"A complaint was received on January 26, 2016 regarding Sanitation/Physical Environment referencing  the indoor temperature of the facility.  An investigation was conducted on January 26, 2016.  This complaint is substantiated for sanitation/physical environment because four of the licensed child care room temperatures were not maintained at 68 degrees or higher and a space heater was being used.  Follow up visits were conducted on January 26, 2016 and February 1, 2016."
849;805;"Complaint";"12-10-2018";"Substantiated";"A complaint was received on November 19, 2018, regarding staff serving food that may have been spoiled or contaminated, the administrator being unprofessional, and the center failing to open on time.  An investigation was conducted on November 20, 2018.  The complaint is substantiated for the center failing to follow their policies by not opening on time.  There is no evidence to substantiate the allegations of the food being spoiled or contaminated because several staff and children ate the food that was served and did not get sick.  In addition, the kitchen was sanitary and food storage was maintained as required.  There is no evidence to substantiate the allegation of the administrator being unprofessional because staff denied hearing anything.  Other concerns noted are not documenting menu changes and leaving unqualified staff alone with children.  Staff stated hotdogs were served on November 14, 2018, but the menu posted did not reflect this change.  An unqualified staff was alone [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
853;805;"Complaint";"01-09-2018";"Unsubstantiated with Concern";"On December 18, 2017, a complaint was received regarding improper discipline alleging Staff #1 and Staff #2 were hitting and threatening Child #1. On December 29, 2017, the complaint was investigated. This complaint is unsubstantiated with concerns because all staff denied hitting or threatening children or witnessing other staff do so.  The concerns are improper staff-to-child ratio and lack of supervision because a staff person was stationed between two rooms during nap time. In addition, the infant bottles were not labeled.  These concerns were corrected at the visit."
848;805;"Complaint";"12-20-2018";"Unsubstantiated with Concern";"A complaint was received on December 10, 2018, regarding not notifying a child's parent of an accident or injury and not completing a written injury report as required.  An investigation was conducted on December 14, 2018.  The complaint is unsubstantiated with concerns.  There was no evidence to support the claim that a staff member was aware of the child’s scratch and failed to complete an accident/injury report.  The following concerns were noted: the incident reports available for review were not being signed by the parents/guardians/authorized release person before the children were leaving the center; staff were not accurately documenting staff and child attendance; and there was not enough light to allow for the supervision of children during naptime."
851;805;"Complaint";"07-17-2018";"Substantiated";"On June 1, 2018, a complaint was received regarding Staff #1 yelling and roughly grabbing children, the rooms being too dark, and improper staff-to-child ratios. This complaint was investigated on June 8, 2018.  There was no evidence to substantiate staff roughly grabbing children, dark rooms, or improper staff-to-child ratios.  However, this complaint is substantiated for improper discipline because Staff #1 yells at children in the center as stated by the Complainant and confirmed by two staff members."
845;805;"Complaint";"09-05-2019";"Substantiated";"A complaint was received on August 19, 2019, alleging disrespectful communication and interactions when relating to staff.  An investigation was conducted on August 26, 2019.  This complaint is substantiated because a staff member stated they were told by Mrs. Ikwuagwu that she made the inappropriate comment to the Reporter."
850;805;"Complaint";"09-03-2018";"Substantiated";"A complaint was received on June 11, 2018, regarding improper staff-to-child ratios, staff yelling, and the center not having sufficient amounts of developmentally appropriate equipment and materials.  An investigation was conducted on June 15, 2018.  The complaint was substantiated for improper staff-to-child ratios because 14 children were observed with three staff who are not qualified to be alone with children and the youngest child present was an infant.  Additionally, infants and toddlers were being cared for on the playground with older children.  There was no evidence to substantiate the complaint for improper discipline and insufficient quantities of developmentally appropriate equipment and materials.  The staff interviewed denied yelling at children and stated a staff member raised her voice to get a child’s attention when the child unsafely climbed onto a table.  Sufficient quantities of developmentally appropriate equipment and materials were observed throughout the center [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
852;805;"Complaint";"01-30-2018";"Substantiated";"On January 18 and 19, 2018, complaints were received regarding a child being placed in the office unsupervised, a child being pinched, and children running in and out of classrooms unsupervised.  This complaint is substantiated because licensing specialists saw children in two different classrooms unsupervised and Staff #1 stated she saw Child #1 in an office alone with the door closed two different times.  Staff #1 stated Child #1 told her that the administrator pinched him.  Child #1 is no longer enrolled at the center. Therefore, he could not be interviewed.  Other concerns noted at the visit were there was no staff member qualified to be in charge of the center in the absence of the administrator; Staff #3 should not have been left alone due to not having a background check completed; Staff #1, and #2 were left alone with children and are not qualified; Staff #3 lacked classroom management skills and allowed children to run around the classroom and bathroom where they could not be  [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
855;805;"Complaint";"08-15-2016";"Substantiated";"A complaint was received on July 8, 2016, regarding improper discipline.  An investigation was conducted on July 22, 2016.  This complaint is substantiated for improper discipline because Staff #1 picked up Child #2 and put him over her shoulder when he refused to get up and Child #3 stated that Staff #1 plucked him in the mouth.  Another concern is that the center was not maintaining proper staff-to-child ratio because 27 children, the youngest being age three, were being supervised by one staff member, upon the specialists' arrival.  This was corrected at visit."
854;805;"Complaint";"06-30-2017";"Substantiated";"A complaint was received on June 14, 2017, regarding inappropriate care of infants.  This complaint is substantiated because at the visit Staff #2 stated she does not clean the infants on the body wherever necessary.  There were no infant feeding statements, the bottles were not labeled, the diaper-changing mat was ripped, there were no disposable covers, and sleep checks were not documented."
856;805;"Complaint";"03-24-2016";"Substantiated";"A complaint was received on January 12, 2016, regarding lack of heat and the use of portable heaters.  An investigation was conducted on January 12, 2016, January 13, 2016, January 14, 2016 and January 20, 2016. The complaint was substantiated. In addition, the specialist observed portable heaters in use and room temperatures were below 68. A licensee shall ensure that room temperatures used by the children are maintained at a minimum temperature of 68. Portable heaters are not prohibited.  There were other non- compliances that were cited during the investigation, January 12, 2016, the specialist observed a mouse in the facility. On January 13, 2016, the Specialist observed an exit blocked with strollers and toys and the specialist observed 20 children sleeping in the multipurpose room between the ages of 2 to 5. The room was over ratio by 4 children."
862;808;"Complaint";"12-01-2015";"Unsubstantiated with Concern";"A complaint was received on October 20, 2015 regarding incorrect child staff ratio. An investigation was conducted on October 28, 2015. A follow up visit was done on November 13, 2015. The complaint was unsubstantiated with concern because there were eight infants present with two staff members. There was no evidence to substantiate a violation of the infant room being out of ratio however the concerns  are:  (224) an infant was asleep in a chair instead of a crib or pack n play because there was not enough equipment to accommodate all of the infants,(360) the bottles were not labeled,(126) daily attendance was not taken,(375) a current lesson plan was not posted, (393) there were no infant logs, (319) health checks were not recorded,(226) safe sleep was not practiced,  (360 U) a bottle was propped up with a blanket next to a sleeping infant in a pack n play  and (197) the ceining fan was not clean.  The licensee shall have all staff trained in safe sleep practices by December 28, 2015 [DataMsg: This field has been shortened.  Contact OCCL at 302-892-5800 (New Castle County) or 302-739-5487 (Kent and Sussex) for more information.]"
860;808;"Complaint";"08-20-2019";"Substantiated";"A complaint was received and investigated on August 9, 2019, regarding the presence of mold in the infant classroom.  The complaint is substantiated for unsafe physical environment because mold was observed on the ceiling in the infant classroom."
861;808;"Complaint";"10-23-2018";"Substantiated";"A complaint was received on October 10, 2018, regarding a staff member hitting children in care on more than one occasion.  An investigation was conducted on October 12, 2018. This complaint was substantiated because a staff member observed another staff member slapping, hitting, and spanking children in care on multiple days.  The administrator reviewed the video footage and observed these actions too. The staff member was suspended when the allegation was made and terminated when the allegation was confirmed."
934;844;"Complaint";"04-17-2017";"Unsubstantiated with Concern";"A complaint was received on March 10, 2017 regarding a staff and parent cussing in front of children. An investigation was done on March 24, 2017.  This complaint is unsubstantiated with concern. The concern is Staff # 2 was unfamiliar with Delacare Regulation; staff shall permit and not impede the interview process and allow access to the premises for complaint investigations.  Thus, the completion of the investigation was delayed."
933;844;"Complaint";"05-15-2018";"Substantiated";"OCCL received complaints on April 24 and 25, 2018, regarding a staff member making racial remarks in the older infants’ classroom.  An investigation was conducted May 1, 2018. This complaint is substantiated because the staff member admitted to making inappropriate racial comments while working in the older infants’ classroom."
932;844;"Complaint";"11-25-2018";"No Evidence to Substantiate with Concern";"A complaint was received on May 11, 2018, alleging a staff member threw an empty gallon-sized water bottle into a crib with an infant and the administration failed to address this issue or report it to the child’s parent.  An investigation was conducted on May 17, 2018.  This complaint was substantiated because Staff #2 threw a water bottle in an infant’s crib because the child was crying according to two staff. It is also concerning that, the administrator reported to OCCL that she knew nothing about the incident despite another staff member stating that she was interviewed by the administrator regarding the incident."
935;844;"Complaint";"03-04-2016";"Substantiated";"A complaint was received on February 4, 2016 regarding misplaced medication. An investigation was conducted on February 11, 2016.  This complaint is substantiated for violation of Delacare Rule # 60 E and F, the licensee could not provide a written record of medication administered to Child #1 nor was the written record of medication administered placed in the child's file."
968;854;"Complaint";"05-21-2018";"Substantiated";"A complaint was received on April 26, 2018, regarding painting being done while children were in care.  An investigation was conducted on April 27, 2018.  This complaint is substantiated because paint fumes were still present on April 27, 2018, and the staff interviewed confirmed volunteers had painted the classroom doorways during the hours of operation while children were in care.  Another concern noted was a van driver dropped two children off in front of the center and allowed them to enter the building unsupervised."
971;854;"Complaint";"10-18-2017";"Substantiated";"On October 10, 2017, a complaint was received regarding the center using a prohibited vehicle.  An investigation was conducted on October 10, 2017. This complaint is substantiated because the center was transporting children in a 12-passenger van.  Another concern at the visit was that OCCL was not notified within the required five business days that the center had a new administrator."
967;854;"Complaint";"12-20-2018";"Substantiated";"A complaint was received on October 10, 2018, regarding staff using inappropriate language and “plucking” children.  An investigation was conducted on October 15, 2018.  The complaint is substantiated for improper behavior management techniques because several school-age children stated they have heard Staff #1 use inappropriate language while children were present.  There is no evidence to substantiate the allegation of staff “plucking” the children because both staff and children denied seeing this."
969;854;"Complaint";"05-21-2018";"Substantiated";"A complaint was received on May 8, 2018, regarding a bed bug infestation and improper staff-to-child ratios and group sizes.  An investigation was conducted on May 9, 2018.  This complaint is substantiated for improper staff-to-child ratios and group sizes because a staff member who is not qualified to be alone with children was alone with children in the Pre-K A classroom for 24 minutes on May 8, 2018.  Also, more than 20 preschool children were combined in the Pre-K A classroom from 8:46 a.m. until 4:00 p.m. and the youngest child present was age three.  An additional concern noted was staff did not accurately document the children and staff’s daily attendance as required.   There was no evidence to substantiate the allegation regarding an  infestation because only one dead bug was observed and no staff were able to determine the type of bug."
973;854;"Complaint";"09-28-2016";"Substantiated";"On August 22, 2016, the Office of Child Care Licensing received a complaint regarding improper administration of medication.  An investigation was conducted on August 25, 2016.  This complaint is substantiated because staff failed to administer medication at the prescribed time.  The staff did not document the error on the medication administration record and the staff did not report the error to the parent."
966;854;"Complaint";"10-01-2019";"Substantiated";"A complaint was received on September 23, 2019, regarding lack of supervision and failure to transport the child as agreed upon.  An investigation was conducted on September 27, 2019.  The complaint is substantiated for lack of supervision and failure to transport the child as agreed upon because the children were left unsupervised at Central Middle School on September 20, 2019 for about 30 minutes when the van was late to pick them up."
974;854;"Complaint";"08-18-2016";"Unsubstantiated with Concern";"On July 29, 2016, the Office of Child Care Licensing received a complaint regarding an allegation of improper group size. An investigation was conducted on August 11, 2016. This complaint is unsubstantiated with concern.  The concern is that the center failed to notify OCCL of the flooding within one business day. Although, the center was out of compliance with maximum group size on July 29, 2016, OCCL will not cite the center because it was an emergency."
