"License No";"Exam Type";"Begin Date";"End Date";"Exam Status";"Text";"Report"
"31CDPF-7703";"Renewal";"7/17/2023";"7/17/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=megkMV8TSf01R1RCTe1rqtZUIDA5upFRL44yrbvLXWQ%3d"
"31CDPF-7703";"Follow Up";"2/17/2023";"2/17/2023";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=SHqk6aNIX%2bEErlSdF5d5aBegTdmNadFPSDCBNEYxnaU%3d"
"31CDPF-7703";"Mid-Year";"1/11/2023";"1/11/2023";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=m42%2b7Lwawo%2bfruHc9hs%2blUHnv9w3gqF6VH2mw%2bF4ItY%3d"
"31CDPF-7703";"Follow Up";"9/29/2022";"9/29/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=BoE52ztLW6ZxJRLo1vPCrORU3iosivDfO8c2aStZh%2fM%3d"
"31CDPF-7703";"Renewal";"7/12/2022";"7/12/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=kR%2fVO6TWlPdoxFcm07i4YpnWIYKh4VHxitcobmNc1ZA%3d"
"31CDPF-7703";"Technical Assistance";"3/17/2022";"3/17/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=hLVE%2fssAuAq7vCor8A5X1u27UXlABvYxA25KjfEn1%2f4%3d"
"31CDPF-7703";"Follow Up";"2/9/2022";"2/9/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=B456iWfCc963bIzcBJ3BP%2fRLDLuL8ua91vGRy7lZet0%3d"
"31CDPF-7703";"Mid-Year";"2/2/2022";"2/2/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=T69Ma6dXfqXk6cK9uD%2b5Qw%3d%3d"
"31CDPF-7703";"Follow Up";"10/1/2021";"10/1/2021";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=oL4fC%2fyJWDZLKmEz0wxNmVHDV5VWERiyJrMPJ%2bnDF%2bk%3d"
"31CDPF-7703";"Initial";"8/12/2021";"8/12/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=D1Ph6R1Tp2nBljOsOTsmJiHnjdsmZn2MU6Glg4aAjEw%3d"
"31CEIH-0913";"Renewal";"9/11/2023";"9/11/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Sik3ZiRr7%2froOpVRtcCdq%2bv4O%2b3oBCoUMkjGijEloEI%3d"
"31CEIH-0913";"Mid-Year";"3/22/2023";"3/22/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=bUC7ydTLf1BPW5mdX%2bmoz9vpEademY0dYUVrYpd%2fByo%3d"
"31CEIH-0913";"Technical Assistance";"1/24/2023";"1/24/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=UMrH9jVf0nZxae04w3Z4IFUqj7nKZGGuqsb24qWQE48%3d"
"31CEIH-0913";"Follow Up";"11/22/2022";"11/22/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ZqyKJQApASbx%2fzZdZutoIz%2bWM8UF5UX9dWVkZg4RAWo%3d"
"31CEIH-0913";"Renewal";"9/20/2022";"9/20/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=KQnYO0aPHckTMyoCFv98B0RvQW7EMlh%2fxWhbKCG8IXE%3d"
"31CEIH-0913";"Follow Up";"4/22/2022";"4/22/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=0teZZ9bvPSCqCId3RV6f4rraOt15TYpNy%2fmo%2f1D6C68%3d"
"31CEIH-0913";"Mid-Year";"4/6/2022";"4/6/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=LQrxEoKRon86%2bRVy2q9dN18dlPTMRHe8Uw8D61c0Nkk%3d"
"31CEIH-0913";"Follow Up";"11/29/2021";"11/29/2021";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=AwQdJ%2bw%2fqjDxnY9eM55DKGTMEF1OPG78pRXESAqgBkc%3d"
"31CEIH-0913";"Renewal";"9/22/2021";"9/22/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=N%2b%2fsqtyskic9A9dFVrsuDr7l61BW%2fIXCoHbxNr2bLjs%3d"
"31CEIH-0913";"Mid-Year";"3/4/2021";"3/4/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=WwGdDOh4%2f%2bFne0YQuKegpw%3d%3d"
"31CEIH-0913";"Follow Up";"12/11/2020";"12/11/2020";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=JR7A2wGgArCD3oF25dtdCVX0KibeZejirX9Xqij1Gk8%3d"
"31CEIH-0913";"Renewal";"11/30/2020";"11/30/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=o%2f8o78XBEkFbDtGfcRZtUn5o%2fvglARPhUsb9bQhir0g%3d"
"31CEIH-0913";"Mid-Year";"3/5/2020";"3/5/2020";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=VM34SNOd8Z9D1oQj2ImpiO64KMaQ%2bunCim3%2bk2zgYKs%3d"
"31CCPFMOA-7433";"Mid-Year";"9/11/2023";"9/11/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=yHtc7UVDQBMC6g2%2fYW0fAB%2boxgoPBGFtEM7XY2kapO8%3d"
"31CCPFMOA-7433";"Follow Up";"4/4/2023";"4/4/2023";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=nLAbhm0fi8ef9lwqJ%2bIjxw%3d%3d"
"31CCPFMOA-7433";"Renewal";"2/17/2023";"2/17/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=lMxvCLZ%2bn%2fOBcvzNJgXm4A%3d%3d"
"31CCPFMOA-7433";"Mid-Year";"8/11/2022";"8/11/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=cLDnA2TmS%2bIUX3c2dkhanQ%3d%3d"
"31CCPFMOA-7433";"Follow Up";"5/11/2022";"5/11/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=CLrEEoUmUE3nFRjPNYGs1DMifd5jhfAiuG6eIP6PnLQ%3d"
"31CCPFMOA-7433";"Renewal";"2/2/2022";"2/2/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=akEru8N7Htg0PqwAkntMrTSetwaUAvmxqn1%2f3r94PSk%3d"
"31CCPFMOA-7433";"Follow Up";"10/19/2021";"10/19/2021";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=eg0kYJxJ%2fBwERflfPNTYrw%3d%3d"
"31CCPFMOA-7433";"Mid-Year";"8/16/2021";"8/16/2021";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=lp6lSlOU4uw9o38HIN4WjswvKmuHJogC8QFHTtgktDs%3d"
"31CCPFMOA-7433";"Mid-Year";"12/16/2020";"12/16/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=aLUgG4U2e6aQhb0CHDvyr7xCLQo5W2LhomG%2b%2bw%2fOdKk%3d"
"31CCPFMOA-7433";"Follow Up";"6/29/2020";"6/29/2020";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=G6ZP1%2f490%2fKSyr%2b%2b3pkxz07mCOaSmP3FcQ4N5cmAhp0%3d"
"31CCPFMOA-7433";"Renewal";"2/5/2020";"2/5/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=2XvsFmDr1riwlEocXmMkBNlqMIf%2fNVIAqGZ4h6GaSK0%3d"
"31CCPFMOA-7433";"Follow Up";"5/10/2019";"5/10/2019";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=2migM2f8raVZIPEoZUS438%2fQ3Vv1Xi1MMsMWJ%2bAv4Vw%3d"
"31CCPFMOA-7433";"Initial";"5/2/2019";"5/2/2019";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=dN%2bRpuY0qpzeqQxVRan43w%3d%3d"
"31CFIHE-7271";"Follow Up";"9/12/2023";"9/12/2023";"Pass Pending";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=9QrA0hcIcpgjwC5tsgtexl3ZnsMnxSELuHoPbNIskC0%3d"
"31CFIHE-7271";"Renewal";"7/13/2023";"7/13/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=jxAX1SqwLDbwz9ffWxDFnmJXYO2%2flDlJxu%2frQgMCvio%3d"
"31CFIHE-7271";"Mid-Year";"1/17/2023";"1/17/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=sYui61qRZPQHUuM2Pb%2fV%2fLMlMHJ2cxOM0KbmsJq4nwU%3d"
"31CFIHE-7271";"Follow Up";"9/29/2022";"9/29/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=MjEBm9P4TNt0SWBxsKuoj8zuSxhFKMcHGSzyEhOgXTw%3d"
"31CFIHE-7271";"Renewal";"8/16/2022";"8/16/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=cXnLIbPKOwfToXyqXiPqeBGzCn06nK4kFIY9w5gJiAg%3d"
"31CFIHE-7271";"Follow Up";"3/15/2022";"3/15/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=uGEms1PpqodA7iLV8a0XJL5rmwv3nO7woQNSlp1EAo8%3d"
"31CFIHE-7271";"Mid-Year";"2/28/2022";"2/28/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=5USZJbQQcpmzK%2fjOawBgcTF90CJisJNKZbjNTIK50SU%3d"
"31CFIHE-7271";"Follow Up";"9/24/2021";"9/24/2021";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=LFz2M59nLgxl0tCQxTg6FN8trTYF2vXbZFtbHABaW0k%3d"
"31CFIHE-7271";"Renewal";"9/9/2021";"9/9/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=0JIw%2f0OP1l%2fOyUFX5Jfq%2bXdc9sbzIXKRklAE%2fGreeDw%3d"
"31CFIHE-7271";"Mid-Year";"1/29/2021";"1/29/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=%2fD%2fi9q2V11F4%2f3V4hFx%2bLg%3d%3d"
"31CFIHE-7271";"Renewal";"9/22/2020";"9/22/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Ad0YKXvVUMbjAdhZxH9cq8EGFOF06ZHAybhP62TRnBA%3d"
"31CFIHE-7271";"Follow Up";"1/15/2020";"1/15/2020";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=wo%2f54UNkxAHVT%2fxzgcl1ug%3d%3d"
"31CFIHE-7271";"Mid-Year";"1/7/2020";"1/7/2020";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=66ue73leMGT0CljOcdJbzpvEE6cqFUibIUD7J6cYY7c%3d"
"32CCGF-0302";"Renewal";"7/10/2023";"7/10/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=nYwn%2fxVghVhx9Z2hlqDEFg%3d%3d"
"32CCGF-0302";"Mid-Year";"1/23/2023";"1/23/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=EYLHsAFvMGPywiprjx20wIRI%2brEbXPdzGMYP4N6U98s%3d"
"32CCGF-0302";"Renewal";"7/14/2022";"7/14/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=B09tHuy%2bHmOXuau3wNJbBq0s7yNXaEAmu%2frD%2bVEJ%2fng%3d"
"32CCGF-0302";"Mid-Year";"2/11/2022";"2/11/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=IjUKFXxh%2bDiLcNyoyuBLnw%3d%3d"
"32CCGF-0302";"Renewal";"7/6/2021";"7/7/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=UWsFaU85RGeS9GVs0FPi%2fw%3d%3d"
"32CCGF-0302";"Mid-Year";"1/25/2021";"1/25/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=cLGUnYwGXcFZSB9gTouxvYLOaQ9romksY2HJSCSP1bA%3d"
"32CCGF-0302";"Renewal";"9/17/2020";"9/17/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=U5wpEZd9hq0rKV1NszDSII3YbsmFlNEpBrEBVmoFcuQ%3d"
"32CCGF-0302";"Mid-Year";"1/29/2020";"1/29/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=zYJhiKP3Vv18powXK1KEDw%3d%3d"
"32CCGF-0302";"Follow Up";"7/15/2019";"7/15/2019";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=1%2bUjn1icv83nXYlBoTTLcujNvptqYg9DEsMK8vs2zUE%3d"
"32CCGF-0302";"Renewal";"7/9/2019";"7/9/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=SEeBGHaGTeQAqm5lp7gCUQ%3d%3d"
"32CCGF-0302";"Mid-Year";"1/17/2019";"1/17/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=gRdP0bHW988Bxa2ep7NyEQ%3d%3d"
"32CCGF-0302";"Renewal";"7/11/2018";"7/11/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=gEouJXq4AOOTkCVRD%2fcOWg%3d%3d"
"32CCGF-0302";"Recurring";"3/13/2018";"3/13/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=oc8Pmqn85qanxJwN6XoUZCV1MHr2Q9HR6Mj1mP7%2fiU4%3d"
"32CCGF-0302";"Follow Up";"9/8/2017";"9/8/2017";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=NOrXopfdLvoiL6QvMJKYSS9elAiq5Rre1EgbyLFuyRY%3d"
"32CCGF-0302";"Technical Assistance";"9/8/2017";"9/8/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=5%2bVQcZDSVgqJPMb8UY95Aw%3d%3d"
"32CCGF-0302";;;;;"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=oB%2bacjruG1agcVOhItTo8Mj3QkyTAX16nhWedW1ns%2b0%3d"
"32CCGF-0302";"Renewal";"8/4/2017";"8/4/2017";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=SfHAQi2nSVc%2bpcRYlBny%2fQ%3d%3d"
"32CFPH-7729";"Follow Up";"5/17/2023";"5/17/2023";"Pass Pending";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=y%2f%2f6H2mq1TlkgGibBrqJ5g%3d%3d"
"32CFPH-7729";"Mid-Year";"4/17/2023";"4/17/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=eWvCsfsqDHT5AxKwOsgFBaflMWHqavqspqNBGRoaUgs%3d"
"32CFPH-7729";"Follow Up";"1/24/2023";"1/24/2023";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=27fXvCvOXf8OyhHIZiSAS4JEiL7birUfcIZ1WfHsmsY%3d"
"32CFPH-7729";"Follow Up";"12/6/2022";"12/6/2022";"Pass Pending";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Klu7lRVboFOxDKVW%2b%2fHykA%3d%3d"
"32CFPH-7729";"Renewal";"10/6/2022";"10/6/2022";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=KM8Rs9KXd86Wngs27%2b9X6uklshoAyaoFN288yi8uygw%3d"
"32CFPH-7729";"Mid-Year";"4/22/2022";"4/22/2022";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ltYTm3v%2fl3S12prslY%2fnxNmvhrs9fVndEKjEwMu7jE4%3d"
"32CFPH-7729";"Follow Up";"1/21/2022";"1/21/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Ewu3PNtREILVD37zXsK51Q%3d%3d"
"32CFPH-7729";"Initial";"9/14/2021";"9/14/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=PaC%2f1CsIedXl2Aozf83mTTA9bUZOHDQn4CogqSfv5no%3d"
"UnLicensed";"Renewal";"4/25/2023";"4/25/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=pBMK64SowImfOIrFfvBLXMZpXFtrU%2bA3%2frSMU7jO3XI%3d"
"UnLicensed";"Renewal";"4/1/2022";"4/1/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=gDeI1%2fQdDGtmazMnS2kwKA%3d%3d"
"UnLicensed";"Initial";"4/27/2021";"4/27/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=EcwtXGIoVTL8CD0UMrY0mle6Cxkm4jvKCZETrr9lzGI%3d"
"32CEPFSA-0559";"Renewal";"3/7/2023";"3/7/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=QuqH1g%2fK71BY%2fIxiDyh8B%2fG%2bZwXZJ7Yz4HMR7CV3ZiM%3d"
"32CEPFSA-0559";"Mid-Year";"9/15/2022";"9/15/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=4Nqnuvq9p5QCD6%2bxwkfu8oqTjbvx4p%2bre3yoibA7ENw%3d"
"32CEPFSA-0559";"Renewal";"3/16/2022";"3/16/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=8yRTVQiMQDNrKwhfL4j7HZ%2fKKxjAAGvQF3aM%2fahw%2fIs%3d"
"32CEPFSA-0559";"Follow Up";"10/4/2021";"10/4/2021";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=pKED5PcZzoobLZkelM9jMQ%3d%3d"
"32CEPFSA-0559";"Mid-Year";"9/27/2021";"9/27/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=wihyprGMcmeZuUYcQUZ8Vg%3d%3d"
"32CEPFSA-0559";"Renewal";"3/8/2021";"3/8/2021";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=9bs6Hh6D7qqLbCvR605h3w%3d%3d"
"32CEPFSA-0559";"Mid-Year";"10/9/2020";"10/9/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=KmSZIN3c%2fDYmHxUF54MNXPdPpJwzzhhAoSXsZr1e%2b4Q%3d"
"32CEPFSA-0559";"Renewal";"3/5/2020";"3/5/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=483WoqqrL5OnuxLAUFHFvxDZ%2bW%2bS%2bnR1a7cRtVu8nGw%3d"
"32CEPFSA-0559";"Mid-Year";"9/10/2019";"9/10/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=CH29N7PwRFa0iZukUB%2fB6zDWMkgJF8kpn46VC5%2bl6yU%3d"
"32CEPFSA-0559";"Renewal";"3/20/2019";"3/20/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=qvQkIDS%2b8MHnfX182Ikb%2fA%3d%3d"
"32CEPFSA-0559";"Follow Up";"9/25/2018";"9/25/2018";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=44yscO7vntM95RMiso0bNqUOGcvqjprJuTGZzsyU1yU%3d"
"32CEPFSA-0559";"Mid-Year";"9/20/2018";"9/20/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=q8cAazy0BGaBaormkAo2dpqrIF1EA4i2bpBPWWzCPZk%3d"
"32CEPFSA-0559";"Renewal";"3/22/2018";"3/22/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=nXYkGe6bUe189Ug5E16RDQ%3d%3d"
"32CEPFSA-0559";"Recurring";"9/28/2017";"9/28/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Xccqfcj5Nu4RBWzPhp%2ftuqDSSP899SMOyCSTKyKrDxQ%3d"
"32CFPF-6028";"Mid-Year";"4/17/2023";"4/17/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Blrap2iG1N3aLvSrV2nwMQ%3d%3d"
"32CFPF-6028";"Renewal";"10/11/2022";"10/11/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=0x2L4ejBECr7dz6B1iEvSevUf7HhkV0caNx2oWaDQ10%3d"
"32CFPF-6028";"Mid-Year";"4/22/2022";"4/22/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=1x4j8pveub6hSJo02znpPA%3d%3d"
"32CFPF-6028";"Renewal";"10/13/2021";"10/13/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=6JX206wxCY0R9SMa0Uc%2bqowaQk%2bvrVbaVpKkjC6ygQk%3d"
"32CFPF-6028";"Mid-Year";"4/20/2021";"4/21/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=MAJd8yzeLq9R1pyyPkRFNg%3d%3d"
"32CFPF-6028";"Renewal";"12/3/2020";"12/3/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ics8b1aWNQpyyp6n2x4asCQ3Q3JrzF3o13bSLQqmhcg%3d"
"32CFPF-6028";"Technical Assistance";"7/24/2020";"7/24/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=AsrIXzyViufvBZZRf0o5rG%2brhf9x8inBiIKqqy1g0gk%3d"
"32CFPF-6028";"Mid-Year";"7/7/2020";"7/7/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=quhu%2fibbUJsKwbeI%2bveBBA%3d%3d"
"32CFPF-6028";"Renewal";"10/8/2019";"10/8/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Kg88Lg%2f0O2IxQuLwt06yng%3d%3d"
"32CFPF-6028";"Mid-Year";"4/30/2019";"4/30/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=5F4bcjMYMAV02bALJcwFeR6%2f6oiSpmnQkcSKfmO2UEQ%3d"
"32CFPF-6028";"Renewal";"10/11/2018";"10/11/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=RQI%2f1tUC8z3QJLUMw7C%2bWVSNiOKS6esLENVSEDifWFI%3d"
"32CFPF-6028";"Recurring";"4/4/2018";"4/4/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=bp61Hv%2bjh1vhKubsAwMqtA%3d%3d"
"32CFPF-6028";"Renewal";"10/19/2017";"10/19/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=mPlmgCBW10zI7Grj7u9ewQ%3d%3d"
"32CFPF-6028";"Recurring";"8/4/2017";"8/4/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=nj7df598JcJ7PQqbBHUYLg%3d%3d"
