"License No";"Name";"Address";"County";"City";"Zip";"Phone Number";"Type";"Capacity";"Status";"Services";"Age Group Served";"Months Of Operation";"Days & Hours Of Operation";"MDHS Subsidy";"Note"
"38CEPFA-6422";"CREATIVE KIDS DAYCARE";"5920 0LD HWY 80 WEST";"LAUDERDALE";"MERIDIAN";39307;"601-482-0520";"Center based Child Care Facility";132;"ACTIVE (10/01/2023 - 09/30/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"38RAPF-7268";"CURTAIN CLIMBERS";"1842 BUNK NEWELL RD";"LAUDERDALE";"MERIDIAN";39301;"601-934-5708";"Center based Child Care Facility";12;"ACTIVE (09/01/2023 - 08/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"38CDPF-6362";"DADDY'S HANDS DAYCARE";"9074 ROSS DR";"LAUDERDALE";"COLLINSVILLE";39325;"601-626-8500";"Center based Child Care Facility";97;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"Yes";
"38CCPA-6365";"DADDY'S HANDS SWIM GYM";"9074 ROSS DR";"LAUDERDALE";"COLLINSVILLE";39325;"601-626-8500";"Center based Child Care Facility";49;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"No";
"38CDPF-5714";"DREAMS COME TRUE CHILDCARE CENTER, LLC";"2416 15TH ST";"LAUDERDALE";"MERIDIAN";39301;"601-453-5428";"Center based Child Care Facility";71;"ACTIVE (01/01/2023 - 12/31/2023)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"No";
"38CBPFSA-7793";"FIRST STEP AFTER SCHOOL";"1304 5TH ST";"LAUDERDALE";"MERIDIAN";39301;"601-686-8793";"Center based Child Care Facility";30;"PENDING-INSPECTION (08/01/2023 - 07/31/2024)";"School Age After School, Full Day, Summer Day";"5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 AM To 05:30 AM";"No";
"38CBPFSMOA-7434";"FIRST STEP LEARNING CENTER";"3401 N HILLS ST";"LAUDERDALE";"MERIDIAN";39305;"601-686-8793";"Center based Child Care Facility";30;"ACTIVE (05/01/2023 - 04/30/2024)";"School Age After School, Full Day, Half Day Morning, Half Day Morning & Afternoon, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"38CFPFA-5312";"GREAT START LEARNING CENTER";"4521 35TH AVE";"LAUDERDALE";"MERIDIAN";39305;"601-486-2640";"Center based Child Care Facility";223;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"Yes";
"38CDPWA-7812";"GROUNDED INC.";"725 FRONT STREET SUIT 850";"LAUDERDALE";"MERIDIAN";39305;"214-546-7039";"Center based Child Care Facility";52;"PENDING (10/01/2023 - 09/30/2024)";"School Age After School, Special Needs,Accepts MDHS Subsidy Children";"3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 03:00 PM To 06:00 PM";"Yes";
"38CEPFA-1396";"HENSON'S SWIM GYM";"2727 STATE BLVD";"LAUDERDALE";"MERIDIAN";39307;"601-693-5110";"Center based Child Care Facility";120;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School, Full Day";"5-9 yr old, 1 -12 yr old";"Jun, Jul";"Monday-Friday 06:45 AM To 05:30 PM";"No";
"38CFRFM-0932";"HIGHLAND BAPTIST CHILD DEVELOPMENT CENTER";"3400 27TH ST";"LAUDERDALE";"MERIDIAN";39305;"601-482-6184";"Center based Child Care Facility";255;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day, Half Day Morning";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"No";
"38CEPFA-6315";"KIDZ WORLD LEARNING ACADEMY, INC";"2104 24TH AVE";"LAUDERDALE";"MERIDIAN";39301;"601-553-2965";"Center based Child Care Facility";105;"ACTIVE (04/01/2023 - 03/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM";"Yes";
"38CDIFA-0933";"KINDERCARE LEARNING CENTER";"4706 BROADMOOR DR";"LAUDERDALE";"MERIDIAN";39305;"601-485-8166";"Center based Child Care Facility";96;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"38CCPFA-1659";"LORD TEDDY BEAR DAY CARE #2";"1703 5TH AVE";"LAUDERDALE";"MERIDIAN";39301;"601-482-3122";"Center based Child Care Facility";33;"ACTIVE (12/01/2022 - 11/30/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 11:00 PM";"Yes";
"38CEPFH-7687";"MERIDIAN CENTER";"917 27TH AVE S";"LAUDERDALE";"MERIDIAN";39301;"601-482-5211";"Center based Child Care Facility";148;"ACTIVE (08/01/2023 - 07/31/2024)";"Full Day, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 04:30 PM";"No";
"38CCPSA-3289";"MISS CINDY'S";"5051 SHILOH VIMVILLE RD";"LAUDERDALE";"MERIDIAN";39301;"601-644-3558";"Center based Child Care Facility";37;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 03:00 PM To 06:00 PM";"Yes";
"38CDRF-6825";"NEW DESTINY DAYCARE";"5721 5TH ST";"LAUDERDALE";"MERIDIAN";39307;"601-286-3203";"Center based Child Care Facility";70;"ACTIVE (01/01/2023 - 12/31/2023)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"Yes";
"38CERSA-6550";"NEW DESTINY SUMMER ENRICHMENT AND AFTER SCHOOL";"5718 5TH ST";"LAUDERDALE";"MERIDIAN";39307;"601-693-0502";"Center based Child Care Facility";141;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 03:30 PM To 06:00 PM";"Yes";
"38CDPA-6912";"NINO AFTERSCHOOL";"4537 35TH AVE";"LAUDERDALE";"MERIDIAN";39305;"601-938-0923";"Center based Child Care Facility";60;"ACTIVE (08/01/2023 - 07/31/2024)";"School Age After School,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 03:00 PM To 06:00 PM";"Yes";
"38CDPF-4948";"NINO CREATIVE LEARNING CHILDCARE CENTER";"4545 35TH AVE";"LAUDERDALE";"MERIDIAN";39305;"601-693-3750";"Center based Child Care Facility";96;"ACTIVE (02/01/2023 - 01/31/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"38CDRO-0940";"NORTHCREST BAPTIST PRESCHOOL";"3412 N HILLS ST";"LAUDERDALE";"MERIDIAN";39305;"601-703-9060";"Center based Child Care Facility";100;"ACTIVE (02/01/2023 - 01/31/2024)";"Half Day Morning & Afternoon";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 12:00 PM";"No";
"38CBGF-1019";"NORTHEAST CHILD CARE CENTER";"702 BRIARWOOD RD";"LAUDERDALE";"MERIDIAN";39305;"601-527-3252";"Center based Child Care Facility";26;"ACTIVE (05/01/2023 - 04/30/2024)";"Full Day";"3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:10 AM To 04:00 PM";"No";
"License Exempt";"NORTHEAST UNIT BOYS & GIRLS CLUB OF EAST MISSISSIPPI";"6750 NEWELL RD";"LAUDERDALE";"MERIDIAN";39305;"888-284-1597";"Center based Child Care Facility";100;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 07:00 PM";"Yes";
"38CDRFSA-7774";"NORTHSIDE EXCEL CENTER";"5121 GREAT RIVER DRIVE";"LAUDERDALE";"MERIDIAN";39305;"601-482-2344";"Center based Child Care Facility";57;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day, Summer Day";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 07:00 PM";"No";
"Y-0041";"PINE LAKE FELLOWSHIP CAMP";"10371 PINE LAKE RD";"LAUDERDALE";"MERIDIAN";39307;"601-483-2267";"Youth Camp";78;"ACTIVE (06/01/2023 - 05/31/2024)";;;"Jun, Jul";"Monday-Friday 06:00 AM To 06:01 AM, Saturday 06:00 AM To 06:01 AM, Sunday 06:00 AM To 06:01 AM";"No";
"38CCPF-5927";"SMITH'S LEARNING CENTER";"1406 16TH AVE";"LAUDERDALE";"MERIDIAN";39301;"601-553-8128";"Center based Child Care Facility";48;"ACTIVE (12/01/2022 - 11/30/2023)";"Full Day,Accepts MDHS Subsidy Children";"2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"38CCPSA-6936";"SMITH'S LEARNING CENTER AFTER SCHOOL";"2300 HIGHWAY 45 N";"LAUDERDALE";"MERIDIAN";39301;"601-553-8128";"Center based Child Care Facility";50;"ACTIVE (10/01/2023 - 09/30/2024)";"School Age After School, Summer Day,Accepts MDHS Subsidy Children";"5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 05:30 PM";"Yes";
"License Exempt";"SOUTHEAST UNIT BOYS & GIRLS CLUB OF EAST MISSISSIPPI";"2362-A LONG CREEK ROAD";"LAUDERDALE";"MERIDIAN";39301;"601-934-1064";"Center based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 07:00 PM";"Yes";
"38CBPFW-7811";"SOUTHSIDE EDUCATIONAL COMMUNITY CENTER";"2505 14TH ST";"LAUDERDALE";"MERIDIAN";39301;"601-227-1897";"Center based Child Care Facility";30;"PENDING (10/01/2023 - 09/30/2024)";"Full Day, Special Needs,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 10:30 PM";"Yes";
"38CDRF-3991";"THE POTTER'S WHEEL CHRISTIAN DAY CARE";"1844 HIGHWAY 11 AND 80";"LAUDERDALE";"MERIDIAN";39301;"601-483-0878";"Center based Child Care Facility";61;"ACTIVE (02/01/2023 - 01/31/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"No";
"38CDRF-0928";"UNITED METHODIST DAY SCHOOL";"3937 POPLAR SPRINGS DR";"LAUDERDALE";"MERIDIAN";39305;"601-485-5591";"Center based Child Care Facility";63;"ACTIVE (10/01/2023 - 09/30/2024)";"Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"No";
"License Exempt";"VELMA YOUNG UNIT BOYS & GIRLS CLUB OF EAST MISSISSIPPI";"2400 16TH AVENUE";"LAUDERDALE";"MERIDIAN";39305;"601-480-6284";"Center based Child Care Facility";100;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 02:00 PM To 07:00 PM";"Yes";
"38CCPF-0954";"WESLEY HOUSE PRESCHOOL";"1520 8TH AVE";"LAUDERDALE";"MERIDIAN";39301;"601-485-4736";"Center based Child Care Facility";33;"ACTIVE (07/01/2023 - 06/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"Yes";
"License Exempt";"WEST END UNIT BOYS & GIRLS CLUB OF EAST MISSISSIPPI";"1717 45TH AVE";"LAUDERDALE";"MERIDIAN";39307;"601-484-2254";"Center based Child Care Facility";100;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 08:00 AM To 08:00 PM, Saturday 08:00 AM To 02:00 PM";"Yes";
"38CCRFA-4330";"YET- EXCELLENCE DAY CARE CENTER";"2512 11TH ST";"LAUDERDALE";"MERIDIAN";39301;"601-693-0712";"Center based Child Care Facility";50;"ACTIVE (02/01/2023 - 01/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:00 PM";"Yes";
"39CCPFM-7311";"HEAVEN'S LITTLE SAINTS";"269 F E SELLERS HWY";"LAWRENCE";"MONTICELLO";39654;"601-587-5588";"Center based Child Care Facility";45;"ACTIVE (03/01/2023 - 02/28/2024)";"Full Day, Half Day Morning,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:15 PM";"Yes";
"39CCPFSA-7570";"KANGAROO POUCH LEARNING ACA LLC";"1662 HIGHWAY 583 N";"LAWRENCE";"JAYESS";39641;"601-876-4103";"Center based Child Care Facility";39;"ACTIVE (11/01/2022 - 10/31/2023)";"School Age After School, Full Day, Summer Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:00 PM";"Yes";
"39CBPFA-7590";"LOVING CARE CHILD CARE SERVICES";"24 CABBAGE PATCH LN SILVER";"LAWRENCE";"CREEK";39663;"601-695-1208";"Center based Child Care Facility";20;"ACTIVE (12/01/2022 - 11/30/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";
"UnLicensed";"TORRY WATSON";"1300 NA SANDIFER MEMORIAL HWY SILVER";"LAWRENCE";"CREEK";39663;"601-756-1591";"Home based Child Care Facility";5;"ACTIVE";"Accepts MDHS Subsidy Children";;"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 06:00 PM";"Yes";"Unlicensed providers are monitored annually by the Mississippi State Department of Health but are not licensed by the Mississippi State Department of Health."
"40CDPFA-5740";"BRIGHT BEGINNINGS EDUCATIONAL CENTER";"800 MARTIN LUTHER KING DR";"LEAKE";"CARTHAGE";39051;"601-267-6604";"Center based Child Care Facility";79;"ACTIVE (01/01/2023 - 12/31/2023)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:00 AM To 05:30 PM";"Yes";
"40CCPF-7440";"BUBBLING BABBIES";"303 ELLIS ST";"LEAKE";"CARTHAGE";39051;"601-267-6373";"Center based Child Care Facility";34;"ACTIVE (05/01/2023 - 04/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"40CDPF-7808";"DON DON PLAYHOUSE DAYCARE";"312 E MAIN ST";"LEAKE";"CARTHAGE";39051;"601-562-7935";"Center based Child Care Facility";84;"ACTIVE (10/01/2023 - 09/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"40CDRFA-0962";"FIRST BAPTIST KINDERGARTEN AND DAY CARE";"402 N VAN BUREN ST";"LEAKE";"CARTHAGE";39051;"601-267-7379";"Center based Child Care Facility";100;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:45 AM To 05:30 PM";"No";
"40CCPA-5655";"GINGERBREAD AFTER CARE FACILITY";"706 WILLIAMS ST";"LEAKE";"CARTHAGE";39051;"601-267-0633";"Center based Child Care Facility";32;"ACTIVE (07/01/2023 - 06/30/2024)";"School Age After School,Accepts MDHS Subsidy Children";"5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"40CDPF-4627";"GINGERBREAD DAYCARE/LEARNING CENTER";"302 BOYD ST";"LEAKE";"CARTHAGE";39051;"601-267-0600";"Center based Child Care Facility";68;"ACTIVE (05/01/2023 - 04/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"40CDPF-7201";"LIGHTHOUSE LEARNING CENTER OF CARTHAGE";"211 E MAIN ST";"LEAKE";"CARTHAGE";39051;"601-267-7676";"Center based Child Care Facility";92;"ACTIVE (05/01/2023 - 04/30/2024)";"Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"40CDGHE-3702";"RED WATER EARLY CHILDHOOD CENTER";"1931 N PEARL ST";"LEAKE";"CARTHAGE";39051;"601-298-9282";"Center based Child Care Facility";92;"PENDING (11/01/2023 - 10/31/2024)";"Early Head Start, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:45 AM To 05:15 PM";"No";
"40CDPFHE-7594";"STANDING PINE EARLY CHILDHOOD CENTER";"421 ARROWHEAD RD WALNUT";"LEAKE";"GROVE";39189;"601-504-5331";"Center based Child Care Facility";75;"ACTIVE (01/01/2023 - 12/31/2023)";"Early Head Start, Full Day, Head Start";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:00 AM To 05:30 PM";"No";
"40CDPF-7001";"THE GROWING PATCH";"122 HIGHWAY 35 N WALNUT";"LEAKE";"GROVE";39189;"601-900-9017";"Center based Child Care Facility";70;"ACTIVE (01/01/2023 - 12/31/2023)";"Full Day,Accepts MDHS Subsidy Children";"1 yr old, 2 yr old, 3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:30 PM";"Yes";
"40CFIH-2329";"WINSON AND DOVIE HUDSON HEAD START CENTER";"1305 HIGHWAY 16 W";"LEAKE";"CARTHAGE";39051;"601-267-4205";"Center based Child Care Facility";189;"PENDING (10/01/2023 - 09/30/2024)";"Head Start";"3 yr old, 4 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 04:30 PM";"No";
"40CBIE-2534";"WONDERFUL WORLD EARLY HEAD START CENTER";"314 PHILLIPS CIR WALNUT";"LEAKE";"GROVE";39189;"601-253-0080";"Center based Child Care Facility";30;"PENDING (11/01/2023 - 10/31/2024)";"Early Head Start";"Infant Care, 1 yr old, 2 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 07:30 AM To 04:30 PM";"No";
"41CCPFA-6587";"A RAINBOW OF LOVE & CHILDCARE LEARNING CENTER";"715 ROMIE HILL AVE";"LEE";"SHANNON";38868;"662-995-1043";"Center based Child Care Facility";40;"ACTIVE (09/01/2023 - 08/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 05:00 PM";"Yes";
"41CEPF-7517";"ALL GOD'S CHILDREN CHILD CARE AND PRESCHOOL TOO";"2508 S GLOSTER ST";"LEE";"TUPELO";38801;"662-678-1020";"Center based Child Care Facility";105;"ACTIVE (01/01/2023 - 12/31/2023)";"Full Day,Accepts MDHS Subsidy Children";"3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"41CFPFA-7717";"ALL GOD'S CHILDREN CHILDCARE PRESCHOOL & AFTERSCHOOL";"213 BROAD STREET";"LEE";"SHANNON";38868;"662-678-1020";"Center based Child Care Facility";176;"PENDING-INSPECTION (11/01/2023 - 10/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"Infant Care, 1 yr old, 2 yr old, 3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 05:30 AM To 05:30 PM";"Yes";
"41CCPFA-3525";"BEST EVER CHILDCARE SERVICES INC.";"312 W FRANKLIN ST";"LEE";"TUPELO";38804;"662-231-7812";"Center based Child Care Facility";31;"ACTIVE (06/01/2023 - 05/31/2024)";"School Age After School, Full Day,Accepts MDHS Subsidy Children";"3 yr old, 4 yr old, 5 yr old Pre-Sch, 5-9 yr old, 1 -12 yr old";"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec";"Monday-Friday 06:30 AM To 06:30 PM";"Yes";
