"ID";"Severity";"Inspection Type";"Date";"Deficiency Type";"Resolved";"Inspection URL"
33529;"High";"Complaint";"8/18/2022";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/10334/23389_fu_08-18-22.pdf"
33529;"Medium";"Renewal Application";"7/14/2022";"Staff Requirements";"Yes";
33529;"High";"Renewal Application";"5/3/2022";"Direct Supervision";"On Site";
33529;"High";"Complaint";"4/7/2022";"Staff Records";"Yes";
33529;"High";"Complaint";"4/7/2022";"Staff Requirements";"Yes";
33529;"N/A";"Complaint";"4/7/2022";"Staff Requirements";"Yes";
33529;"High";"Complaint";"4/7/2022";"Direct Supervision";"Yes";
33529;"High";"Complaint";"4/7/2022";"Staff Health";"Yes";
33529;"Medium";"Complaint";"4/7/2022";"Staff Health";"Yes";
33529;"High";"Renewal Application";"10/8/2020";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/5165/23389_ren_10082020.pdf"
33529;"Medium";"Renewal Application";"10/8/2020";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/5165/23389_ren_10082020.pdf"
33529;"High";"Annual Review";"3/3/2003";"Staff Requirements";"Yes";
33632;"High";"Renewal Application";"12/5/2022";"63-13-40 Background checks for employment";"Yes";
33632;"High";"Annual Review";"9/8/2022";"Staff Requirements";"Yes";
33632;"High";"Annual Review";"9/8/2022";"Direct Supervision";"Yes";
33632;"High";"Annual Review";"9/8/2022";"Ratios";"Yes";
33632;"High";"Annual Review";"9/8/2022";"63-13-40 Background checks for employment";"Yes";
33632;"High";"Annual Review";"11/10/2021";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"High";"Annual Review";"11/10/2021";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"Medium";"Annual Review";"11/10/2021";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"High";"Annual Review";"11/10/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"High";"Annual Review";"11/10/2021";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"High";"Annual Review";"11/10/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"High";"Annual Review";"11/10/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"Medium";"Annual Review";"11/10/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"High";"Annual Review";"11/10/2021";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/6760/23403_sv_11102021.pdf"
33632;"High";"Renewal Application";"11/10/2020";"Staff Requirements";"Yes";
33632;"High";"Renewal Application";"11/10/2020";"Staff Requirements";"Yes";
17916;"High";"Complaint";"1/5/2023";"Discipline and Behavior Management";"Yes";"https://www.scchildcare.org/InspectionReports/12349/p18279_cv_01-05-23.pdf"
17916;"High";"Annual Review";"10/21/2022";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/12281/18279_sv_10-21-22.pdf"
17916;"High";"Renewal Application";"2/17/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/7949/18279_ren_2-17-22.pdf"
17916;"High";"Annual Review";"9/22/2021";"Inspection";"Yes";
17916;"High";"Annual Review";"9/22/2021";"Outdoor Space";"Yes";
8941;"High";"Annual Review";"4/27/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/13772/852-sv-april-27-2023.pdf"
8941;"Low";"Annual Review";"4/27/2023";"A(2) Indoor Space & Conditions - Ventilation";"Pending";"https://www.scchildcare.org/InspectionReports/13772/852-sv-april-27-2023.pdf"
8941;"High";"Annual Review";"4/27/2023";"Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/13772/852-sv-april-27-2023.pdf"
8941;"High";"Complaint";"1/17/2023";"Discipline and Behavior Management";"Yes";
8941;"High";"Complaint";"9/16/2022";"Center Definitions";"Yes";
8941;"High";"Complaint";"9/16/2022";"Ratios";"Yes";
45679;"Medium";"Renewal Application";"1/6/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/11568/25210_ren_01-06-23.pdf"
45679;"Medium";"Renewal Application";"1/6/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/11568/25210_ren_01-06-23.pdf"
40833;"High";"Complaint";"7/13/2023";"Center Definitions";"On Site";
40833;"High";"Complaint";"7/13/2023";"Ratios";"On Site";
40833;"High";"Complaint";"7/18/2022";"Direct Supervision";"On Site";
40833;"High";"Complaint";"7/18/2022";"Nap Time Ratios";"On Site";
40833;"Medium";"Initial Application Follow Up";"6/29/2021";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/6586/40833_fe_06292021.pdf"
40833;"Medium";"Initial Application Follow Up";"6/29/2021";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/6586/40833_fe_06292021.pdf"
40833;"N/A";"Initial Application";"10/20/2020";"Provisions of License/Approval/Registration";"Yes";
11275;"High";"Annual Review";"6/14/2023";"Staff Requirements";"Yes";
11275;"N/A";"Annual Review";"6/14/2023";"Staff Requirements";"Yes";
11275;"High";"Annual Review";"6/14/2023";"Staff Health";"Yes";
11275;"Medium";"Annual Review";"6/14/2023";"Outdoor Space";"On Site";
11275;"High";"Complaint";"6/1/2022";"Staff Health";"On Site";
11275;"Medium";"Complaint";"6/1/2022";"Staff Health";"On Site";
11275;"High";"Complaint";"6/1/2022";"Discipline and Behavior Management";"On Site";
11275;"Medium";"Annual Review";"12/1/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/8474/l17926_annual_12012021.pdf"
11275;"High";"Annual Review";"12/1/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/8474/l17926_annual_12012021.pdf"
11275;"High";"Annual Review";"12/1/2021";"Rest Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/8474/l17926_annual_12012021.pdf"
11275;"Medium";"Annual Review";"12/1/2021";"Feeding Chairs";"On Site";"https://www.scchildcare.org/InspectionReports/8474/l17926_annual_12012021.pdf"
11275;"High";"Complaint";"1/15/2021";"Direct Supervision";"On Site";
11275;"High";"Complaint";"1/15/2021";"Discipline and Behavior Management";"On Site";
11275;"High";"Complaint";"1/15/2021";"Discipline and Behavior Management";"On Site";
11275;"High";"Complaint";"1/15/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";
11275;"Low";"Complaint";"1/15/2021";"Sanitation";"On Site";
11275;"High";"Complaint";"12/4/2020";"Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/10244/l17926_complaint_12042020.pdf"
2540;"Medium";"Renewal Application";"12/19/2022";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/11565/15910_ren_12-19-22.pdf"
2540;"Medium";"Renewal Application";"12/19/2022";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/11565/15910_ren_12-19-22.pdf"
2540;"High";"Renewal Application";"12/19/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/11565/15910_ren_12-19-22.pdf"
2540;"High";"Annual Review";"11/16/2022";"Direct Supervision";"On Site";
2540;"Medium";"Annual Review";"11/16/2022";"Diapering";"On Site";
2540;"High";"Complaint";"5/9/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8841/15910_cv_05092022.pdf"
2540;"High";"Annual Review";"11/18/2021";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/7228/15910_sv_11182021.pdf"
2021;"High";"Complaint";"8/29/2023";"Transportation";"Yes";"https://www.scchildcare.org/InspectionReports/15365/14034-complaint-august-29-2023.pdf"
2021;"Medium";"Complaint";"8/29/2023";"Transportation";"Yes";"https://www.scchildcare.org/InspectionReports/15365/14034-complaint-august-29-2023.pdf"
2021;"High";"Annual Review";"3/15/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/8118/14034-sv-march-15-2022.pdf"
2021;"High";"Annual Review";"3/15/2022";"Feeding Chairs";"On Site";"https://www.scchildcare.org/InspectionReports/8118/14034-sv-march-15-2022.pdf"
331;"High";"Annual Review";"11/10/2021";"Direct Supervision";"On Site";
331;"High";"Annual Review";"11/10/2021";"Ratios";"On Site";
331;"High";"Renewal Application";"9/9/2021";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/6976/l14419_renewal_09092021.pdf"
18546;"High";"Annual Review";"5/22/2023";"Rest Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/14643/p18560_av_05-22-23.pdf"
18546;"Medium";"Complaint";"3/22/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14143/p18560_cv_03-22-23.pdf"
18546;"High";"Complaint";"3/22/2023";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/14143/p18560_cv_03-22-23.pdf"
18546;"High";"Renewal Application";"9/14/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/12624/p18560_ren_09-14-22.pdf"
18546;"High";"Annual Review";"3/18/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/8385/18560_sv_3-18-22.pdf"
18546;"High";"Annual Review";"3/18/2022";"Fire Safety";"On Site";"https://www.scchildcare.org/InspectionReports/8385/18560_sv_3-18-22.pdf"
18546;"High";"Annual Review";"10/4/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/12459/p18560_av_10-04-21.pdf"
18546;"High";"Renewal Application";"10/15/2020";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/9663/18560_ren_10-15-2020.pdf"
18546;"N/A";"Renewal Application";"10/15/2020";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/9663/18560_ren_10-15-2020.pdf"
41893;"High";"Annual Review";"5/12/2023";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/14081/24738-sv-may-12-2023.pdf"
41893;"High";"Annual Review";"5/12/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/14081/24738-sv-may-12-2023.pdf"
41893;"High";"Annual Review";"5/12/2023";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/14081/24738-sv-may-12-2023.pdf"
41893;"High";"Complaint";"11/21/2022";"Feeding Chairs";"On Site";
1783;"Medium";"Renewal Application";"5/19/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/15396/750_ren_05-19-23.pdf"
2438;"High";"Renewal Application";"5/16/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/14840/302_ren_05-16-23.pdf"
2438;"High";"Renewal Application";"5/16/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/14840/302_ren_05-16-23.pdf"
2438;"High";"Renewal Application";"5/16/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14840/302_ren_05-16-23.pdf"
2438;"Medium";"Renewal Application";"5/16/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14840/302_ren_05-16-23.pdf"
2438;"High";"Annual Review";"9/13/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6127/302_sv_09132021.pdf"
2438;"High";"Annual Review";"9/13/2021";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/6127/302_sv_09132021.pdf"
2438;"Medium";"Renewal Application";"6/17/2021";"Staff Health";"Yes";
10285;"High";"Annual Review";"11/16/2022";"Staff Requirements";"Yes";
10285;"Medium";"Annual Review";"11/16/2022";"Staff Health";"Yes";
10285;"High";"Annual Review";"11/18/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/7220/908_sv_11182021.pdf"
10285;"Medium";"Annual Review";"11/18/2021";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/7220/908_sv_11182021.pdf"
10285;"Medium";"Annual Review";"11/18/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/7220/908_sv_11182021.pdf"
40454;"High";"Annual Review";"11/3/2022";"Procedure for Initial Registration";"Yes";"https://www.scchildcare.org/InspectionReports/11609/r24519_annual_11032022.pdf"
40454;"High";"Annual Review";"11/3/2022";"63-13-820 Registration Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/11609/r24519_annual_11032022.pdf"
20454;"High";"Renewal Application";"10/27/2020";"63-13-820 Registration Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/4699/22956_ren_10272020.pdf"
43754;"High";"Annual Review";"3/28/2023";"Provisions of the Registration";"On Site";"https://www.scchildcare.org/InspectionReports/13590/p24967_av_03-28-23.pdf"
43754;"N/A";"Annual Review";"3/28/2023";"Provisions of the Registration";"On Site";"https://www.scchildcare.org/InspectionReports/13590/p24967_av_03-28-23.pdf"
43754;"High";"Renewal Application";"12/5/2021";"63-13-40 Background checks for employment";"Yes";
532;"High";"Annual Review";"10/25/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/10830/l15491_annual_10252021.pdf"
34524;"Medium";"Annual Review";"3/3/2023";"63-13-820 Registration Requirements";"Pending";"https://www.scchildcare.org/InspectionReports/12987/r23655_annual_03032023.pdf"
34524;"Low";"Annual Review";"6/23/2021";"Procedures for Registration Renewal";"Pending";"https://www.scchildcare.org/InspectionReports/6244/r23655_annual_06232021.pdf"
34524;"Low";"Annual Review";"6/23/2021";"Procedures for Registration Renewal";"Yes";"https://www.scchildcare.org/InspectionReports/6244/r23655_annual_06232021.pdf"
34524;"Medium";"Annual Review";"6/23/2021";"63-13-820 Registration Requirements";"Pending";"https://www.scchildcare.org/InspectionReports/6244/r23655_annual_06232021.pdf"
34524;"Medium";"Annual Review";"6/23/2021";"63-13-820 Registration Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6244/r23655_annual_06232021.pdf"
7810;"High";"Renewal Application";"3/21/2022";"63-13-825 Training for Daycare Operators and Workers";"Yes";
7810;"High";"Renewal Application";"3/21/2021";"63-13-825 Training for Daycare Operators and Workers";"Yes";
37893;"Medium";"Renewal Application";"10/7/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/12623/p24838_ren_10-07-22.pdf"
37893;"High";"Annual Review Follow Up";"9/14/2022";"Center Definitions";"Yes";"https://www.scchildcare.org/InspectionReports/11312/24838_sv_09-14-22.pdf"
37893;"High";"Annual Review Follow Up";"9/14/2022";"Fire Safety";"Yes";"https://www.scchildcare.org/InspectionReports/11312/24838_sv_09-14-22.pdf"
37893;"High";"Annual Review Follow Up";"9/10/2021";"Center Definitions";"Yes";
37893;"High";"Annual Review Follow Up";"9/10/2021";"Staff Requirements";"Yes";
37893;"High";"Annual Review Follow Up";"9/10/2021";"Direct Supervision";"On Site";
37893;"High";"Annual Review Follow Up";"9/10/2021";"Ratios";"Yes";
37893;"High";"Annual Review Follow Up";"9/10/2021";"Staff Health";"On Site";
37893;"High";"Annual Review";"5/21/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5098/24838_sv_05212021.pdf"
37893;"High";"Annual Review";"5/21/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5098/24838_sv_05212021.pdf"
37893;"High";"Annual Review";"5/21/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/5098/24838_sv_05212021.pdf"
37893;"High";"Renewal Application";"11/17/2020";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/4716/24838_ren_11172020.pdf"
43876;"High";"Renewal Application";"11/12/2021";"63-13-40 Background checks for employment";"Yes";
20085;"High";"Annual Review";"6/3/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/9346/21034_sv_06-03-22.pdf"
20085;"High";"Complaint";"11/2/2021";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/7209/21034_comp_11022021.pdf"
20085;"High";"Complaint";"11/2/2021";"Diapering";"On Site";"https://www.scchildcare.org/InspectionReports/7209/21034_comp_11022021.pdf"
20085;"High";"Annual Review";"7/30/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6494/21034_sv_07302021.pdf"
20085;"Medium";"Annual Review";"7/30/2021";"Bathrooms";"On Site";"https://www.scchildcare.org/InspectionReports/6494/21034_sv_07302021.pdf"
20085;"Medium";"Renewal Application";"5/12/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/5066/21034_ren_05122021.pdf"
41531;"High";"Annual Review";"2/6/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/13094/p24653_ren_fu_02-06-23.pdf"
41531;"High";"Complaint";"11/4/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/12645/p24653_cv_11-04-22.pdf"
41531;"High";"Complaint";"11/4/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/12645/p24653_cv_11-04-22.pdf"
41531;"High";"Complaint";"11/4/2022";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/12645/p24653_cv_11-04-22.pdf"
4113;"High";"Annual Review";"6/17/2022";"63-13-840 Inspection of Family Childcare Homes";"On Site";
4113;"High";"Renewal Application";"2/17/2022";"63-13-825 Training for Daycare Operators and Workers";"Yes";
4113;"High";"Annual Review";"6/22/2021";"63-13-840 Inspection of Family Childcare Homes";"Yes";
4301;"High";"Annual Review";"12/7/2021";"Diapering";"On Site";
4301;"Medium";"Annual Review";"12/7/2021";"Indoor Space and Conditions - Environmental Hazards";"Pending";
4301;"Low";"Renewal Application";"7/20/2021";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/6255/r758_renewal_07202021.pdf"
4301;"Medium";"Renewal Application";"7/20/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6255/r758_renewal_07202021.pdf"
4301;"Medium";"Renewal Application";"7/20/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/6255/r758_renewal_07202021.pdf"
534;"High";"Review";"2/3/2022";"Direct Supervision";"On Site";
534;"High";"Review";"2/3/2022";"Ratios";"On Site";
534;"High";"Review";"2/3/2022";"Indoor Space and Conditions - Environmental Hazards";"On Site";
534;"High";"Review";"11/10/2021";"Center Definitions";"On Site";
534;"High";"Annual Review";"10/29/2021";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/6737/15499_sv_10292021.pdf"
534;"High";"Annual Review";"10/29/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/6737/15499_sv_10292021.pdf"
33139;"High";"Review";"7/12/2023";"Center Definitions";"Pending";
33139;"High";"Review";"7/12/2023";"Ratios";"Pending";
33139;"Medium";"Review";"7/12/2023";"Furniture, Toys, and Recreational Equipment";"Pending";
33139;"High";"Review";"7/12/2023";"63-13-30 Caregiver requirements";"Pending";
33139;"High";"Review";"7/12/2023";"63-13-40 Background checks for employment";"Pending";
33139;"High";"Annual Review";"6/7/2023";"Environmental Hazards";"Yes";
33139;"High";"Annual Review";"5/31/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/14940/p23339_av_05-31-23.pdf"
33139;"High";"Annual Review";"5/31/2023";"Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/14940/p23339_av_05-31-23.pdf"
33139;"High";"Annual Review";"6/13/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/9359/23339_sv_06-13-22.pdf"
33139;"High";"Annual Review";"6/13/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/9359/23339_sv_06-13-22.pdf"
33139;"High";"Annual Review";"6/13/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/9359/23339_sv_06-13-22.pdf"
33139;"High";"Annual Review";"6/13/2022";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/9359/23339_sv_06-13-22.pdf"
33139;"Medium";"Annual Review";"6/13/2022";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/9359/23339_sv_06-13-22.pdf"
33139;"High";"Annual Review";"6/13/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/9359/23339_sv_06-13-22.pdf"
33139;"High";"Complaint";"5/16/2022";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/9208/23339_com_05-16-22.pdf"
33139;"High";"Complaint";"5/16/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/9208/23339_com_05-16-22.pdf"
33139;"High";"Annual Review";"9/2/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/6403/23339_sv_09022021.pdf"
33139;"High";"Annual Review";"9/2/2021";"Meal Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6403/23339_sv_09022021.pdf"
33139;"High";"Complaint";"5/13/2021";"Inspection";"Yes";"https://www.scchildcare.org/InspectionReports/5081/23339_comp_05132021.pdf"
33139;"High";"Complaint";"5/13/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/5081/23339_comp_05132021.pdf"
33139;"N/A";"Complaint";"5/13/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/5081/23339_comp_05132021.pdf"
33139;"High";"Complaint";"5/13/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/5081/23339_comp_05132021.pdf"
33139;"High";"Complaint";"5/13/2021";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/5081/23339_comp_05132021.pdf"
33139;"High";"Complaint";"5/13/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/5081/23339_comp_05132021.pdf"
33139;"High";"Review";"5/13/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/5081/23339_comp_05132021.pdf"
33139;"High";"Review";"5/12/2021";"Direct Supervision";"Yes";
33139;"High";"Review";"5/12/2021";"Ratios";"Yes";
33139;"High";"Complaint";"3/4/2021";"Reporting of Incidents";"On Site";"https://www.scchildcare.org/InspectionReports/4838/23339_comp_03042021.pdf"
33139;"High";"Complaint";"3/4/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/4838/23339_comp_03042021.pdf"
33139;"High";"Complaint";"3/4/2021";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/4838/23339_comp_03042021.pdf"
33139;"High";"Complaint";"3/4/2021";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/4838/23339_comp_03042021.pdf"
33139;"High";"Renewal Application";"9/24/2020";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/4704/23339_ren_09242020.pdf"
33139;"Medium";"Renewal Application";"9/24/2020";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/4704/23339_ren_09242020.pdf"
770;"High";"Annual Review";"9/21/2022";"Environmental Hazards";"On Site";
6841;"Medium";"Annual Review";"7/5/2022";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/9468/l17182_annual_07052022.pdf"
6841;"High";"Renewal Application";"9/24/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6946/l17182_renewal_09242021.pdf"
46317;"High";"Annual Review";"4/24/2023";"Food Storage";"Yes";"https://www.scchildcare.org/InspectionReports/13806/l25521_annual_04242023.pdf"
46317;"High";"Review Follow Up";"11/30/2022";"Ratios";"On Site";
46317;"High";"Review Follow Up";"11/21/2022";"Sleeping";"On Site";
46317;"High";"Review Follow Up";"8/31/2022";"Direct Supervision";"On Site";
46317;"Medium";"Review Follow Up";"8/31/2022";"Food Preperation";"On Site";
38719;"Medium";"Annual Review";"3/30/2023";"Food Preperation";"On Site";"https://www.scchildcare.org/InspectionReports/13441/l24368_complaint_03302023.pdf"
38719;"High";"Annual Review";"3/30/2023";"Feeding Chairs";"On Site";"https://www.scchildcare.org/InspectionReports/13441/l24368_complaint_03302023.pdf"
38719;"Medium";"Annual Review";"10/6/2022";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/10651/l24368_annual_10062022.pdf"
38719;"High";"Annual Review";"10/6/2022";"Food Storage";"On Site";"https://www.scchildcare.org/InspectionReports/10651/l24368_annual_10062022.pdf"
38719;"Medium";"Renewal Application";"6/21/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/9484/l24368_renewal_06212022.pdf"
38719;"High";"Complaint";"4/12/2022";"Discipline and Behavior Management";"On Site";
38719;"High";"Annual Review";"10/14/2021";"Direct Supervision";"On Site";
38719;"Medium";"Annual Review";"10/14/2021";"Rest Equipment";"On Site";
38719;"High";"Complaint";"7/12/2021";"Child Records";"On Site";"https://www.scchildcare.org/InspectionReports/6899/l24368_complaint_07122021.pdf"
38719;"High";"Complaint";"7/12/2021";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/6899/l24368_complaint_07122021.pdf"
38719;"High";"Complaint";"7/12/2021";"Fire Safety";"On Site";"https://www.scchildcare.org/InspectionReports/6899/l24368_complaint_07122021.pdf"
44898;"High";"Review Follow Up";"10/4/2022";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/11264/l25174_follow-up_10042022.pdf"
44898;"Medium";"Review Follow Up";"10/4/2022";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/11264/l25174_follow-up_10042022.pdf"
44898;"High";"Review Follow Up";"10/4/2022";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/11264/l25174_follow-up_10042022.pdf"
44898;"High";"Review Follow Up";"10/4/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/11264/l25174_follow-up_10042022.pdf"
44898;"High";"Review Follow Up";"10/4/2022";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/11264/l25174_follow-up_10042022.pdf"
44898;"High";"Review Follow Up";"10/4/2022";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/11264/l25174_follow-up_10042022.pdf"
44898;"High";"Review Follow Up";"6/9/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/10409/l25174_follow-up_06092022.pdf"
44898;"High";"Review Follow Up";"3/14/2022";"Staff Requirements";"On Site";
44898;"N/A";"Review Follow Up";"3/14/2022";"Staff Requirements";"On Site";
44898;"Medium";"Review Follow Up";"3/8/2022";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/9299/l25174_follow-up_03082022.pdf"
44898;"High";"Review Follow Up";"3/8/2022";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/9299/l25174_follow-up_03082022.pdf"
44898;"Medium";"Review Follow Up";"3/8/2022";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/9299/l25174_follow-up_03082022.pdf"
44898;"High";"Review Follow Up";"3/8/2022";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/9299/l25174_follow-up_03082022.pdf"
44898;"Medium";"Review Follow Up";"3/8/2022";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/9299/l25174_follow-up_03082022.pdf"
44898;"High";"Review Follow Up";"3/8/2022";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/9299/l25174_follow-up_03082022.pdf"
44898;"High";"Complaint";"1/14/2022";"Staff Records";"On Site";
44898;"Medium";"Complaint";"1/14/2022";"Staff Records";"On Site";
44898;"High";"Complaint";"1/14/2022";"Staff Requirements";"On Site";
44898;"High";"Complaint";"1/14/2022";"Staff Requirements";"On Site";
44898;"High";"Complaint";"1/14/2022";"Staff Requirements";"Pending";
