"ID";"Inspection Type";"Date";"Inspection URL"
37071;"Initial Application";"8/16/2022";"https://www.scchildcare.org/InspectionReports/10180/24775_ren_08162022.pdf"
37071;"Annual Review";"5/19/2022";"https://www.scchildcare.org/InspectionReports/9160/24775_fu_05192022.pdf"
37071;"Annual Review";"3/24/2022";"https://www.scchildcare.org/InspectionReports/8232/24775_fu_03242022.pdf"
37071;"Annual Review";"10/15/2021";"https://www.scchildcare.org/InspectionReports/7014/24775_fu_10152021.pdf"
37071;"Annual Review";"10/1/2021";"https://www.scchildcare.org/InspectionReports/6143/24775_sv_10012021.pdf"
37071;"Initial Application";"4/14/2021";"https://www.scchildcare.org/InspectionReports/5014/24775_vren_04142021.pdf"
46198;"Complaint";"5/17/2023";"https://www.scchildcare.org/InspectionReports/14896/25574_cv_05-17-23.pdf"
46198;"Complaint";"3/23/2023";"https://www.scchildcare.org/InspectionReports/14000/25574_cv_03-23-23.pdf"
46198;"Initial Application";"2/15/2023";"https://www.scchildcare.org/InspectionReports/12217/25574_fe_02-15-23.pdf"
"CC046881";"ABC";"8/3/2023";"https://www.scchildcare.org/ABCInspectionReports/377/eva-m-owens-awesome-site_health-safety-2023_printtoedit.pdf"
24909;"Annual Review";"9/5/2023";"https://www.scchildcare.org/InspectionReports/15472/22635-sv-september-5-2023.pdf"
24909;"Annual Review";"10/19/2022";"https://www.scchildcare.org/InspectionReports/11117/22635-sv-october-19-2022.pdf"
24909;"Annual Review";"10/21/2021";"https://www.scchildcare.org/InspectionReports/5993/22635-sv-october-21-2021.pdf"
24909;"Initial Application";"9/28/2020";"https://www.scchildcare.org/InspectionReports/10967/22635-renewal-september-28-2020.pdf"
46258;"Complaint";"6/2/2023";"https://www.scchildcare.org/InspectionReports/14894/25408_cv_06-02-23.pdf"
46258;"Annual Review";"10/4/2022";"https://www.scchildcare.org/InspectionReports/12047/25408_sv_10-4-22.pdf"
46258;"Initial Application";"2/24/2022";"https://www.scchildcare.org/InspectionReports/7645/25408_fe_02242022.pdf"
32171;"Review";"3/3/2023";"https://www.scchildcare.org/InspectionReports/13273/p23049_av_03-03-23.pdf"
32171;"Annual Review";"5/12/2022";"https://www.scchildcare.org/InspectionReports/8873/23049_sv_5-12-22.pdf"
32171;"Initial Application";"11/3/2021";"https://www.scchildcare.org/InspectionReports/8523/23049_ren_11-3-21.pdf"
32171;"Annual Review";"9/13/2021";"https://www.scchildcare.org/InspectionReports/6322/23049_sv_09132021.pdf"
37359;"Annual Review";"2/9/2023";"https://www.scchildcare.org/InspectionReports/12724/l25358_annual_02092023.pdf"
37359;"Annual Review";"8/23/2022";"https://www.scchildcare.org/InspectionReports/10040/l25258_annual_08232022.pdf"
2359;"Annual Review";"5/8/2023";"https://www.scchildcare.org/InspectionReports/13841/79-sv-may-8-2023.pdf"
2359;"Initial Application";"8/22/2022";"https://www.scchildcare.org/InspectionReports/10283/79-renewal-august-22-2022.pdf"
2359;"Annual Review";"5/11/2022";"https://www.scchildcare.org/InspectionReports/8947/79-sv-may-11-2022.pdf"
2359;"Annual Review";"5/3/2021";"https://www.scchildcare.org/InspectionReports/5382/79-sv-may-3-2021.pdf"
45786;"Complaint";"6/30/2023";"https://www.scchildcare.org/InspectionReports/15224/25306-complaint-june-30-2023.pdf"
45786;"Annual Review";"4/28/2023";"https://www.scchildcare.org/InspectionReports/13866/25306-sv-april-28-2023.pdf"
45786;"Annual Review";"10/18/2022";"https://www.scchildcare.org/InspectionReports/11171/25306-sv-october-18-2022.pdf"
45786;"Complaint";"7/14/2022";"https://www.scchildcare.org/InspectionReports/9738/25306-complaint-july-14-2022.pdf"
10397;"Review";"3/16/2023";"https://www.scchildcare.org/InspectionReports/13127/923-sv-march-16-2023.pdf"
10397;"Annual Review";"4/26/2022";"https://www.scchildcare.org/InspectionReports/8686/923-sv-april-26-2022.pdf"
10397;"Annual Review";"11/17/2021";"https://www.scchildcare.org/InspectionReports/6865/923-sv-november-17-2021.pdf"
2501;"Annual Review";"12/9/2022";"https://www.scchildcare.org/InspectionReports/12732/129_av_12-09-22.pdf"
2501;"Annual Review";"5/23/2022";"https://www.scchildcare.org/InspectionReports/9979/129_fu_05232022.pdf"
2501;"Initial Application";"4/6/2022";"https://www.scchildcare.org/InspectionReports/10279/129_ren_04042022.pdf"
2501;"Annual Review";"9/29/2021";"https://www.scchildcare.org/InspectionReports/8059/129_sv_09292021.pdf"
37491;"Renewal Application";"4/28/2023";"https://www.scchildcare.org/InspectionReports/14185/cc037491_ren_04-28-23.pdf"
37491;"Annual Review";"2/10/2023";"https://www.scchildcare.org/InspectionReports/14696/p24151_av_02-10-23.pdf"
37491;"Annual Review";"8/24/2022";"https://www.scchildcare.org/InspectionReports/10333/24151_sv_08-29-22.pdf"
37491;"Annual Review";"11/8/2021";"https://www.scchildcare.org/InspectionReports/7142/24151_sv_11082021.pdf"
37491;"Initial Application";"5/18/2021";"https://www.scchildcare.org/InspectionReports/6388/24151_ren_05182021.pdf"
30931;"Annual Review";"2/8/2023";"https://www.scchildcare.org/InspectionReports/14692/p22929_av_02-08-23.pdf"
30931;"Complaint";"10/19/2022";"https://www.scchildcare.org/InspectionReports/12659/p22929_cv_10-19-22.pdf"
30931;"Annual Review";"3/23/2022";"https://www.scchildcare.org/InspectionReports/8630/22929_sv_3-23-22.pdf"
30931;"Annual Review";"12/2/2021";"https://www.scchildcare.org/InspectionReports/8623/22929_sv_12-2-21.pdf"
30931;"Initial Application";"9/21/2021";"https://www.scchildcare.org/InspectionReports/6349/22929_ren_09212021.pdf"
17917;"Annual Review";"10/21/2022";"https://www.scchildcare.org/InspectionReports/12280/18278_sv_10-21-22.pdf"
17917;"Initial Application";"2/17/2022";"https://www.scchildcare.org/InspectionReports/8581/18278_ren_2-17-22.pdf"
17917;"Annual Review";"9/22/2021";"https://www.scchildcare.org/InspectionReports/6373/18278_sv_09222021.pdf"
1952;"Annual Review";"4/27/2023";"https://www.scchildcare.org/InspectionReports/14361/l13274_annual_04272023.pdf"
1952;"Initial Application";"8/5/2022";"https://www.scchildcare.org/InspectionReports/10049/l13274_renewal_08052022.pdf"
1952;"Annual Review";"7/6/2022";"https://www.scchildcare.org/InspectionReports/9460/l13274_annual_07062022.pdf"
1952;"Complaint";"3/9/2022";"https://www.scchildcare.org/InspectionReports/11056/l13274_complaint_03092022.pdf"
1952;"Annual Review";"9/13/2021";"https://www.scchildcare.org/InspectionReports/6974/l13274_annual_09132021.pdf"
1952;"Complaint";"9/18/2020";"https://www.scchildcare.org/InspectionReports/5635/l13274_complaint_09182020.pdf"
46180;"Renewal Application";"8/29/2023";"https://www.scchildcare.org/InspectionReports/15387/25341-renewal-august-29-2023.pdf"
46180;"Annual Review";"4/6/2022";"https://www.scchildcare.org/InspectionReports/8382/25341-sv-april-6-2022.pdf"
46180;"Initial Application";"10/11/2021";"https://www.scchildcare.org/InspectionReports/5910/46180-full-evaluation-october-11-2021.pdf"
47250;"Initial Application";"8/16/2023";"https://www.scchildcare.org/InspectionReports/15452/25815_fe_08-16-23.pdf"
46402;"Annual Review";"5/16/2023";"https://www.scchildcare.org/InspectionReports/14627/p25438_av_05-16-23.pdf"
46402;"Annual Review";"10/24/2022";"https://www.scchildcare.org/InspectionReports/12658/p25438_fu_10-24-22.pdf"
46402;"Annual Review";"10/21/2022";"https://www.scchildcare.org/InspectionReports/12631/p25438_fu_10-21-22.pdf"
46402;"Initial Application";"5/25/2022";"https://www.scchildcare.org/InspectionReports/9114/25438_fe_05-25-22.pdf"
45729;"Annual Review";"6/14/2023";"https://www.scchildcare.org/InspectionReports/15001/p25244_av_6-14-23.pdf"
45729;"Annual Review";"6/14/2023";"https://www.scchildcare.org/InspectionReports/15265/p25244_av_6-14-23.pdf"
45729;"Application";"2/1/2023";"https://www.scchildcare.org/InspectionReports/13236/cc045729_ren_02-01-23.pdf"
45729;"Annual Review";"7/12/2022";"https://www.scchildcare.org/InspectionReports/10355/25244_fu_07-12-22.pdf"
45729;"Annual Review";"6/3/2022";"https://www.scchildcare.org/InspectionReports/9091/25244_sv_06-03-22.pdf"
45729;"Complaint";"2/2/2022";"https://www.scchildcare.org/InspectionReports/8457/25244_comp_2-2-22.pdf"
45729;"Complaint";"12/7/2021";"https://www.scchildcare.org/InspectionReports/7181/25244_comp_12072021.pdf"
45729;"Annual Review";"12/7/2021";"https://www.scchildcare.org/InspectionReports/7207/25244_sv_12072021.pdf"
45729;"Complaint";"10/25/2021";"https://www.scchildcare.org/InspectionReports/6275/25244_comp_10252021.pdf"
44599;"Annual Review";"5/19/2023";"https://www.scchildcare.org/InspectionReports/14625/p25192_av_05-19-23.pdf"
44599;"Initial Application";"12/1/2022";"https://www.scchildcare.org/InspectionReports/12368/cc044599_ren_12-01-22.pdf"
44599;"Annual Review";"8/30/2022";"https://www.scchildcare.org/InspectionReports/12534/p25192_av_08-30-22.pdf"
44599;"Annual Review";"12/3/2021";"https://www.scchildcare.org/InspectionReports/7201/25192_sv_12032021.pdf"
45229;"Initial Application";"10/6/2022";"https://www.scchildcare.org/InspectionReports/11910/25166_rv_10-6-22.pdf"
45229;"Annual Review";"9/13/2022";"https://www.scchildcare.org/InspectionReports/10869/25166_sv_09132022.pdf"
45229;"Annual Review";"11/10/2021";"https://www.scchildcare.org/InspectionReports/9760/25166_sv_11102021.pdf"
45229;"Initial Application";"5/5/2021";"https://www.scchildcare.org/InspectionReports/5051/25166l_vfe_05052021.pdf"
17679;"Annual Review";"5/30/2023";"https://www.scchildcare.org/InspectionReports/14478/r18073_annual_05302023.pdf"
17679;"Annual Review";"11/30/2022";"https://www.scchildcare.org/InspectionReports/11593/r18073_annual_11302022.pdf"
17679;"Initial Application";"10/11/2022";"https://www.scchildcare.org/InspectionReports/11060/r18073_renewal_10112022.pdf"
17679;"Annual Review";"5/19/2021";"https://www.scchildcare.org/InspectionReports/10687/r18073_annual_05192021.pdf"
39668;"Annual Review";"3/21/2022";"https://www.scchildcare.org/InspectionReports/8482/l24761_annual_03212022.pdf"
39668;"Annual Review";"3/2/2022";"https://www.scchildcare.org/InspectionReports/9327/l24761_renewal_03022022.pdf"
39668;"Annual Review";"8/30/2021";"https://www.scchildcare.org/InspectionReports/6985/l24761_annual_08302021.pdf"
39668;"Annual Review";"9/18/2020";"https://www.scchildcare.org/InspectionReports/4466/l24761_renewal_09182020.pdf"
43947;"Review";"3/27/2023";"https://www.scchildcare.org/InspectionReports/13321/25007_av_03-27-23.pdf"
43947;"Annual Review";"6/22/2022";"https://www.scchildcare.org/InspectionReports/9671/25007_sv_06222022.pdf"
43947;"Initial Application";"1/5/2022";"https://www.scchildcare.org/InspectionReports/7625/25007_ren_01052022.pdf"
43947;"Annual Review";"12/2/2021";"https://www.scchildcare.org/InspectionReports/7758/25007l_fu_12022021.pdf"
43947;"Annual Review";"6/9/2021";"https://www.scchildcare.org/InspectionReports/6653/25007_sv_06092021.pdf"
43947;"Initial Application";"10/14/2020";"https://www.scchildcare.org/InspectionReports/5038/25007_fe_10142020.pdf"
42845;"Annual Review";"12/12/2022";"https://www.scchildcare.org/InspectionReports/11705/l24982_annual_12122022.pdf"
42845;"Annual Review";"4/25/2022";"https://www.scchildcare.org/InspectionReports/9076/a24982_renewal_04252022.pdf"
8384;"Renewal Application";"4/20/2023";"https://www.scchildcare.org/InspectionReports/14083/cc008384_ren_04-20-23.pdf"
8384;"Annual Review";"8/25/2022";"https://www.scchildcare.org/InspectionReports/12562/p24067_av_08-25-22.pdf"
8384;"Complaint";"12/9/2021";"https://www.scchildcare.org/InspectionReports/8452/24067_comp_12-9-21.pdf"
46232;"Review";"3/7/2023";"https://www.scchildcare.org/InspectionReports/13038/25381-sv-march-7-2023.pdf"
46232;"Annual Review";"11/1/2022";"https://www.scchildcare.org/InspectionReports/11222/25381-follow-up-november-1-2022.pdf"
46232;"Complaint";"9/26/2022";"https://www.scchildcare.org/InspectionReports/11221/25381-complaint-september-26-2022.pdf"
46232;"Complaint";"6/17/2022";"https://www.scchildcare.org/InspectionReports/10304/25381-complaint-june-17-2022.pdf"
46232;"Annual Review";"5/16/2022";"https://www.scchildcare.org/InspectionReports/8943/25381-sv-may-16-2022.pdf"
46232;"Complaint";"4/20/2022";"https://www.scchildcare.org/InspectionReports/8717/25381-complaint-april-20-2022.pdf"
46232;"Annual Review";"2/23/2022";"https://www.scchildcare.org/InspectionReports/7938/25381-followup-february-23-2022.pdf"
46087;"Annual Review";"4/27/2023";"https://www.scchildcare.org/InspectionReports/14755/25477_av_04-27-23.pdf"
46087;"Initial Application";"11/10/2022";"https://www.scchildcare.org/InspectionReports/12223/25477_fe_11-10-22.pdf"
"CC046860";"ABC";"7/24/2023";"https://www.scchildcare.org/ABCInspectionReports/373/kids-limited_health-safety-2023_signed-7-24-2023-1.pdf"
"CC046860";"ABC";"9/16/2022";"https://www.scchildcare.org/ABCInspectionReports/234/exempt-health-and-safety-inspection-kids-ltd-afterschool-site-09-16-22.pdf"
40414;"Annual Review";"6/14/2023";"https://www.scchildcare.org/InspectionReports/14465/24518-sv-june-14-2023.pdf"
40414;"Renewal Application";"3/9/2023";"https://www.scchildcare.org/InspectionReports/13793/24518-renewal-march-9-2023.pdf"
40414;"Complaint";"10/25/2022";"https://www.scchildcare.org/InspectionReports/11140/24518-complaint-october-25-2022.pdf"
40414;"Complaint";"10/3/2022";"https://www.scchildcare.org/InspectionReports/11141/24518-complaint-october-25-2022.pdf"
40414;"Complaint";"4/5/2022";"https://www.scchildcare.org/InspectionReports/8332/24518-complaint-april-5-2022.pdf"
40414;"Annual Review";"10/20/2021";"https://www.scchildcare.org/InspectionReports/6001/24518-sv-october-20-2021.pdf"
40414;"Annual Review";"4/1/2021";"https://www.scchildcare.org/InspectionReports/5365/24518-sv-april-1-2021.pdf"
46574;"Renewal Application";"4/18/2023";"https://www.scchildcare.org/InspectionReports/13695/25558_fe_04-18-23.pdf"
46190;"Annual Review";"1/30/2023";"https://www.scchildcare.org/InspectionReports/12180/25390-follow-up-january-30-2023.pdf"
46190;"Annual Review";"1/5/2023";"https://www.scchildcare.org/InspectionReports/11966/25390-sv-january-5-2023.pdf"
46190;"Annual Review";"8/4/2022";"https://www.scchildcare.org/InspectionReports/9714/25390-follow-up-august-4-2022.pdf"
46190;"Annual Review";"7/21/2022";"https://www.scchildcare.org/InspectionReports/9715/25390-sv-july-21-2022.pdf"
46190;"Annual Review";"5/6/2022";"https://www.scchildcare.org/InspectionReports/8741/25390-follow-up-may-6-2022.pdf"
46190;"Complaint";"4/25/2022";"https://www.scchildcare.org/InspectionReports/8718/25390-complaint-april-25-2022.pdf"
46190;"Complaint";"4/7/2022";"https://www.scchildcare.org/InspectionReports/8383/25390-complaint-april-7-2022.pdf"
44470;"Complaint";"8/17/2023";"https://www.scchildcare.org/InspectionReports/15384/25002-complaint-august-17-2023.pdf"
44470;"Annual Review";"8/8/2023";"https://www.scchildcare.org/InspectionReports/15223/25002-sv-august-8-2023.pdf"
44470;"Complaint";"6/1/2023";"https://www.scchildcare.org/InspectionReports/14870/25002-complaint-june-1-2023.pdf"
44470;"Complaint";"5/25/2023";"https://www.scchildcare.org/InspectionReports/14871/25002-complaint-may-25-2023.pdf"
44470;"Complaint";"4/11/2023";"https://www.scchildcare.org/InspectionReports/14869/25002-complaint-april-11-2023.pdf"
44470;"Complaint";"3/15/2023";"https://www.scchildcare.org/InspectionReports/13795/25002-complaint-march-15-2023.pdf"
44470;"Complaint";"2/28/2023";"https://www.scchildcare.org/InspectionReports/13723/25002-complaint-february-28-2023.pdf"
44470;"Complaint";"2/9/2023";"https://www.scchildcare.org/InspectionReports/13143/25002-complaint-february-9-2023.pdf"
44470;"Annual Review";"12/20/2022";"https://www.scchildcare.org/InspectionReports/12943/25002-follow-up-december-20-2022.pdf"
44470;"Annual Review";"12/5/2022";"https://www.scchildcare.org/InspectionReports/12944/25002-follow-up-december-5-2022.pdf"
44470;"Annual Review";"11/30/2022";"https://www.scchildcare.org/InspectionReports/12836/25002-follow-up-november-30-2022.pdf"
44470;"Annual Review";"11/22/2022";"https://www.scchildcare.org/InspectionReports/12812/25002-follow-up-november-22-2022.pdf"
44470;"Annual Review";"11/2/2022";"https://www.scchildcare.org/InspectionReports/12811/25002-follow-up-november-2-2022.pdf"
44470;"Annual Review";"10/13/2022";"https://www.scchildcare.org/InspectionReports/12813/25002-follow-up-october-13-2022.pdf"
44470;"Complaint";"9/21/2022";"https://www.scchildcare.org/InspectionReports/12939/25002-complaint-september-21-2022.pdf"
44470;"Complaint";"9/8/2022";"https://www.scchildcare.org/InspectionReports/10206/25002-complaint-september-8-2022.pdf"
44470;"Complaint";"8/22/2022";"https://www.scchildcare.org/InspectionReports/10017/25002-complaint-and-follow-up-august-22-2022.pdf"
44470;"Complaint";"6/9/2022";"https://www.scchildcare.org/InspectionReports/9708/25002-complaint-and-follow-up-june-9-2022.pdf"
44470;"Annual Review";"5/9/2022";"https://www.scchildcare.org/InspectionReports/8936/25002-sv-may-9-2022.pdf"
44470;"Initial Application";"9/24/2021";"https://www.scchildcare.org/InspectionReports/6807/25002-renewal-september-24-2021.pdf"
44470;"Annual Review";"8/23/2021";"https://www.scchildcare.org/InspectionReports/7713/25002-sv-august-23-2021.pdf"
44470;"Complaint";"5/13/2021";"https://www.scchildcare.org/InspectionReports/5440/25002-complaint-may-13-2021.pdf"
41222;"Annual Review Follow Up";"4/19/2023";"https://www.scchildcare.org/InspectionReports/14035/24915_fu_av_04-19-23.pdf"
41222;"Review";"12/15/2022";"https://www.scchildcare.org/InspectionReports/13062/24915_av_12-15-22.pdf"
41222;"Annual Review";"11/1/2021";"https://www.scchildcare.org/InspectionReports/10615/24915_sv_11_01_2021.pdf"
45018;"Initial Application";"12/8/2022";"https://www.scchildcare.org/InspectionReports/12889/appcc045018_fe_12082022.pdf"
32763;"Renewal Application";"5/2/2023";"https://www.scchildcare.org/InspectionReports/15270/l25189_renewal_05022023.pdf"
32763;"Initial Application";"4/20/2023";"https://www.scchildcare.org/InspectionReports/13768/l25189_fe_04202023.pdf"
46822;"Renewal Application";"6/2/2023";"https://www.scchildcare.org/InspectionReports/14929/cc046822_fe_06-02-23.pdf"
46822;"Annual Review Follow Up";"4/28/2023";"https://www.scchildcare.org/InspectionReports/14520/p25587_fu_04-28-23.pdf"
46822;"Initial Application";"2/24/2023";"https://www.scchildcare.org/InspectionReports/13962/cc046822_fe_02-24-23.pdf"
46822;"Renewal Application";"2/24/2023";"https://www.scchildcare.org/InspectionReports/14524/cc046822_fe_02-24-23.pdf"
46822;"Annual Review Follow Up";"1/18/2023";"https://www.scchildcare.org/InspectionReports/13989/p25587_fu_01-18-23.pdf"
46822;"Annual Review Follow Up";"1/6/2023";"https://www.scchildcare.org/InspectionReports/13988/p25587_fu_01-06-23.pdf"
"CC045823";"ABC";"2/3/2023";"https://www.scchildcare.org/ABCInspectionReports/301/ian23.pdf"
"CC045823";"ABC";"10/11/2022";"https://www.scchildcare.org/ABCInspectionReports/281/exempt-health-and-safety-inspection-version-4-11-3-2021-signed.pdf"
"CC045823";"ABC";"9/8/2021";"https://www.scchildcare.org/ABCInspectionReports/123/lcehs-(002).pdf"
46133;"Annual Review Follow Up";"4/12/2023";"https://www.scchildcare.org/InspectionReports/13811/l25461_follow-up_04122023.pdf"
46632;"Complaint";"7/12/2023";"https://www.scchildcare.org/InspectionReports/14876/25515-complaint-july-12-2023.pdf"
46632;"Review";"3/27/2023";"https://www.scchildcare.org/InspectionReports/13340/25515-follow-up-march-27-2023.pdf"
46632;"Review";"2/27/2023";"https://www.scchildcare.org/InspectionReports/13040/25515-sv-february-27-2023.pdf"
46632;"Annual Review";"9/28/2022";"https://www.scchildcare.org/InspectionReports/11179/25515-sv-september-28-2022.pdf"
46632;"Initial Application";"8/17/2022";"https://www.scchildcare.org/InspectionReports/12851/25515-full-evaulation-august-17-2022.pdf"
45009;"Annual Review Follow Up";"3/14/2023";"https://www.scchildcare.org/InspectionReports/13421/l25357_follow-up_03142023.pdf"
45009;"Complaint";"9/8/2022";"https://www.scchildcare.org/InspectionReports/10807/l25357_complaint_09082022.pdf"
45009;"Complaint";"8/2/2022";"https://www.scchildcare.org/InspectionReports/10806/l25357_complaint_08022022.pdf"
45009;"Complaint";"6/20/2022";"https://www.scchildcare.org/InspectionReports/10655/l25357_complaint_06202022.pdf"
45009;"Annual Review";"1/24/2022";"https://www.scchildcare.org/InspectionReports/10221/l25357_follow-up_01242022.pdf"
45009;"Complaint";"11/30/2021";"https://www.scchildcare.org/InspectionReports/10664/l25357_complaint_11302021.pdf"
46375;"Complaint";"4/19/2023";"https://www.scchildcare.org/InspectionReports/14108/p25486_com_04-19-23.pdf"
46375;"Complaint";"3/10/2023";"https://www.scchildcare.org/InspectionReports/13602/p25486_cv_03-10-23.pdf"
46375;"Complaint";"12/14/2022";"https://www.scchildcare.org/InspectionReports/12514/p25486_cv_12-14-22.pdf"
46375;"Annual Review";"9/26/2022";"https://www.scchildcare.org/InspectionReports/12673/25486_sv_09-26-22.pdf"
46375;"Initial Application";"7/22/2022";"https://www.scchildcare.org/InspectionReports/10113/25486_fe_7-22-22.pdf"
22331;"Annual Review";"2/7/2023";"https://www.scchildcare.org/InspectionReports/12122/21730-sv-february-7-2023.pdf"
22331;"Initial Application";"8/4/2022";"https://www.scchildcare.org/InspectionReports/10079/21730-sv-may-23-2022.pdf"
22331;"Annual Review";"5/23/2022";"https://www.scchildcare.org/InspectionReports/10080/21730-sv-may-23-2022.pdf"
22331;"Annual Review";"5/2/2022";"https://www.scchildcare.org/InspectionReports/8919/21730-sv-may-23-2022.pdf"
22331;"Annual Review";"10/12/2021";"https://www.scchildcare.org/InspectionReports/6094/21730-sv-october-12-2021.pdf"
39729;"Renewal Application";"3/14/2023";"https://www.scchildcare.org/InspectionReports/14349/l24505_renewal_03142023.pdf"
39729;"Review";"2/28/2023";"https://www.scchildcare.org/InspectionReports/13074/l24505_annual_02282023.pdf"
39729;"Annual Review";"4/21/2022";"https://www.scchildcare.org/InspectionReports/9294/l24505_annual_04212022.pdf"
39729;"Annual Review";"5/26/2021";"https://www.scchildcare.org/InspectionReports/6299/l24505_renewal_05262021.pdf"
"CC046749";"ABC";"4/20/2023";"https://www.scchildcare.org/ABCInspectionReports/318/little-smurf-school-age-health-safety-inspection-form-signed.pdf"
45649;"Annual Review";"2/9/2023";"https://www.scchildcare.org/InspectionReports/12106/25181-sv-february-9-2023.pdf"
45649;"Initial Application";"12/22/2022";"https://www.scchildcare.org/InspectionReports/12179/25181-renewal-december-22-2023.pdf"
45649;"Annual Review";"10/13/2022";"https://www.scchildcare.org/InspectionReports/11236/25181-sv-october-13-2022.pdf"
45649;"Annual Review";"8/25/2021";"https://www.scchildcare.org/InspectionReports/5950/25181-sv-august-25-2021.pdf"
"CC046361";"ABC";"6/15/2023";"https://www.scchildcare.org/ABCInspectionReports/364/long-bay-youth-enrichment_exempt-hs-2023_follow-up-signed-002.pdf"
"CC046361";"ABC";"6/1/2023";"https://www.scchildcare.org/ABCInspectionReports/358/long-bay-youth_hs-june-2023.pdf"
45711;"Renewal Application";"4/5/2023";"https://www.scchildcare.org/InspectionReports/15292/l25298_renewal_04052023.pdf"
45711;"Annual Review";"12/6/2022";"https://www.scchildcare.org/InspectionReports/11883/l25298_annual_12062022.pdf"
45726;"Annual Review";"5/30/2023";"https://www.scchildcare.org/InspectionReports/14304/25231-sv-may-30-2023.pdf"
45726;"Application";"2/22/2023";"https://www.scchildcare.org/InspectionReports/13412/25231-renewal-february-22-2023.pdf"
45726;"Annual Review";"12/16/2022";"https://www.scchildcare.org/InspectionReports/12838/25231-follow-up-december-16-2022.pdf"
45726;"Annual Review";"11/30/2022";"https://www.scchildcare.org/InspectionReports/12817/25231-follow-up-november-30-2022.pdf"
45726;"Complaint";"11/4/2022";"https://www.scchildcare.org/InspectionReports/11237/25231-complaint-november-4-2022.pdf"
45726;"Annual Review";"5/16/2022";"https://www.scchildcare.org/InspectionReports/8987/25231-sv-may-16-2022.pdf"
45726;"Annual Review";"9/29/2021";"https://www.scchildcare.org/InspectionReports/5902/25231-sv-september-29-2021.pdf"
45726;"Initial Application";"8/17/2021";"https://www.scchildcare.org/InspectionReports/12863/45726-full-evaluation-august-17-2021.pdf"
41115;"Renewal Application";"5/16/2023";"https://www.scchildcare.org/InspectionReports/14789/24567-renewal-may-16-2023.pdf"
41115;"Review";"3/15/2023";"https://www.scchildcare.org/InspectionReports/13227/24567-sv-march-15-2023.pdf"
41115;"Annual Review";"4/29/2022";"https://www.scchildcare.org/InspectionReports/8704/24567-sv-april-29-2022.pdf"
41115;"Annual Review";"9/28/2021";"https://www.scchildcare.org/InspectionReports/6148/24567-sv-september-28-2021.pdf"
46798;"Annual Review Follow Up";"4/13/2023";"https://www.scchildcare.org/InspectionReports/14260/l25673_follow-up_04132023.pdf"
"CC045779";"ABC";"1/18/2023";"https://www.scchildcare.org/ABCInspectionReports/296/pdf-scanner-18-01-23-3-28-04.pdf"
"CC045779";"ABC";"9/26/2022";"https://www.scchildcare.org/ABCInspectionReports/261/hs.pdf"
"CC045779";"ABC";"9/9/2021";"https://www.scchildcare.org/ABCInspectionReports/148/masterminds-academy-health-and-safety-inspection.pdf"
42493;"Annual Review";"1/18/2023";"https://www.scchildcare.org/InspectionReports/11464/24788_fu_01-18-23.pdf"
42493;"Annual Review";"10/27/2022";"https://www.scchildcare.org/InspectionReports/11935/24788_sv_10-27-22.pdf"
42493;"Initial Application";"5/25/2022";"https://www.scchildcare.org/InspectionReports/9377/24788_ren_05252022.pdf"
42493;"Annual Review";"11/16/2021";"https://www.scchildcare.org/InspectionReports/10621/24788_sv_-11_16_2021.pdf"
42493;"Initial Application";"10/20/2020";"https://www.scchildcare.org/InspectionReports/5020/24788l_vren_10202020.pdf"
17743;"Complaint";"4/28/2023";"https://www.scchildcare.org/InspectionReports/13950/p18137_com_04-28-23.pdf"
17743;"Renewal Application";"4/26/2023";"https://www.scchildcare.org/InspectionReports/13936/cc017743_ren_04-26-23.pdf"
17743;"Complaint";"4/24/2023";"https://www.scchildcare.org/InspectionReports/13949/p18137_com_04-24-23.pdf"
17743;"Annual Review Follow Up";"4/20/2023";"https://www.scchildcare.org/InspectionReports/14090/p18137_fu_04-20-23.pdf"
17743;"Review";"3/8/2023";"https://www.scchildcare.org/InspectionReports/13269/p18137_fu_03-08-23.pdf"
17743;"Complaint";"2/24/2023";"https://www.scchildcare.org/InspectionReports/14565/p18137_cv_02-24-23.pdf"
17743;"Complaint";"1/25/2023";"https://www.scchildcare.org/InspectionReports/13103/p18137_cv_1-25-23.pdf"
17743;"Complaint";"9/26/2022";"https://www.scchildcare.org/InspectionReports/12465/18137_com_09-26-22.pdf"
17743;"Complaint";"3/28/2022";"https://www.scchildcare.org/InspectionReports/8401/18137_comp_3-28-22.pdf"
17743;"Complaint";"3/17/2022";"https://www.scchildcare.org/InspectionReports/8402/18137_comp_3-17-22.pdf"
17743;"Complaint";"2/11/2022";"https://www.scchildcare.org/InspectionReports/7958/18137_comp_2-11-22.pdf"
17743;"Annual Review";"10/20/2021";"https://www.scchildcare.org/InspectionReports/6281/18137_sv_10202021.pdf"
17743;"Initial Application";"3/25/2021";"https://www.scchildcare.org/InspectionReports/4820/18137_ren_03252021.pdf"
17743;"Annual Review";"2/16/2021";"https://www.scchildcare.org/InspectionReports/9664/18137_fu_02-16-2021.pdf"
46086;"Annual Review";"1/18/2023";"https://www.scchildcare.org/InspectionReports/11550/25369_av_01-18-23.pdf"
46086;"Annual Review";"6/7/2022";"https://www.scchildcare.org/InspectionReports/9178/25369_sv_06072022.pdf"
46086;"Initial Application";"2/24/2022";"https://www.scchildcare.org/InspectionReports/7643/25369_fe_02242022.pdf"
