"Provider ID";"Type";"Regulation/Restriction";"Create Date";"Due Date";"Corrected Date";"Status"
149265;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"03/21/2022";"03/31/2022";"04/21/2022";"Final"
149265;"Violation";"3.4.3: A system for taking attendance, including documentation of the time when each child arrives and departs each day he/she attends the CBCCPP, shall be established. The licensee shall save all daily attendance records identifying the hours of children's attendance for at least twelve (12) months from the date that care is provided.";"11/20/2019";"12/06/2019";"01/10/2020";"Final"
149265;"Violation";"2.3.9.3: The licensee shall ensure that all staff have met ongoing background check requirements by submitting at least once every five (5) years a Records Check Authorization form to the Division and as required shall submit to fingerprinting.";"11/20/2019";"12/06/2019";"01/10/2020";"Final"
149265;"Violation";"6.2.7.3: Staff shall use positive methods of guidance and behavior management that encourage self-control, self-direction, self-esteem and cooperation.";"09/23/2019";"10/08/2019";"10/11/2019";"Final"
149265;"Violation";"2.3.9.3: The licensee shall ensure that all staff have met ongoing background check requirements by submitting at least once every five (5) years a Records Check Authorization form to the Division and as required shall submit to fingerprinting.";"01/11/2018";"01/11/2018";"01/11/2018";"Final"
2857;"Violation";"V10: Children in care shall be protected from any and all conditions which threaten a child's health, safety and well-being. This includes protecting children from stoves, pools, poisons, window covering pull cords, asbestos, wells, known vicious animals, medications, dust or chips from lead paint, traffic, and other hazards.";"05/30/2013";"05/30/2013";"06/10/2013";"Final"
188879;"Violation";"3.4.7.5: The licensee shall maintain a current list of the licensee or designee, staff, auxiliary staff, and volunteers as in the rules in section 7.7.5 of these regulations, as applicable in BFIS. Any changes shall be reported through BFIS within five (5) working days of the change.";"09/13/2022";"10/04/2022";"09/27/2022";"Final"
188879;"Violation";"7.1.2: First Aid and CPR Staff who are counted in the staff/child ratios shall obtain training in pediatric first aid and infant and child CPR within six (6) months of beginning work in the CBCCPP and remain currently certified.";"08/29/2019";"09/20/2019";"09/18/2019";"Final"
371840;"Violation";"5.5: An Afterschool Aide that works in an Afterschool Child Care Program shall be sixteen years or older and be in eyesight or ear shot of an Afterschool Child Care Program Staff when the Aide is sixteen or seventeen years of age. There shall be one adult Staff member over the age of eighteen assigned to supervise no more than two Afterschool Aides, age sixteen or older.";"09/20/2022";"10/10/2022";;"Final"
371841;"Violation";"5.40: Before the expiration date on the card, training for First Aid and CPR shall be validated by the American Red Cross, American Heart Association or other equivalent, state- recognized organization, and the specific certification documentation maintained in the appropriate Afterschool Child Care Program Staff file.";"06/06/2022";"06/28/2022";"06/28/2022";"Final"
371841;"Violation";"13.7: Staff and children shall all wash their hands with soap under warm, running water: * before they eat or prepare food * after they use the toilet * after handling animals * after playing outside.";"06/06/2022";"06/06/2022";"06/28/2022";"Final"
380520;"Violation";"3.3.6.1: The FCCP shall maintain a record of the date of each evacuation drill as required in the rules in section 3.6.2 of these regulations that includes the number of children, staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"12/14/2022";"01/03/2023";;"Final"
380520;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"12/14/2022";"01/03/2023";;"Final"
451856;"Violation";"3.7.2.2: The licensee shall ensure that evacuation drills are conducted at least once a month, and children and staff are evacuated in under three (3) minutes. Licensees of a CBCCPP located within a public or independent school building may count a lock-down drill performed while the CBCCPP is in operation in place of a monthly evacuation drill with the CBCCPP children and staff and at least three (3) of the monthly drills conducted within 365 days shall be evacuation drills.";"11/22/2022";"12/28/2022";;"Final"
451856;"Violation";"5.10.4.5.2: All interior and exterior walls, roofs, chimneys, floors, doors, ceilings, windows, skylights, stairways, ramps, and porches shall be maintained in good repair.";"11/22/2022";"12/16/2022";;"Final"
455613;"Violation";"4.14: The Licensee shall ensure that they and all Staff receive training and demonstrate understanding of their legal responsibilities regarding preventing and reporting suspected child abuse and neglect.";"01/18/2023";"02/10/2023";;"Final"
455613;"Violation";"10.9: Emergency evacuations shall be practiced with the children each month. A record of practice drills for the previous and current year shall be maintained and available onsite. Practice drills may be pre-announced. There shall be: * a system in place to assure that all children are accounted for at a predetermined safe place; * a safety plan that may include additional lock down practices and procedures.";"01/18/2023";"02/10/2023";;"Final"
455613;"Violation";"5.31: Orientation training shall be conducted for every employee before they are left alone with children. This training shall be documented and shall cover material included in the Staff handbook and licensing regulations. Complete written information and the orientation training session shall include: * Basic knowledge of child growth and development; * Routine and emergency health protection of children including health related exclusions; * Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; * Positive behavior management and child guidance; * Curriculum development policies and responsibilities; * Supervision of children; * Policies and procedures for reporting a missing child; * Child accident and injury procedures including building and physical premises safety; * Safe sleep practices; * Requirements for administration and storage of medication; * Emergency Response Plan and emergency procedures, including: staffing emergencies, school closings, evacuation plans such as site evacuations in case of national or environmental emergency, lock-down procedures, responding to a sick or injured child and medical emergencies; * Use of fire extinguishers; * Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; * Recordkeeping, including daily attendance procedures; * Transportation and child passenger safety; * Off-site activities (field trips) * Release of children; * Respectful engagement of families, including daily communication with parents about their child's activities; * Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; * Recognition of and response to the symptoms of common childhood illnesses; * Preventing the spread of infectious disease; * Providing developmentally appropriate activities and experiences for children; * Inclusion of children with special needs; * Guidelines for volunteers; * Responsibility to comply with current applicable licensing regulations; * Staffing plans and definitions of related duties to include opening and closing procedures; * Afterschool Child Care Program licensing regulations; * Employee complaint and grievance procedures; and * Assuring children have extra clothes and diapers available.";"01/18/2023";"02/10/2023";;"Final"
2787;"Violation";"5.11.6.5: Bottles shall be individually labeled with the infant's name and refrigerated immediately after preparation by staff or upon arrival if prepared by a parent.";"08/30/2023";"09/15/2023";;"Appeal Period"
2787;"Violation";"5.2.3.6: The licensee shall ensure that used disposable diapers are placed in a container that is washable and has a cover that prevents children from accessing the diapers.";"08/30/2023";"09/15/2023";;"Appeal Period"
2787;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years. When the CBCCPP counts lock-down drills as allowed in the rules in section 3.7.2 of these regulations, the licensee shall maintain a record of the date of each lock-down drill, the number of CBCCPP children and staff who participated, and note that the drill performed was a lock-down drill.";"10/11/2022";"11/04/2022";"11/22/2022";"Final"
2787;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years. When the CBCCPP counts lock-down drills as allowed in the rules in section 3.7.2 of these regulations, the licensee shall maintain a record of the date of each lock-down drill, the number of CBCCPP children and staff who participated, and note that the drill performed was a lock-down drill.";"10/06/2021";"10/28/2021";"10/27/2021";"Final"
2787;"Violation";"5.4.2.4: Each crib and port-a-crib shall have a firm, tight-fitting mattress covered by a tight-fitting crib sheet.";"10/06/2021";"10/06/2021";"10/27/2021";"Final"
2787;"Violation";"7.4.4: All staff shall complete fifteen (15) clock hours of annual professional development activities as required in the rule 7.4.2 of these regulations. Substitutes filling a staff position for less than thirty (30) consecutive days within a 365 day period shall be exempt.";"10/06/2021";"10/28/2021";"10/21/2021";"Final"
2787;"Violation";"5.10.3.3: Safe Use Zones For all play equipment that is thirty (30) inches or higher from the ground, including climbing equipment, slides, swings and other similar equipment, the licensee shall ensure that the surface under and around the equipment, including recommended use zones, is of approved resilient material that protects children if they fall. * Materials in the use zone shall consist of wood chips, pea stone, mulch, engineered wood fibers, sand, safety-tested shredded or rubber like material or rubber mats designed for protective cushioning; * Materials used in the use zone shall follow the recommendations listed in the most recent publication of U.S. Consumer Product Safety Commission's Public Playground Safety Handbook regarding critical depth of tested materials determined by the height of the highest climbing surface of the equipment; * Materials used in the use zone shall be installed and maintained according to the manufacturer's instructions; * If the loose material such as sand, mulch, or shredded rubber is used in use zones, the licensee shall ensure that the material is raked regularly and replenished to maintain depth and resilience; and * If the resilient material in use zones freezes, staff shall ensure that children will not play on the equipment until the resilient material has thawed and is once again resilient.";"10/06/2021";"10/28/2021";"10/21/2021";"Final"
2787;"Violation";"6.2.1.3: The program director shall ensure that the number of staff present meets requirements described in the chart below for ages of children, maximum group size, and staff/child ratios at any time of day.";"09/26/2017";"10/24/2017";"10/20/2017";"Final"
3519;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"03/23/2022";"04/29/2022";"04/28/2022";"Final"
3519;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"03/23/2022";"04/08/2022";"04/08/2022";"Final"
3519;"Violation";"6.2.7.2: Staff's expectations of children's behavior and responses to children's behavior shall be appropriate to each child's level of development and understanding. Guidance shall be designed to meet the individual needs of each child.";"03/06/2020";"03/19/2020";"03/19/2020";"Final"
4420;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"03/03/2023";"03/17/2023";"03/21/2023";"Final"
4420;"Violation";"6.1.4.4.5: Screen time shall not exceed thirty (30) minutes daily per child or group of children except for school age children using technology to complete homework assignments, and a once per month two (2) hour movie.";"03/03/2023";"03/03/2023";"03/21/2023";"Final"
4420;"Violation";"7.2.1: The FCCP shall ensure that all new staff, and any new individual with unsupervised access to children in the FCCH submits a Records Check Authorization form to the Division and shall submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"03/08/2022";"03/08/2022";"03/11/2022";"Final"
4420;"Violation";"7.1.3: Orientation of FCCP and New Staff The FCCP shall complete an orientation training session approved by the Division prior to beginning care for children. The FCCP shall ensure staff complete an orientation training session approved by the Division prior to being left alone with children. Trainees shall complete the orientation training within one (1) month of their first date of working with children. The orientation training session shall include: * Basic knowledge of child growth and development; * Routine and emergency health protection of children including health related exclusions; * Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; * Positive behavior management; * Supervision of children; * Child accident and injury procedures including building and physical premises safety; * Safe sleep practices; * Administration of medication requirements; * Emergency and evacuation requirements; * Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; * Recordkeeping; * Transportation and child passenger safety; * Release of children; * Respectful engagement of families; * Preventing, recognizing, and reporting child abuse and neglect, including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; * Recognition of and response to the symptoms of common childhood illnesses; * Preventing the spread of infectious disease; * Providing developmentally appropriate activities and experiences for children; * Inclusion of children with special needs; * Guidelines for volunteers, trainees, and partner staff; * Responsibility to comply with current applicable licensing regulations; * Background check requirements to include changes in situations, restrictions, and exceptions for those prohibited by these regulations; * Staffing requirements to include opening and closing; and * Ensuring children have extra clothes and diapers available.";"03/08/2022";"04/05/2022";"03/12/2022";"Final"
4420;"Violation";"3.2.3: It is the responsibility of the FCCP to ensure that staff and partner staff working with children in the FCCH understand that abuse and/or neglect of children is against the law and that all child care workers are legally required to report suspected child abuse or neglect as specified in the rule 3.2.2 of these regulations.";"03/08/2022";"03/22/2022";"03/11/2022";"Final"
4420;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"03/08/2022";"03/22/2022";"03/11/2022";"Final"
4420;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment the FCCP shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"12/04/2019";"12/18/2019";"03/20/2020";"Final"
4420;"Violation";"7.1.3: Orientation of FCCP and New Staff The FCCP shall complete an orientation training session approved by the Division prior to beginning care for children. The FCCP shall ensure staff complete an orientation training session approved by the Division prior to being left alone with children. Trainees shall complete the orientation training within one (1) month of their first date of working with children. The orientation training session shall include: * Basic knowledge of child growth and development; * Routine and emergency health protection of children including health related exclusions; * Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; * Positive behavior management; * Supervision of children; * Child accident and injury procedures including building and physical premises safety; * Safe sleep practices; * Administration of medication requirements; * Emergency and evacuation requirements; * Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; * Recordkeeping; * Transportation and child passenger safety; * Release of children; * Respectful engagement of families; * Preventing, recognizing, and reporting child abuse and neglect, including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; * Recognition of and response to the symptoms of common childhood illnesses; * Preventing the spread of infectious disease; * Providing developmentally appropriate activities and experiences for children; * Inclusion of children with special needs; * Guidelines for volunteers, trainees, and partner staff; * Responsibility to comply with current applicable licensing regulations; * Background check requirements to include changes in situations, restrictions, and exceptions for those prohibited by these regulations; * Staffing requirements to include opening and closing; and * Ensuring children have extra clothes and diapers available.";"12/04/2019";"01/15/2020";;"Final"
4420;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"12/04/2019";"12/13/2019";"03/20/2020";"Final"
4420;"Violation";"3.3.3: The FCCP shall establish a system for taking attendance, including documentation of the time when each child arrives and departs each day he/she attends the FCCH. The FCCP shall save all daily attendance records identifying the hours of children's attendance for at least twelve (12) months from the date that care is provided.";"12/04/2019";"12/04/2019";"03/20/2020";"Final"
4420;"Violation";"3.6.2.2: The FCCP shall ensure that evacuation drills are conducted at least once a month, and children and staff are evacuated in less than three (3) minutes.";"12/04/2019";"12/13/2019";"03/20/2020";"Final"
4420;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"02/10/2017";"02/24/2017";"02/24/2017";"Final"
4420;"Violation";"6.2.3.7: Children shall be attended to when they cry.";"09/20/2016";"09/20/2016";"10/21/2016";"Final"
4420;"Violation";"6.2.4.6: Children shall be protected from harmful acts of other children.";"09/20/2016";"10/26/2016";"10/21/2016";"Final"
195609;"Violation";"6.2.1.3: The program director shall ensure that the number of staff present meets requirements described in the chart below for ages of children, maximum group size, and staff/child ratios at any time of day.";"08/03/2023";"08/17/2023";;"Appeal Period"
195609;"Violation";"6.2.1.2: The number of children served by the CBCCPP at any one (1) time shall not exceed the maximum capacity allowed written on the license certificate.";"08/18/2022";"08/23/2022";"08/23/2022";"Final"
195609;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"10/25/2021";"11/12/2021";"11/18/2021";"Final"
195609;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"10/25/2021";"11/12/2021";"11/08/2021";"Final"
195609;"Violation";"5.1.3: Immunizations: The licensee shall maintain documentation in the child's file of each child's current immunization status. * Immunization records shall include the immunization administered and the date of each immunization. The immunization record should be updated after each additional immunization has been received. * If an enrolled child is in the process of complying with immunization requirements in accordance with the Vermont recommended immunization schedule, documentation in the child's file shall include the required Vermont Department of Health form. * If a child has not had a required immunization due to a Vermont allowed exemption, documentation in the child's file shall include the required Vermont Department of Health form.";"10/25/2021";"11/12/2021";"11/08/2021";"Final"
195609;"Violation";"5.2.3.12: The licensee shall post the diaper changing procedure at each diaper changing area.";"10/25/2021";"10/25/2021";"10/25/2021";"Final"
195609;"Violation";"6.2.1.2: The number of children served by the CBCCPP at any one (1) time shall not exceed the maximum capacity allowed written on the license certificate.";"06/18/2019";"06/25/2019";"06/24/2019";"Final"
191552;"Violation";"3.3.4.1: The FCCP shall maintain a complete and up-to-date enrollment file on-site for each child enrolled in the FCCH. A complete file shall contain, at minimum, the following information: * A completed child's admission form signed and dated by the parent that includes the first date the child attended the FCCH and the days and hours the child is regularly scheduled to attend the FCCH; * The child's name, current home address and current home telephone number; * The child's date of birth; * Name, address and all applicable current telephone numbers for parents; * Name, address and all applicable current telephone numbers for at least two (2) other people designated by the parents as emergency contacts; * Names for all persons authorized to pick the child up from the FCCH; * Record of an annual physical and health history as required in the rule 5.1.2 of these regulations that includes the name and telephone of the child's primary health care and dental care providers (if the child has a dental care provider); * A description of any special medical, developmental, emotional or educational needs of the child including allergies, existing illnesses or injuries, previous serious illnesses or injuries and any prescribed medication including those for emergency situations; * Written authorization from the parent for the FCCP to be able to obtain emergency medical care and transportation; * Child's immunization record or Vermont Department of Health approved exemption document as required in the rules in section 5.1.3 of these regulations; * Written permission from parents for the FCCP to transport the child, if transportation is provided, as required in section 5.10.6.6.1 of these regulations; * Written permission from parents for child to participate in swimming activities, if swimming activities are a part of the program, as required in the rule 5.10.5.1 of these regulations; * If applicable, a copy of court orders on custody and visitation arrangements as required in the rule 3.5.4 of these regulations; and * If applicable, any obvious injuries discovered and documented on daily health check as required in the rule 5.3.2 of these regulations.";"03/10/2023";"03/24/2023";"03/22/2023";"Final"
191552;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"03/16/2022";"04/01/2022";"04/27/2022";"Final"
191552;"Violation";"3.3.4.2: Each child's file shall be complete with all required information within the first week that the child begins to attend care. The required annual physical shall be obtained within forty-five (45) days of enrollment as required in rule 5.1.2 of these regulations.";"03/16/2022";"03/25/2022";"03/17/2022";"Final"
191552;"Violation";"3.3.7.3: Within six (6) months of initial date of employment, the FCCP and all staff shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"03/16/2022";"04/01/2022";"03/30/2022";"Final"
191552;"Violation";"5.10.1.1: General Safety: The FCCP shall ensure the physical facilities of the FCCH, grounds, equipment, and toys present no hazard to the health, safety and well-being of the children.";"03/16/2022";"04/01/2022";"03/27/2022";"Final"
191552;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"11/12/2020";"11/30/2020";"11/15/2020";"Final"
191552;"Violation";"3.3.7.3: Within six (6) months of initial date of employment, the FCCP and all staff shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"11/12/2020";"11/30/2020";"11/19/2020";"Final"
191552;"Violation";"7.3.1: A Registered FCCP that operates a registered FCCH shall ensure and maintain documentation that he/she is at least eighteen (18) years of age, is a high school graduate or has completed a GED, and meets or exceeds one (1) of the following qualifications prior to licensure or within twelve (12) months of initial licensure: * At least a Vermont Early Childhood Career Ladder Level One (1) Certificate or higher; or * At least successful completion of the Fundamentals for Early Childhood Professionals' course; or * At least a current CDA (Child Development Association Credential) from the National Council for Professional Recognition); or * At least a Child Care Certificate from Community College of Vermont; or * At least successful completion of twelve (12) college credits in content consistent with the core knowledge areas identified by NLCDC.";"11/12/2020";"11/30/2020";"11/19/2020";"Final"
191552;"Violation";"5.10.1.1: General Safety: The FCCP shall ensure the physical facilities of the FCCH, grounds, equipment, and toys present no hazard to the health, safety and well-being of the children.";"11/12/2020";"11/30/2020";"11/19/2020";"Final"
191552;"Violation";"5.10.5.2.2: For in ground or above ground pools or natural or manmade bodies of water accessible from the outdoor play area, the FCCP shall ensure that a fence is installed so that no child may gain access without FCCP and/or staff approval, observation and supervision. Fences around pools shall be at least four (4) feet high with a maximum vertical clearance of 3.5 inches at the bottom. Gates shall swing outward with self-closing and self-latching devices installed at least three (3) inches below the top of the gate on the side facing the pool/water. Gates shall be locked when not in use.";"11/07/2018";"11/07/2018";"11/12/2020";"Final"
191552;"Violation";"5.10.1.1: General Safety: The FCCP shall ensure the physical facilities of the FCCH, grounds, equipment, and toys present no hazard to the health, safety and well-being of the children.";"11/07/2018";"11/07/2018";"11/07/2018";"Final"
191552;"Violation";"5.10.1.1.1: The FCCP shall ensure that children are protected from electrical outlets, such as by using protective covers, tamper-proof outlets, or other devices manufactured for this purpose.";"11/07/2018";"11/07/2018";"11/07/2018";"Final"
191552;"Violation";"3.3.6.1: The FCCP shall maintain a record of the date of each evacuation drill as required in the rules in section 3.6.2 of these regulations that includes the number of children, staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"11/07/2018";"11/07/2018";"11/12/2020";"Final"
191552;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"11/07/2018";"11/19/2018";"11/08/2018";"Final"
2505;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years. When the CBCCPP counts lock-down drills as allowed in the rules in section 3.7.2 of these regulations, the licensee shall maintain a record of the date of each lock-down drill, the number of CBCCPP children and staff who participated, and note that the drill performed was a lock-down drill.";"05/16/2023";"06/02/2023";;"Final"
2505;"Violation";"7.2.3: The Division at its discretion, may use the results of a background check on file with the Division as long as it has been completed within the last five (5) years and instead of requiring a new background check.";"09/08/2022";"10/09/2022";"11/21/2022";"Final"
2505;"Violation";"7.1.2.2: Staff who are counted in the staff/child ratios and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations shall obtain training in pediatric first aid and in infant and child CPR within three (3) months of beginning work in the CBCCPP and remain currently certified.";"04/29/2021";"05/20/2021";"05/19/2021";"Final"
2505;"Violation";"3.3.5: The licensee, staff, and auxiliary staff shall be trained in prevention, identification and mandatory reporting of child abuse and neglect.";"04/29/2021";"05/20/2021";"05/19/2021";"Final"
2505;"Violation";"3.7.2.2: The licensee shall ensure that evacuation drills are conducted at least once a month, and children and staff are evacuated in under three (3) minutes.";"02/12/2019";"02/26/2019";"04/12/2019";"Final"
3663;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"03/29/2021";"04/12/2021";"04/08/2021";"Final"
3178;"Violation";"2.3.7.3.3: The prospective FCCP shall ensure that persons residing in the home, who will be paid to assist with the care and education of children or who will be left alone with children shall also submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"11/01/2021";"11/16/2021";"11/10/2021";"Final"
183784;"Violation";"5.10.3.2.1: All outdoor play equipment shall be sturdy, safe, clean and free from rough edges, sharp corners, pinch and crush points, splinters, and exposed bolts. To prevent entrapment, no openings in equipment shall be between 3.5 and nine (9) inches. Chains on swings shall have protective coverings and swing seats shall be made of soft materials with no sharp edges.";"07/15/2022";"07/15/2022";"07/21/2022";"Final"
183784;"Violation";"5.10.3.3: Safe Use Zones For all play equipment that is thirty (30) inches or higher from the ground, including climbing equipment, slides, swings and other similar equipment, the licensee shall ensure that the surface under and around the equipment, including recommended use zones, is of approved resilient material that protects children if they fall. * Materials in the use zone shall consist of wood chips, pea stone, mulch, engineered wood fibers, sand, safety-tested shredded or rubber like material or rubber mats designed for protective cushioning; * Materials used in the use zone shall follow the recommendations listed in the most recent publication of U.S. Consumer Product Safety Commission's Public Playground Safety Handbook regarding critical depth of tested materials determined by the height of the highest climbing surface of the equipment; * Materials used in the use zone shall be installed and maintained according to the manufacturer's instructions; * If the loose material such as sand, mulch, or shredded rubber is used in use zones, the licensee shall ensure that the material is raked regularly and replenished to maintain depth and resilience; and * If the resilient material in use zones freezes, staff shall ensure that children will not play on the equipment until the resilient material has thawed and is once again resilient.";"07/15/2022";"07/25/2022";"07/21/2022";"Final"
183784;"Violation";"3.3.5: The licensee, staff, and auxiliary staff shall be trained in prevention, identification and mandatory reporting of child abuse and neglect.";"04/07/2021";"05/06/2021";"05/06/2021";"Final"
183784;"Violation";"7.1.3: The licensee, in consultation with the program director, shall establish written program policies and procedures and provide these to staff and to auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations during an orientation training session approved by the Division prior to being left alone with children. Trainees under eighteen (18) years of age and other staff not left alone with children shall complete the orientation training within at least one (1) month of their first date of working with children. Complete written information and the orientation training session shall include: Basic knowledge of child growth and development; Routine and emergency health protection of children including health related exclusions; Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; Positive behavior management; Supervision of children; Child accident and injury procedures including building and physical premises safety; Safe sleep practices; Administration of medication requirements; Emergency and evacuation requirements; Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; Recordkeeping; Transportation and child passenger safety; Release of children; Respectful engagement of families; Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; Recognition of and response to the symptoms of common childhood illnesses; Preventing the spread of infectious disease; Providing developmentally appropriate activities and experiences for children; Inclusion of children with special needs; Guidelines for volunteers, partner staff, auxiliary staff, and business managers; Responsibility to comply with current applicable licensing regulations; Staffing requirements to include opening and closing; and Ensuring children have extra clothes and diapers available.";"04/07/2021";"05/06/2021";"05/06/2021";"Final"
183784;"Violation";"7.1.2.2: Staff who are counted in the staff/child ratios and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations shall obtain training in pediatric first aid and in infant and child CPR within three (3) months of beginning work in the CBCCPP and remain currently certified.";"04/07/2021";"05/06/2021";"05/06/2021";"Final"
