"ID";"Inspection Date";"Primary Type";"Complaint";"Rule Description";"Finding Category";"Non Compliance Level";"Correction Date";"Correction Verification";"Finding Description"
75480;"2020-02-21";"Pre-Inspection";;;;;;;
73860;"2020-11-13";"Pre-Inspection";;;;;;;
73860;"2020-05-29";"Unannounced, Annual Inspection";;;;;;;
73860;"2020-01-13";"DWS Pre-Approval";;;;;;;
73860;"2019-09-26";"Follow-Up Inspection";;;;;;;
73860;"2019-09-23";"DWS Pre-Approval";;;;;;;
1368;"2021-02-08";"Unannounced, Annual Inspection";;;;;;;
1368;"2020-05-14";"Non On-Site Inspection";;;;;;;
1368;"2020-05-12";"Announced, Annual Inspection";;;;;;;
1368;"2019-12-10";"Unannounced, Annual Inspection";;;;;;;
1368;"2019-06-25";"Follow-Up Inspection";;;;;;;
1368;"2019-05-06";"Announced, Annual Inspection";;"90-19(4); crush, shearing, sharp edge hazards";"Citation";"High";"2019-05-06";"Correction Verified";"The provider did not comply with the Play Equipment rule by having a crush hazard accessible to children in care. On the wooden climber/swing set, there was a platform swing that created a crush point between the climber structure and the platform swing."
1368;"2018-11-14";"Unannounced, Annual Inspection";;;;;;;
1368;"2018-05-08";"Announced, Annual Inspection";;;;;;;
79560;"2020-08-26";"Non On-Site Inspection";;;;;;;
79560;"2020-08-17";"Pre-Inspection";;;;;;;
28017;"2020-08-31";"Non On-Site Inspection";;;;;;;
28017;"2020-08-26";"Announced, Annual Inspection";;;;;;;
28017;"2020-05-11";"Unannounced, Annual Inspection";;;;;;;
28017;"2019-08-14";"Announced, Annual Inspection";;;;;;;
28017;"2019-03-22";"Follow-Up Inspection";;;;;;;
28017;"2019-02-25";"Unannounced, Annual Inspection";;;;;;;
28017;"2018-09-19";"Follow-Up Inspection";;;;;;;
28017;"2018-08-30";"Announced, Annual Inspection";;;;;;;
28017;"2018-04-03";"Unannounced, Annual Inspection";;;;;;;
1334;"2021-01-26";"Announced, Annual Inspection";;;;;;;
1334;"2020-07-20";"Unannounced, Annual Inspection";;;;;;;
1334;"2020-01-27";"Announced, Annual Inspection";;;;;;;
1334;"2019-07-23";"Follow-Up Inspection";;;;;;;
1334;"2019-06-25";"Unannounced, Annual Inspection";;;;;;;
1334;"2019-01-23";"Announced, Annual Inspection";;;;;;;
1334;"2018-09-10";"Unannounced, Annual Inspection";;;;;;;
72762;"2020-11-02";"Unannounced, Annual Inspection";;;;;;;
72762;"2020-07-14";"Pre-Inspection";;;;;;;
72762;"2019-08-27";"Follow-Up Inspection";;;;;;;
72762;"2019-08-19";"Pre-Inspection";;;;;;;
3523;"2020-09-10";"Follow-Up Inspection";;;;;;;
3523;"2020-08-28";"Announced, Annual Inspection";;;;;;;
3523;"2019-12-27";"Unannounced, Annual Inspection";;;;;;;
3523;"2019-10-02";"Follow-Up Inspection";;;;;;;
3523;"2019-09-20";"Announced, Annual Inspection";;;;;;;
3523;"2019-02-27";"Follow-Up Inspection";;;;;;;
3523;"2019-02-12";"Unannounced, Annual Inspection";;;;;;;
3523;"2018-09-11";"Follow-Up Inspection";;;;;;;
3523;"2018-08-24";"Announced, Annual Inspection";;;;;;;
1923;"2020-09-29";"Announced, Annual Inspection";;;;;;;
1923;"2020-07-28";"Non On-Site Inspection";;;;;;;
1923;"2020-07-27";"Unannounced, Annual Inspection";;;;;;;
1923;"2019-11-14";"Follow-Up Inspection";;;;;;;
1923;"2019-11-07";"Announced, Annual Inspection";;;;;;;
1923;"2019-06-03";"Follow-Up Inspection";;;;;;;
1923;"2019-05-23";"Unannounced, Annual Inspection";;;;;;;
1923;"2018-10-26";"Follow-Up Inspection";;;;;;;
1923;"2018-09-20";"Announced, Annual Inspection";;;;;;;
1923;"2018-07-02";"Unannounced, Annual Inspection";;;;;;;
13868;"2021-03-10";"Unannounced, Annual Inspection";;"90-8(4)(a)-(c); Background check for resident turn 12";"Citation";"Moderate";;"Follow-up required to verify compliance/maintenance";"The provider did not comply with the Background Checks rule by not ensuring that within ten working days from when a child who resides in the facility turned 12 years old that a background check was submitted. At the time of the inspection, a household member had turned 12 years old and did not have a background check. This was a repeat rule violation."
13868;"2020-10-29";"Focus Inspection";;"90-13(3); sharp objects, edges, corners, points";"Citation";"Moderate";"2020-10-29";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that sharp objects, edges, corners, or points that could cut or puncture skin were kept inaccessible to children in care. In the master bathroom, there were adult scissors in a drawer. This was a repeat rule violation."
13868;"2020-10-29";"Focus Inspection";;"90-13(4); choking hazards";"Repeat Citation";"Moderate";"2020-10-29";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that all choking hazards were kept inaccessible to the children in care. In the dining room, there was a rock on the floor. In the master bedroom, there was a stamp on the floor. This was a repeat rule violation."
13868;"2020-09-28";"Focus Inspection";;"90-13(4); choking hazards";"Repeat Citation";"Moderate";"2020-09-28";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that choking hazards were kept inaccessible to children younger than three years old. In the kitchen, there were nuts, screws, bolts, and other metal items in a drawer. In the outdoor play area and in the shed, there was a bottle cap, a snowflake eraser, a rubber toy, and two broken pieces of plastic. This was a repeat rule violation."
13868;"2020-08-17";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
13868;"2020-08-05";"Follow-Up Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Citation";"Moderate";"2020-08-05";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring to keep toxic or hazardous chemicals inaccessible to the children in care. In the shed, there were cleaners on the floor. This was a repeat rule violation."
13868;"2020-08-05";"Follow-Up Inspection";;"90-13(7); empty plastic bags, latex gloves, balloons";"Repeat Citation";"Moderate";"2020-08-05";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not keeping balloons and plastic bags inaccessible to children younger than 5 years of age. In the outdoor play area, there was an empty storage size Ziploc bag behind the lounge swing and a deflated balloon on the ground in the fake grass play area. This was a repeat rule violation."
13868;"2020-08-05";"Follow-Up Inspection";;"90-13(4); choking hazards";"Repeat Citation";"Moderate";"2020-08-05";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring to keep choking hazards inaccessible to children younger than 3 years of age. In the outdoor play area, there was a small round plastic item on the ground and small plastic item on the floor of the unlocked shed that fit inside the choke tube. This was a repeat rule violation."
13868;"2020-06-30";"Announced, Annual Inspection";;"90-19(11); trampoline without safety net - 6 feet";"Repeat Citation";"High";"2020-06-30";"Correction Verified";"The provider did not comply with the Play Equipment rule by not ensuring that an accessible trampoline without a safety net enclosure was placed at least 6 feet away from any structure or object onto which a child could fall. In the outdoor play area, the trampoline was not placed at least 6 feet away from concrete and the play equipment. This was a repeat rule violation."
13868;"2020-06-30";"Announced, Annual Inspection";;"90-13(7); empty plastic bags, latex gloves, balloons";"Repeat Citation";"Moderate";"2020-06-30";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not keeping balloons and plastic bags inaccessible to children younger than 5 years of age. On the stairs in the house, there was a deflated balloon. In the outdoor play area, there were balloons on the ground. There were empty plastic bags and trash bags on the ground in the outdoor play area. This was a repeat rule violation."
13868;"2020-06-30";"Announced, Annual Inspection";;"90-13(4); choking hazards";"Repeat Citation";"Moderate";"2020-08-17";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring to keep choking hazards inaccessible to children younger than 3 years of age. In the kitchen, there was a frosting decorating tip in a drawer. In the outdoor play area, there was a bottle cap and a flower bead on the ground in the side yard. This was a repeat rule violation."
13868;"2020-06-30";"Announced, Annual Inspection";;"90-6(12)(a)-(b); update admission and health assessment form";"Citation";"Moderate";"2020-08-05";"Correction Verified";"The provider did not comply with the Children's Records rule by not having the admission agreements and health assessments on-site for review by the Department. At the time of the inspection, the admission agreements and health assessments were not available to be reviewed. This was a repeat rule violation."
13868;"2019-12-09";"Follow-Up Inspection";;;;;;;
13868;"2019-11-25";"Unannounced, Annual Inspection";;"90-19(11); trampoline without safety net - 6 feet";"Citation";"High";"2019-12-09";"Correction Verified";"The provider did not comply with the Play Equipment rule by not having an accessible trampoline without a safety net enclosure placed at least 6 feet away from any structure or object onto which a child could fall, including play equipment, trees, and fences. In the outdoor area, the trampoline did not have a 6 ft use zone."
13868;"2019-11-25";"Unannounced, Annual Inspection";;"90-9(17); fence gaps";"Repeat Citation";"High";"2019-12-09";"Correction Verified";"The provider did not comply with the Facility rule by having gaps 5 by 5 inches or greater in or under the fence. In the outdoor area, there was a gap in the fence greater than 5 by 5 where the driveway meets the backyard. This was a repeat rule violation."
13868;"2019-09-06";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
13868;"2019-08-27";"Follow-Up Inspection";;"90-13(7); empty plastic bags, latex gloves, balloons";"Citation";"Moderate";"2019-08-27";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having bags large enough for a child's head to fit inside accessible to children under 5.  In a kitchen drawer, there were grocery bags.  This was a repeat rule violation,"
13868;"2019-07-01";"Announced, Annual Inspection";;;;;;;
13868;"2019-05-01";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
13868;"2019-04-19";"Follow-Up, Additional Follow-Up Inspection";;"90-13(4); choking hazards";"Citation";"Moderate";"2019-04-19";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having choking hazards accessible to children under 3.  In the girl's bedroom, there were small toys.  This was a repeat rule violation."
13868;"2019-04-09";"Follow-Up Inspection";;;;;;;
13868;"2019-02-19";"Unannounced, Annual Inspection";;"90-24(15); infants sleep in equipment designed for sleet";"Citation";"High";"2019-04-09";"Correction Verified";"The provider did not comply with Infant and Toddler Care rule by having children sleeping in equipment not designed for sleep."
13868;"2019-02-19";"Unannounced, Annual Inspection";;"90-9(17); fence gaps";"Citation";"High";"2019-04-09";"Correction Verified";"The provider did not comply with the Facility rule by having a fence that did not meet all requirements.  In the outdoor area, the fence had gaps greater than 5 by 5 inches."
13868;"2018-07-23";"Conditional, Monitoring Inspection";;;;;;;
13868;"2018-05-31";"Announced, Annual Inspection";;;;;;;
13868;"2018-04-12";"Conditional, Monitoring Inspection";;;;;;;
13868;"2018-04-12";"Follow-Up Inspection";;;;;;;
13868;"2018-03-29";"Follow-Up Inspection";;;;;;;
13868;"2018-03-29";"Conditional, Monitoring Inspection";;"90-13(2)(b); sharp objects, edges, corners, points";"Citation";"Moderate";"2018-03-29";"Correction Verified";"The provider did not ensure sharp objects were not accessible to children in care. In the kitchen drawers, there were nails, safety pins, screws and a wire stripping tool accessible to children in care."
13868;"2018-03-29";"Conditional, Monitoring Inspection";;"90-11(1)(a)-(d); active supervision";"Citation";"High";"2018-03-29";"Correction Verified";"The provider did not ensure that caregivers provide and maintain active supervision of each child at all times. During the inspection, children younger than 5 years were left outdoors in the van without a caregiver."
26186;"2021-03-11";"Announced, Annual Inspection";;;;;;;
26186;"2020-07-15";"Unannounced, Annual Inspection";;;;;;;
26186;"2020-02-18";"Follow-Up Inspection";;;;;;;
26186;"2020-02-11";"Non On-Site Inspection";;;;;;;
26186;"2020-02-06";"Non On-Site Inspection";;;;;;;
26186;"2020-01-31";"Announced, Annual Inspection";;"90-22(3)(a)-(e); cribs";"Citation";"Moderate";"2020-01-31";"Correction Verified";"The provider did not comply with the Infant and Toddler Care rule by not ensuring that each crib used by children meets CPSC standards. At the time of the inspection, an infant was asleep in a crib that did not meet CPSC standards."
26186;"2019-10-21";"Follow-Up Inspection";;;;;;;
26186;"2019-08-30";"Unannounced, Annual Inspection";;;;;;;
26186;"2019-03-08";"Pre-Inspection";;;;;;;
75305;"2020-11-05";"Non On-Site Inspection";;;;;;;
75305;"2020-10-22";"Announced, Annual Inspection";;;;;;;
75305;"2020-06-10";"Unannounced, Annual Inspection";;;;;;;
75305;"2019-12-23";"DWS Pre-Approval, Follow-Up";;;;;;;
75305;"2019-12-11";"DWS Pre-Approval";;;;;;;
45015;"2020-10-22";"Unannounced, Annual Inspection";;;;;;;
45015;"2020-05-08";"Follow-Up Inspection";;;;;;;
45015;"2020-03-12";"Announced, Annual Inspection";;"90-13(12)(a)-(b); firearms";"Citation";"High";"2020-03-12";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having a firearms in unlocked cases. In the boy's bedroom, on a closet shelf, there were 2 firearms in unlocked cases."
45015;"2019-08-23";"Unannounced, Annual Inspection";;;;;;;
45015;"2019-04-03";"Pre-Inspection";;;;;;;
82000;"2020-12-01";"Non On-Site Inspection";;;;;;;
82000;"2020-11-25";"Pre-Inspection";;;;;;;
77120;"2021-03-11";"Focus Inspection";;"90-11(1)(a)-(d); active supervision";"Citation";"High";"2021-03-11";"Follow-up required to verify compliance/maintenance";"The provider did not comply with the Child Supervision and Security rule by having children who were not actively supervised. In the facility, a caregiver did not know the number of children in their care; they said they had 11 children in care and there were 12 children in care."
77120;"2020-11-10";"Follow-Up Inspection";;;;;;;
77120;"2020-11-02";"Pre-Inspection";;;;;;;
77120;"2020-06-29";"Pre-Inspection";;;;;;;
80461;"2020-09-28";"Pre-Inspection";;;;;;;
81820;"2020-11-19";"Pre-Inspection";;;;;;;
52506;"2020-10-29";"Unannounced, Annual Inspection";;;;;;;
52506;"2020-04-01";"Non On-Site Inspection";;;;;;;
52506;"2020-04-01";"Non On-Site Inspection";;;;;;;
52506;"2020-02-28";"Announced, Annual Inspection";;"40 - 4) g); sign in and out";"Repeat Citation";"High";"2020-02-28";"Correction Verified";"The provider did not show compliance with the Child Safety and Injury Prevention requirement by not having required records.  At the facility, the sign in and out record did not have the time of arrival."
52506;"2020-02-28";"Announced, Annual Inspection";;"40 - 2) b); background checks";"Repeat Citation";"High";"2020-04-01";"Correction Verified";"The provider did not show compliance with the Background Checks requirement by having Covered Individuals who had not passed the background check.  In the facility, there were caregivers who had not passed the background check."
52506;"2019-10-17";"Non On-Site Inspection";;;;;;;
52506;"2019-09-24";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Repeat Citation";"High";"2019-10-17";"Correction Verified";"The provider did not show compliance with the Background Checks regulation by having Covered Individuals who had not passed the background check.  In the facility, there were caregivers who had not passed the background check."
52506;"2019-03-13";"Announced, Annual Inspection";;;;;;;
52506;"2018-11-22";"Non On-Site Inspection";;;;;;;
52506;"2018-11-14";"Unannounced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2018-11-22";"Correction Verified";"The provider did not comply with the Background Checks requirements.  In the facility, there were caregivers that did not have current background checks."
52506;"2018-04-24";"Non On-Site Inspection";;;;;;;
28786;"2020-03-16";"Non On-Site Inspection";;;;;;;
28786;"2020-03-10";"Announced, Annual Inspection";;"40 - 2) b); background checks";"Citation";"High";"2020-03-10";"Correction Verified";"The provider did not show compliance with the Background Checks requirement by having Covered Individuals who had not passed the background check.  In the facility, there were caregivers who had not passed the background check."
28786;"2019-10-23";"Non On-Site Inspection";;;;;;;
28786;"2019-09-23";"Unannounced, Annual Inspection";;;;;;;
28786;"2019-03-08";"Announced, Annual Inspection";;"40 - 4) g); sign in and out";"Repeat Citation";"High";"2019-03-08";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention regulation by not listing the time of arrival on the sign-in record."
28786;"2018-11-14";"Unannounced, Annual Inspection";;"40 - 4) g); sign in and out";"Citation";"High";"2018-11-14";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention requirements.  In the facility, the sign in record did not list the time of arrival."
27420;"2020-09-28";"Unannounced, Annual Inspection";;;;;;;
27420;"2020-06-02";"Announced, Annual Inspection";;;;;;;
27420;"2019-12-05";"Unannounced, Annual Inspection";;;;;;;
27420;"2019-04-08";"Non On-Site Inspection";;;;;;;
27420;"2019-04-08";"Non On-Site Inspection";;;;;;;
27420;"2019-04-04";"Announced, Annual Inspection";;;;;;;
27420;"2018-11-20";"Unannounced, Annual Inspection";;;;;;;
27420;"2018-04-02";"Announced, Annual Inspection";;;;;;;
39274;"2020-09-03";"Announced, Annual Inspection";;;;;;;
39274;"2020-02-12";"Unannounced, Annual Inspection";;;;;;;
39274;"2019-08-21";"Announced, Annual Inspection";;;;;;;
39274;"2019-04-26";"Unannounced, Annual Inspection";;;;;;;
39274;"2018-08-17";"Announced, Annual Inspection";;;;;;;
39274;"2018-03-23";"Unannounced, Annual Inspection";;;;;;;
74400;"2020-12-02";"Non On-Site Inspection";;;;;;;
74400;"2020-11-19";"Pre-Inspection";;;;;;;
74400;"2020-08-13";"Unannounced, Annual Inspection";;;;;;;
74400;"2019-12-05";"DWS Pre-Approval, Follow-Up";;;;;;;
74400;"2019-10-18";"DWS Pre-Approval";;;;;;;
77640;"2021-02-10";"Follow-Up Inspection";;;;;;;
77640;"2020-10-15";"Unannounced, Annual Inspection";;;;;;;
77640;"2020-06-12";"Pre-Inspection";;;;;;;
77640;"2020-06-12";"Pre-Inspection";;;;;;;
28696;"2020-10-13";"Unannounced, Annual Inspection";;;;;;;
28696;"2020-02-26";"Announced, Annual Inspection";;;;;;;
28696;"2019-09-18";"Unannounced, Annual Inspection";;;;;;;
28696;"2019-02-13";"Announced, Annual Inspection";;;;;;;
28696;"2018-10-12";"Non On-Site Inspection";;;;;;;
28696;"2018-10-03";"Unannounced, Annual Inspection";;;;;;;
14310;"2020-10-22";"Non On-Site Inspection";;;;;;;
14310;"2020-09-22";"Announced, Annual Inspection";;;;;;;
14310;"2020-05-18";"Follow-Up Inspection";;;;;;;
14310;"2020-05-05";"Unannounced, Annual Inspection";;;;;;;
14310;"2019-09-30";"Announced, Annual Inspection";;;;;;;
14310;"2019-04-22";"Unannounced, Annual Inspection";;;;;;;
14310;"2018-09-17";"Announced, Annual Inspection";;;;;;;
14310;"2018-05-15";"Follow-Up Inspection";;;;;;;
14310;"2018-05-01";"Unannounced, Annual Inspection";;;;;;;
80271;"2020-09-15";"Non On-Site Inspection";;;;;;;
80271;"2020-09-09";"Pre-Inspection";;;;;;;
36814;"2021-02-19";"Unannounced, Annual Inspection";;;;;;;
36814;"2020-06-18";"Non On-Site Inspection";;;;;;;
36814;"2020-05-21";"Announced, Annual Inspection";;;;;;;
36814;"2019-11-05";"Unannounced, Annual Inspection";;;;;;;
36814;"2019-06-07";"Follow-Up Inspection";;;;;;;
36814;"2019-04-29";"Announced, Annual Inspection";;;;;;;
36814;"2019-02-08";"Follow-Up Inspection";;;;;;;
36814;"2019-01-10";"Unannounced, Annual Inspection";;;;;;;
36814;"2019-01-02";"Non On-Site Inspection";;;;;;;
36814;"2018-12-06";"Complaint, Investigation Inspection";"11/19/2018";"90-14(13); emergency substitute written statement submitted to Department";"Warning";"Moderate";"2019-01-02";"Correction Verified";"The provider did not comply with the Emergency Preparedness & Response rule by not submitting required information. In the facility, the provider did not submit the emergency substitute's written background statement within 5 working days."
36814;"2018-04-20";"Follow-Up Inspection";;;;;;;
36814;"2018-04-05";"Announced, Annual Inspection";;;;;;;
14405;"2021-03-15";"Announced, Annual Inspection";;"90-13(3); sharp objects, edges, corners, points";"Citation";"Moderate";"2021-03-15";"Follow-up required to verify compliance/maintenance";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that sharp objects were kept inaccessible to children. In the kitchen, there were adult scissors underneath the oven in a drawer. This was a repeat rule violation."
14405;"2021-03-15";"Announced, Annual Inspection";;"90-6(2); Shall not endanger children";"Citation";"High";"2021-03-15";"Follow-up required to verify compliance/maintenance";"The provider did not comply with the Administration Records rule but not ensuring to protect children from conduct that endangers children in care, or is contrary to the health, morals, welfare, and safety of the public. At the time of the inspection, the provider was not wearing a mask around the children."
14405;"2021-01-05";"Follow-Up Inspection";;;;;;;
14405;"2020-10-27";"Unannounced, Annual Inspection";;"90-17(1); medications inaccessible";"Citation";"Moderate";"2020-10-27";"Correction Verified";"The provider did not comply with the Medications rule by not ensuring that medications were kept inaccessible to children in care. In the bedroom, there was medication accessible. This was a repeat rule violation."
14405;"2020-06-11";"Follow-Up Inspection";;;;;;;
14405;"2020-06-01";"Non On-Site Inspection";;;;;;;
14405;"2020-05-27";"Announced, Annual Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Repeat Citation";"Moderate";"2020-05-27";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring toxic or hazardous chemicals such as cleaners were kept inaccessible to the children in care. In the bedroom downstairs, there was nail polish remover and clipper oil accessible. In the downstairs bathroom, there was a bottle of cleaner underneath the sink. This was a repeat rule violation."
14405;"2020-05-27";"Announced, Annual Inspection";;"90-13(7); empty plastic bags, latex gloves, balloons";"Repeat Citation";"Moderate";"2020-05-27";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that empty plastic bags large enough for a childs head to fit inside were kept inaccessible to children younger than 5 years of age. In the downstairs playroom, there was an empty plastic bag in a cubby. In the downstairs bathroom, there was a box of empty trash bags underneath the sink. This was a repeat rule violation."
14405;"2020-05-27";"Announced, Annual Inspection";;"90-13(4); choking hazards";"Citation";"Moderate";"2020-05-27";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by not ensuring that all choking hazards were kept inaccessible to children younger than 3 years of age. In the upstairs bathroom, there were bobby pins on a shelf above the toilet. In the downstairs play area, there were Legos, Dominos, and small toys in the cubby bin. There were small nails in a drawer in the downstairs kitchen. There were pen caps on the floor in the hot water closet. This was a repeat rule violation."
14405;"2019-09-12";"Follow-Up Inspection";;;;;;;
14405;"2019-08-15";"Unannounced, Annual Inspection";;"90-13(9)(a)-(c); toxic or hazardous chemicals";"Citation";"Moderate";"2019-08-15";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having toxic or hazardous chemicals accessible to children. In the master bathroom and downstairs kitchen there were cleaners, in the adult bedroom downstairs there was rubbing alcohol and in the second bedroom downstairs, there was fingernail polish remover. This was a repeat rule violation."
14405;"2019-08-15";"Unannounced, Annual Inspection";;"90-13(7); empty plastic bags, latex gloves, balloons";"Citation";"Moderate";"2019-08-15";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rule by having balloons accessible to children. In the kitchen, there were balloons in a drawer. This was a repeat rule violation."
14405;"2019-05-02";"Follow-Up Inspection";;;;;;;
14405;"2019-04-03";"Announced, Annual Inspection";;"90-13(8); standing water";"Citation";"High";"2019-05-02";"Correction Verified";"The provider did not comply with the Child Safety and Injury Prevention rules by having standing water accessible to children in care.  In the outdoor area, there was water in a plastic container."
14405;"2019-04-03";"Announced, Annual Inspection";;"90-13(16); heavy or unstable objects";"Citation";"Moderate";"2019-05-02";"Correction Verified";"The provider did not comply with Child Safety and Injury Prevention rule by having unstable heavy equipment accessible to children in care. In the living room, there was an unsecured television set. This was a repeat rule violation."
14405;"2018-10-05";"Follow-Up Inspection";;;;;;;
14405;"2018-09-04";"Unannounced, Annual Inspection";;"90-19(14); ladders in trampoline use zone";"Citation";"High";"2018-10-05";"Correction Verified";"The provider did not ensure there were no ladders or other objects within the use zone of an accessible trampoline that a child could use to climb on the trampoline. In the outdoor play area, there were steps next to the trampoline that was accessible to children in care."
14405;"2018-05-23";"Pre-Inspection";;;;;;;
75121;"2020-03-25";"DWS Pre-Approval, Follow-Up";;;;;;;
75121;"2019-12-09";"DWS Pre-Approval";;;;;;;
75240;"2020-06-30";"DWS Pre-Approval";;;;;;;
75240;"2019-12-11";"DWS Pre-Approval";;;;;;;
15141;"2021-02-18";"Announced, Annual Inspection";;;;;;;
15141;"2021-01-27";"Follow-Up Inspection";;;;;;;
15141;"2020-10-22";"Unannounced, Annual Inspection";;"90-10(1)(a)-(b); ratios";"Citation";"High";"2020-10-22";"Correction Verified";"The provider did not comply with the Ratios rule by exceeding the number of allowed children with one caregiver.  In the facility, there was one caregiver with nine children."
15141;"2020-03-06";"Announced, Annual Inspection";;;;;;;
15141;"2019-11-05";"Unannounced, Annual Inspection";;;;;;;
15141;"2019-02-28";"Announced, Annual Inspection";;;;;;;
15141;"2018-10-29";"Unannounced, Annual Inspection";;;;;;;
76420;"2021-03-07";"Announced, Annual Inspection";;;;;;;
76420;"2020-09-28";"Pre-Inspection";;;;;;;
10024;"2020-09-28";"Announced, Annual Inspection";;;;;;;
10024;"2019-11-26";"Unannounced, Annual Inspection";;;;;;;
10024;"2019-08-29";"Announced, Annual Inspection";;;;;;;
10024;"2019-02-11";"Non On-Site Inspection";;;;;;;
10024;"2019-01-11";"Unannounced, Annual Inspection";;;;;;;
10024;"2018-08-24";"Announced, Annual Inspection";;;;;;;
10024;"2018-03-23";"Unannounced, Annual Inspection";;;;;;;
69385;"2020-09-24";"Pre-Inspection";;;;;;;
70386;"2021-03-03";"Announced, Annual Inspection";;;;;;;
70386;"2020-07-29";"Follow-Up Inspection";;;;;;;
70386;"2020-07-16";"Unannounced, Annual Inspection";;"dwsffn-11(1); active supervision";"Citation";"High";"2020-07-16";"Correction Verified";"The provider did not comply with the Child Supervision and Security requirements.  At the time of the inspection, the children were not being supervised."
70386;"2020-03-27";"Announced, Annual Inspection";;;;;;;
70386;"2019-07-16";"Unannounced, Annual Inspection";;;;;;;
70386;"2019-04-30";"DWS Pre-Approval, Follow-Up";;;;;;;
70386;"2019-04-23";"DWS Pre-Approval, Follow-Up";;;;;;;
70386;"2019-04-03";"DWS Pre-Approval";;;;;;;
61315;"2020-06-09";"Unannounced, Annual Inspection";;;;;;;
61315;"2020-04-10";"Non On-Site Inspection";;;;;;;
61315;"2020-02-26";"Announced, Annual Inspection";;;;;;;
61315;"2019-09-23";"Unannounced, Annual Inspection";;;;;;;
61315;"2019-02-25";"Announced, Annual Inspection";;;;;;;
61315;"2018-06-14";"Unannounced, Annual Inspection";;;;;;;
61315;"2018-04-02";"Pre-Inspection";;;;;;;
52855;"2021-02-23";"Announced, Annual Inspection";;;;;;;
52855;"2020-09-09";"Unannounced, Annual Inspection";;;;;;;
52855;"2020-02-18";"DWS Pre-Approval, Follow-Up";;;;;;;
52855;"2019-08-28";"DWS Pre-Approval";;;;;;;
52855;"2018-04-02";"Non On-Site Inspection";;;;;;;
28567;"2021-03-02";"Announced, Annual Inspection";;;;;;;
28567;"2020-10-26";"Non On-Site Inspection";;;;;;;
28567;"2020-09-08";"Pre-Inspection";;;;;;;
14900;"2021-03-02";"Follow-Up Inspection";;;;;;;
14900;"2021-02-05";"Announced, Annual Inspection";;;;;;;
14900;"2020-03-13";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
14900;"2020-03-04";"Follow-Up Inspection";;;;;;;
14900;"2020-02-11";"Announced, Annual Inspection";;;;;;;
14900;"2019-08-26";"Follow-Up Inspection";;;;;;;
14900;"2019-07-25";"Unannounced, Annual Inspection";;"90-11(1)(a)-(d); active supervision";"Citation";"High";"2019-07-25";"Correction Verified";"The provider did not comply with the Child Supervision and Security rule by not knowing how many children were in care at all times.  At the time of the inspection, the provider did not know how many children were in care."
14900;"2019-03-04";"Follow-Up Inspection";;;;;;;
14900;"2019-01-14";"Announced, Annual Inspection";;"90-17(1); medications inaccessible";"Citation";"Moderate";"2019-01-14";"Correction Verified";"The provider did not comply with the Medications rule by having medication accessible to children in care.  In the bathroom, there was medication in the medicine cabinet.  This was a repeat rule violation."
14900;"2018-09-07";"Follow-Up Inspection";;;;;;;
14900;"2018-08-09";"Unannounced, Annual Inspection";;;;;;;
14900;"2018-03-21";"Follow-Up, Additional Follow-Up Inspection";;;;;;;
356;"2020-10-29";"Announced, Annual Inspection";;;;;;;
356;"2020-02-12";"Unannounced, Annual Inspection";;;;;;;
356;"2019-10-30";"Announced, Annual Inspection";;;;;;;
356;"2019-04-03";"Unannounced, Annual Inspection";;;;;;;
356;"2018-10-18";"Announced, Annual Inspection";;;;;;;
356;"2018-05-29";"Unannounced, Annual Inspection";;;;;;;
3810;"2020-09-11";"Non On-Site Inspection";;;;;;;
3810;"2020-08-24";"Announced, Annual Inspection";;;;;;;
