"InspectionId";"ProviderId";"InspectionType";"InspectionStartDate";"InspectionStartTime";"InspectionEndDate";"InspectionEndTime";"ReportFilename"
219508;79203;"Investigation";"2017-04-03";"10:00:00";"2017-04-03";"10:20:00";"79203_219508.pdf"
242227;79203;"Renewal Application";"2017-10-25";"10:30:00";"2017-10-25";"12:10:00";"79203_242227.pdf"
247061;79203;"Renewal Application";"2018-12-07";"09:35:00";"2018-12-07";"11:35:00";"79203_247061.pdf"
291709;79203;"Renewal Application";"2019-11-20";"08:46:00";"2019-11-20";"10:20:00";"79203_291709.pdf"
292082;79203;"Investigation";"2019-11-20";"08:46:00";"2019-11-20";"10:20:00";"79203_292082.pdf"
305555;79203;"Renewal Application";"2020-12-14";"09:15:00";"2020-12-14";"11:00:00";"79203_305555.pdf"
318595;79203;"Investigation";"2021-08-24";"09:30:00";"2021-08-24";"11:16:00";"79203_318595.pdf"
319234;79203;"Renewal Application";"2021-11-22";"10:30:00";"2021-11-22";"12:30:00";"79203_319234.pdf"
320910;79203;"Investigation";"2022-04-18";"09:43:00";"2022-04-18";"10:26:00";"79203_320910.pdf"
7143;61256;"Renewal Application";"2012-03-14";"14:30:00";"2012-03-14";"16:00:00";"61256_7143.pdf"
12575;61256;"Investigation";"2012-08-30";"16:00:00";"2012-08-30";"16:40:00";"61256_12575.pdf"
139251;61256;"Renewal Application";"2015-03-12";"14:20:00";"2015-03-12";"15:40:00";"61256_139251.pdf"
278421;61256;"Renewal Application";"2019-03-12";"14:15:00";"2019-03-12";"15:30:00";"61256_278421.pdf"
218776;61256;"Renewal Application";"2017-03-29";"14:30:00";"2017-03-29";"15:45:00";"61256_218776.pdf"
214119;61256;"Renewal Application";"2016-03-10";"14:35:00";"2016-03-10";"16:00:00";"61256_214119.pdf"
54064;61256;"Renewal Application";"2014-03-10";"15:00:00";"2014-03-10";"16:30:00";"61256_54064.pdf"
16811;61256;"Renewal Application";"2013-02-12";"14:55:00";"2013-02-12";"16:20:00";"61256_16811.pdf"
243536;61256;"Renewal Application";"2018-02-21";"14:30:00";"2018-02-21";"15:40:00";"61256_243536.pdf"
293022;61256;"Renewal Application";"2020-11-22";"15:20:00";"2020-11-22";"16:26:00";"61256_293022.pdf"
306427;61256;"Renewal Application";"2021-03-17";"14:42:00";"2021-03-17";"16:05:00";"61256_306427.pdf"
320227;61256;"Renewal Application";"2022-04-12";"14:10:00";"2022-04-12";"15:15:00";"61256_320227.pdf"
319071;202830;"Initial Application";"2021-10-07";"10:00:00";"2021-10-07";"12:30:00";"202830_319071.pdf"
216935;179678;"Initial Application";"2016-09-16";"14:45:00";"2016-09-16";"16:00:00";"179678_216935.pdf"
242231;179678;"Renewal Application";"2017-10-11";"07:30:00";"2017-10-11";"08:37:00";"179678_242231.pdf"
247081;179678;"Renewal Application";"2018-12-18";"16:00:00";"2018-12-18";"17:05:00";"179678_247081.pdf"
291713;179678;"Renewal Application";"2019-11-14";"07:00:00";"2019-11-14";"08:36:00";"179678_291713.pdf"
319075;179678;"Renewal Application";"2021-10-20";"07:10:00";"2021-10-20";"08:15:00";"179678_319075.pdf"
41251;105803;"Initial Application";"2013-08-02";"10:25:00";"2013-08-02";"11:36:00";"105803_41251.pdf"
41637;105803;"Renewal Application";"2013-11-06";"14:50:00";"2013-11-06";"16:45:00";"105803_41637.pdf"
41868;105803;"Investigation";"2013-09-10";"14:55:00";"2013-09-10";"15:40:00";"105803_41868.pdf"
117318;105803;"Renewal Application";"2014-10-30";"14:35:00";"2014-11-03";"16:00:00";"105803_117318.pdf"
149620;105803;"Investigation";"2015-03-02";"15:00:00";"2015-03-02";"15:15:00";"105803_149620.pdf"
190886;105803;"Investigation";"2015-05-29";"14:00:00";"2015-05-29";"14:30:00";"105803_190886.pdf"
192232;105803;"Renewal Application";"2015-11-05";"14:30:00";"2015-11-05";"15:45:00";"105803_192232.pdf"
216987;105803;"Renewal Application";"2016-11-02";"15:25:00";"2016-11-02";"17:25:00";"105803_216987.pdf"
219662;105803;"Investigation";"2017-03-29";"15:00:00";"2017-04-19";"15:45:00";"105803_219662.pdf"
241790;105803;"Renewal Application";"2017-10-26";"14:05:00";"2017-10-26";"15:30:00";"105803_241790.pdf"
243099;105803;"Investigation";"2018-01-03";"15:20:00";"2018-01-08";"15:25:00";"105803_243099.pdf"
246582;105803;"Renewal Application";"2018-12-18";"15:30:00";"2018-12-18";"16:45:00";"105803_246582.pdf"
247263;105803;"Investigation";"2018-10-30";"14:00:00";"2018-10-30";"14:30:00";"105803_247263.pdf"
291265;105803;"Renewal Application";"2019-11-15";"14:00:00";"2019-11-15";"16:00:00";"105803_291265.pdf"
318784;105803;"Renewal Application";"2021-10-27";"14:55:00";"2021-10-27";"16:00:00";"105803_318784.pdf"
319256;105803;"Investigation";"2021-10-28";"10:30:00";"2021-10-28";"14:00:00";"105803_319256.pdf"
319900;105803;"Investigation";"2022-01-12";"13:30:00";"2022-01-13";"09:04:00";"105803_319900.pdf"
323081;105803;"Renewal Application";"2022-11-03";"14:14:00";"2022-11-03";"16:35:00";"105803_323081.pdf"
600;643;"Renewal Application";"2011-11-01";"08:58:00";"2011-11-01";"11:30:00";"643_600.pdf"
12743;643;"Renewal Application";"2012-11-01";"09:17:00";"2012-11-01";"10:35:00";"643_12743.pdf"
52106;643;"Renewal Application";"2013-09-10";"08:35:00";"2013-09-10";"10:15:00";"643_52106.pdf"
107287;643;"Renewal Application";"2014-09-15";"08:30:00";"2014-09-15";"09:55:00";"643_107287.pdf"
192290;643;"Renewal Application";"2015-09-16";"08:35:00";"2015-09-16";"10:40:00";"643_192290.pdf"
217037;643;"Renewal Application";"2016-09-29";"09:36:00";"2016-09-29";"10:50:00";"643_217037.pdf"
241855;643;"Renewal Application";"2017-11-01";"09:55:00";"2017-11-01";"12:15:00";"643_241855.pdf"
246613;643;"Renewal Application";"2018-10-30";"09:45:00";"2018-10-30";"11:10:00";"643_246613.pdf"
278312;643;"Investigation";"2019-01-31";"09:15:00";"2019-02-11";"09:46:00";"643_278312.pdf"
291311;643;"Renewal Application";"2019-11-06";"09:40:00";"2019-11-06";"10:50:00";"643_291311.pdf"
304918;643;"Renewal Application";"2020-10-15";"09:45:00";"2020-10-15";"11:30:00";"643_304918.pdf"
318764;643;"Renewal Application";"2021-10-14";"09:31:00";"2021-10-14";"11:10:00";"643_318764.pdf"
8015;1067;"Renewal Application";"2012-03-07";"14:50:00";"2012-03-07";"16:10:00";"1067_8015.pdf"
17617;1067;"Renewal Application";"2013-03-13";"14:20:00";"2013-03-13";"15:40:00";"1067_17617.pdf"
54455;1067;"Renewal Application";"2014-03-11";"14:35:00";"2014-03-11";"17:00:00";"1067_54455.pdf"
149655;1067;"Renewal Application";"2015-05-05";"14:55:00";"2015-05-05";"16:30:00";"1067_149655.pdf"
214527;1067;"Renewal Application";"2016-04-05";"14:10:00";"2016-04-05";"15:25:00";"1067_214527.pdf"
219164;1067;"Renewal Application";"2017-05-01";"14:25:00";"2017-05-01";"15:55:00";"1067_219164.pdf"
243936;1067;"Renewal Application";"2018-04-19";"14:45:00";"2018-04-19";"16:05:00";"1067_243936.pdf"
278892;1067;"Renewal Application";"2019-03-21";"14:30:00";"2019-03-21";"15:30:00";"1067_278892.pdf"
293500;1067;"Renewal Application";"2020-03-09";"14:15:00";"2020-03-09";"15:39:00";"1067_293500.pdf"
307658;1067;"Renewal Application";"2021-08-18";"14:40:00";"2021-08-18";"15:50:00";"1067_307658.pdf"
320602;1067;"Renewal Application";"2022-04-21";"14:41:00";"2022-04-21";"15:45:00";"1067_320602.pdf"
14501;101874;"Initial Application";"2012-11-07";"10:30:00";"2012-11-07";"11:40:00";"101874_14501.pdf"
40510;101874;"Renewal Application";"2013-06-06";"08:30:00";"2013-06-06";"11:30:00";"101874_40510.pdf"
85125;101874;"Investigation";"2014-04-07";"08:20:00";"2014-04-07";"08:40:00";"101874_85125.pdf"
95226;101874;"Investigation";"2014-04-30";"10:40:00";"2014-04-30";"11:10:00";"101874_95226.pdf"
105986;101874;"Renewal Application";"2014-06-17";"09:10:00";"2014-06-17";"13:15:00";"101874_105986.pdf"
127772;101874;"Investigation";"2014-10-21";"08:05:00";"2014-10-21";"09:45:00";"101874_127772.pdf"
128155;101874;"Investigation";"2014-10-28";"13:00:00";"2014-12-10";"09:05:00";"101874_128155.pdf"
149748;101874;"Investigation";"2015-03-12";"14:00:00";"2015-03-20";"16:05:00";"101874_149748.pdf"
190928;101874;"Renewal Application";"2015-09-01";"08:30:00";"2015-09-01";"10:30:00";"101874_190928.pdf"
191865;101874;"Investigation";"2015-08-05";"14:45:00";"2015-08-05";"15:45:00";"101874_191865.pdf"
213935;101874;"Investigation";"2016-02-09";"12:00:00";"2016-02-09";"12:30:00";"101874_213935.pdf"
215814;101874;"Renewal Application";"2016-08-18";"09:44:00";"2016-08-18";"13:00:00";"101874_215814.pdf"
218203;101874;"Investigation";"2016-12-06";"10:25:00";"2017-01-12";"09:45:00";"101874_218203.pdf"
219685;101874;"Investigation";"2017-04-04";"10:00:00";"2017-04-06";"15:00:00";"101874_219685.pdf"
220072;101874;"Investigation";"2017-05-09";"06:53:00";"2017-05-09";"07:52:00";"101874_220072.pdf"
220457;101874;"Renewal Application";"2017-06-26";"08:25:00";"2017-06-26";"11:30:00";"101874_220457.pdf"
243070;101874;"Investigation";"2017-12-06";"11:00:00";"2017-12-06";"12:05:00";"101874_243070.pdf"
245308;101874;"Renewal Application";"2018-09-14";"09:00:00";"2018-09-14";"11:15:00";"101874_245308.pdf"
218755;101874;"Investigation";"2017-02-21";"11:46:00";"2017-02-23";"13:30:00";"101874_218755.pdf"
290071;101874;"Renewal Application";"2019-07-19";"09:30:00";"2019-07-19";"11:20:00";"101874_290071.pdf"
293883;101874;"Renewal Application";"2020-09-03";"09:30:00";"2020-09-03";"11:00:00";"101874_293883.pdf"
307648;101874;"Renewal Application";"2021-07-29";"09:40:00";"2021-07-29";"12:23:00";"101874_307648.pdf"
321581;101874;"Renewal Application";"2022-08-10";"08:50:00";"2022-08-10";"10:40:00";"101874_321581.pdf"
779;59932;"Renewal Application";"2011-11-16";"09:08:00";"2011-11-16";"12:05:00";"59932_779.pdf"
13781;59932;"Renewal Application";"2012-11-07";"10:00:00";"2012-11-07";"12:30:00";"59932_13781.pdf"
17061;59932;"Investigation";"2013-02-08";"10:30:00";"2013-02-08";"11:30:00";"59932_17061.pdf"
17490;59932;"Investigation";"2013-02-27";"10:45:00";"2013-02-27";"11:10:00";"59932_17490.pdf"
18097;59932;"Investigation";"2013-03-28";"10:00:00";"2013-03-28";"10:10:00";"59932_18097.pdf"
52611;59932;"Renewal Application";"2013-11-04";"08:00:00";"2013-11-04";"10:45:00";"59932_52611.pdf"
127717;59932;"Renewal Application";"2014-12-15";"10:00:00";"2014-12-15";"12:00:00";"59932_127717.pdf"
192448;59932;"Investigation";"2015-10-15";"13:00:00";"2015-10-15";"13:30:00";"59932_192448.pdf"
202778;59932;"Renewal Application";"2015-12-07";"09:15:00";"2015-12-07";"11:15:00";"59932_202778.pdf"
216260;59932;"Investigation";"2016-07-14";"09:00:00";"2016-07-14";"11:30:00";"59932_216260.pdf"
216425;59932;"Investigation";"2016-07-27";"10:45:00";"2016-07-27";"11:15:00";"59932_216425.pdf"
217388;59932;"Renewal Application";"2016-11-29";"09:50:00";"2016-11-29";"12:30:00";"59932_217388.pdf"
242268;59932;"Renewal Application";"2017-12-07";"09:45:00";"2017-12-07";"11:15:00";"59932_242268.pdf"
245953;59932;"Investigation";"2018-08-20";"10:15:00";"2018-08-20";"11:00:00";"59932_245953.pdf"
247053;59932;"Renewal Application";"2019-02-13";"09:00:00";"2019-02-13";"10:30:00";"59932_247053.pdf"
291708;59932;"Renewal Application";"2019-11-19";"10:00:00";"2019-11-19";"12:15:00";"59932_291708.pdf"
304190;59932;"Investigation";"2020-07-27";"12:02:00";"2020-07-27";"17:00:00";"59932_304190.pdf"
305121;59932;"Renewal Application";"2020-10-28";"09:26:00";"2020-10-28";"11:31:00";"59932_305121.pdf"
319202;59932;"Renewal Application";"2021-12-03";"09:53:00";"2021-12-03";"11:04:00";"59932_319202.pdf"
8766;165;"Renewal Application";"2012-05-30";"10:06:00";"2012-05-30";"12:55:00";"165_8766.pdf"
18476;165;"Renewal Application";"2013-06-27";"09:40:00";"2013-06-27";"11:45:00";"165_18476.pdf"
85102;165;"Renewal Application";"2014-06-16";"09:16:00";"2014-06-16";"11:05:00";"165_85102.pdf"
95331;165;"Investigation";"2014-04-17";"15:00:00";"2014-04-17";"16:15:00";"165_95331.pdf"
127508;165;"Investigation";"2014-10-06";"12:40:00";"2014-10-06";"13:05:00";"165_127508.pdf"
160194;165;"Renewal Application";"2015-06-03";"09:40:00";"2015-06-03";"11:39:00";"165_160194.pdf"
215023;165;"Renewal Application";"2016-05-31";"09:50:00";"2016-05-31";"12:00:00";"165_215023.pdf"
218692;165;"Investigation";"2017-01-30";"10:15:00";"2017-02-06";"09:30:00";"165_218692.pdf"
219585;165;"Renewal Application";"2017-05-30";"09:55:00";"2017-05-30";"11:45:00";"165_219585.pdf"
190659;165;"Investigation";"2015-05-29";"14:40:00";"2015-05-29";"15:30:00";"165_190659.pdf"
244620;165;"Renewal Application";"2018-06-19";"09:15:00";"2018-06-19";"10:30:00";"165_244620.pdf"
289329;165;"Renewal Application";"2019-05-28";"09:15:00";"2019-05-28";"11:35:00";"165_289329.pdf"
289882;165;"Investigation";"2019-05-28";"09:15:00";"2019-05-28";"23:35:00";"165_289882.pdf"
307058;165;"Renewal Application";"2021-04-16";"09:33:00";"2021-04-16";"11:02:00";"165_307058.pdf"
293698;165;"Renewal Application";"2020-08-06";"09:50:00";"2020-08-06";"11:18:00";"165_293698.pdf"
320989;165;"Renewal Application";"2022-07-20";"10:00:00";"2022-07-20";"11:15:00";"165_320989.pdf"
245444;191362;"Change of Ownership";"2018-07-25";"11:50:00";"2018-07-25";"14:00:00";"191362_245444.pdf"
247261;191362;"Investigation";"2018-10-29";"09:30:00";"2018-10-29";"11:00:00";"191362_247261.pdf"
268001;191362;"Investigation";"2018-12-20";"13:30:00";"2019-01-09";"12:00:00";"191362_268001.pdf"
279095;191362;"Investigation";"2019-04-03";"11:25:00";"2019-04-03";"12:25:00";"191362_279095.pdf"
289205;191362;"Investigation";"2019-04-17";"11:31:00";"2019-04-17";"12:28:00";"191362_289205.pdf"
289452;191362;"Investigation";"2019-04-17";"11:31:00";"2019-04-17";"12:28:00";"191362_289452.pdf"
290883;191362;"Renewal Application";"2019-09-24";"09:30:00";"2019-09-24";"11:47:00";"191362_290883.pdf"
292296;191362;"Investigation";"2019-11-20";"09:45:00";"2019-11-20";"12:05:00";"191362_292296.pdf"
304920;191362;"Renewal Application";"2020-11-18";"08:30:00";"2020-11-18";"10:22:00";"191362_304920.pdf"
318427;191362;"Renewal Application";"2021-11-09";"09:50:00";"2021-11-09";"12:47:00";"191362_318427.pdf"
321743;191362;"Investigation";"2022-06-07";"10:25:00";"2022-06-07";"11:35:00";"191362_321743.pdf"
848;72862;"Renewal Application";"2011-10-24";"07:30:00";"2011-10-24";"08:00:00";"72862_848.pdf"
13875;72862;"Renewal Application";"2012-11-02";"10:05:00";"2012-11-02";"12:10:00";"72862_13875.pdf"
95945;72862;"Investigation";"2014-06-02";"12:45:00";"2014-06-02";"13:30:00";"72862_95945.pdf"
127721;72862;"Renewal Application";"2014-11-12";"09:49:00";"2014-11-12";"12:30:00";"72862_127721.pdf"
52613;72862;"Renewal Application";"2013-11-19";"09:00:00";"2013-11-19";"12:30:00";"72862_52613.pdf"
11591;72862;"Investigation";"2012-07-12";"13:34:00";"2012-07-12";"13:46:00";"72862_11591.pdf"
1044;72862;"Investigation";"2011-10-24";"07:30:00";"2011-10-24";"08:00:00";"72862_1044.pdf"
139307;72862;"Investigation";"2015-02-12";"09:51:00";"2015-02-12";"10:26:00";"72862_139307.pdf"
149819;72862;"Investigation";"2015-03-25";"09:40:00";"2015-03-25";"11:15:00";"72862_149819.pdf"
170469;72862;"Investigation";"2015-05-05";"08:02:00";"2015-05-05";"10:00:00";"72862_170469.pdf"
190660;72862;"Investigation";"2015-05-15";"16:30:00";"2015-05-15";"16:45:00";"72862_190660.pdf"
192052;72862;"Investigation";"2015-08-31";"13:20:00";"2015-08-31";"14:06:00";"72862_192052.pdf"
202775;72862;"Renewal Application";"2015-12-02";"08:10:00";"2015-12-02";"10:00:00";"72862_202775.pdf"
214294;72862;"Investigation";"2016-03-09";"14:30:00";"2016-03-09";"14:45:00";"72862_214294.pdf"
217384;72862;"Renewal Application";"2017-02-10";"09:25:00";"2017-02-10";"12:20:00";"72862_217384.pdf"
217843;72862;"Investigation";"2016-11-03";"11:00:00";"2016-11-03";"11:20:00";"72862_217843.pdf"
218438;72862;"Investigation";"2017-01-17";"13:40:00";"2017-01-17";"13:45:00";"72862_218438.pdf"
218924;72862;"Investigation";"2017-03-03";"10:20:00";"2017-03-03";"12:00:00";"72862_218924.pdf"
220401;72862;"Investigation";"2017-06-14";"10:00:00";"2017-06-14";"10:20:00";"72862_220401.pdf"
221109;72862;"Investigation";"2017-08-15";"09:10:00";"2017-08-15";"11:05:00";"72862_221109.pdf"
242269;72862;"Renewal Application";"2017-10-06";"09:30:00";"2017-10-06";"11:40:00";"72862_242269.pdf"
242894;72862;"Investigation";"2017-12-05";"10:35:00";"2017-12-05";"10:50:00";"72862_242894.pdf"
244792;72862;"Investigation";"2018-04-17";"10:30:00";"2018-04-17";"11:15:00";"72862_244792.pdf"
246435;72862;"Investigation";"2018-10-04";"15:09:00";"2018-10-04";"15:10:00";"72862_246435.pdf"
247060;72862;"Renewal Application";"2018-11-28";"09:45:00";"2018-11-28";"12:30:00";"72862_247060.pdf"
247929;72862;"Change of Location";"2018-12-07";"13:00:00";"2018-12-07";"14:00:00";"72862_247929.pdf"
278486;72862;"Change of Location";"2019-02-13";"09:50:00";"2019-02-13";"11:15:00";"72862_278486.pdf"
291759;72862;"Renewal Application";"2019-11-18";"09:18:00";"2019-11-18";"11:11:00";"72862_291759.pdf"
305553;72862;"Renewal Application";"2021-01-29";"09:14:00";"2021-01-29";"10:50:00";"72862_305553.pdf"
319203;72862;"Renewal Application";"2021-12-08";"10:12:00";"2021-12-08";"12:35:00";"72862_319203.pdf"
323312;72862;"Investigation";"2022-10-07";"10:45:00";"2022-10-07";"11:25:00";"72862_323312.pdf"
323423;72862;"Renewal Application";"2022-11-07";"09:11:00";"2022-11-07";"11:25:00";"72862_323423.pdf"
9922;98489;"Initial Application";"2012-05-31";"09:00:00";"2012-05-31";"10:45:00";"98489_9922.pdf"
16799;98489;"Renewal Application";"2013-02-11";"09:10:00";"2013-02-11";"10:20:00";"98489_16799.pdf"
54059;98489;"Renewal Application";"2014-02-25";"09:30:00";"2014-02-25";"12:35:00";"98489_54059.pdf"
139244;98489;"Renewal Application";"2015-02-11";"09:55:00";"2015-02-11";"11:55:00";"98489_139244.pdf"
214113;98489;"Renewal Application";"2016-02-18";"08:30:00";"2016-02-18";"10:55:00";"98489_214113.pdf"
218768;98489;"Renewal Application";"2017-02-24";"08:30:00";"2017-02-24";"10:30:00";"98489_218768.pdf"
243532;98489;"Renewal Application";"2018-04-20";"09:30:00";"2018-04-20";"10:30:00";"98489_243532.pdf"
278449;98489;"Renewal Application";"2019-03-26";"09:35:00";"2019-03-26";"12:00:00";"98489_278449.pdf"
293025;98489;"Renewal Application";"2020-03-12";"09:40:00";"2020-03-12";"11:52:00";"98489_293025.pdf"
293641;98489;"Investigation";"2020-03-18";"13:20:00";"2020-03-19";"14:45:00";"98489_293641.pdf"
306455;98489;"Renewal Application";"2021-04-27";"09:35:00";"2021-04-27";"11:20:00";"98489_306455.pdf"
320218;98489;"Renewal Application";"2022-04-12";"11:15:00";"2022-04-12";"13:00:00";"98489_320218.pdf"
8017;75687;"Renewal Application";"2012-04-24";"14:30:00";"2012-04-24";"17:30:00";"75687_8017.pdf"
9216;75687;"Investigation";"2012-04-24";"14:30:00";"2012-04-24";"17:30:00";"75687_9216.pdf"
17641;75687;"Renewal Application";"2013-05-14";"15:00:00";"2013-05-14";"16:09:00";"75687_17641.pdf"
52157;75687;"Investigation";"2013-09-18";"11:00:00";"2013-09-18";"11:18:00";"75687_52157.pdf"
54583;75687;"Renewal Application";"2014-04-08";"15:15:00";"2014-04-08";"16:35:00";"75687_54583.pdf"
149657;75687;"Renewal Application";"2015-04-09";"14:45:00";"2015-04-09";"16:45:00";"75687_149657.pdf"
190653;75687;"Investigation";"2015-05-18";"13:00:00";"2015-05-18";"13:30:00";"75687_190653.pdf"
214536;75687;"Renewal Application";"2016-04-26";"14:22:00";"2016-04-26";"15:30:00";"75687_214536.pdf"
218197;75687;"Investigation";"2017-01-09";"10:00:00";"2017-02-22";"10:45:00";"75687_218197.pdf"
219173;75687;"Renewal Application";"2017-04-26";"14:35:00";"2017-04-26";"16:31:00";"75687_219173.pdf"
243944;75687;"Renewal Application";"2018-03-23";"14:50:00";"2018-03-23";"16:30:00";"75687_243944.pdf"
278905;75687;"Renewal Application";"2019-05-07";"14:30:00";"2019-05-07";"16:00:00";"75687_278905.pdf"
307655;75687;"Renewal Application";"2021-08-25";"14:30:00";"2021-08-25";"16:21:00";"75687_307655.pdf"
318660;75687;"Investigation";"2021-09-23";"10:44:00";"2021-09-23";"12:11:00";"75687_318660.pdf"
319665;75687;"Investigation";"2021-11-29";"14:33:00";"2021-11-30";"08:50:00";"75687_319665.pdf"
320358;75687;"Investigation";"2022-02-28";"14:30:00";"2022-02-28";"15:41:00";"75687_320358.pdf"
320585;75687;"Renewal Application";"2022-05-16";"14:50:00";"2022-05-16";"17:20:00";"75687_320585.pdf"
5611;3319;"Renewal Application";"2012-03-06";"12:02:00";"2012-03-06";"13:14:00";"3319_5611.pdf"
16794;3319;"Annual Inspection";"2013-03-01";"10:15:00";"2013-03-01";"11:15:00";"3319_16794.pdf"
54041;3319;"Renewal Application";"2014-02-14";"11:00:00";"2014-02-14";"12:00:00";"3319_54041.pdf"
139165;3319;"Annual Inspection";"2015-03-09";"12:00:00";"2015-03-09";"13:00:00";"3319_139165.pdf"
214112;3319;"Renewal Application";"2016-02-29";"13:40:00";"2016-02-29";"14:34:00";"3319_214112.pdf"
218767;3319;"Annual Inspection";"2017-02-15";"13:00:00";"2017-02-15";"14:00:00";"3319_218767.pdf"
243527;3319;"Renewal Application";"2018-03-23";"09:45:00";"2018-03-23";"10:30:00";"3319_243527.pdf"
278445;3319;"Annual Inspection";"2019-03-01";"11:20:00";"2019-03-01";"12:00:00";"3319_278445.pdf"
292914;3319;"Renewal Application";"2020-02-12";"10:20:00";"2020-02-12";"11:05:00";"3319_292914.pdf"
306228;3319;"Annual Inspection";"2021-02-22";"12:50:00";"2021-02-22";"13:40:00";"3319_306228.pdf"
320181;3319;"Renewal Application";"2022-04-19";"10:40:00";"2022-04-19";"11:20:00";"3319_320181.pdf"
293135;202368;"Initial Application";"2020-02-17";"10:05:00";"2020-02-17";"11:00:00";"202368_293135.pdf"
305102;202368;"Annual Inspection";"2020-11-24";"11:20:00";"2020-11-24";"12:46:00";"202368_305102.pdf"
319182;202368;"Renewal Application";"2021-11-16";"10:45:00";"2021-11-16";"11:45:00";"202368_319182.pdf"
241763;190850;"Initial Application";"2017-09-07";"08:55:00";"2017-09-07";"10:00:00";"190850_241763.pdf"
245498;190850;"Investigation";"2018-06-26";"14:00:00";"2018-06-26";"14:30:00";"190850_245498.pdf"
247084;190850;"Renewal Application";"2018-11-26";"09:18:00";"2018-11-26";"10:30:00";"190850_247084.pdf"
291714;190850;"Renewal Application";"2019-12-02";"09:40:00";"2019-12-02";"11:10:00";"190850_291714.pdf"
291715;190850;"Renewal Application";"2019-12-02";"09:40:00";"2019-12-02";"11:10:00";"190850_291715.pdf"
293203;190850;"Investigation";"2020-03-09";"10:56:00";"2020-03-09";"11:05:00";"190850_293203.pdf"
305531;190850;"Renewal Application";"2021-01-08";"10:20:00";"2021-01-08";"11:35:00";"190850_305531.pdf"
319186;190850;"Renewal Application";"2021-11-17";"10:10:00";"2021-11-17";"11:40:00";"190850_319186.pdf"
320208;202874;"Initial Application";"2022-02-09";"15:56:00";"2022-02-09";"17:30:00";"202874_320208.pdf"
289440;201939;"Initial Application";"2019-04-16";"13:30:00";"2019-04-16";"15:30:00";"201939_289440.pdf"
291040;201939;"Investigation";"2019-09-10";"09:25:00";"2019-09-10";"10:50:00";"201939_291040.pdf"
291499;201939;"Investigation";"2019-10-29";"11:10:00";"2019-11-06";"11:55:00";"201939_291499.pdf"
292270;201939;"Investigation";"2019-11-19";"14:30:00";"2019-11-19";"14:50:00";"201939_292270.pdf"
293003;201939;"Investigation";"2020-02-26";"14:05:00";"2020-02-26";"14:35:00";"201939_293003.pdf"
293831;201939;"Renewal Application";"2020-08-18";"09:00:00";"2020-08-18";"10:35:00";"201939_293831.pdf"
305927;201939;"Investigation";"2020-12-29";"10:25:00";"2021-01-06";"11:38:00";"201939_305927.pdf"
307348;201939;"Renewal Application";"2021-07-01";"09:10:00";"2021-07-01";"10:40:00";"201939_307348.pdf"
318420;201939;"Investigation";"2021-08-13";"09:30:00";"2021-08-13";"09:50:00";"201939_318420.pdf"
318477;201939;"Investigation";"2021-08-11";"10:30:00";"2021-08-11";"13:30:00";"201939_318477.pdf"
318548;201939;"Investigation";"2021-08-11";"10:30:00";"2021-09-03";"11:20:00";"201939_318548.pdf"
318654;201939;"Investigation";"2021-09-01";"11:10:00";"2021-09-01";"11:30:00";"201939_318654.pdf"
319021;201939;"Investigation";"2021-10-18";"14:13:00";"2021-10-18";"14:35:00";"201939_319021.pdf"
319930;201939;"Investigation";"2022-01-10";"12:38:00";"2022-01-10";"13:40:00";"201939_319930.pdf"
321280;201939;"Renewal Application";"2022-06-21";"09:30:00";"2022-06-21";"11:30:00";"201939_321280.pdf"
304907;202555;"Initial Application";"2020-10-22";"10:20:00";"2020-10-22";"12:20:00";"202555_304907.pdf"
307645;202555;"Annual Inspection";"2021-07-14";"10:42:00";"2021-07-14";"13:31:00";"202555_307645.pdf"
321682;202555;"Renewal Application";"2022-08-03";"10:52:00";"2022-08-03";"12:38:00";"202555_321682.pdf"
7981;88393;"Renewal Application";"2012-05-31";"09:21:00";"2012-05-31";"10:37:00";"88393_7981.pdf"
17600;88393;"Renewal Application";"2013-05-01";"08:30:00";"2013-05-01";"10:50:00";"88393_17600.pdf"
54444;88393;"Renewal Application";"2014-03-24";"08:30:00";"2014-03-24";"10:30:00";"88393_54444.pdf"
149545;88393;"Renewal Application";"2015-05-14";"08:30:00";"2015-05-14";"10:40:00";"88393_149545.pdf"
214518;88393;"Renewal Application";"2016-04-20";"09:40:00";"2016-04-20";"12:20:00";"88393_214518.pdf"
217496;88393;"Investigation";"2016-10-07";"10:30:00";"2016-10-12";"10:58:00";"88393_217496.pdf"
217919;88393;"Investigation";"2016-11-09";"13:00:00";"2016-11-17";"08:11:00";"88393_217919.pdf"
219113;88393;"Renewal Application";"2017-04-27";"08:50:00";"2017-04-27";"11:30:00";"88393_219113.pdf"
242022;88393;"Investigation";"2017-09-18";"10:15:00";"2017-09-18";"10:40:00";"88393_242022.pdf"
243926;88393;"Renewal Application";"2018-04-26";"09:00:00";"2018-04-26";"10:30:00";"88393_243926.pdf"
278883;88393;"Renewal Application";"2019-04-24";"09:41:00";"2019-04-24";"11:20:00";"88393_278883.pdf"
293491;88393;"Renewal Application";"2020-07-01";"10:10:00";"2020-07-01";"12:20:00";"88393_293491.pdf"
306499;88393;"Renewal Application";"2021-04-23";"09:00:00";"2021-04-23";"11:31:00";"88393_306499.pdf"
320569;88393;"Renewal Application";"2022-03-31";"09:42:00";"2022-03-31";"11:35:00";"88393_320569.pdf"
