"ID";"Name";"Address";"State";"City";"Zip";"Phone";"Services";"License Expires";"Capacity";"Facility Type";"DetailsRef";"Contact Name";"Financial Assistance";"Additional Classroom Types";"Night and Weekend Hours";"Meals Served";"Languages Spoken";"Bright Stars Rating";"RIDE CECE Approval";"Foundational Regulations";"Accepts CCAP";"Last date updated";"Website";"About Us";"Operation Hours Monday";"Operation Hours Tuesday";"Operation Hours Wednesday";"Operation Hours Thursday";"Operation Hours Friday";"Operation Hours Saturday";"Operation Hours Sunday";"Age Group"
342;"Sharon Fontaine";"389 Vose St";"RI";"Woonsocket";2895;"(401) 767-3823";;;6;"Home";"https://exceed.ri.gov/program-search-details/342";"Sharon Fontaine";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";;1;"N/A";"DHS";"Yes";5/31/2020;;"A loving environment for young children where children learn through play.";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";;;"All age groups"
344;"Claribel Prince";"46 Elder St";"RI";"Pawtucket";2860;"(401) 753-7774";;;6;"Home";"https://exceed.ri.gov/program-search-details/344";"Claribel Prince";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
347;"Anastacia Tejeda";"344 Niagara Street";"RI";"Providence";2907;"(401) 751-1154";;;6;"Home";"https://exceed.ri.gov/program-search-details/347";"Anastacia Tejeda";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
354;"Lucia Fernandez";"23 Adelaide Avenue Appartment 2";"RI";"Providence";2907;"(401) 919-5284";;;6;"Home";"https://exceed.ri.gov/program-search-details/354";"Lucia Fernandez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
356;"Camelia Salcedo";"70 Whitehall St";"RI";"Providence";2909;"(401) 781-5326";;;6;"Home";"https://exceed.ri.gov/program-search-details/356";"Camelia Salcedo";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
358;"Pilar Frias";"109 Superior Street Appartment 2";"RI";"Providence";2907;"(401) 751-8373";;;8;"Home";"https://exceed.ri.gov/program-search-details/358";"Pilar Frias";"CCAP";"Not Applicable";"weekend";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack,Dinner,Evening,Snack";"Spanish";1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 7:00pm";"6:30am - 7:00pm";"6:30am - 7:00pm";"6:30am - 7:00pm";"6:30am - 7:00pm";"7:00am - 5:00pm";;"All age groups"
369;"First Years Learning Center";"1400 ELMWOOD AVENUE";"RI";"Cranston";2910;"(401) 781-8337";;;68;"Center";"https://exceed.ri.gov/program-search-details/369";"John Buono";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";1;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:30am - 5:15pm";"7:30am - 5:15pm";"7:30am - 5:15pm";"7:30am - 5:15pm";"7:30am - 5:15pm";;;"2 months - 4 years, 3 - 5 years"
371;"Nilda Tejada";"15 Riverfarm Road";"RI";"Cranston";2910;"(401) 621-8358";;;6;"Home";"https://exceed.ri.gov/program-search-details/371";"Nilda Tejada";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
372;"Adriana Thompson";"27 East Greenwich Avenue  West";"RI";"Warwick";2893;"(401) 828-0017";;;8;"Home";"https://exceed.ri.gov/program-search-details/372";"Adriana Thompson";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
373;"Kid's Play";"1725 MENDON ROAD";"RI";"Cumberland";2864;"(401) 333-9970";;;67;"Center";"https://exceed.ri.gov/program-search-details/373";"Kristen  Quinn";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";"Spanish";1;"No";"DHS";"Yes";6/1/2020;"http://kidsplaypreschool.com/";"This program has not yet provided this information.";"6:45am - 5:45pm";"6:45am - 5:45pm";"6:45am - 5:45pm";"6:45am - 5:45pm";"6:45am - 5:45pm";;;"2 months - 4 years, 3 - 5 years"
381;"Christine Harrop";"22 Randall Road";"RI";"North Providence";2904;"(401) 726-2472";;;6;"Home";"https://exceed.ri.gov/program-search-details/381";"Christine Harrop";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
383;"Maria Reinoso";"38 Ford St";"RI";"Providence";2907;"(401) 831-0849";;;6;"Home";"https://exceed.ri.gov/program-search-details/383";"Maria Reinoso";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
500;"Grisel Gomez";"61 Putnam St";"RI";"Providence";2909;"(401) 272-3035";;;8;"Home";"https://exceed.ri.gov/program-search-details/500";"Grisel Gomez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
501;"Iluminada Kingsley";"29 Burnett Street Appartment 2";"RI";"Providence";2907;"(401) 228-8403";;;6;"Home";"https://exceed.ri.gov/program-search-details/501";"Iluminada Kingsley";"Information  by program";"Not Applicable";"None";;;1;"N/A";"DHS";"No";6/11/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
619;"Maria Bello";"52 Daboll Street";"RI";"Providence";2907;"(401) 941-1062";;;6;"Home";"https://exceed.ri.gov/program-search-details/619";"Maria Bello";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
624;"Teresita Gallego";"96 Coyle Ave";"RI";"Pawtucket";2861;"(401) 724-8796";;;6;"Home";"https://exceed.ri.gov/program-search-details/624";"Teresita Gallego";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
628;"Margarita Tavarez";"36 Alvin St";"RI";"Providence";2907;"(401) 941-5209";;;6;"Home";"https://exceed.ri.gov/program-search-details/628";"Margarita Tavarez";"Information  by program";"Not Applicable";"None";;;1;"N/A";"DHS";"No";6/11/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
629;"Evelyn Guzman";"711 Main St Appartment 1";"RI";"Pawtucket";2860;"(401) 728-5443";;;6;"Home";"https://exceed.ri.gov/program-search-details/629";"Evelyn Guzman";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
631;"Nilsa Roman";"113 Spring St";"RI";"Pawtucket";2860;"(401) 335-3516";;;6;"Home";"https://exceed.ri.gov/program-search-details/631";"Nilsa Roman";"Information  by program";"Not Applicable";"None";;;1;"N/A";"DHS";"No";6/11/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
632;"Edicta Rico";"804 Potters Ave";"RI";"Providence";2907;"(401) 351-5491";;;6;"Home";"https://exceed.ri.gov/program-search-details/632";"Edicta Rico";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
633;"Gladys Nunez";"26 Young Street";"RI";"Pawtucket";2860;"(401) 497-7464";;;8;"Home";"https://exceed.ri.gov/program-search-details/633";"Gladys Nunez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
635;"Maria Estrella";"15 Longfellow Terr., 2nd fl";"RI";"Providence";2907;"(401) 781-5847";;;6;"Home";"https://exceed.ri.gov/program-search-details/635";"Maria Estrella";"CCAP";"Not Applicable";"weekend";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";"Spanish";1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"06:30 AM - 04:30 PM";"06:30 AM - 04:30 PM";"06:30 AM - 04:30 PM";"06:30 AM - 04:30 PM";"06:30 AM - 04:30 PM";"06:30 AM - 04:30 PM";;"All age groups"
649;"Victoria Rodriguez";"118 Gallatin St";"RI";"Providence";2907;"(401) 270-9294";;;6;"Home";"https://exceed.ri.gov/program-search-details/649";"Victoria Rodriguez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
670;"Ana Rivas";"196 Calla St";"RI";"Providence";2905;"(401) 780-0560";;;8;"Home";"https://exceed.ri.gov/program-search-details/670";"Ana Rivas";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
672;"Esther Cordero";"90 Ayrault St";"RI";"Providence";2908;"(401) 270-2058";;;8;"Home";"https://exceed.ri.gov/program-search-details/672";"Esther Cordero";"Information  by program";"Not Applicable";"None";;;1;"N/A";"DHS";"No";6/9/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
681;"Tracey Kiernan";"14 Palm Blvd";"RI";"Warwick";2888;"(401) 781-1872";;;6;"Home";"https://exceed.ri.gov/program-search-details/681";"Tracey Kiernan";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
684;"Adriana Vinas";"301 Swan St";"RI";"Providence";2905;"(401) 383-5684";;;8;"Home";"https://exceed.ri.gov/program-search-details/684";"Adriana Vinas";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
766;"Altagracia Fana";"23 Edgemere Ave";"RI";"Providence";2909;"(401) 270-0268";;;;"Home";"https://exceed.ri.gov/program-search-details/766";"Altagracia Fana";"CCAP";"Not Applicable";"None";;;0;;"DHS";"Yes";;;"This program has not yet provided this information.";;;;;;;;
768;"Tender Hearts CC &amp; Learning Center";"935 Jefferson Blvd., Suite 1001";"RI";"Warwick";2886;"(401) 736-8844";;;126;"Center";"https://exceed.ri.gov/program-search-details/768";"Lisa Johnston";"CCAP";"Not Applicable";"None";;;1;"No";"DHS";"Yes";6/1/2020;"http://tenderheartsri.com";"Our center provides peace of mind to those who seek a quality childcare and educational environment.  Our parents can rest assured that each child is well cared for in a stimulating environment that allows for growth and development.  Parents are the most significant people in a child's life.  Tender Hearts strives to create mutual respect between parents and teachers; a partnership which benefits each child.  We encourage daily communication with our staff.  Our doors are open to parents / guardians at all times.  We continually work to earn the trust they have placed in us.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
769;"Margarita Martinez";"128 Fillmore St";"RI";"Providence";2908;"(401) 272-3658";;;6;"Home";"https://exceed.ri.gov/program-search-details/769";"Margarita Martinez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
773;"Dania Perez";"390 Montgomery Avenue";"RI";"Providence";2905;"(401) 280-1983";;;8;"Home";"https://exceed.ri.gov/program-search-details/773";"Dania Perez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
776;"Latino Learning Center, Inc";"40 Melrose Street";"RI";"Providence";2907;"(401) 785-4912";;;40;"Center";"https://exceed.ri.gov/program-search-details/776";"Ana Francp";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";"Spanish";1;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"3 - 5 years, 5+ years"
74;"Diamela Belisle";"138 Jillson Ave";"RI";"Woonsocket";2895;"(401) 762-0919";;;6;"Home";"https://exceed.ri.gov/program-search-details/74";"Diamela Belisle";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";5/31/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
82;"Celeste Thomason";"66 Bancroft St";"RI";"Providence";2909;"(401) 946-9012";;;6;"Home";"https://exceed.ri.gov/program-search-details/82";"Celeste Thomason";"CCAP";"Not Applicable";"Night, weekend";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack,Dinner,Evening,Snack";;1;"N/A";"DHS";"Yes";6/1/2020;;"Today's Child Serves Families with children ages zero through school age. Program offers early learners experiences in early literacy, creativity, and problem solving experiences. Provided in a safe, loving and nurturing environment in Providence. Open since 1986.";"07:00 AM - 10:00 PM";"07:00 AM - 10:00 PM";"07:00 AM - 10:00 PM";"07:00 AM - 10:00 PM";"07:00 AM - 10:00 PM";"07:00 AM - 03:00 PM";"07:00 AM - 03:00 PM";"All age groups"
89;"First Step, Inc.";"500 PROSPECT STREET";"RI";"Pawtucket";2860;"(401) 725-0370";;;61;"Center";"https://exceed.ri.gov/program-search-details/89";"Rosa Ribeiro";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack";"Creole,Portuguese,Spanish";1;"No";"DHS";"Yes";6/1/2020;;"Since 1984, parents continue to trust First Step Inc. to provide their children with high quality of child care in a safe, nurturing and stimulating environment.  First Step in Pawtucket offers licensed child care for children ages 6 weeks to 5 years of age.  The center is  conveniently located in the Independence Square building at 500 Prospect St.,Pawtucket.  Our center is designed to meet the needs of the onsite families, as well as surrounding communities.  Our purpose is to provide a setting where the children's needs are met in a manner supportive to the parents,  We propose to attain this goal by providing a loving and caring atmosphere.  Along with atmosphere, we also will introduce the concept of education through play.  By offering a program of play activities , they will be better able to explore and investigate the world around them.  We follow The Early Learning Standards which reflect Rhode Island's strong belief in the important role of play and how children learn.  Through play, children enhance their learning skills, knowledge and dispositions that guarantee success in later schooling.  Our philosophy at First Step, Inc. is to provide an environment that will develop the whole child's emotional, physical, cognitive, and social well being.";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";"6:30am - 5:30pm";;;"2 months - 4 years, 3 - 5 years"
503;"Marina Garcia";"14 Van Buren St";"RI";"Providence";2905;"(401) 383-7692";;;6;"Home";"https://exceed.ri.gov/program-search-details/503";"Marina Garcia";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
510;"Rosario Aponte";"123 Wadsworth Street, #1";"RI";"Providence";2907;"(401) 785-1086";;;6;"Home";"https://exceed.ri.gov/program-search-details/510";"Rosario Aponte";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
518;"All About Kids Too, Inc.";"1650 Nooseneck Hill Road";"RI";"Coventry";2816;"(401) 787-7024";;;42;"Center";"https://exceed.ri.gov/program-search-details/518";"Kim Silva";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack,Evening,Snack";;1;"No";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";"7:00am - 6:00pm";;;"2 months - 4 years, 3 - 5 years, 5+ years"
525;"Bienvenida Guzman de Vinas";"57 Candace St";"RI";"Providence";2908;"(401) 453-0778";;;6;"Home";"https://exceed.ri.gov/program-search-details/525";"Bienvenida Guzman de Vinas";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
526;"Francia Francisco";"170 Dodge St Appartment R-7";"RI";"Providence";2907;"(401) 454-0594";;;6;"Home";"https://exceed.ri.gov/program-search-details/526";"Francia Francisco";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
531;"Paul Cuffee After School Club";"459 Promenade Street";"RI";"Providence";2908;"(401) 453-2626";;;240;"Center";"https://exceed.ri.gov/program-search-details/531";"Charlayne Osborne";"CCAP";"Not Applicable";"None";"Afternoon,Snack";"Spanish";1;"N/A";"DHS";"Yes";6/8/2020;"http://www.paulcuffee.org";"This program has not yet provided this information.";"3:00pm - 5:30pm";"3:00pm - 5:30pm";"3:00pm - 5:30pm";"3:00pm - 5:30pm";"3:00pm - 5:30pm";;;"5+ years"
532;"Candida Bencosme";"135 Hanover St";"RI";"Providence";2907;"(401) 383-6614";;;6;"Home";"https://exceed.ri.gov/program-search-details/532";"Candida Bencosme";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
534;"Alenzo Arevalo";"65 Chaucer St";"RI";"Providence";2908;"(401) 563-7112";;;8;"Home";"https://exceed.ri.gov/program-search-details/534";"Alenzo Arevalo";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
520;"Omaris Maria";"175 Alabama Ave";"RI";"Providence";2905;"(401) 443-5438";;;6;"Home";"https://exceed.ri.gov/program-search-details/520";"Omaris Maria";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
778;"Maria Salazar";"163 Niagara St";"RI";"Providence";2907;"(401) 461-6290";;;8;"Home";"https://exceed.ri.gov/program-search-details/778";"Maria Salazar";"Financial Aid,CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Lunch,Afternoon,Snack,Dinner,Evening,Snack";"Spanish";1;"N/A";"DHS";"Yes";6/1/2020;;"Amazing daycare located in the heart of Providence, we speak both English &amp; Spanish";;;;;;;;"All age groups"
944;"Ana Jimenez";"234 Eastwood Ave Appartment 1";"RI";"Providence";2909;"(401) 270-9122";;;6;"Home";"https://exceed.ri.gov/program-search-details/944";"Ana Yris Jimenez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
949;"Silveira Kindergarten &amp; Nursery Sc";"143 Peckham Lane";"RI";"Middletown";2842;"(401) 846-9251";;;69;"Center";"https://exceed.ri.gov/program-search-details/949";"Theresa  Spengler";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;1;"No";"DHS";"Yes";6/1/2020;"http://www.silveiraschool.com";"Silveira's is a &quot;Fun With Learning&quot; toddler, preschool, prekindergarten &amp; kindergarten educational program where children learn through play as well as structured activities in a stimulating and nurturing environment.  Silveira's was founded in 1957";"8:00am - 4:00pm";"8:00am - 4:00pm";"8:00am - 4:00pm";"8:00am - 4:00pm";"8:00am - 4:00pm";;;"3 - 5 years, 1 - 4 years"
970;"Gisselle Brito";"16 Derry Street";"RI";"Providence";2908;"(401) 241-6722";;;6;"Home";"https://exceed.ri.gov/program-search-details/970";"Gisselle Brito";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1177;"Kids Quarters LLC";"64 Bay Spring Avenue";"RI";"Barrington";2806;"(401) 323-0959";;;67;"Center";"https://exceed.ri.gov/program-search-details/1177";"Nicole Kopka";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
1185;"Flora S. Curtis Memorial School";"582 Benefit Street";"RI";"Pawtucket";2861;"(401) 729-6387";;;;"School";"https://exceed.ri.gov/program-search-details/1185";"Donna Sawyer";"Information  by program";"Not Applicable";"None";"Breakfast,Lunch";"Creole,Portuguese,Spanish";1;"No";"Basic Education Program";"No";6/9/2020;;"This is a public school setting with 4 integrated preschool rooms.";"8:00am - 2:10pm";"8:00am - 2:10pm";"8:00am - 2:10pm";"8:00am - 2:10pm";"8:00am - 2:10pm";;;"3 - 5 years"
1210;"Jenny Gonzalez";"100 Academy Avenue Appartment 1";"RI";"Providence";2908;"(401) 331-2364";;;5;"Home";"https://exceed.ri.gov/program-search-details/1210";"Jenny Gonzalez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1252;"Dorka Rodriguez";"155 Cranston St Appartment G8";"RI";"Providence";2907;"(401) 868-8719";;;6;"Home";"https://exceed.ri.gov/program-search-details/1252";"Dorka Rodriguez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1423;"Eileen Gonzalez";"159 Burnside Ave";"RI";"Providence";2905;"(401) 383-2033";;;7;"Home";"https://exceed.ri.gov/program-search-details/1423";"Eileen Gonzalez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1641;"Confesora Cordero";"20 Bugbee Avenue";"RI";"Warwick";2889;"(401) 437-6925";;;6;"Home";"https://exceed.ri.gov/program-search-details/1641";"Confesora Cordero";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
1651;"Carmen Tavarez-Zabala";"155 Cranston Street Appartment F-12";"RI";"Providence";2907;"(401) 270-6352";;;;"Home";"https://exceed.ri.gov/program-search-details/1651";"Carmen Tavarez-Zabala";"CCAP";"Not Applicable";"None";;;0;;"DHS";"Yes";;;"This program has not yet provided this information.";;;;;;;;
2779;"Carolina Rodriguez";"124 Warrington Street";"RI";"Providence";2907;"(401) 654-5242";;;4;"Home";"https://exceed.ri.gov/program-search-details/2779";"Carolina Rodriguez Richard";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
2898;"Smithfield YMCA@ Old County Road";"200 Old County Rd.";"RI";"Smithfield";2917;"(401) 949-2480";;;120;"Center";"https://exceed.ri.gov/program-search-details/2898";"Shannon Sligo";"Financial Aid";"Not Applicable";"None";"Afternoon,Snack";;1;"N/A";"DHS";"No";6/8/2020;"http://ymca1.org";"This program has not yet provided this information.";"2:00pm - 6:00pm";"2:00pm - 6:00pm";"2:00pm - 6:00pm";"2:00pm - 6:00pm";"2:00pm - 6:00pm";;;"5+ years"
2927;"My Learning Tree";"85 West Reservoir Road";"RI";"Smithfield";2917;"(401) 231-2035";;;82;"Center";"https://exceed.ri.gov/program-search-details/2927";"Marie Walkow";"CCAP";"Not Applicable";"None";"Breakfast,Lunch,Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/1/2020;"http://www.mylearningtree.net";"This program has not yet provided this information.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years"
2933;"Meri Ulerio Alberto";"106 Verndale Ave";"RI";"Providence";2904;"(401) 383-7239";;;6;"Home";"https://exceed.ri.gov/program-search-details/2933";"Meri Ulerio Alberto";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
3045;"Aracelis Mendez";"14 Reade St";"RI";"North Providence";2904;"(401) 305-5505";;;6;"Home";"https://exceed.ri.gov/program-search-details/3045";"Aracelis Mendez";"CCAP";"Not Applicable";"None";;;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";;;;;;;;"All age groups"
4089;"Right at School at Orlo Avenue";"25 Orlo Avenue";"RI";"East Providence";2914;"(855) 287-2466";;;89;"Center";"https://exceed.ri.gov/program-search-details/4089";"Kristie Delauriers";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";;;"3 - 5 years, 5+ years"
4096;"Right At School at Waddington Elem";"101 Legion Way";"RI";"East Providence";2914;"(855) 287-2466";;;85;"Center";"https://exceed.ri.gov/program-search-details/4096";"Kristie Delauriers";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";;;"3 - 5 years, 5+ years"
4097;"Right at School at Kent Heights";"2680 Pawtucket Avenue";"RI";"East Providence";2914;"(855) 287-2466";;;80;"Center";"https://exceed.ri.gov/program-search-details/4097";"Kristie Delauriers";"CCAP";"Not Applicable";"None";"Morning,Snack,Afternoon,Snack";;1;"N/A";"DHS";"Yes";6/1/2020;;"This program has not yet provided this information.";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";"3:00pm - 6:00pm";;;"3 - 5 years, 5+ years"
909;"The Early Learning Ctr of RI - Cov";"1175 Main Street";"RI";"Coventry";2816;"(401) 822-0200";;;64;"Center";"https://exceed.ri.gov/program-search-details/909";"Charlene Baird";"CCAP";"Not Applicable";"None";"Breakfast,Morning,Snack,Afternoon,Snack";"Spanish";1;"No";"DHS";"Yes";6/1/2020;;"Educational excellence, unwavering dedication and outstanding child care. Those are the values that The Early Learning Centers of Rhode Island stands for. Demand for daycare facilities continue to grow day by day, but all too often, institutions are only able to focus on either allowing the child to enjoy their childhood and develop naturally or forcing the child to focus only on mental development in order to achieve high test scores later on in life.         The Early Learning Centers of Rhode Island is different. We promote physical activities in large open areas and a wide variety of educational games, but we also have a small library and various arts and crafts for your child to unleash his or her full creative and intellectual potential.         Our goal is to promote every child's development individually using an appropriate mix of academic and recreational activities.      When it comes to your kids, nothing less than the highest standards will do. Our institution provides a safe environment for your child to explore his or her full potential. If you're looking for a daycare center that meets these stringent demands, look no further!           The Early Learning Centers of Rhode Island is family owned and operated, providing for the learning needs of Rhode Island based families. Our centers provide essential care for children from six weeks to twelve years of age. ELC of RI was created in order to establish a safe and happy learning environment for children of all school ages and backgrounds. Our setting not only teaches essential developmental skills, but also allows your child to experience the joy and thrill of learning through play. Our staff uses years of education and first hand experience to produce the highest standard of learning for your child, while still achieving the heightened levels of fun and happiness sought by young minds. The current goal of the owner is to continuously upgrade all centers and provide additional programs while providing child care to the families at the same cost as other local centers. The owner knows that families want the best for their children even during these hard economic times. He hopes that by improving our current centers and keeping tuition at reasonable rates, it will not only help the financial situation of our families, but also the overall economy of our great state. Our goal is to provide the best child care, and daycare at the best possible price. This is the very reason our motto is &quot;The Best Care, for the Best Price!&quot; Stop by our centers and meet our staff, and you will see we truly are a family run business. May all of our families and our courageous troops both home and abroad have a safe and happy year.";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";"6:30am - 6:00pm";;;"2 months - 4 years, 3 - 5 years, 5+ years"
