"ID";"Facility_Name";"Address_Street";"Address_City";"Address_County";"Address_State";"Address_zip";"Phone";"Facility_Type";"Capacity";"Status";"Expiration";"License_Number";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Additional_Services";"Gold_Seal_Last_Accreditation_Agency";"Gold_Seal_Last_Accreditation_Effective_Date";"Gold_Seal_Last_Accreditation_Expiration_Date";"VPK_Program";"Faith_Based";"Head_Start";"School_Readiness"
30843;"The Rock Preschool";"9818 24th Ave";"Gainesville";"Alachua";"FL";32607;3523317625;"Child Care Facility";96;"Operational";"09/25/2022";"X08AL0206 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"Full Day;Half Day";;;;;"Yes";"No";"No"
352607;"Queen of Peace Academy";"10900 24th Ave";"Gainesville";"Alachua";"FL";32607;3523328808;"Child Care Facility";0;"Operational";"08/15/2022";"X08AL0017 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"After School;Before School;Full Day";;;;;"Yes";"No";"No"
363149;"My School";"2720 2nd Ave";"Gainesville";"Alachua";"FL";32607;3523731328;"Child Care Facility";105;"Operational";"01/07/2023";"C08AL0054 ";" 7:15AM - 5:30PM";" 7:15AM - 5:30PM";" 7:15AM - 5:30PM";" 7:15AM - 5:30PM";" 7:15AM - 5:30PM";;;"Full Day;Half Day";;;;"Yes";"No";"No";"Yes"
473832;"Oh To Be Kids";"7383 17th Rd";"Gainesville";"Alachua";"FL";32607;3523325500;"Child Care Facility";393;"Operational";"10/19/2022";"C08AL0082 ";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";;;"After School;Food Served;Full Day;Half Day;Infant Care;Transportation";"National Accreditation Commission";"12/30/2021";"12/10/2022";;"No";"No";"Yes"
38797;"The Academy  at The Family Church Inc";"2022 122nd St";"Gainesville";"Alachua";"FL";32607;3526421290;"Child Care Facility";242;"Operational";"09/18/2022";"C08AL0745 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Before School;Full Day;Infant Care";;;;"Yes";"Yes";"No";"No"
38585;"Hurlburt Field Child Development Center East";"133 Lielmanis Ave";"Hurlburt Field";"Okaloosa";"FL";32544;;"Child Care Facility";0;"Operational";;"E01OK0044 ";;;;;;;;;;;;"Yes";"No";"No";"No"
27997;"Hurlburt Field AFB Child Development Center";"108 McMillan St";"Hurlburt Field";"Okaloosa";"FL";32544;8508846664;"Child Care Facility";0;"Operational";;"E01OK0036 ";;;;;;;;;"National Association for the Education of Young Children";"08/26/2016";"08/01/2022";"Yes";"No";"No";"No"
29629;"Six Mile Charter Academy";"6851 Lancer Ave";"Fort Myers";"Lee";"FL";33912;2397689375;"Child Care Facility";130;"Operational";;"E20LE0173 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Half Day;Transportation";;;;"Yes";"No";"No";"No"
476536;"Lee Health Child Development Center At Gulf Coast Medical Center";"13880 Plantation Rd";"Fort Myers";"Lee";"FL";33912;2393430480;"Child Care Facility";268;"Operational";"01/10/2023";"C20LE0238 ";" 5:30AM - 8:30PM";" 5:30AM - 8:30PM";" 5:30AM - 8:30PM";" 5:30AM - 8:30PM";" 5:30AM - 8:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"No"
471398;"Open Doors Preschool of Daniels Parkway";"13410 Shire Ln";"Fort Myers";"Lee";"FL";33912;2396348973;"Child Care Facility";126;"Operational";"10/04/2022";"C20LE0235 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"Yes"
39126;"Crown of Life Lutheran Church Inc";"5820 Daniels Pkwy";"Fort Myers";"Lee";"FL";33912;2394827315;"Child Care Facility";105;"Operational";"09/30/2022";"C20LE0005 ";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";;;"Full Day;Half Day";;;;"Yes";"Yes";"No";"No"
38001;"Hamma and Bampa's TLC Recreation Center";"502 Schneider Dr";"Fort Walton Beach";"Okaloosa";"FL";32547;8503626993;"Child Care Facility";139;"Operational";"08/31/2022";"C01OK0129 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care;Transportation";;;;"Yes";"No";"No";"Yes"
497306;"Kids Discovery 1";"240 Green Acres Rd";"Fort Walton Beach";"Okaloosa";"FL";32547;8503019409;"Child Care Facility";327;"Operational";"04/21/2023";"C01OK0159 ";" 6:00AM - 6:30PM";" 6:00AM - 6:30PM";" 6:00AM - 6:30PM";" 6:00AM - 6:30PM";" 6:00AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Transportation";;;;;"No";"No";"No"
375731;"Boys and Girls Club of the Emerald Coast - Kenwood  Club";"15 Eagle St";"Fort Walton Beach";"Okaloosa";"FL";32547;8508621616;"Child Care Facility";0;"Operational";"08/30/2022";"E01OK0050 ";" 2:00PM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Food Served;Transportation";;;;;"No";"No";"No"
36010;"Wyatt Family Day Care Home";"1623 Campbell Dr";"Fort Walton Beach";"Okaloosa";"FL";32547;8508628131;"Family Day Care Home";10;"Operational";"05/31/2023";"F01OK0045 ";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";;;"After School;Before School;Food Served;Full Day";;;;;"No";"No";"No"
31403;"wRight Day Care Center";"136 Patrick Dr";"Fort Walton Beach";"Okaloosa";"FL";32547;8508645123;"Child Care Facility";75;"Operational";"10/31/2022";"C01OK0072 ";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
375726;"Boys and Girls Club of the Emerald Coast - Fort Walton Beach Youth Club";"923 Denton Blvd";"Fort Walton Beach";"Okaloosa";"FL";32547;8508621616;"Child Care Facility";0;"Operational";"08/30/2022";"E01OK0048 ";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";;;"After School;Food Served;Transportation";;;;;"No";"No";"No"
375729;"Boys and Girls Club of the Emerald Coast - Fort Walton Beach Teen Club";"923 Denton Blvd";"Fort Walton Beach";"Okaloosa";"FL";32547;8508621616;"Child Care Facility";0;"Operational";"08/30/2022";"E01OK0049 ";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";;;"After School;Food Served;Transportation";;;;;"No";"No";"No"
33221;"Trinity United Methodist Preschool";"403 Racetrack Rd";"Fort Walton Beach";"Okaloosa";"FL";32547;8508629307;"Child Care Facility";100;"Operational";"11/30/2022";"C01OK0068 ";" 8:00AM - 2:00PM";" 8:00AM - 2:00PM";" 8:00AM - 2:00PM";" 8:00AM - 2:00PM";" 8:00AM - 2:00PM";;;"Half Day";"Accredited Professional Preschool Learning Environment";"10/06/2021";"10/05/2024";"Yes";"Yes";"No";"No"
31407;"Little People's Place of Ft Walton Beach";"110 Truxton Ave";"Ft Walton Bch";"Okaloosa";"FL";32547;8503013589;"Child Care Facility";30;"Operational";"10/31/2022";"C01OK0089 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Before School;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
31138;"Calvary Christian Academy & Preschool";"535 Clifford St";"Fort Walton Beach";"Okaloosa";"FL";32547;8508628314;"Child Care Facility";90;"Operational";"08/31/2022";"X01OK0003 ";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";" 6:00AM - 5:30PM";;;"Food Served;Full Day;Half Day;Transportation";;;;;"Yes";"No";"No"
32512;"Learning Adventures";"310 Woodrow St";"Fort Walton Beach";"Okaloosa";"FL";32547;8508643007;"Child Care Facility";94;"Operational";"12/31/2022";"C01OK0103 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
32515;"Kid's Place";"321 Racetrack Rd";"Fort Walton Beach";"Okaloosa";"FL";32547;8508645014;"Child Care Facility";31;"Operational";"12/31/2022";"C01OK0040 ";" 9:00AM - 3:00PM";" 9:00AM - 3:00PM";" 9:00AM - 3:00PM";" 9:00AM - 3:00PM";" 9:00AM - 3:00PM";;;"After School;Half Day";;;;"Yes";"No";"No";"No"
33090;"All Stars Preschool And Child Care";"101 Scranton St";"Fort Walton Beach";"Okaloosa";"FL";32547;8508635900;"Child Care Facility";99;"Operational";"01/31/2023";"C01OK0013 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
22411;"Okaloosa County School District - Wright Elementary";"305 Lang Rd";"Fort Walton Beach";"Okaloosa";"FL";32547;8508333580;"Child Care Facility";88;"Operational";;"E01OK0028 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Before School;Full Day";;;;;"No";"No";"Yes"
39193;"Grow With Us Learning Academy";"102 Tooke St";"Fort Walton Beach";"Okaloosa";"FL";32547;8502131311;"Child Care Facility";93;"Operational";"08/31/2022";"C01OK0132 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
35103;"Byrd Family Day Care Home";"950 Southern Oaks Ct";"Fort Walton Beach";"Okaloosa";"FL";32547;8502189676;"Family Day Care Home";10;"Operational";"04/30/2023";"R01OK0330 ";" 7:00AM - 5:00PM";" 7:00AM - 5:00PM";" 7:00AM - 5:00PM";" 7:00AM - 5:00PM";" 7:00AM - 5:00PM";;;"Food Served;Full Day;Infant Care";;;;;"No";"No";"No"
489728;"Estacion Family Child Care";"1615 Campbell Dr";"Fort Walton Beach";"Okaloosa";"FL";32547;7072086709;"Family Day Care Home";10;"Operational";"03/21/2023";"R01OK0063 ";" 6:50AM - 5:00PM";" 6:50AM - 5:00PM";" 6:50AM - 5:00PM";" 6:50AM - 5:00PM";" 6:50AM - 5:00PM";;;"Drop In;Food Served;Full Day";;;;;"No";"No";"No"
258182;"Cathleen's Daycare";"1939 Patrician Way";"Fort Walton Beach";"Okaloosa";"FL";32547;8503683943;"Family Day Care Home";10;"Operational";"11/30/2022";"F01OK0016 ";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";;;"Food Served;Full Day;Infant Care";;;;;"No";"No";"No"
328187;"McNabb Family Day Care Home";"509 Manchester Rd";"Fort Walton Beach";"Okaloosa";"FL";32547;8506645446;"Family Day Care Home";10;"Operational";"02/05/2023";"R01OK0009 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Before School;Drop In;Full Day;Half Day;Infant Care";;;;;"No";"No";"Yes"
474146;"Barnett Family Child Care, LLC";"1882 Greystone Ln";"Fort Walton Beach";"Okaloosa";"FL";32547;9167093188;"Family Day Care Home";10;"Operational";"08/25/2022";"R01OK0052 ";" 6:15AM - 11:30PM";" 6:15AM - 11:30PM";" 6:15AM - 11:30PM";" 6:15AM - 11:30PM";" 6:15AM - 11:30PM";;;"Drop In;Food Served;Full Day;Half Day;Night Care";;;;;"No";"No";"No"
486358;"Boys and Girls Club Garcia Salesian";"175 Frances Ave";"Tampa";"Hillsborough";"FL";33602;8137697547;"Child Care Facility";;"Operational";;"E13HI0241 ";" 1:30PM - 6:00PM";" 2:30PM - 6:00PM";" 2:30PM - 6:00PM";" 2:30PM - 6:00PM";" 2:30PM - 6:00PM";;;"After School;Food Served;Half Day";;;;;"No";"No";"No"
297374;"ST. PETER CLAVER CATHOLIC SCHOOL";"1401 Governor St";"Tampa";"Hillsborough";"FL";33602;8132240865;"Child Care Facility";47;"Operational";"06/30/2023";"C13HI0209 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Before School;Food Served;Full Day";;;;"Yes";"Yes";"No";"Yes"
296638;"A BRIGHTER COMMUNITY, INC.";"1613 Marion St";"Tampa";"Hillsborough";"FL";33602;8132236830;"Child Care Facility";0;"Operational";"02/28/2023";"C13HI0010 ";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";;;"After School;Food Served;Full Day";"National Association for the Education of Young Children";"10/20/2017";"12/01/2022";"Yes";"No";"No";"Yes"
298942;"HCPS RAMPELLO DOWNTOWN K-8TH H.O.S.T.";"802 Washington St";"Tampa";"Hillsborough";"FL";33602;8132332333;"Child Care Facility";0;"Operational";;"E13HI0161 ";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";;;"After School;Food Served";;;;;"No";"No";"Yes"
410421;"Bob Gilbertson Central City Family YMCA";"110 Palm Ave";"Tampa";"Hillsborough";"FL";33602;8132299622;"Child Care Facility";;"Operational";;"E13HI0232 ";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";;;;;;;;"No";"No";"No"
297054;"CARLTON ACADEMY DAY SCHOOL";"205 Brush St";"Tampa";"Hillsborough";"FL";33602;8139442856;"Child Care Facility";0;"Operational";"12/31/2022";"C13HI0483 ";" 7:00AM - 10:00PM";" 7:00AM - 10:00PM";" 7:00AM - 10:00PM";" 7:00AM - 10:00PM";" 7:00AM - 10:00PM";;;"After School;Food Served;Full Day;Half Day;Infant Care;Night Care;Transportation";"Accredited Professional Preschool Learning Environment";"12/03/2020";"12/03/2025";"Yes";"No";"No";"No"
297093;"METROPOLITAN MINISTRIES DBA PROMISE LAND";"2010 Florida Ave";"Tampa";"Hillsborough";"FL";33602;8132091047;"Child Care Facility";0;"Operational";"12/31/2022";"C13HI0082 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Food Served;Full Day;Half Day;Infant Care";"National Early Childhood Program Accreditation";"05/31/2021";"05/31/2024";;"No";"No";"Yes"
297529;"TAMPA HEIGHTS HEAD START/EARLY HEAD START CENTER";"175 E FRANCES STREET";"Tampa";"Hillsborough";"FL";33602;8139152481;"Child Care Facility";0;"Operational";"07/31/2022";"C13HI0280 ";;;;;;;;"Food Served;Full Day;Infant Care";"National Association for the Education of Young Children";"04/11/2022";"07/01/2023";;"No";"No";"No"
298913;"HCPS LEE MAGNET ELEM. H.O.S.T.";"305 Columbus Dr";"Tampa";"Hillsborough";"FL";33602;8132765405;"Child Care Facility";0;"Operational";;"E13HI0138 ";;;;;;;;;;;;;"No";"No";"Yes"
413014;"HCPS Tampa Heights Elem H.O.S.T.";"305 Columbus Dr";"Tampa";"Hillsborough";"FL";33602;8132765405;"Child Care Facility";;"Operational";;"E13HI0236 ";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";;;;;;;;"No";"No";"No"
297395;"RAINBOW OF KIDS ACADEMY";"2708 Central Ave";"Tampa";"Hillsborough";"FL";33602;8135056181;"Child Care Facility";0;"Operational";"03/31/2023";"C13HI0222 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
297613;"NELSIE'S DAY CARE LEARNING CENTER";"2708 Boulevard";"Tampa";"Hillsborough";"FL";33602;8132288718;"Child Care Facility";0;"Operational";"09/30/2022";"C13HI0323 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"Food Served;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
297854;"VILLA MADONNA SCHOOL";"315 Columbus Dr";"Tampa";"Hillsborough";"FL";33602;8132291322;"Child Care Facility";75;"Operational";"02/28/2023";"E13HI0008 ";" 7:00AM - 3:00PM";" 7:00AM - 3:00PM";" 7:00AM - 3:00PM";" 7:00AM - 3:00PM";" 7:00AM - 3:00PM";;;"After School;Before School";;;;;"No";"No";"No"
379081;"Manifestations Early Childcare Center West";"2704 Highland Ave";"Tampa";"Hillsborough";"FL";33602;8132332655;"Child Care Facility";45;"Operational";"07/30/2021";"C13HI0589 ";" 8:00AM - 4:00PM";" 8:00AM - 4:00PM";" 8:00AM - 4:00PM";" 8:00AM - 4:00PM";" 8:00AM - 4:00PM";;;"Drop In;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"No"
298896;"HCPS GRAHAM ELEMENTARY H.O.S.T.";"2915 Massachusetts Ave";"Tampa";"Hillsborough";"FL";33602;8132765408;"Child Care Facility";0;"Operational";;"E13HI0122 ";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";" 1:00PM - 6:00PM";;;;;;;;"No";"No";"Yes"
495847;"Sacred Heart Montessori";"481 Grand Canal Dr";"Miami";"Miami-Dade";"FL";33144;3052617023;"Child Care Facility";92;"Operational";"05/02/2023";"C11MD3141 ";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";;;"After School;Before School;Full Day;Half Day;Infant Care";;;;;"No";"No";"Yes"
264449;"Apple Learning Center";"860 76th Ct";"Miami";"Miami-Dade";"FL";33144;3052614133;"Child Care Facility";285;"Operational";"02/11/2023";"C11MD1407 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
33605;"Tiny Steps Day Care Learning Center";"7121 Flagler St";"Miami";"Miami-Dade";"FL";33144;3052611655;"Child Care Facility";120;"Operational";"12/30/2022";"C11MD0713 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care";"National Early Childhood Program Accreditation";"06/30/2021";"06/30/2024";"Yes";"No";"No";"Yes"
477105;"Tamiami Academy";"1210 78th Ct";"Miami";"Miami-Dade";"FL";33144;7864869214;"Child Care Facility";95;"Operational";"10/27/2022";"C11MD3084 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";"Accredited Professional Preschool Learning Environment";"11/24/2021";"10/28/2022";;"No";"No";"No"
30972;"Naida Gonzalez Large Family Child Care Home";"500 66th Ave";"Miami";"Miami-Dade";"FL";33144;3052604691;"Large Family Child Care Home";12;"Operational";"09/16/2022";"L11MD0106 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 8:00AM - 11:00PM";" 8:00AM - 11:00AM";"Food Served;Full Day;Weekend Care";;;;"Yes";"No";"No";"Yes"
355988;"Dayami Carballosa Family Day Care Home";"6600 4th St";"Miami";"Miami-Dade";"FL";33144;7864583625;"Family Day Care Home";10;"Operational";"01/13/2023";"F11MD1064 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Food Served;Full Day;Infant Care";;;;;"No";"No";"Yes"
35911;"Lincoln Marti";"1335 67th Ave";"Miami";"Miami-Dade";"FL";33144;3052647529;"Child Care Facility";180;"Operational";"05/28/2023";"C11MD0372 ";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";"Accredited Professional Preschool Learning Environment";"02/04/2022";"02/04/2027";"Yes";"No";"No";"Yes"
34695;"La Rosa Large Family Child Care Home";"1044 79th Ave";"Miami";"Miami-Dade";"FL";33144;7869257176;"Large Family Child Care Home";12;"Operational";"04/13/2023";"L11MD0198 ";" 6:00AM - 10:00PM";" 6:00AM - 10:00PM";" 6:00AM - 10:00PM";" 6:00AM - 10:00PM";" 6:00AM - 10:00PM";;;"After School;Food Served;Full Day;Infant Care";;;;;"No";"No";"No"
324441;"Infantia Academy, Corp";"308 Central Blvd";"Miami";"Miami-Dade";"FL";33144;3052691771;"Child Care Facility";25;"Operational";"01/04/2023";"C11MD2635 ";" 6:30AM - 7:30PM";" 6:30AM - 7:30PM";" 6:30AM - 7:30PM";" 6:30AM - 7:30PM";" 6:30AM - 7:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
291241;"Seminole Elementary";"121 78th Pl";"Miami";"Miami-Dade";"FL";33144;3052617071;"Child Care Facility";109;"Operational";;"E11MD0131 ";;;;;;;;;;;;"Yes";"No";"No";"Yes"
410505;"Pelusin Learning Center LLC";"397 80th Ave";"Miami";"Miami-Dade";"FL";33144;7869732954;"Family Day Care Home";10;"Operational";"09/09/2022";"F11MD1132 ";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";"After School;Before School;Drop In;Food Served;Full Day;Half Day;Night Care;Weekend Care";;;;;"No";"No";"Yes"
31341;"New Horizons Preschool";"8150 8th St";"Miami";"Miami-Dade";"FL";33144;3052665901;"Child Care Facility";58;"Operational";"09/15/2022";"C11MD2065 ";" 7:30AM - 6:30PM";" 7:30AM - 6:30PM";" 7:30AM - 6:30PM";" 7:30AM - 6:30PM";" 7:30AM - 6:30PM";;;"Food Served;Full Day;Infant Care";"Accredited Professional Preschool Learning Environment";"03/05/2022";"03/05/2026";"Yes";"No";"No";"Yes"
32541;"My First School Inc";"968 82nd Ave";"Miami";"Miami-Dade";"FL";33144;3052670610;"Child Care Facility";122;"Operational";"12/20/2022";"C11MD1476 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Food Served;Full Day;Infant Care;Transportation";"Accredited Professional Preschool Learning Environment";"10/05/2019";"10/05/2024";"Yes";"No";"No";"Yes"
293548;"Little Steps Child Care & Preschool ";"1025 82nd Ave";"Miami";"Miami-Dade";"FL";33144;3053169446;"Large Family Child Care Home";12;"Operational";"03/12/2023";"L11MD0172 ";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Night Care;Weekend Care";;;;;"No";"Yes";"Yes"
267262;"Moure Family Day Care Home";"501 61st Ave";"Miami";"Miami-Dade";"FL";33144;3057250269;"Family Day Care Home";10;"Operational";"04/13/2023";"F11MD0372 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
33391;"Little Me Learning";"6050 8th St";"West Miami";"Miami-Dade";"FL";33144;3052654170;"Child Care Facility";76;"Operational";"09/26/2022";"C11MD1336 ";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";"Accredited Professional Preschool Learning Environment";"11/18/2021";"11/18/2026";"Yes";"No";"No";"Yes"
34537;"Yin Yang Academy";"6031 8th St";"West Miami";"Miami-Dade";"FL";33144;7863882400;"Child Care Facility";45;"Operational";"04/02/2023";"C11MD1669 ";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care";"Accredited Professional Preschool Learning Environment";"04/12/2020";"04/12/2025";"Yes";"No";"No";"Yes"
291205;"Fairlawn Elementary";"444 60th Ave";"Miami";"Miami-Dade";"FL";33144;3052618880;"Child Care Facility";211;"Operational";;"E11MD0126 ";;;;;;;;;;;;"Yes";"No";"No";"Yes"
35418;"Comesana Family Day Care Home";"5985 7th St";"Miami";"Miami-Dade";"FL";33144;7863569510;"Family Day Care Home";10;"Operational";"05/05/2023";"F11MD1059 ";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";" 6:00AM - 7:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care";;;;;"No";"No";"Yes"
39176;"Sweet Start Academy";"8460 8th St";"Miami";"Miami-Dade";"FL";33144;3052609700;"Child Care Facility";55;"Operational";"08/21/2022";"C11MD2366 ";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";" 7:00AM - 6:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
