"id";"provider_id";"compliance type";"inspection/investigation date";"findings";"violation date";"compliance date";"action taken";"statute/regulation";"section"
16527;10015204;"INSPECTION UNANNOUNCED";"10/08/2019";"IN-COMPLIANCE";;"10/08/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15022;10015204;"INSPECTION ANNOUNCED";"03/06/2019";"IN-COMPLIANCE";;"03/06/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13690;10015204;"INSPECTION UNANNOUNCED";"08/22/2018";"IN-COMPLIANCE";;"08/22/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18207;10000719;"INSPECTION UNANNOUNCED";"02/10/2021";"IN-COMPLIANCE";;"02/10/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14987;10000719;"INSPECTION ANNOUNCED";"03/12/2019";"IN-COMPLIANCE";;"03/12/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14344;10000719;"INSPECTION UNANNOUNCED";"11/27/2018";"IN-COMPLIANCE";;"11/27/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12985;10000719;"INSPECTION ANNOUNCED";"05/10/2018";"NON-COMPLIANCE";"05/10/2018";"06/01/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.550 - HEALTH"
18083;10000013;"INSPECTION UNANNOUNCED";"01/11/2021";"IN-COMPLIANCE";;"01/11/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17525;10000013;"INSPECTION ANNOUNCED";"06/18/2020";"IN-COMPLIANCE";;"06/18/2020";"NONE NEEDED";"ALL CC ASSISTANCE STATUTE & REGULATION";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15127;10000013;"INSPECTION ANNOUNCED";"04/03/2019";"IN-COMPLIANCE";;"04/03/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14349;10000013;"INSPECTION UNANNOUNCED";"11/27/2018";"NON-COMPLIANCE";"11/27/2018";"01/15/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
12984;10000013;"INSPECTION ANNOUNCED";"05/15/2018";"NON-COMPLIANCE";"05/15/2018";"06/08/2018";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.510 - MAX GROUP SIZE IN CC CTR"
18327;10016440;"INSPECTION UNANNOUNCED";"02/23/2021";"IN-COMPLIANCE";;"02/23/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17962;10016440;"INSPECTION UNANNOUNCED";"10/27/2020";"IN-COMPLIANCE";;"10/27/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17036;10016440;"INSPECTION UNANNOUNCED";"01/10/2020";"IN-COMPLIANCE";;"01/10/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16269;10016440;"INSPECTION ANNOUNCED";"08/16/2019";"NON-COMPLIANCE";"08/16/2019";"09/06/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
16268;10016440;"INSPECTION ANNOUNCED";"08/16/2019";"NON-COMPLIANCE";"08/16/2019";"09/06/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.550 - HEALTH"
16267;10016440;"INSPECTION ANNOUNCED";"08/16/2019";"NON-COMPLIANCE";"08/16/2019";"09/06/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
16222;10016440;"INSPECTION ANNOUNCED";"08/16/2019";"NON-COMPLIANCE";"08/16/2019";"09/06/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.960 TERMINATION OF ASSOCIATION"
14855;10016440;"INSPECTION UNANNOUNCED";"02/20/2019";"IN-COMPLIANCE";;"02/20/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13957;10016440;"INSPECTION ANNOUNCED";"09/11/2018";"IN-COMPLIANCE";;"09/11/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17943;10003561;"INSPECTION UNANNOUNCED";"10/27/2020";"IN-COMPLIANCE";;"10/27/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16964;10003561;"INVESTIGATION/PRIORITY 2";"12/18/2019";"IN-COMPLIANCE";;"12/18/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16986;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
16985;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
16984;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"12/31/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.925 MONITORING & NOTIFICATION REQ"
16983;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.900 PURPOSE & APPLICABILITY; EXCEPT"
16982;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.520 - PROGRAM"
16981;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
16980;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
16979;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
16978;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.240 - REPORTS"
16977;10003561;"INVESTIGATION/PRIORITY 2";"11/21/2019";"NON-COMPLIANCE";"11/21/2019";"12/31/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.210 - ADMINISTRATOR"
16211;10003561;"INSPECTION ANNOUNCED";"08/01/2019";"IN-COMPLIANCE";;"08/01/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15448;10003561;"INSPECTION UNANNOUNCED";"05/08/2019";"IN-COMPLIANCE";;"05/08/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14959;10003561;"INSPECTION ANNOUNCED";"01/31/2019";"NON-COMPLIANCE";"01/31/2019";"03/07/2019";"PLAN OF CORRECTION";"MUNICIPALITY OF ANCHORAGE";"16.55.115-INSURANCE REQUIREMENTS"
14958;10003561;"INSPECTION ANNOUNCED";"01/31/2019";"NON-COMPLIANCE";"01/31/2019";"03/07/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.520 - PROGRAM"
14957;10003561;"INSPECTION ANNOUNCED";"01/31/2019";"NON-COMPLIANCE";"01/31/2019";"03/07/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
14955;10003561;"INSPECTION ANNOUNCED";"01/31/2019";"NON-COMPLIANCE";"01/31/2019";"03/07/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
14956;10003561;"INSPECTION ANNOUNCED";"01/31/2019";"NON-COMPLIANCE";"01/31/2019";"02/07/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
18117;10016715;"INSPECTION UNANNOUNCED";"01/21/2021";"IN-COMPLIANCE";;"01/21/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18066;10016715;"INVESTIGATION/PRIORITY 2";"11/30/2020";"IN-COMPLIANCE";;"11/30/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18065;10016715;"INVESTIGATION/PRIORITY 2";"11/30/2020";"IN-COMPLIANCE";;"11/30/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17916;10016715;"INVESTIGATION/PRIORITY 2";"08/13/2020";"IN-COMPLIANCE";"08/04/2020";"08/13/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17678;10016715;"INSPECTION UNANNOUNCED";"08/13/2020";"IN-COMPLIANCE";;"08/13/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17489;10016715;"INVESTIGATION/PRIORITY 2";"04/23/2020";"NON-COMPLIANCE";"04/23/2020";"05/12/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
17488;10016715;"INVESTIGATION/PRIORITY 2";"04/23/2020";"NON-COMPLIANCE";"04/23/2020";"05/12/2020";"PLAN OF CORRECTION";"LICENSING STATUTES";"47.17.020 - PERSONS REQUIRED TO REPORT"
17359;10016715;"INVESTIGATION/PRIORITY 2";"11/29/2019";"NON-COMPLIANCE";"11/29/2019";"03/13/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
17358;10016715;"INVESTIGATION/PRIORITY 2";"11/29/2019";"NON-COMPLIANCE";"11/29/2019";"03/13/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
17357;10016715;"INVESTIGATION/PRIORITY 2";"11/29/2019";"NON-COMPLIANCE";"11/29/2019";"03/13/2020";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.240 - REPORTS"
15676;10016715;"INSPECTION ANNOUNCED";"04/03/2019";"IN-COMPLIANCE";;"04/03/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14588;10016715;"INVESTIGATION/PRIORITY 2";"08/14/2018";"NON-COMPLIANCE";"08/14/2018";"01/03/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 10";"10.1060 ADDITIONAL PROVISIONS"
14587;10016715;"INVESTIGATION/PRIORITY 2";"08/14/2018";"NON-COMPLIANCE";"08/14/2018";"01/03/2019";"ENFORCEMENT";"LICENSING REGS 7AAC 57";"57.240 - REPORTS"
17996;10008745;"INSPECTION ANNOUNCED";"11/19/2020";"IN-COMPLIANCE";;"11/19/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17578;10008745;"INSPECTION UNANNOUNCED";"07/14/2020";"IN-COMPLIANCE";;"07/14/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17042;10008745;"INSPECTION ANNOUNCED";"01/14/2020";"IN-COMPLIANCE";;"01/14/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16418;10008745;"INSPECTION UNANNOUNCED";"09/24/2019";"IN-COMPLIANCE";;"09/24/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14514;10008745;"INSPECTION ANNOUNCED";"11/26/2018";"IN-COMPLIANCE";;"11/26/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13505;10008745;"INSPECTION UNANNOUNCED";"07/23/2018";"IN-COMPLIANCE";;"07/23/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18311;10016773;"INSPECTION UNANNOUNCED";"02/25/2021";"IN-COMPLIANCE";;"02/25/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17637;10016773;"INSPECTION UNANNOUNCED";"07/30/2020";"IN-COMPLIANCE";;"07/30/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16201;10016773;"INSPECTION ANNOUNCED";"08/01/2019";"IN-COMPLIANCE";;"08/01/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15380;10016773;"INSPECTION UNANNOUNCED";"05/01/2019";"IN-COMPLIANCE";;"05/01/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17661;10016622;"INSPECTION ANNOUNCED";"08/12/2020";"IN-COMPLIANCE";;"08/12/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17271;10016622;"INSPECTION UNANNOUNCED";"02/13/2020";"IN-COMPLIANCE";;"02/13/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16446;10016622;"INSPECTION ANNOUNCED";"09/26/2019";"IN-COMPLIANCE";;"09/26/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15185;10016622;"INSPECTION UNANNOUNCED";"04/03/2019";"IN-COMPLIANCE";;"04/03/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13700;10016622;"INSPECTION ANNOUNCED";"08/21/2018";"IN-COMPLIANCE";;"08/21/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17788;10002229;"INSPECTION UNANNOUNCED";"09/02/2020";"IN-COMPLIANCE";;"09/02/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17130;10002229;"INSPECTION ANNOUNCED";"10/24/2019";"NON-COMPLIANCE";"10/24/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1045 UNIVERSAL PRECAUTIONS"
17129;10002229;"INSPECTION ANNOUNCED";"10/24/2019";"NON-COMPLIANCE";"10/24/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1010 LIFE/FIRE SAFETY"
17128;10002229;"INSPECTION ANNOUNCED";"10/24/2019";"NON-COMPLIANCE";"10/24/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.560 - NUTRITION"
17127;10002229;"INSPECTION ANNOUNCED";"10/24/2019";"NON-COMPLIANCE";"10/24/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
17126;10002229;"INSPECTION ANNOUNCED";"10/24/2019";"NON-COMPLIANCE";"10/24/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.400 - ADMIS AND PLANNING FOR CARE"
17125;10002229;"INSPECTION ANNOUNCED";"10/24/2019";"NON-COMPLIANCE";"10/24/2019";"11/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.310 - QUAL AND RESPNSE OF EMPLY & IND"
16480;10002229;"INVESTIGATION/PRIORITY 3";"09/10/2019";"NON-COMPLIANCE";"09/27/2019";"10/07/2019";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.255 RECORDS"
15416;10002229;"INSPECTION UNANNOUNCED";"04/18/2019";"NON-COMPLIANCE";"04/18/2019";"05/02/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
13473;10002229;"INSPECTION ANNOUNCED";"07/19/2018";"IN-COMPLIANCE";;"07/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13241;10002229;"INVESTIGATION/PRIORITY 3";"06/19/2018";"IN-COMPLIANCE";;"06/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12460;10002229;"INSPECTION UNANNOUNCED";"04/19/2018";"IN-COMPLIANCE";;"04/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18335;10011709;"INSPECTION ANNOUNCED";"02/25/2021";"IN-COMPLIANCE";;"02/25/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17254;10011709;"INSPECTION ANNOUNCED";"02/11/2020";"IN-COMPLIANCE";;"02/11/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16449;10011709;"INSPECTION UNANNOUNCED";"09/25/2019";"IN-COMPLIANCE";;"09/25/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14781;10011709;"INSPECTION ANNOUNCED";"01/24/2019";"IN-COMPLIANCE";;"01/24/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13472;10011709;"INSPECTION UNANNOUNCED";"07/19/2018";"IN-COMPLIANCE";;"07/19/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15111;10015781;"INSPECTION ANNOUNCED";"02/14/2019";"NON-COMPLIANCE";"02/14/2019";"03/29/2019";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.370 CC IN CHILD'S OWN HOME"
15110;10015781;"INSPECTION ANNOUNCED";"02/14/2019";"NON-COMPLIANCE";"02/14/2019";"03/29/2019";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.370 CC IN CHILD'S OWN HOME"
15109;10015781;"INSPECTION ANNOUNCED";"02/14/2019";"NON-COMPLIANCE";"02/14/2019";"03/29/2019";"PLAN OF CORRECTION";"CHILDCARE ASSISTANCE REGULATIONS";"41.222 LIFE AND FIRE SAFETY"
17921;10003658;"INSPECTION UNANNOUNCED";"10/20/2020";"IN-COMPLIANCE";;"10/20/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16405;10003658;"INSPECTION ANNOUNCED";"09/12/2019";"IN-COMPLIANCE";;"09/12/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15875;10003658;"INSPECTION UNANNOUNCED";"06/17/2019";"IN-COMPLIANCE";;"06/17/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14725;10003658;"INSPECTION ANNOUNCED";"12/05/2018";"NON-COMPLIANCE";"12/05/2018";"01/18/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
13174;10003658;"INSPECTION UNANNOUNCED";"06/27/2018";"IN-COMPLIANCE";;"06/27/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16645;10003657;"INSPECTION ANNOUNCED";"11/06/2019";"IN-COMPLIANCE";;"11/06/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15545;10003657;"INSPECTION UNANNOUNCED";"05/20/2019";"IN-COMPLIANCE";;"05/20/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15121;10003657;"INSPECTION ANNOUNCED";"02/19/2019";"NON-COMPLIANCE";"02/19/2019";"04/02/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14870;10003657;"INSPECTION ANNOUNCED";"02/12/2019";"IN-COMPLIANCE";;"02/12/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13764;10003657;"INSPECTION UNANNOUNCED";"09/05/2018";"IN-COMPLIANCE";;"09/05/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16644;10012339;"INSPECTION ANNOUNCED";"11/07/2019";"IN-COMPLIANCE";;"11/07/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16241;10012339;"INSPECTION UNANNOUNCED";"08/08/2019";"IN-COMPLIANCE";;"08/08/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16995;10012339;"INSPECTION ANNOUNCED";"02/12/2019";"IN-COMPLIANCE";;"02/12/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
13636;10012339;"INSPECTION UNANNOUNCED";"08/16/2018";"IN-COMPLIANCE";;"08/16/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17922;10003521;"INSPECTION UNANNOUNCED";"10/20/2020";"IN-COMPLIANCE";;"10/20/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17078;10003521;"INSPECTION ANNOUNCED";"01/23/2020";"IN-COMPLIANCE";;"01/23/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16618;10003521;"INSPECTION ANNOUNCED";"10/31/2019";"IN-COMPLIANCE";;"10/31/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15206;10003521;"INSPECTION ANNOUNCED";"04/09/2019";"IN-COMPLIANCE";;"04/09/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
14891;10003521;"INSPECTION UNANNOUNCED";"10/23/2018";"IN-COMPLIANCE";;"10/23/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17923;10016429;"INSPECTION UNANNOUNCED";"10/20/2020";"IN-COMPLIANCE";;"10/20/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17041;10016429;"INSPECTION UNANNOUNCED";"12/19/2019";"NON-COMPLIANCE";"12/19/2019";"01/15/2020";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.500 - SUPERVISION OF CHILDREN"
15906;10016429;"INSPECTION ANNOUNCED";"05/21/2019";"NON-COMPLIANCE";"05/21/2019";"06/20/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
14885;10016429;"INSPECTION UNANNOUNCED";"02/05/2019";"NON-COMPLIANCE";"02/05/2019";"02/25/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 10";"10.1035 PREMISES"
13942;10016429;"INSPECTION ANNOUNCED";"09/13/2018";"IN-COMPLIANCE";;"09/13/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17610;10000519;"INSPECTION ANNOUNCED";"07/28/2020";"IN-COMPLIANCE";;"07/28/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16467;10000519;"INSPECTION UNANNOUNCED";"10/01/2019";"IN-COMPLIANCE";;"10/01/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
15323;10000519;"INSPECTION ANNOUNCED";"03/12/2019";"NON-COMPLIANCE";"03/12/2019";"04/26/2019";"PLAN OF CORRECTION";"LICENSING REGS 7AAC 57";"57.350 - ORIENT AND TRAINING"
13911;10000519;"INSPECTION UNANNOUNCED";"09/12/2018";"IN-COMPLIANCE";;"09/12/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
12349;10000519;"INSPECTION ANNOUNCED";"04/11/2018";"IN-COMPLIANCE";;"04/11/2018";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
18298;10008733;"INSPECTION ANNOUNCED";"02/25/2021";"IN-COMPLIANCE";;"02/25/2021";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
17836;10008733;"INSPECTION ANNOUNCED";"09/15/2020";"IN-COMPLIANCE";;"09/15/2020";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
16784;10008733;"INSPECTION UNANNOUNCED";"11/26/2019";"IN-COMPLIANCE";;"11/26/2019";"NONE NEEDED";"ALL LICENSING STATUTE AND REGULATIONS";"IN REGULATORY COMPLIANCE/NO VIOLATIONS"
