"title";"street_address";"city";"state";"zip";"QRIS_step";"phone";"category";"ages_served";"id";"DBA";"RR";"C_O";"licensing_specialist";"licensing_specialist_email";"status";"status_date";"capacity";"approval_date";"license_type";"licensed_from";"licensed_to";"accepts_ccps"
"BEAULIEU, CLAIRE H.";"12 RESERVOIR AVENUE";"LEWISTON";"ME";4240;3;;"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";544039;"BRIGHT START CHILD CARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"11/04/21";12;"9/01/2021";"Full";"11/03/2021";"11/03/2023";"No"
"PETTENGILL ACADEMY";"1 ATLANTIS WAY";"LEWISTON";"ME";4240;3;"(207) 241-0046";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 3<br />Open School Age Slots, 5 years or older: 0<br />";658134;"CHANTEL PETTENGILL";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"5/27/22";144;"5/16/2022";"Full";"7/20/2022";"7/20/2024";"Yes"
"TOTALLY KIDZ CHILDCARE & LEARNING CENTER, INC.";"1761 LISBON ST";"LEWISTON";"ME";4240;3;"(207) 333-3555";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 1<br />";595523;"MICHELLE VELILLA";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"5/27/22";100;"4/07/2022";"Full";"5/14/2022";"5/14/2024";"Yes"
"LEVER\'S DAYCARE CENTER, INC.";"50 MOLLISON WAY";"LEWISTON";"ME";4240;2;"(207) 783-1552";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";390555;"JAIME BOLDUC";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"8/13/21";200;"3/29/2021";"Full";"4/26/2021";"4/26/2023";"Yes"
"RING AROUND THE ROSEY";"9 ACADIA AVENUE";"LEWISTON";"ME";4240;2;"(207) 513-8141";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 2<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 0<br />";743751;"DANICA JACKMAN";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"7/19/22";40;"7/19/2022";"Provisional";"3/15/2022";"3/15/2023";"Yes"
"KATES, THERESA";"29 BUSHEY CIRCLE";"LEWISTON";"ME";4240;2;"(207) 782-2395";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";419958;"HEY DIDDLE DIDDLE DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"7/13/21";12;"3/08/2021";"Full";"7/04/2021";"7/04/2023";"Yes"
"DONNA\'S DAYCARE CENTER & PRESCHOOL INC";"977 SABATTUS STREET";"LEWISTON";"ME";4240;2;"(207) 784-6769";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";408071;"Donna Levasseur";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"3/26/21";70;"1/22/2021";"Full";"4/12/2021";"4/12/2023";"Yes"
"GILBERT, DENISE";"5 PONDVIEW DR";"LEWISTON";"ME";4240;1;"(207) 782-2566";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";405907;"DENISE'S dAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"12/08/21";12;"9/29/2021";"Full";"12/21/2021";"12/21/2023";"No"
"BOUYEA, HELEN";"171 CENTRAL AVE";"LEWISTON";"ME";4240;1;"(207) 784-3775";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";613215;"BOOUYEA BEAR'S CHILDCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"12/01/21";12;"9/08/2021";"Full";"10/31/2021";"10/31/2023";"No"
"TINY TOWN CHILDCARE CENTER";"1317 SABATTUS STREET";"LEWISTON";"ME";4240;1;"(207) 241-2403";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 4<br />Open Toddler Slots, 1-2 years old: 4<br />Open Preschool Slots, 3-5 years old: 6<br />Open School Age Slots, 5 years or older: 0<br />";739764;"SANDRA NADEAU SHANNI GIRARDIN";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"10/15/21";49;"6/28/2021";"Full";"9/12/2021";"9/12/2023";"Yes"
"LIVERNOIS, JESSICA";"27 MITCHELL ST.";"LEWISTON";"ME";4240;1;"(207) 577-1450";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";659864;"HOLD MY HAND CHILDCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/29/22";12;"12/17/2021";"Full";"2/18/2022";"2/18/2024";"Yes"
"KARIS PLACE UNIT 2";"147 SUMMER STREET";"UNIT 2, LEWISTON";"ME";4240;1;"(207) 754-1540";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";741493;"JESSICA GRAVEL";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"9/02/21";12;"8/24/2021";"Full";"9/06/2021";"9/06/2023";"No"
"MARCOTTE, LINDA";"73 RIDEOUT AVE";"LEWISTON";"ME";4240;1;"(207) 783-7313";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";214214;"KANGROOS KIDS CARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/11/22";10;"2/18/2022";"Full";"4/30/2022";"4/30/2024";"Yes"
"ST. PIERRE, LUANN";"21 RIDGEWOOD AVE";"LEWISTON";"ME";4240;1;"(207) 782-2033";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";210478;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/11/21";12;"1/22/2021";"Full";"4/26/2021";"4/26/2023";"No"
"YWCA OF CENTRAL MAINE";"130 EAST AVENUE";"LEWISTON";"ME";4240;1;"(207) 795-4050";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";210349;"CRYSTAL PARRITT";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"12/17/20";110;"9/18/2020";"Full";"11/11/2020";"11/11/2022";"Yes"
"MORIN, JENNIFER";"380 WEBSTER ST.";"LEWISTON";"ME";4240;1;"(207) 240-5966";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";210213;"JENNIFER'S DAY CARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"12/17/21";12;"10/19/2021";"Full";"1/13/2022";"1/13/2024";"No"
"KARIS PLACE UNIT 1";"147 SUMMER STREET";"LEWISTON";"ME";4240;1;"(207) 754-1540";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";735281;"JESSICA GRAVEL";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Renewal in process";"8/19/22";12;"8/17/2020";"Full";"8/12/2020";"8/09/2022";"Yes"
"SANDDOLLARZ DAYCARE";"1380 SABATTUS STREET";"LEWISTON";"ME";4240;1;"(207) 754-2779";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";600287;"GAIL LAFRENIERE/HEIDI POTVIN";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"2/26/21";12;"2/09/2021";"Full";"2/09/2021";"2/06/2023";"Yes"
"MELVIN, CARLA";"150 WARREN AVE";"LEWISTON";"ME";4240;1;"(207) 240-8044";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";394690;"JUST PRECIOUS DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"8/01/22";12;"5/12/2022";"Full";"6/28/2022";"6/28/2024";"Yes"
"NASH, LINDA M.";"13 COLTON ST";"LEWISTON";"ME";4240;1;"(207) 783-9788";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";209596;"LINDA'S DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"12/15/20";12;"10/15/2020";"Full";"12/31/2020";"12/31/2022";"Yes"
"LAVERTU, NANCY";"23 PEARL ST";"LEWISTON";"ME";4240;1;"(207) 240-6050";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";209585;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"2/17/22";12;"12/28/2021";"Full";"3/05/2022";"3/05/2024";"Yes"
"ST. AMAND, BRENDA";"24 SLEEPER ROAD";"LEWISTON";"ME";4240;1;"(207) 240-1234";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";391660;"ANGEL BEARS CHILDCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/17/21";12;"1/22/2021";"Full";"2/18/2021";"2/18/2023";"Yes"
"RASMUSSEN, JETTE S.";"145 SCRIBNER BLVD";"LEWISTON";"ME";4240;1;"(207) 782-2605";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 1<br />";208823;"PLAY & LEARN DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active-On Hold";"7/14/22";12;"3/10/2021";"Full";"4/09/2021";"4/09/2023";"No"
"ACADIA ACADEMY";"12 WESTMINSTER STREET";"LEWISTON";"ME";4240;1;"(207) 333-3767";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";730218;"Heather Pratt";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"10/15/21";75;"4/28/2022";"Full";"4/28/2022";"9/09/2023";"Yes"
"DYMKOSKI, RACHEL";"90 RIDEOUT AVE";"LEWISTON";"ME";4240;1;"(207) 577-8818";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 2<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 4<br />Open School Age Slots, 5 years or older: 4<br />";581982;"RACHEL'S DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/23/22";8;"3/11/2022";"Full";"4/13/2022";"4/13/2024";"Yes"
"WING, ASHLEY";"9 LAASE AVENUE";"LEWISTON";"ME";4240;1;"(207) 754-9536";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 2<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";727855;"WING'S SAFARI";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"7/13/21";12;"3/17/2021";"Full";"4/28/2021";"4/28/2023";"Yes"
"JEAN, LESLIE";"10 CHARLES STREET";"LEWISTON";"ME";4240;1;;"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";218912;"FOR KIDS ONLY";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"2/17/22";8;"12/14/2021";"Full";"1/30/2022";"1/30/2024";"Yes"
"ROBERTS, MICHELLE";"235 POND ROAD";"LEWISTON";"ME";4240;1;"(207) 713-2987";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";568996;"ITTY BITTY CHILDCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"6/28/22";12;"11/02/2021";"Full";"12/08/2021";"12/08/2023";"Yes"
"MOHAMED, JIJO";"77 RIDEOUT AVENUE APT. # 4-4";"LEWISTON";"ME";4240;1;"(617) 230-4605";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";761835;"JM DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"9/20/22";6;"2/17/2022";"Provisional";"9/13/2022";"9/13/2023";"No"
"FARAH, GHALI";"77 RIDEOUT AVENUE APT. # 12-3";"LEWISTON";"ME";4240;1;"(207) 423-1531";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";607024;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"9/02/22";6;"2/15/2022";"Provisional";"9/02/2022";"9/02/2023";"No"
"SUBAN, ETHEBO";"77 RIDEOUT AVENUE";"#13-6, LEWISTON";"ME";4240;1;"(207) 713-7479";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";750852;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/31/22";6;"1/27/2020";"Provisional";"3/31/2022";"3/31/2023";"Yes"
"BULE, AMBIYA";"112 HORTON ST. APT. # 1";"LEWISTON";"ME";4240;1;"(207) 344-4140";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 2<br />";729383;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/24/22";6;"2/19/2020";"Provisional";"3/24/2022";"3/24/2023";"Yes"
"BRYAN, MARYLOU";"17 WEST VIEW DRIVE #5";"LEWISTON";"ME";4240;1;"(207) 440-3760";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 0<br />";462300;"SCRIBBLES DAY CARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"5/18/22";12;"10/15/2021";"Full";"12/28/2021";"12/28/2023";"Yes"
"NADEAU, LINDA  (LEWISTON)";"33 SCHOOL STREET";"LEWISTON";"ME";4240;1;"(207) 786-4176";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 2<br />";468417;"LINDA'S DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"3/08/21";12;"1/22/2021";"Full";"4/08/2021";"4/08/2023";"Yes"
"TINY TOES PRESCHOOL";"1380 SABATTUS STREET";"LEWISTON";"ME";4240;1;"(207) 212-2626";"Child Care-Nursery School";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";473657;"MJAE LANGLEY";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"11/16/21";18;"10/27/2021";"Full";"10/27/2021";"10/19/2023";"No"
"SWAN, RAYLEEN";"30 MASON AVENUE";"LEWISTON";"ME";4240;1;"(207) 576-3626";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 1<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";744153;"ALL- R- PRECIOUS DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"2/18/21";12;"1/26/2021";"Full";"2/08/2021";"2/08/2023";"Yes"
"PELLETIER, GAIL";"178 GROVE ST";"LEWISTON";"ME";4240;1;"(207) 784-3976";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";215622;"GAIL'S DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Sanctioned";"10/07/22";12;"5/25/2022";"Conditional";"10/02/2022";"10/02/2023";"No"
"AFFO, EMILIENNE";"9 WALKER AVENUE";"LEWISTON";"ME";4240;1;"(207) 713-0179";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";746847;"TINY STEPS DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Sanctioned";"7/28/22";12;"7/27/2022";"Conditional";"7/25/2022";"7/25/2023";"Yes"
"CLOUTIER, RACHEL";"65 FOCH STREET";"LEWISTON";"ME";4240;1;"(207) 754-1540";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 2<br />Open Toddler Slots, 1-2 years old: 4<br />Open Preschool Slots, 3-5 years old: 4<br />Open School Age Slots, 5 years or older: 4<br />";524199;"KARIS PLACE, LLC";;"KARIS PLACE DAY CARE";"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"8/12/22";12;"3/15/2022";"Full";"3/29/2022";"3/29/2024";"Yes"
"HUBBARD, ANGELA";"2 OLD BLOODY HILL ROAD";"LEWISTON";"ME";4240;1;"(207) 576-1048";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";218873;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"11/03/21";12;"10/01/2021";"Full";"10/23/2021";"10/23/2023";"No"
"GIROUARD, MEGHAN";"75 WELLMAN ST";"LEWISTON";"ME";4240;1;"(207) 513-2432";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";748352;"THE BEEHIVE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"11/08/21";12;"11/08/2021";"Full";"11/07/2021";"11/07/2023";"No"
"KIDDIE COVE";"26 GODDARD RD. FLR 1";"LEWISTON";"ME";4240;1;"(207) 212-3946";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";748442;"BRANN, KAYLA-LYNN";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"1/12/21";12;"1/12/2021";"Full";"1/09/2021";"1/09/2023";"Yes"
"BRIGHT START DAYCARE & LEARNING CENTER";"27 WESTMINSTER STREET";"LEWISTON";"ME";4240;1;"(207) 777-7000";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 8<br />Open Preschool Slots, 3-5 years old: 8<br />Open School Age Slots, 5 years or older: 1<br />";752108;"BEATA WELSH";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"10/27/21";49;"9/20/2021";"Full";"9/20/2021";"8/27/2023";"Yes"
"MOREAU, DANIELLE";"120 COTTON ROAD";"LEWISTON";"ME";4240;1;"(207) 212-6655";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";754016;"PEANUT GALLERY FAMILY DAYCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Renewal in process";"10/07/22";12;"8/18/2020";"Full";"10/06/2020";"10/06/2022";"No"
"SUNSHINE DAYCARE CENTER";"300 PINE STREET";"LEWISTON";"ME";4240;1;"(207) 274-9543";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 5<br />Open Toddler Slots, 1-2 years old: 5<br />Open Preschool Slots, 3-5 years old: 5<br />Open School Age Slots, 5 years or older: 5<br />";748234;"UBAH SHEIKH";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"6/21/22";20;"9/28/2021";"Full";"1/05/2022";"1/05/2024";"Yes"
"ALI, ASHO";"55 Bradley StREET";"LEWISTON";"ME";4240;1;"(207) 333-7952";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";754990;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Renewal in process";"7/02/22";12;"6/22/2021";"Provisional";"7/01/2021";"7/01/2022";"No"
"YASSIN, SAIDO";"53 BRADLEY STREET";"LEWISTON";"ME";4240;1;"(207) 344-4936";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";754991;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Renewal in process";"9/25/22";6;"7/26/2022";"Provisional";"9/24/2021";"9/24/2022";"No"
"HEMOND, NICOLE";"11 NOVELLA STREET";"LEWISTON";"ME";4240;1;"(207) 320-8424";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";752270;"SPROUT N' GROW CHILDCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"1/25/22";12;"12/29/2021";"Full";"1/21/2022";"1/21/2024";"No"
"A-L YMCA- SANDCASTLE";"72 STRAWBERRY AVENUE";"LEWISTON";"ME";4240;1;"(207) 795-4095";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";759556;"JENNIFER MERRILL";;;"Megan Hinrichs";"Megan.Hinrichs@maine.gov";"Renewal in process";"10/02/22";22;"8/23/2021";"Provisional";"10/01/2021";"10/01/2022";"No"
"AHADZADEH, NAZANIN";"3 FAIRLAWN AVENUE";"LEWISTON";"ME";4240;;"(207) 420-5310";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 4<br />Open Toddler Slots, 1-2 years old: 4<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 2<br />";758125;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"8/30/22";6;"5/19/2021";"Provisional";"9/12/2022";"9/12/2023";"Yes"
"LITTLE EXPLORERS- LEWISTON";"5 GENDRON DRIVE";"LEWISTON";"ME";4240;;"(207) 795-4022";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";762040;"LORI WHITTEMORE";;;"Pattie Collins";"Pattie.Collins@maine.gov";"Active";"10/14/22";10;"7/29/2022";"Provisional";"10/07/2022";"10/07/2023";"No"
"TINY TITANS DAYCARE";"9 ACADIA AVENUE";"LEWISTON";"ME";4240;;"(207) 446-2672";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";761899;"VICTORIA FISHER";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"8/09/22";12;"4/11/2022";"Provisional";"8/02/2022";"8/02/2023";"No"
"SAINT DOMINIC ACADEMY- LEWISTON CAMPUS";"17 BAIRD AVENUE";"LEWISTON";"ME";4240;;"(207) 783-9323";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";728616;"Kristine Fox";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"9/29/22";49;"6/08/2021";"Full";"5/08/2021";"5/24/2023";"No"
