"Id";"Date";"Violations";"Link to Notices";"violations";"ViolationsDescription"
97;"03/05/2020";"Facility Visit";;"No";
97;"09/18/2019";"Renewal / Validation Visit";;"No";
97;"06/04/2019";"Facility Visit";;"No";
1924;"06/01/2022";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/1924/Visits/49151/CCL305/305PDF.CPL49151.20220601.115415.pdf";"Yes";"Regulation: Chapter 15. General Requirements Compliance Action Plan Due Date: 06/15/2022 Compliance Action Plan Completed Date: 07/21/2022 Compliance Due Date: 06/01/2022 Compliance Achieved Date: 06/01/2022"
1924;"02/02/2022";"2 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/1924/Visits/48521/CCL305/305PDF.CPL48521.20220202.113326.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 02/16/2022 Compliance Action Plan Completed Date: 02/11/2022 Compliance Due Date: 02/16/2022 Compliance Achieved Date: 02/03/2022 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 02/16/2022 Compliance Action Plan Completed Date: 02/11/2022 Compliance Due Date: 02/16/2022 Compliance Achieved Date: 02/03/2022"
1924;"08/04/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1924/signed209PDF.20220804.102237.pdf";"No";
1924;"07/21/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1924/signed300PDF.20220721.094346.pdf";"No";
1924;"06/01/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1924/signed300PDF.20220601.115515.pdf";"No";
1924;"02/02/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1924/signed300PDF.20220202.113217.pdf";"No";
1924;"07/15/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1924/signed209PDF.20210715.103741.pdf";"No";
1924;"04/27/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1924/signed300PDF.20210427.171223.pdf";"No";
1924;"07/16/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1924/signed209PDF.20200716.114512.pdf";"No";
1924;"02/26/2020";"Facility Visit";;"No";
1924;"08/15/2019";"Renewal / Validation Visit";;"No";
1924;"03/12/2019";"Facility Visit";;"No";
1586;"09/22/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1586/signed300PDF.20220922.105108.pdf";"No";
1586;"08/10/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1586/signed300PDF.20220810.122406.pdf";"No";
1586;"03/24/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1586/signed209PDF.20220324.124921.pdf";"No";
1586;"12/16/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1586/signed300PDF.20211216.113310.pdf";"No";
1586;"03/31/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1586/signed209PDF.20210331.112908.pdf";"No";
1586;"09/10/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1586/signed300PDF.20200910.093817.pdf";"No";
1586;"03/11/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1586/signed209PDF.20200311.150411.pdf";"No";
1586;"09/25/2019";"Facility Visit";;"No";
1586;"03/26/2019";"Renewal / Validation Visit";;"No";
1354;"11/03/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1354/signed300PDF.20221103.125843.pdf";"No";
1354;"06/16/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1354/signed209PDF.20220616.121313.pdf";"No";
1354;"11/18/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1354/signed300PDF.20211118.162834.pdf";"No";
1354;"06/23/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1354/signed209PDF.20210623.122747.pdf";"No";
1354;"02/17/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1354/unsigned300PDF.20210217.102524.pdf";"No";
1354;"10/05/2020";"Facility Visit";;"No";
1354;"06/18/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1354/signed209PDF.20200618.153616.pdf";"No";
1354;"12/18/2019";"Facility Visit";;"No";
1354;"06/10/2019";"Renewal / Validation Visit";;"No";
16956;"02/24/2022";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/Reported Violations and Complaints.Signed 305.20220224.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 03/21/2022 Compliance Action Plan Completed Date: 04/05/2022 Compliance Due Date: 03/21/2022 Compliance Achieved Date: 03/21/2022"
16956;"05/05/2020";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/305RPVPDF.20200519.160552.pdf";"Yes";"Regulation: Chapter 7. Rules for Certification Of A Child Care Center (CCC) Compliance Action Plan Due Date: 06/02/2020 Compliance Action Plan Completed Date: 06/02/2020 Compliance Due Date: 06/02/2020 Compliance Achieved Date: 06/02/2020"
16956;"04/17/2019";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/Reported Violations and Complaints.Signed 305.20190417.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 05/16/2019 Compliance Action Plan Completed Date: 05/07/2019 Compliance Due Date:Compliance Achieved Date:"
16956;"08/02/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed209PDF.20220802.145023.pdf";"No";
16956;"04/05/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20220406.123400.pdf";"No";
16956;"03/01/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20220301.140313.pdf";"No";
16956;"09/24/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20210924.140316.pdf";"No";
16956;"08/19/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20210819.144307.pdf";"No";
16956;"07/29/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed209PDF.20210729.124233.pdf";"No";
16956;"04/09/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20210409.112016.pdf";"No";
16956;"08/20/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed209PDF.20200820.145601.pdf";"No";
16956;"06/19/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20200619.112524.pdf";"No";
16956;"06/05/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20200605.110237.pdf";"No";
16956;"05/12/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16956/signed300PDF.20200512.132323.pdf";"No";
16956;"03/18/2020";"Facility Visit";;"No";
16956;"02/21/2020";"Facility Visit";;"No";
16956;"11/25/2019";"Facility Visit";;"No";
16956;"10/04/2019";"Facility Visit";;"No";
16956;"09/27/2019";"Facility Visit";;"No";
16956;"08/09/2019";"Facility Visit";;"No";
16956;"07/26/2019";"Renewal / Validation Visit";;"No";
16956;"05/24/2019";"Facility Visit";;"No";
16956;"04/17/2019";"Facility Visit";;"No";
16956;"02/01/2019";"Facility Visit";;"No";
1563;"10/18/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1563/signed209PDF.20221018.161307.pdf";"No";
1563;"04/07/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1563/signed300PDF.20220407.102123.pdf";"No";
1563;"08/19/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1563/signed209PDF.20210819.095648.pdf";"No";
1563;"05/27/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1563/signed300PDF.20210527.111819.pdf";"No";
1563;"02/22/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1563/signed300PDF.20210222.094651.pdf";"No";
1563;"08/12/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1563/signed209PDF.20200812.132654.pdf";"No";
1563;"03/05/2020";"Facility Visit";;"No";
1563;"08/27/2019";"Renewal / Validation Visit";;"No";
1563;"02/20/2019";"Facility Visit";;"No";
1679;"03/17/2022";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/unsigned305RPVPDF.CPL5246.20220317.112500.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 03/31/2022 Compliance Action Plan Completed Date: 03/30/2022 Compliance Due Date: 03/18/2022 Compliance Achieved Date: 03/17/2022"
1679;"07/13/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/signed300PDF.20220713.124633.pdf";"No";
1679;"03/30/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/signed300PDF.20220330.112155.pdf";"No";
1679;"11/03/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/signed209PDF.20211103.114430.pdf";"No";
1679;"08/18/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/signed300PDF.20210818.114746.pdf";"No";
1679;"06/14/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/signed300PDF.20210614.115352.pdf";"No";
1679;"11/09/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/signed209PDF.20201109.112545.pdf";"No";
1679;"06/19/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1679/signed300PDF.20200619.153326.pdf";"No";
1679;"10/23/2019";"Renewal / Validation Visit";;"No";
1679;"07/08/2019";"Facility Visit";;"No";
1679;"05/08/2019";"Facility Visit";;"No";
1725;"09/28/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1725/signed209PDF.20220928.134300.pdf";"No";
1725;"08/24/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1725/signed300PDF.20220824.115404.pdf";"No";
1725;"05/19/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1725/signed300PDF.20220519.111434.pdf";"No";
1725;"09/14/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1725/signed209PDF.20210914.110843.pdf";"No";
1725;"03/24/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1725/signed300PDF.20210324.121040.pdf";"No";
1725;"09/01/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1725/signed209PDF.20200901.103323.pdf";"No";
1725;"03/03/2020";"Facility Visit";;"No";
1725;"09/18/2019";"Renewal / Validation Visit";;"No";
1725;"05/03/2019";"Facility Visit";;"No";
2130;"09/07/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2130/signed300PDF.20220907.095709.pdf";"No";
2130;"05/17/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2130/signed300PDF.20220517.103348.pdf";"No";
2130;"03/16/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2130/signed209PDF.20220316.103507.pdf";"No";
2130;"11/10/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2130/signed300PDF.20211110.100743.pdf";"No";
2130;"07/12/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2130/signed300PDF.20210712.110350.pdf";"No";
2130;"03/02/2021";"Renewal / Validation Visit";;"No";
2130;"09/24/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2130/signed300PDF.20200924.114037.pdf";"No";
2130;"04/20/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2130/signed209PDF.20200420.101714.pdf";"No";
2130;"09/23/2019";"Facility Visit";;"No";
2130;"03/11/2019";"Renewal / Validation Visit";;"No";
2449;"09/13/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2449/signed209PDF.20220913.133155.pdf";"No";
2449;"12/10/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2449/signed300PDF.20211210.111245.pdf";"No";
2449;"08/05/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2449/signed209PDF.20210805.123528.pdf";"No";
2449;"01/20/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2449/signed300PDF.20210120.123301.pdf";"No";
2449;"08/05/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2449/signed209PDF.20200805.122209.pdf";"No";
2449;"02/14/2020";"Facility Visit";;"No";
2449;"08/01/2019";"Renewal / Validation Visit";;"No";
2449;"01/23/2019";"Facility Visit";;"No";
2457;"03/16/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2457/signed209PDF.20220316.125329.pdf";"No";
2457;"12/14/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2457/signed300PDF.20211214.111738.pdf";"No";
2457;"05/18/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2457/signed300PDF.20210518.120107.pdf";"No";
2457;"04/14/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2457/signed209PDF.20210414.124302.pdf";"No";
2457;"10/14/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2457/signed300PDF.20201014.114719.pdf";"No";
2457;"07/29/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2457/signed300PDF.20200729.101926.pdf";"No";
2457;"05/27/2020";"Renewal / Validation Visit";;"No";
2457;"09/19/2019";"Facility Visit";;"No";
2457;"06/18/2019";"Facility Visit";;"No";
2457;"04/17/2019";"Renewal / Validation Visit";;"No";
1821;"07/28/2020";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/1821/Visits/45815/CCL305/305PDF.20200729.142713.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 08/11/2020 Compliance Action Plan Completed Date: 08/25/2020 Compliance Due Date: 08/11/2020 Compliance Achieved Date: 08/25/2020"
1821;"04/07/2022";"Renewal / Validation Visit";;"No";
1821;"12/28/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1821/signed300PDF.20220407.102727.pdf";"No";
1821;"06/29/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1821/signed300PDF.20210629.115000.pdf";"No";
1821;"03/23/2021";"Renewal / Validation Visit";;"No";
1821;"07/28/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1821/signed300PDF.20200728.105736.pdf";"No";
1821;"04/16/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1821/signed209PDF.20200416.123420.pdf";"No";
1821;"12/17/2019";"Facility Visit";;"No";
1821;"04/30/2019";"Renewal / Validation Visit";;"No";
17321;"09/02/2022";"Initial Inspection";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17321/signed200PDF.20220902.114756.pdf";"No";
1830;"08/29/2022";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/1830/Visits/49575/CCL305/305PDF.CPL49575.20221108.162433.pdf";"Yes";"Regulation: Chapter 16. Family Child Care Home (FCCH) Compliance Action Plan Due Date: 09/12/2022 Compliance Action Plan Completed Date: 09/28/2022 Compliance Due Date: 09/12/2022 Compliance Achieved Date: 09/07/2022"
1830;"03/27/2019";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/Reported Violations and Complaints.Signed 305.20190327.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 04/08/2019 Compliance Action Plan Completed Date: 04/02/2019 Compliance Due Date:Compliance Achieved Date:"
1830;"09/28/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed300PDF.20220928.121202.pdf";"No";
1830;"08/29/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed300PDF.20220829.110209.pdf";"No";
1830;"08/02/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed300PDF.20220802.115040.pdf";"No";
1830;"02/01/2022";"Renewal / Validation Visit";;"No";
1830;"09/28/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed300PDF.20210928.145914.pdf";"No";
1830;"05/26/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed300PDF.20210526.101429.pdf";"No";
1830;"02/02/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed209PDF.20210202.150720.pdf";"No";
1830;"09/16/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed300PDF.20200916.125416.pdf";"No";
1830;"03/10/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1830/signed209PDF.20200310.104351.pdf";"No";
1830;"07/01/2019";"Facility Visit";;"No";
1830;"03/27/2019";"Renewal / Validation Visit";;"No";
17388;"11/01/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17388/signed300PDF.20221102.090947.pdf";"No";
17388;"10/27/2022";"Initial Inspection";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17388/signed200PDF.20221102.071948.pdf";"No";
1878;"10/12/2021";"2 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1878/305RPVPDF.CPL5161.20211012.104312.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 10/26/2021 Compliance Action Plan Completed Date: 11/19/2021 Compliance Due Date: 10/12/2021 Compliance Achieved Date: 11/19/2021 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 10/26/2021 Compliance Action Plan Completed Date: 11/19/2021 Compliance Due Date: 10/12/2021 Compliance Achieved Date: 11/19/2021"
1878;"08/21/2020";"3 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1878/unsigned305RPVPDF.20200918.112455.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 10/01/2020 Compliance Action Plan Completed Date: 10/09/2020 Compliance Due Date: 08/26/2020 Compliance Achieved Date: 11/17/2020 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 10/01/2020 Compliance Action Plan Completed Date: 10/09/2020 Compliance Due Date: 08/26/2020 Compliance Achieved Date: 11/17/2020 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 10/01/2020 Compliance Action Plan Completed Date: 10/09/2020 Compliance Due Date: 09/02/2020 Compliance Achieved Date: 11/17/2020"
1878;"10/19/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1878/signed209PDF.20221019.113535.pdf";"No";
1878;"09/22/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1878/signed300PDF.20220922.120143.pdf";"No";
1878;"11/10/2021";"Renewal / Validation Visit";;"No";
1878;"05/13/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1878/unsigned300PDF.20210514.102745.pdf";"No";
1878;"11/17/2020";"Facility Visit";;"No";
1878;"11/17/2020";"Renewal / Validation Visit";;"No";
1878;"06/10/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1878/unsigned300PDF.20200610.144906.pdf";"No";
1878;"10/24/2019";"Renewal / Validation Visit";;"No";
1878;"06/13/2019";"Facility Visit";;"No";
2157;"12/03/2019";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2157/Reported Violations and Complaints.Signed 305.20191203.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 12/17/2019 Compliance Action Plan Completed Date: 12/13/2019 Compliance Due Date: 12/17/2019 Compliance Achieved Date:Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 12/03/2019 Compliance Action Plan Completed Date: 12/03/2019 Compliance Due Date: 12/03/2019 Compliance Achieved Date: 12/03/2019"
2157;"07/14/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2157/signed300PDF.20220714.143448.pdf";"No";
2157;"12/14/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2157/signed209PDF.20211214.101451.pdf";"No";
2157;"08/31/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2157/signed300PDF.20210831.111200.pdf";"No";
2157;"05/13/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2157/signed300PDF.20210513.125017.pdf";"No";
2157;"11/24/2020";"Renewal / Validation Visit";;"No";
2157;"08/26/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2157/signed300PDF.20200826.084045.pdf";"No";
2157;"12/03/2019";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2157/signed209PDF.20191203.120110.pdf";"No";
2157;"09/24/2019";"Facility Visit";;"No";
2157;"05/14/2019";"Facility Visit";;"No";
17158;"11/02/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17158/signed209PDF.20221102.102453.pdf";"No";
17158;"08/24/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17158/signed300PDF.20220824.111308.pdf";"No";
17158;"01/26/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17158/signed300PDF.20220126.112139.pdf";"No";
17158;"11/03/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17158/signed209PDF.20211103.102328.pdf";"No";
17158;"08/18/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17158/signed300PDF.20210818.102439.pdf";"No";
17158;"02/04/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17158/signed300PDF.20210204.145915.pdf";"No";
17158;"12/16/2020";"Initial Inspection";;"No";
16858;"04/20/2021";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/16858/Visits/47070/CCL305/305PDF.CPL47070.20210420.161610.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 05/04/2021 Compliance Action Plan Completed Date: 05/18/2021 Compliance Due Date: 04/20/2021 Compliance Achieved Date: 05/13/2021"
16858;"10/17/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed209PDF.20221017.105803.pdf";"No";
16858;"04/13/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed300PDF.20220413.114125.pdf";"No";
16858;"10/21/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed209PDF.20211021.145101.pdf";"No";
16858;"08/17/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed300PDF.20210817.124707.pdf";"No";
16858;"05/18/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed300PDF.20210518.152015.pdf";"No";
16858;"04/20/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed300PDF.20210420.161412.pdf";"No";
16858;"11/09/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed209PDF.20201109.115459.pdf";"No";
16858;"06/30/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16858/signed300PDF.20200630.121526.pdf";"No";
16858;"11/06/2019";"Renewal / Validation Visit";;"No";
16858;"06/17/2019";"Facility Visit";;"No";
17309;"10/26/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17309/signed300PDF.20221026.115009.pdf";"No";
17309;"07/20/2022";"Initial Inspection";;"No";
2354;"01/07/2021";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/2354/Visits/46614/CCL305/305PDF.CPL46614.20210107.133707.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 01/28/2021 Compliance Action Plan Completed Date: 02/04/2021 Compliance Due Date: 01/11/2021 Compliance Achieved Date: 01/14/2021"
2354;"07/28/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed300PDF.20220728.125833.pdf";"No";
2354;"07/21/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed209PDF.20220721.102855.pdf";"No";
2354;"02/08/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed300PDF.20220208.111014.pdf";"No";
2354;"08/10/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed209PDF.20210810.104059.pdf";"No";
2354;"06/15/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed300PDF.20210615.105136.pdf";"No";
2354;"02/04/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed300PDF.20210204.131311.pdf";"No";
2354;"01/07/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed300PDF.20210107.133520.pdf";"No";
2354;"08/06/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2354/signed209PDF.20200806.105101.pdf";"No";
2354;"02/20/2020";"Facility Visit";;"No";
2354;"08/09/2019";"Renewal / Validation Visit";;"No";
