"id";"name";"street";"city";"state";"zip";"phone";"county";"email";"website";"rating";"ages_served";"schedule";"environment";"special_needs";"languages";"license_id";"care_type";"meals";"financial_assistance";"animals_pets";"transportation";"elementary_schools";"hours_of_operation_monday";"hours_of_operation_tuesday";"hours_of_operation_wednesday";"hours_of_operation_thursday";"hours_of_operation_friday";"hours_of_operation_saturday";"hours_of_operation_sunday";"latitude";"longitude";"alternate_phone"
15;"(FCCH) Kindhearted Child Care";"30th Street & San Juan Blvd";"Farmington";"NM";87402;"505-325-9384";"San Juan";"sandyheart2@msn.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Smoking; No Swimming Pool; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Bilingual";70687;"Family Child Care";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Special Diet";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Indoor/Outdoor; Cat(s); Dog(s)";"Walking Distance to School; Transportation Not Provided";"Mesa Verde Elem. - Farmington";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;36.7585539;-108.167433;
2385;"PMS Head Start - Farmington (EMERG OPEN)";"900 S Carlton Ave";"Farmington";"NM";87401;"505-820-3472";"San Juan";"shannon.brown@pmsnm.org";"wwww.pmsnm.org";"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";;;"English; Spanish; Trilingual; Navajo";94712;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;36.7205032;-108.1881283;
1146;"Kids Corner Learning Center (EMERG OPEN)";"2323 Bloomfield Highway";"Farmington";"NM";87401;"505-325-5800";"San Juan";"kids.corner87401@gmail.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Navajo";24961;"Child Care Center";"Breakfast; Lunch";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"All Local Schools";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;36.7188134;-108.1765662;
3554;"PMS Headstart - Rocinante Early Head Start (EMERG OPEN)";"3250 E. 30th St.";"Farmington";"NM";87402;"505-820-3472";"San Juan";"Robin.Briggs@pmsnm.org";"www.pmsnm.org";"5-STAR";"Infant, 1, 2, 3 years old";"Full-Time, School Year";;;"English";161002;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;36.76071;-108.1643188;
3672;"A Gold Star Academy - Crouch Mesa (EMERG OPEN)";"4500 Wildflower Rd";"Farmington";"NM";87401;"505-325-9850";"San Juan";"gsatedtrow@msn.com";;"3-STAR";"3, 4, 5, 6-12 years old";"Part-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"No Experience or Training";"English";164526;"School Age Program";"Afternoon Snack";"Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School";"Esperanza Elem. - Farmington";"2:40 PM - 05:30 PM";"2:40 PM - 05:30 PM";"2:40 PM - 05:30 PM";"2:40 PM - 05:30 PM";"2:40 PM - 05:30 PM";;;36.7291747;-108.1526016;
3845;"NMPreK-C 3-D Enterprises - Auburn (EMERG OPEN)";"1115 N. Auburn Ave";"Farmington";"NM";87401;"505-324-8697";"San Juan";"mrs_rebecca_pre_k@yahoo.com";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7425895;-108.2112943;
1180;"A Gold Star Academy & CDC (EMERG OPEN)";"1115 N. Auburn Ave.";"Farmington";"NM";87401;"505-324-8697";"San Juan";;;"4-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Navajo";70912;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided; Walking Distance to School";"Animas Elem. - Farmington; Apache Elem. - Farmington; Country Club Elem. - Farmington; Esperanza Elem. - Farmington; McCormick Elem. - Farmington; McKinley Elem. - Farmington; Mesa Verde Elem. - Farmington; Northeast Elem. - Farmington";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;36.7425895;-108.2112943;
3624;"Fundamentals Child Development Center (EMERG OPEN)";"209 North Auburn Avenue";"Farmington";"NM";87401;"505-327-9073";"San Juan";"info@fundamentalscdc.com";"www.fundamentalscdc.com";"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Sign Language; Navajo";162982;"Child Care Center";"Morning Snack; Afternoon Snack; Parents must send meals/snacks";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";"7:30 AM - 05:30 PM";;;36.7310024;-108.2109236;
4170;"PMS - Little Feet Early Head Start";"375 Skyview Mesa 86-A";"Farmington";"NM";87401;"505-820-3472";"San Juan";;;" ";"Infant, 1, 2 years old";"Part-Time, School Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.754305;-108.2105212;
1871;"Casa Montessori (EMERG OPEN)";"4300 College Blvd.";"Farmington";"NM";87402;"505-325-0656";"San Juan";"casapreschool@gmail.com";;"2-STAR Basic Licensure";"1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";25556;"Child Care Center";"Morning Snack; Afternoon Snack; Parents must send meals/snacks";"Sibling Discount; Scholarships; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian; Bird(s)";"Walking Distance to School; Transportation Not Provided";"Mesa Verde Elem. - Farmington";"7:30 AM - 04:30 PM";"7:30 AM - 04:30 PM";"7:30 AM - 04:30 PM";"7:30 AM - 04:30 PM";"7:30 AM - 04:30 PM";;;36.7674253;-108.1657979;
3846;"NMPreK-C 3-D Enterprises - Crouch Mesa (EMERG OPEN)";"4301 Largo St Suite H";"Farmington";"NM";87401;"505-325-9850";"San Juan";"gsatedrow@msn.com";;" ";"3 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7612776;-108.1538921;
3592;"A Gold Star Academy & CDC - East (EMERG OPEN)";"4301 Largo Street Ste. H";"Farmington";"NM";87402;"505-258-4282";"San Juan";"gsatedrow@msn.com";;"3-STAR";"3, 4 years old";"Full & Part Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion";"English; Spanish; Bilingual";162073;"Child Care Center";"Breakfast; Lunch";"FREE-CALL FOR SESSION START/END TIMES";"No Pets or Animals";"Transportation Not Provided";;"7:30 AM - 02:00 PM";"7:30 AM - 02:00 PM";"7:30 AM - 02:00 PM";"7:30 AM - 02:00 PM";"7:30 AM - 02:00 PM";;;36.7612776;-108.1538921;
3844;"NMPreK-C A Gold Star Academy East (EMERG OPEN)";"4301 Largo St. Ste H";"Farmington";"NM";87401;"505-258-4282";"San Juan";"gsatedrow@msn.com";;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7612776;-108.1538921;
3310;"Smiling Faces (EMERG OPEN)";"520 West Elm St";"Farmington";"NM";87401;"505-258-4049";"San Juan";"sells_tammy@yahoo.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; No Guns (FCCH Only); Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";156431;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;36.7258298;-108.2104978;
3847;"NMPreK-C 3-D Enterprises - Smiling Faces (EMERG OPEN)";"520 W. Elm St";"Farmington";"NM";87401;"505-258-4049";"San Juan";"gsatedrow@msn.com";;" ";"3, 4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7258298;-108.2104978;
4501;"NMPreK-C PMS Farmington (EMERG OPEN)";"608 Reilly Ave";"Farmington";"NM";87401;"505-632-3745";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7368912;-108.2159277;
1212;"San Juan College Child and Family Development (EMERG OPEN)";"4601 College Blvd";"Farmington";"NM";87402;"505-566-3383";"San Juan";"wilcoxv@sanjuancollege.edu";"www.sanjuancollege.edu";"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full-Time, School Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish";11011;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance";"Fish or Amphibian";"Transportation Not Provided";;"7:30 AM - 03:30 PM";"7:30 AM - 03:30 PM";"7:30 AM - 03:30 PM";"7:30 AM - 03:30 PM";"7:30 AM - 03:30 PM";;;36.7698666;-108.1662621;
1175;"Childcare Castle (EMERG OPEN)";"630 W. Elm Street";"Farmington";"NM";87401;"505-326-5437";"San Juan";"lhdarnell@msn.com";"www.childcarecastle.com";"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English; Spanish; Trilingual; Navajo";40034;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Animas Elem. - Farmington; Apache Elem. - Farmington; Bluffview Elem. - Farmington; Country Club Elem. - Farmington; Esperanza Elem. - Farmington; McCormick Elem. - Farmington; McKinley Elem. - Farmington; Mesa Verde Elem. - Farmington; Northeast Elem. - Farmington";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;36.7260856;-108.2136686;"505-326-6230"
1678;"Children's Discovery Place (EMERG OPEN)";"620 W Pinon St";"Farmington";"NM";87401;"505-609-6656";"San Juan";"catabor@sjrmc.net";;"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Navajo";162569;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Dinner; Evening Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";"6:00 AM - 08:00 PM";;;36.7236786;-108.2139817;"505-609-6659"
4146;"CopperRidge Preschool (EMERG OPEN)";"805 Saguaro Trail";"Farmington";"NM";87401;"505-325-6426";"San Juan";"shana@copperridge.church";"www.copperridgepreschool.org";"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Experience with Inclusion";"English";167682;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Provided";"Animas Elem. - Farmington; Ladera Del Norte Elem. - Farmington; McKinley Elem. - Farmington; Mesa Verde Elem. - Farmington";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;36.7744829;-108.1920664;"505-325-2684"
2950;"Pinon Hills Comm. - Promiseland";"5101 North Dustin Ave";"Farmington";"NM";87401;"505-327-2395";"San Juan";"vgabel@promiselandchilldcare.com";"www.promiselandchildcare.com";"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Experience with Inclusion";"English";149217;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Scholarships; No Child Care Assistance Accepted";"No Pets or Animals";"Transportation Provided";"Apache Elem. - Farmington; Bluffview Elem. - Farmington; Country Club Elem. - Farmington; Esperanza Elem. - Farmington; Ladera Del Norte Elem. - Farmington; Mesa Verde Elem. - Farmington; Northeast Elem. - Farmington";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;36.775493;-108.195489;
4498;"NMPreK-P Farmington Preschool East";"5840 Fortuna Dr";"Farmington";"NM";87402;"505-599-8625";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7770799;-108.1360813;
3928;"NMPreK-C Just Us Kids Farmington PS & Daycare (EMERG OPEN)";"6501 E Main St";"Farmington";"NM";87402;"505-325-7776";"San Juan";"zeldajohnJUK@yahoo.com";;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7772214;-108.1258955;
1410;"Just Us Kids Preschool and Daycare (EMERG OPEN)";"6501 E Main St.";"Farmington";"NM";87402;"505-325-7776";"San Juan";"fosssheri@yahoo.com";;"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Sign Language; Navajo";117854;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack; Special Diet";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Provided";"Animas Elem. - Farmington; Country Club Elem. - Farmington; La Vida Mission School - Farmington; McKinley Elem. - Farmington; Mesa Verde Elem. - Farmington";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;36.7772214;-108.1258955;
2373;"Cottonwood Head Start (EMERG OPEN)";"5888 Hwy 64";"Farmington";"NM";87401;"505-820-3472";"San Juan";"shannon.brown@pmsnm.org";"www.pmsnm.org";"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5 years old";"Part-Time, School Year";;;"English; Spanish; Bilingual";100889;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;36.7023776;-108.0705872;
1208;"The Learning Circle Daycare (TEMP CLOSED)";"22 Rd 6405";"Kirtland";"NM";87417;"505-598-9283";"San Juan";"learningcircle@msn.com";"www.childcarekirtland.com";"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual; Navajo";10418;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided; School bus stop is close to Provider";"Kirtland Elem. - Kirtland";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";"6:30 AM - 06:00 PM";;;36.7424811;-108.3445076;
2055;"PMS Headstart - Kirtland (EMERG OPEN)";"10 Rd 6400";"Kirtland";"NM";87417;"505-820-3472";"San Juan";"michell.segotta@pmsnm.org";"www.pmsnm.org";"5-STAR";"3, 4, 5 years old";"Part-Time, School Year";;;"English; Bilingual; Navajo";94711;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;36.7418222;-108.3592712;
3718;"NMPreK-P (CCS) Kirtland EC Center";"10 CR 6400";"Kirtland";"NM";87417;"505-598-4550";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7340157;-108.3598446;
3721;"NMPreK-P (CCS) Ojo Amarillo Elementary";"North 3005 & Ojo Aramillo";"Fruitland";"NM";87416;"505-960-5271";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.6946453;-108.3597545;
4272;"Love The Children Learning Center - Aztec (EMERG OPEN)";"1901 W Aztec Blvd";"Aztec";"NM";87410;"505-793-5439";"San Juan";"lovethechildrenlearningcenter@gmail.com";;"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";168505;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided; School bus stop is close to Provider";"Lydia Rippey Elem. - Aztec; McCoy Ave Elem. - Aztec; Mosaic Academy Charter School - Aztec; Park Avenue Elem. - Aztec";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";;;36.8272743;-108.0212911;"505-215-0757"
3076;"Love the Children Learning Center (EMERG OPEN)";"106 N. 5th St";"Bloomfield";"NM";87413;"505-632-5683";"San Juan";"lovethechildrenlearningcenter@gmail.com";;"5-STAR";"Infant, 1, 2, 3 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";152525;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";;;36.7122229;-107.9844574;"505-215-0757"
2053;"Bloomfield Head Start (EMERG OPEN)";"924 South Bloomfield Blvd.";"Bloomfield";"NM";87413;"505-820-3472";"San Juan";"tyla.mahan@pmsnm.org";"www.pmsnm.org";"2-STAR Basic Licensure";"Infant, 1, 2, 3 years old";"Full-Time, Full Year";;;"English; Spanish; Navajo";97093;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;36.7018555;-107.9854529;"505-215-8197"
3039;"Imagination Station Preschool (EMERG OPEN)";"216 North 1st St.";"Bloomfield";"NM";87413;"505-632-3140";"San Juan";"imchildenrichment@gmail.com";;"2-STAR Basic Licensure";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";151671;"Child Care Center";"Breakfast; Morning Snack; Afternoon Snack; Parents must send meals/snacks";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Tribal Assistance/Payment/Voucher; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"Fish or Amphibian";"Transportation Provided";"All Local Schools";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";;;36.7509645;-107.9786903;"505-402-5973"
3349;"Love the Children Learning Center -Big Kids (EMERG OPEN)";"357 N 1st St Ste A";"Bloomfield";"NM";87413;"505-632-5882";"San Juan";"lovethechildrenlearningcenter@gmail.com";;"5-STAR";"3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";157390;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Sibling Discount; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Walking Distance to School; Transportation Not Provided; School bus stop is close to Provider";"Central Primary - Bloomfield";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";"6:30 AM - 05:30 PM";;;36.714652;-107.979427;
4333;"NMPreK-P Lydia Rippey Elementary School";"401 Rio Pecos Rd";"Aztec";"NM";87410;"505-334-2621";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.8307659;-108.004126;
3717;"NMPreK-P Bloomfield Early Childhood Center";"310 La Jara St";"Bloomfield";"NM";87413;"505-634-3883";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;"English";;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7134679;-107.9730036;
42;"Echo Aztec Pre-School (EMERG OPEN)";"322 North Main Avenue";"Aztec";"NM";87410;"505-334-6135";"San Juan";"awilson@echoinc.org";;"2-STAR Basic Licensure";"2, 3, 4, 5, 6-12 years old";"Full-Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English";10369;"Child Care Center";"Breakfast; Lunch; Afternoon Snack";"Accepts Full Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided; School bus stop is close to Provider";"Lydia Rippey Elem. - Aztec; McCoy Ave Elem. - Aztec; Mosaic Academy Charter School - Aztec; Park Avenue Elem. - Aztec";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";"7:00 AM - 05:30 PM";;;36.8249583;-107.9938094;
2975;"Just Us Kids Child Care Center (EMERG OPEN)";"504 North Main Ave.";"Aztec";"NM";87410;"505-334-4945";"San Juan";"sherifossjuk@yahoo.com";;"3-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";149333;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Sibling Discount; Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided";;"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";"7:00 AM - 06:00 PM";;;36.828086;-107.99469;"505-333-2273"
3927;"NMPreK-C Just Us Kids Aztec Preschool & Daycare (EMERG OPEN)";"504 N Main Ave";"Aztec";"NM";87410;"505-334-4945";"San Juan";"rhondastephensonJUK@yahoo.com";;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.828086;-107.99469;
2538;"Hi Way Kiddie Kamp (EMERG OPEN)";"401 NE Aztec Blvd";"Aztec";"NM";87410;"505-334-8268";"San Juan";"kkampdaycare@live.com";"www.kkampdaycare.com";"5-STAR";"Infant, 1, 2, 3, 4, 5, 6-12 years old";"Full & Part Time, Full Year";"No Swimming Pool; Wheelchair Accessible; Non Faith-based; Outdoor play area fenced";"Program has strong commitment to inclusion; Specific training on inclusive practices; Experience with Inclusion";"English; Spanish; Bilingual";142239;"Child Care Center";"Breakfast; Morning Snack; Lunch; Afternoon Snack";"Rates Negotiable; Sliding scale based on family size/income; Accepts Full Time Child Care Assistance; Accepts Part Time Child Care Assistance";"No Pets or Animals";"Transportation Not Provided; School bus stop is close to Provider";"All Local Schools";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";"6:00 AM - 06:00 PM";;;36.8275497;-107.9892495;
2054;"PMS Head Start - Aztec (EMERG OPEN)";"805 Maddox Ave";"Aztec";"NM";87410;"505-820-3472";"San Juan";"Michelle.Tensay@pmsnm.org";"www.pmsnm.org";"5-STAR";"Infant, 1, 2, 3, 4, 5 years old";"Part-Time, School Year";;;"English; Spanish; Bilingual";94714;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;"Transportation Not Provided";;;;;;;;;36.8287984;-107.9873743;
4335;"NMPreK-P McCoy Elementary School";"901 N McCoy Ave";"Aztec";"NM";87410;"505-334-6831";"San Juan";;;" ";"4 years old";"Part-Time, School Year";;;;;"(CCC) NM PreK";;"FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.8310269;-107.988092;
4244;"The Navajo Nation Tribal Government - Nenahnezad";"50 Ft West of Nenahnezad Chapter House";"Fruitland";"NM";87416;"928-871-6902 EXT 7179";"San Juan";;;" ";"3, 4, 5 years old";"Part-Time, School Year";;;;;"(CCC) Head Start";;"Head Start; FREE-CALL FOR SESSION START/END TIMES";;;;;;;;;;;36.7455626;-108.4112284;
