"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";
14664;"The Nurturing Center, Inc.";"146 3rd Ave. West";"Kalispell";"MT";59901;"(406) 756-1414";"(800) 204-0644 (For In-State Use Only)";;"info@nurturingcenter.org";"https://nurturingcenter.org/";;"The Nurturing Center’s mission is to provide supportive, respectful services that strengthen families, increasing the number of children raised in healthy, nurturing environments. The Nurturing Center was founded in 1978 to provide comprehensive support, education and resources to families in a way that focused on empowering parents to build stronger families and healthy, happy children. Our facility in downtown Kalispell reaches out as a resource to the entire Flathead Valley community as well as Flathead, Lake, Lincoln, and Sanders counties.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment";"Flathead, Lake, Lincoln and Sanders Counties";;"Mon - Fri: 8:00am - 5:00pm; Winter Hours: Tuesday Extended: 8:00am - 6:00pm";
14677;"Child Care Connections, Inc";"1143 Stoneridge Drive, Suite 1";"Bozeman";"MT";59718;"(406) 587-7786";"(800) 962-0418";"(406) 587-1682";;"https://bozemanccc.org/";"Jane Arntzen Schumacher";"Child Care Connections advocates for the well-being and quality care of children by supporting early childhood professionals, families and the communities we serve.";"Financial assistance for child care; Nutrition education; Early childhood education and technical support; Safety programs; Family and community outreach; Professional development; Consumer education to help parents find quality care";"Gallatin, Park, Meagher, Broadwater, Jefferson and Lewis and Clark Counties";"https://bozemanccc.org/assets/images/CCC_logo.jpg";"Mon - Fri: 8:00am - 5:00pm";
14690;"Child Care Resources";"500 N. Higgins Ave., Suite 202";"Missoula";"MT";59802;"(406) 728-6446";"(800) 728-6446";"(406) 549-1189";"ccr@childcareresources.org";"https://www.childcareresources.org/";"Kelly Rosenleaf";"For more than 45 years, Child Care Resources (CCR) has worked to improve the quality of and access to child care in Western Montana. Specifically, our work has focused on improving access to child care for difficult-to-serve populations such as infants, children with special needs, low-income families, minority children and families who need part-time care.";"Child Care Referral; Child Care Scholarships; Professional Development Services for Early Childhood Professionals; Child and Adult Care Food Program";"Mineral, Missoula and Ravalli Counties";"https://www.childcareresources.org/wp-content/uploads/2013/04/CCR-Logo.png";"Mon - Fri: 8:00am - 5:00pm";
14703;"Alamance Partnership for Children";"2322 River Road";"Burlington";"NC";27217;"(336) 513-0063";;"(336) 226-1152";"info@alamancechildren.org";"http://www.alamancechildren.org/";"Carrie Theall ";"The Alamance Partnership for Children is a non-profit organization serving children and families in Alamance County. The Partnership administers Smart Start and NC Pre-Kindergarten funds, an early childhood initiative designed to ensure that young children enter school healthy and ready to succeed. ";"For Providers: Child Care Resource and Referral, Professional Development: College, Workshops and Early Educator Certification, Financial Aid and Tax Information, Outdoor Learning Environment, Child Care Provider Resources, NC Pre-K; For Parents: Parents As Teachers, North Carolina Pre-Kinderten (NC Pre-K), Literacy Programs, Incredible Years Parenting Program, Outdoor Learning Environment (OLE). Child Care Resource and Referral (CCR&R), Child Resource";"Alamance County";"http://www.alamancechildren.org/uploads/9/4/4/3/9443036/1394809375.png";"Mon - Fri: 8:00am - 5:00pm";
14716;"Alexander County Partnership for Children";"1565 NC Hwy 90W";"Taylorsville";"NC";28681;"(828) 632-3799";;"(828) 632-6411";"info@alexanderchildren.org";"http://www.alexanderchildren.org/";"Paula Cline";"There are only 2,000 days between the time a baby is born and when he or she will begin kindergarten. During that time brain architecture is forming, creating the foundation for all future learning. At Alexander County Partnership for Children we are coming together to build a stronger foundation for all of our children.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Child Care Program Licensing and Registration; Literacy Programs; State and Federal Advocacy; Parent Workshops; Provider Recruitment";"Alexander County";"http://www.alexanderchildren.org/images/logo.png";;
14729;"Alleghany Partnership for Children";"994 N. Main Street";"Sparta";"NC";28675;"(336) 372-2846";;;;"http://alleghanykids.com/";"Kim Shaw ";"Alleghany Partnership for Children strives to strengthen the children and families of Alleghany County through supportive services that create opportunities for growth, encourage self-reliance, prepare them for the challenges of tomorrow, and help them to fulfill their greatest potential.";"Child Care Resources and Referrals";"Alleghany County";"http://alleghanykids.com/images/2a3376c830bb8ca0b806e1256ce14836.jpg";"Mon - Fri: 8:00am - 5:00pm";
14742;"Anson County Partnership for Children";"117 S. Greene St.";"Wadesboro";"NC";28170;"(704) 694-4036";"(877) 230-3024";"(704) 694-4010";"caroline.goins@ansonchildren.org";"http://ansonchildren.org/";"Caroline Goins";"The mission of the Anson County Partnership for Children is to help make Anson County a better place to be a child and to raise a child. ";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Child Care Referrals";"Anson County";;;
14755;"Ashe County Child Care Family Resource";"626 Ashe Central School Rd, Unit 1";"Jefferson";"NC";28640;"(336) 982-8870";;"(336) 982-8860";"ccrdirector@ashechildren.org";"http://www.ashechildren.org/";"Marilyn Agnew";"Our mission is to nurture an active, supportive community that provides choices, opportunities and encouragement for all children and families in Ashe County to become healthy, educated and self-reliant. ";"For Parents and Caregivers: Referrals to area child care facilities; For Child Care Educators:  A lending library of materials for child care programs, Workshops and in-service training opportunities, Collaboration with the professional development incentive program offering annual compensation for eligible providers; For the Community: Child care resources and support";"Ashe County";"http://www.ashechildren.org/images/logo-hdr.jpg";;
14768;"Avery County Partnership for Children";"P.O. Box 1455";"Newland";"NC";28657;"(828) 733-2899";;"(828) 733-9122";;;;;;;;;"Closed"
14781;"Beautfort-Hyde Partnership for Children";"979 Washington Square Mall";"Washington";"NC";27889;"(252) 975-4647";"(866) 262-5300 ext. 23 ";;"lisa@bhckids.org";"http://bhckids.org/";"Lisa Woolard";"The Beaufort/Hyde Partnership for Children is a local non-profit 501(c)3 organization designed to provide programs and services for families and children in Beaufort and Hyde Counties, North Carolina";"Training and Technical Assistance for Providers; Literacy Programs; Parent Workshops; Child Care Referrals";"Beaufort and Hyde Counties";"http://bhckids.org/wp-content/uploads/2015/07/BHPFC-WEB-LOGO-e1435800055580.png";;
14794;"Albemarle Alliance for Children and Families - Elizabeth City Office";"1403 Parkview Dr.";"Elizabeth City";"NC";27909;"(252) 333-3205";"(800) 262-8314";"(252) 333-1201";"ccrr@albemarlessp.org";"http://albemarleacf.org/";"Dr. Denauvo M. Robinson";"Albemarle Alliance for Children and Families builds the capacity of families, communities and schools, to prepare the next generation for academic, emotional, social and economic success in a global world.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops";"Camden, Chowan, Currituck, Gates, Hertford, Northampton, Pasquotank and Perquimans Counties";"http://albemarleacf.org/img-png/aacf-logo.png";"Mon - Fri: 8:00am - 5:00pm";
14820;"Bladen Smart Start - A Partnership for Children";"228-B West Broad Street";"Elizabethtown";"NC";28337;"(910) 862-3335";;"(910) 862-7031";"bladensmartstart@gmail.com";"http://www.bladensmartstart.org/";;"The mission of Bladen Smart Start is to ensure that every Bladen County child, birth to five years old, has an equal and fair opportunity for success. ";"Child Care Subsidy; Child Care Resource & Referral; Quality Enhancement;     Child Care Health Consultant Team; Baby Bucks Parenting Classes; CPR/First Aid Scholarship Program; In-Home Breastfeeding Support Program; Inclusion Specialist; Parents As Teachers; Bladen Community Resource and Lending Library; Early Childhood Professional Development; WAGE$";"Bladen County";"http://www.bladensmartstart.org/sites/bladensmartstart.org/files/baldensmart_logo_0.png";;
14833;"Puzzles Region";"4564 Chadbourn Hwy";"Whiteville";"NC";28472;"(910) 642-8189";"(800) 653-5212";;"puzzlestraining@gmail.com";"http://www.puzzlesregion.com/";;"Region 4 Child Care Resource and Referral Services provide all services in an unbiased manner with regard to race, ethnicity, gender, religion, handicap and national origin.";"Consumer Education and Referral; Professional Development; Technical Assistance; Data Collection, Analysis and Dissemination; Public Awareness;  Free Online Referrals";"Bladen, Brunswick, Columbus, Duplin, New Hanover, Pender and Sampson Counties";"http://www.puzzlesregion.com/images/logo.png";;
14846;"Smart Start of Brunswick County";"5140 Sellers Street";"Shallotte";"NC";28470;"(910) 754-3166";;"(910) 754-3188";"lehart@smartstartbrunswick.org";"http://www.smartstartbrunswick.org/";"Laura Travis-Ehart";"Smart Start of Brunswick County is governed by a Board of Directors comprised of members from the Government, Services and Business/Community sectors. Members include representatives of non-profit services, schools, child care, health & social service agencies and businesses & community at large. ";"Child Care Resource and Referral; Child Care Subsidies; Quality Technical Assistance; WAGE$ Program; Smart Start Parents As Teachers; Raising a Reader; Health Related; NCPreK; Program/Evaluations Management";"Brunswick County";;"Mon - Fri: 8:30am - 5:00pm";
14859;"Creative Child Care Solutions, Inc";"614 Linksider Dr., Unit G-3";"Wilmington";"NC";28412;"(910) 799-8914";;"(910) 799-6688";"ppalanza@bellsouth.net";;;;;;;;"This agency does not provide childcare referral services"
14872;"Buncombe Partnership for Children";"2229 Riverside Drive";"Asheville";"NC";28804;"(828) 285-9333";;"(828) 285-9933";"amy@buncombepfc.org";"http://buncombepfc.org/";"Amy Barry";"We invest in the First 2,000 Days of a child’s life - in children ages 0-5 and their families by partnering with local organizations to provide programs that: improve the quality of early childhood education; increase access to affordable, high quality early care; expand early literacy opportunities; and provide family support. Babies born today only have 2,000 days until they start kindergarten. During this time, the majority of brain development happens, forming the foundation for all future learning. Because today’s children are tomorrow’s leaders, parents and workers, everyone has a stake in making sure that all Buncombe’s children have the experiences they need to thrive. Buncombe Partnership for Children's mission is to strengthen the capacity of educators, families, and the community to build a strong foundation for children’s learning and development beginning at birth. Our vision is that every child in our community will reach his or her fullest potential and be prepared for lifelong success.";"Child Care Health Consultation; Child Care Resource & Referral; Child Care Subsidy; Dolly Parton’s Imagination Library; NC Pre-Kindergarten; Play & Learn Groups; Preschool Intervention/Inclusion (The SUNSHINE Project); Shape NC; Sustaining Facility Quality; The Incredible Years: BASIC Parent Education Program; The WAGE$ Project";"Buncombe County";"http://buncombepfc.org/wp-content/uploads/2016/08/Ann-Heaader-Fixed1.png";;
14885;"Child Care Connections of Burke County";"304 West Union Street";"Morganton";"NC";28680;"(828) 439-2328";;"(828) 439-2332";"dshook2@charter.net";"http://childcareconnectionsburke.weebly.com/";"Valerie Shook";"Child Care Connections of Burke Co., Inc. is a private non-profit resource and referral agency offering information to parents, child care providers, employers and the community.  Child Care Connections has been serving Burke County since 1994. Child Care Connections strives to coordinate child care services with child care needs and promote public awareness about the importance of child care and the needs of young children.";"For Parents: Information about licensing standards, Where to get assistance in paying for childcare, Access to the region 9 referral line, Information on community resources in our area, Advocates for quality child care; For Providers: Information and assistance in becoming a licensed provider, Technical Assistance, Assistance & information on increasing your stars, Training & Grant opportunities, CACFP Sponsor";"Burke County";;"Mon - Fri: 8:00am - 5:00pm";
14898;"Child Care Resources Inc";"4600 Park Road, Suite 400";"Charlotte";"NC";28209;"(704) 376-6697";;"(704) 376-7865";"mailbox@childcareresourcesinc.org";"http://www.childcareresourcesinc.org";;"Child Care Resources Inc. is a private, non-profit child care resource and referral (CCR&R) agency that works with families and communities to ensure that all children have access to high quality, affordable early learning and school-age opportunities and experiences that enable them to succeed in school and in life.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"Cabarrus, Mecklenburg, Rowan, Stanly and Union Counties";;"Mon - Fri: 8:00am - 5:00pm";
14911;"Caldwell County Smart Start";"916 West Avenue";"Lenoir";"NC";28645;"(828) 426-5437";;"(828) 426-4329";;"https://www.caldwellsmartstart.org/";;"Helping Caldwell County's children arrive at school healthy and prepared for success";"Training and Technical Assistance for Providers; Child Care Provider Professional Development";"Caldwell County";"https://static.wixstatic.com/media/84e390_9146a614b1c74cc39509b74e5c201f0a.png/v1/fill/w_163,h_84,al_c,usm_0.66_1.00_0.01/84e390_9146a614b1c74cc39509b74e5c201f0a.png";"Mon - Fri: ﻿7:30am - 4:30pm";
14924;"Carteret County Partnership for Children";"3328-A Bridges Street";"Morehead City";"NC";28557;"(252) 727-0440";;"(252) 727-0460";"cjackson@carteretkids.org";"https://www.carteretkids.org/";"Cynthia Jackson";"Carteret County Partnership for Children is a non-profit 501(c)3 organization dedicated to serving children birth through age 5. Our programs are funded through Smart Start, The Carteret Community Foundation and the generous support of local donors. We are pleased to provide and/or fund many programs that promote Smart Start’s mission of helping all children in NC enter school healthy, motivated and ready to succeed.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Child Care Program Licensing and Registration; Quality Ratings; Literacy Programs; State and Federal Advocacy; Provider Recruitment";"Carteret County";"https://www.carteretkids.org/wp-content/themes/custom/img/logo.png";"Mon - Fri: 8:00am - 5:00pm";
14937;"Caswell County Partnership for Children";"1084 NC Hwy 86 North ";"Yanceyville";"NC";27379;"(336) 694-1538";;"(336) 694-7666";"ccp4child@esinc.net";"http://www.caswellchildren.org";"Sandra Hudspeth";"The Caswell County Partnership for Children (CCPFC) is a non-profit organization serving children, youth and families in Caswell County. CCPFC administers the state Smart Start program. Smart Start is an early childhood initiative designed to ensure that young children enter school healthy and ready to succeed. CCPFC also administers other grant funded programs for children birth through age eighteen and is a central source of information about activities, programs, and resources for children and families.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; State and Federal Advocacy; Parent Workshops; Provider Recruitment";"Caswell County";"http://www.caswellchildren.org/uploads/9/4/4/3/9443036/_1224108.gif?107";"Mon - Fri: 8:00am - 5:00pm";
14950;"Person County Partnership for Children";"111 South Main Street ";"Roxboro";"NC";27573;"(336) 599-3773";;;"cwhitt@esinc.net";"http://www.personpartnershipforchildren.org/";"Charlaine Whitt";"The Person County Partnership for Children was established in 1993 and began programming in 1994 with Smart Start funds from the Division of Child Development. A volunteer board of community members governs the agency. PCPFC provides funding for multiple projects in the community that provide education and support for preschool aged children with a particular emphasis on improving the quality and affordability of childcare, improving parenting skills, and improving preschool and family literacy. A central goal is that all children will enter school healthy and be prepared for success.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Child Care Program Licensing and Registration; Literacy Programs; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"Person County";"http://www.personpartnershipforchildren.org/images/icons/th_logo_col.png";"Mon, Wed, Fri: 9:00am - 5:00pm; Tues, Thurs: 9:00am - 8:00pm";
14963;"Children's Resource Center";"738 4th St SW ";"Hickory";"NC";28602;"(828) 695-6565";;;"mthomas@catawbacountync.gov";"http://childrensresourcecenter.org/";"Monica W. Thomas";"The Children’s Resource Center is a non-profit child care resource and referral agency that has been in operation since 1995. We are funded by Smart Start, the Division of Child Development and Early Education, and other private donations. Our agency works to assist, educate,  and support parents, child care providers and our community about quality child care and assist with any other issues relating to children and families.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"Catawba County";;"Mon - Fri: 8:00am - 5:00pm";
14976;"Chatham County Partnership for Children";"33 Deegan Dr.";"Pittsboro";"NC";27312;"(919) 542-6644";"(855) 231-8717";"(919) 542-0902";"courtney@chathamkids.org";"http://chathamkids.org/";"Courtney White";"The Chatham County Partnership for Children is a group of citizens, parents, teachers, and human service providers who are dedicated to improving lives of the county’s young children. The Partnership staff, board of directors, and partners work together to promote opportunities for all our young children to grow up safe, healthy, and able to succeed. In 2016, Child Care Networks, Inc., merged with Chatham County Partnership for Children. We are now home to Smart Start, Child Care Resource & Referral, NC Pre-K, the Child and Adult Care Food Program, Shape NC and Raising a Reader.";"For Families: NC Pre-K Program, Finding Child Care, Choosing the Best Quality Child Care, Paying for Child Care, Servicio en Español, Other Family Resources; For Child Care Providers: Professional Development & Training, Child Care Food Program, Improving Child Care Quality, Starting a Child Care Program, Shape NC,  Raising a Reader, Resource Library";"Chatham, Harnett, Johnston, Lee and Wayne Counties";"http://chathamkids.org/web2016/wp-content/uploads/2016/09/partnershiplogo16-e1474334072271.png";"Mon - Fri: 8:30am - 5:30pm";
14989;"Southwestern Child Development Commission - Mountain Child Care Connections";"1358 Sulphur Springs Rd.";"Waynesville";"NC";28786;"(877) 752-5955";;"(828) 452-1914";"childcareinfo@swcdcinc.org";"http://www.swcdcinc.org/";;"Mountain Child Care Connections is a referral service that helps parents looking for child care. This service is funded by the North Carolina Division of Child Development & Early Education and there is no cost for this service.";"Child Care Referral Service";"Buncombe, Cherokee, Clay, Graham, Haywood, Henderson, Jackson, Macon, Madison, Polk, Rutherford, Swain and Transylvania Counties";"http://www.swcdcinc.org/img/titles/mountain-child-care-connections.png";"Mon - Fri: 8:00am - 12:00pm, 1:00pm - 5:00pm";
15002;"Chowan/Perquimans Smart Start Partnership";"409 Old Hertford Road";"Edenton";"NC";27932;"(252) 482-3035";;"(252) 482-1324";"cpsmartstart@gmail.com";"http://www.cpssp.org/";"Susan Nixon";"The Mission of the Chowan/Perquimans Smart Start Partnership, as a regional, community-based organization, is to facilitate collaboration and coordination of comprehensive family support services for all children to maximize school preparedness and to ultimately develop future productive citizens.";"Parenting/Caregiver Education and Support Programs; Scholarships for Child Care; Early Literacy Programs; Community Outreach; Child Care Resources and Referral; Child Care Health Consultant; Provider Resource Center";"Chowan and Perquimans Counties";;"Mon - Fri: 8:00am - 4:30pm";
15015;"Child Care Connections";"327 A Market Street";"Shelby";"NC";28150;"(704) 487-7778";;;"parenthelp@ccchildcareconnections.org";"http://www.ccchildcareconnections.org/";;"We are the Lead Agency for Region 7 of the North Carolina Child Care Resource and Referral Council. Our Mission: Child Care Connections exists to connect resources and services for childcare excellence in Cleveland County, North Carolina. Vision Statement: Child Care Connections will be the leader in establishing opportunities for quality childcare environments for every child in Cleveland County.";"Child Care Referrals; Technical Assistance; Trainings; Grant & Bonus Opportunities; Resource Library; Referrals; Regional Specialists ";"Cleveland County";"http://www.ccchildcareconnections.org/images/pages/top.jpg";"Mon - Thurs: 8:00am - 5:00pm; Fri: 8:00am - 2:00pm";
15028;"MCAS Cherry Point - Family Care - Resource & Referral";"4th Ave., Bldg 232";"Havelock";"NC";28532;"(252) 466-5605";;;;"http://mccscherrypoint.com/";;"Every family has unique needs and challenges as children grow and learn. We’re here to help you through each stage of development. Flexible child care in a form that works with your schedule, special needs resources, assistance with education transitions, and a safe, engaging environment are all provided through our Family Care Program.";"Resource and Referral";;;"Mon - Fri: 7:30am - 4:30pm";
15041;"Craven Smart Start Inc.";"2111-F Neuse Blvd";"New Bern";"NC";28560;"(252) 672-5921";;"(252) 672-5922";"bianca@cravensmartstart.org";"http://www.cravensmartstart.org/";"Bianca Chacon";"Craven Smart Start, Inc. is a 501© 3 non-profit agency. Mission: To ensure that every child, birth through five, in Craven County receives the education, health and family support necessary to arrive at school ready to succeed. Vision: We believe when young children are given the opportunity to reach their full potential, that they will become loving, nurturing independent individuals who will contribute to their families, communities, and society. We believe that all children, when surrounded by a supportive community, can achieve economic success and experience the highest quality of life.";"For Parents: Referrals for child care, Parenting workshops, Resource Lending Library, Quarterly Parent Newsletters; For Providers: Training & Technical assistance, Individual consultations, Recruitment of new providers, Facilitating provider support groups, Resource Lending Library, Quarterly Provider newsletter; For Community: Public awareness to increase community involvement in child care, Current information concerning local supply and demand data, Presentations and workshops about child care and parenting issues, Resource Lending Library, Programs for children";"Beaufort, Craven, Hyde, Pamlico, Tyrrell and Washington Counties";"http://www.cravensmartstart.org/wp-content/themes/cravensmartstart/images/logo.png";"Mon - Fri: 8:00am - 5:00pm";
15054;"Partnership for Children of Cumberland County";"351 Wagoner Dr.";"Fayetteville";"NC";28303;"(910) 867-9700";;"(910) 867-7772";"vbaker-johnson@ccpfc.org";"https://www.ccpfc.org/";"Violet Baker-Johnson";"The Partnership for Children (PFC) of Cumberland County is a nonprofit organization with a successful record of making a difference for Cumberland County’s children. We are the local administrator for Smart Start, North Carolina’s early childhood initiative, and the NC Pre-Kindergarten Program. The central goal of PFC is that all children arrive at Kindergarten ready for success in school. This goal has been consistent over the 23 plus years of operation, and all its supporting goals are intended to drive toward that result.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"Anson, Cumberland; Hoke, Montgomery, Moore, Richmond, Robeson and Scotland Counties";"https://ccpfc.org/wp-content/uploads/2016/04/ccpfc_logo.png";"Mon - Fri: 8:00am - 5:00pm";
15067;"Children and Youth Partnership for Dare County";"534 Ananias Dare Street";"Manteo";"NC";27954;"(252) 441-0614";;;"cypdare@darekids.org";"http://darekids.org/";"Nancy Griffin";"Children & Youth Partnership (CYP) for Dare County is a private, non-profit organization that connects kids and their families with resources to help them thrive. Created following the second State of the Child Conference in Dare County in 1994, the organization was charged with focusing on issues brought forward at that conference and worked to establish the Wright Place for Youth and the Dare County Youth Center. In 1997, the Partnership began administering North Carolina's nationally recognized Smart Start early childhood program for Dare County, ensuring that all children are ready to succeed upon entering school. Since then, CYP has sponsored three additional State of the Child Conferences to focus work on what all kids need to thrive. Today, CYP works with the help of many community groups, businesses, and individuals to offer a variety of programs and services to ensure the healthy development of all children from birth through adolescence.";"Child Care Provider Professional Development; Child Care Program Licensing and Registration; Literacy Programs; Consumer Education and Referrals; Parent Workshops";"Dare County";;"Mon - Thurs: 8:30am - 5:00pm; Fri: 8:30am - 12:00pm";
15080;"Smart Start of Davidson County";"306 East US Highway 64";"Lexington";"NC";27292;"(336) 249-6688";;"(336) 249-6687";"BillP@partnershipforchildren.org";"http://partnershipforchildren.org/";"Bill Pless";"Smart Start of Davidson County has a successful record of improving the quality of child care, parenting resources, access to health care, and other support systems for Davidson County’s families, children and child care professionals.";"Training and Technical Assistance for Providers; Child Care Subsidy; Parent Workshops";"Davidson County";"http://partnershipforchildren.org/wordpress/wp-content/uploads/2014/07/SSDClogo200x200.gif";;
15093;"Work Family Resource Center, Inc";"530 N. Spring St.";"Winston-Salem";"NC";27101;"(336) 761-5100";"(800) 937-7610";"(336) 761-5107";"mail@workfamilyresource.org";"http://www.workfamilyresource.org/";;"Work Family Resource Center (WFRC) is a private, 501(c) 3 non-profit child care resource and referral agency committed to providing consumer education, child care referrals and resources to support quality child care. The work of WFRC focuses on matching child care services with child care needs and providing public awareness about the importance of quality child care.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment; Spanish Language Services";"Alleghany, Ashe, Davidson, Davie, Forsyth, Stokes, Surry, Wilkes and Yadkin Counties";"http://www.workfamilyresource.org/wp-content/themes/Work_Family/images/nav1_top.png";"Mon - Fri: 8:30am - 5:30pm";
15106;"Duplin County Partnership for Children";"149 Limestone Road";"Kenansville";"NC";28349;"(910) 296-2000";;"(910) 296-1497";"tbruner@dcpfc.org";"http://www.dcpfc.org/";"Tristan Bruner";"Duplin County Partnership for Children has achieved much to improve the opportunity for a healthier start for preschool children since it began in this county on August 24, 1994. Duplin County was awarded Smart Start funding as a “Year 2” partnership (received program dollars in the second round of funding approved by the North Carolina Legislature. The Board of Directors and committees spent many long hours working to develop a plan that included several programs and services to best serve the needs of Duplin County children birth through five, and their families. This plan was put into action with many public and private organizations working together. From those early beginnings, Smart Start has helped to prepare children to enter kindergarten healthier and prepared to be successful. Much has changed since those days. A high set of standards called Performance Base Incentive System (PBIS) have been developed which focus on quality preschool education through programs including early intervention, quality enhancement of childcare facilities, higher education for teachers, increased stability of the early childhood workforce, family support and financial assistance for childcare. The Partnership continues to work with other organizations to implement programs that ensure success of children and families.";"Training and Technical Assistance for Providers; Child Care Program Licensing and Registration; Literacy Programs; Parent Workshops";"Duplin County";;"Mon - Fri: 8:00am - 4:30pm";
15119;"CCSA - Child Care Referral Central";"1829 East Franklin Street, Building 1000";"Chapel Hill";"NC";27514;"(855) 327-5933";;;"referral@childcareservices.org";"http://www.childcareservices.org/";;"Choosing the best child care for your child can be a difficult decision – there are so many things to consider. Child Care Referral Central can help make your decision easier. When you call Child Care Referral Central, a child care referral counselor will provide you information about the types of child care in your community, the features of quality child care, and referrals to child care programs that can meet your needs and the needs of your child. Using the industry-standard software NACCRRAware, your counselor will enter information about what you are looking for and conduct a custom search for you, finding matches to child care programs that fit your unique needs. Child Care Referral Central refers only to legally operating, licensed child care programs and programs/camps for school-age children and has data on high-quality programs in Alamance, Caswell, Durham, Franklin, Granville, Orange, Person, Vance and Wake counties. ";"Child Care Subsidy; Consumer Education and Referrals; Consumer Education and Referrals; Spanish Language Services";"Alamance, Caswell, Durham, Franklin, Granville, Orange, Person, Vance and Wake Counties";"http://www.childcareservices.org/wp-content/themes/CCSA/img/ccsa_logo.gif";"Mon - Fri: 8:00am - 5:00pm";
15132;"Down East Partnership for Children - Family First Child Care Referral ";"215 Lexington Street";"Rocky Mount";"NC";27801;"(252) 985-4300";"(888) 285-0849";"(252) 985-4319";"KTaylor@depc.org";"http://depc.org/";"Kayla Taylor";"The Down East Partnership for Children of Nash and Edgecombe Counties is a non-profit organization located in Rocky Mount, North Carolina. DEPC is “Committed to Launching Every Child as a Healthy, Lifelong Learner by the End of the Third Grade.”";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Child Care Program Licensing and Registration; Quality Ratings; Consumer Education and Referrals; Parent Workshops; Provider Recruitment; Spanish Language Services";"Edgecombe, Halifax, Nash, Warren and Wilson Counties";"http://depc.sugarmapleinteractive.com/wp-content/themes/depc/img/depc-logo.png";"Mon - Thurs: 9:00am - 5:00pm; Fri: By appointment";
15145;"FGV Smart Start";"125 Charles Rollins Road";"Henderson";"NC";27537;"(252) 433-9110";;"(252) 433-9230";"kimiko@fgvsmartstart.org";"http://www.fgvpartnership.org/";"Kimiko Williams";"FGV Smart Start is a non-profit organization led by local volunteers, who design and provide programs and services for families and children in Franklin, Granville, and Vance counties, North Carolina.";"Child Care Subsidy; Quality Enhancement Grants; Wages; Child Care Resource & Referral; Professional Development Program; Parents As Teachers; Adolescent Parenting Program; Parenting Education Program; Reach Out and Read";"Franklin, Granville, and Vance Counties";"http://www.fgvpartnership.org/images/cc286stk.gif";;
15158;"Partnership for Children of Lincoln & Gaston Counties";"120 Roechling Street";"Dallas";"NC";28034;"(704) 922-0900";;;"pfclg@pfclg.com";"http://pfclg.com/";"Michael Linker";"We provide services for local families and children through Smart Start, North Carolina's award-winning early childhood initiative. We serve as a leading advocate and collaborative resource to provide access to high quality services for young children.";"Early Childhood Education; Family Engagement; Health Promotion; Professional Development; Childcare Referrals";"Gaston and Lincoln Counties";"http://pfclg.com/images/partnership-for-children-logo.png";"Mon - Fri: 8:00am - 5:00pm";
15171;"Partnership for Children of Lenoir and Greene Counties - Kinston Location";"1465 Hwy. 258 N";"Kinston";"NC";28504;"(252) 939-1200 ext.229";;"(252) 939-1313";"saskew@lgpfc.org";"http://www.partnership4children.com ";"Sherry Askew ";"The Partnership for Children is a non-profit organization that provides funding and support to local programs that serve children and their families. Our strategies include high quality pre-kindergarten programs, health initiatives, mentoring opportunities for children and parents and educational enrichment for all who impact children and their successful growth. We strive to prepare children for school success, offer families developmentally appropriate parenting skills, assist child care facilities to meet the highest quality standards and educate the residents of Lenoir and Greene counties so they can take advantage of our services. ";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals";"Lenoir, Jones, and Greene Counties";"http://www.partnership4children.com/wp-content/uploads/2015/06/logo.jpg";;
