"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1171018;"VAL VISTA ACADEMY";"4120 SOUTH VAL VISTA DRIVE";"GILBERT";"AZ";85297;"MARICOPA";"(480)656-5555";"https://www.valvistaacademy.org/";"adenight@ballcharterschools.org";"Val Vista Academy is in its sixth year,  a Kindergarten- Eighth Grade Charter/Public School, ""Where Children Are the Priority"". Our goals of: high parent satisfaction and increasing student performance are at the heart of our mission.Our desire is to partner with parents in the pursuit of excellence for all students. We offer a well-rounded core academic program which stresses literacy and a standards based approach to education.Our Ball Charter Curriculum is aligned to Arizona Common Core State Standards. As you read through our web-site please think of how you can contribute to the growth and maturity of Val Vista Academy. We look forward to the opportunity to offer our students an exciting, rigorous and enjoyable set of educational and life experiences.";"https://www.valvistaacademy.org/";"https://www.facebook.com/ValVistaAcademy/";"https://www.valvistaacademy.org/apps/jobs/";"https://www.valvistaacademy.org/apps/pages/index.jsp?uREC_ID=272975&type=d&pREC_ID=602119";"https://www.valvistaacademy.org/apps/pages/index.jsp?uREC_ID=273016&type=d&pREC_ID=1215188";;;"x";"x";"x";;"https://www.valvistaacademy.org/";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1171019;"W.A.C.O.G. - PECAN GROVE HEAD START";"600 SOUTH 21ST AVENUE";"YUMA";"AZ";85364;"YUMA";"(928)502-8050";"https://www.wacog.com/head_start_centers.html";;;;;;;;;;;;;;;;;;;;;;
1171020;"WHIZ KIDZ PRESCHOOL - SCOTTSDALE";"7214 EAST JENAN DRIVE";"SCOTTSDALE";"AZ";85260;"MARICOPA";"(480)999-0944";"https://whizkidzpreschool.com/";;"We place the highest importance on your child’s development, safety, and that they feel loved and appreciated. The parents of the children that we enroll in our preschool program consider us to be among the best preschools in the Phoenix area for value, personalized attention, discipline, and award-winning preschool curriculum.";"https://whizkidzpreschool.com/scottsdale-preschool/";"https://www.facebook.com/whizkidzscotts/";;"https://whizkidzpreschool.com/contact-us/";;"x";"x";"x";"x";;"x";"https://whizkidzpreschool.com/wp-content/uploads/2017/10/wk-header-logo-min.png";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1171021;"WIGGLES AND GIGGLES, L.L.C.";"9009 WEST LAKE PLEASANT PARKWAY";"PEORIA";"AZ";85382;"MARICOPA";"(623)297-5746";"http://www.wigglesandgigglesllc.com/home.html";"wigglesandgigglesllc4kids@yahoo.com";"Every child is unique and we believe that success and growth come from encouragement and praise. Our teachers focus on building every child’s self esteem and confidence through positive feedback and rewarding good behavior and academics.";"http://www.wigglesandgigglesllc.com/home.html";"https://www.facebook.com/wigglesandgiggleslittlelearnerscenter/";"http://www.wigglesandgigglesllc.com/mission.html";;"http://www.wigglesandgigglesllc.com/mission.html";"x";"x";"x";"x";;;"http://nebula.wsimg.com/a0db49356a331ebf9110df3999212203?AccessKeyId=651B21913767A6271848&disposition=0&alloworigin=1";"7AM – 5PM";"7AM – 5PM";"7AM – 5PM";"7AM – 5PM";"7AM – 5PM";"Closed";"Closed";
1171022;"Y.M.C.A. AT DESERT CHRISTIAN ELEMENTARY";"9415 EAST WRIGHTSTOWN ROAD";"TUCSON";"AZ";85715;"PIMA";"(520)885-4800";"https://www.desertchristian.org/academics/preschool";"aalday@DesertChristian.org";"The goal of the Preschool Program is for our young children to know, love, and follow Jesus Christ, while developing an academic foundation for the elementary years ahead. Providing a close teacher child relationship within a happy Christian environment is our primary focus.";"https://www.desertchristian.org/academics/preschool";"https://www.facebook.com/AlhambraElementarySchoolDistrict/";"https://www.desertchristian.org/our-community/employment-opportunies";"https://dcs-az.client.renweb.com/oa/index.cfm?memberid=257";"https://www.desertchristian.org/uploaded/Documents/2017-2018_Preschool_Welcome_Packet.pdf";;;"x";"x";"x";;"https://www.desertchristian.org/uploaded/themes/seymour/images/logo.svg";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"Closed";"Closed";
1171023;"A.E.S.D. #68 - CORDOVA MIDDLE SCHOOL";"5631 NORTH 35TH AVENUE";"PHOENIX";"AZ";85017;"MARICOPA";"(602)841-0704";"https://www.alhambraesd.org/";;"We share with the community the responsibility to educate the whole child. To help students dream big, we will create a rich, varied selection of learning experiences. So that students believe it, we will establish an environment that nurtures positive self-esteem and generates creativity for all students. We will also foster a cooperative connection between all stakeholders through the use of technological resources and personal accountability so that all students have the opportunity to achieve it.";"https://www.alhambraesd.org/cord";"https://www.facebook.com/AlhambraElementarySchoolDistrict/";"https://www.alhambraesd.org/site/Default.aspx?PageID=1024";"https://az02210373.schoolwires.net/domain/235";"https://www.alhambraesd.org/Page/549";;;;"x";;;"https://www.alhambraesd.org/cms/lib/AZ02210373/Centricity/Template/GlobalAssets/images///Logos/CES.png";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"8:30AM - 3:30PM";"Closed";"Closed";
1171024;"B.U.S.D.#9 - BOBCAT CITIZEN PRESCHOOL";"200 WEST UNION STREET";"BENSON";"AZ";85602;"COCHISE";"(520)720-6750";"http://bps.bensonsd.k12.az.us/";;"Welcome to Benson Primary School, home of the proud Bobcat Citizen.  We prepare students to be “On Track for Tomorrow!”  Everything we do at Benson Primary School aligns to our motto, mission, and guiding principles and positively impacts the life of every child.  Our success begins with happy children and outstanding personnel! ";"http://bps.bensonsd.k12.az.us/pre-school-64136db3";"https://www.facebook.com/Benson-Primary-School-1976609515909471/";;"http://bps.bensonsd.k12.az.us/new-student-registration-c7a67c69";;;;"x";"x";;;"https://d6vze32yv269z.cloudfront.net/organizations/e35ce32c-8c51-4f32-80a4-b416c09fbd76/645s2g-benson_logo.png";"7:30AM-3PM";"7:30AM-3PM";"7:30AM-3PM";"7:30AM-3PM";"7:30AM-3PM";"Closed";"Closed";
1171025;"C.S.D.#83 - CARTWRIGHT EARLY CHILDHOOD CENTER";"5480 WEST CAMPBELL AVENUE";"PHOENIX";"AZ";85031;"MARICOPA";"(623)691-5700";"http://www.csd83.org/";;"At Cartwright we take our motto seriously, “Learning for all. Every child, every school, every day."" We don’t just prepare students for high school. We prepare them for college, careers and the world. That’s what it means to provide a world-class education. Cartwright School District #83 proudly serves the Maryvale community. ";"http://cartwrightschool.ss12.sharpschool.com/home";"https://www.facebook.com/CartwrightSchoolDistrict";"http://www.csd83.org/cms/One.aspx?portalId=764882&pageId=2780987";"http://cartwrightschool.ss12.sharpschool.com/our_school/registration_information/";"http://cartwrightschool.ss12.sharpschool.com/UserFiles/Servers/Server_767021/File/Parents%20and%20Students/student-parent-handbook-2017-2018-english.pdf";;;;"x";"x";;"http://p12cdn4static.sharpschool.com/UserFiles/Servers/Server_764798/Image/Copper-Logo-copy.png";"8:25 AM - 3:00 PM";"8:25 AM - 3:00 PM";"8:25 AM - 3:00 PM";"8:25 AM - 3:00 PM";"8:25 AM - 3:00 PM";"Closed";"Closed";
1171026;"C.U.S.D. #24 - CANYON DE CHELLY";"HWY 191";"CHINLE";"AZ";86503;"APACHE";"(928)674-9200";"http://www.chinleusd.k12.az.us/";"gladystah@chinleusd.k12.az.us";"CDC serves students and families in grades K-6 who desire academically rigorous coursework and development of practical skills for life applications. Courses are not only academically but technology driven.";"http://www.chinleusd.k12.az.us/cdc/";;"http://www.chinleusd.k12.az.us/join-our-team/";;"http://www.chinleusd.k12.az.us/cdc/parents/";;;;"x";;;"http://www.chinleusd.k12.az.us/cdc/files/2008/01/1-300x232.jpg";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"8AM – 5PM";"Closed";"Closed";
1171027;"F.U.S.D.#1 - SAN TAN HEIGHTS HAWKS";"2500 WEST SAN TAN HEIGHTS BLVD";"QUEEN CREEK";"AZ";85142;"MARICOPA";"(480)888-2930";"https://www.fusdaz.com/";"sthsocial@fusdaz.org";"We are committed to developing future leaders with the character and academic excellence necessary to meet the challenges in life .";"https://www.fusdaz.com/sth";"https://www.facebook.com/sthk8/";;"https://az02210454.schoolwires.net/site/Default.aspx?PageID=583";"https://www.fusdaz.com/Page/713";;;;"x";;"x";"https://www.fusdaz.com/cms/lib/AZ02210454/Centricity/Template/GlobalAssets/images///logos/San%20Tan%20Heights%20Transparent.png";"7:30AM - 4PM";"7:30AM - 4PM";"7:30AM - 4PM";"7:30AM - 4PM";"7:30AM - 4PM";"Closed";"Closed";
1171030;"K.E.S.D.#28 - C.I. WAGGONER ELEMENTARY";"1050 EAST CARVER ROAD";"TEMPE";"AZ";85284;"MARICOPA";"(480)541-5600";"https://www.kyrene.org/";;"The Waggoner Way is a school-wide program, Positive Behavior Interventions and Supports (PBIS) The Waggoner Way is a school-wide program based on the Positive Behavior Interventions and Supports (PBIS) framework. The staff has worked closely together to develop The Waggoner Way, which matches the principles of PBIS in a way that fits the goals, mission and culture of C.I. Waggoner Elementary School.";"https://www.kyrene.org/wag";"https://www.facebook.com/KyreneSchoolDistrict";;"https://www.kyrene.org/domain/367";"https://www.kyrene.org/domain/366";;;"x";"x";"x";;"https://www.kyrene.org/cms/lib/AZ01001083/Centricity/Template/GlobalAssets/images//_logos/Wag.png";"7:45AM - 2:35PM";"7:45AM - 2:35PM";"7:45AM - 2:35PM";"7:45AM - 2:35PM";"7:45AM - 2:35PM";"Closed";"Closed";
1171031;"L.E.S.D.#59 - PASEO POINT KIDS KLUB";"8800 SOUTH 55TH AVENUE";"LAVEEN";"AZ";85339;"MARICOPA";"(602)237-7058";"http://paseopointe.laveeneld.org/";"kidsklub@laveeneld.org";"The Kids Klub Program is a licensed program of the Laveen Elementary School District and is supported solely by fees collected from registered participants. This program offers carefully planned, well-supervised activities for children in grades kindergarten through sixth. The many opportunities offered through the program are designed to interest your child and to foster his/her emotional well-being and social, physical, and critical thinking skills.";"http://www.laveeneld.org/programs-services/kids-klub/";;;"http://www.laveeneld.org/programs-services/kids-klub/";"http://www.laveeneld.org/wp-content/uploads/2017/11/Kids-klub-and-Preschool-Hand-bk-2018.pdf";;;;;"x";;"http://www.laveeneld.org/";"6:30AM – 7:30AM; 2:30PM – 6PM";"6:30AM – 7:30AM; 2:30PM – 6PM";"6:30AM – 7:30AM; 2:30PM – 6PM";"6:30AM – 7:30AM; 2:30PM – 6PM";"6:30AM – 7:30AM; 2:30PM – 6PM";"Closed";"Closed";
1171032;"M.S.D.#18 - WILDKITTEN DEN";"301 PLAZA DRIVE";"MORENCI";"AZ";85540;"GREENLEE";"(928)865-0632";"https://morenci.org/";"dmurphy@morenci.k12.az.us";" Wildkitten Den will provide daycare, preschool and before and after school care to children 6 weeks and older. This facility will operate as part of the Morenci Early Learning Center which currently serves non-school aged children. We are excited to expand on the education and care currently provided.";"https://morenci.org/Schools/Daycare/index.html";"https://www.facebook.com/morenciunified";"https://morenci.tedk12.com/hire/index.aspx";;"https://morenci.org/District/ParentsRights.html";"x";"x";"x";"x";"x";;"https://morenci.org/Schools/Daycare/Images/DaycareBanner.jpg";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1171033;"M.U.S.D.#6 - GLADDEN FARMS L.E.A.P./ PRESCHOOL";"11745 WEST GLADDEN FARMS DRIVE";"MARANA";"AZ";85653;"PIMA";"(520)682-1180";"https://www.maranausd.org/gfe";;"Early Childhood Education (ECE) Centers are tuition funded and licensed early learning facilities available forPSFlower.png four and five year old children the year prior to entering kindergarten. Children participate in small/large group activities as well as enrichment learning activities that promote development in the arts and large motor skills. The Arizona Early Learning Standards are followed to prepare children for kindergarten.";"https://www.maranausd.org/Page/773";"https://www.facebook.com/maranaschools/";;"https://www.maranausd.org/Page/780";"https://www.maranausd.org/Page/806";;;;"x";"x";;"https://www.maranausd.org/cms/lib/AZ02214357/Centricity/Domain/130/Preschool.jpg";"7:30AM - 2PM";"7:30AM - 2PM";"7:30AM - 2PM";"7:30AM - 2PM";"7:30AM - 2PM";"Closed";"Closed";
1171034;"MAINE CONSOLIDATED SCHOOL DISTRICT #10";"10 NORTH VALLEY ROAD";"FLAGSTAFF";"AZ";86018;"COCONINO";"(928)635-2115";"http://mcsd10.org/";"rfarrell@mcsd10.org";"Maine Consolidated School District is dedicated to achieving educational excellence for all. Through high expectations, the development of lifelong learning habits, promoting active parental involvement, and quality professional development; we enable our students to embrace the change, growth, and opportunities for achievement in the diverse world of their future, and thereby become productive and successful citizens.";"http://mcsd10.org/classes.htm";"https://www.facebook.com/MaineSchool/";"http://mcsd10.org/Forms%20and%20Handbooks.htm";"http://mcsd10.org/Forms%20and%20Handbooks.htm";"http://mcsd10.org/Forms%20and%20Handbooks.htm";;;"x";"x";;;;"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1171035;"P.U.S.D.#11 - PIONEER ECCEL";"6315 WEST PORT AU PRINCE LANE";"GLENDALE";"AZ";85306;"MARICOPA";"(623)773-6675";"https://www.peoriaunified.org/Pioneer";;"Pioneer has a reputation of academic greatness, a supportive family culture and collaboration. It is my intent to continue to carry out these important traditions and practices, firmly establishing a culture focused on student learning and high expectations where students are taught to be SAFE, CARING, RESPECTFUL AND RESPONSIBLE.";"https://www.peoriaunified.org/Pioneer";"https://www.facebook.com/PioneerElementary/";;"https://www.peoriaunified.org/Page/267";"https://www.peoriaunified.org/Page/196";;;"x";"x";"x";;"https://www.peoriaunified.org/cms/lib/AZ01924969/Centricity/Template/GlobalAssets/images///logos/PioneerLogo.jpg";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"Closed";"Closed";
1171036;"P.U.S.D.#11 - SAHUARO RANCH KIDZONE";"10401 NORTH 63RD AVENUE";"GLENDALE";"AZ";85302;"MARICOPA";"(623)773-6680";"https://www.peoriaunified.org/SahuaroRanch";;"The Peoria Unified School District is proud to offer the KidZone program, our innovative before and after school care program. Through this program, K-8 students are able to learn and interact in a safe, caring environment. The KidZone Mission is to provide a physically and emotionally safe environment where children can participate in engaging activities and build positive relationships.";"https://www.peoriaunified.org/Page/712";"https://www.facebook.com/SahuaroRanchElementary";;"https://www.peoriaunified.org/Page/267";;"https://www.peoriaunified.org/Page/267";;;;"x";;"https://www.peoriaunified.org/cms/lib/AZ01924969/Centricity/Template/GlobalAssets/images///logos/SahuaroRanchLogo.jpg";;;;;;;;
1171037;"RIVERSIDE ELEMENTARY SCHOOL DISTRICT #2";"1414 SOUTH 51ST AVENUE";"PHOENIX";"AZ";85043;"MARICOPA";"(602)477-8900";"http://www.resdonline.org/";"jrivera@riverside.k12.az.us";"We are excited for parents, students, and the community to become part of the Riverside family; a community school district where students are provided with an advanced curriculum by master teachers and highly qualified staff. We invite you to use our district Web site to learn more about our wonderful programs, our state of the art schools, and our many academic achievements.";"http://www.resdonline.org/";"https://www.facebook.com/RiversideSchools/?ref=ts";;"http://toolbox1.s3-website-us-west-2.amazonaws.com/site_0151/riversidesesdata012612.pdf";"http://www.resdonline.org/index.cfm?pID=1694";;;"x";"x";;;"http://toolbox1.s3-website-us-west-2.amazonaws.com/site_0151/button1_left.png";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"8AM – 4PM";"Closed";"Closed";
1171038;"S.O.C.U.S.D. - SEDONA INTEGRATED PRESCHOOL";"25 SADDLEHORN ROAD";"SEDONA";"AZ";86351;"COCONINO";"(928)204-6560";"http://www.sedonak12.org/";;"We will provide your child with a warm, caring and safe environment to ensure your child can reach their maximum potential. We are trained to help your child develop and build on skills through developmentally appropriate activities. Your child will participate in a variety of experiential and play activities that will promote cognitive (thinking), language, pre-literacy, gross/fine motor skill and social skills.";"http://www.sedonak12.org/SedonaIntegratedPreschool.aspx";"https://www.facebook.com/SOCUSD/";;"http://www.sedonak12.org/Enrollmentpapers.aspx";"http://www.sedonak12.org/Downloads/2017%20-%202018%20Big%20Park%20Parent-Student%20Handbook.pdf";;;"x";"x";"x";;"http://www.sedonak12.org/sysimages/big-park-coyote.jpg";"8:30AM-11:30AM";"8:30AM-11:30AM";"8:30AM-11:30AM";"8:30AM-11:30AM";"Closed";"Closed";"Closed";
1171039;"T.U.S.D.#1 - BANKS PRESCHOOL PROGRAM";"3200 SOUTH LEAD FLOWER AVENUE";"TUCSON";"AZ";85735;"PIMA";"(520)908-5700";"http://www.tusd1.org/banks/";"shanelle.vallejo@tusd1.org";" The preschool at Banks Elementary School is an inclusive program for typically developing and special needs children ages 3-4. There is a teacher and two highly-qualified classroom aides. The program focuses on academic, social, emotional and physical development based on the student's ability. Children are placed into this program through CHILD FIND";"http://www.tusd1.org/banks/Classroom-Pages/Preschool";"https://www.facebook.com/tucsonunified";;;"http://tusd1.schooldesk.net/Departments/Community-Schools";;;"x";"x";;;"http://www.tusd1.org/portals/tusd1/banks/images/welcometopreschoollogo.jpg";"9:15AM - 11:45AM; 2:55AM - 3:15AM";"9:15AM - 11:45AM; 2:55AM - 3:15AM";"Staff Planning and Professional Development day";"9:15AM - 11:45AM; 2:55AM - 3:15AM";"9:15AM - 11:45AM; 2:55AM - 3:15AM";"Closed";"Closed";
1171040;"T.U.S.D.#1 - BLOOM PRESCHOOL PROGRAM";"8310 EAST PIMA STREET";"TUCSON";"AZ";85715;"PIMA";"(520)731-3700";"http://www.tusd1.org/bloom";"answers@tusd1.org";"Bloom knows the importance of literacy and biliteracy. We want our students to be successful in tomorrow’s job markets. Bilingual skills are highly valued, and the key to being bilingual is starting early. Bloom now offers a Spanish immersion, Two-Way Dual Language kindergarten class. We will be expanding the program to other grades over the next several years, eventually to all grade levels.";"http://www.tusd1.org/Departments/Community-Schools";"https://www.facebook.com/tucsonunified";;"http://tusd1.schooldesk.net/Information/Enrollment/How-to-Enroll-Your-Child";"http://www.tusd1.org/Portals/TUSD1/Bloom/docs/Bloom%20Brochure.pdf?ver=2017-11-30-181452-260";;;;"x";"x";;"http://www.tusd1.org/Portals/TUSD1/Bloom/Skins/Bloom/images/logo.png";"9AM – 3PM";"9AM – 3PM";"9AM – 3PM";"9AM – 3PM";"9AM – 3PM";"Closed";"Closed";
1171041;"T.U.S.D.#1 - HOLLADAY PRESCHOOL PROGRAM";"1110 EAST 33RD STREET";"TUCSON";"AZ";85713;"PIMA";"(580)225-1600";"http://www.tusd1.org/holladay";;"We provide leadership skills to all of our students. We are committed to instilling leadership principles in our students that will serve them now and into the future.";"http://www.tusd1.org/Departments/Community-Schools";"https://www.facebook.com/tucsonunified";;"http://tusd1.schooldesk.net/Information/Enrollment/How-to-Enroll-Your-Child";;;;"x";"x";"x";;"http://www.tusd1.org/holladay";"8:35AM - 2:45PM";"8:35AM - 2:45PM";"8:35AM - 2:45PM";"8:35AM - 2:45PM";"8:35AM - 2:45PM";"Closed";"Closed";
1171042;"V.U.S.D.#20 - COPPER RIDGE ENRICHMENT PROGRAM";"17650 SOUTH CANYON RIDGE TRAIL";"VAIL";"AZ";85641;"PIMA";"(520)879-3960";"http://cre.vail.k12.az.us/";"lakel@vailschooldistrict.org";"Our mission is to provide a safe, nurturing, and supportive learning environment that is dedicated to meet the individual needs and promote growth in all students. Through a community partnership, we will ensure academic achievement through engaging and interactive instruction to instill a love of learning in our students.";"http://cre.vail.k12.az.us/preschoolaftercare/";"https://www.facebook.com/Copper.Ridge.Elementary/";;;"http://cre.vail.k12.az.us/wp-content/uploads/2017/06/Copper-Ridge-Student-Handbook-17-18.pdf";;;"x";"x";"x";;"http://cre.vail.k12.az.us/wp-content/uploads/2016/07/cropped-copper-ridge-banner2-1.jpg";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1171972;"4CS CLOVERDALE PRESCHOOL";"330 N. WASHINGTON STREET";"CLOVERDALE";"CA";95425;"SONOMA";"(707) 894-9011";"https://www.sonoma4cs.org/";"info@sonoma4cs.org";"4Cs Cloverdale Preschool is a child centered program that celebrates diversity and embraces family and community involvement. Our program cultivates the cognitive, physical, and social-emotional development of young children through hands-on, process-oriented activities that support children’s natural abilities.";"https://www.sonoma4cs.org/cloverdale/";"https://www.facebook.com/sonoma4cs";"https://www.sonoma4cs.org/about-us/career-opportunities/";;"https://www.sonoma4cs.org/parents/enrolled-parents/";;;"x";"x";;;"https://www.sonoma4cs.org/wp-content/themes/sonoma4cs/images/sonoma-logo.jpg";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1171975;"A PLACE TO GROW";"4115 JACKSOL DRIVE BUILDING 2";"SAN JOSE";"CA";95124;"SANTA CLARA";"(408) 265-2594";"http://aplacetogrowpreschool.net/";"info@aplacetogrowpreschool.net";"Our preschool provides a fun and educational program for children ages 2 to 5.  In our daily program, your child participates in fun activities and builds valuable social skills.  We offer hands-on activities, from learning the alphabet to arts and crafts.";"http://aplacetogrowpreschool.net/";"https://www.facebook.com/A-Place-to-Grow-Preschool-1414173288912357/";;"http://aplacetogrowpreschool.net/application/";;;;"x";"x";;;"http://aplacetogrowpreschool.net/wp-content/uploads/2015/06/Preschool_logo-e1435682266625.png";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1171976;"ABC KIDS PRESCHOOL & CHILDCARE";"808 RIVER STREET";"FILLMORE";"CA";93015;"VENTURA";"(805) 524-1222";"http://abckidspreschool.com/";"alma@abckidspreschool.com";"It is our mission to offer a high quality, educational preschool and childcare center to parents and their children. It is our belief that children learn best through play and experience while in a safe, loving, and supportive environment. Offering this nurturing environment is our primary goal. Children will learn self-help, social, and educational skills while the teachers work to serve each child's individual needs.";"http://abckidspreschool.com/";"https://www.facebook.com/pages/Abc-Kids-Preschool-Daycare/449463898409021";;"http://abckidspreschool.com/enrollment-forms";"http://abckidspreschool.com/parent-handbook";"x";"x";"x";"x";;;"http://abckidspreschool.com/images/logo_516868a189b65.png";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"7AM – 6PM";"Closed";"Closed";
1171977;"ABC LEARNING MONTESSORI, LLC";"15345 CALLE ENRIQUE";"MORGAN HILL";"CA";95037;"SANTA CLARA";"(408) 532-6264";"http://www.abclearningmontessori.com/";;"ABC Learning Montessori believes that each child is a unique individual who needs a secure, loving and stimulating atmosphere in which to grow and mature emotionally, intellectually, physically, and socially. We acknowledge that children develop, grow, and learn in different ways and at different rates. ABC Learning Montessori respects and supports the individual needs and talents of its students and seeks to empower each student to reach his/her fullest potential.";"http://www.abclearningmontessori.com/contacts.php";;;;;;;"x";"x";;;"http://www.abclearningmontessori.com/";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1171980;"ADVENTURE KIDS";"880 MANZANITA DRIVE RM 5";"LOS OSOS";"CA";93402;"SAN LUIS OBISPO";"(805) 534-9446";;"evelynchoto@gmail.com";;;"https://www.facebook.com/LosOsosAdventureKids/posts_to_page/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t31.0-8/18623478_1390837237675482_4934924815371669285_o.jpg?_nc_cat=0&oh=77c99bf66f300a03337ccf80d9b8c0dc&oe=5B6724DE";"7AM – 5:30PM";"7AM – 5:30PM";"7AM – 5:30PM";"7AM – 5:30PM";"7AM – 5:30PM";"Closed";"Closed";
1171981;"ALCOTT PRESCHOOL";"4680 HIDALGO AVENUE";"SAN DIEGO";"CA";92117;"SAN DIEGO";"(858) 273-3415";"https://www.sandiegounified.org/";;"Our school gives each student the opportunity to learn with an individualized focus, an advantage of our small and intimate size. Our dedicated staff works to create a school environment that helps students thrive. All students receive extra science, physical education and choral music each week. Plus we offer a variety of after-school opportunities including art, science, Spanish -- and one of the only elementary schools in the city teaching German";"https://www.sandiegounified.org/schools/alcott";"https://www.facebook.com/AlcottPTASanDiego";;"https://www.sandiegounified.org/new-student-online-enrollment";"https://www.sandiegounified.org/schools/alcott/overview-17";;;"x";"x";;;"https://www.sandiegounified.org/schools/sites/default/files_link/schools/files/school_logos/alcott.png";"7:30AM – 4PM";"7:30AM – 4PM";"7:30AM – 4PM";"7:30AM – 4PM";"7:30AM – 4PM";"Closed";"Closed";
1171982;"ALL ABOARD PRESCHOOL";"34570 MONTE VISTA DRIVE";"WILDOMAR";"CA";92595;"RIVERSIDE";"(951) 674-9381";"http://www.allaboardpreschool.com/";"allaboardpreschool@ccs-w.org";"We believe that God created each child unique in their needs, interests, personalities, gifts, talents, learning styles and development. Teachers carefully observe students in order to customize the curriculum and individualize lesson plans, based on instructional goals for each child.";"http://www.allaboardpreschool.com/";"https://www.facebook.com/CornerstoneAllAboard/";;"http://www.allaboardpreschool.com/about/";;;;"x";"x";;;"http://www.allaboardpreschool.com/wp-content/themes/kindergarten-child/assets/main.logo.png";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"8AM – 3PM";"Closed";"Closed";
1171983;"ALPINE CHILDREN'S ACADEMY";"2403 ALPINE BOULEVARD";"ALPINE";"CA";91901;"SAN DIEGO";"(619) 445-5462";"http://www.alpinechildrensacademy.com/";"myalpineacademy@gmail.com";"Alpine Children's Academy helps your child become their very best by fulfilling childhood milestones and advancing them developmentally.";"http://www.alpinechildrensacademy.com/";"https://www.facebook.com/Alpine-Childrens-Academy-124010681128118/";;"http://www.alpinechildrensacademy.com/day-care-enrollment";;;"x";"x";"x";"x";"x";"http://www.alpinechildrensacademy.com/wp-content/themes/alpinechildren/images/complogo.png";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1171984;"ALTURAS INTEGRATED STATE PRESCHOOL";"809 8TH STREET";"ALTURAS";"CA";96006;"MODOC";"(530) 299-3126";"http://www.modoccoe.k12.ca.us/homepage";"mnorby@modoccoe.k12.ca.us";"We are a part day school, and our mission at the Alturas Elementary State Preschool is to provide quality education to children ages three to five years old. Each child is unique.  We strive to plan our environment and curriculum to meet their individual needs.  We believe that children are lifelong learners and we provide the opportunities for children to grow and develop their social, emotional, cognitive, physical and creative skills, through planned and purposeful play.   We respect the diversity, culture and values of each family, and by collaborating with other community agencies, we are able to offer continued assistance, education and support.";"http://www.modoccoe.k12.ca.us/educational-services/child-and-family-resources-programs/state-preschools/adin-state-preschool";;;"http://www.modoccoe.k12.ca.us/administrative-services/job-vacancy";"https://docs.google.com/document/d/1Ea1SnA5DQXHy9yhpgUxgML5M9fcL_BDzj6sa4PudeJ4/edit";;;"x";"x";"x";;"http://www.modoccoe.k12.ca.us/_/rsrc/1511975037020/config/customLogo.gif?revision=10";;;;;;;;
1171985;"AMERICAN MONTESSORI PRESCHOOL #3";"3315 VERDUGO RD";"LOS ANGELES";"CA";90065;"LOS ANGELES";"(323) 257-3709";"http://www.americanmontessoripreschool.com/about-us.html";;;;;;;;;;;;;;;;;;;;;;
