"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1176283;"Global Tech Afterschool @ Dekalb Preparatory  Academy";"1402 Austin Drive";"Decatur";"GA";30032;"DEKALB";"(404) 919-9948";"http://www.globaltechacademy.com/";"info@globaltechacademy.com";"Global Tech Academy offers the following activities for all students enrolled in the After-School Program: Homework Assistance, Tutorial Assistance, STEAM Activities, Extracurricular Activities, GTA Clubhouse, Health & Fitness, Character Development, Arts & Crafts, and Snacks.";"http://www.globaltechacademy.com/dekalb-prep/";"https://www.facebook.com/DeKalbPrep/";;"http://www.globaltechacademy.com/register/";;;;;;"x";"x";"http://static1.squarespace.com/static/56a68c27a128e63413ed6049/t/56a6c6d71a52032566f06f84/1526492255804/?format=1500w";"3PM - 6:30PM";"3PM - 6:30PM";"3PM - 6:30PM";"3PM - 6:30PM";"3PM - 6:30PM";"Closed";"Closed";
1176284;"Global Tech Afterschool @Tuskegee Airman Global Academy (TAG)";"1654 S. Alvarado Terrace SW";"Atlanta";"GA";30311;"FULTON";"(404) 919-9948";"http://www.globaltechacademy.com/";"info@globaltechacademy.com";"Global Tech Academy offers the following activities for all students enrolled in the After-School Program: Homework Assistance, Tutorial Assistance, STEAM Activities, Extracurricular Activities, GTA Clubhouse, Health & Fitness, Character Development, Arts & Crafts, and Snacks.";"http://www.globaltechacademy.com/connally/";;;"http://www.globaltechacademy.com/register/";;;;;;"x";"x";"http://static1.squarespace.com/static/56a68c27a128e63413ed6049/t/56a6c6d71a52032566f06f84/1526492255804/?format=1500w";"2:30AM - 6:30PM";"2:30AM - 6:30PM";"2:30AM - 6:30PM";"2:30AM - 6:30PM";"2:30AM - 6:30PM";"Closed";"Closed";
1176297;"Heeling in Fashion";"1001 4th Street";"Augusta";"GA";30901;"RICHMOND";"(770) 568-9609";"http://www.hiffstars.org/untitled-csmt";;;;;;;;;;;;;;;;;;;;;;
1176293;"Happy Explorer's Learning Academy";"2123 Avalon Road";"Columbus";"GA";31907;"MUSCOGEE";"(706) 507-4689";;;;;"https://www.facebook.com/Happy-Explorers-Learning-Academy-193209491204781/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/18920714_193209937871403_6097689717932003570_n.jpg?_nc_cat=0&oh=a1586416cc7b3aa56ba60ffa7635c6e9&oe=5B7AB3FB";;;;;;;;
1176294;"Harmon Head Start at Talbot";"159 Park Road";"Talbotton";"GA";31827;"TALBOT";"(706) 665-3717";;;;;;;;;;;;;;;;;;;;;;;
1176302;"Innovation Station Early Learning Center";"1402 Dogwood Circle";"West Point";"GA";31833;"TROUP";"(706) 518-0275";;;;;;;;;;;;;;;;;;;;;;;
1176301;"Honors Academy of Excellence";"2224 Lake Harbin Road";"Morrow";"GA";30260;"CLAYTON";"(470) 878-5702";;;;;;;;;;;;;;;;;;;;;;;
1176298;"Highland Kids Academy (Afterschool)";"7300 Whittlesey Boulevard";"Columbus";"GA";31909;"MUSCOGEE";"(706) 221-5947";"https://www.highlandkidsacademy.com/";"info@highlandkidsacademy.com";"Highland Kids Academy After School program's mission is to provide a safe, exciting and fun environment for students to learn and enjoy";"https://www.highlandkidsacademy.com/";"https://www.facebook.com/highlandkidsacademy/";;"https://www.highlandkidsacademy.com/admissions";"https://docs.wixstatic.com/ugd/844a19_b9f01ef7968d4224984a184d311205a9.pdf";;;;;"x";;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/27066822_788919284650642_4453451772166562950_n.jpg?_nc_cat=0&oh=5e22899db7594e2d4694a5b27a461a69&oe=5BC222EB";"2:15AM - 6PM";"2:15AM - 6PM";"2:15AM - 6PM";"2:15AM - 6PM";"2:15AM - 6PM";"Closed";"Closed";
1176309;"Javits Academy Center";"4276 Chamblee Dunwoody Road";"Atlanta";"GA";30341;"FULTON";"(770) 321-8484";"http://javitsacademycenter.com/";"shoshi@javitsacademycenter.com";"JAC is run and managed by Shoshi Javits, a graduate of the prestigious Nahalal and Oranim Colleges for Teachers in Israel. Shosh has more than 30 years of experience in Early Childhood Education and has received numerous awards and citations from the City of Akko and Israel Board of Education.";"http://javitsacademycenter.com/contact-us/";"https://www.facebook.com/JAC-Daycare-Preschool-341617485866809/";;"http://javitsacademycenter.com/apply/";;"x";"x";"x";"x";"x";"x";"http://javitsacademycenter.com/wp-content/uploads/2016/04/jacfulllogonumber.png";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"Closed";"Closed";
1176311;"Jimmie Samuel EHS Center at Mt. Lebanon";"3805 Bloomfield Drive";"Macon";"GA";30246;"BIBB";"(478) 478-5479";;;;;;;;;;;;;;;;;;;;;;;
1176305;"Inspiring Scholars Academy at Winston";"7425 West Bankhead Highway";"Winston";"GA";30187;"DOUGLAS";"(678) 561-7458";"http://www.inspiringscholars.org/";"info@inspiringscholars.com";"Our mission is to inspire our students to achieve academic excellence and to equip them with the skills to be confident, successful, and independent scholars.";"http://www.inspiringscholars.org/";"https://www.facebook.com/InspiringScholarsTutoring/";;"http://www.inspiringscholars.org/wp-content/uploads/2017/06/2017-2018-Daycare-Application-Inspiring-Scholars-Academy-1.pdf";;"x";"x";"x";"x";"x";"x";"http://www.inspiringscholars.org/wp-content/uploads/2016/10/Is-logo-Oct-2016.png";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1176306;"JAC Preschool";"11165 Parsons Road";"Johns Creek";"GA";30097;"Fulton";"(770) 321-8484";"http://javitsacademycenter.com/";"shoshi@javitsacademycenter.com";"JAC is run and managed by Shoshi Javits, a graduate of the prestigious Nahalal and Oranim Colleges for Teachers in Israel. Shosh has more than 30 years of experience in Early Childhood Education and has received numerous awards and citations from the City of Akko and Israel Board of Education.";"http://javitsacademycenter.com/contact-us/";"https://www.facebook.com/JAC-Daycare-Preschool-341617485866809/";;"http://javitsacademycenter.com/apply/";;"x";"x";"x";"x";"x";"x";"http://javitsacademycenter.com/wp-content/uploads/2016/04/jacfulllogonumber.png";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"Closed";"Closed";
1176303;"Innovators Advanced Learning Academy";"2590 Atlanta Road";"Smyrna";"GA";30080;"COBB";"(770) 954-5771";;;;;;;;;;;;;;;;;;;;;;;
1176304;"Inspiring Scholars Academy";"2345 Pope Road";"Douglasville";"GA";30135;"DOUGLAS";"(678) 561-7458";"http://www.inspiringscholars.org/";"info@inspiringscholars.com";"Our mission is to inspire our students to achieve academic excellence and to equip them with the skills to be confident, successful, and independent scholars.";"http://www.inspiringscholars.org/";"https://www.facebook.com/InspiringScholarsTutoring/";;"http://www.inspiringscholars.org/wp-content/uploads/2017/06/2017-2018-Daycare-Application-Inspiring-Scholars-Academy-1.pdf";;"x";"x";"x";"x";"x";"x";"http://www.inspiringscholars.org/wp-content/uploads/2016/10/Is-logo-Oct-2016.png";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1176320;"Kaleidoscope Montessori";"973 Prince Avenue";"Athens";"GA";30606;"CLARKE";"(770) 331-6548";"http://www.kaleidoscopemontessori.com/";"kaleidoscopemontessori@gmail.com";"We honor each child as a unique being in a space prepared with the intention of enhancing connection to self, nature, and community through creative learning, exploration, song, and play.";"http://www.kaleidoscopemontessori.com/";"https://www.facebook.com/kaleidoscopemontessori/";;"http://www.kaleidoscopemontessori.com/application-form";;;;"x";"x";;"x";"http://static1.squarespace.com/static/552c3c16e4b0c230032d322e/t/5787d438be6594c1b798f541/1526404328270/?format=1500w";"8:30AM -2:30PM";"8:30AM -2:30PM";"8:30AM -2:30PM";"8:30AM -2:30PM";"8:30AM -2:30PM";"Closed";"Closed";
1176318;"Jumpstart Learning Center";"216 Canebrake Road";"Savannah";"GA";31419;"CHATHAM";"(912) 925-2250";;;;;;;;;;;;;;;;;;;;;;;"License Not Renewed"
1176319;"Just Kids Learning Center";"2383 Tobacco Road";"Augusta";"GA";30906;"RICHMOND";"(706) 790-1740";;;;;"https://www.facebook.com/pages/Just-Kids-Child-Development-Learning-Center/146596468718403";;;;;;;;;;;;;;;;;;
1176317;"Julia Bardsley";"2012A Tulip Court";"Fort Gordon";"GA";30905;"Richmond";"(719) 200-8354";;;;;;;;;;;;;;;;;;;;;;;
1176314;"Jones Pre-K";"6th Street Chicopee";"Gainesville";"GA";30504;"HALL";"(770) 536-4335";"https://www.earlycollegehallco.org/";"EarlyCollege@Hallco.org";" The Early College @ Jones is an innovative way for high school students to earn a high school diploma while also earning college credits. ";"https://www.earlycollegehallco.org/";;;;;;;;;;;;;;;;;;;
1176313;"JonEri's Christian Academy";"1935 Wesley Chapel Road";"Decatur";"GA";30035;"DEKALB";"(404) 500-5377";;"joneris2016@gmail.com";"Affordable Childcare in Decatur, GA. Contact center for information. ";;"https://www.facebook.com/JonEris-Christian-Academy-851482118294873/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/13094213_875930012516750_6171666860160638739_n.jpg?_nc_cat=0&oh=755fb74713973d3e6657387e98b8e078&oe=5B84A234";;;;;;;;
1176324;"Kids R Kids Learning Academy";"202 Pendleton Street";"Baxley";"GA";31513;"APPLING";"(912) 705-5437";;;"Full-Service Daycare Center";;"https://www.facebook.com/kidsacademy5437/";;;;"x";"x";"x";"x";"x";;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-9/17796035_1408180959252365_6386547516587766112_n.jpg?_nc_cat=0&oh=b23a28a1dfb71afa9b8796faeb0e1104&oe=5BB0E985";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1176323;"Kids R Kids 37GA";"3025  Hwy 154 Bldg. A.";"Newnan";"GA";30265;"COWETA";"(770) 502-1777";"https://www.kidsrkids.com/school-locations/GA/child-care-Newnan.php";"kidsrkids37ga@yahoo.com";"Kids 'R' Kids Schools and Academies expand beyond the typical childcare and daycare services by providing the best possible learning environment in Newnan, GA for children 6 weeks - 12 years";"https://www.kidsrkidsnewnan.com/";"https://www.facebook.com/krknewnan/";"https://www.kidsrkidsnewnan.com/school-info/employment";"https://www.kidsrkidsnewnan.com/pre-registration";;"x";"x";"x";"x";"x";"x";"https://www.kidsrkidsnewnan.com/common/images/null.gif";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176321;"Kiddie Academy of Alpharetta";"3200 Northpoint Parkway";"Alpharetta";"GA";30005;"FULTON";"(770) 417-8194";"https://kiddieacademy.com/";"alpharetta@kiddieacademy.net";"We provide educational daycare in the greater Alpharetta, GA area that focuses on days filled with learning and fun, the key ingredients of our Life Essentials® educational philosophy. The smiles you’ll see on our children’s faces as they learn, share family style meals with other children, and grow socially will delight you. The words from our children’s parents about our program, safety and facility will impress you.";"https://kiddieacademy.com/academies/alpharetta/";"https://www.facebook.com/KiddieAcademyofAlpharetta/";;;;"x";"x";"x";"x";;"x";"https://kiddieacademy.com/academies/wp-content/themes/kiddieacademy/assets/svg/kiddieacademy-logo.svg";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176322;"Kiddie Kottage Learning Academy";"211 Maxham Rd.";"Austell";"GA";30168;"COBB";"(770) 732-9345";;;;;;;;;;;;;;;;;;;;;;;
1176330;"KNS Early Learning Academy";"57 Merritt Street";"Marietta";"GA";30060;"COBB";"(678) 882-0824 ";"http://knsearlylearningacademy.com/";"contact@knsearlylearningacademy.com";"Our mission is to provide a safe, developmentally appropriate environment for infants, toddlers, preschool and school-age children.";"http://knsearlylearningacademy.com/";"https://www.facebook.com/KNSEarlyLearning/";;"http://knsearlylearningacademy.com/enrollment";;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/16807200_1278460602247066_4465197438290751860_n.jpg?_nc_cat=0&oh=3175f4416f835d7b31adf46163ae22b4&oe=5BC09852";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176328;"Kidz Choice Learning Center";"1024 U.S. Highway 80  Suite 204";"Pooler";"GA";31322;"CHATHAM";"(912)988-7601";"https://kidzchoicelc.wixsite.com/daycare";;"Kidz Choice Learning Center provides a learning environment filled with age appropriate developmental learning and exploration.";"https://kidzchoicelc.wixsite.com/daycare";"https://www.facebook.com/KidzChoiceLearningCenter/";;"https://kidzchoicelc.wixsite.com/daycare/enrollment-application";;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/14670620_1119049418183065_2421682532097540472_n.jpg?_nc_cat=0&oh=2a29a3340be6f470e00c64aa8fcfe71e&oe=5BBDB2DE";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176326;"Kids Time Academy";"8486 Hiram Acworth Highway";"Dallas";"GA";30157;"PAULDING";"(770) 529-6777";"http://kidztymeacademy.com/";"doris@kidztymeacademy.com";"At Kids Time Academy, your children will enjoy an atmosphere of ...Love, Learning, and Laughter. Our philosophy of caring for your children is to provide a licensed, safe, and exciting environment of ...Affection, Attention, and Attitude. To build self-esteem, self-confidence, organizational and social skills, creativity, and imagination.";"http://kidztymeacademy.com/view-content/3/Contact-Info.html";"https://www.facebook.com/Kids-Time-Academy-508586182493892/";"http://kidztymeacademy.com/view-content/15/Enrollment.html";"http://kidztymeacademy.com/view-content/15/Enrollment.html";;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c77.64.806.806/s200x200/424_508586319160545_282282637_n.jpg?_nc_cat=0&oh=29732c0dfaa8628e30a005435f487635&oe=5BB66EC8";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"Closed";"Closed";
1176327;"Kids University of Marietta";"165 Fairground Street";"Marietta";"GA";30060;"COBB";"(678) 217-5229";"http://www.kidsuniversityofmarietta.com/";;"KIDS UNIVERSITY OF MARIETTA EXISTS TO PROVIDE PREMIER CHILD CARE SERVICES , AIMED AT ENHANCING TRADITIONAL DAYCARE METHODS AND INTEGRATING EXTRA- CURRICULAR INTERESTS . ";"http://www.kidsuniversityofmarietta.com/";"https://www.facebook.com/kidsuniversityofmarietta/";;;;"x";"x";"x";"x";;;"http://www.kidsuniversityofmarietta.com/uploads/7/6/4/4/76444899/445718808.png";"6AM - 12AM";"6AM - 12AM";"6AM - 12AM";"6AM - 12AM";"6AM - 12AM";"11AM - 11PM";"Closed";
1176325;"Kids R Kids North Cobb";"3900 Canton Road";"Marietta";"GA";30066;"COBB";"(678) 398-9262";"https://www.kidsrkidsnorthcobb.com/";;"Kids `R` Kids Learning Academy of North Cobb is excited to offer the best educational foundation in Cobb County for children six weeks – twelve years. ";"https://www.kidsrkidsnorthcobb.com/";"https://www.facebook.com/Kids-R-Kids-Learning-Academy-of-North-Cobb-478407452208286/";;;;"x";"x";"x";"x";"x";"x";"https://www.kidsrkidsnorthcobb.com/common/images/null.gif";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"Closed";"Closed";
1176335;"Learning 2 Excel Academy";"1187 Morrow Road";"Morrow";"GA";30260;"CLAYTON";"(678) 933-4166";;;;;;;;;;;;;;;;;;;;;;;
1176344;"Little Children Shines Academy II";"4060 Napier Avenue";"Macon";"GA";31204;"BIBB";"(478) 305-7207";;;;;;;;;;;;;;;;;;;;;;;
1176343;"Little Butterflies Daycare Center";"720 E. Brookwood Place";"Valdosta";"GA";31601;"LOWNDES";"(229) 548-2611";;"littlebutterflies23@gmail.com ";"Where caterpillars starts to form as little butterflies";;"https://www.facebook.com/LittleButterfliesFamilyDaycare/";;;;"x";"x";"x";"x";"x";;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/17629980_1419797431417445_6243269897634723912_n.jpg?_nc_cat=0&oh=41eec56ae125514d57c131ab5f64750d&oe=5BBEE9A5";;;;;;;;
1176342;"Little Buckaroos Too";"65 Gray Road";"Carrollton";"GA";30116;"CARROLL";"(770) 828-9555";;;;;"https://www.facebook.com/Little-Buckaroos-Little-Buckaroos-Too-1147061935358754/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-9/13912341_1147105135354434_6288214564731987866_n.png?_nc_cat=0&oh=962ee859569c441249a90ead56aecf10&oe=5B84C5AF";;;;;;;;
1176341;"Little Angels Daycare 2";"205 Bray Street  Building #100";"Athens";"GA";30601;"CLARKE";"(706) 521-5517";"https://www.littleangelsdaycarega.com/";;"Discover the Little Angels Daycare commitment. With our experienced staff and our innovative program, your child will discover that learning is fun, while making new friends and building strong relationships with teachers who partner with you in your child's bright future! ";"https://www.littleangelsdaycarega.com/locations";;;"https://www.littleangelsdaycarega.com/fees";"https://www.littleangelsdaycarega.com/handbook";"x";"x";"x";;;;"https://www.littleangelsdaycarega.com/images/logo.png";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176339;"Liberty Eagle Academy";"108 Park Place Way";"Carrollton";"GA";30117;"CARROLL";"(770) 744-3870";"https://libertyeagleacademy.com/";;"Liberty Eagle Academy admits students of any race, color, national or ethnic origin, religion, family structure or sexual orientation to all the rights, privileges, programs, and activities of the school. It does not discriminate on the basis of race, color, national or ethnic origin, religion, family structure or sexual orientation in the administration of its admissions policies, scholarship awards, and athletic and other school-administered programs.";"https://libertyeagleacademy.com/";"https://www.facebook.com/LibertyEagleAcademy/";"https://libertyeagleacademy.com/about/work-at-lea/";"https://libertyeagleacademy.com/admissions/";;"x";"x";"x";"x";"x";"x";"https://libertyeagleacademy.files.wordpress.com/2018/03/tuition-fees-2018.png";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"7AM - 6PM";"Closed";"Closed";
1176336;"Learning Hive Kids' Club";"186 New Hope Road";"Lawrenceville";"GA";30046;"GWINNETT";"(678) 731-7427";"https://www.mylearninghive.com/";"learninghivecenter@gmail.com";"We are committed to serving each family and child in a personal and specialized fashion. We will recognize each child’s talents and aspirations and the family’s goals and combine them with our safe, loving, and nurturing environment. This will achieve and exceed the needs and expectations of each family.";"https://www.mylearninghive.com/Contact";"https://www.facebook.com/pg/LearningHive/about/?ref=page_internal";"https://www.mylearninghive.com/staff";;"https://www.mylearninghive.com/parents";" x";" x";" x";" x";;"x";"https://static.wixstatic.com/media/011f56_29a65a3b9ca44bbb8afcb4244eddf389.jpg/v1/fill/w_542,h_156,al_c,q_80,usm_0.66_1.00_0.01/011f56_29a65a3b9ca44bbb8afcb4244eddf389.webp";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1176357;"Luisa Family Learning Center";"4300 Old Jonesboro Road";"Forest Park";"GA";30297;"CLAYTON";"(404) 503-5752";;;;;;;;;;;;;;;;;;;;;;;
1176356;"Love Your Kids Childcare Center";"4032 Rockbridge Road";"Stone Mountain";"GA";30083;"DEKALB";"(678) 974-2222";;;;;;;;;;;;;;;;;;;;;;;
1176355;"Little Sunshine's Playhouse";"12385 Morris Road";"Alpharetta";"GA";30005;"FULTON";"(888) 858-8070";"https://www.littlesunshine.com/";"admissions@littlesunshine.com";"Little Sunshine’s Playhouse and Preschool is recognized within the industry as a premier early childhood education program and is proud to be a part of the Alpharetta community. We offer an identity of unrivaled distinction in our brand image and high-profile architectural presence, and in the level of support and training our franchise system provides the School Operators.";"https://www.littlesunshine.com/alpharetta-georgia-2/";"https://www.facebook.com/AlpharettaLSP/";"https://www.littlesunshine.com/careers-2-2/";;;"x";"x";"x";"x";;;"https://www.littlesunshine.com/wp-content/uploads/2018/02/logo.png";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176354;"Little Rascals";"196A Zetterower Road";"Statesboro";"GA";30458;"BULLOCH";"(912) 764-5127";;;"Little Rascal's provides child care services for children ages birth to 4, and we also have a lottery funded Prekindergarten. CACFP participant.";;"https://www.facebook.com/littlerascalscclc/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/18519738_1886708174937617_4311075829613932346_n.jpg?_nc_cat=0&oh=a610b566e377adf6a3be6713d1312659&oe=5BC50749";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1176353;"Little Linguists Decatur";"141A Sams Street";"Decatur";"GA";30030;"DEKALB";"(404) 370-3828";"http://www.littlelinguistspreschool.com/";"info@littlelinguistspreschool.com";"This center offers a full-day, full language immersion preschool for children Infant to Pre-K in addition to summer programs for children up to 12 years old.";"http://www.littlelinguistspreschool.com/about-us/locations.cfm";"https://www.facebook.com/LittleLinguists/";;"http://www.littlelinguistspreschool.com/apply-now/";;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-9/18222156_10155292220737767_5222085712471747996_n.jpg?_nc_cat=0&oh=824e69a20e35ec03d4f9642d2b624638&oe=5B78BA26";;;;;;;;
1176352;"Little Leaders Academy of Arts";"330 Lynhurst Drive";"Atlanta";"GA";30311;"FULTON";"(678) 710-2003";"https://www.littleleadersatl.com/";"info@littleleadersatl.com";"Little Leaders' Academy of Arts is a childcare facility that uses arts and technology to enhance education and learning in children.";"https://www.littleleadersatl.com/";"https://www.facebook.com/Little-Leaders-Academy-of-Arts-1691240001119911/";;"https://www.littleleadersatl.com/blank-1";;"x";"x";"x";"x";"x";"x";"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/1934299_1692249661018945_5649832255349013522_n.png?_nc_cat=0&oh=61e36ace46a990701c980f4b581d4b58&oe=5B83CF04";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1176347;"Little Harvard Learning Center @ Gainesville";"286 Crescent Drive";"Gainesville";"GA";30501;"HALL";"(770) 297-1500";"http://www.littleharvardlc.com/";"info@littleharvardlc.com";"Little Harvard Learning Center aims to offer safe and secure child care at all times. Close personal attention to each child is essential to providing a quality experience for all children; therefore, adequate personnel will be hired to ensure each child has the proper supervision in our care. Our goal is to respond to the needs of the parents and children with excellence care-giving and instruction, flexible programs, local community involvement and high quality educational system";"http://www.littleharvardlc.com/contact/";"https://www.facebook.com/LittleHarvardLC/";;"http://www.littleharvardlc.com/apply/";;;;;;;;"http://www.littleharvardlc.com/wp-content/uploads/2016/10/little-harvard-learning-center-white.png";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176348;"Little Harvard Learning Center @ Oakwood";"5006 McEver Road";"Oakwood";"GA";30566;"HALL";"(770) 536-4671";"http://www.littleharvardlc.com/";"info@littleharvardlc.com";"Little Harvard Learning Center aims to offer safe and secure child care at all times. Close personal attention to each child is essential to providing a quality experience for all children; therefore, adequate personnel will be hired to ensure each child has the proper supervision in our care. Our goal is to respond to the needs of the parents and children with excellence care-giving and instruction, flexible programs, local community involvement and high quality educational system";"http://www.littleharvardlc.com/contact/";;;"http://www.littleharvardlc.com/apply/";;;;;;;;"http://www.littleharvardlc.com/wp-content/uploads/2016/10/little-harvard-learning-center-white.png";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176349;"Little House Academy";"5760 Wade Whelchel Road";"Murrayville";"GA";30564;"HALL";"(770) 532-1925";"http://www.lhaga.com/";"administrator@lhaga.com";"Every child is a unique individual who learns in a different way and at a different rate.  Little House Academy ’s program is designed to match the needs of all children and provide a stimulating, yet challenging learning environment.  ";"http://www.lhaga.com/contact_us";"https://www.facebook.com/Little-House-Academy-772077772819455/";;;;;;;;;;;;;;;;;;
1176350;"Little L.A.M.B.S. Preschool";"23344 US Highway 17";"Townsend";"GA";31331;"MCINTOSH";"(912) 832-3906";"http://southnewportbaptist.org/";"littlelambspreschoolsnbc@gmail.com";"We have been officially approved for CAPS funding. If you could use financial assistance for childcare, call us and let’s see what we can get started for you!!!";"http://southnewportbaptist.org/preschool-little-lambs/";"https://www.facebook.com/southnewportbaptist/";;"http://southnewportbaptist.org/wp-content/uploads/2016/05/ENROLLMENT-APPLICATIONfillable.pdf";"http://southnewportbaptist.org/wp-content/uploads/2016/05/compiledhnadbook.pdf";"x";"x";"x";"x";;;"http://southnewportbaptist.org/wp-content/uploads/2016/05/llbrochurepage2.jpg";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1176351;"Little Lambs Daycare";"10510 Clara Drive";"Roswell";"GA";30075;"FULTON";"(770) 885-6020";"http://little-lambsdaycare.com/";"info@little-lambsdaycare.com";"At Little Lambs Daycare we have an open door policy. We believe it does take a Village to raise one child. This is why we believe parent teacher communication is the key for your child’s success. The more we know about your child the more we can accomplish the goal and hopefully exceed your expectations for your child.";"http://little-lambsdaycare.com/";"https://www.facebook.com/lldroswellga/";;"http://little-lambsdaycare.com/parent-corner/";"http://little-lambsdaycare.com/parent-corner/";"x";"x";"x";"x";;;"http://little-lambsdaycare.com/wp-content/uploads/2013/11/Lambs-logo_horizontal.jpg";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"Closed";"Closed";
1176346;"Little Happy Feet Early Learning Center";"624 North Main Street";"Pine Mountain";"GA";31822;"HARRIS";"(706) 489-3124";;"littlehappyfeetllc@gmail.com";"Little Happy Feet Learning Center is committed to child development and quality care for the children we serve. Our objective is to provide a positive atmosphere, which will promote the social, physical, and intellectual growth of each child to ensure good health, safety, and welfare.";;"https://www.facebook.com/littlehappyfeetearlylearningcenterllc/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/20621188_1926363244289469_2845294100669404123_n.jpg?_nc_cat=0&oh=f446cf8175fff217c673b0d3237dee87&oe=5BBD6D2F";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176362;"McClarity's Lil Angels Learning Center #2";"2136 Donald Lee Hollowell Parkway";"Atlanta";"GA";30318;"FULTON";"(404) 975-3457";;;;;;;;;;;;;;;;;;;;;;;
1176361;"McClarity's Lil Angels Learning Center";"3890 Rockmart Road";"Silver Creek";"GA";30173;"FLOYD";"(706) 233-9033";;;;;;;;;;;;;;;;;;;;;;;
1176360;"Making A Mark Learning Academy";"3850 Glenwood Rd.";"Decatur";"GA";30032;"DEKALB";"(404) 289-5414";;;;;;;;;;;;;;;;;;;;;;;
