"Facility ID";"Survey Number";"Date of Survey";"Survey Reason";"Findings"
77711;"17-008999";"09/21/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192059&noid=56549"
77711;"16-010915";"10/18/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179986&noid=46154"
77711;"15-012131";"11/20/2015";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166853&noid=36116"
77711;"15-009983";"10/07/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164705&noid=34740"
7133;"17-010645";"01/23/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193705&noid=60476"
7133;"16-011124";"01/19/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180195&noid=49184"
7133;"15-011633";"01/15/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166355&noid=37527"
90953;"17-005937";"09/19/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188997&noid=56416"
90953;"16-006214";"09/14/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175285&noid=44896"
90953;"15-006367";"08/04/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161089&noid=32913"
50983;"17-009714";"12/19/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192774&noid=59557"
50983;"17-000178";"02/09/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183238&noid=49905"
50983;"16-010126";"12/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179197&noid=48334"
50983;"15-010417";"11/05/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165139&noid=36844"
50983;"15-010417";"11/05/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165139&noid=36023"
5E+018;"17-004313";"05/23/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187373&noid=53252"
5E+018;"17-004313";"05/23/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187373&noid=52843"
73065;"17-010777";"01/17/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193837&noid=60262"
73065;"16-012887";"12/19/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181958&noid=48300"
73065;"15-009041";"10/26/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163763&noid=35304"
5E+018;"17-008196";"09/29/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191256&noid=57798"
5E+018;"17-008196";"09/29/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191256&noid=56885"
11333;"17-008296";"11/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191356&noid=58342"
11333;"16-008608";"11/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177679&noid=47032"
11333;"15-008887";"10/12/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163609&noid=34874"
6173;"18-001551";"05/07/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198012&noid=64483"
6173;"17-001255";"04/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184315&noid=52350"
6173;"16-001327";"04/27/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170398&noid=40825"
6173;"16-001327";"04/27/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170398&noid=40470"
13489;"17-009617";"12/12/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192677&noid=59263"
13489;"16-010024";"12/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179095&noid=48007"
13489;"15-010306";"11/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165028&noid=36217"
34119;"17-004525";"05/31/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187585&noid=53060"
34119;"16-003624";"07/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=172695&noid=42664"
84775;"17-008023";"08/24/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191083&noid=55636"
84775;"16-005758";"06/23/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=174829&noid=43206"
84775;"16-005758";"06/23/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=174829&noid=42225"
84775;"17-005189";"07/10/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188249&noid=54139"
5E+018;"18-000699";"04/17/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197160&noid=63732"
5E+018;"17-000533";"04/19/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183593&noid=52170"
5E+018;"17-000533";"04/19/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183593&noid=51896"
5E+018;"16-001816";"03/24/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170887&noid=39519"
108795;"17-013010";"03/07/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196070&noid=62178"
108795;"16-013418";"03/28/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182489&noid=51253"
108795;"15-013908";"03/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168630&noid=39456"
108795;"15-012486";"12/01/2015";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167208&noid=36358"
108795;"15-009940";"09/08/2015";"To investigate a complaint";"Not Available"
6727;"17-006983";"09/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190043&noid=56756"
6727;"16-007224";"10/03/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176295&noid=45600"
6727;"15-007425";"09/15/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162147&noid=34011"
5379;"17-004560";"06/22/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187620&noid=53712"
5379;"16-004710";"07/12/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=173781&noid=42747"
5379;"15-004874";"07/27/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159596&noid=32652"
145241;"17-004457";"05/15/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187517&noid=52594"
129477;"17-013069";"03/15/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196129&noid=62542"
129477;"16-013481";"03/16/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182552&noid=50952"
129477;"15-013983";"03/01/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168705&noid=38881"
5E+018;"17-012620";"12/27/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195680&noid=60410"
5E+018;"17-012620";"12/27/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195680&noid=59709"
120057;"17-008572";"11/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191632&noid=58814"
120057;"17-008572";"11/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191632&noid=58489"
120057;"16-008906";"11/14/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177977&noid=47116"
120057;"16-004374";"05/24/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=173445&noid=41241"
120057;"16-003432";"04/26/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=172503&noid=40428"
120057;"15-009192";"10/19/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163914&noid=35065"
120057;"16-002082";"02/25/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171153&noid=39142"
120057;"16-002082";"02/25/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171153&noid=38727"
120057;"16-001737";"12/11/2015";"To investigate a complaint";"Not Available"
511;"18-001544";"04/23/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198005&noid=63953"
511;"17-004500";"05/16/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187560&noid=52630"
511;"16-001317";"05/17/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170388&noid=41044"
511;"15-009615";"07/17/2015";"To investigate a complaint";"Not Available"
11373;"17-012848";"03/27/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195908&noid=62904"
11373;"16-013251";"03/21/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182322&noid=51065"
11373;"15-013734";"03/02/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168456&noid=39681"
11373;"15-013734";"03/02/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168456&noid=38931"
115073;"17-006018";"09/19/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189078&noid=56422"
115073;"16-006289";"09/12/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175360&noid=44817"
115073;"15-006454";"09/09/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161176&noid=33865"
115073;"15-006161";"06/24/2015";"To investigate a complaint";"Not Available"
122519;"17-004531";"05/25/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187591&noid=52971"
122519;"16-002519";"06/13/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171590&noid=41817"
92513;"17-011981";"02/12/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195041&noid=61244"
92513;"16-012671";"02/08/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181742&noid=50368"
92513;"16-012671";"02/08/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181742&noid=49866"
92513;"15-012817";"02/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167539&noid=38211"
5E+018;"18-001499";"03/15/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197960&noid=62509"
5E+018;"17-007483";"10/11/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190543&noid=57241"
5E+018;"16-007772";"10/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176843&noid=46242"
5E+018;"15-009488";"09/24/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164210&noid=34372"
117401;"17-009455";"10/03/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192515&noid=57849"
117401;"17-009455";"10/03/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192515&noid=57106"
117401;"16-007529";"11/03/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176600&noid=46815"
117401;"15-007749";"08/14/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162471&noid=33201"
117401;"17-009533";"10/03/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192593&noid=56968"
5E+018;"17-008748";"11/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191808&noid=58658"
5E+018;"16-009092";"11/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178163&noid=46876"
5E+018;"15-009380";"10/27/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164102&noid=35340"
5E+018;"17-004972";"08/30/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188032&noid=55826"
5E+018;"16-005147";"08/22/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=174218&noid=44102"
5E+018;"15-005543";"07/28/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=160265&noid=32710"
80511;"17-009772";"11/30/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192832&noid=58859"
80511;"16-010187";"12/15/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179258&noid=48223"
80511;"15-010480";"12/10/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165202&noid=36591"
80995;"17-008446";"11/28/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191506&noid=58732"
80995;"16-008768";"11/16/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177839&noid=47255"
80995;"15-009061";"10/21/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163783&noid=35187"
10063;"17-009600";"12/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192660&noid=59306"
10063;"16-010006";"12/20/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179077&noid=48355"
10063;"15-010287";"12/02/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165009&noid=36398"
32445;"18-001935";"04/02/2018";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198396&noid=63197"
32445;"17-004520";"05/22/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187580&noid=54276"
32445;"17-004520";"05/22/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187580&noid=53950"
32445;"16-002330";"06/06/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171401&noid=41595"
32445;"15-002708";"06/10/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=157430&noid=31464"
32445;"17-011569";"11/27/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194629&noid=59686"
32445;"17-011569";"11/27/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194629&noid=58700"
5E+018;"17-013275";"05/21/2018";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196335&noid=65071"
5E+018;"17-013269";"03/14/2018";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196329&noid=62443"
5E+018;"17-008749";"11/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191809&noid=59593"
5E+018;"17-008749";"11/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191809&noid=58728"
5E+018;"16-009093";"11/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178164&noid=47459"
5E+018;"16-009093";"11/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178164&noid=46929"
5E+018;"16-002137";"03/29/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171208&noid=39632"
5E+018;"15-009381";"10/29/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164103&noid=36171"
5E+018;"15-009381";"10/29/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164103&noid=35466"
5E+018;"16-000152";"01/19/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=169223&noid=38745"
5E+018;"16-000152";"01/19/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=169223&noid=37588"
57675;"17-011939";"02/13/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194999&noid=61288"
57675;"16-012626";"02/09/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181697&noid=49897"
57675;"15-012767";"02/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167489&noid=38576"
129789;"17-001548";"04/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184608&noid=51838"
129789;"16-001645";"05/02/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170716&noid=40593"
689;"17-011841";"02/15/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194901&noid=61449"
689;"16-012523";"02/02/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181594&noid=49688"
689;"15-012644";"01/13/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167366&noid=37424"
5E+018;"17-012209";"01/03/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195269&noid=60216"
5E+018;"17-012209";"01/03/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195269&noid=59856"
140355;"18-001854";"04/19/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198315&noid=63884"
140355;"17-001598";"04/13/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184658&noid=51743"
140355;"16-001703";"04/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170774&noid=40783"
140355;"16-001703";"04/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170774&noid=40556"
81711;"18-000534";"04/03/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196995&noid=63254"
81711;"17-000347";"03/31/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183407&noid=51380"
81711;"16-000446";"03/14/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=169517&noid=39176"
5E+018;"17-004980";"08/23/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188040&noid=55587"
5E+018;"16-005156";"08/16/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=174227&noid=43891"
5E+018;"15-006944";"07/17/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161666&noid=32400"
32043;"18-000458";"03/30/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196919&noid=63126"
32043;"17-002045";"04/12/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=185105&noid=51679"
32043;"16-002864";"04/20/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171935&noid=40265"
32043;"16-000118";"02/03/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=169189&noid=38537"
32043;"16-000118";"02/03/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=169189&noid=38092"
32043;"15-006245";"08/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=160967&noid=33454"
102835;"17-005965";"09/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189025&noid=56303"
102835;"16-006238";"09/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175309&noid=45365"
102835;"16-006238";"09/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175309&noid=44744"
102835;"16-006238";"09/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175309&noid=44735"
102835;"15-006397";"08/20/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161119&noid=33371"
5E+018;"17-006852";"08/08/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189912&noid=55836"
5E+018;"17-006852";"08/08/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189912&noid=55098"
118057;"17-008560";"10/12/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191620&noid=57283"
118057;"17-000642";"02/07/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=183702&noid=49814"
118057;"16-012248";"01/04/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181319&noid=48622"
118057;"16-008890";"10/05/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177961&noid=46871"
118057;"16-008890";"10/05/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177961&noid=45718"
118057;"15-009176";"10/27/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163898&noid=35788"
118057;"15-009176";"10/27/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163898&noid=35380"
125153;"17-010894";"01/09/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193954&noid=60009"
125153;"16-011388";"01/25/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180459&noid=49351"
125153;"15-012621";"12/15/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167343&noid=36745"
29829;"17-004521";"05/22/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187581&noid=53172"
29829;"17-004521";"05/22/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187581&noid=52865"
29829;"16-002326";"05/31/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171397&noid=41429"
833;"17-008259";"11/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191319&noid=58902"
833;"17-008259";"11/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191319&noid=58486"
833;"17-007588";"07/26/2017";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190648&noid=54718"
833;"16-013705";"01/12/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182776&noid=48950"
833;"16-012247";"12/05/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181318&noid=47826"
833;"16-008571";"10/27/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177642&noid=46888"
833;"16-008571";"10/27/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177642&noid=46642"
833;"15-008618";"10/30/2015";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163340&noid=35495"
833;"15-005868";"06/23/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=160590&noid=31756"
110453;"17-003659";"07/05/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186719&noid=54043"
110453;"16-003740";"06/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=172811&noid=42424"
110453;"15-004088";"06/23/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=158810&noid=32167"
110453;"16-004019";"04/06/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=173090&noid=41709"
