"Facility Name";"License Number";"Owner";"Program Type";"Address";"County";"City";"Zip";"License Effective Date";"License Expiration Date";"Facility Status";"Telephone Number";"Maximum Capacity";"recUrl";"ID"
"Little Ones Day Care Home";"0061041-015";"Jennifer Hill";"Group Day Care Home";;"Butler";"Augusta";67010;"12/01/2017";"11/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=117905";117905
"Little Peoples Daycare";"0008816-025";"Terri Gorges";"Licensed Day Care Home";;"Butler";"Augusta";67010;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=17027";17027
"Little Wonders Daycare";"0501501-002";"Kyla Grover";"Licensed Day Care Home";;"Butler";"Augusta";67010;"10/11/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003005";5E+018
"Patsy Lynn Marcotte Day Care Home";"0009780-020";"Patsy Marcotte";"Licensed Day Care Home";"308 W Kelly";"Butler";"Augusta";67010;"03/01/2018";"02/28/2019";"Open";"316-775-5842";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=18941";18941
"Phillips Home";"0077126-001";"Crystal Phillips";"Licensed Day Care Home";"1855 SW 92nd Ter";"Butler";"Augusta";67010;"05/22/2018";"08/20/2018";"Open";"316-303-4994";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=150075";150075
"St James Catholic Montessori Center";"0072827-006";"Catholic Diocese of Wichita";"Child Care Center";"1010 Belmont";"Butler";"Augusta";67010;"11/01/2017";"10/31/2018";"Open";"316-775-5721";20;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=141477";141477
"Tarrie Jyneen Martin Day Care Home";"0013827-009";"Tarrie Martin";"Licensed Day Care Home";"2300 Moyle St";"Butler";"Augusta";67010;"10/01/2017";"09/30/2018";"Open";"316-775-5901";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=26777";26777
"Wichita YMCA Augusta Methodist SACC";"0017959-009";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"2420 N Ohio";"Butler";"Augusta";67010;"02/01/2018";"01/31/2019";"Open";"316-264-1610";48;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=34803";34803
"Brenda S Shook Day Care Home";"0016141-011";"Brenda Shook";"Licensed Day Care Home";"807 N Lincoln";"Sumner";"Belle Plaine";67013;"09/01/2017";"08/31/2018";"Open";"620-488-3706";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=31231";31231
"Hooked On Kids";"0053335-011";"Rachel Hook";"Group Day Care Home";"1169 N Oliver Rd";"Sumner";"Belle Plaine";67013;"12/01/2017";"11/30/2018";"Open";"316-249-4768";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=102617";102617
"TLC Childcare LLC";"0501328-003";"TLC Childcare LLC";"Group Day Care Home";;"Sumner";"Belle Plaine";67013;"08/01/2018";"07/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002659";5E+018
"Blessed Beginnings";"0500963-003";"Candice Gottschalk";"Licensed Day Care Home";"405 N Main";"Butler";"Benton";67017;"09/01/2017";"08/31/2018";"Open";"316-708-0600";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001929";5E+018
"Cradle to Crayons Child Care Center";"0007314-015";"The Associated Churches of Moundridge KS Inc";"Child Care Center";"311 E Thornton";"Butler";"Benton";67017;"02/01/2018";"01/31/2019";"Open";"620-345-2390";68;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=14067";14067
"Jamie K Collins Day Care Home";"0003908-011";"Jamie Collins";"Group Day Care Home";;"Butler";"Benton";67017;"09/01/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=7309";7309
"Loving Littles Childcare";"0501688-001";"Lacey Gould";"Group Day Care Home";;"Butler";"Benton";67017;"05/08/2018";"08/06/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003379";5E+018
"Noahs Ark Preschool";"0025739-012";"Benton United Methodist Church";"Preschool";;"Butler";"Benton";67017;"03/01/2018";"02/28/2019";"Open";;16;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=49961";49961
"Wichita YMCA Benton Elem SAP";"0056841-011";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"350 S Kansas";"Butler";"Benton";67017;"01/01/2018";"12/31/2018";"Open";"316-264-1610";45;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=109505";109505
"Beckys Busy Bees Daycare";"0063353-007";"Rebecca Henderson";"Licensed Day Care Home";;"Cowley";"Burden";67019;"10/12/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=122529";122529
"Central Day Care Home";"0500927-004";"Rebecca Ross";"Group Day Care Home";;"Cowley";"Burden";67019;"10/01/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001857";5E+018
"Tinas Tots";"0073039-004";"Tina Henderson";"Licensed Day Care Home";;"Cowley";"Burden";67019;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=141901";141901
"DDs Daycare";"0061391-011";"Danna Danner";"Group Day Care Home";;"Harvey";"Burrton";67020;"10/01/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118605";118605
"Doodlebug Daycare";"0061234-016";"Lisa Smith";"Licensed Day Care Home";"313 S Sedgwick";"Harvey";"Burrton";67020;"03/01/2018";"02/28/2019";"Open";"620-200-7033";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118291";118291
"Home Away From Home";"0061133-011";"Jessica Caruthers";"Licensed Day Care Home";;"Sumner";"Caldwell";67022;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118089";118089
"Kimberly K Henry Day Care Home";"0009973-019";"Kimberly Henry";"Licensed Day Care Home";;"Sumner";"Caldwell";67022;"09/01/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=19327";19327
"Little Pals Daycare";"0041494-013";"Jamie York";"Licensed Day Care Home";;"Sumner";"Caldwell";67022;"05/01/2018";"04/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=80615";80615
"Jimmie Snyder Day Care";"0069718-008";"Jimmie Snyder";"Licensed Day Care Home";"790 Rd 3";"Chautauqua";"Cedar Vale";67024;"02/01/2018";"01/31/2019";"Open";"620-758-2436";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=135259";135259
"Ashley Maus Day Care Home";"0073555-005";"Ashley Maus";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"03/01/2018";"02/28/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=142933";142933
"Boots N Bows Daycare";"0501466-002";"Kelsey Hoffman";"Group Day Care Home";;"Sedgwick";"Cheney";67025;"10/12/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002935";5E+018
"Carol L Adolph Day Care Home";"0013415-018";"Carol Adolph";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=26009";26009
"Jackie Lynn Turner Day Care Home";"0066719-011";"Jackie Turner";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"07/01/2018";"06/30/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=129261";129261
"Jennis Chick A Dees";"0067921-009";"Jenni Kuehn";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131665";131665
"Kenna Marie Hopper Day Care Home";"0013540-016";"Kenna Hopper";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=26251";26251
"Lil Cards Nest Daycare";"0063658-013";"Keri McKenna";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=123139";123139
"Lovin Time Daycare";"0057813-009";"Kendra Hubener";"Licensed Day Care Home";"4465 S 391st St W";"Sedgwick";"Cheney";67025;"12/01/2017";"11/30/2018";"Open";"316-833-4455";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=111449";111449
"Morgan Hopper Daycare";"0073089-005";"Morgan Hopper";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=142001";142001
"Real Kids St Pauls Lutheran Church";"0033557-008";"St Pauls Evangelical Lutheran Church Inc";"School Age Program";"639 North Lincoln";"Sedgwick";"Cheney";67025;"01/01/2018";"12/31/2018";"Open";"316-540-0115";74;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=65383";65383
"School Side Child Care";"0069450-008";"Selena Hopkins";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=134723";134723
"St Pauls Lutheran Church In His Hands";"0007391-013";"St Pauls Evangelical Lutheran Church Inc";"Child Care Center";"312 W 6 St";"Sedgwick";"Cheney";67025;"01/01/2018";"12/31/2018";"Open";"316-542-5060";24;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=14215";14215
"Trinity Learning";"0067675-009";"Trinity United Christian Church";"Preschool";"416 Washington St";"Sedgwick";"Cheney";67025;"12/01/2017";"11/30/2018";"Open";"316-540-6161";22;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131173";131173
"Whitney Hansen Day Care Home";"0067853-009";"Whitney Hansen";"Licensed Day Care Home";;"Sedgwick";"Cheney";67025;"01/01/2018";"12/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=131529";131529
"Bright Beginnings";"0500826-005";"Ashley Hazelton";"Licensed Day Care Home";;"Sedgwick";"Clearwater";67026;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001655";5E+018
"Butterflies and Bullfrogs";"0076393-002";"Harlie Jacobs";"Group Day Care Home";;"Sedgwick";"Clearwater";67026;"10/25/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=148609";148609
"Good Shepherd Preschool And Child Care Center";"0007227-011";"Clearwater United Methodist Church Inc";"Child Care Center";"130 N First St";"Sedgwick";"Clearwater";67026;"02/27/2018";"11/30/2018";"Open";"620-584-2962";22;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13899";13899
"Jennifers Daycare";"0037263-014";"Jennifer House";"Licensed Day Care Home";;"Sedgwick";"Clearwater";67026;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=72643";72643
"Lil Sweet Peas Daycare";"0057418-009";"Cassandra Sailer";"Group Day Care Home";"201 N 4th St";"Sedgwick";"Clearwater";67026;"03/22/2018";"03/31/2019";"Open";"620-243-2705";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=110659";110659
"Little Learners Daycare";"0076576-002";"Heather Stoneburner";"Group Day Care Home";;"Sedgwick";"Clearwater";67026;"12/11/2017";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=148975";148975
"Little Stars Daycare";"0040183-013";"Deborah Luckner";"Licensed Day Care Home";;"Sedgwick";"Clearwater";67026;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=78353";78353
"Sharons Day Care";"0011592-016";"Sharon Wright";"Licensed Day Care Home";;"Sedgwick";"Clearwater";67026;"12/01/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=22541";22541
"Tammie Sue Hodge Day Care Home";"0009134-018";"Tammie Hodge";"Licensed Day Care Home";;"Sedgwick";"Clearwater";67026;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=17659";17659
"Tykes N Tots";"0031033-012";"Andrea Cotham";"Licensed Day Care Home";;"Sedgwick";"Clearwater";67026;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=60409";60409
"Busy Bees Child Care Home";"0052905-010";"Rebecca Bruckner";"Group Day Care Home";;"Comanche";"Coldwater";67029;"08/01/2017";"07/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=101783";101783
"Little Tykes Day Care";"0062346-009";"Traci Uhl";"Group Day Care Home";;"Comanche";"Coldwater";67029;"11/01/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120515";120515
"Homestead Family Childcare";"0501675-001";"Alicia Whited";"Licensed Day Care Home";;"Sedgwick";"Colwich";67030;"05/01/2018";"07/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003353";5E+018
"Miss Mary Anns";"0022175-015";"Mary Morrison";"Group Day Care Home";"445 S Third St";"Sedgwick";"Colwich";67030;"11/01/2017";"10/31/2018";"Open";"316-796-0416";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=43047";43047
"Stacys Daycare";"0052817-010";"Stacy Cox";"Licensed Day Care Home";"6255 N 167th St W";"Sedgwick";"Colwich";67030;"11/01/2017";"10/31/2018";"Open";"316-299-1539";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=101609";101609
"Trisha Moeder Day Care Home";"0075396-003";"Trisha Moeder";"Licensed Day Care Home";;"Sedgwick";"Colwich";67030;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=146615";146615
"Wichita YMCA SACC St Marks";"0065856-009";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"19001 W 29th N";"Sedgwick";"Colwich";67030;"10/01/2017";"09/30/2018";"Open";"316-264-1610";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127535";127535
"Candice Sue Bevan Day Care Home";"0061590-012";"Candice Bevan";"Licensed Day Care Home";;"Sumner";"Conway Springs";67031;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=119003";119003
"Cardinal Country Preschool";"0061307-011";"Ann Osner";"Preschool";;"Sumner";"Conway Springs";67031;"12/01/2017";"11/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=118437";118437
"Hannahs Daycare";"0501055-003";"Hannah Zoglmann";"Licensed Day Care Home";;"Sumner";"Conway Springs";67031;"10/01/2017";"09/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002113";5E+018
"Helping Hands Daycare";"0072916-005";"Katrina Sones";"Group Day Care Home";;"Sumner";"Conway Springs";67031;"10/01/2017";"09/30/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=141655";141655
"Janelle R Martin Day Care Home";"0030403-011";"Janelle Martin";"Licensed Day Care Home";;"Sumner";"Conway Springs";67031;"11/01/2017";"10/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=59165";59165
"Jennas Little Jewels";"0074052-005";"Jenna Hilger";"Group Day Care Home";"906 W Kansas Ave";"Sumner";"Conway Springs";67031;"01/01/2018";"12/31/2018";"Open";"620-456-2193";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143927";143927
"Little Folks Child Care Center";"0064929-009";"Annie Jones";"Child Care Center";"218 N 6th St";"Sumner";"Conway Springs";67031;"05/01/2018";"04/30/2019";"Open";"620-456-2119";38;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=125681";125681
"Margarets Kids Zoo Day Care Home";"0041165-011";"Margaret Willson";"Licensed Day Care Home";;"Sumner";"Conway Springs";67031;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=80037";80037
"Our Mini Blessings Daycare";"0014346-012";"Debbie Kingsley";"Group Day Care Home";"219 W Wichita";"Sumner";"Conway Springs";67031;"04/23/2018";"04/30/2019";"Open";"620-218-3518";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=27761";27761
"Tiny Tots Daycare";"0014118-008";"Patricia Patton";"Licensed Day Care Home";"227 N Henderson St";"Kingman";"Cunningham";67035;"04/23/2018";"07/22/2018";"Open";"620-770-6069";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=27317";27317
"Amber M Whiteside Day Care Home";"0060550-013";"Amber Whiteside";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"06/01/2018";"05/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=116923";116923
"Bright Beginnings Child Care";"0070711-009";"Kristen Connell";"Group Day Care Home";;"Sedgwick";"Derby";67037;"01/10/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=137245";137245
"Carlas Curiosity Corner";"0056114-010";"Carla Russell";"Group Day Care Home";"1613 Oxford Ct";"Sedgwick";"Derby";67037;"07/01/2018";"06/30/2019";"Open";"316-640-3107";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=108051";108051
"Carols Playroom";"0005111-011";"Carol Kile";"Group Day Care Home";"800 E Goeldner";"Sedgwick";"Derby";67037;"09/01/2017";"08/31/2018";"Open";"316-788-9632";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=9693";9693
"Chriss Daycare";"0072797-005";"Christine Coufal";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"08/01/2017";"07/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=141417";141417
"Creation Station";"0045092-013";"Derby Pentecostal Holiness Church Derby Kansas";"Child Care Center";"230 Fernell";"Sedgwick";"Derby";67037;"06/01/2018";"05/31/2019";"Open";"316-788-2221";81;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=87199";87199
"Donnas Wiggles And Giggles Daycare";"0501112-003";"Donna Hanson";"Group Day Care Home";"107 Lauber Lane";"Sedgwick";"Derby";67037;"11/01/2017";"10/31/2018";"Open";"316-393-3984";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002227";5E+018
"El Paso Elementary Recreation Station";"0076991-001";"Derby Recreation Commission";"School Age Program";"900 E Crestway Ave";"Sedgwick";"Derby";67037;"05/21/2018";"08/19/2018";"Open";"316-832-5531";120;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=149805";149805
"Faith Lutheran School";"0007196-016";"Faith Evangelical Lutheran Church Derby KS Inc";"Child Care Center";"208 S Derby";"Sedgwick";"Derby";67037;"03/14/2018";"10/31/2018";"Open";"316-788-1715";48;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13837";13837
"Funtastics Kids Club";"0054384-010";"Richard Mast";"School Age Program";"404 N River St";"Sedgwick";"Derby";67037;"08/01/2017";"07/31/2018";"Open";"316-789-8721";75;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=104645";104645
"Happy Hearts Daycare";"0500572-005";"Stacey Youmans";"Group Day Care Home";;"Sedgwick";"Derby";67037;"01/26/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001147";5E+018
"Jack and Jill Preschool";"0007254-011";"Woodlawn United Methodist Church";"Preschool";"467 Riverview";"Sedgwick";"Derby";67037;"01/01/2018";"12/31/2018";"Open";"316-788-3797";45;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=13949";13949
"Jane L Mitchell Day Care Home";"0005658-010";"Jane Mitchell";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"02/01/2018";"01/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=10783";10783
"Jumpstart Learning Station";"0501706-001";"Katie Giddeon";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"05/17/2018";"08/15/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003415";5E+018
"Just Kiddin";"0050074-009";"Dawn Tiffany";"Group Day Care Home";"825 N Georgie";"Sedgwick";"Derby";67037;"03/01/2018";"02/28/2019";"Open";"316-789-0619";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=96495";96495
"Kiddy Kollege Childcare Center at Derby";"0076932-001";"Kiddy Kollege LLC";"Child Care Center";"1720 E Osage Rd";"Sedgwick";"Derby";67037;"05/30/2018";"08/28/2018";"Pending";"316-201-4333";57;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=149687";149687
"Kims Care Bears";"0073590-005";"Kimberly Meitler";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"04/01/2018";"03/31/2019";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143003";143003
"Lindsays Little Ones";"0055681-017";"Lindsay Stewart";"Licensed Day Care Home";"2813 N Button Bush";"Sedgwick";"Derby";67037;"10/01/2017";"09/30/2018";"Open";"316-650-4259";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=107185";107185
"Little Blessings Daycare";"0031231-010";"Aimee Samba";"Licensed Day Care Home";"402 W Songbird St";"Sedgwick";"Derby";67037;"06/01/2018";"05/31/2019";"Open";"316-200-9249";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=60803";60803
"Little Learners Daycare";"0501451-002";"Little Learners Daycare LLC";"Group Day Care Home";;"Sedgwick";"Derby";67037;"10/04/2017";"10/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002905";5E+018
"Little Learners Preschool";"0500754-005";"The Well Worship Center Church";"Preschool";"421 N Westview";"Sedgwick";"Derby";67037;"02/01/2018";"01/31/2019";"Open";"316-295-4210";30;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001511";5E+018
"Marys Little Lambs Daycare Home";"0002866-009";"Mary Foster";"Group Day Care Home";;"Sedgwick";"Derby";67037;"01/01/2018";"12/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5247";5247
"Mason And Friends";"0500938-005";"Mara Phai";"Licensed Day Care Home";"525 Songbird St";"Sedgwick";"Derby";67037;"05/01/2018";"04/30/2019";"Open";"316-251-1505";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001879";5E+018
"Michelle R Crowe Daycare Home";"0034793-019";"Michelle Crowe";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"12/15/2017";"11/30/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=67823";67823
"Miss Debbies Share N Play Day Care Home";"0016685-014";"Deborah Hoover";"Licensed Day Care Home";"314 N Brookforest";"Sedgwick";"Derby";67037;"08/01/2017";"07/31/2018";"Open";"316-789-9514";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=32299";32299
"Ms Blaises Daycare";"0501690-001";"Blaise Dewell";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"05/08/2018";"08/06/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000003383";5E+018
"Nans Place";"0006696-004";"Gretchen Thurman";"Group Day Care Home";"3030 N Emerson St";"Sedgwick";"Derby";67037;"06/04/2018";"09/02/2018";"Open";"214-277-3369";12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=12849";12849
"Nikole Drum Daycare";"0065922-010";"Nikole Drum";"Licensed Day Care Home";;"Sedgwick";"Derby";67037;"09/18/2017";"08/31/2018";"Open";;10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=127667";127667
"Play N Grow Daycare";"0070198-010";"Cerina Buehne";"Group Day Care Home";;"Sedgwick";"Derby";67037;"08/14/2017";"08/31/2018";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=136219";136219
"Recreation Station";"0071545-006";"Derby Recreation Commission";"School Age Program";"309 N Woodlawn";"Sedgwick";"Derby";67037;"07/01/2017";"06/30/2018";"Open";"316-788-3781";120;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=138913";138913
"Roses Home Daycare";"0069208-009";"Rusan Harrington";"Licensed Day Care Home";"219 E Forest Park Ct";"Sedgwick";"Derby";67037;"02/01/2018";"01/31/2019";"Open";"316-992-1014";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=134239";134239
"Scribbles And Giggles Derby";"0501165-003";"Scribbles and Giggles Inc";"Child Care Center";"1720 E Walnut Grove Rd";"Sedgwick";"Derby";67037;"02/01/2018";"01/31/2019";"Open";"316-295-2491";79;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000002333";5E+018
"Shasta Baxter Daycare Home";"0062218-008";"Shasta Baxter";"Licensed Day Care Home";"2309 N White Oak Rd";"Sedgwick";"Derby";67037;"11/01/2017";"10/31/2018";"Open";"316-204-9129";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=120259";120259
"Suzette Caldarelli Day Care Home";"0002787-009";"Suzette Caldarelli";"Group Day Care Home";;"Sedgwick";"Derby";67037;"02/01/2018";"01/31/2019";"Open";;12;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5095";5095
"Sweet Pea";"0500998-003";"Lacey Barnett";"Licensed Day Care Home";"245 W Teal Dr";"Sedgwick";"Derby";67037;"08/01/2017";"07/31/2018";"Open";"316-706-2125";10;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=5000000000000001999";5E+018
"Tanglewood Elementary YMCA SAP";"0073759-004";"Young Mens Christian Association of Wichita Kansas";"School Age Program";"830 Ridgecrest";"Sedgwick";"Derby";67037;"07/01/2017";"06/30/2018";"Open";"316-264-1610";60;"https://kscapportalp.dcf.ks.gov/OIDS/Comp_details.aspx?fid=143341";143341
