"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"s"
954812;"EAGLE ELEMENTARY SCHOOL";"600 SOUTH 1ST STREET";"Eagle";"NE";68347;"CASS";"(402) 781-2210";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954770;"MIJI'S CHILD CARE CENTER";"CHARLES ST";"Omaha";"NE";68131;"DOUGLAS";"(402) 706-7297";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954760;"ABC & ME INC TOO";"7305 SOUTH 85 ST";"La Vista";"NE";68128;"SARPY";"(402) 597-1594";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954687;"BUSY BEE'S CHILDCARE CENTER";"3602 F ST";"Omaha";"NE";68107;"DOUGLAS";"(402) 934-2273";"http://busybeeschildcareomaha.com/omaha/3482670";"busybeescccinc@gmail.com";"At Busy Bee’s Child Care Center, we take pride in providing a clean, caring and like-home atmosphere where children can explore and develop to their full potential. Busy Bee’s Child Care Center was founded in 2010, and is family owned and operated.  We believe that play is the means by which young children learn. Busy Bee’s Child Care Center is committed to promoting the growth of the whole child by providing an environment that attends to each child’s physical, emotional, social, and intellectual development. The children are encouraged to make choices and develop independence while learni";"http://busybeeschildcareomaha.com/omaha/3482670";"https://www.facebook.com/pages/Busy-Bees-Child-Care/1595307480717292?_rdr";" Monday to Friday
24 Hours

 Saturday
6:00AM - 5:30PM ";;;;"y";"y";"y";"y";"y";"y";"http://busybeeschildcareomaha.com/communities/0/000/001/766/420//images/9707044.jpg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954665;"COLOR ME HAPPY PRESCHOOL";"308 MAIN STREET";;"NE";68072;"Dodge";"(402) 654-3604";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954662;"STJB AFTER SCHOOL CARE";"500 SOUTH 18TH STREET";"Plattsmouth";"NE";68048;"CASS";"(402) 296-6230";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954638;"CHRISTI CARE";"1304 CLAY STREET";"Fort Calhoun";"NE";68023;"WASHINGTON";"(402) 468-4868";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954634;"EPSF ACE PROGRAM EMS MIDDLE SCHOOL";"3200 NORTH 207 PLZ";"Elkhorn";"NE";68022;"DOUGLAS";"(402) 289-1727";"http://www.elkhornfoundation.org/kids-campus-and-ace/";;"Elkhorn Kids Campus (EKC) exists to enrich the lives of children in elementary school by providing a fun, safe, and positive environment that encourages creativity, learning, and individuality.

The program is licensed by the State of Nebraska, with care provided at each of our elementary schools.";"http://www.elkhornfoundation.org/kids-campus-and-ace/";;;"http://www.elkhornfoundation.org/wp-content/uploads/2013/03/EKC-Application-for-Employment.pdf";"http://www.elkhornfoundation.org/kids-campus-and-ace/ekc-registration-dates/";"http://www.elkhornfoundation.org/kids-campus-and-ace/handbook/";"n";"n";"n";"n";"y";"y";"http://www.elkhornfoundation.org/wp-content/uploads/2012/11/logo1.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954635;"EPSF ACE PROGRAM ERMS MIDDLE SCHOOL";"17880 MARCY ST";"Elkhorn";"NE";68022;"DOUGLAS";"(402) 706-7193";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954631;"WASHINGTON STREET PRESCHOOL";"1663 WASHINGTON ST";"Blair";"NE";68008;"WASHINGTON";"(402) 533-2642";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954624;"ST JAMES WARM HEARTS CHILD CARE AND LEARNING";"1501 FRANKLIN ST";"Bellevue";"NE";68005;"SARPY";"(402) 291-3881";"http://www.warmheart.org/childcare.html";"stjames.umc@warmheart.org";"Enrolling children from 6 weeks to 5 years.
Open 6:30 am - 6:00 pm. Lots of fun daily activities which includes

    Arts & Crafts
    Outside Play
    Library Time
    Weekly Sanctuary Time with the Pastors
    Monthly Music Experience

Learning Centers include Math, Science, Cooking, Art, Writing, Blocks, Construction, Book and Manipulative Centers. All providers have been Safe Sanctuary certified and have passed a thorough background inspection. ";"http://www.warmheart.org/childcare.html";;"6:30 am - 6:00 pm";;;;"y";"y";"y";"y";"n";"n";"http://www.warmheart.org/images/logoStJames_lt_cross.gif";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059674;"OUR BRIGHT FUTURES DAY  CENTER, LLC";"770 L STREET";"Gering";"NE";69341;"SCOTTS BLUFF";"(308) 631-8027";"https://www.facebook.com/OurBrightFuturesDayCenterLlc/info?tab=page_info";;"Our philosophy at Our Bright Futures Day Center, LLC is that all children will be given the opportunity to participate in a wide range of experiences from which to grow. It is our belief that such experiences must be provided in a supportive and nurturing environment, be child oriented, “hands-on” in approach, and allow freedom of choice whenever possible. ";"https://www.facebook.com/OurBrightFuturesDayCenterLlc/info?tab=page_info";"https://www.facebook.com/OurBrightFuturesDayCenterLlc/info?tab=page_info";;;;;"y";"y";"y";"y";"n";"n";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-frc3/v/t1.0-9/557085_377606978961831_1225765378_n.jpg?oh=c1059fe48b0e25c6b218b560ab95d913&oe=561AD711&__gda__=1448374757_f10117c7153bf3301fb962c9801dc4d0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121118;"EDUCARE AT THE LEARNING  COMMUNITY NORTH owned by ";"1612 NORTH 24th ST";"Omaha";"NE";68110;"DOUGLAS";"(402) 905-9990";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059666;"DOTS PRESCHOOL";"205 SOUTH COMMERCIAL AVENUE";"Wallace";"NE";69169;"LINCOLN";"(308) 660-1731";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059667;"SMALL WONDERS PRESCHOOL";"810 WEST 3RD ST";"Valentine";"NE";69201;"CHERRY";"(402) 376-3248";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059659;"KIDZONE";"515 NELSON STREET";"Cambridge";"NE";69022;"FURNAS";"(402) 806-1486";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059653;"JB'S CORNER, LLC";"305 EAST 4TH STREET";"Fairfield";"NE";68938;"CLAY";"(402) 726-9901";"https://www.facebook.com/pages/JBs-Corner-LLC/1374796109472388?sk=info&tab=page_info";;"JB's Corner is a daycare that offers planned activities that will bring opportunities to learn through play, investigating and expressing themselves.";"https://www.facebook.com/pages/JBs-Corner-LLC/1374796109472388?sk=info&tab=page_info";"https://www.facebook.com/pages/JBs-Corner-LLC/1374796109472388?sk=info&tab=page_info";"Mon - Fri: 
6:30 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121117;"BETHESDA SCHOOLAGE CHILD  DEVELOPMENT CENTER owned ";"2123 MIAMI ST";"Omaha";"NE";68110;"DOUGLAS";"(402) 341-2231";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059632;"KEARNEY COMMUNITY  LEARNING CENTER - BUFFALO ";"6110 11TH AVENUE";"Kearney";"NE";68845;"BUFFALO";"(308) 698-8053";"http://kclc.kearneypublicschools.org/modules/groups/integrated_home.phtml?gid=854311&view_cid=46143";;"The Kearney Community Learning Center (KCLC) provides academic based programs at Bryant, Central, Emerson, Kenwood, Park, Buffalo Hills, and Northeast elementary schools after school, Monday-Friday, everyday that school is in session.  In addition, a summer program and out of school days are also available. A free homework clinic is available to all middle school students at Sunrise and Horizon Middle School every regularly scheduled school day. Enrichment activities are available after the homework session for a fee. A summer program is also offered for the Middle School KCLC Programs. Please contact the KCLC office for more information.

KCLC provides a variety of clubs, academic programs, homework help, enrichment activities, recreation activities, field trips and snacks! KCLC is an engaging and energetic  program that will help children succeed both academically and socially! Parents are invited to participate in programs and activities.";"http://kclc.kearneypublicschools.org/modules/groups/integrated_home.phtml?gid=854311&view_cid=46143";;"7:45 am to 5:30 pm ";"http://kearneypublicschools.org/modules/cms/pages.phtml?pageid=77058&sessionid=8568e10d15cc0590aa57e685185e5fbf";"http://kclc.kearneypublicschools.org/modules/locker/files/group_files.phtml?parent=28137914&gid=854311&sessionid=d1c1cbe36cb9c39d21ebd01e3ddf70a7";"http://kclc.kearneypublicschools.org/modules/locker/files/group_files.phtml?parent=21692087&gid=854311&sessionid=d1c1cbe36cb9c39d21ebd01e3ddf70a7";"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017489;"BEGINDERGARTEN";"123 NORTH 13TH STREET";"Fort Calhoun";"NE";68023;"WASHINGTON";"(402) 676-8695";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017497;"KIDS ROUND-UP CHILD DEVELOPMENT CENTER &";"122 Enterprise drive";"Gretna";"NE";68028;"SARPY";"(402) 332-5936";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017498;"LITTLE RIDGES CHILDCARE";"20332 HACKBERRY DR";"Gretna";"NE";68028;"SARPY";"(402) 614-1890";"https://www.facebook.com/Littleridgeschildcare/info?tab=page_info";"sonja@silverridge-gretna.com";"At Little Ridges we are committed to promoting and supporting all aspects of a child's growth and development. Our goals are to give children a sense of self-worth by helping them develop at their own individual pace while learning basic skills. ";"https://www.facebook.com/Littleridgeschildcare/info?tab=page_info";"https://www.facebook.com/Littleridgeschildcare/info?tab=page_info";;;;;"y";"y";"y";"y";"n";"n";"https://scontent-hkg3-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/s720x720/17206_596651793678769_1086714906_n.jpg?oh=9994340bb1805f42cc42316921986387&oe=565B2F9B";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017512;"BRIGHT BEGINNINGS CHILD ENRICHMENT CENTER";"517 7TH STREET";"Scribner";"NE";68057;"DODGE";"(402) 664-2221";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017528;"LOVE KIDS CHILD CARE CENTER";"2537 NORTH 62nd ST";"Omaha";"NE";68104;"DOUGLAS";"(402) 933-9772";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017532;"OSF - FONTENELLE";"3905 NORTH 52nd ST";"Omaha";"NE";68104;"DOUGLAS";"402-557-2045";"http://www.omahaschoolsfoundation.org/programs/early-childhood-education.html";"toba.cohendunning@ops.org";"The new early childhood program provided by the Omaha Schools Foundation will serve children ages 4-5 and will be available at Catlin and Harrison. Picotte has added a second classroom and is taking applications. There is a waiting list for Fullerton Elementary School.  

The philosophy of the early childhood program will mirror that of the Omaha Public Schools District.  It will be a parent-pay program. Currently we offer this wonderful preschool program at four sites:  Harrison, Fullerton, Catlin and Picotte. The program is full days with before and after school Kids Club. Creative Curriculum is used to provide the children with academic, social and emotional opportunities as they begin their learning journey. Please contact 402-557-2045 for enrollment information.";"http://www.omahaschoolsfoundation.org/programs/early-childhood-education.html";"https://www.facebook.com/OmahaSchoolsFoundation";"6:30 a.m.-6 p.m.";;;;"y";"y";"y";"y";"y";"y";"http://www.omahaschoolsfoundation.org/images/logo.png";;;;;;"Friday";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017614;"THE CURIOUS CHILD MONTESSORI PRESCHOOL INC";"7608 GERTRUDE ST";"La Vista";"NE";68128;"SARPY";"(402) 884-4466";"http://www.curiouschildmontessori.com/";"trinity@curiouschildmontessori.com";"It is our goal at The Curious Child Montessori Preschool to develop an independent, self motivated and confident child who embraces a lifelong love for learning. We foster this love for learning by providing an age appropriate, child sized environment that encourages exploration and the ability to learn at their own pace, ultimately guiding them on their chosen path of success.

 ";"http://www.curiouschildmontessori.com/";"https://www.facebook.com/pages/The-Curious-Child-Montessori-Preschool/126326254114822?sk=info&tab=page_info";"Mon - Fri: 
7:00 am - 5:30 pm";;;;"n";"y";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017651;"CHILDREN'S HEAVEN 4, INC";"11321 DAVENPORT ST";"Omaha";"NE";68154;"DOUGLAS";"(402) 884-7282";"http://www.willowtreedaycare.com/";"willowtreedaycares@gmail.com";"With a focus in child development, Willow Tree Daycare provides childcare for children 6 weeks-12 years old. Four convenient Omaha locations! ";"http://www.willowtreedaycare.com/";"https://www.facebook.com/pages/Willow-Tree-Daycare/918211048275323";"Mon - Fri: 
6:00 am - 12:00 am
Sat: 
6:00 am - 6:30 pm";;;;"y";"y";"y";"y";"n";"n";"http://www.willowtreedaycare.com/wp-content/themes/theme50878/images/logo.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017668;"LITTLE PEANUT'S CHILDCARE CENTER";"1115 NORMAN";"CRETE";"NE";68333;"SALINE";"(402) 440-0260";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017704;"BUILDING BLOCKS LEARNING CENTER, INC. DBA KRAYON";"6001 NORMAL BLVD";"Lincoln";"NE";68506;"LANCASTER";"(402) 486-4847";"https://www.facebook.com/pages/Krayon-Campus/134353793284196";;;"https://www.facebook.com/pages/Krayon-Campus/134353793284196";"https://www.facebook.com/pages/Krayon-Campus/134353793284196";;;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017732;"HERE WE GROW PRESCHOOL, LLC";"3600 VILLAGE DRIVE, SUITE 130";"Lincoln";"NE";68516;"LANCASTER";"(402) 540-8883";"http://herewegrowlincoln.com/AboutUs.html";"mspohn@HereWeGrowLincoln.com";" The Here We Grow curriculum is designed to support the strengths and needs of all students. Thematic units are created to provide fun and structured learning while focusing on:

    Pre-academic skills embedded in daily routines

    Basic, intermediate, and advanced vocabulary

    Functional language development

    Music, movement, and games

    Listening and social skills

    Special activities and projects
";"http://herewegrowlincoln.com/AboutUs.html";;;;;;"n";"n";"y";"y";"n";"n";"http://herewegrowlincoln.com/Images/ResponsiveBanner-Mobile.jpg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017738;"ST MICHAEL SCHOOL EXTENDED CARE";"9101 SOUTH 78TH STREET";"Lincoln";"NE";68516;"LANCASTER";"(402) 488-1313";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017782;"PARK CENTER DAYCARE";"202 BOWEN STREET";"Elgin";"NE";68636;"ANTELOPE";"(402) 843-2444";"https://www.facebook.com/ParkCenterDaycare/info?tab=page_info";;"Park Center Daycare opened on June 4th, 2012. Most people in Elgin remember the building as the old Park Center School. The School was located 10 miles west of Elgin on highway 70. Several years after the school closed it was moved into Elgin by the Historical Society ('98). It sits on a lot on Bowen street right off highway 14. The building was in rough shape and screaming for some much needed attention. My Husband and I began talking about the need for more daycare in Elgin. I have a 4 year old son and we had just had a son and I was wanting to work closer to home. We started throwing around the idea of opening a daycare center in Elgin. Bruce said he knew the perfect place. We spoke with a member of the Historical Society and she said that they were talking about selling the building. When I first seen the building I didn't know what to think. The inside was almost as bad as the outside. But I guess I underestimated my Husband alittle. We purchased the building and began the remodel at the end of February. In no time the project took off!!! I was amazed at how quickly it began to look like a daycare. Our initial thought for an opening date was July 1st, but we were so far ahead of schedule we moved our opening date to June 4th!! We figured the building had sat empty for long enough we were anxious to say the least to get kids running and playing in the building once again! Now we have been open for 4 months and things are going great. We have new children enrolling about every week and we always have room for drop ins. It is hard to find a job that you like and very rare to find one that you love so I consider myself a very lucky person because I love what I do!! ";"https://www.facebook.com/ParkCenterDaycare/info?tab=page_info";"https://www.facebook.com/ParkCenterDaycare/info?tab=page_info";"Mon - Fri: 
5:00 am - 7:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017785;"MUNCHKIN PATCH";"211 W MAPLE";"North Bend";"NE";68649;"DODGE";"(402) 652-8395";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017800;"HANDS OF HOPE";"102 WEST WRY STREET";"Chambers";"NE";68725;"HOLT";"(402) 482-5835";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017821;"HUMPTY DUMPTY DAYCARE";"405 JOHNSON STREET";"Wakefield";"NE";68784;"DIXON";"402-287-1006";"https://www.facebook.com/pages/Humpty-Dumpty-Daycare-Wakefield-NE/256241064484446";;;"https://www.facebook.com/pages/Humpty-Dumpty-Daycare-Wakefield-NE/256241064484446";"https://www.facebook.com/pages/Humpty-Dumpty-Daycare-Wakefield-NE/256241064484446";;;;;"y";"y";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017823;"BRIGHT START PRESCHOOL";"616 GRAINLAND ROAD";"Wayne";"NE";68787;"WAYNE";"(402) 518-0284";"https://www.facebook.com/BrightStartPreschool/info?tab=page_info";"brightstartwayne@gmail.com";;"https://www.facebook.com/BrightStartPreschool/info?tab=page_info";"https://www.facebook.com/BrightStartPreschool/info?tab=page_info";"Tue - Thu: 
8:15 am - 3:15 pm";;;;"n";"n";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017832;"PLATTE VALLEY CHILDRENS ACADEMY, LLC";"2820 HIGHWAY 34";"Grand Island";"NE";68801;"HALL";"(308) 380-8318";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017849;"TEENYTINIES, LLC DBA CRAYOLA COLLEGE";"1110 K STREET";"Aurora";"NE";68818;"HAMILTON";"(402) 694-2417";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017869;"KEARNEY COMMUNITY LEARNING CENTER -";"910 EAST 34TH STREET";"Kearney";"NE";68847;"BUFFALO";"(308) 698-8032";"http://kclc.kearneypublicschools.org/modules/groups/integrated_home.phtml?gid=854311&sessionid=ed917b577a3b89eb69469171752a0838";"micarehart@kearneycats.com";"The Kearney Community Learning Center (KCLC) provides academic based programs at Bryant, Central, Emerson, Kenwood, Park, Buffalo Hills, and Northeast elementary schools after school, Monday-Friday, everyday that school is in session.  In addition, a summer program and out of school days are also available. A free homework clinic is available to all middle school students at Sunrise and Horizon Middle School every regularly scheduled school day. Enrichment activities are available after the homework session for a fee. A summer program is also offered for the Middle School KCLC Programs. Please contact the KCLC office for more information.

KCLC provides a variety of clubs, academic programs, homework help, enrichment activities, recreation activities, field trips and snacks! KCLC is an engaging and energetic  program that will help children succeed both academically and socially! Parents are invited to participate in programs and activities.";"http://kclc.kearneypublicschools.org/modules/groups/integrated_home.phtml?gid=854311&sessionid=ed917b577a3b89eb69469171752a0838";;;"http://kearneypublicschools.org/modules/cms/pages.phtml?pageid=77058&sessionid=ed917b577a3b89eb69469171752a0838";"http://kclc.kearneypublicschools.org/modules/groups/group_pages.phtml?gid=854311&nid=61819&sessionid=ed917b577a3b89eb69469171752a0838&sessionid=ed917b577a3b89eb69469171752a0838";"http://kclc.kearneypublicschools.org/modules/locker/files/group_files.phtml?parent=21692087&gid=854311&sessionid=ed917b577a3b89eb69469171752a0838";"n";"n";"n";"n";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017870;"KEARNEY COMMUNITY LEARNING CENTER - SUNRISE";"4611 AVENUE N";"Kearney";"NE";68847;"BUFFALO";"(308) 698-8032";"http://kclc.kearneypublicschools.org/modules/groups/integrated_home.phtml?gid=854311&sessionid=ed917b577a3b89eb69469171752a0838";"micarehart@kearneycats.com";"The Kearney Community Learning Center (KCLC) provides academic based programs at Bryant, Central, Emerson, Kenwood, Park, Buffalo Hills, and Northeast elementary schools after school, Monday-Friday, everyday that school is in session.  In addition, a summer program and out of school days are also available. A free homework clinic is available to all middle school students at Sunrise and Horizon Middle School every regularly scheduled school day. Enrichment activities are available after the homework session for a fee. A summer program is also offered for the Middle School KCLC Programs. Please contact the KCLC office for more information.

KCLC provides a variety of clubs, academic programs, homework help, enrichment activities, recreation activities, field trips and snacks! KCLC is an engaging and energetic  program that will help children succeed both academically and socially! Parents are invited to participate in programs and activities.";"http://kclc.kearneypublicschools.org/modules/groups/integrated_home.phtml?gid=854311&sessionid=ed917b577a3b89eb69469171752a0838";;;"http://kearneypublicschools.org/modules/cms/pages.phtml?pageid=77058&sessionid=ed917b577a3b89eb69469171752a0838";"http://kclc.kearneypublicschools.org/modules/groups/group_pages.phtml?gid=854311&nid=61819&sessionid=ed917b577a3b89eb69469171752a0838&sessionid=ed917b577a3b89eb69469171752a0838";"http://kclc.kearneypublicschools.org/modules/locker/files/group_files.phtml?parent=21692087&gid=854311&sessionid=ed917b577a3b89eb69469171752a0838";"n";"n";"n";"n";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017872;"SMILING FACES & HAPPY HANDS ACADEMY - NORTH";"6111 4TH AVENUE #2";"Kearney";"NE";68847;"BUFFALO";"(308) 627-7658";"https://smilingfaceshappyhandsacademy.wordpress.com/our-locations/";;"At Smiling Faces & Happy Hands Academy we focus on child development, learning and caring for your child to our fullest potential. ";"https://smilingfaceshappyhandsacademy.wordpress.com/our-locations/";;"5:30am – 10:30pm";;"https://smilingfaceshappyhandsacademy.wordpress.com/enrollment/";;"y";"y";"y";"y";"y";"y";"https://smilingfaceshappyhandsacademy.files.wordpress.com/2014/08/hands.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017881;"LITTLE LAMBS CHRISTIAN PRE-SCHOOL";"1022 ELM STREET";"Saint Paul";"NE";68873;"HOWARD";"(308) 754-5135";"http://www.clcstpaulne.org/index.php?p=1_6_Little-Lambs-Preschool";;"Our Philosophy:
Early childhood education is an integral part of our congregation's mission and ministry.
A young child is a gift from God and learns best about God's world through experimentation and exploration.
";"http://www.clcstpaulne.org/index.php?p=1_6_Little-Lambs-Preschool";;;;"http://clcstpaulne.org/index.php?p=1_9_2012-13-Registration";;"n";"n";"y";"y";"n";"n";"http://clcstpaulne.org/web_images/burgundy_nameplate_small.jpg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017895;"LITTLE LEARNERS CHILDREN'S ACADEMY";"1326 6th AVENUE";"Holdrege";"NE";68949;"PHELPS";"(308) 991-3227";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017913;"AGAPE PRESCHOOL";"1721 LAKE AVENUE";"Gothenburg";"NE";69138;"DAWSON";"(402) 960-7457";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1017929;"LIL' RASCALS PLAYHOUSE";"1170 11TH STREET";"Gering";"NE";69341;"SCOTTS BLUFF";"(308) 672-3096";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059441;"BENNINGTON FOUNDATION  HERITAGE BEFORE AND AFTER ";"9950 ROSEWATER PKWY";"Bennington";"NE";68007;"DOUGLAS";"(402) 238-3044";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121114;"MOCK'S LOVING LIFE LEARNING  CENTER LLC";"2021 Q ST";"Omaha";"NE";68107;"DOUGLAS";"(402) 733-1353";"https://www.facebook.com/pages/Mocks-Loving-Life-Learning-Center/694647200619701?sk=info&tab=page_info";"lovinglifelearningcenter@gmail.com";;"https://www.facebook.com/pages/Mocks-Loving-Life-Learning-Center/694647200619701?sk=info&tab=page_info";"https://www.facebook.com/pages/Mocks-Loving-Life-Learning-Center/694647200619701?sk=info&tab=page_info";;;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121113;"LOS SOLESITOS DAY CARE  owned by LOS SOLESITOS DAY ";"5414 SOUTH 36th ST";"Omaha";"NE";68107;"DOUGLAS";"(402)905-0100";"https://www.facebook.com/solesitosdaycare/info?tab=page_info";;"Our mission:
Is to ensure and educate in the early years of life by giving it to get to know the child cultural diversity so that you can develop best in the future..";"https://www.facebook.com/solesitosdaycare/info?tab=page_info";"https://www.facebook.com/solesitosdaycare/info?tab=page_info";"Monday to Friday
 5:30am To 11:00pm 
 Saturday And Sunday 
5:30am to 3:00pm";;;;"y";"y";"y";"y";"n";"n";"https://scontent-lax1-1.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/1016355_295186140666502_7606366292005324445_n.png?oh=703654d955bf88c1169a0e9506aeb368&oe=561E3D06";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089686;"MONKEY SEE MONKEY DO  CHILD CARE CENTER";"1302 BOYD STREET";"Ashland";"NE";68003;"SAUNDERS";"(402) 990-3832";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089687;"BENNINGTON FOUNDATION  PINE CREEK BEFORE AND ";"7801 NORTH HWS CLEVELAND BLVD";"Bennington";"NE";68007;"DOUGLAS";"(402) 238-3044";"http://www.benningtonschoolsfoundation.org/programs/allstar/location/";;"The Mission of the BENNINGTON PUBLIC SCHOOLS FOUNDATION is to generate and distribute resources to or on behalf of the Bennington Public School District to enrich teaching, inspire learning, maximize opportunities and promote excellence in education for all students.
The Foundation will achieve its mission by directing resources as follows:

• Assist students in achieving their educational goals through a variety of scholarship opportunities
• Support staff for innovative efforts through classroom grants
• Recognize excellence of caring adults within our school system
• Support programs for the betterment of our school district
• Build community awareness for the Bennington Public Schools Foundation
";"http://www.benningtonschoolsfoundation.org/programs/allstar/location/";"https://www.facebook.com/benningtonpublicschoolsfoundation";;;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
