"FacilityID";"InspectionID";"Inspection Date";"Inspection Result"
"BrooklynDC36743";"bf652719134b04e162ca8d166713adb8";" 9/22/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22439";"dd421a51e651147a8a9d6167507dac5e";" 3/30/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC22438";"7062cae71ccda9729ed4640ebee35b17";" 3/31/21";
"BrooklynDC435";"9c4d9f39c6cecc54fc5dc33d17bd817b";" 10/8/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC12164";"a9cc1487c6c5d477863c39e6ffb1037c";" 11/23/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC36174";"5663ae425a14a663b49625cb42656948";" 11/18/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC379";"76e8db7d9e16af75865c8c93cf26a1c6";" 8/17/21";
"BrooklynDC14120";"b429e405514c4dc0b25b25f2393f32a8";" 10/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC19662";"16aa73a2262ddf5a4720b5370bdfbdc9";" 8/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC18573";"8596a67bd8d455851fd0eee52954e9e9";" 10/27/21";
"BrooklynDC17217";"c68ea467852eb1fe7bc5e168b864ddea";" 11/5/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC20170";"e0f041b0ce173ada4432e20e951d093a";" 11/5/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC955";"58cd5103e989a5efa74df8794e68dfef";" 8/31/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC10600";"a38e92712c7fc38b955eed09ce93c24b";" 11/12/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC40083";"72ce55d480a61f33aac1610e0acf8e83";" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC21475";"905dd7dfe953ccd71c90aa9a76fef9af";" 6/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC20790";"6cae34da42b8e78e0e6ed4bad8274de7";" 6/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC150";"a7c8e82964e91fa23b4b3f59d1cbbfec";" 6/2/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34461";"779971a46aa15ffac695657cc4f59df9";" 3/4/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39649";"31559237257cfc143afce152f0f571d5";" 11/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39650";"7a08d81057e2e399c247a9392654e53e";" 11/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33478";"2f59758f7b54a3878a2325863e6bc695";" 11/23/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC35310";"39416b42239fa5ff1711482ac514a31a";" 3/4/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24816";"5812f7ec40fed6c197c7a61017077dbc";" 11/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC345";"21e5034d9d41efef43a1d6fcaad4bc1f";" 12/9/21";
"BrooklynDC32654";"40d07480f7337024148309675dccdf9d";" 12/14/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC19673";"89b9cd007f6496352e6723157f4cb17c";" 11/17/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC14448";"004cab896378a7604e19d12e02949647";" 12/16/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC821";"8adcef749f3b3293f81c0451c422d239";" 1/25/22";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC32885";"a89f422fa2d81c1e05dd0f6a4177b175";" 12/13/19";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC1779";"3f70fc945117908cea776d160e38273b";" 12/9/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC25539";"de125a1ad568a68fb4ea746b2993307a";" 5/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC20001";"c5bb68662498e9e8a351588f81fea9c6";" 9/2/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC36381";"f687a20b47d00ae6ec7020ea04144ee4";" 10/22/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36382";"e8da5d01edd921ed1cf9f1bb0653f53d";" 10/22/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC35991";"5e1d52065ff3a62601ffc52207fe31e6";" 11/19/19";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC38370";"01f943c37450c459d6db30ebe7038caf";" 8/19/21";" Lead Based Paint or Lead in Water Inspection - Previously cited violations corrected"
"BrooklynDC1784";"2528d0cf2cd52abfcdb7bd90d94c5b16";" 5/12/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39399";"7247488ac6390b1d28bdd5991c8ad871";" 7/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24861";"70ffee2651c31c149276cf66a4900039";" 7/21/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC10590";"2af2e8ed2de44ea34876dd55c7c7e0e8";" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC14121";"ecfdaafa8c115dd7ff75daa4f93567dd";" 9/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34885";"037704fa55b990ed7e46142868bda87a";" 10/28/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC35146";"46f0aae84d39095ce7ebe6bba4ae58e3";" 10/28/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC31955";"2c67b1dbb3d3e35a01442a98e83a9d93";" 10/19/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36140";"81c208506a638a48f5a3a97117373b64";" 10/19/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC35696";"40046ac7e1ab444d16c803fd06b0b65c";" 10/25/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37290";"b73ebaeb39b6b0c48177d58c0b7154ec";" 10/25/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC21565";"2a649007165806423b9309a43c3909d0";" 10/19/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25434";"df7b181afdf58d47a31847ee33c70800";" 12/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24979";"a1e9762cc64b34a855ac1fcd9207fb3d";" 10/19/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37080";"ca95c46db6003715dae0d54ef347929d";" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38294";"bf29ba96319bb718a6c93511d79fe70f";" 8/11/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36767";"b005dbf2efb52e323a9b22caf3f809d9";" 12/3/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC17258";"a0f9758b4aff2c53b6df2b7ec9c8cb5f";" 7/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37642";"2091e52e241f6559f471906a73a0e825";" 1/19/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24722";"f07772e9317cea9c6fba31c96f309e15";" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36410";"60893aa2cfb650d2338b20ad4b76eb1b";" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33871";"87810cb1d5d3d500e6108d03a495ea82";" 1/19/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34041";"77d401e32441c63f780c72d7ff8e4240";" 10/8/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC37020";"eed5e2a88977c1686baf7969cf1016f7";" 8/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC16671";"fe3d45a3cecd0bf02bacf4d0220c4e85";" 11/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22315";"2bd050d433dc53c58986ecb9381e3787";" 11/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC15558";"406335d8e4d5ad49ea4a5c14d98dca48";" 2/1/22";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC2099";"e8944ee742a7fec541e6796499755642";" 11/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC16672";"59ced8a544e1cbb934cca7de208a32d0";" 9/14/21";
"BrooklynDC14454";"7fa3b12511f2c565eb7f5832a44aecd9";" 11/3/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC2119";"f10f7081220df8ebb63e6b637797bb03";" 11/10/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC14362";"68dbb76850916c155dd332f4222fd9fb";" 10/20/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC22372";"9858f9198a2dbe358ddc28dc37cf812d";" 11/16/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22322";"83ec369c8317ada1c5356d9555916490";" 11/3/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC677";"cda4acc7b6756461fc7cfb97000bb362";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC323";"e52cde39017b62042e39b6aa1ef47eb4";" 10/25/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22211";"4fadbc8e5173dd72c3e254709ebaac4b";" 11/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36960";"c81489ace00421d113e7e7db15ebee9c";" 10/7/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34078";"23119621106d6fe14e3c91021e738556";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1959";"fa1e7e9539067cfadcbe28850630804d";" 11/17/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC12184";"516d4e5324e30fb6ee730ddb6f283f7b";" 11/17/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC24543";"b96b325d08b355fc71ad74aaad02e02a";" 12/2/21";
"BrooklynDC19672";"f61531f512d947398af4bbe170d02d09";" 12/7/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC21163";"a28f9967bf9582001c19b1ae597e6557";" 11/4/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC25442";"f51d198e42d75760311d4a7894c58a5f";" 12/16/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC21126";"9b455d16d858a162a68c779d1ce66c99";" 11/10/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC1107";"caa15b6904dbd9d0ed1483b91333b6a7";" 3/5/20";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC22779";"8c091dd5729ae4982c4fa3e342d5b3de";" 12/17/19";" Compliance Inspection of Open Violations - Reinspection Required; Fines pending"
"BrooklynDC32529";"c6104b3c472d2a69ec0c7a2e296f4d7f";" 12/1/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC12020";"ac6ea079c1d318b3da4641e561fb98f0";" 11/3/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC20455";"d4378b5458e92312df4f53af1a503329";" 6/3/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC23092";"34b913c3b29c5b2d7fb50922434675c4";" 12/9/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC22218";"19923e372310bc73616fd87ee60f3909";" 1/15/20";" Compliance Inspection of Open Violations - Previously cited violations corrected"
"BrooklynDC1079";"44f835803b721ef1cfa95f09b09df384";" 10/27/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC21814";"95ad89dbc8038a20606c0016c613d0fc";" 1/10/20";" Compliance Inspection of Open Violations - Reinspection Required; Fines pending"
"BrooklynDC12181";"cb3a367a0a8157a49d14e8f84ff120d7";" 11/30/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC21228";"d901050cfb368f144c8d67540d36bc47";" 10/10/19";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC12183";"2925095bcda57235b84318a5fd3bdbe4";" 1/8/20";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC24959";"80b9dab0be90a95ca50578ce5ae8033a";" 10/13/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC25072";"670b3e940f32276e3cc092036574292b";" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC567";"d1dab9ffd4bc585470858effc410d7fd";" 6/25/21";" Compliance Inspection of Open Violations - Reinspection Required"
"BrooklynDC1049";"a3d93a2223ea6673a4f3046e44e518e3";" 10/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC12186";"eb53f73b1e9c816fd1805b11debb52ce";" 11/17/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC1077";"1ecec6b554fc2c57d8ff08aa3043ff99";" 10/14/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC39958";"31c97c579ae3ae9a387103927409f2e8";" 11/18/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC34746";"17f22ff6e3d0285020a7758cf42da7ad";" 10/19/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC32781";"c185265c1105727c58b48b03c0e3ac8a";" 11/18/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC564";"787a5302b739ae97eb599acbee7c1673";" 11/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1962";"7f1fc1d74829304bd2997875f3a6d956";" 11/10/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC23103";"1eec32806993acb0f5ef44ef8f8ffe57";" 11/14/19";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC17548";"0d5c6b6f4b8fa54fff9423d6abbaaabc";" 12/11/19";" Compliance Inspection of Open Violations - Reinspection Not Required"
"BrooklynDC21476";"566a597402f61011db89d411a93c69bd";" 5/5/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"BrooklynDC24725";"4d79e740f069a61ba1b640bad65d9ef9";" 11/14/19";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC36982";"d58130a136359de0ad42ca129412ff4b";" 12/7/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC37508";"5a18f20f073d7ca0722c4d1b35e220c4";" 2/13/20";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38851";"3a5e89e6aea72135d79b046cdd75b917";" 10/29/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC1109";"6025495f228aa9959c16054554813933";" 2/11/20";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC24754";"3e9d7486ec2af92f3cd7936f3ae620e3";" 2/1/22";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC14721";"c363711c3ca7f3ed8744f4a7a82dcafd";" 11/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36741";"99f287a286a20d956545398244592d83";" 11/13/19";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC20116";"dde181828247fae5faf46fc3d3408fec";" 2/1/22";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC14723";"ec3ccec5f3a2d004c2e9995624e79f9e";" 11/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25391";"e992fdaad8842e4aee0aaf413d92888e";" 6/3/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC215";"8f94a6019efd030306f617cc8d59ce09";" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25324";"080ac029bfa26b3afd897b7bba7df959";" 11/13/19";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC25668";"ce90d337b85713a9f7a888c78a7f0888";" 9/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC14471";"ed2ae1c03e4d77c88f2d28ffefc2701a";" 9/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC23069";"e7a7289753def837c9cb5bd14a112b16";" 9/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC23053";"c0a599925fd470c97450bf1970875e32";" 10/8/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25830";"c1d7387a6c90d86afa08a4e3419e7564";" 10/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC21635";"5a894a340771c1b3f1b833b6aa12fc68";" 7/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC614";"57c545a35a589ac0ed2ca87040a2cd13";" 1/16/20";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC390";"8b9f88ffec81e3df66b53ed5413e42ea";" 11/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC18161";"b7274ca1b07aed611cee5fed8ccc318b";" 8/26/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC15202";"af59c448679ec3a325ce93cfbabda0b6";" 12/3/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC2643";"686184a5907dcd724bfb4f7ea00720c4";" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC36584";"786738a3d9169d66b3a7802d01534fc8";" 10/16/19";" Initial Annual Inspection - Reinspection Not Required"
"ManhattanDC14505";"4de3032240b484865e5a61686e9298f8";" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2574";"227bd49f219ff7d6a09a8a772fdf03a9";" 12/8/21";
"ManhattanDC32276";"7cccd7f68b7dda169c19a8a3ed6357d3";" 11/10/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"ManhattanDC24683";"d19dc152def0c883955708e02def21cc";" 10/12/21";
"ManhattanDC1229";"644d0d9e45442da8d2fae1c3644b4886";" 10/28/20";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2981";"c4db54f8506aeb335cb90d6ef91a351c";" 11/19/21";" Monitoring Inspection Non-Routine - Passed inspection; Violations corrected at time of inspection"
"ManhattanDC34011";"b1b164a8ddffcfd90f91353c89cfe7cb";" 9/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC24873";"8924a26069a19eedaeb9f8c880603fb7";" 10/18/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"ManhattanDC31933";"f06e30001c630f122b5a1fc6f015713b";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC31943";"e589fe87bfaf3907453e324c95eb6e0d";" 10/13/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"ManhattanDC36871";"e6b9843fabafdfc887cb8da769f73253";" 7/15/21";" Monitoring Inspection Non-Routine - Reinspection Required"
"ManhattanDC33249";"b07ea1f0087c8b015705a053464198b2";" 7/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC38679";"83354ff0a24d23138c6e0b77aeaa8ac8";" 7/15/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC2583";"730d04f8b53e70eadc4c8c4c7b8620a3";" 4/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC32494";"f7c83b072b617bbde9de51a7e97bc4c5";" 10/5/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2550";"726cb719f973a574404ebc82834084e4";" 1/21/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2576";"5800b9f7d9101804f5e63c8a17f2ac0b";" 10/28/21";" Initial Annual Inspection - Reinspection Required"
"ManhattanDC2547";"0e9875648203b0c9e3962e30d094a6df";" 10/13/21";" Initial Annual Inspection - Reinspection Not Required"
"ManhattanDC15271";"775099a15e11efeef9ec01d576617656";" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC1135";"c4aff583a77a3eaa57a2fcd11eb8efdf";" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC1169";"1e4df1be8cef1af474c2f8e496c2a944";" 6/8/21";" Initial Annual Inspection - Reinspection Required"
"ManhattanDC14857";"b760c70fec3281bff1e7069e39136862";" 9/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC35665";"aa7541816013ddeb066535cfe7b90148";" 10/27/21";" Initial Annual Inspection - Reinspection Required"
"ManhattanDC40661";"4d2df3682c5e98935808bfbe386ef27d";" 11/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2207";"71dd2105077afefeb31c47aeb0796de3";" 11/30/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC26179";"52b8cdef7de3f742e0605b767a530d26";" 10/25/21";" Compliance Inspection of Open Violations - Previously cited violations corrected"
"ManhattanDC2163";"0f0d4bc10d5cae81e6e19a665c2b1b92";" 11/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC12261";"9eb6913cd7e7ac6489b1e1374ff83e3c";" 11/18/21";" Monitoring Inspection Non-Routine - Reinspection Not Required"
"ManhattanDC2685";"ce07346b2f17a0165a730fd848005e93";" 9/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC36458";"fc2f17866091c4d099dc194011fe7c48";" 10/6/21";" Initial Annual Inspection - Reinspection Not Required"
"ManhattanDC14373";"aac67d0556fab9d5d83ac3d4d836326b";" 10/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2219";"6b02b4221e71fb4e754b95695caf11fc";" 10/18/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC22469";"1811ada3f0e174b3a88aef2cafcc6819";" 6/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC14463";"f3f6e33de2da2c4e38ec7c68fed4a213";" 12/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC14844";"954d00354a76e73ce11da179b060a388";" 12/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC12117";"3de1ebe03d93da777a59f8d92a0d9888";" 12/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC35466";"21c17dc5a01694df29117d7c6f2af7b8";" 11/3/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC35464";"e6ad1b6b84fe26bb0fbf0a7fad44582c";" 11/3/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"ManhattanDC3081";"a442cb5f0643073de49a634df43bd82a";" 7/16/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC19552";"bda1bc45075ed43a57062fc09d4298ed";" 11/17/21";" Initial Annual Inspection - Reinspection Required"
"ManhattanDC2997";"7876c68beaf0661ce270cb0001c60a5a";" 7/22/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC33992";"304c2e7062a22204e3e56d17a256b425";" 5/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC22340";"7d394e145137f0338b2cb2a6b8b8e34c";" 11/4/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC3052";"e3c4c2d643402868c28bb5ae3fa55c3e";" 11/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC38078";"a871dec0c06a2ba4374079866b0d89dd";" 11/3/21";" Initial Annual Inspection - Reinspection Not Required"
"ManhattanDC31743";"75452fc85a93411991efa80c6bd084a4";" 4/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC26086";"bc2ef5cb4890620d8ded780da71fbe50";" 10/14/21";" Monitoring Inspection Non-Routine - Reinspection Not Required"
"ManhattanDC34841";"35d00c39e90062ce3867ff2fbc7aa731";" 1/31/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC34842";"762093100c92f7bfade3e9828a29a652";" 1/31/22";" Initial Annual Inspection - Reinspection Not Required"
"ManhattanDC2704";"68bf2562e07dec5d1e673fc830228283";" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2282";"b5d3290deaede656c456dad6778b0c84";" 10/4/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC19627";"b814ef3920497a5273e410d984264677";" 7/28/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC14761";"4b3df316b85139f74f9139824f934b4a";" 1/18/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC12265";"16b14a29f790e22281bb20a3eeeb0a09";" 10/12/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC1137";"f8cf0ed72b3402425155f15f0cc6f6f1";" 9/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC14800";"4b7f2e7ee0aa4996482c470ae6ac9f19";" 12/21/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC16685";"d0fa51661fe663042d3a5f2d0b8ae706";" 11/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC11073";"46ce01683270cc9edddd48de837b96f1";" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC19519";"f670d06592479ea874bd45c942edcf01";" 7/28/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC2269";"b55027b6a0cf912c90c9100811eb7814";" 1/18/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC14807";"a7c9ad4b23dbe67fcb9f2075c3608667";" 9/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC25326";"1323372e7da43b3479064418d464fb15";" 10/21/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC2285";"e9df6b89cb9cdc567cd30cb801f06496";" 12/21/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC34439";"c5f616b28d99e3a60a0d72e5c1141539";" 1/31/22";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection"
"ManhattanDC34438";"44a35ff2fa115772973a14ac87868de5";" 1/31/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC36668";"ab7575a77a5c0b27264ceb570149c96d";" 11/24/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC36669";"8ffc57df27b2b2cf74241161424d1f16";" 11/24/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"ManhattanDC39852";"4b60d7a7f9ffdcbbc7f67e60419a8d7b";" 1/4/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC39849";"79c9737b8dd7ab08ef6879e072081fb2";" 1/4/22";" Initial Annual Inspection - Reinspection Not Required"
"ManhattanDC38870";"cdc3f07faa82c5445c6a8b0c86a17bbb";" 1/27/22";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"ManhattanDC38871";"41c2740ddda06904cdfe3677a9a2eca9";" 1/27/22";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"ManhattanDC35593";"0ff037280661225f443433e248d3513d";" 12/28/21";
"ManhattanDC35590";"9a9aa5f5411f325a6b5a13315cf547b6";" 12/28/21";
"ManhattanDC36111";"0bb7e6aca40942532c9608337962b7b2";" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC36113";"1a94ef50eaa5fb346c5d2165c02185e0";" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations"
"ManhattanDC37502";"eed1c33ed74212f387efa7a0bb16cd6c";" 12/29/21";" Monitoring Inspection Non-Routine - Reinspection Not Required"
"ManhattanDC37494";"9936551e3316a7c7eb891fbc80e6dc38";" 12/29/21";" Monitoring Inspection Non-Routine - Reinspection Not Required"
