"FacilityID";"InspectionID";"Inspection Date";"Violation Summary";"Code Sub Section";"Violation Category";"Violation Status"
"ManhattanDC24873";"8924a26069a19eedaeb9f8c880603fb7";" 10/18/21";"Permittee shall prohibit staff or volunteer from attending program in absence of immunization compliance and documentation";"47.33(c)(3)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC24873";"8924a26069a19eedaeb9f8c880603fb7";" 10/18/21";"Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.";"47.13(f)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC24873";"8924a26069a19eedaeb9f8c880603fb7";" 10/18/21";"Child care service failed to conduct business and employment reference checks of staff/volunteers.";"47.19(i)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC24873";"8924a26069a19eedaeb9f8c880603fb7";" 10/18/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC36871";"e6b9843fabafdfc887cb8da769f73253";" 7/15/21";"At time of inspection diaper changing counter Not properly constructed. Diaper changing area observed Not to be adjacent to a hand wash sink with adequate hot and cold running water.";"47.43(h)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC2576";"5800b9f7d9101804f5e63c8a17f2ac0b";" 10/28/21";"Sufficient handwash sinks with hot and cold running water, liquid soap, drying devices Not provided in commercial buildings.";"131.09(d)(2)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC2576";"5800b9f7d9101804f5e63c8a17f2ac0b";" 10/28/21";"Approved fire extinguishers provided in good working order and inspected";"43.22(b)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC2576";"5800b9f7d9101804f5e63c8a17f2ac0b";" 10/28/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2576";"5800b9f7d9101804f5e63c8a17f2ac0b";" 10/28/21";"Person in charge of school prohibits staff from attending in absence of immunization documentation";"43.11(c)(3)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2547";"0e9875648203b0c9e3962e30d094a6df";" 10/13/21";"The owner or agent tenant or manager fails to maintain building in safe manner; Structural integrity Not maintained; Building Not free of pests; Adequate heat ventilation and lighting Not provided; Not free of nuisances/hazards.";"131.05(a)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC2547";"0e9875648203b0c9e3962e30d094a6df";" 10/13/21";"Adequate lighting Not provided in commercial building at time of inspection.";"131.09(a)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2547";"0e9875648203b0c9e3962e30d094a6df";" 10/13/21";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2547";"0e9875648203b0c9e3962e30d094a6df";" 10/13/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2547";"0e9875648203b0c9e3962e30d094a6df";" 10/13/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2547";"0e9875648203b0c9e3962e30d094a6df";" 10/13/21";"Staff submitted immunization record. File maintained confidential. File including electronic available for inspection on site";"43.11(c)(2)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC1169";"1e4df1be8cef1af474c2f8e496c2a944";" 6/8/21";"Windows excluding fire escape windows in a child care service observed without window guards in a child care service.";"47.41(e)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC1169";"1e4df1be8cef1af474c2f8e496c2a944";" 6/8/21";"At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.";"47.49(c)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC1169";"1e4df1be8cef1af474c2f8e496c2a944";" 6/8/21";"At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate potential hazards.";"47.57(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC1169";"1e4df1be8cef1af474c2f8e496c2a944";" 6/8/21";"At time of inspection required hand wash signs were Not provided.";"47.35(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC35665";"aa7541816013ddeb066535cfe7b90148";" 10/27/21";"Adequate natural or artificial ventilation Not provided; Commercial building Not free of harmful heat dust fumes vapors or gases";"131.09(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC35665";"aa7541816013ddeb066535cfe7b90148";" 10/27/21";"Sufficient handwash sinks with hot and cold running water, liquid soap, drying devices Not provided in commercial buildings.";"131.09(d)(2)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC35665";"aa7541816013ddeb066535cfe7b90148";" 10/27/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC35665";"aa7541816013ddeb066535cfe7b90148";" 10/27/21";"School operator conducts pre-employment credential and qualification review";"43.13(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC12261";"9eb6913cd7e7ac6489b1e1374ff83e3c";" 11/18/21";"At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.";"47.41(h)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC12261";"9eb6913cd7e7ac6489b1e1374ff83e3c";" 11/18/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC12261";"9eb6913cd7e7ac6489b1e1374ff83e3c";" 11/18/21";"Cots or other sleep equipment Not placed two feet apart or separated by a partition";"47.55(b)(3)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC12261";"9eb6913cd7e7ac6489b1e1374ff83e3c";" 11/18/21";"Adequate space/arrangement to provide separate storage areas for children's outer garments Not provided or maintained at time of inspection.";"47.55(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC36458";"fc2f17866091c4d099dc194011fe7c48";" 10/6/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC36458";"fc2f17866091c4d099dc194011fe7c48";" 10/6/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC35464";"e6ad1b6b84fe26bb0fbf0a7fad44582c";" 11/3/21";"Adequate space/arrangement to provide separate storage areas for children's outer garments Not provided or maintained at time of inspection.";"47.55(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC35464";"e6ad1b6b84fe26bb0fbf0a7fad44582c";" 11/3/21";"Frozen food observed being thawed by unacceptable method at time of inspection.";"81.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC19552";"bda1bc45075ed43a57062fc09d4298ed";" 11/17/21";"Heating apparatus provided with protective guards. Space heater prohibited";"43.22(d)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC19552";"bda1bc45075ed43a57062fc09d4298ed";" 11/17/21";"Approved fire extinguishers provided in good working order and inspected";"43.22(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC19552";"bda1bc45075ed43a57062fc09d4298ed";" 11/17/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC19552";"bda1bc45075ed43a57062fc09d4298ed";" 11/17/21";"Separate room/compartment provided for coats; coats able to hang without touching other coats";"45.11(e)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC38078";"a871dec0c06a2ba4374079866b0d89dd";" 11/3/21";"School obtains written consent of employee to conduct clearance review and share results with Department";"43.13(d)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC26086";"bc2ef5cb4890620d8ded780da71fbe50";" 10/14/21";"At time of inspection required hand wash signs were Not provided.";"47.35(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC26086";"bc2ef5cb4890620d8ded780da71fbe50";" 10/14/21";"At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.";"47.41(h)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC26086";"bc2ef5cb4890620d8ded780da71fbe50";" 10/14/21";"At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.";"47.45(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC26086";"bc2ef5cb4890620d8ded780da71fbe50";" 10/14/21";"Frozen food observed being thawed by unacceptable method at time of inspection.";"81.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC26086";"bc2ef5cb4890620d8ded780da71fbe50";" 10/14/21";"Sufficient handwash sinks provided so that distance from food prep/service or ware wash area does Not exceed 25 feet";"81.21(a)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC34842";"762093100c92f7bfade3e9828a29a652";" 1/31/22";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC34842";"762093100c92f7bfade3e9828a29a652";" 1/31/22";"At time of inspection required hand wash signs were Not provided.";"47.35(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC34842";"762093100c92f7bfade3e9828a29a652";" 1/31/22";"Refrigeration units provided with thermometers; thermometers calibrated to (+)(-) 2 degree F accuracy; properly placed in warmest spot of unit";"81.18(a)(3)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC34439";"c5f616b28d99e3a60a0d72e5c1141539";" 1/31/22";"Child care service fails to conduct and document daily health assessment of incoming children. Individual Not trained to identify disease.";"47.27(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC39849";"79c9737b8dd7ab08ef6879e072081fb2";" 1/4/22";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC39849";"79c9737b8dd7ab08ef6879e072081fb2";" 1/4/22";"Refrigeration units provided with thermometers; thermometers calibrated to (+)(-) 2 degree F accuracy; properly placed in warmest spot of unit";"81.18(a)(3)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC39849";"79c9737b8dd7ab08ef6879e072081fb2";" 1/4/22";"Containers Not used for potentially hazardous foods; of food grade materials; properly cleaned and sanitized";81.46;"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC38870";"cdc3f07faa82c5445c6a8b0c86a17bbb";" 1/27/22";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC38871";"41c2740ddda06904cdfe3677a9a2eca9";" 1/27/22";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC35590";"9a9aa5f5411f325a6b5a13315cf547b6";" 12/28/21";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC35590";"9a9aa5f5411f325a6b5a13315cf547b6";" 12/28/21";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC35590";"9a9aa5f5411f325a6b5a13315cf547b6";" 12/28/21";"Shelving in walk in refrigerator is of food grade material smooth and easily cleanable";"81.18(a)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC37502";"eed1c33ed74212f387efa7a0bb16cd6c";" 12/29/21";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC37494";"9936551e3316a7c7eb891fbc80e6dc38";" 12/29/21";"Frozen food observed being thawed by unacceptable method at time of inspection.";"81.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2263";"b454671325fed4493944911c690100c1";" 6/2/21";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2263";"b454671325fed4493944911c690100c1";" 6/2/21";"At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.";"47.41(h)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC17882";"237185d0e874befba09dcf58f619b189";" 4/21/21";"All lighting fixtures over by or within food storage preparation service or display are provided with suitable guards";"81.19(b)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC33083";"5ed86d193d1238fba876dbb1975ad11e";" 12/6/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC33082";"2209cfdc7ce99726b00a6dc49e6651ea";" 12/6/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC33082";"2209cfdc7ce99726b00a6dc49e6651ea";" 12/6/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC16775";"f8ffe66000bd20b40fe4559a38454694";" 11/17/21";"Lead paint or paint of unknown lead content shall be abated or remediated immediately upon discovery. Work shall be done in accordance with HC 173.13";"47.63(a)(2)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC16775";"f8ffe66000bd20b40fe4559a38454694";" 11/17/21";"At time of inspection it was determined that child care service failed to abate lead hazards; failed to use safe work practices to abate/remediate lead hazards.";"47.63(f)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC14287";"1820958666d5de79ce1adea96238d17c";" 1/27/22";"Enrolled children have Not received aged appropriate immunization in accordance with Public Health Law 2164 or successor unless medically exempt";"47.25(a)(2)(A)(i)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC14287";"1820958666d5de79ce1adea96238d17c";" 1/27/22";"Permittee shall prohibit staff or volunteer from attending program in absence of immunization compliance and documentation";"47.33(c)(3)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC14287";"1820958666d5de79ce1adea96238d17c";" 1/27/22";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC25363";"743acd54997c1662e690ff41c0b6be38";" 10/14/21";"Teacher qualification documents Not submitted to approved agent for review";"47.13(a)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC25363";"743acd54997c1662e690ff41c0b6be38";" 10/14/21";"Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.";"47.13(d)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC25363";"743acd54997c1662e690ff41c0b6be38";" 10/14/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC25364";"1d2c7b3ffd31ea86d26aeeb020690d85";" 10/14/21";"Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved";"47.19(c)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC25364";"1d2c7b3ffd31ea86d26aeeb020690d85";" 10/14/21";"Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.";"47.61(e)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC25364";"1d2c7b3ffd31ea86d26aeeb020690d85";" 10/14/21";"Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.";"47.13(d)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC25364";"1d2c7b3ffd31ea86d26aeeb020690d85";" 10/14/21";"Written instruction for OTC medication use Not kept in child's file";"47.31(e)(14)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC37474";"34851388e180cf9c96596b7096ace7a1";" 10/18/21";"Child care service fails to conduct and document daily health assessment of incoming children. Individual Not trained to identify disease.";"47.27(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC37474";"34851388e180cf9c96596b7096ace7a1";" 10/18/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC11884";"4fd0793438f54b097fb8a3238d97b127";" 5/21/21";"All teachers have Not received training in infectious disease control and reporting.";"47.37(b)(2)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC16955";"d5c52995b5a59fb803488bb6d5c9017a";" 6/3/21";"At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.";"47.37(b)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC26145";"c845bee0dea4d0811eafd51889aa9f73";" 12/6/21";"At time of inspection it was determined that individual associated with child care service/camp involved in an act detrimental to health and safety.";3.07;"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC37236";"12b4d54a8a87f1ec281e7e90054610e3";" 1/12/22";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2417";"d769540b2d57ffe497d1f31fafaead3f";" 1/19/22";"Constant and competent supervision provided by adequate staff for children and groups of children";"47.23(a)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC2610";"cbdf95190249ceec8adc8fd5aaa2d99f";" 11/30/21";"Failure to install approved window guards or limiting devices in child accessible areas";"43.24(b)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC2610";"cbdf95190249ceec8adc8fd5aaa2d99f";" 11/30/21";"Floors in commercial building properly Not constructed; Not maintained in good repair; unclean";"131.09(e)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2610";"cbdf95190249ceec8adc8fd5aaa2d99f";" 11/30/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2610";"cbdf95190249ceec8adc8fd5aaa2d99f";" 11/30/21";"Separate room/compartment provided for coats; coats able to hang without touching other coats";"45.11(e)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC32659";"ea56e30d945402622c0ba3031271bf3d";" 9/29/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC32659";"ea56e30d945402622c0ba3031271bf3d";" 9/29/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2599";"7bcebb3a791007edfacb9b59e83e924b";" 11/23/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2599";"7bcebb3a791007edfacb9b59e83e924b";" 11/23/21";"School-based child care program failed to provide/maintain child medical records at time of inspection.";"43.17(d)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC1241";"1abe6b296d7a52a96c0a9626761fe84a";" 1/18/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC33115";"7a1f57228d8aa0c2b284208bb3170b5e";" 11/18/21";"All exits have clear legible and illuminated exit signs where required by DOB";"43.22(a)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC33115";"7a1f57228d8aa0c2b284208bb3170b5e";" 11/18/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC1493";"d03c9c9248c127025a99a69793061764";" 12/17/21";"Facility free of peeling lead paint or paint of unknown lead content.";"47.63(a)(1)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC34361";"968c86bff73539a7c9aee47b856150a8";" 12/2/21";"Fire drills conducted monthly and logged. Drill log on site and available for inspection upon request of DOHMH and FDNY";"43.22(c)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC34361";"968c86bff73539a7c9aee47b856150a8";" 12/2/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC32953";"a509500487e2e9e9fefdfbd4851e3ae1";" 1/27/22";"Fire drills conducted monthly and logged. Drill log on site and available for inspection upon request of DOHMH and FDNY";"43.22(c)";"Violations requiring correction within two weeks (Critical Violations)";"OPEN"
"ManhattanDC32953";"a509500487e2e9e9fefdfbd4851e3ae1";" 1/27/22";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC32953";"a509500487e2e9e9fefdfbd4851e3ae1";" 1/27/22";"School obtains written consent of employee to conduct clearance review and share results with Department";"43.13(d)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2635";"d1b62fc2cafde7602e0b8c3282ed0b09";" 10/20/21";"At time of inspection child care service unable to document that all children enrolled have had an age appropriate medical evaluation.";"47.25(a)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC37621";"a149a22d23edc5cce82d9462a27ea47d";" 12/8/21";"Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated";"43.24(a)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC37621";"a149a22d23edc5cce82d9462a27ea47d";" 12/8/21";"Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean";"131.09(f)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC37621";"a149a22d23edc5cce82d9462a27ea47d";" 12/8/21";"Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.";"131.09(g)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC37621";"a149a22d23edc5cce82d9462a27ea47d";" 12/8/21";"At time of inspection it was determined that tools were improperly used. Surfaces observed unsealed or in disrepair at time of inspection.";"173.14(d)(3)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC37621";"a149a22d23edc5cce82d9462a27ea47d";" 12/8/21";"Indoor/outdoor play area provided; play clean and maintained; Shade areas provided in summer";"45.11(h)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC33838";"0290664228a437433271728579d30276";" 11/17/21";"Adequately stocked first aid kit Not provided or maintained at the time of inspection.";"43.21(c)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC33838";"0290664228a437433271728579d30276";" 11/17/21";"School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.";"43.11(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC33838";"0290664228a437433271728579d30276";" 11/17/21";"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap";"43.11(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC18838";"9eeb8a353d5b1a8af59469536dc40093";" 1/31/22";"At time of inspection hallways and other means of egress were observed obstructed and impassable.";"47.41(f)";"Violations requiring immediate correction (Public Health Hazards)";"CORRECTED"
"ManhattanDC18838";"9eeb8a353d5b1a8af59469536dc40093";" 1/31/22";"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building";"131.09(c)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC18838";"9eeb8a353d5b1a8af59469536dc40093";" 1/31/22";"At time of inspection it was observed that child care service failed to provide appropriate guards on designated structures/equipment to protect children from potential injury.";"47.41(h)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC18838";"9eeb8a353d5b1a8af59469536dc40093";" 1/31/22";"At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.";"47.41(j)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2648";"42f73f28c24cacd50279c416a1d6f652";" 5/13/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2418";"b3d6c069b0d014432732684c7038763a";" 11/19/21";"Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.";"47.13(d)";"Minor violations (General Violations)";"OPEN"
"ManhattanDC2418";"b3d6c069b0d014432732684c7038763a";" 11/19/21";"At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.";"47.33(b)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC2418";"b3d6c069b0d014432732684c7038763a";" 11/19/21";"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.";"47.33(c)(1)";"Minor violations (General Violations)";"CORRECTED"
"ManhattanDC38529";"240456fa8bacf2fb3ee768159c703b16";" 9/15/21";"Epi auto injector Not provided, Not maintained or expired.";"47.29(c)(1)";"Violations requiring correction within two weeks (Critical Violations)";"CORRECTED"
"ManhattanDC21851";"d62f1e58caaf6aa06ee21836d6b3be36";" 12/14/21";"All staff with potential for unsupervised contact with children including volunteers have Not been cleared";"47.19(a)";"Minor violations (General Violations)";"CORRECTED"
