"ID";"Program Name";"Permit Holder";"Address";"Borough";"Zip Code";"Phone";"Permit Number";"Permit Expiration Date";"Permit Status";"Age Range";"Maximum Capacity";"Certified to Administer Medication";"Site Type";"Program Type";"Years in Operation";"Last Inspection Date";"Last Inspection Result";"% of Annual Inspections w/Violations";"Number of Educational Staff";"Educational Staff Turnove"
"BrooklynDC17544";"ST. EPHRAIM SCHOOL";"BROOKLYN ARCHDIOCES";"7415 FORT HAMILTON PARKWAY";"Brooklyn";11228;"718-833-1440";"N/A";"01/23/2115";"Active";;;"No";"Corporate";"School Based Child Care";;" 9/25/20";" Compliance Inspection of Open Violations - Reinspection Required";"N/A";6;
"BrooklynDC548";"St. Francis of Assisi Catholic Academy";"ST. FRANCIS OF ASSISI CATHOLIC ACADEMY";"400 LINCOLN ROAD";"Brooklyn";11225;"718-778-3700";"N/A";"01/23/2115";"Active";;;"No";"Corporate";"School Based Child Care";;" 1/17/20";" Compliance Inspection of Open Violations - Reinspection Required";"N/A";8;
"BrooklynDC34843";"ST. GEORGE DAY CARE CENTER INC.";"ST. GEORGE DAY CARE CENTER INC.";"6209 11TH AVE";"Brooklyn";11219;"929-305-3006";105264;"11/10/2022";"Permitted";"2 - 5";45;"No";"Private";"Child Care - Pre School";1;" 11/5/20";" Compliance Inspection of Open Violations - Previously cited violations corrected";"N/A";1;
"BrooklynDC22864";"ST. GREGORY THE GREAT PRESCHOOL";"SAINT GREGORY THE GREAT CATHOLIC ACADEMY";"2520 CHURCH AVENUE";"Brooklyn";11226;"718-774-3330";"N/A";"01/23/2115";"Active";;;"No";"Private";"School Based Child Care";;" 10/2/19";" Initial Annual Inspection - Reinspection Not Required";"N/A";5;
"BrooklynDC1718";"ST. JOSEPH THE WORKER CATHOLIC ACADEMY";"SAINT JOSEPH THE WORKER CATHOLIC ACADEMY";"241 PROSPECT PARK WEST";"Brooklyn";11215;"718-768-7629";"N/A";"03/14/2117";"Active";;;"No";"Corporate";"School Based Child Care";;" 12/7/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"50 %";6;
"BrooklynDC36852";"ST. MARK'S DAY SCHOOL";"ST. MARK'S DAY SCHOOL";"1346 PRESIDENT STREET";"Brooklyn";11213;"718-756-6602";104809;"01/01/1900";"Active";;;"No";"Private";"School Based Child Care";;" 12/8/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"33 %";3;
"BrooklynDC204";"ST. MARK'S UMC HEAD START CENTER";"ST. MARK'S U.M.C. FAMILY SERVICES COUNCIL";"2017 BEVERLY ROAD";"Brooklyn";11226;"718-287-7300";4843;"08/15/2023";"Permitted";"2 - 5";151;"No";"ACS Head Start";"Child Care - Pre School";34;" 10/7/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";19;
"BrooklynDC20926";"ST. PATRICK CATHOLIC ACADEMY";"ST. PATRICK CATHOLIC ACADEMY";"401 97TH STREET";"Brooklyn";11209;"718-302-7500";"N/A";"01/23/2115";"Active";;;"No";"Corporate";"School Based Child Care";;" 11/12/21";" Initial Annual Inspection - Reinspection Required";"33 %";10;
"BrooklynDC1691";"ST.FRANCIS DE SALES SCHOOL FOR THE DEAF.";"ST. FRANCIS DE SALES SCHOOL FOR THE DEAF";"260 EASTERN PARKWAY";"Brooklyn";11225;"718-636-4573";"N/A";"01/23/2115";"Active";"2 - 5";35;"No";"Private";"School Based Child Care";;" 10/8/19";" Initial Annual Inspection - Reinspection Not Required";"N/A";10;
"BrooklynDC82";"STAR AMERICA INC.";"STAR AMERICA, INC.";"880 60 STREET";"Brooklyn";11220;"718-431-2545";6950;"01/23/2022";"In-Renewal";"2 - 5";96;"No";"Private";"Child Care - Pre School";21;" 9/21/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";11;
"BrooklynDC36064";"STARLIGHT DAYCARE, INC";"STARLIGHT DAYCARE, INC.";"2585 Coney Island Avenue";"Brooklyn";11223;"718-872-7188";104285;"11/15/2023";"Permitted";"2 - 5";55;"No";"Corporate";"Child Care - Pre School";5;" 8/12/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";10;
"BrooklynDC469";"STARRET EARLY LEARNING CENTER";"STARRET EARLY LEARNING CENTER";"125 SCHROEDERS AVENUE";"Brooklyn";11239;"718-642-8724";4443;"11/28/2022";"Permitted";"2 - 5";40;"No";"Private";"Child Care - Pre School";"17 or more";" 11/18/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";4;
"BrooklynDC470";"STARRETT EARLY LEARNING CENTER";"STARRET EARLY LEARNING CENTER";"1325 PENNSYLVANIA AVENUE";"Brooklyn";11239;"718-642-8724";7504;"11/12/2022";"Permitted";"2 - 5";62;"No";"Private";"Child Care - Pre School";18;" 11/18/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";6;
"BrooklynDC15613";"STEP AHEAD DAY CARE CENTER";"STEP AHEAD, LLC.";"7100 RIDGE BLVD.";"Brooklyn";11209;"718-680-2221";7762;"05/02/2023";"Permitted";"0 - 2";18;"No";"DOE CBO";"Child Care - Infants/Toddlers";15;" 1/26/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"BrooklynDC15614";"STEP AHEAD LLC.";"STEP AHEAD LLC.";"7100 RIDGE BLVD.";"Brooklyn";11209;"718-680-2221";7758;"05/01/2023";"Permitted";"2 - 5";64;"No";"Private";"Child Care - Pre School";15;" 1/26/22";" Initial Annual Inspection - Passed inspection with no violations";"14 %";12;
"BrooklynDC21351";"STEP BY STEP EARLY CHILDHOOD CENTER, INC.";"STEP BY STEP EARLY CHILDHOOD CENTER, INC.";"1163 LENOX ROAD";"Brooklyn";11212;"718-922-6366";9357;"11/30/2021";"In-Renewal";"0 - 2";18;"No";"Private";"Child Care - Infants/Toddlers";11;" 7/13/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";6;
"BrooklynDC10592";"STEP BY STEP EARLY CHILDHOOD CENTER, INC.";"STEP BY STEP EARLY CHILDHOOD CENTER, INC.";"1163 LENOX ROAD";"Brooklyn";11212;"718-922-6366";6826;"08/28/2022";"Permitted";"2 - 5";68;"No";"Private";"Child Care - Pre School";"18 or more";" 7/13/21";" Initial Annual Inspection - Passed inspection with no violations";"50 %";13;
"BrooklynDC39735";"STEPPING STONES";"STEPPING STONES 86 LLC";"245 86th Street";"Brooklyn";11209;"718-630-1000";105176;"09/15/2021";"In-Renewal";"2 - 5";;"No";"Private";"Camp";2;" 7/28/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";0;
"BrooklynDC39740";"STEPPING STONES";"STEPPING STONES";"247 86th Street";"Brooklyn";11209;"718-630-1000";105177;"09/15/2021";"In-Renewal";"4 - 16";;"No";"Private";"Camp";2;" 7/28/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";0;
"BrooklynDC10455";"STEPPING STONES";"STEPPING STONES 86 LLC";"245 86 STREET";"Brooklyn";11209;"718-630-1000";7290;"06/25/2022";"Permitted";"2 - 5";47;"No";"Private";"Child Care - Pre School";"18 or more";" 11/19/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";10;
"BrooklynDC23021";"STEPPING STONES";"STEPPING STONES 86 LLC";"247 86TH STREET";"Brooklyn";11209;"718-630-1000";18945;"07/13/2022";"Permitted";"2 - 5";42;"No";"Private";"Child Care - Pre School";10;" 11/19/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";12;
"BrooklynDC39682";"STEPPING STONES - THE NEXT STEP";"RR & DO Inc,";"9321 Ridge Blvd";"Brooklyn";11209;"718-630-1001";105171;"09/15/2021";"In-Renewal";"4 - 16";;"No";"Corporate";"Camp";2;" 7/23/21";" Initial Annual Inspection - Passed inspection with no violations";"N/A";0;
"BrooklynDC22618";"STEPPING STONES-THE NEXT STEP";"RR & DO INC.";"9321 RIDGE BLVD.";"Brooklyn";11209;"718-630-1001";15277;"04/24/2022";"Permitted";"2 - 5";24;"No";"Private";"Child Care - Pre School";10;" 11/19/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";4;
"BrooklynDC22667";"STEPS TO SUCCESS III";"STEPS TO SUCCESS III,LLC";"1810 VOORHIES AVENUE";"Brooklyn";11235;"718-758-5558";20917;"08/17/2022";"Permitted";"2 - 5";116;"No";"Private";"Child Care - Pre School";10;" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";17;
"BrooklynDC33827";"STEPS TO SUCCESS V";"STEPS TO SUCCESS V LLC";"360 NEPTUNE AVENUE";"Brooklyn";11235;"718-513-4333";103940;"02/10/2023";"Permitted";"2 - 5";219;"No";"Private";"Child Care - Pre School";5;" 10/7/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";30;
"BrooklynDC69";"STILLWELL AVE PREPARATORY EXTENSION PROGRAM";"STILLWELL AVENUE INC.";"132 HIGHLAWN AVENUE";"Brooklyn";11223;"718-333-3433";6903;"05/09/2023";"Permitted";"2 - 5";15;"No";"Private";"Child Care - Pre School";"19 or more";" 10/18/21";;"N/A";6;
"BrooklynDC11017";"STILLWELL AVENUE PREP SCHOOL";"STILLWELL AVENUE INC.";"1990 STILLWELL AVENUE";"Brooklyn";11223;"718-265-2220";5709;"03/01/2022";"Permitted";"2 - 5";79;"No";"Private";"Child Care - Pre School";"18 or more";" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations";"16 %";7;
"BrooklynDC12233";"STRAWBERRY PATCH DAY CARE INC.";"STRAWBERRY PATCH DAY CARE CENTER, INC.";"2007 LINDEN BOULEVARD";"Brooklyn";11207;"718-257-7555";7429;"05/30/2023";"Permitted";"0 - 2";18;"No";"Private";"Child Care - Infants/Toddlers";17;" 12/21/21";;"100 %";5;
"BrooklynDC12234";"STRAWBERRY PATCH DAY CARE CENTER, INC.";"STRAWBERRY PATCH DAY CARE CENTER, INC.";"2007 LINDEN BOULEVARD";"Brooklyn";11207;"718-257-7555";7423;"05/30/2023";"Permitted";"2 - 5";41;"No";"Private";"Child Care - Pre School";17;" 1/26/22";;"100 %";8;
"BrooklynDC24647";"STRONG PLACE FOR HOPE DAY CARE";"STRONG PLACE DAY CARE, INC.";"333 2ND STREET";"Brooklyn";11215;"718-499-0747";23357;"09/27/2022";"Permitted";"2 - 5";91;"No";"DOE CBO";"Child Care - Pre School";10;" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";13;
"BrooklynDC24648";"STRONG PLACE FOR HOPE DAY CARE";"STRONG PLACE DAY CARE CENTER, INC.";"460 ATLANTIC AVENUE";"Brooklyn";11217;"718-522-1351";23338;"09/27/2022";"Permitted";"2 - 5";114;"No";"DOE CBO";"Child Care - Pre School";10;" 7/21/21";" Initial Annual Inspection - Reinspection Required";"33 %";12;
"BrooklynDC23116";"STRONG PLACE FOR HOPE DAY CARE";"STRONG PLACE DAY CARE CENTER, INC.";"595 CLINTON STREET";"Brooklyn";11231;"718-624-2993";19457;"07/25/2020";"In-Renewal";"2 - 5";159;"No";"Department of Education";"Child Care - Pre School";10;" 6/30/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"50 %";16;
"BrooklynDC2116";"STUYVESANT HEIGHTS CHRISTIAN CHURCH, INC.";"STUYVESANT HEIGHTS CHRISTIAN CHURCH, INC.";"69 MACDONOUGH STREET";"Brooklyn";11216;"718-783-5383";5467;"09/25/2022";"Permitted";;52;"No";"DOE CBO";"Child Care - Pre School";"18 or more";" 10/29/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"50 %";10;
"BrooklynDC16659";"STUYVESANT HEIGHTS MONTESSORI";"STUYVESANT HEIGHTS MONTESSORI,INC.";"644 MACDONOUGH STREET";"Brooklyn";11233;"347-295-1100";7921;"09/16/2020";"In-Renewal";"2 - 5";71;"No";"Private";"Child Care - Pre School";14;" 11/4/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";7;
"BrooklynDC1543";"SUNFLOWER ACADEMY";"NATALIE'S SUNFLOWER LLC";"238 5 AVENUE";"Brooklyn";11215;"718-783-0738";7161;"05/10/2022";"Permitted";"2 - 5";25;"No";"Private";"Child Care - Pre School";"19 or more";" 12/6/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"33 %";5;
"BrooklynDC21004";"SUNFLOWER PLAYHOUSE";"SUNFLOWER PLAYHOUSE CORP.";"787A WASHINGTON AVENUE";"Brooklyn";11238;"718-623-2900";8230;"01/03/2023";"Permitted";"2 - 5";17;"No";"Private";"Child Care - Pre School";11;" 3/26/21";" Initial Annual Inspection - Passed inspection with no violations";"60 %";4;
"BrooklynDC21003";"SUNFLOWER PLAYHOUSE #2";"SUNFLOWER PLAYHOUSE CORP.";"33 7TH AVENUE";"Brooklyn";11217;"347-241-3771";8221;"10/08/2022";"Permitted";"2 - 5";30;"No";"Private";"Child Care - Pre School";12;" 10/23/20";" Initial Annual Inspection - Passed inspection with no violations";"25 %";3;
"BrooklynDC21284";"SUNFLOWER PLAYHOUSE CORP.";"SUNFLOWER PLAYHOUSE CORP.";"787A WASHINGTON AVENUE";"Brooklyn";11238;"718-623-2900";62737;"04/30/2022";"Permitted";"0 - 2";26;"No";"Private";"Child Care - Infants/Toddlers";8;" 8/17/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";8;
"BrooklynDC18160";"SUNNY SKIES PRE-SCHOOL # 2";"SUNNY SKIES DC CORP.";"969 43RD STREET";"Brooklyn";11219;"718-438-7040";7952;"11/18/2022";"Permitted";"2 - 5";66;"No";"ACS Contracted Preschools";"Child Care - Pre School";14;" 11/10/20";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"BrooklynDC33561";"SUNNY SKIES PROSPECT, CORP";"SUNNY SKIES PROSPECT, CORP.";"720 WASHINGTON AVENUE";"Brooklyn";11238;"718-438-7040";96877;"09/11/2023";"Permitted";;110;"No";"ACS Contracted Preschools";"Child Care - Pre School";7;" 1/21/22";" Initial Annual Inspection - Reinspection Required";"66 %";7;
"BrooklynDC10579";"SUNSET PARK CHILDREN'S SCHOOL";"SUNSET PARK CHILDREN'S SCHOOL INC.";"4616 4 AVENUE";"Brooklyn";11220;"718-439-3323";5025;"05/04/2022";"Permitted";"2 - 5";50;"No";"ACS Contracted Preschools";"Child Care - Pre School";"18 or more";" 3/17/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";10;
"BrooklynDC14384";"SUNSET PARK CHILDREN'S SCHOOL, INC. I/T";"SUNSET PARK CHILDREN'S SCHOOL, INC";"4616 4TH AVENUE";"Brooklyn";11220;"718-439-3323";5282;"08/18/2022";"Permitted";"0 - 2";10;"No";"Private";"Child Care - Infants/Toddlers";"17 or more";" 10/7/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";3;
"BrooklynDC22534";"SUNSET PARK EARLY CHILDHOOD DEVELOPMENT CENTER";"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.";"5902 6TH AVENUE";"Brooklyn";11220;"718-768-1012";19137;"07/18/2022";"Permitted";"2 - 5";98;"No";"Head Start (Direct Fed. Funding)";"Child Care - Pre School";10;" 11/9/21";" Initial Annual Inspection - Passed inspection with no violations";"20 %";15;
"BrooklynDC20592";"SUNSHINE NURSERY & DAY CARE INC.";"CNNA INC";"580A GATES AVENUE";"Brooklyn";11221;"718-452-9740";8395;"08/23/2023";"Permitted";"2 - 5";26;"No";"Private";"Child Care - Pre School";11;" 9/16/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";5;
"BrooklynDC14719";"SUNSHINE INFANT & TODDLER PROGRAM";"CHARLES & CHARLES NY, INC.";"1277 STERLING PLACE";"Brooklyn";11213;"718-363-2033";7597;"06/27/2021";"In-Renewal";"0 - 2";21;"No";"Private";"Child Care - Infants/Toddlers";"16 or more";" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations";"57 %";5;
"BrooklynDC18906";"SUNSHINE LEARNING CENTER";"SUNSHINE CHILDRENS DAYCARE LLC";"2929 WEST 31ST STREET";"Brooklyn";11224;"718-996-7200";7959;"11/21/2022";"Permitted";"0 - 2";28;"No";"Private";"Child Care - Infants/Toddlers";14;" 11/24/21";" Initial Annual Inspection - Passed inspection with no violations";"40 %";8;
"BrooklynDC14161";"SUNSHINE LEARNING CENTER";"Sunshine Center of Coney Island LLC";"2929 WEST 31ST STREET";"Brooklyn";11224;"718-996-7200";7320;"12/20/2022";"Permitted";"2 - 5";53;"No";"Private";"Child Care - Pre School";"18 or more";" 9/28/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";8;
"BrooklynDC1923";"SUNSHINE NURSERY & DAY CARE CENTER - INFANT";"CNNA INC.";"576 GATES AVENUE";"Brooklyn";11221;"718-452-9740";7506;"12/11/2021";"In-Renewal";"0 - 2";28;"No";"Private";"Child Care - Infants/Toddlers";18;" 9/16/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";9;
"BrooklynDC14585";"SUNSHINE NURSERY AND DAY CARE CENTER";"CNNA INC.";"576 GATES AVENUE";"Brooklyn";11221;"718-452-9740";7333;"01/08/2023";"Permitted";"2 - 5";65;"No";"Private";"Child Care - Pre School";18;" 4/14/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"N/A";15;
"BrooklynDC21237";"SUNSHINE NURSERY AND DAY CARE CENTER";"CNNA INC.";"580 GATES AVENUE";"Brooklyn";11221;"718-452-9740";27797;"11/26/2022";"Permitted";"2 - 5";26;"No";"Private";"Child Care - Pre School";10;" 9/16/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"BrooklynDC20591";"SUNSHINE NURSERY AND DAY CARE CENTER I/T";"CNNA INC.";"580 GATES AVENUE";"Brooklyn";11221;"718-452-9740";8203;"07/02/2022";"Permitted";"0 - 2";17;"No";"Private";"Child Care - Infants/Toddlers";12;" 9/16/21";" Initial Annual Inspection - Passed inspection with no violations";"16 %";10;
"BrooklynDC22031";"SUPERIOR DAY CARE, INC.";"SUPERIOR DAY CARE, INC.'";"1741 BROADWAY";"Brooklyn";11207;"718-975-4904";60378;"04/04/2022";"Permitted";"0 - 2";30;"No";"Private";"Child Care - Infants/Toddlers";8;" 12/3/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"80 %";7;
"BrooklynDC22018";"SUPERIOR DAY CARE, INC.";"SUPERIOR DAY CARE, INC.";"1741 BROADWAY";"Brooklyn";11207;"718-975-4904";18777;"07/09/2022";"Permitted";"2 - 5";56;"No";"Private";"Child Care - Pre School";10;" 12/3/21";" Compliance Inspection of Open Violations - Reinspection Required";"33 %";17;
"BrooklynDC25846";"SWEET HOME DAY CARE CENTER";"WOODMERE DAY CARE CENTER, INC.";"927 MCDONALD AVENUE";"Brooklyn";11218;"718-871-4301";75218;"11/12/2022";"Permitted";"2 - 5";75;"No";"Private";"Child Care - Pre School";8;" 1/11/22";;"0 %";11;
"BrooklynDC22688";"TALMUD TORAH D'NITRA";"TALMUD TORAH D'NITRA";"1007 BEDFORD AVENUE";"Brooklyn";11205;"718-596-6765";"N/A";"01/23/2115";"Active";;;"No";"Private";"School Based Child Care";;" 12/10/19";" Compliance Inspection of Open Violations - Previously cited violations corrected";"N/A";7;
"BrooklynDC21898";"TALMUD TORAH D'RABINU YOEL";"UNITED TALMUNDICAL ACADEMY";"5411 FORT HAMILTON PARKWAY";"Brooklyn";11219;"718-438-7822";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Private";"School Based Child Care";;" 6/1/20";" Compliance Inspection of Open Violations - Reinspection Required";"100 %";20;
"BrooklynDC37168";"TALMUD TORAH DCHASIDEI GUR";"TALMUD TORAH DCHASIDEI GUR";"1366 42 STREET";"Brooklyn";11219;"718-923-3113";"N/A";"08/29/2117";"Active";;;"No";"Private";"School Based Child Care";;" 1/15/20";" Compliance Inspection of Open Violations - Reinspection Required";"N/A";6;
"BrooklynDC37992";"TALMUD TORAH DNITRA";"TALMUD TORAH DNITRA";"53 WALTON STREET";"Brooklyn";11206;"718-596-6765";"N/A";"01/01/1900";"Active";;;"No";"Private";"School Based Child Care";;" 11/4/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"50 %";0;
"BrooklynDC12163";"TALMUD TORAH IMREI CHAIM";"TALMUD TORAH IMREI CHAIM";"1824 53 STREET";"Brooklyn";11204;"718-234-2000";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Private";"School Based Child Care";;" 11/10/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"33 %";0;
"BrooklynDC39879";"TALMUD TORAH LELOV";"TALMUD TORAH LELOV";"1470 56 STREET";"Brooklyn";11219;"718-298-3100";105247;"01/01/1900";"Active";;;"No";"Private";"School Based Child Care";;;;"N/A";0;
"BrooklynDC12129";"TALMUD TORAH OF CROWN HEIGHTS, INC.";"TALMUD TORAH OF CROWN HEIGHTS, INC.";"6363 AVENUE U";"Brooklyn";11234;"718-444-5800";"N/A";"01/23/2115";"Active";;;"No";"Private";"School Based Child Care";;" 10/28/21";" Initial Annual Inspection - Reinspection Required";"66 %";5;
"BrooklynDC34511";"Talmud Torah of Kasho";"Talmud Torah of Kasho";"324 PENN STREET";"Brooklyn";11211;"718-475-1177";"N/A";"01/01/1900";"Active";;;"No";"Private";"School Based Child Care";;" 5/11/21";" Compliance Inspection of Open Violations - Reinspection Required; Fines pending";"N/A";0;
"BrooklynDC21529";"TALMUD TORAH OHEL YOCHANAN";"TALMUD TORAH OHEL YOCHANAN RACHMISTRIVKA";"1325 38 ST";"Brooklyn";11218;"718-431-2991";"N/A";"01/23/2115";"Active";;155;"No";"Private";"School Based Child Care";;" 10/25/19";" Initial Annual Inspection - Reinspection Not Required";"N/A";1;
"BrooklynDC23000";"TALMUD TORAH OHR MOSHE";"TALMUD TORAH OHR MOSHE";"1774 58TH STREET";"Brooklyn";11204;"718-234-6100";25837;"10/22/2022";"Permitted";"2 - 5";30;"No";"Private";"Child Care - Pre School";10;" 12/2/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"14 %";5;
"BrooklynDC26152";"TALMUD TORAH SANZ KLAUSENBURG";"BAIS ESTHER SCHOOL";"945 39 STREET";"Brooklyn";11219;"718-436-1234";"N/A";"01/23/2115";"Active";;;"No";"Private";"School Based Child Care";;" 12/16/21";" Initial Annual Inspection - Reinspection Required";"50 %";1;
"BrooklynDC12161";"TALMUD TORAH TIFERES BUNIM D'MUNCKACS";"TALMUD TORAH TIFERES BUNIM D'MUNCKACS";"5202 13 AVENUE";"Brooklyn";11219;"718-436-6868";"N/A";"01/23/2115";"Active";;100;"No";"Private";"School Based Child Care";;" 12/1/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";2;
"BrooklynDC24975";"TALMUD TORAH TOSHBAR";"TALMUD TORAH TOSHBAR";"128 FRANKLIN AVENUE";"Brooklyn";11205;"718-230-3600";"N/A";"01/23/2115";"Active";"2 - 5";;"No";"Private";"School Based Child Care";;" 2/25/20";" Compliance Inspection of Open Violations - Reinspection Required; Fines pending";"50 %";6;
"BrooklynDC21161";"TASHBAR LEARNING CENTER";"EAST BROOKLYN DAY CARE CENTER INC.";"1349 50TH STREET";"Brooklyn";11219;"718-853-8891";103781;"08/29/2022";"Permitted";"2 - 5";45;"No";"Private";"Child Care - Pre School";6;" 12/14/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"50 %";7;
"BrooklynDC33738";"TENDER TOTS BUSHWICK LLC";"TENDER TOTS BUSHWICK LLC";"810 FLUSHING AVENUE";"Brooklyn";11206;"646-571-8427";104008;"04/27/2023";"Permitted";"0 - 2";22;"No";"Private";"Child Care - Infants/Toddlers";5;" 1/13/22";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"33 %";5;
"BrooklynDC33739";"TENDER TOTS BUSHWICK LLC";"TENDER TOTS BUSHWICK LLC";"810 FLUSHING AVENUE";"Brooklyn";11206;"718-298-3944";103966;"03/02/2023";"Permitted";;167;"No";"Private";"Child Care - Pre School";5;" 1/13/22";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection";"50 %";9;
"BrooklynDC17011";"THE AUDITORY/ORAL LEARNING CENTER, INC.";"THE AUDITORY/ORAL LEARNING CENTER, INC.";"3321 AVENUE M";"Brooklyn";11210;"718-531-1800";8357;"08/04/2023";"Permitted";"2 - 5";193;"No";"Private";"Child Care - Pre School";11;" 10/14/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";19;
"BrooklynDC394";"THE BERKLEY CARROLL PRESCHOOL";"THE BERKELEY CARROLL SCHOOL";"712 CARROLL STREET";"Brooklyn";11215;"718-965-4166";"N/A";"01/23/2115";"Active";"2 - 5";135;"No";"Private";"School Based Child Care";;" 1/29/20";" Initial Annual Inspection - Passed inspection with no violations";"0 %";20;
"BrooklynDC36597";"The Brooklyn Waldorf School";"THE BROOKLYN WALDORF SCHOOL";"11 JEFFERSON AVENUE";"Brooklyn";11238;"718-783-3270";"N/A";"01/01/1900";"Active";;62;"No";"Private";"School Based Child Care";;" 11/23/21";" Initial Annual Inspection - Reinspection Required; Fines pending";"100 %";12;
"BrooklynDC21213";"THE CHEDER SCHOOL";"THE CHEDER";"129 ELMWOOD AVENUE";"Brooklyn";11230;"718-252-6333";"N/A";"01/23/2115";"Active";;;"No";"Private";"School Based Child Care";;" 2/10/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"0 %";18;
"BrooklynDC10454";"THE CHILD DEVELOPMENT CENTER OF KINGSBOROUGH COMMUNITY COLLEGE";"THE CITY UNIVERSITY OF NEW YORK";"1915 ORIENTAL BOULEVARD";"Brooklyn";11235;"718-368-5868";3050;"08/30/2022";"Permitted";"2 - 5";30;"No";"Private";"Child Care - Pre School";"18 or more";" 1/11/22";" Initial Annual Inspection - Passed inspection with no violations";"0 %";6;
"BrooklynDC10676";"THE CHILD STUDY CENTER OF NEW YORK";"THE CHILD STUDY CENTER OF NEW YORK. INC.";"167-171 CLERMONT AVENUE";"Brooklyn";11205;"718-854-3710";6025;"07/01/2023";"Permitted";"2 - 5";90;"No";"Private";"Child Care - Pre School";"17 or more";" 3/23/21";" Initial Annual Inspection - Reinspection Required";"50 %";9;
"BrooklynDC959";"THE CHILDREN'S CENTER @ SUNY BROOKLYN - P/S";"THE CHILDREN'S CENTER AT SUNY BROOKLYN, INC.";"440 LENOX ROAD";"Brooklyn";11203;"718-221-6160";5743;"07/05/2023";"Permitted";"2 - 5";42;"No";"Private";"Child Care - Pre School";"19 or more";" 7/9/21";" Initial Annual Inspection - Passed inspection with no violations";"33 %";6;
"BrooklynDC10727";"THE CHILDREN'S CENTER AT SUNY BROOKLYN";"THE CHILDRENS CENTER AT SUNY BROOKLYN, INC.";"440 LENOX ROAD";"Brooklyn";11203;"718-221-6160";5734;"08/31/2023";"Permitted";"0 - 2";18;"No";"Private";"Child Care - Infants/Toddlers";"18 or more";" 7/9/21";" Initial Annual Inspection - Passed inspection with no violations";"25 %";4;
"BrooklynDC18549";"THE DAVID FOSTER PRE-SCHOOL ACADEMY";"SHELIA M. FOSTER-GOLDING";"72 CLARKSON AVENUE";"Brooklyn";11226;"718-462-0776";78417;"12/31/2022";"Permitted";"2 - 5";24;"No";"Private";"Child Care - Pre School";8;" 10/13/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection";"25 %";3;
"BrooklynDC65";"THE EARLY CHILDHOOD CENTER OF THE BROOKLYN COLLEGE CHILD CARE SERVICES";"BROOKLYN COLLEGE CHILD CARE SERVICES, INC.";"2900 BEDFORD AVENUE";"Brooklyn";11210;"718-951-5431";7124;"02/28/2021";"In-Renewal";"0 - 2";28;"No";"Private";"Child Care - Infants/Toddlers";"18 or more";" 10/18/21";" Initial Annual Inspection - Passed inspection with no violations";"0 %";3;
