"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"AlphaBEST at Round Elementary";"10100 Hasting Drive";20110;"Manassas";"Manassas City";"VA";"(571) 377-6400";"Child Day Center";"Two Year";"Oct. 16, 2020";"Laytoria Rutherford";"6:00am-9:00am - 3:00pm-:30pm";"Monday - Friday";45;"5 years - 12 years 11 months";"Stephanie Reed: (540) 272-6558";41384;"Yes";;;"Program Located in a Public School";1107837;
"AlphaBEST at Baldwin Elementary";"1978 Eagle Way";20110;"Manassas";"Manassas City";"VA";"(571) 377-6169";"Child Day Center";"Two Year";"Feb. 28, 2021";"Ms. Alinah Mphofe";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";90;"5 years - 12 years 11 months";"Stephanie Reed: (540) 272-6558";42296;"Yes";;;"Program Located in a Public School";1108102;
"AlphaBEST at Weems Elementary";"8750 Weems Road";20110;"Manassas";"Manassas City";"VA";"(571) 377-6500";"Child Day Center";"Two Year";"Dec. 14, 2020";"Jamie Davis";"6:00am to 9:00am - 3:30pm-6:30pm";"Monday - Friday";45;"5 years - 12 years 11 months";"Shawanda M Henderson: (540) 216-1434";41383;"Yes";;;"Program Located in a Public School";1107836;
"Carousel Children's Academy";"9151 Centreville Road";20110;"Manassas";"Manassas City";"VA";"(703) 365-7622";"Child Day Center";"Two Year";"May 17, 2022";"Doreen Hecker";"7:30 a.m. - 5:30 p.m.";"Monday - Friday";150;"Birth - 12 years 11 months";"Stephanie Reed: (540) 272-6558";45653;"Yes";;1;;1108681;
"Childtime Learning Center #1052";"8461 Signal Hill Road";"20110-7029";"Manassas";"Manassas City";"VA";"(703) 330-4590";"Child Day Center";"Two Year";"March 5, 2021";"Ms. Samantha Young";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";214;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";17509;"Yes";;;;888728;
"Freedom Aquatic and Fitness Center Preschool/Summer Camps";"9100 Freedom Center Boulevard";20110;"Manassas";"Manassas City";"VA";"(703) 993-8444";"Child Day Center";"Two Year";"Feb. 15, 2022";"Ms. Phyllis Malkiewicz";"6:30 AM - 6:30 PM";"Monday - Friday";300;"3 years - 12 years 11 months";"Sharon Allen: (540) 272-2941";43838;"No";;;;1108239;
"Funland Before & After School Program";"9501 Dean Park Lane";20110;"Manassas";"Manassas City";"VA";"(703) 365-2582 (228)";"Child Day Center";"Two Year";"May 16, 2021";"Ms. Janah Plummer";"6:00 a.m - 6:30 p.m.";"Monday - Friday";300;"5 years - 12 years 11 months";"Cathy E. Aylor: (540) 222-6352";30730;"Yes";;;;1105531;
"Georgetown South Early Head Start CDC";"9444 Taney Road";"20110-5933";"Manassas";"Manassas City";"VA";"(571) 748-2771";"Child Day Center";"Two Year";"Nov. 23, 2020";"Ms. Aretha Davis";"7:30 a.m. - 4:30 p.m.";"Monday - Friday";40;"1 month - 3 years 11 months";"Laura Brindle: (540) 905-2062";29181;"Yes";;3;;1105319;
"Grace Children's Learning Center";"9750 Wellington Road";"20110-6086";"Manassas";"Manassas City";"VA";"(703) 393-2345";"Child Day Center";"Two Year";"Dec. 6, 2020";"Ms. Susan Bardwell";"7:00 a.m - 5:00 p.m.";"Monday - Friday";150;"1 month - 10 years 11 months";"Sharon Allen: (540) 272-2941";23289;"Yes";;;;1059461;
"La Petite Academy - Dumfries Road";"10023 Dumfries Road";"20110-7950";"Manassas";"Manassas City";"VA";"(703) 361-6356";"Child Day Center";"Two Year";"April 23, 2021";"Ms. Dana Stauffer";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";160;"1 month - 12 years 11 months";"Keesha M Minor: (540) 340-2672";10980;"Yes";;2;;524563;
"Learning Tree Academy";"9840 Grant Avenue";20110;"Manassas";"Manassas City";"VA";"(703) 369-6077";"Child Day Center";"Two Year";"Aug. 8, 2021";"Pedro Cardona";"6:30 am - 5:30 pm";"Monday - Friday";100;"1 month - 12 years 11 months";"Cathy E. Aylor: (540) 222-6352";42431;"Yes";;;;1108126;
"Minnieland Academy at Technology";"9511 Technology Drive";"20110-4150";"Manassas";"Manassas City";"VA";"(703) 330-9507";"Child Day Center";"Two Year";"July 2, 2022";"Jennifer Talley";"7:00 a.m. - 5: 30 p.m.";"Monday - Friday";130;"Birth - 12 years 11 months";"Cathy E. Aylor: (540) 222-6352";11091;"Yes";;3;;533236;
"Minnieland Academy at Wellington #20";"10249 Hendley Road";"20110-7913";"Manassas";"Manassas City";"VA";"(703) 369-7929";"Child Day Center";"Two Year";"June 3, 2022";"Ms. Stacy Hancock";"6:00 a.m. - 5: 30 p.m.";"Monday - Friday";300;"1 month - 12 years 11 months";"Cathy E. Aylor: (540) 222-6352";29038;"Yes";;3;;1105285;
"Ms. Vickie McBride";"9229 Acer Lane";20110;"Manassas";"Manassas City";"VA";"(571) 451-3881";"Family Day Home";"One Year";"April 24, 2021";;"4:30 pm (M-F) & 8 am ( Sat- Sun) - 6 am (M-F) & 4pm ( Sat-Sun)";"Sunday - Saturday";5;"1 month - 12 years 11 months";"Cathy E. Aylor: (540) 222-6352";39328;"Yes";;;;1108583;
"Nanda Learning Center";"10951 Samuel Trexler Drive";20110;"Manassas";"Manassas City";"VA";"(240) 476-6388";"Child Day Center";"Two Year";"Feb. 26, 2021";"Ms. Diana Lemus";"6:00 AM - 6:30 PM";"Monday - Friday";150;"1 month - 12 years 11 months";"Sharon Allen: (540) 272-2941";44572;"Yes";;;;1108391;
"Robert Day Child Care Center";"9208 Centreville Road";"20110-5131";"Manassas";"Manassas City";"VA";"(703) 361-2443";"Child Day Center";"Two Year";"April 11, 2021";"Ms. Donna Shipman";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";25;"2 years 6 months - 12 years 11 months";"Donna Liberman: (540) 359-5244";22133;"No";;;"Special Needs Program";1033381;
"SERVE Early Head Start Development Center";"10056 Dean Drive";"20110-4115";"Manassas";"Manassas City";"VA";"(571) 748-2780";"Child Day Center";"Two Year";"Sept. 6, 2021";"Aretha Davis";"7:30 a.m. - 4:30 p.m.";"Monday - Friday";16;"0.0 years 1.0 months - 3.0 years 11.0 months";"Laura Brindle: (540) 905-2062";37607;"Yes";" #100";3;;1106829;
"Seven Oaks Academy";"8653 Sudley Road";20110;"Manassas";"Manassas City";"VA";"(703) 368-3871";"Child Day Center";"Two Year";"Aug. 8, 2021";"Ms. Jessica Honecker";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";199;"1 month - 12 years 11 months";"Shawanda M Henderson: (540) 216-1434";39052;"Yes";;;;1107138;
"The Goddard School";"10405 Dumfries Road";20110;"Manassas";"Manassas City";"VA";"(703) 420-7333";"Child Day Center";"Two Year";"May 24, 2022";"Not listed";"7:00 am - 6:00 pm";"Monday - Friday";158;"1 month - 12 years 11 months";"Donna Liberman: (540) 359-5244";45706;"No";;;;1108694;
"The Merit School of Manassas";"8485 Plantation Lane";20110;"Manassas";"Manassas City";"VA";"(703) 369-7942";"Child Day Center";"Two Year";"Feb. 24, 2022";"Tina Favara-Mullins";"7:00 am - 5:30 pm";"Monday - Friday";341;"Birth - 12 years 11 months";"Morgan P Bryson: (540) 270-0057";38464;"Yes";;3;;1107032;
"The Merit School of Old Town Manassas";"8757 Signal Hill Drive";"20110-5835";"Manassas";"Manassas City";"VA";"(703) 361-5113";"Child Day Center";"Two Year";"July 12, 2021";"Ms. Carey Michalowski";"7:00 am - 5:30 pm";"Monday - Friday";142;"Birth - 12 years 11 months";"Morgan P Bryson: (540) 270-0057";23211;"Yes";;3;;1058049;
"Venus Childcare & Learning Center";"8610 Mathis Avenue";20110;"Manassas";"Manassas City";"VA";"(703) 368-8252";"Child Day Center";"Two Year";"Feb. 3, 2022";"Ms. Venus Thornes";"6:00am - 6:00 pm";"Monday - Friday";148;"1 month - 12 years 11 months";"Cathy E. Aylor: (540) 222-6352";40950;"Yes";;;;1107691;
"Alberta King";"8711 Signal Hill Road";20110;"Manassas";"Manassas City";"VA";"(571) 477-9178";"Voluntary Registration";;"Sept. 24, 2021";;"7:00 a.m. - 6:30 p.m.";"Monday - Saturday";4;;"Cynthia Carneal: (804) 726-7140";44126;"No";" Apt. 24";;;5339;"Two Year"
"Ms. Hania Amenzoui";"9014 Sandalwood Drive";20110;"Manassas";"Manassas City";"VA";"(703) 257-1596";"Voluntary Registration";;"April 19, 2022";;"All shifts";"Sunday - Saturday";4;;"Cynthia Carneal: (804) 726-7140";44469;"No";" Apt B";;;5412;"Two Year"
"St. Thomas United Methodist Church";"8899 Sudley Road";"20110-4728";"Manassas";"Manassas City";"VA";"(703) 368-5161 (2)";"Religious Exempt Child Day Center";"Exempt";"Aug. 29, 2021";"Ms. Veronica Mcguin";"6:30 am - 6:30 pm";"Monday - Friday";150;"1 month - 6 years 11 months";"Terry A Gandy: (540) 347-6345";30143;"No";;;;1104912;
"Costello Park Preschool";"99 Adams Street";"20111-1858";"Manassas park";"Manassas Park";"VA";"(703) 335-8872";"Child Day Center";"Two Year";"July 26, 2021";"Sue Jurjevic";"8:30 am - 3:00 pm";"Monday - Friday";75;"3 years - 5 years 11 months";"Laura Brindle: (540) 905-2062";16054;"Yes";;2;;841764;
"Manassas Christian School";"9296 W. Carondelet Drive";"20111-3075";"Manassas park";"Manassas Park";"VA";"(703) 393-6555";"Child Day Center";"Two Year";"July 2, 2021";"Ms. Eric Bartholomew";"6:30 am - 6:30 pm";"Monday - Friday";300;"4 years 6 months - 12 years 11 months";"Morgan P Bryson: (540) 270-0057";23216;"No";;;;1058154;
"Ms. Harpreet Nakai";"9331 Hedgeford Street";20111;"Manassas park";"Manassas Park";"VA";"(703) 257-0306";"Family Day Home";"Two Year";"June 14, 2021";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";5;"2 months - 12 years 11 months";"Keesha M Minor: (540) 340-2672";31656;"Yes";;;;1106280;
"Ms. Veronica Payne";"110 Courtney Drive";20111;"Manassas park";"Manassas Park";"VA";"(703) 335-0949";"Family Day Home";"Two Year";"April 18, 2021";;"24 hours a day - 7 days a week";"Sunday - Saturday";12;"Birth - 12 years 11 months";"Sharon Allen: (540) 272-2941";38581;"Yes";;;;1108419;
"The Compass School of Manassas, Inc.";"9811 Godwin Drive";"20110-4156";"Manassas";"Manassas Park";"VA";"(703) 331-1303";"Child Day Center";"Two Year";"June 4, 2022";"Bailey Brenton";"7:00 am - 6:00 pm";"Monday - Friday";248;"1 month - 12 years 11 months";"Laura Brindle: (540) 905-2062";31493;"No";;;;1105640;
"The Merit School of Manassas Park #48";"9481 Manassas Drive";20111;"Manassas";"Manassas Park";"VA";"(703) 396-7100";"Child Day Center";"Two Year";"July 10, 2022";"Ms. Nicole Stanley";"7:00 a.m. - 5:30 p.m.";"Monday - Friday";233;"Birth - 12 years 11 months";"Keesha M Minor: (540) 340-2672";38747;"Yes";;;;1107083;
"Albert Harris Elementary Boys & Girls Clubs Afterschool Program";"107 Clearview Drive";24112;"Martinsville";"Martinsville";"VA";"(276) 656-1171";"Child Day Center";"Two Year";"June 17, 2021";"Marisa Womack";"7:30 am - 5:30 pm";"Monday - Friday";50;"5 years - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";33248;"Yes";;;;1105943;
"Clearview Boys & Girls Clubs Afterschool Program";"800 Ainsley Street";24112;"Martinsville";"Martinsville";"VA";"(276) 656-1171";"Child Day Center";"Two Year";"July 6, 2021";"Marisa Womack";"2:00 p.m. - 6:00 p.m.";"Monday - Friday";75;"3 years - 5 years 11 months";"Rebecca Forestier: (540) 309-2835";44961;"Yes";;;;1108507;
"Happy Feet Early Learning and Child Center";"37 Ellsworth Street";24112;"Martinsville";"Martinsville";"VA";"(276) 403-4183";"Child Day Center";"Two Year";"Feb. 4, 2021";"Shirley Williams";"6:00 AM - 6:00 PM";"Monday - Friday (Saturday 7am - 4pm)";39;"1 month - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";40457;"Yes";;2;;1107533;
"Little Hearts Daycare";"319 Brown Street";24112;"Martinsville";"Martinsville";"VA";"(276) 632-8108";"Child Day Center";"Two Year";"May 28, 2021";"Mrs. Doris G. Gordon";"6:00 AM - 5:30 PM";"Monday - Friday";50;"1 month - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";25738;"Yes";;1;;1094100;
"Mrs. Sharon Martin";"1006 Independence Drive";24112;"Martinsville";"Martinsville";"VA";"(276) 632-4337";"Family Day Home";"Two Year";"Jan. 8, 2021";;"6:00 a.m. - 7:30 p.m.";"Sunday - Friday";12;"1 year - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";18380;"Yes";;2;;921699;
"Ms. Terrie Finney";"1119 Askin Street";24112;"Martinsville";"Martinsville";"VA";"(276) 634-1536";"Family Day Home";"Two Year";"April 20, 2021";;"6:30 AM - 11:00 PM";"Monday - Friday";6;"Birth - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";26046;"Yes";;2;;1097974;
"PCCA Head Start - Refuge Temple";"214 Clearview Drive";24112;"Martinsville";"Martinsville";"VA";"(434) 432-8911";"Child Day Center";"Two Year";"April 9, 2021";"Angela R. Barnes";"8:15 am - 2:15 pm";"Monday - Friday";52;"3 years - 5 years 11 months";"Rebecca Forestier: (540) 309-2835";42364;"No";;3;;1108116;
"PCCA Head Start Refuge Temple #2";"205 Clearview Dr.";24112;"Martinsville";"Martinsville";"VA";"(434) 432-8911";"Child Day Center";"Two Year";"Oct. 19, 2022";"Angela Barnes";"8:15 am - 2:15 pm";"Monday - Friday";72;"3 years - 5 years 11 months";"Rebecca Forestier: (540) 309-2835";32887;"No";;3;;1105866;
"Patrick Henry Elementary Boys & Girls Clubs Afterschool Program";"146 East Main Street";24112;"Martinsville";"Martinsville";"VA";"(276) 656-1171";"Child Day Center";"Two Year";"June 17, 2021";"Marisa Womack";"2:00 pm - 6:00 pm";"Monday - Friday";50;"5 years - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";33247;"Yes";;;;1105942;
"First Baptist Church of Martinsville";"23 Starling Avenue";24112;"Martinsville";"Martinsville";"VA";"(276) 632-2636";"Religious Exempt Child Day Center";"Exempt";"March 30, 2021";"Elizabeth Kotchish";"6:30 AM - 5:30 PM";"Monday - Friday";100;"1 month - 12 years 11 months";"Monique D Anderson: (540) 309-2397";8615;"Yes";;3;;26085;
"First Presbyterian Church-Martinsville";"1901 Patrick Henry Avenue";24112;"Martinsville";"Martinsville";"VA";"(540) 632-3431";"Religious Exempt Child Day Center";"Exempt";"Nov. 11, 2020";"Carol Carter";"7:45 am - 2:00 pm";"Monday - Thursday";70;"1 year - 5 years 11 months";"Karen Fanin: (540) 204-9631";20096;"No";;;;970461;
"Kingston Parish Preschool";"370 Main Street";23109;"Mathews";"Mathews";"VA";"(804) 725-3211";"Child Day Center";"Two Year";"Feb. 16, 2022";"Ms. Kelsey Desmond";"8:00 am - 4 pm MWF 12PM T TH";"Monday - Friday";18;"2 years 6 months - 5 years 11 months";"Michele Patchett: (757) 439-6816";16805;"No";;1;;866511;
"Little Lighthouse Head Start Center";"9889 Buckley Hall Road";23109;"Mathews";"Mathews";"VA";"(804) 725-0627";"Child Day Center";"Two Year";"March 15, 2021";"Ms. Heidi Condrey";"7:00 am - 3:30 pm";"Monday - Friday";20;"3 years - 5 years 11 months";"Tiffany Harris: (757) 403-3045";26034;"No";" Rte. 198";3;;1097842;
"Mathews Family YMCA Student Support Center";"498 Church Street";23109;"Mathews";"Mathews";"VA";"(804) 384-6769";"Child Day Center";"Two Year";"Jan. 24, 2021";"Ms. Olivia Mccomas";"6:30 am - 6:00 pm";"Monday - Friday";50;"5 years - 12 years 11 months";"Christine Mahan: (757) 404-0568";42003;"Yes";;;;1107963;
"Relevant Ministries Church";"10514 Buckley Hall Road";23109;"Mathews";"Mathews";"VA";"(757) 694-9581";"Religious Exempt Child Day Center";"Exempt";"Dec. 3, 2020";"Ms. Leslie Foster";"8:30 a.m. - 11:30 a.m.";"Monday - Friday";17;"3 years - 5 years 11 months";"Michele Patchett: (757) 439-6816";44246;"No";;;;1105890;
"Caring Hearts Academy LLC";"420 Bracey Lane";23970;"South hill";"Mecklenburg";"VA";"(434) 447-3616";"Child Day Center";"Two Year";"March 31, 2021";"Ms. Shannon K. Facchina";"6:00am - 6:00pm";"Monday - Friday";50;"1 month - 12 years 11 months";"Tara Barton: (804) 662-9766";44846;"No";;2;;1108474;
"Cynthia's Child Care Center LLC";"100 North Carter Street";23950;"La crosse";"Mecklenburg";"VA";"(434) 253-3052";"Child Day Center";"Two Year";"Feb. 27, 2022";"Ms. Cynthia Ogburn";"6:00am - 6:00pm";"Monday - Friday";65;"Birth - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";43745;"Yes";" Suite 8 & 10";2;;1108218;
"Linda Goode";"3077 Highway 92";23917;"Boydton";"Mecklenburg";"VA";"(434) 210-7314";"Family Day Home";"Two Year";"Aug. 18, 2020";;"6:00 AM - 11:00 PM";"Monday - Friday";12;"6 months - 12 years 11 months";"Kelly Adriazola: (804) 662-9760";32192;"Yes";;;;1106491;
"M.C.'s Kids, Inc.";"610 Academy Lane";23970;"South hill";"Mecklenburg";"VA";"(434) 447-7740";"Child Day Center";"Two Year";"May 5, 2021";"Ms. Mary Carol Kallam";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";150;"1 month - 12 years 11 months";"Tara Barton: (804) 662-9766";26120;"Yes";;;;1098806;
"Ms. April Loomis";"6777 Highway 49";24529;"Buffalo junction";"Mecklenburg";"VA";"(434) 374-2580";"Family Day Home";"Two Year";"Sept. 15, 2021";;"12:01am - 12:00am";"Monday - Sunday";12;"Birth - 12 years 11 months";"Tara Barton: (804) 662-9766";41749;"Yes";;;;1109034;
"Patricia's Childcare Center";"434 Piney Pond Road";23920;"Brodnax";"Mecklenburg";"VA";"(434) 729-3525";"Child Day Center";"Two Year";"Oct. 6, 2020";"Patricia Feggins";"6:00 am - 8:00 pm";"Monday - Friday";60;"2 months - 12 years 11 months";"Jennifer Moore: (804) 662-9716";28095;"Yes";;;;1105210;
"TRI-COUNTY COMMUNITY ACTION AGENCY, INC. - Chase City";"504 North Main Street";23924;"Chase city";"Mecklenburg";"VA";"(434) 575-7916";"Child Day Center";"Two Year";"Sept. 17, 2020";"Ms. Angela Harrison";"8:30 AM - 1:00 PM";"Monday - Friday";20;"2 years 10 months - 5 years 11 months";"Kelly Adriazola: (804) 662-9760";25613;"No";;3;;1092387;
"Tri-County Community Action Agency - Boydton";"117 Mayfield Drive";23917;"Boydton";"Mecklenburg";"VA";"(434) 738-0025";"Child Day Center";"Two Year";"April 3, 2021";"Ms. Petrina Carter";"8:00 AM - 2:00 PM";"Monday - Friday";20;"2 years 10 months - 5 years 11 months";"Jennifer Moore: (804) 662-9716";18162;"No";;3;;914170;
"Tri-County Community Action Agency, Inc. - LaCrosse";"1000 School Circle";23950;"Lacrosse";"Mecklenburg";"VA";"(434) 757-1152";"Child Day Center";"Two Year";"Nov. 23, 2021";"Ms. Mary Beth Burgess";"8:30 AM - 1:00 PM";"Monday - Friday";20;"2 years 10 months - 5 years 11 months";"Kelly Adriazola: (804) 662-9760";18165;"No";;3;;914200;
"Boydton Baptist Church";"239 Madison Street";23917;"Boydton";"Mecklenburg";"VA";"(434) 738-7018";"Religious Exempt Child Day Center";"Exempt";"June 19, 2021";"Ms. Marsha Seamans";"7:15 am - 5:30 pm";"Monday - Friday";69;"1 month - 10 years 11 months";"Kandra Brown: (804) 662-9038";39845;"No";;;;1105648;
"Centenary United Methodist Church";"350 North Marshall Street";23924;"Chase city";"Mecklenburg";"VA";"(434) 372-5638";"Religious Exempt Child Day Center";"Exempt";"Sept. 13, 2021";"Mike West";"6:30am - 5:30pm";"Monday - Friday";60;"2 years - 12 years 11 months";"Kandra Brown: (804) 662-9038";17153;"No";;;;876606;
"Clarksville Baptist Church";"210 5th Street";23927;"Clarksville";"Mecklenburg";"VA";"(434) 374-2219";"Religious Exempt Child Day Center";"Exempt";"April 4, 2021";"Ms. Georgene Glasscock";"7:15 am - 6:00 pm";"Monday - Friday";52;"2 years - 11 years 3 months";"Kandra Brown: (804) 662-9038";18842;"No";;;;938745;
"First Baptist Church";"414 North Mecklenburg Avenue";23970;"South hill";"Mecklenburg";"VA";"(434) 447-2634";"Religious Exempt Child Day Center";"Exempt";"Sept. 12, 2021";"Erinn Baird";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";145;"2 years - 12 years 11 months";"Kandra Brown: (804) 662-9038";22877;"No";;;;1051541;
"Impact Church of God";"205 W. Danville Street";23970;"South hill";"Mecklenburg";"VA";"(434) 774-6523";"Religious Exempt Child Day Center";"Exempt";"Aug. 19, 2021";"Ella Laaissaoui";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";43;"1 year 6 months - 12 years 11 months";"Kandra Brown: (804) 662-9038";39995;"Yes";;;;1105659;
"Horizons Unlimited Early Learning Center";"221 Marston Avenue";23175;"Urbanna";"Middlesex";"VA";"(804) 758-0711";"Child Day Center";"Two Year";"July 18, 2022";"Ms. Suzette Babcock";"6:30 a.m - 6:00 p.m.";"Monday - Friday";48;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";44253;"Yes";;1;;1108341;
"Middlesex Family YMCA Operated by Peninsula Metropolitan YMCA";"11487 General Puller Highway";23071;"Hartfield";"Middlesex";"VA";"(804) 316-9191";"Child Day Center";"Two Year";"Jan. 13, 2021";"Rosabeth Kissman";"3:15 pm - 6:00 pm";"Monday - Friday";130;"4 years 9 months - 12 years 11 months";"Christine Mahan: (757) 404-0568";29207;"Yes";;;;1105321;
"Middlesex Head Start";"823 Philpot Road";23092;"Locust hill";"Middlesex";"VA";"(804) 758-3257";"Child Day Center";"Two Year";"Sept. 21, 2022";"Ms. Linda Whitt";"7:45 am - 3:45 pm";"Monday - Friday";20;"3 years - 5 years 11 months";"Tiffany Harris: (757) 403-3045";26035;"No";;3;;1097851;
"Mrs. Marie Wilding";"209 Creekshore Drive";23043;"Deltaville";"Middlesex";"VA";"(804) 776-9836";"Family Day Home";"Two Year";"May 3, 2021";;"7:00 am - 5:30 pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";16287;"No";;;;851719;
"Ms Diana Insley";"122 Glennwood Drive";23169;"Topping";"Middlesex";"VA";"(804) 776-1014";"Family Day Home";"One Year";"Jan. 24, 2021";;"6:00am - 5:00pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Michele Patchett: (757) 439-6816";33707;"Yes";;;;1106992;
"Ms. Barbara Walton";"207 Crittenden Road";23043;"Deltaville";"Middlesex";"VA";"(804) 832-7955";"Family Day Home";"One Year";"March 16, 2021";;"7:00am - 5:00 pm";"Monday - Friday";10;"Birth - 12 years 11 months";"Christine Mahan: (757) 404-0568";36424;"Yes";;1;;1107867;
"Ms. Cynthia Beverley";"305 Wake Road";23176;"Wake";"Middlesex";"VA";"(804) 815-8426";"Family Day Home";"One Year";"March 6, 2021";;"7:00 a.m. - 5:30 p.m.";"Monday - Friday";12;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";34231;"Yes";;;;1107160;
"Baptist General Association of Virginia";"1586 Stampers Bay Road";23071;"Hartfield";"Middlesex";"VA";"(804) 776-9552";"Religious Exempt Child Day Center";"Exempt";"Aug. 27, 2021";"Steve Gourley";"8:00 am - 5:00 pm";"Monday - Friday";20;"6 years - 12 years 11 months";"Shelika M Bowman: (757) 755-5389";46643;"No";;;;1106024;
"Lower United Methodist Church";"120 Lower Church Road";23071;"Hartfield";"Middlesex";"VA";"(804) 694-9033";"Religious Exempt Child Day Center";"Exempt";"April 15, 2021";"Ms. Kelly L. Walden";"8:00 a.m. - 5:00 p.m.";"Monday - Friday";29;"2 years - 7 years 11 months";"Shelika M Bowman: (757) 755-5389";33792;"No";;;;1105114;
"Urbanna Baptist Church";"121 Watling Street";23175;"Urbanna";"Middlesex";"VA";"(804) 758-4783";"Religious Exempt Child Day Center";"Exempt";"June 30, 2021";"Blair Rhodes";"7:30 a.m. - 5:30 p.m.";"Monday - Friday";82;"1 month - 10 years 11 months";"Shelika M Bowman: (757) 755-5389";8151;"No";;;;5371;
"Blacksburg Kindercare";"844 University City Blvd";24060;"Blacksburg";"Montgomery";"VA";"(540) 418-4963";"Child Day Center";"Two Year";"July 5, 2022";"Ms. Lori Canter";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";90;"1 month - 12 years 11 months";"Katie Gifford: (276) 698-9981";45880;"No";;;;1108719;
"Blacksburg New School";"2500 North Main Street";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-6693";"Child Day Center";"Two Year";"May 21, 2021";"Tamara Jo Stone";"3:45 pm - 5:45 pm";"Monday - Friday";45;"4 years 6 months - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";33493;"No";;;;1105971;
"Blacksburg South KinderCare Learning Center";"1301 Rugby Lane";24060;"Blacksburg";"Montgomery";"VA";"(540) 552-1469";"Child Day Center";"Two Year";"Feb. 4, 2022";"Ms. Tammy Dunning";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";130;"1 month - 12 years 11 months";"Katie Gifford: (276) 698-9981";45434;"No";;;;1108624;
"Bridges and Blossoms Preschool";"896 Life Drive";24073;"Christiansburg";"Montgomery";"VA";"(540) 394-7277";"Child Day Center";"Two Year";"March 7, 2022";"Ms. Christi Lyons";"8:30 am - 12 pm";"MWF";20;"2 years 9 months - 6 years 11 months";"Katie Gifford: (276) 698-9981";36399;"No";;;;1106536;
"Children's Academic Center, Inc";"270 Alleghany Springs Road";24162;"Shawsville";"Montgomery";"VA";;"Child Day Center";"Two Year";"Nov. 14, 2020";"Mrs. Darlene Mcguire";"6 am - 6 pm";"Monday - Friday";100;"Birth - 12 years 11 months";"Julia Kimbrough: (276) 608-4267";32464;"Yes";;1;;1105781;
"Grace-A-Child USA / Graceway Ministries";"125 Scattergood Drive";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-9591";"Child Day Center";"Two Year";"May 8, 2022";"Brooke Hogston";"7:00 am - 5:30 pm";"Monday - Friday";146;"1 month - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";39657;"Yes";;;;1107326;
"Hawthorne Preschool Academy, LLC";"1600 South Franklin Street";24073;"Christiansburg";"Montgomery";"VA";"(540) 585-1575";"Child Day Center";"Two Year";"Dec. 24, 2020";"Bethany Nuckols";"9:00am - 12:00pm";"Tuesday - Thursday";20;"1 year 5 months - 5 years 11 months";"Shirl M. Spencer: (276) 608-3758";44537;"No";" Calvary United Methodist Church";2;;1108385;
"Heart n Hand Early Learning Center LLC, Linda Naughton";"75 Hampton Blvd.";24073;"Christiansburg";"Montgomery";"VA";"(540) 382-1085";"Child Day Center";"Two Year";"Jan. 28, 2022";"Chelsea Naughton";"6:30am - 6:00pm";"Monday - Friday";50;"1 month - 12 years 11 months";"Sara Hutton-Tallman: (276) 608-3749";45525;"Yes";;;;1108659;
"Honey Tree Early Learning Center";"95 Patricia Lane NE";24073;"Christiansburg";"Montgomery";"VA";"(540) 381-6095";"Child Day Center";"Two Year";"Nov. 20, 2020";"Sara Schwartz";"6:00 am - 6:30 pm";"Monday - Friday";90;"1 month - 12 years 11 months";"Julia Kimbrough: (276) 608-4267";44483;"Yes";;;;1108375;
"Little Hokie Hangout";"600 Prices Fork Road";24060;"Blacksburg";"Montgomery";"VA";"(540) 231-9382";"Child Day Center";"Two Year";"March 14, 2022";"Marin Riegger";"8:30 a.m. - 6:00 p.m.";"Monday - Friday";12;"2 years - 5 years 11 months";"Katie Gifford: (276) 698-9981";43877;"No";;;;1108253;
