"Facility Name";"Site Address";"Zip";"City";"County";"State";"Phone";"Facility Type";"License Type";"Expiration Date";"Administrator";"Business Hours";"Business Days";"Capacity";"Ages";"Inspector";"Provider ID";"Subsidy";"Address 2";"Quality Level";"Qualification";"License/Facility ID#";"Registration Duration"
"Lighthouse Worship Center";"4299 George Washington Memorial Hwy";23072;"Hayes";"Gloucester";"VA";"(804) 684-0713";"Religious Exempt Child Day Center";"Exempt";"Aug. 29, 2024";"Ms. Ashlee Whitmarsh";"6:00 a.m. - 6:30 p.m.";"Monday - Friday";260;"1 month - 12 years 11 months";"Cassie Anderson-Leichty: (757) 409-4668";23259;"No";;;;1058871;
"Newington Baptist Church";"6169 Main Street";23061;"Gloucester";"Gloucester";"VA";"(804) 693-7627";"Religious Exempt Child Day Center";"Exempt";"Feb. 21, 2024";"Ms. Stephanie Smith";"9:00 a.m. - 12:15 p.m.";"Monday - Friday";53;"3 years - 5 years 11 months";"Christine Mahan: (757) 404-0568";16176;"No";;;;847240;
"Petsworth Baptist Church";"2471 Hickory Fork Road";23061;"Gloucester";"Gloucester";"VA";"(804) 824-0245";"Religious Exempt Child Day Center";"Exempt";"Aug. 29, 2024";"Ms. Tina Fulcher";"9:00 a.m. - 12 noon";"Monday - Friday";30;"3 years - 12 years 11 months";"Cassie Anderson-Leichty: (757) 409-4668";17579;"No";;;;891907;
"Providence Baptist Church";"3501 Providence Road";23072;"Hayes";"Gloucester";"VA";"(804) 642-5112";"Religious Exempt Child Day Center";"Exempt";"March 9, 2024";"Ms. Amber Byrd";"9:30 a.m. - 12:30 p.m.";"Tuesday - Friday";100;"2 years - 6 years 11 months";"Christine Mahan: (757) 404-0568";17575;"No";;;;891630;
"Adams International School";"1655 Broad Street Road";23102;"Maidens";"Goochland";"VA";"(804) 784-0141";"Child Day Center";"Two Year";"Dec. 21, 2024";"Ms. Tamara Adams";"7:30 am - 3:30 pm";"Monday - Friday";56;"2 years 6 months - 12 years 11 months";"Sharon Curlee: (804) 840-8312";37229;"No";;;;1106724;
"Bundle of Joy - Goochland";"74 Plaza Drive";23103;"Manakin sabot";"Goochland";"VA";"(804) 784-3581";"Child Day Center";"Two Year";"July 31, 2024";"Ms. Kelley Mulcunry";"6:30 a.m. - 6:00 p.m.";"Monday - Friday";174;"1 month - 12 years 11 months";"Jennifer Moore: (540) 430-0384";24624;"Yes";;;;1079194;
"Young Men's Christian Association of Greater Richmond -Goochland";"1800 Dickinson Road";23063;"Goochland";"Goochland";"VA";"(804) 556-9887";"Child Day Center";"Two Year";"Nov. 26, 2023";"Josh Green";"7:00 a.m. - 6:00 p.m.";"Monday - Friday";80;"4 years 9 months - 12 years 11 months";"NeShara Gaston: (540) 280-0742";31122;"Yes";;;;1105576;
"Hebron Presbyterian Church";"1040 Shallow Well Road";23103;"Manakin-sabot";"Goochland";"VA";"(804) 784-3950";"Religious Exempt Child Day Center";"Exempt";"March 24, 2024";"Ms. Shirley Bonovitch";"9:00 am - 12:00 pm";"Tuesday - Friday";50;"2 years - 5 years 11 months";"Florence Martus: (804) 389-0157";29101;"No";" P.O. Box 67";;;1104878;
"Mount Gilead Baptist Church";"4768 Shannon Hill Road";23038;"Columbia";"Goochland";"VA";"(804) 457-2938";"Religious Exempt Child Day Center";"Exempt";"Sept. 7, 2024";"Ms. Glenda Hawk";"8:30am - 12:30pm";"Monday - Thursday";40;"2 years - 6 years 11 months";"Florence Martus: (804) 389-0157";31579;"No";;;;1104969;
"Independence Head Start";"911 East Main Street";24348;"Independence";"Grayson";"VA";"(276) 768-1746";"Child Day Center";"Two Year";"May 16, 2024";"Jessica Edwards";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";31;"1 month - 5 years 11 months";"Julia Kimbrough: (804) 921-7596";47567;"Yes";;;;1109177;
"Ms. Robin West";"48 Magnolia Lane";24348;"Independence";"Grayson";"VA";"(276) 773-2023";"Family Day Home";"Two Year";"Nov. 1, 2024";;"6:30 am - 5:00 pm (4:30 on Fri)";"Monday - Friday";12;"Birth - 12 years 11 months";"Sara Tallman: (276) 608-3749";19028;"No";;;;944443;
"Fairview Baptist Church";"3543 Skyline Highway";24333;"Galax";"Grayson";"VA";"(276) 236-5541";"Religious Exempt Child Day Center";"Exempt";"Nov. 1, 2024";"Ms. Pamela Melton";"6:00 a.m. - 5:30 p.m.";"Monday - Friday";125;"1 month - 10 years 11 months";"Angela Farmer: (276) 608-2283";23472;"No";" Fairview Church Child Care";;;1062861;
"Greene County Child Care Center";"204 New Life Drive";22968;"Ruckersville";"Greene";"VA";"(434) 985-7852";"Child Day Center";"Two Year";"Dec. 14, 2023";"Ms Teresa Breeden";"7:00 a.m. - 5:30 p.m.";"Monday - Friday";115;"1 year 4 months - 12 years 11 months";"Stephanie Reed: (540) 272-6558";9841;"Yes";;;;390268;
"Piedmont Family YMCA at Nathanael Greene Elementary School";"8090 Spotswood Trail";22973;"Stanardsville";"Greene";"VA";"(434) 270-7538";"Child Day Center";"Two Year";"Nov. 19, 2024";"Ms. Cassandra Barnes";"7:30 AM - 5:30 PM";"Monday - Friday";200;"5 years - 12 years 11 months";"Kelly Adriazola: (804) 840-8245";48018;"Yes";;;;1109252;
"Piper Ivy Preschool Inc.";"72 Lambs Lane";22973;"Stanardsville";"Greene";"VA";"(434) 985-1185";"Child Day Center";"Two Year";"Sept. 11, 2024";"Piper Gilbert";"6:30 AM - 6:30 PM";"Monday - Friday";125;"2 years - 12 years 11 months";"Kelly Adriazola: (804) 840-8245";44269;"Yes";;;;1108346;
"Skyline CAP, Inc. - Greene County Head Start";"64 Monroe Drive";22973;"Stanardsville";"Greene";"VA";"(540) 948-3916";"Child Day Center";"Two Year";"March 26, 2025";"Ms. Simon Fiscus";"8:00 a.m. - 4:00 p.m.";"Monday - Friday";40;"3 years - 5 years 11 months";"Julie Kunowsky: (540) 430-9256";24064;"No";;;;1072254;
"Thomasina Turner";"759 Westwood Road";22973;"Stanardsville";"Greene";"VA";"(540) 395-3128";"Family Day Home";"Conditional";"Jan. 18, 2024";;"6:00 AM - 5:30 PM";"Monday - Friday";5;"2 months - 4 years 11 months";"Barbara Workman: (540) 430-9257";49655;"Yes";;;;1110555;
"YMCA Afterschool and Camp Program at Ruckersville Elementary";"105 Progress Place";22968;"Ruckersville";"Greene";"VA";"(434) 974-9622";"Child Day Center";"Two Year";"Feb. 13, 2024";"Ms. Jessica Maslaney";"7:30 a.m. - 6:30 p.m.";"Monday - Friday";200;"5 years - 12 years 11 months";"Amy Tomblin: (804) 629-3923";45411;"Yes";;;"Program Located in a Public School";1108613;
"First Bible Baptist Church";"225 Crusaders Court";22973;"Stanardsville";"Greene";"VA";"(434) 985-2947";"Religious Exempt Child Day Center";"Exempt";"Dec. 28, 2023";"Leah Knight";"7:00 a.m. - 5:30 p.m.";"Monday - Friday";60;"3 years - 12 years 11 months";"Julie Kunowsky: (540) 430-9256";8144;"No";;;;5240;
"Ms. Babette Mayfield";"467 Wyatt's Mill Road";23867;"Jarratt";"Greenville";"VA";"(434) 535-8159";"Family Day Home";"One Year";"July 15, 2024";;"4:00 am - 6:30 pm";"Monday - Friday";12;"1 month - 12 years";"Rene Old: (757) 404-1784";45873;"No";;;;1109953;
"Rush All Aboard";"550 North Main Street";23847;"Emporia";"Greenville";"VA";"(434) 634-0302";"Child Day Center";"Two Year";"May 26, 2023";"Ms. Rotunda Rush";"7:00 am - 6:00 pm";"Monday - Friday";48;"1 month - 12 years 11 months";"Rene Old: (757) 404-1784";44869;"Yes";;;;1108481;
"The Improvement Association Greensville Head Start";"1101 Sussex Drive";23847;"Emporia";"Greenville";"VA";"(434) 336-0907";"Child Day Center";"Two Year";"Dec. 1, 2023";"Rufus Tyler";"8:00AM - 4:00PM";"Monday - Friday";20;"3 years - 5 years 11 months";"Trisha Brown: (757) 404-2601";22204;"No";;;;1034549;
"Greater Shiloh Baptist Church";"615 Clay Street";23847;"Emporia";"Greenville";"VA";"(434) 634-2616 (chri)";"Religious Exempt Child Day Center";"Exempt";"May 31, 2024";"Dr. Marcus J Carey";;;10;"3 years - 5 years";"Trisha Brown: (757) 404-2601";49228;"No";;;;1106177;
"Cluster Springs Head Start Center";"1011 Huell Matthews Highway";24592;"South boston";"Halifax";"VA";"(434) 446-3384";"Child Day Center";"Two Year";"June 15, 2025";"Tba Tba";"8:30 - 3:00";"Monday - Friday";40;"2 years 10 months - 5 years 11 months";"Tara K Martin: (804) 588-2371";48862;"No";;;;1109370;
"Mary Bethune Head Start Center";"1030 Cowford Road";24558;"Halifax";"Halifax";"VA";"(434) 575-7916 (231)";"Child Day Center";"Two Year";"Feb. 17, 2025";"Patricia R. Taylor";"8:00 am - 5:30 pm";"Monday - Friday";20;"2 years 10 months - 5 years 11 months";"Tara K Martin: (804) 588-2371";40558;"No";;;;1107562;
"Rachel McQuigg";"2038 Waller Road";24577;"Nathalie";"Halifax";"VA";"(434) 454-0682";"Family Day Home";"Two Year";"April 7, 2025";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";5;"Birth - 12 years 11 months";"Tara K Martin: (804) 588-2371";44755;"Yes";;;;1109695;
"Sydnor Jennings Head Start";"1011 Sydnor Jennings Road";24577;"Nathalie";"Halifax";"VA";"(434) 349-2010";"Child Day Center";"Two Year";"March 3, 2025";"Ms. Angela Harrison";"8:00 am - 3:30 pm";"Monday - Friday";20;"2 years 10 months - 5 years 11 months";"Tara K Martin: (804) 588-2371";26158;"No";;;;1099373;
"Tots and Company Childcare";"3401 Old Halifax Road";24592;"South boston";"Halifax";"VA";"(434) 575-1008";"Child Day Center";"Two Year";"June 28, 2024";"Ron Sumpter";"6:00 A.M. - 6:00 pm";"Monday - Friday";95;"1 month - 12 years 11 months";"Rebecca Forestier: (540) 309-2835";41102;"Yes";;;;1107722;
"Tri-County Community Action Agency, Inc. - Riverdale";"1176 Huell Matthews Highway";24592;"South boston";"Halifax";"VA";"(434) 575-7016";"Child Day Center";"Two Year";"April 4, 2025";"Ms. Angela Harrison";"8:30 am - 5:00 pm";"Monday - Friday";60;"2 years 10 months - 5 years 11 months";"Tara K Martin: (804) 588-2371";11976;"No";;;;624707;
"Dan River Baptist Church";"1228 Dan River Church Road";24558;"Halifax";"Halifax";"VA";"(434) 572-3547";"Religious Exempt Child Day Center";"Exempt";"Feb. 12, 2024";"Taylor Kenney";"7:30 AM - 5:30 PM";"Monday - Friday";40;"2 years - 4 years 11 months";"Karen Fanin: (540) 204-9631";16253;"No";;;;850429;
"Emmanuel Seventh Day Adventist Church";"1806 Parker Avenue";24592;"South boston";"Halifax";"VA";"(434) 572-9107";"Religious Exempt Child Day Center";"Exempt";"Sept. 12, 2024";"Linda Reed";"6:00 AM - 6:00 PM";"Monday - Friday";20;"2 years 6 months - 12 years 11 months";"Karen Fanin: (540) 204-9631";34179;"No";;;;1105145;
"First Baptist Church";"815 North Main Street";24592;"South boston";"Halifax";"VA";"(434) 575-1502";"Religious Exempt Child Day Center";"Exempt";"Oct. 18, 2023";"Ms. Mary Tucker Irby";"7:30 am - 5:30 pm";"Monday - Friday";150;"2 years - 12 years 11 months";"Karen Fanin: (540) 204-9631";18675;"No";;;;932780;
"A Child's Day Learning Center";"1601 Todds Lane";23666;"Hampton";"Hampton";"VA";"(757) 826-8759";"Child Day Center";"Two Year";"Dec. 23, 2023";"Mark Cooper";"6:00 am - 5:00 pm";"Monday - Friday";66;"1 month - 12 years 11 months";"Tiffany Jones: (757) 403-3045";45288;"Yes";;;;1108585;
"Alston's Village Learning Center";"927 Aberdeen Road";23666;"Hampton";"Hampton";"VA";"(757) 641-5116";"Child Day Center";"Two Year";"May 31, 2024";"Ms. Andrea Alston-Darden";"6:00 AM - 6:00 PM";"Monday - Friday";15;"3 years - 12 years 11 months";"Melinda Popkin: (757) 802-5281";43709;"Yes";;;;1108209;
"Alston's Village Learning Center LLC";"923 Aberdeen Road";23666;"Hampton";"Hampton";"VA";"(757) 864-0222";"Child Day Center";"Two Year";"Jan. 23, 2024";"Andrea Alston";"6:00 am - 7:00 pm";"Monday - Friday";48;"1 month - 12 years 11 months";"Melinda Popkin: (757) 802-5281";39450;"Yes";;;;1107274;
"Bethel Temple Church, Inc.";"1705 Todds Lane";23666;"Hampton";"Hampton";"VA";"(757) 826-1426 (308)";"Child Day Center";"Two Year";"Feb. 14, 2025";"Ms. Lila Hensley";"6:00 am - 6:00 pm";"Monday - Friday";100;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";38192;"Yes";;;;1106963;
"Betty's Child Care & Educational Center";"1026 Settlers Landing Road";23669;"Hampton";"Hampton";"VA";"(757) 224-0139";"Child Day Center";"Two Year";"Feb. 28, 2024";"Shareese Butler";"7:00am - 6:00pm";"Monday - Friday";50;"1 year 6 months - 12 years 11 months";"Cassie Anderson-Leichty: (757) 409-4668";47129;"Yes";" Suite E";;;1109042;
"Captain Kidds";"1781 Old Buckroe Road";23664;"Hampton";"Hampton";"VA";"(757) 851-5437";"Child Day Center";"Two Year";"Oct. 15, 2025";"Mrs. Kimberly Shelton";"6:00am - 6:00pm";"Monday - Friday";260;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";47067;"Yes";;;;1109022;
"Childtime Learning Center 1012";"2 Manhattan Square";23666;"Hampton";"Hampton";"VA";"(757) 766-6260";"Child Day Center";"Two Year";"Aug. 4, 2024";"Ms. Amber Saunders";"6:30am - 6:00pm";"Monday - Friday";170;"1 month - 5 years 11 months";"Michele Patchett: (757) 439-6816";22304;"No";;;;1037122;
"El Roi Childcare";"1017 Todds Lane";23666;"Hampton";"Hampton";"VA";"(757) 593-1883";"Child Day Center";"Two Year";"May 24, 2024";"Ms. Grace Lamb";"6:00 a.m. - 5:30 p.m.";"Monday - Friday";31;"2 years - 12 years 11 months";"Anita Drewry: (757) 404-5261";45693;"Yes";;;;1108691;
"Empowering Future Leaders Academy LLC";"1525 Powerplant Parkway";23661;"Hampton";"Hampton";"VA";"(757) 912-8897";"Child Day Center";"Conditional";"March 25, 2024";"Kim Debnam-Tatum";"7:00am - 6:00pm";"Monday - Friday";50;"2 years 6 months - 8 years 11 months";"Michele Patchett: (757) 439-6816";49996;"No";;;;1109584;
"Gloria Dei Lutheran School and Child Care";"250 Fox Hill Road";23669;"Hampton";"Hampton";"VA";"(757) 851-6292";"Child Day Center";"Two Year";"Sept. 29, 2025";"Mrs. Lisa Dadez";"6:00am - 6:00 pm";"Monday - Friday";380;"1 year 4 months - 12 years 11 months";"Tiffany Jones: (757) 403-3045";8424;"No";;;;18741;
"Grandma's Daycare";"1184-1186 Big Bethel Road";23666;"Hampton";"Hampton";"VA";"(757) 251-7255";"Child Day Center";"Two Year";"July 30, 2025";"Ms. Sandra Mitcham";"6:00am - 6:00pm";"Monday - Friday";30;"1 month - 5 years 11 months";"Christine Mahan: (757) 404-0568";46060;"Yes";;;;1108766;
"HRCAP Mallory Head Start Center";"331 Big Bethel Road";23666;"Hampton";"Hampton";"VA";"(757) 224-6056";"Child Day Center";"Two Year";"Sept. 29, 2024";"Mrs Shikee Franklin";"8:30 am - 4:30 pm";"Monday - Friday";168;"2 years 11 months - 5 years 11 months";"Tiffany Jones: (757) 403-3045";37571;"Yes";;;;1106823;
"Hampton Roads International Monterssori School - Hampton";"23 Semple Farm Road";23666;"Hampton";"Hampton";"VA";"(757) 873-8950";"Child Day Center";"Two Year";"Feb. 22, 2024";"Ms. Michelle D'Antonio";"7:30 am - 5:30 pm";"Monday - Friday";83;"1 year 4 months - 12 years 11 months";"Cassie Anderson-Leichty: (757) 409-4668";47362;"Yes";;;;1109103;
"Hampton University Child Development Center";"137 William R Harvey Way";23668;"Hampton";"Hampton";"VA";"(757) 727-5698";"Child Day Center";"Two Year";"Dec. 31, 2023";"Ms. Joy Hernandez";"7:30 am - 5:25 pm";"Monday - Friday";76;"2 years 6 months - 5 years 11 months";"Tiffany Jones: (757) 403-3045";21444;"Yes";" Eva C Mitchell Hall,  Hampton University";;;1017334;
"I Can Child Care & Learning Center";"3406 Commander Shepard Boulevard";23666;"Hampton";"Hampton";"VA";"(757) 766-6161";"Child Day Center";"Two Year";"Nov. 19, 2024";"Ms. Tiffany Tanner-Stith";"6:30 am - 6:00 pm";"Monday - Friday";135;"1 month - 6 years 11 months";"Christine Mahan: (757) 404-0568";37019;"No";;;;1106679;
"Karen Jordan";"14 Ravenscroft Lane";23669;"Hampton";"Hampton";"VA";"(757) 346-4220";"Family Day Home";"Conditional";"Feb. 23, 2024";;"6:00am - 6:00pm";"Monday - Saturday";12;"2 years - 12 years 11 months";"Christine Mahan: (757) 404-0568";49890;"No";;;;1110571;
"KinderCare Learning Centers-385";"406 Big Bethel Road";23666;"Hampton";"Hampton";"VA";"(757) 838-4978";"Child Day Center";"Two Year";"March 20, 2025";"Mrs. Lafaye' Briggs";"6:30 a.m. - 6:30 p.m.";"Monday - Friday";99;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";8518;"Yes";;;;21318;
"KinderKidz Learning Center LLC- Hampton";"2 Kyle Street";23666;"Hampton";"Hampton";"VA";"(757) 902-1903";"Child Day Center";"Two Year";"July 8, 2025";"Ms. Venus Thornes";"6:30am - 6pm";"Monday - Friday";110;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";46928;"Yes";;;;1108979;
"La Petite Academy, Inc- #7138";"715 Little Back River Road";23669;"Hampton";"Hampton";"VA";"(757) 850-0471";"Child Day Center";"Provisional";"Feb. 16, 2024";"Ms. Tiarra Givens";"6:30AM - 5:30PM";"Monday - Friday";100;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";8835;"Yes";;;;138545;
"Langley Child Development Center";"8C Lindberg Way";23666;"Hampton";"Hampton";"VA";"(757) 864-4827";"Child Day Center";"Two Year";"Oct. 28, 2024";"Debra Gransbury";"7:00am - 5:30pm";"Monday - Friday";115;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";47967;"No";;;;1109247;
"Little Light House Care";"2726 W. Mercury Boulevard";23666;"Hampton";"Hampton";"VA";"(757) 817-5009";"Child Day Center";"Two Year";"Sept. 29, 2024";"Ms. Keysha Nieves";"7:00 am - 5:30 pm";"Monday - Friday";35;"1 month - 12 years 11 months";"Anita Drewry: (757) 404-5261";46086;"Yes";;;;1108772;
"Little Tin Soldiers Educational Center";"199 East Mercury Boulevard";23669;"Hampton";"Hampton";"VA";"(757) 727-0780";"Child Day Center";"Two Year";"Jan. 29, 2024";"Mr. Mark Cooper";"6:30am - 5:00 pm";"Monday - Friday";66;"1 month - 12 years 11 months";"Tiffany Jones: (757) 403-3045";32083;"Yes";;;;1105728;
"Live Laugh Grow Academy LLC";"710 W Mercury Boulevard";23666;"Hampton";"Hampton";"VA";"(757) 750-3311";"Child Day Center";"Two Year";"Oct. 27, 2023";"Tiffany Parker";"6:00am - 12:00am";"Monday - Friday";68;"1 year - 12 years 11 months";"Melinda Popkin: (757) 802-5281";47047;"Yes";;;;1109013;
"LyRic Mines";"131 Ocanoe Pl";23661;"Hampton";"Hampton";"VA";"(757) 751-9252";"Family Day Home";"One Year";"Aug. 2, 2024";;"6:00 am - 6:00 pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Tiffany Jones: (757) 403-3045";49166;"Yes";;;;1110470;
"Mom's Tot Spot Child Development Center LLC-II";"370 Fenwick Road";23651;"Fort monroe";"Hampton";"VA";"(757) 722-1000";"Child Day Center";"Two Year";"June 21, 2025";"Tiffany Barber";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";180;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";42442;"Yes";;;;1108130;
"Mom's Tot Spot Child Development Center, LLC- III";"350 Fenwick Road";23651;"Fort monroe";"Hampton";"VA";"(757) 872-2236";"Child Day Center";"Two Year";"March 20, 2025";"Ms Tiffany Barber";"2:30 pm - 6:00pm";"Monday - Friday";88;"5 years - 12 years 11 months";"Christine Mahan: (757) 404-0568";48764;"Yes";;;;1109340;
"Mrs. Michelle Dawson";"5 Henrys Fork Drive";23666;"Hampton";"Hampton";"VA";"(757) 872-2077";"Family Day Home";"One Year";"Feb. 1, 2024";;"7:00am - 4:00pm";"Monday - Friday";6;"1 year - 5 years 11 months";"Tiffany Jones: (757) 403-3045";48232;"No";;;;1110368;
"Ms Julia Underwood";"671 Greenbriar Avenue";23661;"Hampton";"Hampton";"VA";"(520) 991-9729";"Family Day Home";"One Year";"June 1, 2024";;"6:00 am - 4:30 pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Tiffany Jones: (757) 403-3045";47626;"Yes";;;;1110252;
"Ms Lakeria Chaney";"66 Scotland Rd";23663;"Hampton";"Hampton";"VA";"(803) 873-7957";"Family Day Home";"One Year";"Sept. 30, 2024";;"6:30 AM - 5:00 PM";"Monday - Friday";12;"1 month - 5 years 11 months";"Anita Drewry: (757) 404-5261";47831;"Yes";;;;1110299;
"Ms Tichina Goodman";"21 Sacramento Drive";23666;"Hampton";"Hampton";"VA";"(757) 327-8773";"Family Day Home";"Conditional";"Dec. 21, 2023";;"7:30am - 5:00pm";"Monday - Friday";8;"2 years - 5 years 11 months";"Michele Patchett: (757) 439-6816";49501;"Yes";" 1K";;;1110541;
"Ms. Kimberly Glover";"12 Scott Drive";23661;"Hampton";"Hampton";"VA";"(757) 310-3021";"Family Day Home";"One Year";"April 30, 2024";;"5:30 am - 6:00 pm";"Monday - Friday";8;"1 month - 12 years 11 months";"Tiffany Jones: (757) 403-3045";33752;"No";;;;1107012;
"Ms. Melissa Smith";"43 Ireland Street";23663;"Hampton";"Hampton";"VA";"(757) 327-3640";"Family Day Home";"One Year";"Sept. 6, 2024";;"6:00 a.m. - 6:00 p.m.";"Monday - Friday";9;"Birth - 12 years 11 months";"Tiffany Jones: (757) 403-3045";34232;"Yes";;;;1107161;
"Ms. Phyllis Noel";"4 Pyron Hunt Circle";23666;"Hampton";"Hampton";"VA";"(757) 826-2076";"Family Day Home";"One Year";"May 11, 2024";;"5:30 a.m. - 5:30 p.m.";"Monday - Friday";9;"Birth - 12 years 11 months";"Christine Mahan: (757) 404-0568";19531;"Yes";;;;954741;
"Ms. Roshieta Dailey";"740 E. Little Back River Road";23669;"Hampton";"Hampton";"VA";"(757) 544-0951";"Family Day Home";"One Year";"Jan. 23, 2024";;"6AM - 6PM";"Monday - Friday";12;"1 year - 12 years 11 months";"Michele Patchett: (757) 439-6816";46452;"Yes";;;;1110064;
"Ms. Sovonia Golden";"703 Delaware Avenue";23661;"Hampton";"Hampton";"VA";"(757) 254-5951";"Family Day Home";"One Year";"Feb. 11, 2024";;"6:00 am - 6:00 pm";"Monday - Sunday";12;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";47258;"Yes";;;;1110182;
"Ms. Sylvia Bennette";"4830 82nd Street";23605;"Hampton";"Hampton";"VA";"(757) 224-5217";"Family Day Home";"One Year";"June 17, 2024";;"5:30 AM - 6:00 PM";"Monday - Friday";8;"16 months - 12 years 11 months";"Christine Mahan: (757) 404-0568";20598;"Yes";;;;990402;
"Ms. Tammy Barker";"16 Keller Court";23666;"Hampton";"Hampton";"VA";"(757) 825-5350";"Family Day Home";"Two Year";"Dec. 2, 2024";;"6:00am - 5:30 pm";"Monday - Friday";12;"1 month - 12 years 11 months";"Tiffany Jones: (757) 403-3045";27383;"No";;;;1105216;
"Ms. Tiffany Breedlove";"817 Arlington Terrace";23666;"Hampton";"Hampton";"VA";"(757) 303-6213";"Family Day Home";"One Year";"Dec. 8, 2023";;"7:00 am - 5:00 pm";"Monday - Friday";12;"1 month - 6 years 11 months";"Christine Mahan: (757) 404-0568";41803;"No";;;;1109062;
"Ms. Tresa Huggett";"22 Plaza Drive";23669;"Hampton";"Hampton";"VA";"(757) 869-2452";"Family Day Home";"Two Year";"July 22, 2025";;"6:00 am - 5:30 pm";"Monday - Friday";12;"Birth - 12 years 11 months";"Christine Mahan: (757) 404-0568";45072;"No";;;;1109788;
"Peake Childhood Center";"1306 Thomas Street";23669;"Hampton";"Hampton";"VA";"(757) 825-6200";"Child Day Center";"Two Year";"Sept. 1, 2024";"Dr. Jennifer Parrish";"7:00am - 4:30pm";"Monday - Friday";200;"1 month - 5 years 11 months";"Christine Mahan: (757) 404-0568";37419;"Yes";;;;1106768;
"Precious Jewels Learning Center";"2813 W Mercury Boulevard";23666;"Hampton";"Hampton";"VA";"(757) 692-0897";"Child Day Center";"Two Year";"May 14, 2024";"Ms. Valma Mims";"7:00 a.m. - 5:30 p.m.";"Monday - Friday";83;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";44099;"Yes";;;;1108319;
"Pure at Heart Childcare Center Phase 3";"918 Big Bethel Road";23666;"Hampton";"Hampton";"VA";"(757) 755-3246";"Child Day Center";"Two Year";"Nov. 16, 2023";"Ms. Benita G. Taylor";"6:00 AM - 8:00 PM";"Monday - Friday";39;"2 years - 12 years 11 months";"Christine Mahan: (757) 404-0568";42730;"Yes";;;;1108173;
"Pure at Heart Childcare Center, Phase 2";"950 Big Bethel Road";23666;"Hampton";"Hampton";"VA";"(757) 262-1277";"Child Day Center";"Two Year";"May 3, 2025";"Benita Taylor";"6:00 am - 6:00pm";"Monday - Friday";29;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";41786;"Yes";;;;1107927;
"Smiles & Giggles Learning Center Incorporated";"132 Fox Hill Road";23669;"Hampton";"Hampton";"VA";"(757) 851-3030";"Child Day Center";"Provisional";"Nov. 28, 2023";"Ms. Kendra Crump";"6:30am - 6:00pm";"Monday - Friday";97;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";33722;"Yes";;;;1106022;
"Sunshine Faces";"2042 Nickerson Boulevard";23663;"Hampton";"Hampton";"VA";"(757) 224-3852";"Child Day Center";"Two Year";"Nov. 5, 2023";"Ms. Alicia Smith";"7:00 am - 7:00 pm";"Monday - Friday";52;"1 month - 12 years 11 months";"Christine Mahan: (757) 404-0568";45229;"Yes";;;;1108567;
"Sunshine Faces LLC-2056";"2056 Nickerson Blvd";23663;"Hampton";"Hampton";"VA";"(757) 224-3852";"Child Day Center";"Conditional";"Feb. 6, 2024";"Alicia Smith";"7:00 a.m. - 7:00 p.m.";"Monday - Friday";40;"31 months - 12 years 11 months";"Christine Mahan: (757) 404-0568";49557;"No";;;;1109502;
"Tick...Tock...Around the Clock, LLC";"60 Battle Road";23666;"Hampton";"Hampton";"VA";"(757) 224-3758";"Child Day Center";"Two Year";"April 1, 2025";"Ms. Denise Gibson";"5:30 am - 8:00 pm";"Monday - Friday";220;"1 month - 12 years 11 months";"Tiffany Jones: (757) 403-3045";44851;"Yes";;;;1108476;
"York County -Bethel Manor Head Start";"1797 1st Street";23665;"Hampton";"Hampton";"VA";"(757) 890-3893";"Child Day Center";"Two Year";"Feb. 22, 2025";"Ms. Amber Richey";"8:30am - 3:00pm";"Monday - Friday";33;"3 years - 5 years 11 months";"Cassie Anderson-Leichty: (757) 409-4668";39079;"No";;;;1107144;
"Young Mens Christian Assoc of the Virginia Peninsulas-Hampton";"1 YMCA Way";23669;"Hampton";"Hampton";"VA";"(757) 722-9044";"Child Day Center";"Two Year";"Oct. 25, 2024";"Ms. Shauntrice Williams";"6:00 AM - 6:00 PM";"Monday - Friday";260;"4 years 9 months - 12 years 11 months";"Tiffany Jones: (757) 403-3045";15547;"Yes";;;;818215;
"Ambassadors For Jesus Christ";"4 Duncan Drive";23663;"Hampton";"Hampton";"VA";"(757) 723-5530";"Religious Exempt Child Day Center";"Exempt";"June 23, 2024";"Ms. Annette Johnson";"6:00 a.m. - 6:00 p.m.";"Monday - Friday";76;"1 month - 12 years 11 months";"Michele Patchett: (757) 439-6816";31237;"Yes";;;;1104954;
