Provider ID;SSPS Provider Number;License ID;License Cert;Authority;Facility Type;License Type;License Status;Provider Name;Provider Name Label;Primary Contact;First Initial License Date;First Full License Date;License Anniversary Date;License Expires;Primary Phone;Email;Fax;Capacity;Ages;AgeFromMonths;AgeToMonths;Mail Addr1;Mail Addr2;Mail Addr3;Mail City;Mail State;Mail Zip;Physical Addr1;Physical Addr2;Physical Addr3;Physical City;Physical State;Physical Zip;Business Addr1;Business Addr2;Business Addr3;Business City;Business State;Business Zip;Label Addr1;Label Addr2;Label Addr3;Label City;Label State;Label Zip;County;Licensor;Office;Service Area;Lattitude;Longitude;Early Achievers Status;Referral Status
694674;191769;602717;Licensed;DEL;Center;Non-Expiring;Open;Kindercare Learning Center LLC 300898;Kindercare Learning Center LLC 300898;;8/23/2011;8/23/2011;22-Aug;;4254887383;;;85;1 month to 6 years;1;72;15816 116th NE;;;Bothell;WA;98011;15816 116th NE;;;Bothell;WA;98011;15816 116th NE;;;Bothell;WA;98011;15816 116th NE;;;Bothell;WA;98011;King;Julia Dunham;Bellevue;Northwest;47.742764;-122.184097;Participating in Quality Improvement;Okay to refer
128858;184935;461376;Licensed;DEL;Center;Non-Expiring;Open;Kindercare Learning Center LLC 300903;Kindercare Learning Center LLC 300903;;11/15/1991;11/15/1991;14-Nov;;4256444686;300903@klcorp.com;;150;1 month to 12 years;1;144;2060 152ND AVE NE;;;REDMOND;WA;98052;2060 152ND AVE NE;;;REDMOND;WA;98052;2060 152ND AVE NE;;;REDMOND;WA;98052;2060 152ND AVE NE;;;REDMOND;WA;98052;King;Jane Inglis;Bellevue;Northwest;47.6288161;-122.1377101;Participating in Quality Improvement;Okay to refer
789079;351338;646684;Licensed;DEL;Center;Non-Expiring;Open;KinderCare Learning Center LLC 300946;KinderCare Learning Center LLC 300946;;10/31/2013;;6-Jan;;4257474267;;;142;1 month to 6 years;1;72;12415 SE 41St Place;;;Bellevue;WA;98006;12415 SE 41st Place;;;Bellevue;WA;98006;12415 SE 41st Place;;;Bellevue;WA;98006;12415 SE 41St Place;;;Bellevue;WA;98006;King;Carol Artz;Bellevue;Northwest;47.5717659;-122.173826;Participating in Quality Improvement;Okay to refer
856242;525832;601698;Licensed;DEL;Center;Non-Expiring;Open;Kindercare Learning Center LLC 301024;Kindercare Learning Center LLC 301024;;8/5/2014;;4-Aug;;4258283583;;;119;1 month to 13 years;1;156;11404 Slater Ave NE;;;Kirkland;WA;98034;11404 Slater Ave NE;;;Kirkland;WA;98034;11404 Slater Ave NE;;;Kirkland;WA;98034;11404 Slater Ave NE;;;Kirkland;WA;98034;King;Julia Dunham;Bellevue;Northwest;47.7021053;-122.1765009;Participating in Quality Improvement;Okay to refer
129081;9627;529484;Licensed;DEL;Center;Non-Expiring;Open;Kindercare Learning Center LLC 301053;Kindercare Rose Hill;;10/8/1992;10/8/1992;7-Oct;;4258852377;;;114;1 month to 12 years;1;144;ROSE HILL;15202 REDMOND WAY;;REDMOND;WA;98052;15202 REDMOND WAY;;;REDMOND;WA;98052;15202 REDMOND WAY;;;REDMOND;WA;98052;ROSE HILL;15202 REDMOND WAY;;REDMOND;WA;98052;King;Jane Inglis;Bellevue;Northwest;47.6751558;-122.1388131;Participating in Quality Improvement;Okay to refer
694679;142532;607673;Licensed;DEL;Center;Non-Expiring;Open;Kindercare Learning Center LLC 301162;Kindercare Learning Center LLC 301162;;8/21/2011;8/21/2011;20-Aug;;4256432917;;;124;1 month to 6 years 6 months;1;78;4341 W LK SAMMAMISH PKWY;;;Issaquah;WA;98027;4341 W LK SAMMAMISH PKWY;;;Issaquah;WA;98027;4341 W. LK SAMMAMISH PKWY;;;Issaquah;WA;98027;4341 W LK SAMMAMISH PKWY;;;Issaquah;WA;98027;King;Carol Artz;Bellevue;Northwest;47.5675992;-122.0986586;Participating in Quality Improvement;Okay to refer
698692;454785;441192;Licensed;DEL;Center;Non-Expiring;Open;KinderCare Learning Center LLC 301240;KinderCare Learning Center LLC 301240;;1/1/2013;1/1/2013;10-Aug;;4258692084;;;128;1 month to 12 years;1;144;6534 E Lake Sammamish Pkwy NE;;;Redmond;WA;98052;6534 E Lake Sammamish Pkwy;;;Redmond;WA;98052;6534 E Lake Sammamish Pkwy NE;;;Redmond;WA;98052;6534 E Lake Sammamish Pkwy NE;;;Redmond;WA;98052;King;Jane Inglis;Bellevue;Northwest;47.664173;-122.099059;Participating in Quality Improvement;Okay to refer
702744;520570;548571;Licensed;DEL;Center;Non-Expiring;Open;Kindercare Learning Center LLC 301491;Kindercare Learning Center LLC 301491;;8/2/2012;;1-Jan;;5093751338;;5093755019;160;1 month to 13 years;1;156;2995 Einstein Ave;;;Richland;WA;99354;2995 Einstein Ave;;;Richland;WA;99354;2995 Einstein Ave;;;Richland;WA;99354;2995 Einstein Ave;;;Richland;WA;99354;Benton;Kathryn Gibson;Tri-Cities;East;46.3330946;-119.2797778;Participating in Quality Improvement;Okay to refer
692669;521204;611696;Licensed;DEL;Center;Non-Expiring;Open;Kindercare Learning Center LLC 301812;Kindercare Learning Center LLC 301812;;8/8/2011;8/8/2011;7-Aug;;4258375340;;;126;1 month to 6 years;1;72;22931 NE 4th Street;;;Sammamish;WA;98074;22931 NE 4th Street;;;Sammamish;WA;98074;22931 NE 4th Street;;;Sammamish;WA;98074;22931 NE 4th Street;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.6129941;-122.0331171;Participating in Quality Improvement;Okay to refer
740982;235584;483485;Licensed;DEL;Center;Non-Expiring;Open;KinderCare Learning Centers LLC #301305;KinderCare Learning Centers LLC #301305;;1/26/2013;;25-Jan;;3606983516;;3606989805;114;1 month to 12 years;1;144;3500 Randall Way NW;;;Silverdale;WA;98383;3500 Randall Way NW;;;Silverdale;WA;98383;3500 Randall Way NW;;;Silverdale;WA;98383;3500 Randall Way NW;;;Silverdale;WA;98383;Kitsap;Jody Hitchings;Tacoma;Southwest;47.656172;-122.696084;Participating in Quality Improvement;Okay to refer
250627;211262;519574;Licensed;DEL;Center;Non-Expiring;Open;KINDERCARE LRN 1698;KINDERCARE LEARNG CTR LLC;;8/27/2001;8/27/2001;26-Aug;;3608821037;;3608821037;172;1 month to 12 years 11 months;1;155;7715 NE 119TH PL;;;VANCOUVER;WA;98682;7715 NE 119TH PLACE;;;VANCOUVER;WA;98682;7715 NE 119TH PL;;;VANCOUVER;WA;98682;7715 NE 119TH PL;;;VANCOUVER;WA;98682;Clark;Karen Gale;Vancouver;Southwest;45.679236;-122.550429;Quality Level of Excellence;Okay to refer
301842;655287;668909;Licensed;DEL;Center;Non-Expiring;Open;KINDERCARE LRN CTR 343;KNOWLEDGE UNIVERSE ED LLC;;5/1/2006;5/1/2006;1-May;;3605749001;;;92;1 month to 12 years 11 months;1;155;10021 NE HAZEL DELL AVE;;;Vancouver;WA;98685;10021 NE HAZEL DELL AVENUE;;;VANCOUVER;WA;98685;10021 NE HAZEL DELL AVENUE;;;VANCOUVER;WA;98685;10021 NE HAZEL DELL AVE;;;Vancouver;WA;98685;Clark;Karen Gale;Vancouver;Southwest;45.694228;-122.6679;Quality Level of Excellence;Okay to refer
301834;655265;668908;Licensed;DEL;Center;Non-Expiring;Open;KINDERCARE LRN CTR 457;KINDERCARE LRN CTR 457;;4/21/2006;4/21/2006;18-Apr;;3602548583;;;101;12 months to 12 years;12;144;KINDERCARE LRN CTR 457;622 SE 117TH AVE;;Vancouver;WA;98683;622 SE 117TH AVE;;;VANCOUVER;WA;98683;622 SE 117TH AVE;;;VANCOUVER;WA;98683;KINDERCARE LRN CTR 457;622 SE 117TH AVE;;Vancouver;WA;98683;Clark;Karen Gale;Vancouver;Southwest;45.616461;-122.552398;Quality Level of Excellence;Okay to refer
241917;856330;468261;Licensed;DEL;Center;Non-Expiring;Open;KINDERCARE LRN CTR DCC #1610;KINDERCARE LRN CTR DCC #1610;;12/11/2000;12/11/2000;10-Dec;;3605718389;;;173;1 month to 12 years;1;144;13315 NE 12TH AVE;;;VANCOUVER;WA;98685;13315 NE 12TH AVE;;;VANCOUVER;WA;98685;13315 NE 12TH AVE;;;Vancouver;WA;98685;13315 NE 12TH AVE;;;VANCOUVER;WA;98685;Clark;Karen Gale;Vancouver;Southwest;45.716847;-122.65869;Participating in Quality Improvement;Okay to refer
729938;792886;501436;Licensed;DEL;Center;Non-Expiring;Open;KinderCare Spokane 1266;KinderCare Spokane 1266;;8/30/2012;;29-Aug;;5095342319;;5095344396;121;1 month to 12 years;1;144;3201 E 26th Ave;;;Spokane;WA;99223;3201 E 26th Ave;;;Spokane;WA;99223;3201 E 26th Ave;;;Spokane;WA;99223;3201 E 26th Ave;;;Spokane;WA;99223;Spokane;Karen Cole;Spokane;East;47.631461;-117.362736;Participating in Quality Improvement;Okay to refer
650059;574101;678684;Licensed;DEL;Center;Non-Expiring;Open;KinderCare Spokane 1612;KinderCare Spokane 1612;;5/23/2009;;21-May;;5094651600;;5094678936;173;1 month to 13 years;1;156;1625 E Farwell Rd;;;Spokane;WA;99208;1625 E Farwell Rd;;;Spokane;WA;99208;1625 E Farwell Rd;;;Spokane;WA;99208;1625 E Farwell Rd;;;Spokane;WA;99208;Spokane;Helen Cramer;Spokane;East;47.7729019;-117.385662;Participating in Quality Improvement;Okay to refer
650057;833494;545534;Licensed;DEL;Center;Non-Expiring;Open;KinderCare Spokane 830;KinderCare Spokane 830;;1/3/2011;1/3/2011;2-Jan;;5099283184;;5098910629;100;1 month to 13 years;1;156;422 N Mullan Road;;;Spokane Valley;WA;99206;422 N Mullan Road;;;Spokane Valley;WA;99206;422 N Mullan Road;;;Spokane Valley;WA;99206;422 N Mullan Road;;;Spokane Valley;WA;99206;Spokane;Karen Cole;Spokane;East;47.661329;-117.281043;Participating in Quality Improvement;Okay to refer
650063;21544;574634;Licensed;DEL;Center;Non-Expiring;Open;KinderCare Spokane 863;KinderCare Spokane 863;;4/12/2011;;11-Apr;;5099265551;;5098910630;100;1 month to 13 years;1;156;205 S Sullivan Rd;;;Spokane Valley;WA;99037;205 S Sullivan Rd;;;Spokane Valley;WA;99037;205 S Sullivan Rd;;;Spokane Valley;WA;99037;205 S Sullivan Rd;;;Spokane Valley;WA;99037;Spokane;Karen Cole;Spokane;East;47.655025;-117.196063;Participating in Quality Improvement;Okay to refer
235938;592304;455263;Licensed;DEL;Center;Non-Expiring;Open;Kinderland ACAD LG;Kinderland ACAD LG;;8/29/2000;8/29/2000;28-Aug;;3605751234;kinderlandlongview@gmail.com;;65;11 months to 12 years 11 months;11;155;1157 COMMERCE AVE;;;LONGVIEW;WA;98632;1157 COMMERCE;;;LONGVIEW;WA;98632;1157 COMMERCE;;;LONGVIEW;WA;98632;1157 COMMERCE AVE;;;LONGVIEW;WA;98632;Cowlitz;Irene Higgins;Vancouver;Southwest;46.135101;-122.935584;Participating in Quality Improvement;Okay to refer
251856;204474;520533;Licensed;DEL;Center;Non-Expiring;Open;KINDERLAND INFANT & TODDLER CNT;KINDERLAND INFANT & TODDLER CNT;;9/13/2001;9/13/2001;12-Sep;;3605751234;kinderlandlongview@gmail.com;;22;1 month to 2 years 6 months;1;30;1157 COMMERCE AVE;;;LONGVIEW;WA;98632;1225 17TH AVENUE;;;LONGVIEW;WA;98632;1157 COMMERCE AVE;;;LONGVIEW;WA;98632;1157 COMMERCE AVE;;;LONGVIEW;WA;98632;Cowlitz;Irene Higgins;Vancouver;Southwest;46.1370131;-122.9400691;Participating in Quality Improvement;Okay to refer
282593;215376;645719;Licensed;DEL;Center;Non-Expiring;Open;KINDERLAND LA CENTER;KINDERLAND LA CENTER;;6/2/2004;6/2/2004;21-Jan;;3602637529;;;49;12 months to 12 years;12;144;Kinderland, Inc;1157 Commerce Ave;;Longview;WA;98632;910 NW PACIFIC HWY;;;La Center;WA;98629;KINDERLAND LACENTER;1157 COMMERCE AVE;;La Center;WA;98629;Kinderland, Inc;1157 Commerce Ave;;Longview;WA;98632;Clark;Irene Higgins;Vancouver;Southwest;45.865558;-122.674939;Participating in Quality Improvement;Okay to refer
277940;94141;645721;Licensed;DEL;Center;Non-Expiring;Open;KINDERLAND WOODLAND;KINDERLAND WOODLAND;;1/27/2004;1/27/2004;21-Jan;;3602251800;;;64;1 month to 12 years;1;144;Kinderland Woodland;1157 COMMERCE AVE;;Longview;WA;98632;1912 BELMONT LOOP;;;WOODLAND;WA;98674;1157 COMMERCE AVE;;;WOODLAND;WA;98674;Kinderland Woodland;1157 COMMERCE AVE;;Longview;WA;98632;Cowlitz;Irene Higgins;Vancouver;Southwest;45.926331;-122.752273;Participating in Quality Improvement;Okay to refer
785225;948485;527693;Licensed;DEL;Center;Non-Expiring;Open;Kings Preschool;Kings Preschool;;10/8/2014;10/8/2014;5-Sep;;2065467263;;2065467489;84;12 months to 5 years;12;60;19312 Greenwood Ave N;;;Shoreline;WA;98133;19312 Greenwood Ave N;;;Shoreline;WA;98133;19312 Greenwood Ave N;;;Shoreline;WA;98133;19312 Greenwood Ave N;;;Shoreline;WA;98133;King;Noy Sivongxay;Renton;Northwest;47.7687847;-122.355762;Not Participating;Okay to refer
131692;333861;508442;Licensed;DEL;Center;Non-Expiring;Open;Kings Way Learning Center;Kings Way Learning Center;;7/5/1992;7/5/1992;5-Jul;;3605741614;learningcenter@kwcs.org;;195;12 months to 12 years 11 months;12;155;3300 NE 78TH ST;;;VANCOUVER;WA;98665;3300 NE 78TH STREET;;;VANCOUVER;WA;98665;FIRST CHURCH OF GOD;;3300 NE 78TH STREET;VANCOUVER;WA;98665;3300 NE 78TH ST;;;VANCOUVER;WA;98665;Clark;Lecion Brogan;Vancouver;Southwest;45.681563;-122.63756;Quality Level of Excellence;Okay to refer
654951;32927;667045;Licensed;DEL;Center;Non-Expiring;Open;Kingston's Central Valley Child Care;Kingston's Central Valley Child Care;;3/20/2012;9/19/2012;19-Mar;;3602978020;;;42;12 months to 12 years 11 months;12;155;2202 NW Bucklin Hill Rd;;;Silverdale;WA;98383;11026 NE Oregon Ave;;;Kingston;WA;98346;11026 NE Oregon Ave;;;Kingston;WA;98346;2202 NW Bucklin Hill Rd;;;Silverdale;WA;98383;Kitsap;Jody Hitchings;Tacoma;Southwest;47.7998138;-122.5003426;Participating in Quality Improvement;Okay to refer
5308;141180;527522;Licensed;DEL;Center;Non-Expiring;Open;KIRKLAND CHILDRENS SCHOOL;KIRKLAND CHILDRENS SCHOOL;;7/19/1993;7/19/1993;18-Apr;;4258225664;;;177;12 months to 11 years;12;132;5311 108TH AVE NE;;;KIRKLAND;WA;98033;5311 108TH AVE NE;;;KIRKLAND;WA;98033;5311 108TH AVE NE;;;KIRKLAND;WA;98033;5311 108TH AVE NE;;;KIRKLAND;WA;98033;King;Julia Dunham;Bellevue;Northwest;47.655968;-122.196772;Not Participating;Okay to refer
8157;223838;676680;Licensed;DEL;Center;Non-Expiring;Open;Kitsap Child Care & Preschool;Kitsap Child Care & Preschool;;1/14/1989;1/14/1989;14-Jan;;3603734862;kitsapchildcare@gmail.com;3603737306;50;12 months to 8 years;12;96;Kitsap Day Care Association;1198 Elizabeth Avenue;;Bremerton;WA;98337;1198 Elizabeth Avenue;;;Bremerton;WA;98337;1198 Elizabeth Avenue;;;Bremerton;WA;98337;Kitsap Day Care Association;1198 Elizabeth Avenue;;Bremerton;WA;98337;Kitsap;Sharon Bell;Tacoma;Southwest;47.572508;-122.630907;Participating in Quality Improvement;Okay to refer
733903;410881;571690;Licensed;DEL;Center;Non-Expiring;Open;KLA School of Bellevue;KLA School of Bellevue;;4/19/2013;4/15/2014;18-Apr;;4257474861;klabellevue@gmail.com;;100;3 months to 6 years;3;72;Bright Minds School Inc.;14508 NE 20th St., Ste.100;;Bellevue;WA;98007;Bright Mind School Inc;14508 NE 20th St., Ste. 100;;Bellevue;WA;98007;Bright Mind School Inc.;14508 NE 20th St., Ste. 100;;Bellevue;WA;98007;Bright Minds School Inc.;14508 NE 20th St., Ste.100;;Bellevue;WA;98007;King;Janelle Eason;Bellevue;Northwest;47.628018;-122.1474615;Quality Level of Excellence;Okay to refer
236721;628799;719659;Licensed;DEL;Center;Non-Expiring;Open;KNOWLEDGE BEGINNINGS;KNOWLEDGE UNIVERSE ED LLC;;8/14/2000;8/14/2000;12-Aug;;3609448990;;;196;1 month to 12 years;1;144;2907 SE 162ND AVENUE;;;VANCOUVER;WA;98683;2907 SE 162 ND AVE;;;VANCOUVER;WA;98683;2907 SE 162ND AVE;;;VANCOUVER;WA;98683;2907 SE 162ND AVENUE;;;VANCOUVER;WA;98683;Clark;Karen Gale;Vancouver;Southwest;45.599291;-122.505311;Participating in Quality Improvement;Okay to refer
68955;761774;510518;Licensed;DEL;Center;Non-Expiring;Open;Knowledge Kollege Daycare Center;Knowledge Kollege Daycare Center;;8/3/1995;8/3/1995;13-Aug;;2534751774;;2534722148;56;1 month to 12 years 11 months;1;155;4818 E. Portland Avenue;;;Tacoma;WA;98404;4818 PORTLAND AVENUE;;;TACOMA;WA;98404;4818 PORTLAND AVENUE;;;TACOMA;WA;98404;4818 E. Portland Avenue;;;Tacoma;WA;98404;Pierce;Kathy Clark;Tacoma;Southwest;47.212585;-122.408892;Participating in Quality Improvement;Okay to refer
681922;658485;682660;Licensed;DEL;Center;Non-Expiring;Open;Knowledge Universe Education LLC #000590;KinderCare Learning Center #000590;;6/4/2012;;5-Jun;;2538413785;;2538416341;109;1 month to 12 years 11 months;1;155;301 43rd Avenue SE;;;Puyallup;WA;98374;301 43rd Avenue SE;;;Puyallup;WA;98374;650 NE Holladay St, Suite 1400;;;Portland;OR;97232;301 43rd Avenue SE;;;Puyallup;WA;98374;Pierce;Karen Ford;Tacoma;Southwest;47.151133;-122.2884571;Participating in Quality Improvement;Okay to refer
698691;479284;441189;Licensed;DEL;Center;Non-Expiring;Open;Knowledge Universe Education LLC 000389;Knowledge Universe Education LLC 000389;;1/1/2013;1/1/2013;6-Aug;;4258209712;;;118;1 month to 12 years;1;144;14230 Juanita-Woodinville Way;;;Kirkland;WA;98034;14230 Juanita-Woodinville Way;;;Kirkland;WA;98034;14230 Juanita-Woodinville Way;;;Kirkland;WA;98034;14230 Juanita-Woodinville Way;;;Kirkland;WA;98034;King;Julia Dunham;Bellevue;Northwest;47.729778;-122.197558;Participating in Quality Improvement;Okay to refer
164699;205207;474672;Licensed;DEL;Center;Non-Expiring;Open;Kountry Kids Day Care;Kountry Kids Day Care;;2/23/1995;2/23/1995;22-Feb;;5096624596;;;12;1 month to 13 years;1;156;226 W Peters;;;Wenatchee;WA;98801;226 W Peter;;;Wenatchee;WA;98801;226 W Peters;;;Wenatchee;WA;98801;226 W Peters;;;Wenatchee;WA;98801;Chelan;Eva Freimuth;Wenatchee;North Central;48.0178506;-118.942634;Not Participating;Okay to refer
783021;360311;592705;Licensed;DEL;Center;Non-Expiring;Open;Kre-8-tive Kidz International Academy LLC;Kre-8-tive Kidz International Academy LLC;;11/20/2013;5/18/2014;18-Nov;;2062435438;;2062435438;44;12 months to 12 years 11 months;12;155;15525 1st Ave S Ste #8;;;Burien;WA;98148;15525 1st Ave S Ste #8;;;Burien;WA;98148;15525 1st Ave S Ste #8;;;Burien;WA;98148;15525 1st Ave S Ste #8;;;Burien;WA;98148;King;Connie Acosta;Renton;Northwest;47.4634747;-122.3344916;Quality Level of Excellence;Okay to refer
149298;770118;636738;Licensed;DEL;Center;Non-Expiring;Open;Kreative Kidz C;Kreative Kidz C;;12/6/1993;7/8/2009;5-Dec;;2535364744;kreativekidz@comcast.net;;64;1 month to 12 years 11 months;1;155;ATTN LINDA MERRITT;;14215 PACIFIC AVE;TACOMA;WA;98444;14215 PACIFIC AVE;;;TACOMA;WA;98444;14215 PACIFIC AVE;;;TACOMA;WA;98444;ATTN LINDA MERRITT;;14215 PACIFIC AVE;TACOMA;WA;98444;Pierce;Desiree Eberhart;Tacoma;Southwest;47.127535;-122.434361;Quality Level of Excellence;Okay to refer
178750;770109;606725;Licensed;DEL;Center;Non-Expiring;Open;Kreative Kidz O;Kreative Kidz O;;8/23/1996;8/23/1996;22-Aug;;2534745731;kreativekidz@comcast.net;;37;12 months to 8 years;12;96;7601 CUSTER RD;;;LAKEWOOD;WA;98499;7601 CUSTER RD;;;LAKEWOOD;WA;98499;7601 CUSTER RD;;;LAKEWOOD;WA;98499;7601 CUSTER RD;;;LAKEWOOD;WA;98499;Pierce;Desiree Eberhart;Tacoma;Southwest;47.188333;-122.51411;Quality Level of Excellence;Okay to refer
853234;509066;666732;Licensed;DEL;Center;Initial (1st);Open;KU Champions LLC at Alternative West High School;KU Champions LLC at Alternative West High School;;9/2/2014;;28-Aug;8/28/2015;2063043205;;2539413712;20;1 month to 2 years 5 months;1;29;Champions - Erin Simmons;8753 State Hwy 303 #101;;Bremerton;WA;98311;Knowledge Universe;10124 Frontier Place NW;;Silverdale;WA;98383;Knowledge Universe;650 NE Holladay St, Suite 1400;;Portland;OR;97232;Champions - Erin Simmons;8753 State Hwy 303 #101;;Bremerton;WA;98311;Kitsap;Jody Hitchings;Tacoma;Southwest;47.6553466;-122.7034478;Not Participating;Okay to refer
853231;509058;667832;Licensed;DEL;Center;Initial (1st);Open;KU Champions LLC at Emerald Heights Elementary;KU Champions LLC at Emerald Heights Elementary;;9/3/2014;;28-Aug;8/28/2015;2063043205;;2539413712;63;3 years to 12 years 11 months;36;155;Champions - Erin Simmons;8753 State Hwy 303 #101;;Bremerton;WA;98311;Knowledge Universe;1260 NW Pinnacle Court;;Silverdale;WA;98383;Knowlege Universe;650 NE Holladay Street, Suite;;Portland;OR;97232;Champions - Erin Simmons;8753 State Hwy 303 #101;;Bremerton;WA;98311;Kitsap;Jody Hitchings;Tacoma;Southwest;47.6751395;-122.6650011;Not Participating;Okay to refer
853235;509096;667833;Licensed;DEL;Center;Initial (1st);Open;KU Champions LLC at Silver Ridge Elementary;KU Champions LLC at Silver Ridge Elementary;;9/2/2014;;28-Aug;8/28/2015;2063043205;esimmons@klcorp.com;2539413712;74;2 years 6 months to 12 years 11 months;30;155;Champions - Erin SImmons;8753 State Hwy 303 #101;;Bremerton;WA;98311;Knowledge Universe;10622 Hillsboro Drive NW;;Silverdale;WA;98383;Knowledge Universe;650 NE Holladay St, Suite 1400;;Portland;OR;97232;Champions - Erin SImmons;8753 State Hwy 303 #101;;Bremerton;WA;98311;Kitsap;Jody Hitchings;Tacoma;Southwest;47.657783;-122.6678758;Not Participating;Okay to refer
74356;787572;632682;Licensed;DEL;Center;Non-Expiring;Open;L & L Learning Center;L & L Learning Center;;11/1/1990;11/1/1990;1-Nov;;2537569020;LNL_Learning@live.com;;22;2 years to 9 years 11 months;24;119;3808 N 27TH ST;;;TACOMA;WA;98407;3808 N 27TH;;;TACOMA;WA;98407;3808 N 27TH;;;TACOMA;WA;98407;3808 N 27TH ST;;;TACOMA;WA;98407;Pierce;Desiree Eberhart;Tacoma;Southwest;47.271892;-122.487516;Participating in Quality Improvement;Okay to refer
12024;842721;654725;Licensed;DEL;Center;Non-Expiring;Open;LA ESCUELITA BILINGUAL SC;LA ESCUELITA BILINGUAL SC;;3/29/1993;3/29/1993;10-Apr;;2065232437;marisolmasso@gmail.com;2065225978;219;1 month to 6 years;1;72;7107 Woodlawn Ave NE STE 100;;;Seattle;WA;98115;7107 Woodlawn Ave NE STE 100;;;Seattle;WA;98115;7107 Woodlawn Ave NE STE 100;;;Seattle;WA;98115;7107 Woodlawn Ave NE STE 100;;;Seattle;WA;98115;King;Noy Sivongxay;Renton;Northwest;47.680002;-122.324947;Participating in Quality Improvement;Okay to refer
407985;513040;619656;Licensed;DEL;Center;Non-Expiring;Open;La Escuelita Bilingual School at Genesee Plaza;La Escuelita Bilingual School at Genesee Plaza;;8/13/2009;8/13/2009;12-Aug;;2067232906;;2067230695;145;12 months to 6 years;12;72;Teresa Barradas;3605 S. Genesee ST.;;Seattle;WA;98118;LaEscuelita @Genessee Plaza;3605 S. Genessee ST.;;Seattle;WA;98118;3605 S. Genesee Street;;;Seattle;WA;98118;Teresa Barradas;3605 S. Genesee ST.;;Seattle;WA;98118;King;Noy Sivongxay;Renton;Northwest;47.563881;-122.286765;Participating in Quality Improvement;Okay to refer
5195;136912;587711;Licensed;DEL;Center;Non-Expiring;Open;LA PETITE - REDMOND;LA PETITE - REDMOND;;6/22/1993;6/22/1993;22-Jun;;4258671998;;;127;1 month to 12 years;1;144;8675 161ST AVE NE;;;REDMOND;WA;98052;8675 161ST AVE NE;;;REDMOND;WA;98052;8675 161ST AVE NE;;;REDMOND;WA;98052;8675 161ST AVE NE;;;REDMOND;WA;98052;King;Jane Inglis;Bellevue;Northwest;47.6795;-122.126553;Participating in Quality Improvement;Okay to refer
132313;750070;608655;Licensed;DEL;Center;Non-Expiring;Open;LA PETITE - SAMMAMISH;LA PETITE - SAMMAMISH;;8/1/1993;8/1/1993;1-Aug;;4258685895;;;131;1 month to 13 years;1;156;410 228TH AVE NE;;;Sammamish;WA;98074;410 228TH AVE NE;;;SAMMAMISH;WA;98074;410 228TH AVE NE;;LA PETITE ACADEMY/REDMOND;REDMOND;WA;98053;410 228TH AVE NE;;;Sammamish;WA;98074;King;Jane Inglis;Bellevue;Northwest;47.613505;-122.033144;Participating in Quality Improvement;Okay to refer
127768;594829;476589;Licensed;DEL;Center;Non-Expiring;Open;LA PETITE 11440;LA PETITE 11440;;4/24/1992;4/24/1992;23-Apr;;4258210907;;;118;1 month to 12 years;1;144;11440 NE 116TH ST;;;KIRKLAND;WA;98034;11440 NE 116TH ST;;;KIRKLAND;WA;98034;11440 NE 116TH ST;;;KIRKLAND;WA;98034;11440 NE 116TH ST;;;KIRKLAND;WA;98034;King;Julia Dunham;Bellevue;Northwest;47.704324;-122.187431;Participating in Quality Improvement;Okay to refer
131744;532114;512614;Licensed;DEL;Center;Non-Expiring;Open;LA PETITE ACADEMY;LA PETITE ACADEMY;;2/27/1992;2/27/1992;27-Feb;;4257782864;;;125;1 month to 13 years;1;156;20415 POPLAR WAY;;;Lynnwood;WA;98036;20415 POPLAR WAY;;;Lynnwood;WA;98036;20415 POPLAR WAY;;;Lynnwood;WA;98036;20415 POPLAR WAY;;;Lynnwood;WA;98036;Snohomish;Frances Conrad;Everett;North Central;47.813252;-122.278321;Participating in Quality Improvement;Okay to refer
598922;46268;526673;Licensed;DEL;Center;Non-Expiring;Open;La Petite Academy #7311;La Petite Academy #7311;;4/12/2011;4/12/2011;20-Oct;;2536308675;;;125;1 month to 12 years;1;144;17214 SE 275th St;;;Covington;WA;98042;17214 SE 275th St;;;Covington;WA;98042;17214 SE 275th St;;;Covington;WA;98042;17214 SE 275th St;;;Covington;WA;98042;King;Tom Burchard;Renton;Northwest;47.3559709;-122.111921;Participating in Quality Improvement;Okay to refer
597052;595103;672681;Licensed;DEL;Center;Non-Expiring;Open;LA PETITE ACADEMY #7312;LA PETITE ACADEMY #7312;;2/17/2011;2/17/2011;27-Apr;;2538380819;;2538380831;129;1 month to 12 years 11 months;1;155;508 S 348TH ST;;;Federal Way;WA;98003;508 S 348TH ST;;;Federal Way;WA;98003;508 S 348TH ST;;;Federal Way;WA;98003;508 S 348TH ST;;;Federal Way;WA;98003;King;Connie Acosta;Renton;Northwest;47.290434;-122.327732;Participating in Quality Improvement;Okay to refer
598925;976845;461672;Licensed;DEL;Center;Non-Expiring;Open;La Petite Academy #7313;La Petite Academy #7313;;3/7/2011;3/7/2011;1-Nov;;2536301541;;;140;12 months to 12 years;12;144;24037 132nd Ave SE;;;Kent;WA;98042;24037 132nd Ave SE;;;Kent;WA;98042;24037 132nd Ave SE;;;Kent;WA;98042;24037 132nd Ave SE;;;Kent;WA;98042;King;Tom Burchard;Renton;Northwest;47.3858839;-122.1654176;Participating in Quality Improvement;Okay to refer
