"ProviderNumber";"Report_Date";"Arrival_Time";"Report_Type";"Filename"
"FR-27831";"May 18, 2023";"10:35 AM";"Licensing Study";"bnrl_FR-27831_LS_5182023_(0).pdf"
"FR-27831";"Jul 28, 2022";"02:40 PM";"Monitoring Visit";"gtvn_FR-27831_MV_7282022_(0).pdf"
"FR-27831";"Feb 07, 2022";"10:15 AM";"Licensing Study";"gtvn_FR-27831_LS_272022_(1)_1.pdf"
"FR-27831";"Jul 30, 2021";"01:00 PM";"Monitoring Visit";"FR-27831_MV_07302021_1.pdf"
"FR-27831";"Mar 24, 2021";"12:45 PM";"Licensing Study";"_FR-27831_LS_3242021_(1)_1.pdf"
"FR-27831";"Jul 22, 2020";"02:10 PM";"Monitoring Visit";"FR-27831_MV_07222020_1.pdf"
"FR-27831";"Jan 16, 2020";"11:00 AM";"Licensing Study";"FR-27831_LS_01162020_1.pdf"
"FR-27831";"Aug 06, 2019";"10:00 AM";"Monitoring Visit";"FR-27831_MV_08062019_1.pdf"
"FR-27831";"Feb 07, 2019";"11:00 AM";"Monitoring Visit";"FR-27831_MV_02072019_1.pdf"
"CCLC-213";"Aug 21, 2023";"10:30 AM";"TA Follow Up";"brla_CCLC-213_TAFollow-Up_8212023_(0).pdf"
"CCLC-213";"May 10, 2023";"10:35 AM";"Complaint Closure";"gtvn_CCLC-213_ComplaintClosure_552023_(1).pdf"
"CCLC-213";"May 05, 2023";"10:35 AM";"Complaint Investigation Follow Up";"gtvn_CCLC-213_CIFollowUp_552023_(1).pdf"
"CCLC-213";"Mar 28, 2023";"10:25 AM";"Monitoring Visit";"shmn_CCLC-213_MV_3282023_(1).pdf"
"CCLC-213";"Nov 21, 2022";"11:20 AM";"Complaint Closure";"gtvn_CCLC-213_ComplaintClosure_11182022_(0).pdf"
"CCLC-213";"Nov 18, 2022";"11:20 AM";"Complaint Investigation & Licensing Study";"gtvn_CCLC-213_CILS_11182022_(1).pdf"
"CCLC-213";"Apr 07, 2022";"11:20 AM";"Licensing Study";"gtvn_CCLC-213_LS_472022_(1).pdf"
"CCLC-213";"Mar 09, 2022";"09:20 AM";"Complaint Investigation by Phone";"gtvn_CCLC-213_CIbyPhone_392022_(0)_1.pdf"
"CCLC-213";"Aug 31, 2021";"10:00 AM";"Monitoring Visit";"gtvn_CCLC-213_MV_8312021_(0)_1.pdf"
"CCLC-213";"May 13, 2021";"11:00 AM";"Licensing Study";"jnaa_CCLC-213_LS_5132021_(0)_1.pdf"
"CCLC-213";"Nov 10, 2020";"11:00 AM";"MV POI Follow Up";"CCLC-213_MVPOI_Follow-Up_11102020_1.pdf"
"CCLC-213";"Mar 05, 2020";"01:25 PM";"Complaint Closure";"CCLC-213_ComplaintClosure_03032020_1.pdf"
"CCLC-213";"Mar 03, 2020";"01:25 PM";"Complaint Investigation & Licensing Study";"CCLC-213_CI_LS_03032020_1.pdf"
"CCLC-213";"Jan 16, 2020";"01:45 PM";"POI Follow Up";"CCLC-213_POIFollow-Up_01162020_1.pdf"
"CCLC-213";"Dec 04, 2019";"12:05 PM";"Monitoring Visit";"CCLC-213_MV_12042019_1.pdf"
"CCLC-213";"Apr 09, 2019";"12:45 PM";"POI Follow Up";"CCLC-213_POIFollow-Up_04092019_1.pdf"
"CCLC-213";"Mar 29, 2019";"10:00 AM";"Complaint Closure";"CCLC-213_ComplaintClosure_02192019_1.pdf"
"CCLC-213";"Feb 19, 2019";"10:00 AM";"Complaint Investigation Follow Up";"CCLC-213_CIFollowUp_02192019_1.pdf"
"CCLC-213";"Jan 31, 2019";"10:00 AM";"Licensing Study";"CCLC-213_CI_LS_01312019_1.pdf"
"CCLC-213";"Nov 16, 2018";"12:30 PM";"Complaint Closure";"CCLC-213_ComplaintClosure_11162018_1.pdf"
"CCLC-213";"Nov 16, 2018";"12:30 PM";"Complaint Investigation Follow Up";"CCLC-213_CIFollowUp_11162018_1.pdf"
"CCLC-213";"Sep 12, 2018";"11:55 AM";"Follow-Up";"CCLC-213_CIFollowUp_09122018_1.pdf"
"FR-000014570";"Apr 12, 2023";"10:00 AM";"Licensing Study";"psla_FR-000014570_LS_4122023_(0).pdf"
"FR-000014570";"Oct 03, 2022";"01:00 PM";"Monitoring Visit";"gtvn_FR-000014570_MV_1032022_(0).pdf"
"FR-000014570";"Jan 27, 2022";"02:20 PM";"Licensing Study";"gtvn_FR-000014570_LS_1272022_(1)_1.pdf"
"FR-000014570";"Jul 26, 2021";"01:00 PM";"Monitoring Visit";"FR-000014570_MV_07262021_1.pdf"
"FR-000014570";"Feb 17, 2021";"12:05 PM";"Licensing Study";"FR-000014570_LS_02172021_1.pdf"
"FR-000014570";"Oct 15, 2020";"01:05 PM";"Monitoring Visit";"FR-000014570_MV_10152020_1.pdf"
"FR-000014570";"Jan 22, 2020";"01:30 PM";"Licensing Study";"FR-000014570_LS_01222020_1.pdf"
"FR-000014570";"Aug 06, 2019";"12:40 PM";"Monitoring Visit";"FR-000014570_MV_08062019_1.pdf"
"FR-000014570";"Feb 14, 2019";"02:00 PM";"Monitoring Visit";"FR-000014570_MV_02142019_1.pdf"
"FR-32391";"Mar 30, 2023";"09:40 AM";"Monitoring Visit";"bnal_FR-32391_MV_3302023_(1).pdf"
"FR-32391";"Dec 07, 2022";"09:00 AM";"Licensing Study";"bnal_FR-32391_LS_1272022_(0).pdf"
"FR-32391";"May 04, 2022";"11:50 AM";"Monitoring Visit";"bnal_FR-32391_MV_542022_(0)_1.pdf"
"FR-32391";"Oct 01, 2021";"10:30 AM";"Licensing Study";"bnal_FR-32391_LS_1012021_(1)_1.pdf"
"FR-32391";"Mar 24, 2021";"10:30 AM";"Monitoring Visit";"FR-32391_MV_03242021_1.pdf"
"FR-32391";"Oct 20, 2020";"02:30 PM";"Licensing Study";"FR-32391_LS_10202020_1.pdf"
"FR-32391";"Jan 16, 2020";"11:50 AM";"Monitoring Visit";"FR-32391_MV_01162020_1.pdf"
"FR-32391";"Jul 09, 2019";"09:05 AM";"Licensing Study";"FR-32391_LS_07092019_1.pdf"
"FR-32391";"Jan 09, 2019";"12:45 PM";"Licensing Study";"FR-32391_LS_01092019_1.pdf"
"FR-32391";"Sep 19, 2018";"12:10 PM";"Monitoring Visit";"FR-32391_MV_09192018_1.pdf"
"CCLC-25126";"Aug 10, 2023";"10:15 AM";"Monitoring Visit";"mobi_CCLC-25126_MV_8102023_(2).pdf"
"CCLC-25126";"Jan 31, 2023";"11:30 AM";"Monitoring Visit";"CCLC-25126_MV_01312023.pdf"
"CCLC-25126";"Sep 19, 2022";"08:50 AM";"Licensing Study";"mobi_CCLC-25126_LS_9192022_(0).pdf"
"CCLC-25126";"Jan 13, 2022";"09:30 AM";"Monitoring Visit";"mobi_CCLC-25126_MV_1132022_(0)_1.pdf"
"CCLC-25126";"Aug 17, 2021";"02:30 PM";"Licensing Study";"mobi_CCLC-25126_LS_8172021_(0)_1.pdf"
"CCLC-25126";"Jan 26, 2021";"12:30 PM";"Monitoring Visit";"CCLC-25126_MV_01262021_1.pdf"
"CCLC-25126";"Sep 15, 2020";"01:30 PM";"Licensing Study";"CCLC-25126_LS_09152020_1.pdf"
"CCLC-25126";"Oct 30, 2019";"09:00 AM";"Licensing Study";"CCLC-25126_LS_10302019_1.pdf"
"CCLC-25126";"Mar 20, 2019";"08:45 AM";"Monitoring Visit";"CCLC-25126_MV_03202019_1.pdf"
"CCLC-25126";"Oct 25, 2018";"09:00 AM";"Licensing Study";"CCLC-25126_LS_10252018_1.pdf"
"CCLC-25146";"Aug 10, 2023";"09:00 AM";"POI Follow Up";"mobi_CCLC-25146_POIFollow-Up_8102023_(0).pdf"
"CCLC-25146";"Jan 31, 2023";"09:00 AM";"Monitoring Visit";"mobi_CCLC-25146_MV_1312023_(3).pdf"
"CCLC-25146";"Aug 17, 2022";"09:00 AM";"Licensing Study";"mobi_CCLC-25146_LS_8172022_(2).pdf"
"CCLC-25146";"Jan 31, 2022";"09:30 AM";"Monitoring Visit";"mobi_CCLC-25146_MV_1312022_(1).pdf"
"CCLC-25146";"Sep 14, 2021";"11:00 AM";"Licensing Study";"mobi_CCLC-25146_LS_9142021_(0)_1.pdf"
"CCLC-25146";"Feb 18, 2021";"11:30 AM";"Monitoring Visit";"CCLC-25146_MV_02182021_1.pdf"
"CCLC-25146";"Aug 03, 2020";"12:30 PM";"Licensing Study";"CCLC-25146_LS_08032020_1.pdf"
"CCLC-25146";"Oct 23, 2019";"08:40 AM";"Complaint Closure";"CCLC-25146_ComplaintClosure_10212019_1.pdf"
"CCLC-25146";"Oct 21, 2019";"08:40 AM";"Complaint Investigation & Licensing Study";"CCLC-25146_CI_LS_10212019_1.pdf"
"CCLC-25146";"Mar 20, 2019";"10:40 AM";"Monitoring Visit";"CCLC-25146_MV_03202019_1.pdf"
"CCLC-25146";"Nov 19, 2018";"08:50 AM";"Licensing Study";"CCLC-25146_LS_11192018_1.pdf"
"CCLC-37238";"Jan 17, 2023";"08:20 AM";"Monitoring Visit";"mobi_CCLC-37238_MV_1172023_(0).pdf"
"CCLC-37238";"Jan 06, 2022";"03:45 PM";"Monitoring Visit";"mobi_CCLC-37238_MV_162022_(0)_1.pdf"
"CCLC-37238";"Sep 20, 2021";"07:30 AM";"Licensing Study";"mobi_CCLC-37238_LS_9202021_(1)_1.pdf"
"CCLC-37238";"Jan 12, 2021";"11:30 AM";"Monitoring Visit";"CCLC-37238_MV_01122021_1.pdf"
"CCLC-37238";"Aug 24, 2020";"02:00 PM";"Licensing Study";"CCLC-37238_LS_08242020_1.pdf"
"CCLC-37238";"Jul 29, 2019";"09:00 AM";"Licensing Study";"CCLC-37238_LS_07292019_1.pdf"
"CCLC-37238";"Feb 14, 2019";"02:30 PM";"LS POI Follow Up";"CCLC-37238_LSPOI_Follow-Up_02142019_1.pdf"
"CCLC-37238";"Jan 02, 2019";" ";"License Fee";"CCLC-37238_LicenseFee_01022019_1.pdf"
"CCLC-37238";"Dec 13, 2018";"02:45 PM";"Monitoring Visit";"CCLC-37238_MV_12132018_1.pdf"
"FR-0000310346";"Feb 27, 2023";"01:40 PM";"Monitoring Visit";"bdna_FR-0000310346_MV_2272023_(0).pdf"
"FR-0000310346";"Aug 25, 2022";"11:30 AM";"Licensing Study";"btly_FR-0000310346_LS_8252022_(0).pdf"
"FR-0000310346";"Feb 04, 2022";"12:00 PM";"Monitoring Visit";"anja_FR-0000310346_MV_242022_(0)_1.pdf"
"FR-0000310346";"Oct 19, 2021";"12:00 PM";"Licensing Study";"srln_FR-0000310346_LS_10192021_(0)_1.pdf"
"FR-0000310346";"Feb 03, 2021";"12:00 PM";"Monitoring Visit";"FR-0000310346_MV_02032021_1.pdf"
"FR-0000310346";"Sep 10, 2020";"11:05 AM";"Licensing Study";"FR-0000310346_LS_09102020_1.pdf"
"FR-0000310346";"Feb 25, 2020";"12:00 PM";"Monitoring Visit";"FR-0000310346_MV_02252020_1.pdf"
"FR-0000310346";"Aug 09, 2019";"03:10 PM";"Licensing Study";"FR-0000310346_LS_08092019_1.pdf"
"FR-0000310346";"Mar 05, 2019";"09:25 AM";"Licensing Study";"FR-0000310346_LS_03052019_1.pdf"
"FR-26254";"Aug 22, 2023";"12:00 PM";"Licensing Study";"bdna_FR-26254_LS_8222023_(0).pdf"
"FR-26254";"Feb 14, 2023";"10:10 AM";"Monitoring Visit";"bdna_FR-26254_MV_2142023_(0).pdf"
"FR-26254";"Aug 25, 2022";"11:00 AM";"Licensing Study";"bdna_FR-26254_LS_8252022_(0).pdf"
"FR-26254";"Mar 30, 2022";"10:30 AM";"Monitoring Visit";"FR-26254_MV_03302022_1.pdf"
"FR-26254";"Aug 10, 2021";"10:30 AM";"Licensing Study";"FR-26254_LS_08102021_1.pdf"
"FR-26254";"Jan 13, 2021";"11:50 AM";"Monitoring Visit";"FR-26254_MV_01132021_1.pdf"
"FR-26254";"Sep 01, 2020";"01:00 PM";"Licensing Study";"FR-26254_LS_09012020_1.pdf"
"FR-26254";"Jan 07, 2020";"12:10 PM";"Monitoring Visit";"FR-26254_MV_01072020_1.pdf"
"FR-26254";"Aug 21, 2019";"01:10 PM";"Licensing Study";"FR-26254_LS_08212019_1.pdf"
"FR-26254";"Feb 14, 2019";"09:35 AM";"Licensing Study";"FR-26254_LS_02142019_1.pdf"
"FR-000011989";"Feb 20, 2023";"11:20 AM";"Monitoring Visit";"bdna_FR-000011989_MV_2202023_(0).pdf"
"FR-000011989";"Sep 19, 2022";"02:00 PM";"Licensing Study";"bdna_FR-000011989_LS_9192022_(0).pdf"
"FR-000011989";"Feb 03, 2022";"10:25 AM";"Monitoring Visit";"anja_FR-000011989_MV_232022_(0)_1.pdf"
"FR-000011989";"Oct 27, 2021";"09:30 AM";"Licensing Study";"FR-000011989_LS_10272021_1.pdf"
"FR-000011989";"Jan 13, 2021";"12:40 PM";"Monitoring Visit";"FR-000011989_MV_01132021_1.pdf"
"FR-000011989";"Sep 08, 2020";"01:00 PM";"Licensing Study";"FR-000011989_LS_09082020_1.pdf"
"FR-000011989";"Feb 25, 2020";"10:45 AM";"Monitoring Visit";"FR-000011989_MV_02252020_1.pdf"
"FR-000011989";"Sep 11, 2019";"11:50 AM";"Licensing Study";"FR-000011989_LS_09112019_1.pdf"
"FR-000011989";"Jan 08, 2019";"12:35 PM";"Licensing Study";"FR-000011989_LS_01082019_1.pdf"
"FR-9900104652";"Feb 22, 2023";"01:35 PM";"Monitoring Visit";"FR-9900104652_MV_02222023.pdf"
"FR-9900104652";"Aug 29, 2022";"11:30 AM";"Licensing Study";"bdna_FR-9900104652_LS_8292022_(0).pdf"
"FR-9900104652";"Feb 08, 2022";"09:30 AM";"Monitoring Visit";"anja_FR-9900104652_MV_282022_(0)_1.pdf"
"FR-9900104652";"Aug 05, 2021";"09:30 AM";"Licensing Study";"FR-9900104652_LS_08052021_1.pdf"
"FR-9900104652";"Jan 20, 2021";"09:30 AM";"Monitoring Visit";"FR-9900104652_MV_01202021_1.pdf"
"FR-9900104652";"Sep 15, 2020";"11:10 AM";"Licensing Study";"FR-9900104652_LS_09152020_1.pdf"
"FR-9900104652";"Jan 13, 2020";"11:20 AM";"Monitoring Visit";"FR-9900104652_MV_01132020_1.pdf"
"FR-9900104652";"Sep 10, 2019";"08:50 AM";"Licensing Study";"FR-9900104652_LS_09102019_1.pdf"
"FR-9900104652";"Feb 11, 2019";"01:30 PM";"Licensing Study";"FR-9900104652_LS_02112019_1.pdf"
"FR-32389";"Aug 04, 2023";"12:15 PM";"Licensing Study";"bdna_FR-32389_LS_842023_(0).pdf"
"FR-32389";"Jan 06, 2023";"03:45 PM";"Monitoring Visit";"bdna_FR-32389_MV_162023_(0).pdf"
"FR-32389";"Jul 19, 2022";"09:30 AM";"Licensing Study";"hsya_FR-32389_LS_7192022_(0)_1.pdf"
"FR-32389";"Jan 26, 2022";"01:00 PM";"Monitoring Visit";"blda_FR-32389_MV_1262022_(0)_1.pdf"
"FR-32389";"Nov 12, 2021";"01:00 PM";"Licensing Study";"brla_FR-32389_LS_11122021_(0)_1.pdf"
"FR-32389";"Jan 27, 2021";"11:35 AM";"Monitoring Visit";"FR-32389_MV_01272021_1.pdf"
"FR-32389";"Sep 15, 2020";"01:00 PM";"Licensing Study";"FR-32389_LS_09152020_1.pdf"
"FR-32389";"Mar 10, 2020";"12:45 PM";"Monitoring Visit";"FR-32389_MV_03102020_1.pdf"
"FR-32389";"Sep 05, 2019";"09:00 AM";"Licensing Study";"FR-32389_LS_09052019_1.pdf"
"FR-32389";"Jan 03, 2019";"12:40 PM";"Licensing Study";"FR-32389_LS_01032019_1.pdf"
"CCLC-2869";"Jul 27, 2023";"08:45 AM";"Monitoring Visit";"bdna_CCLC-2869_MV_7272023_(0).pdf"
"CCLC-2869";"Jan 19, 2023";"09:00 AM";"Licensing Study";"bdna_CCLC-2869_LS_1192023_(1).pdf"
"CCLC-2869";"Sep 20, 2022";"10:00 AM";"Monitoring Visit";"CCLC-2869_MV_09202022.pdf"
"CCLC-2869";"Nov 17, 2021";"11:15 AM";"Follow-Up";"mxka_CCLC-2869_CIFollowUp_11172021_(0)_1.pdf"
"CCLC-2869";"Sep 02, 2021";"04:00 PM";"Monitoring Visit";"CCLC-2869_CI_MV_09022021_1.pdf"
"CCLC-2869";"Feb 04, 2021";"12:00 PM";"Licensing Study";"CCLC-2869_LS_02042021_1.pdf"
"CCLC-2869";"Aug 04, 2020";"11:00 AM";"Monitoring Visit";"CCLC-2869_MV_08042020_1.pdf"
"CCLC-2869";"Jan 16, 2020";"10:00 AM";"Follow-Up";"CCLC-2869_CIFollowUp_01162020_1.pdf"
"CCLC-2869";"Jan 02, 2020";"09:45 AM";"Licensing Study";"CCLC-2869_CI_LS_01022020_1.pdf"
"CCLC-2869";"Jul 24, 2019";"09:45 AM";"Monitoring Visit";"CCLC-2869_MV_07242019_1.pdf"
"CCLC-2869";"Oct 26, 2018";"08:25 AM";"Follow-Up";"CCLC-2869_CIFollowUp_10262018_1.pdf"
"CCLC-45813";"Mar 30, 2023";"10:30 AM";"Licensing Study";"bdna_CCLC-45813_LS_3302023_(0).pdf"
"CCLC-45813";"Jul 13, 2022";"09:30 AM";"Monitoring Visit";"hsya_CCLC-45813_MV_7132022_(2)_1.pdf"
"CCLC-45813";"Apr 06, 2022";"02:00 PM";"Licensing Study";"CCLC-45813_LS_04062022_1.pdf"
"CCLC-45813";"Aug 12, 2021";"11:35 AM";"Monitoring Visit";"CCLC-45813_MV_08122021_1.pdf"
"CCLC-45813";"Feb 25, 2021";"02:00 PM";"Licensing Study";"CCLC-45813_LS_02252021_1.pdf"
"CCLC-45813";"Nov 05, 2020";"11:00 AM";"Follow-Up";"CCLC-45813_CIFollowUp_11052020_1.pdf"
"CCLC-45813";"Aug 20, 2020";"11:10 AM";"Monitoring Visit";"CCLC-45813_MV_08202020_1.pdf"
"CCLC-45813";"Feb 19, 2020";"10:00 AM";"Licensing Study";"CCLC-45813_LS_02192020_1.pdf"
"CCLC-45813";"Sep 18, 2019";"10:05 AM";"POI Follow Up";"CCLC-45813_POIFollow-Up_09182019_1.pdf"
"CCLC-45813";"Jul 29, 2019";"10:45 AM";"Monitoring Visit";"CCLC-45813_MV_07292019_1.pdf"
"CCLC-45813";"May 01, 2019";"09:25 AM";"Monitoring Visit";"CCLC-45813_MV_05012019_1.pdf"
"CCLC-45813";"Oct 10, 2018";"09:30 AM";"Licensing Study";"CCLC-45813_LS_10102018_1.pdf"
"FR-000013627";"Mar 24, 2023";"11:50 AM";"Monitoring Visit";"bdna_FR-000013627_MV_3242023_(0).pdf"
"FR-000013627";"Aug 10, 2022";"11:00 AM";"Licensing Study";"bdna_FR-000013627_LS_8102022_(0).pdf"
"FR-000013627";"Mar 28, 2022";"08:30 AM";"Monitoring Visit";"anja_FR-000013627_MV_3282022_(0)_1.pdf"
"FR-000013627";"Nov 22, 2021";"01:00 PM";"Licensing Study";"anja_FR-000013627_LS_11222021_(0)_1.pdf"
"FR-000013627";"Feb 09, 2021";"01:00 PM";"Monitoring Visit";"FR-000013627_MV_02092021_1.pdf"
"FR-000013627";"Sep 10, 2020";"01:20 PM";"Licensing Study";"FR-000013627_LS_09102020_1.pdf"
"FR-000013627";"Jan 09, 2020";"10:05 AM";"Monitoring Visit";"FR-000013627_MV_01092020_1.pdf"
"FR-000013627";"Sep 04, 2019";"11:45 AM";"Licensing Study";"FR-000013627_LS_09042019_1.pdf"
"FR-000013627";"Mar 25, 2019";"09:35 AM";"Licensing Study";"FR-000013627_LS_03252019_1.pdf"
"FR-52660";"Jul 25, 2023";"11:40 AM";"Licensing Study";"bdna_FR-52660_LS_7252023_(0).pdf"
"FR-52660";"Jul 12, 2022";"09:50 AM";"Licensing Study";"cssn_FR-52660_LS_7122022_(0)_1.pdf"
"FR-52660";"Jan 20, 2022";"11:30 AM";"Monitoring Visit";"blda_FR-52660_MV_1202022_(0)_1.pdf"
"FR-52660";"Oct 13, 2021";"01:00 PM";"Licensing Study";"ssmi_FR-52660_LS_10132021_(0)_1.pdf"
"FR-52660";"Apr 01, 2021";"11:00 AM";"Monitoring Visit";"FR-52660_MV_04012021_1.pdf"
"FR-52660";"Jul 01, 2020";"09:30 AM";"Initial Licensing Study";"FR-52660_ILS_07012020_1.pdf"
"FR-000011248";"Jan 30, 2023";"03:30 PM";"Monitoring Visit";"bdna_FR-000011248_MV_1302023_(0).pdf"
"FR-000011248";"Oct 25, 2022";"10:30 AM";"Licensing Study";"FR-000011248_LS_10252022.pdf"
"FR-000011248";"Jan 25, 2022";"09:00 AM";"Monitoring Visit";"blda_FR-000011248_MV_1252022_(0)_1.pdf"
"FR-000011248";"Oct 20, 2021";"10:00 AM";"Licensing Study";"brla_FR-000011248_LS_10202021_(0)_1.pdf"
"FR-000011248";"Jan 26, 2021";"10:30 AM";"Monitoring Visit";"FR-000011248_MV_01262021_1.pdf"
"FR-000011248";"Oct 14, 2020";"09:10 AM";"Licensing Study";"FR-000011248_LS_10142020_1.pdf"
"FR-000011248";"Feb 10, 2020";"10:00 AM";"Monitoring Visit";"FR-000011248_MV_02102020_1.pdf"
"FR-000011248";"Aug 29, 2019";"11:55 AM";"Licensing Study";"FR-000011248_LS_08292019_1.pdf"
"FR-000011248";"Mar 27, 2019";"11:55 AM";"Monitoring Visit";"FR-000011248_MV_03272019_1.pdf"
"FR-000011248";"Nov 29, 2018";"08:30 AM";"Licensing Study";"FR-000011248_LS_11292018_1.pdf"
"CCLC-39318";"Mar 28, 2023";"09:00 AM";"Licensing Study";"cmay_CCLC-39318_LS_3282023_(3).pdf"
"CCLC-39318";"Dec 22, 2021";"03:40 PM";"Licensing Study";"bnrl1_CCLC-39318_LS_12222021_(1)_1.pdf"
"CCLC-39318";"Mar 23, 2021";"01:30 PM";"Monitoring Visit";"CCLC-39318_MV_03232021_1.pdf"
"CCLC-39318";"Jul 31, 2020";"10:30 AM";"Licensing Study";"CCLC-39318_LS_07312020_1.pdf"
"CCLC-39318";"Feb 07, 2020";"09:35 AM";"Monitoring Visit";"CCLC-39318_MV_02072020_1.pdf"
"CCLC-39318";"Jul 25, 2019";"09:30 AM";"Licensing Study";"CCLC-39318_LS_07252019_1.pdf"
"CCLC-39318";"Mar 26, 2019";"08:40 AM";"Monitoring Visit";"CCLC-39318_MV_03262019_1.pdf"
"CCLC-39318";"Sep 19, 2018";"11:00 AM";"Licensing Study";"CCLC-39318_LS_09192018_1.pdf"
"FR-24091";"Feb 14, 2023";"09:00 AM";"Monitoring Visit";"bdna_FR-24091_MV_2142023_(0).pdf"
"FR-24091";"Oct 04, 2022";"12:40 PM";"Licensing Study";"bdna_FR-24091_LS_1042022_(1).pdf"
"FR-24091";"May 12, 2022";"09:40 AM";"Licensing Study";"ssmi_FR-24091_LS_5122022_(0)_1.pdf"
"FR-24091";"Mar 11, 2021";"12:25 PM";"Monitoring Visit";"FR-24091_MV_03112021_1.pdf"
"FR-24091";"Dec 29, 2020";"02:20 PM";"Licensing Study";"FR-24091_LS_12292020_1.pdf"
"FR-24091";"Mar 09, 2020";"12:15 PM";"Monitoring Visit";"FR-24091_MV_03092020_1.pdf"
"FR-24091";"Sep 11, 2019";"09:15 AM";"Licensing Study";"FR-24091_LS_09112019_1.pdf"
"FR-24091";"Jan 10, 2019";"08:30 AM";"Licensing Study";"FR-24091_LS_01102019_1.pdf"
"CCLC-47417";"Dec 20, 2022";"09:30 AM";"Licensing Study";"wnps_CCLC-47417_LS_12202022_(0).pdf"
"CCLC-47417";"Nov 16, 2021";"01:00 PM";"Licensing Study";"cssn_CCLC-47417_LS_11162021_(1)_1.pdf"
"CCLC-47417";"Mar 10, 2021";"09:45 AM";"Monitoring Visit";"CCLC-47417_MV_03102021_1.pdf"
"CCLC-47417";"Jul 31, 2020";"10:00 AM";"Licensing Study";"CCLC-47417_LS_07312020_1.pdf"
"CCLC-47417";"Jan 28, 2020";"01:00 PM";"Monitoring Visit";"CCLC-47417_MV_01282020_1.pdf"
"CCLC-47417";"Sep 25, 2019";"08:45 AM";"Licensing Study";"CCLC-47417_LS_09252019_1.pdf"
"CCLC-47417";"Mar 20, 2019";"09:30 AM";"Monitoring Visit";"CCLC-47417_MV_03202019_1.pdf"
"CCLC-47417";"Jan 02, 2019";" ";"License Fee";"CCLC-47417_LicenseFee_01022019_1.pdf"
"CCLC-47417";"Sep 06, 2018";"08:45 AM";"Licensing Study";"CCLC-47417_LS_09062018_1.pdf"
"FR-25584";"Jan 23, 2023";"10:00 AM";"Licensing Study";"shme_FR-25584_LS_1232023_(0).pdf"
"FR-25584";"Sep 21, 2022";"12:45 PM";"Monitoring Visit";"FR-25584_MV_09212022.pdf"
"FR-25584";"Feb 03, 2022";"10:00 AM";"Licensing Study";"wsla_FR-25584_LS_232022_(0)_1.pdf"
"FR-25584";"Sep 27, 2021";"10:00 AM";"Monitoring Visit";"shme_FR-25584_MV_9272021_(0)_1.pdf"
"FR-25584";"May 21, 2021";"12:30 PM";"Licensing Study";"shme_FR-25584_LS_5212021_(1)_1.pdf"
"FR-25584";"Mar 19, 2021";"09:30 AM";"Monitoring Visit";"FR-25584_MV_03192021_1.pdf"
"FR-25584";"Jan 30, 2020";"12:55 PM";"Licensing Study";"FR-25584_LS_01302020_1.pdf"
"FR-25584";"Aug 07, 2019";"01:55 PM";"Monitoring Visit";"FR-25584_MV_08072019_1.pdf"
"FR-25584";"Feb 28, 2019";"10:30 AM";"Licensing Study";"FR-25584_LS_02282019_1.pdf"
"FR-57252";"Jul 26, 2023";"09:30 AM";"Licensing Study";"bdna_FR-57252_LS_7262023_(1).pdf"
"FR-57252";"Sep 27, 2022";"04:30 PM";"ILS Follow Up";"wsti_FR-57252_ILSFollow-Up_9272022_(1).pdf"
"FR-57252";"Jul 20, 2022";"01:30 PM";"Initial Licensing Study";"wsti_FR-57252_ILS_7202022_(0).pdf"
"FR-49560";"Aug 09, 2022";"11:45 AM";"Licensing Study";"bdna_FR-49560_LS_892022_(0).pdf"
"FR-49560";"Jan 21, 2022";"12:30 PM";"Monitoring Visit";"blda_FR-49560_MV_1212022_(0)_1.pdf"
"FR-49560";"Mar 18, 2021";"11:05 AM";"Monitoring Visit";"FR-49560_MV_03182021_1.pdf"
"FR-49560";"Dec 18, 2020";"11:55 AM";"Licensing Study";"FR-49560_LS_12182020_1.pdf"
"FR-49560";"Jan 14, 2020";"10:30 AM";"Monitoring Visit";"FR-49560_MV_01142020_1.pdf"
"FR-49560";"Jan 02, 2020";" ";"License Fee";"FR-49560_LicenseFee_01022020_2.pdf"
"FR-49560";"Jan 02, 2020";" ";"License Fee";"FR-49560_LicenseFee_01022020_3.pdf"
"FR-49560";"Aug 29, 2019";"09:05 AM";"Licensing Study";"FR-49560_LS_08292019_1.pdf"
"FR-49560";"Jan 23, 2019";"01:00 PM";"Monitoring Visit";"FR-49560_MV_01232019_1.pdf"
"FR-9900107442";"Feb 22, 2023";"12:30 PM";"Monitoring Visit";"bdna_FR-9900107442_MV_2222023_(0).pdf"
"FR-9900107442";"Jul 21, 2022";"09:45 AM";"Licensing Study";"bdna_FR-9900107442_LS_7212022_(3)_1.pdf"
"FR-9900107442";"Jan 25, 2022";"01:00 PM";"Monitoring Visit";"blda_FR-9900107442_MV_1252022_(0)_1.pdf"
"FR-9900107442";"Nov 16, 2021";"09:30 AM";"Licensing Study";"clsn_FR-9900107442_LS_11162021_(0)_1.pdf"
"FR-9900107442";"Jan 29, 2021";"12:55 PM";"Monitoring Visit";"FR-9900107442_MV_01292021_1.pdf"
"FR-9900107442";"Nov 04, 2020";"01:30 PM";"Licensing Study";"FR-9900107442_LS_11042020_1.pdf"
"FR-9900107442";"Sep 16, 2019";"11:55 AM";"Licensing Study";"FR-9900107442_LS_09162019_1.pdf"
